"","sex","isic","geography_name","geography_id","year","ub_weighted_median"
"177","Hombre","Agricultura, ganadería, caza y silvicultura","Chépica",40,2010,348341
"178","Hombre","Agricultura, ganadería, caza y silvicultura","Chépica",40,2011,218049
"179","Hombre","Agricultura, ganadería, caza y silvicultura","Chépica",40,2012,207059
"180","Hombre","Agricultura, ganadería, caza y silvicultura","Chépica",40,2013,212515
"181","Hombre","Agricultura, ganadería, caza y silvicultura","Chépica",40,2014,391000
"182","Hombre","Agricultura, ganadería, caza y silvicultura","Chépica",40,2015,195909
"183","Hombre","Agricultura, ganadería, caza y silvicultura","Chiguayante",41,2010,542224
"184","Hombre","Agricultura, ganadería, caza y silvicultura","Chiguayante",41,2011,224281
"185","Hombre","Agricultura, ganadería, caza y silvicultura","Chiguayante",41,2013,6500000
"186","Hombre","Agricultura, ganadería, caza y silvicultura","Chiguayante",41,2014,762000
"187","Hombre","Agricultura, ganadería, caza y silvicultura","Chiguayante",41,2015,450122
"188","Hombre","Agricultura, ganadería, caza y silvicultura","Chile Chico",42,2010,350343
"189","Hombre","Agricultura, ganadería, caza y silvicultura","Chile Chico",42,2012,110618
"190","Hombre","Agricultura, ganadería, caza y silvicultura","Chile Chico",42,2013,109585
"191","Hombre","Agricultura, ganadería, caza y silvicultura","Chile Chico",42,2014,151563
"192","Hombre","Agricultura, ganadería, caza y silvicultura","Chile Chico",42,2015,321304
"193","Hombre","Agricultura, ganadería, caza y silvicultura","Chillán",43,2010,190893
"194","Hombre","Agricultura, ganadería, caza y silvicultura","Chillán",43,2011,325389
"195","Hombre","Agricultura, ganadería, caza y silvicultura","Chillán",43,2012,476452
"196","Hombre","Agricultura, ganadería, caza y silvicultura","Chillán",43,2013,344268
"197","Hombre","Agricultura, ganadería, caza y silvicultura","Chillán",43,2014,568202
"198","Hombre","Agricultura, ganadería, caza y silvicultura","Chillán",43,2015,964206
"199","Hombre","Agricultura, ganadería, caza y silvicultura","Chillán Viejo",44,2010,246241
"200","Hombre","Agricultura, ganadería, caza y silvicultura","Chillán Viejo",44,2011,447857
"201","Hombre","Agricultura, ganadería, caza y silvicultura","Chillán Viejo",44,2012,737304
"202","Hombre","Agricultura, ganadería, caza y silvicultura","Chillán Viejo",44,2013,1191613
"203","Hombre","Agricultura, ganadería, caza y silvicultura","Chillán Viejo",44,2014,299944
"204","Hombre","Agricultura, ganadería, caza y silvicultura","Chillán Viejo",44,2015,400108
"205","Hombre","Agricultura, ganadería, caza y silvicultura","Chimbarongo",45,2010,257324
"206","Hombre","Agricultura, ganadería, caza y silvicultura","Chimbarongo",45,2011,314698
"207","Hombre","Agricultura, ganadería, caza y silvicultura","Chimbarongo",45,2012,210947
"208","Hombre","Agricultura, ganadería, caza y silvicultura","Chimbarongo",45,2013,259018
"209","Hombre","Agricultura, ganadería, caza y silvicultura","Chimbarongo",45,2014,299944
"210","Hombre","Agricultura, ganadería, caza y silvicultura","Chimbarongo",45,2015,289753
"211","Hombre","Agricultura, ganadería, caza y silvicultura","Chonchi",47,2010,100000
"212","Hombre","Agricultura, ganadería, caza y silvicultura","Chonchi",47,2011,190000
"213","Hombre","Agricultura, ganadería, caza y silvicultura","Chonchi",47,2012,146901
"214","Hombre","Agricultura, ganadería, caza y silvicultura","Chonchi",47,2013,239053
"215","Hombre","Agricultura, ganadería, caza y silvicultura","Chonchi",47,2014,220000
"216","Hombre","Agricultura, ganadería, caza y silvicultura","Chonchi",47,2015,215572
"217","Hombre","Agricultura, ganadería, caza y silvicultura","Cisnes",48,2010,1151125
"218","Hombre","Agricultura, ganadería, caza y silvicultura","Cisnes",48,2011,200000
"219","Hombre","Agricultura, ganadería, caza y silvicultura","Cisnes",48,2012,301686
"220","Hombre","Agricultura, ganadería, caza y silvicultura","Cisnes",48,2013,325568
"221","Hombre","Agricultura, ganadería, caza y silvicultura","Cisnes",48,2014,582791
"222","Hombre","Agricultura, ganadería, caza y silvicultura","Cisnes",48,2015,400108
"223","Hombre","Agricultura, ganadería, caza y silvicultura","Cochrane",51,2010,257433
"224","Hombre","Agricultura, ganadería, caza y silvicultura","Cochrane",51,2011,301450
"225","Hombre","Agricultura, ganadería, caza y silvicultura","Cochrane",51,2012,470111
"226","Hombre","Agricultura, ganadería, caza y silvicultura","Codegua",52,2010,250819
"227","Hombre","Agricultura, ganadería, caza y silvicultura","Codegua",52,2011,299075
"228","Hombre","Agricultura, ganadería, caza y silvicultura","Codegua",52,2012,251405
"229","Hombre","Agricultura, ganadería, caza y silvicultura","Codegua",52,2013,348287
"230","Hombre","Agricultura, ganadería, caza y silvicultura","Codegua",52,2014,344477
"231","Hombre","Agricultura, ganadería, caza y silvicultura","Codegua",52,2015,314828
"232","Hombre","Agricultura, ganadería, caza y silvicultura","Coelemu",53,2010,298913
"233","Hombre","Agricultura, ganadería, caza y silvicultura","Coelemu",53,2011,393737
"234","Hombre","Agricultura, ganadería, caza y silvicultura","Coelemu",53,2012,592589
"235","Hombre","Agricultura, ganadería, caza y silvicultura","Coelemu",53,2013,428376
"236","Hombre","Agricultura, ganadería, caza y silvicultura","Coelemu",53,2014,371334
"237","Hombre","Agricultura, ganadería, caza y silvicultura","Coelemu",53,2015,640173
"238","Hombre","Agricultura, ganadería, caza y silvicultura","Coihaique",NA,2010,314656
"239","Hombre","Agricultura, ganadería, caza y silvicultura","Coihaique",NA,2011,321689
"240","Hombre","Agricultura, ganadería, caza y silvicultura","Coihaique",NA,2012,282688
"241","Hombre","Agricultura, ganadería, caza y silvicultura","Coihueco",55,2010,200196
"242","Hombre","Agricultura, ganadería, caza y silvicultura","Coihueco",55,2011,258534
"243","Hombre","Agricultura, ganadería, caza y silvicultura","Coihueco",55,2012,251405
"244","Hombre","Agricultura, ganadería, caza y silvicultura","Coihueco",55,2013,310921
"245","Hombre","Agricultura, ganadería, caza y silvicultura","Coihueco",55,2014,350446
"246","Hombre","Agricultura, ganadería, caza y silvicultura","Coihueco",55,2015,533816
"247","Hombre","Agricultura, ganadería, caza y silvicultura","Colbún",57,2010,174011
"248","Hombre","Agricultura, ganadería, caza y silvicultura","Colbún",57,2011,183847
"249","Hombre","Agricultura, ganadería, caza y silvicultura","Colbún",57,2012,316622
"250","Hombre","Agricultura, ganadería, caza y silvicultura","Colbún",57,2013,175000
"251","Hombre","Agricultura, ganadería, caza y silvicultura","Colbún",57,2014,225000
"252","Hombre","Agricultura, ganadería, caza y silvicultura","Colbún",57,2015,2034284
"253","Hombre","Agricultura, ganadería, caza y silvicultura","Colina",59,2010,200000
"254","Hombre","Agricultura, ganadería, caza y silvicultura","Colina",59,2011,300000
"255","Hombre","Agricultura, ganadería, caza y silvicultura","Colina",59,2012,221237
"256","Hombre","Agricultura, ganadería, caza y silvicultura","Colina",59,2013,801085
"257","Hombre","Agricultura, ganadería, caza y silvicultura","Colina",59,2014,323335
"258","Hombre","Agricultura, ganadería, caza y silvicultura","Colina",59,2015,290699
"259","Hombre","Agricultura, ganadería, caza y silvicultura","Collipulli",60,2010,237855
"260","Hombre","Agricultura, ganadería, caza y silvicultura","Collipulli",60,2011,244619
"261","Hombre","Agricultura, ganadería, caza y silvicultura","Collipulli",60,2012,269176
"262","Hombre","Agricultura, ganadería, caza y silvicultura","Collipulli",60,2013,238460
"263","Hombre","Agricultura, ganadería, caza y silvicultura","Collipulli",60,2014,232956
"264","Hombre","Agricultura, ganadería, caza y silvicultura","Collipulli",60,2015,268548
"265","Hombre","Agricultura, ganadería, caza y silvicultura","Coltauco",61,2014,315250
"266","Hombre","Agricultura, ganadería, caza y silvicultura","Coltauco",61,2015,305476
"267","Hombre","Agricultura, ganadería, caza y silvicultura","Combarbalá",62,2010,202861
"268","Hombre","Agricultura, ganadería, caza y silvicultura","Combarbalá",62,2011,120000
"269","Hombre","Agricultura, ganadería, caza y silvicultura","Combarbalá",62,2012,125194
"270","Hombre","Agricultura, ganadería, caza y silvicultura","Combarbalá",62,2013,213859
"271","Hombre","Agricultura, ganadería, caza y silvicultura","Combarbalá",62,2014,260220
"272","Hombre","Agricultura, ganadería, caza y silvicultura","Combarbalá",62,2015,245000
"273","Hombre","Agricultura, ganadería, caza y silvicultura","Concepción",64,2010,1000000
"274","Hombre","Agricultura, ganadería, caza y silvicultura","Concepción",64,2011,387537
"275","Hombre","Agricultura, ganadería, caza y silvicultura","Concepción",64,2012,317273
"276","Hombre","Agricultura, ganadería, caza y silvicultura","Concepción",64,2013,299908
"277","Hombre","Agricultura, ganadería, caza y silvicultura","Concepción",64,2014,220000
"278","Hombre","Agricultura, ganadería, caza y silvicultura","Concepción",64,2015,270865
"279","Hombre","Agricultura, ganadería, caza y silvicultura","Conchalí",65,2010,220000
"280","Hombre","Agricultura, ganadería, caza y silvicultura","Conchalí",65,2012,108607
"281","Hombre","Agricultura, ganadería, caza y silvicultura","Conchalí",65,2013,298867
"282","Hombre","Agricultura, ganadería, caza y silvicultura","Conchalí",65,2014,1071048
"283","Hombre","Agricultura, ganadería, caza y silvicultura","Conchalí",65,2015,400000
"284","Hombre","Agricultura, ganadería, caza y silvicultura","Concón",63,2010,440431
"285","Hombre","Agricultura, ganadería, caza y silvicultura","Concón",63,2011,452175
"286","Hombre","Agricultura, ganadería, caza y silvicultura","Concón",63,2012,234310
"287","Hombre","Agricultura, ganadería, caza y silvicultura","Concón",63,2013,300000
"288","Hombre","Agricultura, ganadería, caza y silvicultura","Concón",63,2014,2779479
"289","Hombre","Agricultura, ganadería, caza y silvicultura","Concón",63,2015,2721042
"290","Hombre","Agricultura, ganadería, caza y silvicultura","Constitución",66,2010,396141
"291","Hombre","Agricultura, ganadería, caza y silvicultura","Constitución",66,2011,272125
"292","Hombre","Agricultura, ganadería, caza y silvicultura","Constitución",66,2012,310474
"293","Hombre","Agricultura, ganadería, caza y silvicultura","Constitución",66,2013,371558
"294","Hombre","Agricultura, ganadería, caza y silvicultura","Constitución",66,2014,271542
"295","Hombre","Agricultura, ganadería, caza y silvicultura","Constitución",66,2015,602445
"296","Hombre","Agricultura, ganadería, caza y silvicultura","Copiapó",68,2010,419010
"297","Hombre","Agricultura, ganadería, caza y silvicultura","Copiapó",68,2011,315413
"298","Hombre","Agricultura, ganadería, caza y silvicultura","Copiapó",68,2012,351579
"299","Hombre","Agricultura, ganadería, caza y silvicultura","Copiapó",68,2013,433000
"300","Hombre","Agricultura, ganadería, caza y silvicultura","Copiapó",68,2014,402254
"301","Hombre","Agricultura, ganadería, caza y silvicultura","Copiapó",68,2015,676237
"302","Hombre","Agricultura, ganadería, caza y silvicultura","Coquimbo",69,2010,199887
"303","Hombre","Agricultura, ganadería, caza y silvicultura","Coquimbo",69,2011,249620
"304","Hombre","Agricultura, ganadería, caza y silvicultura","Coquimbo",69,2012,208325
"305","Hombre","Agricultura, ganadería, caza y silvicultura","Coquimbo",69,2013,229820
"306","Hombre","Agricultura, ganadería, caza y silvicultura","Coquimbo",69,2014,441412
"307","Hombre","Agricultura, ganadería, caza y silvicultura","Coquimbo",69,2015,421711
"308","Hombre","Agricultura, ganadería, caza y silvicultura","Coronel",70,2010,265500
"309","Hombre","Agricultura, ganadería, caza y silvicultura","Coronel",70,2011,269945
"310","Hombre","Agricultura, ganadería, caza y silvicultura","Coronel",70,2012,501021
"311","Hombre","Agricultura, ganadería, caza y silvicultura","Coronel",70,2013,600813
"312","Hombre","Agricultura, ganadería, caza y silvicultura","Coronel",70,2014,259091
"313","Hombre","Agricultura, ganadería, caza y silvicultura","Coronel",70,2015,409638
"314","Hombre","Agricultura, ganadería, caza y silvicultura","Corral",71,2012,80361
"315","Hombre","Agricultura, ganadería, caza y silvicultura","Corral",71,2013,70000
"316","Hombre","Agricultura, ganadería, caza y silvicultura","Corral",71,2014,1200000
"317","Hombre","Agricultura, ganadería, caza y silvicultura","Coyhaique",54,2013,250339
"318","Hombre","Agricultura, ganadería, caza y silvicultura","Coyhaique",54,2014,388617
"319","Hombre","Agricultura, ganadería, caza y silvicultura","Coyhaique",54,2015,381586
"320","Hombre","Agricultura, ganadería, caza y silvicultura","Cunco",72,2011,300000
"321","Hombre","Agricultura, ganadería, caza y silvicultura","Cunco",72,2012,324000
"322","Hombre","Agricultura, ganadería, caza y silvicultura","Cunco",72,2013,258327
"323","Hombre","Agricultura, ganadería, caza y silvicultura","Cunco",72,2014,265000
"324","Hombre","Agricultura, ganadería, caza y silvicultura","Cunco",72,2015,262063
"325","Hombre","Agricultura, ganadería, caza y silvicultura","Curacautín",73,2010,160000
"326","Hombre","Agricultura, ganadería, caza y silvicultura","Curacautín",73,2011,200000
"327","Hombre","Agricultura, ganadería, caza y silvicultura","Curacautín",73,2012,1024601
"328","Hombre","Agricultura, ganadería, caza y silvicultura","Curacautín",73,2013,216274
"329","Hombre","Agricultura, ganadería, caza y silvicultura","Curacautín",73,2014,334590
"330","Hombre","Agricultura, ganadería, caza y silvicultura","Curacautín",73,2015,616718
"331","Hombre","Agricultura, ganadería, caza y silvicultura","Curacaví",74,2010,424000
"332","Hombre","Agricultura, ganadería, caza y silvicultura","Curacaví",74,2011,424000
"333","Hombre","Agricultura, ganadería, caza y silvicultura","Curacaví",74,2012,475000
