"","sex","icse","geography_name","geography_id","year","weighted_median"
"88","Hombre","Asalariado sector privado","Cochrane",51,2011,324058.709249431
"89","Hombre","Asalariado sector privado","Codegua",52,2010,278428.034099603
"90","Hombre","Asalariado sector privado","Codegua",52,2011,254701.665609219
"91","Hombre","Asalariado sector privado","Coelemu",53,2010,180151.348560876
"92","Hombre","Asalariado sector privado","Coelemu",53,2011,217990.349378588
"93","Hombre","Asalariado sector privado","Coihueco",55,2010,195354.535404175
"94","Hombre","Asalariado sector privado","Coihueco",55,2011,199822.882298907
"95","Hombre","Asalariado sector privado","Colbún",57,2010,166307.659757054
"96","Hombre","Asalariado sector privado","Colbún",57,2011,202547.460742445
"97","Hombre","Asalariado sector privado","Colina",59,2010,239998.878907822
"98","Hombre","Asalariado sector privado","Colina",59,2011,271827.079775717
"99","Hombre","Asalariado sector privado","Collipulli",60,2010,179876.893014167
"100","Hombre","Asalariado sector privado","Collipulli",60,2011,188090.658751571
"101","Hombre","Asalariado sector privado","Combarbalá",62,2010,175231.784328551
"102","Hombre","Asalariado sector privado","Combarbalá",62,2011,250000
"103","Hombre","Asalariado sector privado","Concepción",64,2010,220944.957406766
"104","Hombre","Asalariado sector privado","Concepción",64,2011,274753.78899793
"105","Hombre","Asalariado sector privado","Conchalí",65,2010,230103.505660153
"106","Hombre","Asalariado sector privado","Conchalí",65,2011,274430.608276338
"107","Hombre","Asalariado sector privado","Concón",63,2010,293221.467031226
"108","Hombre","Asalariado sector privado","Concón",63,2011,333758.670281048
"109","Hombre","Asalariado sector privado","Constitución",66,2010,249829.018075232
"110","Hombre","Asalariado sector privado","Constitución",66,2011,252051.962314586
"111","Hombre","Asalariado sector privado","Copiapó",68,2010,349760.625305325
"112","Hombre","Asalariado sector privado","Copiapó",68,2011,390000
"113","Hombre","Asalariado sector privado","Coquimbo",69,2010,260951.854561519
"114","Hombre","Asalariado sector privado","Coquimbo",69,2011,280000
"115","Hombre","Asalariado sector privado","Coronel",70,2010,259989.236667062
"116","Hombre","Asalariado sector privado","Coronel",70,2011,251208.301743745
"117","Hombre","Asalariado sector privado","Corral",71,2010,215615.360130882
"118","Hombre","Asalariado sector privado","Corral",71,2011,207515.102727147
"119","Hombre","Asalariado sector privado","Coyhaique",54,2010,249829.018075232
"120","Hombre","Asalariado sector privado","Coyhaique",54,2011,300000
"121","Hombre","Asalariado sector privado","Cunco",72,2011,242500
"122","Hombre","Asalariado sector privado","Curacautín",73,2010,198759.712524592
"123","Hombre","Asalariado sector privado","Curacautín",73,2011,201108.263839724
"124","Hombre","Asalariado sector privado","Curacaví",74,2010,220000
"125","Hombre","Asalariado sector privado","Curacaví",74,2011,240000
"126","Hombre","Asalariado sector privado","Curaco de Vélez",75,2010,200000
"127","Hombre","Asalariado sector privado","Curaco de Vélez",75,2011,194934.634647904
"128","Hombre","Asalariado sector privado","Curanilahue",76,2010,282232.661881829
"129","Hombre","Asalariado sector privado","Curanilahue",76,2011,277773.007778374
"130","Hombre","Asalariado sector privado","Curarrehue",77,2010,134907.669760625
"131","Hombre","Asalariado sector privado","Curicó",79,2010,200166.956989962
"132","Hombre","Asalariado sector privado","Curicó",79,2011,201359.608038604
"133","Hombre","Asalariado sector privado","Dalcahue",80,2010,168884.376752009
"134","Hombre","Asalariado sector privado","Dalcahue",80,2011,186082.5
"135","Hombre","Asalariado sector privado","Diego de Almagro",81,2010,396353.686096336
"136","Hombre","Asalariado sector privado","Diego de Almagro",81,2011,446587.457887476
"137","Hombre","Asalariado sector privado","Doñihue",82,2010,349760.625305325
"138","Hombre","Asalariado sector privado","Doñihue",82,2011,251208.301743745
"139","Hombre","Asalariado sector privado","El Bosque",83,2010,228573.74811864
"140","Hombre","Asalariado sector privado","El Bosque",83,2011,280000
"141","Hombre","Asalariado sector privado","El Monte",85,2010,178882.451293146
"142","Hombre","Asalariado sector privado","El Monte",85,2011,217400.913444851
"143","Hombre","Asalariado sector privado","El Quisco",86,2010,370362.106087296
"144","Hombre","Asalariado sector privado","El Quisco",86,2011,200966.641394996
"145","Hombre","Asalariado sector privado","El Tabo",87,2010,370000
"146","Hombre","Asalariado sector privado","El Tabo",87,2011,175000
"147","Hombre","Asalariado sector privado","Empedrado",88,2010,172355.607052612
"148","Hombre","Asalariado sector privado","Empedrado",88,2011,99680.3610040425
"149","Hombre","Asalariado sector privado","Estación Central",90,2010,229859.45964208
"150","Hombre","Asalariado sector privado","Estación Central",90,2011,261812.313345561
"151","Hombre","Asalariado sector privado","Florida",91,2010,199933.208235932
"152","Hombre","Asalariado sector privado","Florida",91,2011,210890.620343095
"153","Hombre","Asalariado sector privado","Freire",92,2010,173221.978578158
"154","Hombre","Asalariado sector privado","Freire",92,2011,180000
"155","Hombre","Asalariado sector privado","Freirina",93,2010,328008.058049607
"156","Hombre","Asalariado sector privado","Freirina",93,2011,299000
"157","Hombre","Asalariado sector privado","Fresia",94,2010,189397.304152418
"158","Hombre","Asalariado sector privado","Fresia",94,2011,196040.99025974
"159","Hombre","Asalariado sector privado","Frutillar",95,2010,216766.35538136
"160","Hombre","Asalariado sector privado","Frutillar",95,2011,263266.300227445
"161","Hombre","Asalariado sector privado","Futrono",97,2010,185473.063019052
"162","Hombre","Asalariado sector privado","Futrono",97,2011,205341.543668328
"163","Hombre","Asalariado sector privado","Galvarino",98,2010,180000
"164","Hombre","Asalariado sector privado","Gorbea",100,2010,191730.409068307
"165","Hombre","Asalariado sector privado","Gorbea",100,2011,90775.7941747729
"166","Hombre","Asalariado sector privado","Graneros",101,2010,301807.720096562
"167","Hombre","Asalariado sector privado","Graneros",101,2011,247796.787602639
"168","Hombre","Asalariado sector privado","Hijuelas",103,2010,168591.216369384
"169","Hombre","Asalariado sector privado","Hijuelas",103,2011,199360.722008085
"170","Hombre","Asalariado sector privado","Hualañé",105,2010,169536.167176352
"171","Hombre","Asalariado sector privado","Hualañé",105,2011,182879.643669446
"172","Hombre","Asalariado sector privado","Hualpén",106,2010,268345.933744124
"173","Hombre","Asalariado sector privado","Hualpén",106,2011,288097.076474421
"174","Hombre","Asalariado sector privado","Hualqui",107,2010,264551.355079491
"175","Hombre","Asalariado sector privado","Hualqui",107,2011,250771.860159271
"176","Hombre","Asalariado sector privado","Huara",108,2010,120117.439812096
"177","Hombre","Asalariado sector privado","Huasco",109,2010,314855.253829236
"178","Hombre","Asalariado sector privado","Huasco",109,2011,301449.962092494
"179","Hombre","Asalariado sector privado","Huechuraba",110,2010,249947.982896187
"180","Hombre","Asalariado sector privado","Huechuraba",110,2011,259432.818246241
"181","Hombre","Asalariado sector privado","Illapel",111,2010,246779.569226281
"182","Hombre","Asalariado sector privado","Illapel",111,2011,299041.083012127
"183","Hombre","Asalariado sector privado","Independencia",112,2010,310102.194789716
"184","Hombre","Asalariado sector privado","Independencia",112,2011,290696.494260695
"185","Hombre","Asalariado sector privado","Iquique",113,2010,349760.625305325
"186","Hombre","Asalariado sector privado","Iquique",113,2011,400000
"187","Hombre","Asalariado sector privado","Isla de Maipo",114,2010,182792.098458621
"188","Hombre","Asalariado sector privado","Isla de Maipo",114,2011,205990.807429871
"189","Hombre","Asalariado sector privado","La Cisterna",117,2010,462366.581932491
"190","Hombre","Asalariado sector privado","La Cisterna",117,2011,395590.165730996
"191","Hombre","Asalariado sector privado","La Cruz",118,2010,418618.823376145
"192","Hombre","Asalariado sector privado","La Cruz",118,2011,214123.083021996
"193","Hombre","Asalariado sector privado","La Estrella",119,2010,221257.609331181
"194","Hombre","Asalariado sector privado","La Estrella",119,2011,202098.84358868
"195","Hombre","Asalariado sector privado","La Florida",120,2010,300293.59953024
"196","Hombre","Asalariado sector privado","La Florida",120,2011,340122.271541071
"197","Hombre","Asalariado sector privado","La Granja",121,2010,229698.732136878
"198","Hombre","Asalariado sector privado","La Granja",121,2011,271571.230472059
"199","Hombre","Asalariado sector privado","La Higuera",122,2010,293853.373940696
"200","Hombre","Asalariado sector privado","La Higuera",122,2011,349299.256053705
"201","Hombre","Asalariado sector privado","La Ligua",123,2010,185402.329477819
"202","Hombre","Asalariado sector privado","La Ligua",123,2011,232562.854852239
"203","Hombre","Asalariado sector privado","La Pintana",124,2010,220000
"204","Hombre","Asalariado sector privado","La Pintana",124,2011,245091.713382362
"205","Hombre","Asalariado sector privado","La Reina",125,2010,700685.06557056
"206","Hombre","Asalariado sector privado","La Reina",125,2011,996803.610040425
"207","Hombre","Asalariado sector privado","La Serena",126,2010,319872.552279632
"208","Hombre","Asalariado sector privado","La Serena",126,2011,338414.796424194
"209","Hombre","Asalariado sector privado","La Unión",127,2010,189153.642807883
"210","Hombre","Asalariado sector privado","La Unión",127,2011,199360.722008085
"211","Hombre","Asalariado sector privado","Laja",131,2010,213000
"212","Hombre","Asalariado sector privado","Laja",131,2011,189386.79140058
"213","Hombre","Asalariado sector privado","Lampa",346,2010,261217.818332893
"214","Hombre","Asalariado sector privado","Lampa",346,2011,226603.027448713
"215","Hombre","Asalariado sector privado","Lanco",132,2010,121118.418477197
"216","Hombre","Asalariado sector privado","Lanco",132,2011,214029.473085671
"217","Hombre","Asalariado sector privado","Las Cabras",133,2010,194968.568463639
"218","Hombre","Asalariado sector privado","Las Cabras",133,2011,200000
"219","Hombre","Asalariado sector privado","Las Condes",134,2010,999316.072300928
"220","Hombre","Asalariado sector privado","Las Condes",134,2011,1299866.52618436
"221","Hombre","Asalariado sector privado","Lautaro",135,2010,210183.785719011
"222","Hombre","Asalariado sector privado","Lautaro",135,2011,211812.535603006
"223","Hombre","Asalariado sector privado","Lebu",136,2010,217192.089084867
"224","Hombre","Asalariado sector privado","Lebu",136,2011,160814.893470114
"225","Hombre","Asalariado sector privado","Licantén",137,2010,461635.627530364
"226","Hombre","Asalariado sector privado","Licantén",137,2011,200000
"227","Hombre","Asalariado sector privado","Limache",138,2010,164887.151929653
"228","Hombre","Asalariado sector privado","Limache",138,2011,179486.666170622
"229","Hombre","Asalariado sector privado","Linares",139,2010,175040.529504826
"230","Hombre","Asalariado sector privado","Linares",139,2011,195214.747383433
"231","Hombre","Asalariado sector privado","Litueche",140,2010,171857.575775939
"232","Hombre","Asalariado sector privado","Litueche",140,2011,181418.257027357
"233","Hombre","Asalariado sector privado","Llaillay",142,2010,220853.7847242
"234","Hombre","Asalariado sector privado","Llaillay",142,2011,300166.634150095
"235","Hombre","Asalariado sector privado","Llanquihue",141,2010,249829.018075232
"236","Hombre","Asalariado sector privado","Llanquihue",141,2011,249371.375038198
"237","Hombre","Asalariado sector privado","Lo Barnechea",143,2010,690594.770477689
"238","Hombre","Asalariado sector privado","Lo Barnechea",143,2011,1695920.21743722
"239","Hombre","Asalariado sector privado","Lo Espejo",144,2010,219849.535906204
"240","Hombre","Asalariado sector privado","Lo Espejo",144,2011,274935.844624831
"241","Hombre","Asalariado sector privado","Lo Prado",145,2010,300293.59953024
"242","Hombre","Asalariado sector privado","Lo Prado",145,2011,309450.374983075
"243","Hombre","Asalariado sector privado","Lolol",146,2010,136649.603444901
"244","Hombre","Asalariado sector privado","Lolol",146,2011,129874.692001516
"245","Hombre","Asalariado sector privado","Loncoche",147,2010,170000
"246","Hombre","Asalariado sector privado","Longaví",148,2010,150960.735492257
"247","Hombre","Asalariado sector privado","Longaví",148,2011,179424.649807276
"248","Hombre","Asalariado sector privado","Lonquimay",149,2010,160156.586416128
"249","Hombre","Asalariado sector privado","Lonquimay",149,2011,299041.083012127
"250","Hombre","Asalariado sector privado","Los Álamos",150,2010,281965.222516947
"251","Hombre","Asalariado sector privado","Los Álamos",150,2011,273609.546182295
"252","Hombre","Asalariado sector privado","Los Andes",151,2010,371252.02663183
"253","Hombre","Asalariado sector privado","Los Andes",151,2011,357224.730753761
"254","Hombre","Asalariado sector privado","Los Ángeles",152,2010,211054.956158462
"255","Hombre","Asalariado sector privado","Los Ángeles",152,2011,240275.478159794
"256","Hombre","Asalariado sector privado","Los Lagos",153,2010,180000
"257","Hombre","Asalariado sector privado","Los Lagos",153,2011,205099.219335227
"258","Hombre","Asalariado sector privado","Los Muermos",154,2010,299088.370258955
"259","Hombre","Asalariado sector privado","Los Muermos",154,2011,504440.45231744
"260","Hombre","Asalariado sector privado","Los Sauces",155,2010,144140.927774515
"261","Hombre","Asalariado sector privado","Los Sauces",155,2011,216039.13949962
"262","Hombre","Asalariado sector privado","Los Vilos",156,2010,258252.495596006
"263","Hombre","Asalariado sector privado","Los Vilos",156,2011,249853.010741505
"264","Hombre","Asalariado sector privado","Lota",157,2010,227118.526066
"265","Hombre","Asalariado sector privado","Lota",157,2011,251208.301743745
"266","Hombre","Asalariado sector privado","Lumaco",158,2010,170000
"267","Hombre","Asalariado sector privado","Machalí",159,2010,243561.338827178
"268","Hombre","Asalariado sector privado","Machalí",159,2011,220000
"269","Hombre","Asalariado sector privado","Macul",160,2010,249829.018075232
"270","Hombre","Asalariado sector privado","Macul",160,2011,299438.990584297
"271","Hombre","Asalariado sector privado","Máfil",161,2010,184186.916615404
"272","Hombre","Asalariado sector privado","Máfil",161,2011,372215.110159876
"273","Hombre","Asalariado sector privado","Maipú",162,2010,299794.821690278
"274","Hombre","Asalariado sector privado","Maipú",162,2011,344754.612135238
"275","Hombre","Asalariado sector privado","Malloa",163,2010,205200.626345664
"276","Hombre","Asalariado sector privado","Malloa",163,2011,226288.438210765
"277","Hombre","Asalariado sector privado","Marchihue",164,2010,200694.684499127
"278","Hombre","Asalariado sector privado","Marchihue",164,2011,212874.612539534
"279","Hombre","Asalariado sector privado","María Elena",165,2010,420464.696535697
"280","Hombre","Asalariado sector privado","María Pinto",166,2010,179474.539158494
"281","Hombre","Asalariado sector privado","María Pinto",166,2011,268927.500915316
"282","Hombre","Asalariado sector privado","Mariquina",167,2010,181429.266896383
"283","Hombre","Asalariado sector privado","Mariquina",167,2011,206666.83324924
"284","Hombre","Asalariado sector privado","Maule",168,2010,193283.853459973
"285","Hombre","Asalariado sector privado","Maule",168,2011,182000
"286","Hombre","Asalariado sector privado","Maullín",169,2010,141992.760077501
"287","Hombre","Asalariado sector privado","Maullín",169,2011,261149.254008139
"288","Hombre","Asalariado sector privado","Mejillones",170,2010,335139.994665761
"289","Hombre","Asalariado sector privado","Mejillones",170,2011,499485.632298691
"290","Hombre","Asalariado sector privado","Melipilla",172,2010,180176.159718144
"291","Hombre","Asalariado sector privado","Melipilla",172,2011,214572.980094387
"292","Hombre","Asalariado sector privado","Molina",173,2010,190462.274748594
"293","Hombre","Asalariado sector privado","Molina",173,2011,181418.257027357
"294","Hombre","Asalariado sector privado","Monte Patria",174,2010,190000
"295","Hombre","Asalariado sector privado","Monte Patria",174,2011,196024.62977224
"296","Hombre","Asalariado sector privado","Mulchén",176,2010,207085.388004988
"297","Hombre","Asalariado sector privado","Mulchén",176,2011,281531.348275788
"298","Hombre","Asalariado sector privado","Nacimiento",177,2010,232751.344201395
"299","Hombre","Asalariado sector privado","Nacimiento",177,2011,364659.090909091
"300","Hombre","Asalariado sector privado","Nancagua",178,2010,181938.451063665
"301","Hombre","Asalariado sector privado","Nancagua",178,2011,217171.217289173
"302","Hombre","Asalariado sector privado","Natales",179,2010,229845.937467831
"303","Hombre","Asalariado sector privado","Natales",179,2011,200644.027535189
"304","Hombre","Asalariado sector privado","Navidad",180,2010,179919.299271756
"305","Hombre","Asalariado sector privado","Navidad",180,2011,276691.769707089
"306","Hombre","Asalariado sector privado","Negrete",181,2010,163138.348803126
"307","Hombre","Asalariado sector privado","Negrete",181,2011,189000
"308","Hombre","Asalariado sector privado","Ninhue",182,2010,199863.214460186
"309","Hombre","Asalariado sector privado","Ninhue",182,2011,178258.389583529
"310","Hombre","Asalariado sector privado","Nogales",183,2010,270000
"311","Hombre","Asalariado sector privado","Nogales",183,2011,260000
"312","Hombre","Asalariado sector privado","Nueva Imperial",184,2010,179331.534447695
"313","Hombre","Asalariado sector privado","Nueva Imperial",184,2011,211014.973464746
"314","Hombre","Asalariado sector privado","Ñuñoa",186,2010,566391.790172275
"315","Hombre","Asalariado sector privado","Ñuñoa",186,2011,300448.963832966
"316","Hombre","Asalariado sector privado","Olivar",188,2010,174880.312652662
"317","Hombre","Asalariado sector privado","Olivar",188,2011,249200.902510106
"318","Hombre","Asalariado sector privado","Olmué",190,2010,176615.314494075
"319","Hombre","Asalariado sector privado","Olmué",190,2011,232875.064256072
"320","Hombre","Asalariado sector privado","Osorno",191,2010,229842.696629213
"321","Hombre","Asalariado sector privado","Osorno",191,2011,227888.933247489
"322","Hombre","Asalariado sector privado","Ovalle",192,2010,230083.884625453
"323","Hombre","Asalariado sector privado","Ovalle",192,2011,200000
"324","Hombre","Asalariado sector privado","Padre Hurtado",193,2010,219942.80116562
"325","Hombre","Asalariado sector privado","Padre Hurtado",193,2011,253225.416919932
"326","Hombre","Asalariado sector privado","Padre Las Casas",194,2010,265700.751420702
"327","Hombre","Asalariado sector privado","Padre Las Casas",194,2011,269136.974710915
"328","Hombre","Asalariado sector privado","Paiguano",195,2010,155000
"329","Hombre","Asalariado sector privado","Paiguano",195,2011,185894.143290371
"330","Hombre","Asalariado sector privado","Paillaco",196,2010,216487.121065097
"331","Hombre","Asalariado sector privado","Paillaco",196,2011,295049.474204706
"332","Hombre","Asalariado sector privado","Paine",197,2010,220117.528435982
"333","Hombre","Asalariado sector privado","Paine",197,2011,300826.987265923
"334","Hombre","Asalariado sector privado","Palmilla",199,2010,195046.384407498
"335","Hombre","Asalariado sector privado","Palmilla",199,2011,205990.807429871
"336","Hombre","Asalariado sector privado","Panguipulli",200,2010,263764.253929978
"337","Hombre","Asalariado sector privado","Panguipulli",200,2011,257310.508389487
"338","Hombre","Asalariado sector privado","Panquehue",201,2010,210205.519671168
"339","Hombre","Asalariado sector privado","Panquehue",201,2011,248972.547858226
"340","Hombre","Asalariado sector privado","Papudo",202,2010,150093.811045941
"341","Hombre","Asalariado sector privado","Papudo",202,2011,331594.958301743
"342","Hombre","Asalariado sector privado","Paredones",203,2010,182919.371850553
"343","Hombre","Asalariado sector privado","Paredones",203,2011,185882.5
"344","Hombre","Asalariado sector privado","Parral",204,2010,169691.233509219
"345","Hombre","Asalariado sector privado","Parral",204,2011,179424.649807276
"346","Hombre","Asalariado sector privado","Pedro Aguirre Cerda",205,2010,235069.657615112
"347","Hombre","Asalariado sector privado","Pedro Aguirre Cerda",205,2011,230418.953605107
"348","Hombre","Asalariado sector privado","Pelarco",206,2010,255249.559600704
"349","Hombre","Asalariado sector privado","Pelarco",206,2011,210010.140257771
"350","Hombre","Asalariado sector privado","Pelluhue",207,2010,200000
"351","Hombre","Asalariado sector privado","Pelluhue",207,2011,156520.228542617
"352","Hombre","Asalariado sector privado","Peñaflor",211,2010,203051.96425083
"353","Hombre","Asalariado sector privado","Peñaflor",211,2011,249200.902510106
"354","Hombre","Asalariado sector privado","Peñalolén",212,2010,200193.466756929
"355","Hombre","Asalariado sector privado","Peñalolén",212,2011,384728.575501023
"356","Hombre","Asalariado sector privado","Pencahue",209,2010,192453.125435263
"357","Hombre","Asalariado sector privado","Pencahue",209,2011,232866.508836839
"358","Hombre","Asalariado sector privado","Penco",210,2010,249917.747623789
"359","Hombre","Asalariado sector privado","Penco",210,2011,273762.872105985
"360","Hombre","Asalariado sector privado","Peralillo",213,2010,250000
"361","Hombre","Asalariado sector privado","Peralillo",213,2011,382750
"362","Hombre","Asalariado sector privado","Petorca",215,2010,218456.230120817
"363","Hombre","Asalariado sector privado","Petorca",215,2011,209328.758108489
"364","Hombre","Asalariado sector privado","Peumo",216,2010,290748.807215009
"365","Hombre","Asalariado sector privado","Peumo",216,2011,213122.742991134
"366","Hombre","Asalariado sector privado","Pica",217,2010,164695.731214425
"367","Hombre","Asalariado sector privado","Pica",217,2011,200453.592721677
"368","Hombre","Asalariado sector privado","Pichidegua",218,2010,192935.185185185
"369","Hombre","Asalariado sector privado","Pichidegua",218,2011,199360.722008085
"370","Hombre","Asalariado sector privado","Pichilemu",219,2010,199863.214460186
"371","Hombre","Asalariado sector privado","Pichilemu",219,2011,200000
"372","Hombre","Asalariado sector privado","Pinto",220,2010,150146.79976512
"373","Hombre","Asalariado sector privado","Pirque",221,2010,249933.515026949
"374","Hombre","Asalariado sector privado","Pirque",221,2011,250000
"375","Hombre","Asalariado sector privado","Pitrufquén",222,2010,195467.678494987
"376","Hombre","Asalariado sector privado","Pitrufquén",222,2011,138844.270884845
"377","Hombre","Asalariado sector privado","Placilla",223,2010,187629.898506634
"378","Hombre","Asalariado sector privado","Placilla",223,2011,191569.318100348
"379","Hombre","Asalariado sector privado","Porvenir",225,2010,446698.627151885
"380","Hombre","Asalariado sector privado","Porvenir",225,2011,248599.902771026
"381","Hombre","Asalariado sector privado","Pozo Almonte",226,2010,460921.987173889
"382","Hombre","Asalariado sector privado","Pozo Almonte",226,2011,398721.44401617
"383","Hombre","Asalariado sector privado","Providencia",228,2010,1017059.53168034
"384","Hombre","Asalariado sector privado","Providencia",228,2011,1030190.19117532
"385","Hombre","Asalariado sector privado","Puchuncaví",229,2010,216711.880994323
"386","Hombre","Asalariado sector privado","Puchuncaví",229,2011,271304.965883245
"387","Hombre","Asalariado sector privado","Pucón",230,2010,151000
"388","Hombre","Asalariado sector privado","Pucón",230,2011,230000
"389","Hombre","Asalariado sector privado","Pudahuel",231,2010,277676.535106536
"390","Hombre","Asalariado sector privado","Pudahuel",231,2011,317325.653578672
"391","Hombre","Asalariado sector privado","Puente Alto",232,2010,299963.793122721
"392","Hombre","Asalariado sector privado","Puente Alto",232,2011,300000
"393","Hombre","Asalariado sector privado","Puerto Montt",233,2010,235802.128550054
