"","sex","isic","comuna_name","comuna_datachile_id","year","FUN"
"68","Hombre","Agricultura, ganadería, caza y silvicultura","Bulnes",15,2014,217041.038307912
"69","Hombre","Agricultura, ganadería, caza y silvicultura","Bulnes",15,2015,244729.895859646
"70","Hombre","Agricultura, ganadería, caza y silvicultura","Cabildo",16,2010,251106.648643016
"71","Hombre","Agricultura, ganadería, caza y silvicultura","Cabildo",16,2011,177711.930033575
"72","Hombre","Agricultura, ganadería, caza y silvicultura","Cabildo",16,2012,215072.398529532
"73","Hombre","Agricultura, ganadería, caza y silvicultura","Cabildo",16,2013,212967.050441491
"74","Hombre","Agricultura, ganadería, caza y silvicultura","Cabildo",16,2014,264950.309394338
"75","Hombre","Agricultura, ganadería, caza y silvicultura","Cabildo",16,2015,306082.807144147
"76","Hombre","Agricultura, ganadería, caza y silvicultura","Cabrero",18,2010,263619.579872985
"77","Hombre","Agricultura, ganadería, caza y silvicultura","Cabrero",18,2011,238123.635994856
"78","Hombre","Agricultura, ganadería, caza y silvicultura","Cabrero",18,2012,348458.038450737
"79","Hombre","Agricultura, ganadería, caza y silvicultura","Cabrero",18,2013,258652.730650597
"80","Hombre","Agricultura, ganadería, caza y silvicultura","Cabrero",18,2014,214005.963177376
"81","Hombre","Agricultura, ganadería, caza y silvicultura","Cabrero",18,2015,226464.43424524
"82","Hombre","Agricultura, ganadería, caza y silvicultura","Calama",19,2011,105000
"83","Hombre","Agricultura, ganadería, caza y silvicultura","Calama",19,2012,220000
"84","Hombre","Agricultura, ganadería, caza y silvicultura","Calama",19,2013,220000
"85","Hombre","Agricultura, ganadería, caza y silvicultura","Calama",19,2014,343190.450976856
"86","Hombre","Agricultura, ganadería, caza y silvicultura","Calama",19,2015,331131.738391714
"87","Hombre","Agricultura, ganadería, caza y silvicultura","Calbuco",20,2010,246861.168628208
"88","Hombre","Agricultura, ganadería, caza y silvicultura","Calbuco",20,2011,154240.130106519
"89","Hombre","Agricultura, ganadería, caza y silvicultura","Calbuco",20,2012,192421.320656842
"90","Hombre","Agricultura, ganadería, caza y silvicultura","Calbuco",20,2013,109143.54898046
"91","Hombre","Agricultura, ganadería, caza y silvicultura","Calbuco",20,2014,133613.413014026
"92","Hombre","Agricultura, ganadería, caza y silvicultura","Calbuco",20,2015,197065.470919439
"93","Hombre","Agricultura, ganadería, caza y silvicultura","Calera",22,2010,362825.465275623
"94","Hombre","Agricultura, ganadería, caza y silvicultura","Calera",22,2011,120687.073981193
"95","Hombre","Agricultura, ganadería, caza y silvicultura","Calera",22,2012,229593.648566066
"96","Hombre","Agricultura, ganadería, caza y silvicultura","Calera",22,2013,513403.067487858
"97","Hombre","Agricultura, ganadería, caza y silvicultura","Calera",22,2014,398612.85127213
"98","Hombre","Agricultura, ganadería, caza y silvicultura","Calera",22,2015,689528.931750712
"99","Hombre","Agricultura, ganadería, caza y silvicultura","Calera de Tango",23,2010,180176.159718144
"100","Hombre","Agricultura, ganadería, caza y silvicultura","Calera de Tango",23,2011,226087.47156937
"101","Hombre","Agricultura, ganadería, caza y silvicultura","Calera de Tango",23,2012,301686.325101363
"102","Hombre","Agricultura, ganadería, caza y silvicultura","Calera de Tango",23,2013,321501.846181655
"103","Hombre","Agricultura, ganadería, caza y silvicultura","Calera de Tango",23,2014,395748.847198533
"104","Hombre","Agricultura, ganadería, caza y silvicultura","Calera de Tango",23,2015,549898.195098397
"105","Hombre","Agricultura, ganadería, caza y silvicultura","Calle Larga",24,2010,181337.630847561
"106","Hombre","Agricultura, ganadería, caza y silvicultura","Calle Larga",24,2011,262547.512272858
"107","Hombre","Agricultura, ganadería, caza y silvicultura","Calle Larga",24,2012,179076.19352058
"108","Hombre","Agricultura, ganadería, caza y silvicultura","Calle Larga",24,2013,239813.602043641
"109","Hombre","Agricultura, ganadería, caza y silvicultura","Calle Larga",24,2014,247330.232636805
"110","Hombre","Agricultura, ganadería, caza y silvicultura","Calle Larga",24,2015,424281.422535776
"111","Hombre","Agricultura, ganadería, caza y silvicultura","Camarones",25,2010,197547.942228783
"112","Hombre","Agricultura, ganadería, caza y silvicultura","Camarones",25,2011,126759.527582058
"113","Hombre","Agricultura, ganadería, caza y silvicultura","Camarones",25,2012,125898.529536798
"114","Hombre","Agricultura, ganadería, caza y silvicultura","Camarones",25,2013,121164.088477181
"115","Hombre","Agricultura, ganadería, caza y silvicultura","Camiña",26,2011,70290.7934514783
"116","Hombre","Agricultura, ganadería, caza y silvicultura","Camiña",26,2012,77037.0957980095
"117","Hombre","Agricultura, ganadería, caza y silvicultura","Camiña",26,2013,108432.50919889
"118","Hombre","Agricultura, ganadería, caza y silvicultura","Camiña",26,2014,169545.454545455
"119","Hombre","Agricultura, ganadería, caza y silvicultura","Camiña",26,2015,88589.1550468374
"120","Hombre","Agricultura, ganadería, caza y silvicultura","Canela",27,2010,164839.421696113
"121","Hombre","Agricultura, ganadería, caza y silvicultura","Canela",27,2011,102650.711009417
"122","Hombre","Agricultura, ganadería, caza y silvicultura","Canela",27,2012,237115.046511435
"123","Hombre","Agricultura, ganadería, caza y silvicultura","Canela",27,2013,123643.037976615
"124","Hombre","Agricultura, ganadería, caza y silvicultura","Canela",27,2014,165304.0741417
"125","Hombre","Agricultura, ganadería, caza y silvicultura","Canela",27,2015,170639.46211963
"126","Hombre","Agricultura, ganadería, caza y silvicultura","Cañete",28,2010,205998.244250717
"127","Hombre","Agricultura, ganadería, caza y silvicultura","Cañete",28,2011,170219.426934912
"128","Hombre","Agricultura, ganadería, caza y silvicultura","Cañete",28,2012,309149.146039946
"129","Hombre","Agricultura, ganadería, caza y silvicultura","Cañete",28,2013,240151.701604881
"130","Hombre","Agricultura, ganadería, caza y silvicultura","Cañete",28,2014,150797.790798755
"131","Hombre","Agricultura, ganadería, caza y silvicultura","Cañete",28,2015,285121.064964517
"132","Hombre","Agricultura, ganadería, caza y silvicultura","Carahue",29,2010,117063.37894246
"133","Hombre","Agricultura, ganadería, caza y silvicultura","Carahue",29,2011,112928.723529775
"134","Hombre","Agricultura, ganadería, caza y silvicultura","Carahue",29,2012,107389.991725724
"135","Hombre","Agricultura, ganadería, caza y silvicultura","Carahue",29,2013,119897.794882642
"136","Hombre","Agricultura, ganadería, caza y silvicultura","Carahue",29,2014,130669.947905547
"137","Hombre","Agricultura, ganadería, caza y silvicultura","Carahue",29,2015,129831.740768709
"138","Hombre","Agricultura, ganadería, caza y silvicultura","Cartagena",30,2010,112993.191643125
"139","Hombre","Agricultura, ganadería, caza y silvicultura","Cartagena",30,2013,379760.47473476
"140","Hombre","Agricultura, ganadería, caza y silvicultura","Cartagena",30,2014,319939.996249766
"141","Hombre","Agricultura, ganadería, caza y silvicultura","Casablanca",31,2011,215309.579768732
"142","Hombre","Agricultura, ganadería, caza y silvicultura","Casablanca",31,2012,155699.097938144
"143","Hombre","Agricultura, ganadería, caza y silvicultura","Casablanca",31,2014,562552.776198596
"144","Hombre","Agricultura, ganadería, caza y silvicultura","Casablanca",31,2015,389982.578775807
"145","Hombre","Agricultura, ganadería, caza y silvicultura","Castro",32,2010,83533.5692891593
"146","Hombre","Agricultura, ganadería, caza y silvicultura","Castro",32,2011,130802.778569157
"147","Hombre","Agricultura, ganadería, caza y silvicultura","Castro",32,2012,106886.287510533
"148","Hombre","Agricultura, ganadería, caza y silvicultura","Castro",32,2013,131088.944371805
"149","Hombre","Agricultura, ganadería, caza y silvicultura","Castro",32,2014,137070.292436445
"150","Hombre","Agricultura, ganadería, caza y silvicultura","Castro",32,2015,192861.456711223
"151","Hombre","Agricultura, ganadería, caza y silvicultura","Catemu",33,2010,275704.247024311
"152","Hombre","Agricultura, ganadería, caza y silvicultura","Catemu",33,2011,256725.186166145
"153","Hombre","Agricultura, ganadería, caza y silvicultura","Catemu",33,2012,181089.085108878
"154","Hombre","Agricultura, ganadería, caza y silvicultura","Catemu",33,2013,197183.807573327
"155","Hombre","Agricultura, ganadería, caza y silvicultura","Catemu",33,2014,242158.519547671
"156","Hombre","Agricultura, ganadería, caza y silvicultura","Catemu",33,2015,649852.66595686
"157","Hombre","Agricultura, ganadería, caza y silvicultura","Cauquenes",34,2010,163534.846493329
"158","Hombre","Agricultura, ganadería, caza y silvicultura","Cauquenes",34,2011,206139.280966171
"159","Hombre","Agricultura, ganadería, caza y silvicultura","Cauquenes",34,2012,205864.123859223
"160","Hombre","Agricultura, ganadería, caza y silvicultura","Cauquenes",34,2013,187812.933939177
"161","Hombre","Agricultura, ganadería, caza y silvicultura","Cauquenes",34,2014,224748.958151384
"162","Hombre","Agricultura, ganadería, caza y silvicultura","Cauquenes",34,2015,242212.306396402
"163","Hombre","Agricultura, ganadería, caza y silvicultura","Cerrillos",35,2013,250000
"164","Hombre","Agricultura, ganadería, caza y silvicultura","Cerrillos",35,2014,80833.80708736
"165","Hombre","Agricultura, ganadería, caza y silvicultura","Cerrillos",35,2015,400108.244632872
"166","Hombre","Agricultura, ganadería, caza y silvicultura","Cerro Navia",36,2010,119917.928676111
"167","Hombre","Agricultura, ganadería, caza y silvicultura","Cerro Navia",36,2011,199360.722008085
"168","Hombre","Agricultura, ganadería, caza y silvicultura","Cerro Navia",36,2012,251405.270917803
"169","Hombre","Agricultura, ganadería, caza y silvicultura","Cerro Navia",36,2014,121250.71063104
"170","Hombre","Agricultura, ganadería, caza y silvicultura","Chañaral",39,2013,315427.02214189
"171","Hombre","Agricultura, ganadería, caza y silvicultura","Chanco",38,2010,140816.69231215
"172","Hombre","Agricultura, ganadería, caza y silvicultura","Chanco",38,2011,160911.573998974
"173","Hombre","Agricultura, ganadería, caza y silvicultura","Chanco",38,2012,177284.278135866
"174","Hombre","Agricultura, ganadería, caza y silvicultura","Chanco",38,2013,202130.073213439
"175","Hombre","Agricultura, ganadería, caza y silvicultura","Chanco",38,2014,216817.577888622
"176","Hombre","Agricultura, ganadería, caza y silvicultura","Chanco",38,2015,282257.829200365
"177","Hombre","Agricultura, ganadería, caza y silvicultura","Chépica",40,2010,263905.292113618
"178","Hombre","Agricultura, ganadería, caza y silvicultura","Chépica",40,2011,186996.010113815
"179","Hombre","Agricultura, ganadería, caza y silvicultura","Chépica",40,2012,173541.706059535
"180","Hombre","Agricultura, ganadería, caza y silvicultura","Chépica",40,2013,189468.755818187
"181","Hombre","Agricultura, ganadería, caza y silvicultura","Chépica",40,2014,315697.942730442
"182","Hombre","Agricultura, ganadería, caza y silvicultura","Chépica",40,2015,112569.29104706
"183","Hombre","Agricultura, ganadería, caza y silvicultura","Chiguayante",41,2010,190783.195194646
"184","Hombre","Agricultura, ganadería, caza y silvicultura","Chiguayante",41,2011,224280.812259096
"185","Hombre","Agricultura, ganadería, caza y silvicultura","Chiguayante",41,2013,3918967.72488263
"186","Hombre","Agricultura, ganadería, caza y silvicultura","Chiguayante",41,2014,625856.166979474
"187","Hombre","Agricultura, ganadería, caza y silvicultura","Chiguayante",41,2015,168342.945105691
"188","Hombre","Agricultura, ganadería, caza y silvicultura","Chile Chico",42,2010,165790.025909025
"189","Hombre","Agricultura, ganadería, caza y silvicultura","Chile Chico",42,2012,110618.319203833
"190","Hombre","Agricultura, ganadería, caza y silvicultura","Chile Chico",42,2013,105513.796342877
"191","Hombre","Agricultura, ganadería, caza y silvicultura","Chile Chico",42,2014,150729.385793887
"192","Hombre","Agricultura, ganadería, caza y silvicultura","Chile Chico",42,2015,251018.65266208
"193","Hombre","Agricultura, ganadería, caza y silvicultura","Chillán",43,2010,128989.849782068
"194","Hombre","Agricultura, ganadería, caza y silvicultura","Chillán",43,2011,324034.454966041
"195","Hombre","Agricultura, ganadería, caza y silvicultura","Chillán",43,2012,552100.855900063
"196","Hombre","Agricultura, ganadería, caza y silvicultura","Chillán",43,2013,287301.776874444
"197","Hombre","Agricultura, ganadería, caza y silvicultura","Chillán",43,2014,593711.074296463
"198","Hombre","Agricultura, ganadería, caza y silvicultura","Chillán",43,2015,605468.240528088
"199","Hombre","Agricultura, ganadería, caza y silvicultura","Chillán Viejo",44,2010,189719.261575975
"200","Hombre","Agricultura, ganadería, caza y silvicultura","Chillán Viejo",44,2011,275767.40175153
"201","Hombre","Agricultura, ganadería, caza y silvicultura","Chillán Viejo",44,2012,358784.186926676
"202","Hombre","Agricultura, ganadería, caza y silvicultura","Chillán Viejo",44,2013,666793.037361678
"203","Hombre","Agricultura, ganadería, caza y silvicultura","Chillán Viejo",44,2014,284937.142032815
"204","Hombre","Agricultura, ganadería, caza y silvicultura","Chillán Viejo",44,2015,204467.412452435
"205","Hombre","Agricultura, ganadería, caza y silvicultura","Chimbarongo",45,2010,246903.320682315
"206","Hombre","Agricultura, ganadería, caza y silvicultura","Chimbarongo",45,2011,327670.53559173
"207","Hombre","Agricultura, ganadería, caza y silvicultura","Chimbarongo",45,2012,193289.211059639
"208","Hombre","Agricultura, ganadería, caza y silvicultura","Chimbarongo",45,2013,304703.542534248
"209","Hombre","Agricultura, ganadería, caza y silvicultura","Chimbarongo",45,2014,355930.124296353
"210","Hombre","Agricultura, ganadería, caza y silvicultura","Chimbarongo",45,2015,325187.999132424
"211","Hombre","Agricultura, ganadería, caza y silvicultura","Chonchi",47,2010,73470.7678859846
"212","Hombre","Agricultura, ganadería, caza y silvicultura","Chonchi",47,2011,149463.216447264
"213","Hombre","Agricultura, ganadería, caza y silvicultura","Chonchi",47,2012,84442.3602545717
"214","Hombre","Agricultura, ganadería, caza y silvicultura","Chonchi",47,2013,187173.192052621
"215","Hombre","Agricultura, ganadería, caza y silvicultura","Chonchi",47,2014,150131.575836099
"216","Hombre","Agricultura, ganadería, caza y silvicultura","Chonchi",47,2015,174366.482684371
"217","Hombre","Agricultura, ganadería, caza y silvicultura","Cisnes",48,2010,522503.015754674
"218","Hombre","Agricultura, ganadería, caza y silvicultura","Cisnes",48,2011,204514.133390158
"219","Hombre","Agricultura, ganadería, caza y silvicultura","Cisnes",48,2012,344050.919882573
"220","Hombre","Agricultura, ganadería, caza y silvicultura","Cisnes",48,2013,400682.23104357
"221","Hombre","Agricultura, ganadería, caza y silvicultura","Cisnes",48,2014,528376.923076923
"222","Hombre","Agricultura, ganadería, caza y silvicultura","Cisnes",48,2015,277447.969624184
"223","Hombre","Agricultura, ganadería, caza y silvicultura","Cochrane",51,2010,194240.864745716
"224","Hombre","Agricultura, ganadería, caza y silvicultura","Cochrane",51,2011,194424.935952781
"225","Hombre","Agricultura, ganadería, caza y silvicultura","Cochrane",51,2012,266697.487113402
"226","Hombre","Agricultura, ganadería, caza y silvicultura","Codegua",52,2010,251983.046644514
"227","Hombre","Agricultura, ganadería, caza y silvicultura","Codegua",52,2011,283247.757441398
"228","Hombre","Agricultura, ganadería, caza y silvicultura","Codegua",52,2012,257695.775070157
"229","Hombre","Agricultura, ganadería, caza y silvicultura","Codegua",52,2013,255250.060108919
"230","Hombre","Agricultura, ganadería, caza y silvicultura","Codegua",52,2014,281358.338250703
"231","Hombre","Agricultura, ganadería, caza y silvicultura","Codegua",52,2015,215770.628844454
"232","Hombre","Agricultura, ganadería, caza y silvicultura","Coelemu",53,2010,134523.020096927
"233","Hombre","Agricultura, ganadería, caza y silvicultura","Coelemu",53,2011,175686.636269625
"234","Hombre","Agricultura, ganadería, caza y silvicultura","Coelemu",53,2012,598432.551166496
"235","Hombre","Agricultura, ganadería, caza y silvicultura","Coelemu",53,2013,324159.790325498
"236","Hombre","Agricultura, ganadería, caza y silvicultura","Coelemu",53,2014,258993.070826421
"237","Hombre","Agricultura, ganadería, caza y silvicultura","Coelemu",53,2015,343787.813679817
"238","Hombre","Agricultura, ganadería, caza y silvicultura","Coihaique",NA,2010,353781.159295812
"239","Hombre","Agricultura, ganadería, caza y silvicultura","Coihaique",NA,2011,325719.601666581
"240","Hombre","Agricultura, ganadería, caza y silvicultura","Coihaique",NA,2012,321739.227315219
"241","Hombre","Agricultura, ganadería, caza y silvicultura","Coihueco",55,2010,171401.655660366
"242","Hombre","Agricultura, ganadería, caza y silvicultura","Coihueco",55,2011,212416.719384995
"243","Hombre","Agricultura, ganadería, caza y silvicultura","Coihueco",55,2012,201068.231510711
"244","Hombre","Agricultura, ganadería, caza y silvicultura","Coihueco",55,2013,251370.913691822
"245","Hombre","Agricultura, ganadería, caza y silvicultura","Coihueco",55,2014,246701.112485463
"246","Hombre","Agricultura, ganadería, caza y silvicultura","Coihueco",55,2015,383088.0766823
"247","Hombre","Agricultura, ganadería, caza y silvicultura","Colbún",57,2010,148325.563099353
"248","Hombre","Agricultura, ganadería, caza y silvicultura","Colbún",57,2011,157391.888319102
"249","Hombre","Agricultura, ganadería, caza y silvicultura","Colbún",57,2012,221162.674759699
"250","Hombre","Agricultura, ganadería, caza y silvicultura","Colbún",57,2013,126758.828641662
"251","Hombre","Agricultura, ganadería, caza y silvicultura","Colbún",57,2014,161736.053293433
"252","Hombre","Agricultura, ganadería, caza y silvicultura","Colbún",57,2015,545340.572509514
"253","Hombre","Agricultura, ganadería, caza y silvicultura","Colina",59,2010,243648.223004934
"254","Hombre","Agricultura, ganadería, caza y silvicultura","Colina",59,2011,284172.210087008
"255","Hombre","Agricultura, ganadería, caza y silvicultura","Colina",59,2012,208071.713272986
"256","Hombre","Agricultura, ganadería, caza y silvicultura","Colina",59,2013,423956.598096218
"257","Hombre","Agricultura, ganadería, caza y silvicultura","Colina",59,2014,308265.558452252
"258","Hombre","Agricultura, ganadería, caza y silvicultura","Colina",59,2015,293883.928023683
"259","Hombre","Agricultura, ganadería, caza y silvicultura","Collipulli",60,2010,210532.551902979
"260","Hombre","Agricultura, ganadería, caza y silvicultura","Collipulli",60,2011,284595.966160877
"261","Hombre","Agricultura, ganadería, caza y silvicultura","Collipulli",60,2012,364305.813123701
"262","Hombre","Agricultura, ganadería, caza y silvicultura","Collipulli",60,2013,218841.565268642
"263","Hombre","Agricultura, ganadería, caza y silvicultura","Collipulli",60,2014,187896.752385944
"264","Hombre","Agricultura, ganadería, caza y silvicultura","Collipulli",60,2015,373537.60376919
"265","Hombre","Agricultura, ganadería, caza y silvicultura","Coltauco",61,2014,289700
"266","Hombre","Agricultura, ganadería, caza y silvicultura","Coltauco",61,2015,246144.648963444
"267","Hombre","Agricultura, ganadería, caza y silvicultura","Combarbalá",62,2010,141000.011511266
"268","Hombre","Agricultura, ganadería, caza y silvicultura","Combarbalá",62,2011,68009.8287950534
"269","Hombre","Agricultura, ganadería, caza y silvicultura","Combarbalá",62,2012,77274.0134848124
"270","Hombre","Agricultura, ganadería, caza y silvicultura","Combarbalá",62,2013,187695.042561304
"271","Hombre","Agricultura, ganadería, caza y silvicultura","Combarbalá",62,2014,215515.39814982
"272","Hombre","Agricultura, ganadería, caza y silvicultura","Combarbalá",62,2015,199430.479842321
"273","Hombre","Agricultura, ganadería, caza y silvicultura","Concepción",64,2010,488240.453658495
"274","Hombre","Agricultura, ganadería, caza y silvicultura","Concepción",64,2011,332208.954913667
"275","Hombre","Agricultura, ganadería, caza y silvicultura","Concepción",64,2012,243746.251731099
"276","Hombre","Agricultura, ganadería, caza y silvicultura","Concepción",64,2013,700278.155049032
"277","Hombre","Agricultura, ganadería, caza y silvicultura","Concepción",64,2014,176155.590344186
"278","Hombre","Agricultura, ganadería, caza y silvicultura","Concepción",64,2015,230250.643111485
"279","Hombre","Agricultura, ganadería, caza y silvicultura","Conchalí",65,2010,213060.720253529
"280","Hombre","Agricultura, ganadería, caza y silvicultura","Conchalí",65,2012,44599.8134222017
"281","Hombre","Agricultura, ganadería, caza y silvicultura","Conchalí",65,2013,229417.569643004
"282","Hombre","Agricultura, ganadería, caza y silvicultura","Conchalí",65,2014,348741.941325243
"283","Hombre","Agricultura, ganadería, caza y silvicultura","Conchalí",65,2015,170998.678956088
"284","Hombre","Agricultura, ganadería, caza y silvicultura","Concón",63,2010,395386.572714816
"285","Hombre","Agricultura, ganadería, caza y silvicultura","Concón",63,2011,442126.611068991
"286","Hombre","Agricultura, ganadería, caza y silvicultura","Concón",63,2012,156861.648682866
"287","Hombre","Agricultura, ganadería, caza y silvicultura","Concón",63,2013,196948.585336173
"288","Hombre","Agricultura, ganadería, caza y silvicultura","Concón",63,2014,2004428.62522038
"289","Hombre","Agricultura, ganadería, caza y silvicultura","Concón",63,2015,2721042.19485695
"290","Hombre","Agricultura, ganadería, caza y silvicultura","Constitución",66,2010,282876.395710252
"291","Hombre","Agricultura, ganadería, caza y silvicultura","Constitución",66,2011,518120.401177745
"292","Hombre","Agricultura, ganadería, caza y silvicultura","Constitución",66,2012,280342.677296598
"293","Hombre","Agricultura, ganadería, caza y silvicultura","Constitución",66,2013,294238.761691379
"294","Hombre","Agricultura, ganadería, caza y silvicultura","Constitución",66,2014,206157.148638475
"295","Hombre","Agricultura, ganadería, caza y silvicultura","Constitución",66,2015,304435.421948571
"296","Hombre","Agricultura, ganadería, caza y silvicultura","Copiapó",68,2010,343759.511704855
"297","Hombre","Agricultura, ganadería, caza y silvicultura","Copiapó",68,2011,242700.585014555
"298","Hombre","Agricultura, ganadería, caza y silvicultura","Copiapó",68,2012,293542.339956057
"299","Hombre","Agricultura, ganadería, caza y silvicultura","Copiapó",68,2013,371052.036032327
"300","Hombre","Agricultura, ganadería, caza y silvicultura","Copiapó",68,2014,323000.934414203
"301","Hombre","Agricultura, ganadería, caza y silvicultura","Copiapó",68,2015,538922.901064668
"302","Hombre","Agricultura, ganadería, caza y silvicultura","Coquimbo",69,2010,315958.081692248
"303","Hombre","Agricultura, ganadería, caza y silvicultura","Coquimbo",69,2011,348088.959210661
"304","Hombre","Agricultura, ganadería, caza y silvicultura","Coquimbo",69,2012,196710.818571111
