"","sexo","rama","comuna","2011","2013","2015"
"89","Hombre","Actividades Inmobiliarias, Empresariales y de Alquiler","Angol",236304,390000,250000
"90","Hombre","Administración Pública y Defensa","Angol",508710,540000,625000
"91","Hombre","Enseñanza","Angol",505975,450000,350000
"92","Hombre","Servicios Sociales y de Salud","Angol",147690,750000,490000
"93","Hombre","Servicios Comunitarios, Sociales y Personales","Angol",178772,230000,250000
"94","Hombre","Servicio Doméstico","Angol",266800,185177,197500
"95","Hombre","Agricultura, Ganadería, Caza y Silvicultura","Antofagasta",350080,298784,3e+05
"96","Hombre","Pesca","Antofagasta",256750,3e+05,215789
"97","Hombre","Explotación de Minas y Canteras","Antofagasta",656400,7e+05,8e+05
"98","Hombre","Industrias Manufactureras","Antofagasta",437600,4e+05,5e+05
"99","Hombre","Electricidad, Gas y Agua","Antofagasta",437600,6e+05,852394
"100","Hombre","Construcción","Antofagasta",393840,4e+05,4e+05
"101","Hombre","Comercio","Antofagasta",382900,350000,4e+05
"102","Hombre","Hoteles y Restaurantes","Antofagasta",306320,260000,4e+05
"103","Hombre","Transporte, Almacenamiento y Comunicaciones","Antofagasta",415720,450000,5e+05
"104","Hombre","Intermediación Financiera","Antofagasta",782760,6e+05,450000
"105","Hombre","Actividades Inmobiliarias, Empresariales y de Alquiler","Antofagasta",492300,6e+05,410000
"106","Hombre","Administración Pública y Defensa","Antofagasta",475890,550000,6e+05
"107","Hombre","Enseñanza","Antofagasta",656400,6e+05,450000
"108","Hombre","Servicios Sociales y de Salud","Antofagasta",703442,465000,5e+05
"109","Hombre","Servicios Comunitarios, Sociales y Personales","Antofagasta",295380,3e+05,380000
"110","Hombre","Servicio Doméstico","Antofagasta",254355,332634,425000
"111","Hombre","Agricultura, Ganadería, Caza y Silvicultura","Antuco",131280,250000,180000
"112","Hombre","Explotación de Minas y Canteras","Antuco",218800,6e+05,8e+05
"113","Hombre","Electricidad, Gas y Agua","Antuco",273500,210000,730000
"114","Hombre","Construcción","Antuco",131280,280000,270000
"115","Hombre","Comercio","Antuco",1914240,2e+05,150000
"116","Hombre","Hoteles y Restaurantes","Antuco",109400,NA,NA
"117","Hombre","Actividades Inmobiliarias, Empresariales y de Alquiler","Antuco",102700,NA,580000
"118","Hombre","Administración Pública y Defensa","Antuco",382900,350000,5e+05
"119","Hombre","Servicios Sociales y de Salud","Antuco",218800,NA,740000
"120","Hombre","Servicio Doméstico","Antuco",61620,210000,20000
"121","Hombre","Agricultura, Ganadería, Caza y Silvicultura","Arauco",240680,275000,390000
"122","Hombre","Pesca","Arauco",131280,70000,263980
"123","Hombre","Industrias Manufactureras","Arauco",284440,3e+05,360000
"124","Hombre","Electricidad, Gas y Agua","Arauco",246150,NA,450000
"125","Hombre","Construcción","Arauco",243580,230000,240000
"126","Hombre","Comercio","Arauco",328200,250000,241000
"127","Hombre","Transporte, Almacenamiento y Comunicaciones","Arauco",308100,201456,3e+05
"128","Hombre","Actividades Inmobiliarias, Empresariales y de Alquiler","Arauco",328200,175000,275000
"129","Hombre","Administración Pública y Defensa","Arauco",191450,360000,4e+05
"130","Hombre","Servicios Sociales y de Salud","Arauco",273500,350000,450000
"131","Hombre","Servicio Doméstico","Arauco",308100,1e+05,NA
"132","Hombre","Agricultura, Ganadería, Caza y Silvicultura","Arica",218800,210000,250000
"133","Hombre","Pesca","Arica",328200,3e+05,4e+05
"134","Hombre","Explotación de Minas y Canteras","Arica",459480,480000,504078
"135","Hombre","Industrias Manufactureras","Arica",273500,247186,280000
"136","Hombre","Electricidad, Gas y Agua","Arica",273500,345000,375000
"137","Hombre","Construcción","Arica",267525,250000,3e+05
"138","Hombre","Comercio","Arica",256920,210000,250000
"139","Hombre","Hoteles y Restaurantes","Arica",206219,219768,260000
"140","Hombre","Transporte, Almacenamiento y Comunicaciones","Arica",369720,3e+05,3e+05
"141","Hombre","Intermediación Financiera","Arica",247244,350000,260000
"142","Hombre","Actividades Inmobiliarias, Empresariales y de Alquiler","Arica",328200,290000,440000
"143","Hombre","Administración Pública y Defensa","Arica",601700,555000,550000
"144","Hombre","Enseñanza","Arica",525120,4e+05,615000
"145","Hombre","Servicios Sociales y de Salud","Arica",295380,350000,564500
"146","Hombre","Servicios Comunitarios, Sociales y Personales","Arica",218800,228525,150000
"147","Hombre","Servicio Doméstico","Arica",212100,2e+05,2e+05
"148","Hombre","Agricultura, Ganadería, Caza y Silvicultura","Aysén",218800,2e+05,3e+05
"149","Hombre","Pesca","Aysén",306320,270000,370000
"150","Hombre","Explotación de Minas y Canteras","Aysén",328200,437500,450000
"151","Hombre","Industrias Manufactureras","Aysén",273500,3e+05,250000
"152","Hombre","Electricidad, Gas y Agua","Aysén",306320,372500,290000
"153","Hombre","Construcción","Aysén",278970,270000,305000
"154","Hombre","Comercio","Aysén",284440,290000,290000
"155","Hombre","Hoteles y Restaurantes","Aysén",394115,325000,1e+06
"156","Hombre","Transporte, Almacenamiento y Comunicaciones","Aysén",308100,3e+05,4e+05
"157","Hombre","Intermediación Financiera","Aysén",328200,NA,717000
"158","Hombre","Actividades Inmobiliarias, Empresariales y de Alquiler","Aysén",361020,4e+05,320000
"159","Hombre","Administración Pública y Defensa","Aysén",568880,590000,635000
"160","Hombre","Enseñanza","Aysén",581600,850000,6e+05
"161","Hombre","Servicios Sociales y de Salud","Aysén",462215,6e+05,4e+05
"162","Hombre","Servicios Comunitarios, Sociales y Personales","Aysén",306320,312500,3e+05
"163","Hombre","Servicio Doméstico","Aysén",256750,6e+05,1e+05
"164","Hombre","Agricultura, Ganadería, Caza y Silvicultura","Buin",214054,2e+05,250000
"165","Hombre","Industrias Manufactureras","Buin",218800,230000,345000
"166","Hombre","Electricidad, Gas y Agua","Buin",280611,NA,NA
"167","Hombre","Construcción","Buin",369720,275000,4e+05
"168","Hombre","Comercio","Buin",296270,270000,365000
"169","Hombre","Transporte, Almacenamiento y Comunicaciones","Buin",295380,250000,3e+05
"170","Hombre","Actividades Inmobiliarias, Empresariales y de Alquiler","Buin",251620,5e+05,250000
"171","Hombre","Administración Pública y Defensa","Buin",765800,782500,1e+06
"172","Hombre","Enseñanza","Buin",328200,3e+05,550000
"173","Hombre","Servicios Sociales y de Salud","Buin",382900,841008,NA
"174","Hombre","Servicios Comunitarios, Sociales y Personales","Buin",276400,340000,450000
"175","Hombre","Servicio Doméstico","Buin",241353,NA,288079
"176","Hombre","Agricultura, Ganadería, Caza y Silvicultura","Bulnes",170616,140000,205000
"177","Hombre","Industrias Manufactureras","Bulnes",196920,210000,240000
"178","Hombre","Electricidad, Gas y Agua","Bulnes",199108,170000,NA
"179","Hombre","Construcción","Bulnes",196920,260000,220000
"180","Hombre","Comercio","Bulnes",196920,150000,330000
"181","Hombre","Hoteles y Restaurantes","Bulnes",164320,NA,NA
"182","Hombre","Transporte, Almacenamiento y Comunicaciones","Bulnes",187074,170000,380000
"183","Hombre","Administración Pública y Defensa","Bulnes",218800,365500,450000
"184","Hombre","Enseñanza","Bulnes",210595,315000,640000
"185","Hombre","Servicios Sociales y de Salud","Bulnes",257090,NA,210000
"186","Hombre","Servicio Doméstico","Bulnes",218800,180000,NA
"187","Hombre","Agricultura, Ganadería, Caza y Silvicultura","Cabildo",200749,2e+05,241000
"188","Hombre","Explotación de Minas y Canteras","Cabildo",331380,4e+05,438000
"189","Hombre","Industrias Manufactureras","Cabildo",218800,210000,NA
"190","Hombre","Construcción","Cabildo",318150,310000,220500
"191","Hombre","Comercio","Cabildo",196920,2e+05,3e+05
"192","Hombre","Transporte, Almacenamiento y Comunicaciones","Cabildo",287560,412570,501707
"193","Hombre","Actividades Inmobiliarias, Empresariales y de Alquiler","Cabildo",300850,3e+05,NA
"194","Hombre","Enseñanza","Cabildo",507350,2e+05,3e+05
"195","Hombre","Agricultura, Ganadería, Caza y Silvicultura","Cabrero",199108,210000,312500
"196","Hombre","Explotación de Minas y Canteras","Cabrero",199108,450000,NA
"197","Hombre","Industrias Manufactureras","Cabrero",229740,210000,290000
"198","Hombre","Electricidad, Gas y Agua","Cabrero",235210,NA,3e+05
"199","Hombre","Construcción","Cabrero",199108,260000,297500
"200","Hombre","Comercio","Cabrero",343490,275000,250000
"201","Hombre","Transporte, Almacenamiento y Comunicaciones","Cabrero",328200,210000,260540
"202","Hombre","Actividades Inmobiliarias, Empresariales y de Alquiler","Cabrero",457910,270000,5e+05
"203","Hombre","Administración Pública y Defensa","Cabrero",196920,205000,420500
"204","Hombre","Servicios Comunitarios, Sociales y Personales","Cabrero",218800,NA,180000
"205","Hombre","Agricultura, Ganadería, Caza y Silvicultura","Calama",205400,3e+05,260000
"206","Hombre","Explotación de Minas y Canteras","Calama",547000,6e+05,711129
"207","Hombre","Industrias Manufactureras","Calama",402320,560000,450000
"208","Hombre","Electricidad, Gas y Agua","Calama",410250,725000,550000
"209","Hombre","Construcción","Calama",448540,350000,4e+05
"210","Hombre","Comercio","Calama",340483,280000,373894
"211","Hombre","Hoteles y Restaurantes","Calama",410800,275000,570500
"212","Hombre","Transporte, Almacenamiento y Comunicaciones","Calama",404780,4e+05,550000
"213","Hombre","Intermediación Financiera","Calama",464950,413464,1200000
"214","Hombre","Actividades Inmobiliarias, Empresariales y de Alquiler","Calama",514180,5e+05,475000
"215","Hombre","Administración Pública y Defensa","Calama",382900,410000,625000
"216","Hombre","Enseñanza","Calama",574350,750000,1e+06
"217","Hombre","Servicios Sociales y de Salud","Calama",437600,650000,4e+05
"218","Hombre","Servicios Comunitarios, Sociales y Personales","Calama",382900,3e+05,375000
"219","Hombre","Servicio Doméstico","Calama",273500,4e+05,320000
"220","Hombre","Agricultura, Ganadería, Caza y Silvicultura","Calbuco",209365,120000,2e+05
"221","Hombre","Pesca","Calbuco",218800,2e+05,3e+05
"222","Hombre","Explotación de Minas y Canteras","Calbuco",306320,160000,NA
"223","Hombre","Industrias Manufactureras","Calbuco",218800,230000,265000
"224","Hombre","Construcción","Calbuco",243580,205000,250000
"225","Hombre","Comercio","Calbuco",290800,2e+05,250000
"226","Hombre","Hoteles y Restaurantes","Calbuco",199150,5e+05,241000
"227","Hombre","Transporte, Almacenamiento y Comunicaciones","Calbuco",369720,220000,250000
"228","Hombre","Actividades Inmobiliarias, Empresariales y de Alquiler","Calbuco",348850,NA,7e+06
"229","Hombre","Administración Pública y Defensa","Calbuco",328200,240000,1e+06
"230","Hombre","Enseñanza","Calbuco",437600,8e+05,1e+06
"231","Hombre","Servicios Sociales y de Salud","Calbuco",328200,652000,3e+05
"232","Hombre","Agricultura, Ganadería, Caza y Silvicultura","Caldera",275688,168000,NA
"233","Hombre","Pesca","Caldera",410800,3e+05,3e+05
"234","Hombre","Explotación de Minas y Canteras","Caldera",446783,450000,6e+05
"235","Hombre","Industrias Manufactureras","Caldera",306320,450000,230000
"236","Hombre","Electricidad, Gas y Agua","Caldera",273500,180000,750000
"237","Hombre","Construcción","Caldera",382900,230000,310000
"238","Hombre","Comercio","Caldera",322730,180000,450000
"239","Hombre","Hoteles y Restaurantes","Caldera",486956,230000,230000
"240","Hombre","Transporte, Almacenamiento y Comunicaciones","Caldera",794856,4e+05,425000
"241","Hombre","Intermediación Financiera","Caldera",274868,7e+05,NA
"242","Hombre","Actividades Inmobiliarias, Empresariales y de Alquiler","Caldera",492300,7e+05,475000
"243","Hombre","Administración Pública y Defensa","Caldera",328200,525000,5e+05
"244","Hombre","Enseñanza","Caldera",492300,505000,350000
"245","Hombre","Servicios Sociales y de Salud","Caldera",547000,350000,160000
"246","Hombre","Servicios Comunitarios, Sociales y Personales","Caldera",718900,280000,NA
"247","Hombre","Agricultura, Ganadería, Caza y Silvicultura","Calera",232640,220000,249000
"248","Hombre","Explotación de Minas y Canteras","Calera",437600,675000,510714
"249","Hombre","Industrias Manufactureras","Calera",391105,220000,384395
"250","Hombre","Electricidad, Gas y Agua","Calera",328200,365000,5e+05
"251","Hombre","Construcción","Calera",218800,250000,250000
"252","Hombre","Comercio","Calera",218800,210000,241000
"253","Hombre","Hoteles y Restaurantes","Calera",175040,189000,3e+05
"254","Hombre","Transporte, Almacenamiento y Comunicaciones","Calera",273500,210000,350000
"255","Hombre","Intermediación Financiera","Calera",1969200,808400,5e+05
"256","Hombre","Actividades Inmobiliarias, Empresariales y de Alquiler","Calera",388370,220000,245000
"257","Hombre","Administración Pública y Defensa","Calera",554422,6e+05,250000
"258","Hombre","Enseñanza","Calera",273500,370000,426138
"259","Hombre","Agricultura, Ganadería, Caza y Silvicultura","Calera de Tango",218800,240000,3e+05
"260","Hombre","Industrias Manufactureras","Calera de Tango",318150,210000,345000
"261","Hombre","Construcción","Calera de Tango",328200,235000,2e+05
"262","Hombre","Comercio","Calera de Tango",284945,285000,350000
"263","Hombre","Transporte, Almacenamiento y Comunicaciones","Calera de Tango",330687,425000,381194
"264","Hombre","Intermediación Financiera","Calera de Tango",929900,425000,NA
"265","Hombre","Actividades Inmobiliarias, Empresariales y de Alquiler","Calera de Tango",1362168,210000,850087
"266","Hombre","Administración Pública y Defensa","Calera de Tango",273500,350000,1072896
"267","Hombre","Enseñanza","Calera de Tango",548258,280000,240000
"268","Hombre","Servicios Comunitarios, Sociales y Personales","Calera de Tango",547000,230000,360000
"269","Hombre","Servicio Doméstico","Calera de Tango",224270,265000,240000
"270","Hombre","Agricultura, Ganadería, Caza y Silvicultura","Calle Larga",196920,210000,250000
"271","Hombre","Explotación de Minas y Canteras","Calle Larga",458162,650000,750000
"272","Hombre","Industrias Manufactureras","Calle Larga",240680,195000,6e+05
"273","Hombre","Construcción","Calle Larga",483140,3e+05,277258
"274","Hombre","Comercio","Calle Larga",211142,230000,5e+05
"275","Hombre","Hoteles y Restaurantes","Calle Larga",196920,NA,3e+05
"276","Hombre","Transporte, Almacenamiento y Comunicaciones","Calle Larga",202390,185000,503000
"277","Hombre","Administración Pública y Defensa","Calle Larga",262560,210000,4e+05
"278","Hombre","Enseñanza","Calle Larga",1641000,779616,515000
"279","Hombre","Servicios Sociales y de Salud","Calle Larga",1170298,NA,4e+05
"280","Hombre","Servicios Comunitarios, Sociales y Personales","Calle Larga",328200,230000,NA
"281","Hombre","Servicio Doméstico","Calle Larga",246480,190000,NA
"282","Hombre","Agricultura, Ganadería, Caza y Silvicultura","Camarones",369720,1e+05,70000
"283","Hombre","Pesca","Camarones",410800,50000,NA
"284","Hombre","Industrias Manufactureras","Camarones",184860,250000,2e+05
"285","Hombre","Comercio","Camarones",123240,150000,NA
"286","Hombre","Administración Pública y Defensa","Camarones",300850,595000,NA
"287","Hombre","Servicios Comunitarios, Sociales y Personales","Camarones",109400,NA,90000
"288","Hombre","Agricultura, Ganadería, Caza y Silvicultura","Camiña",410800,60000,80000
"289","Hombre","Construcción","Camiña",262560,NA,850000
"290","Hombre","Transporte, Almacenamiento y Comunicaciones","Camiña",270150,325000,NA
"291","Hombre","Agricultura, Ganadería, Caza y Silvicultura","Canela",191984,107500,243086
"292","Hombre","Explotación de Minas y Canteras","Canela",308100,375000,4e+05
"293","Hombre","Industrias Manufactureras","Canela",218800,NA,1200000
"294","Hombre","Electricidad, Gas y Agua","Canela",131280,NA,5e+05
"295","Hombre","Construcción","Canela",437600,2e+05,275000
"296","Hombre","Comercio","Canela",199108,125000,350000
"297","Hombre","Transporte, Almacenamiento y Comunicaciones","Canela",208954,380000,390000
"298","Hombre","Administración Pública y Defensa","Canela",273500,490000,3e+05
"299","Hombre","Servicios Sociales y de Salud","Canela",656400,NA,2100000
"300","Hombre","Agricultura, Ganadería, Caza y Silvicultura","Cañete",196920,210000,2e+05
"301","Hombre","Pesca","Cañete",318370,NA,NA
"302","Hombre","Industrias Manufactureras","Cañete",190220,170000,240000
"303","Hombre","Electricidad, Gas y Agua","Cañete",141126,170000,265000
"304","Hombre","Construcción","Cañete",207860,210000,241000
"305","Hombre","Comercio","Cañete",155348,210000,2e+05
"306","Hombre","Hoteles y Restaurantes","Cañete",218800,NA,3e+05
"307","Hombre","Transporte, Almacenamiento y Comunicaciones","Cañete",187074,215000,250000
"308","Hombre","Intermediación Financiera","Cañete",361020,NA,490000
"309","Hombre","Actividades Inmobiliarias, Empresariales y de Alquiler","Cañete",886140,5e+05,425000
"310","Hombre","Administración Pública y Defensa","Cañete",382900,259500,440000
"311","Hombre","Enseñanza","Cañete",464950,295000,4e+05
"312","Hombre","Servicios Sociales y de Salud","Cañete",240680,NA,4e+05
"313","Hombre","Servicios Comunitarios, Sociales y Personales","Cañete",155348,NA,225000
"314","Hombre","Agricultura, Ganadería, Caza y Silvicultura","Carahue",133400,95000,1e+05
"315","Hombre","Industrias Manufactureras","Carahue",196920,2e+05,3e+05
"316","Hombre","Construcción","Carahue",219347,215000,325000
"317","Hombre","Comercio","Carahue",273500,150000,180000
"318","Hombre","Hoteles y Restaurantes","Carahue",1643200,150000,160000
"319","Hombre","Transporte, Almacenamiento y Comunicaciones","Carahue",218800,250000,250000
"320","Hombre","Administración Pública y Defensa","Carahue",355550,2e+05,7e+05
"321","Hombre","Enseñanza","Carahue",638896,350000,260000
"322","Hombre","Servicios Sociales y de Salud","Carahue",422284,451000,NA
"323","Hombre","Agricultura, Ganadería, Caza y Silvicultura","Cartagena",205672,2e+05,245000
"324","Hombre","Explotación de Minas y Canteras","Cartagena",218800,2e+05,419606
"325","Hombre","Industrias Manufactureras","Cartagena",205400,160000,325000
"326","Hombre","Construcción","Cartagena",530250,2e+05,3e+05
"327","Hombre","Comercio","Cartagena",283320,250000,250000
"328","Hombre","Transporte, Almacenamiento y Comunicaciones","Cartagena",238492,3e+05,4e+05
"329","Hombre","Actividades Inmobiliarias, Empresariales y de Alquiler","Cartagena",409842,3e+05,280471
"330","Hombre","Servicios Sociales y de Salud","Cartagena",1232400,270000,NA
"331","Hombre","Agricultura, Ganadería, Caza y Silvicultura","Casablanca",207860,2e+05,251500
"332","Hombre","Industrias Manufactureras","Casablanca",196920,260000,336500
"333","Hombre","Electricidad, Gas y Agua","Casablanca",218800,NA,990000
"334","Hombre","Construcción","Casablanca",246150,232035,3e+05
"335","Hombre","Comercio","Casablanca",263450,350000,3e+05
"336","Hombre","Hoteles y Restaurantes","Casablanca",196920,220000,280000
"337","Hombre","Transporte, Almacenamiento y Comunicaciones","Casablanca",198014,319500,375000
"338","Hombre","Actividades Inmobiliarias, Empresariales y de Alquiler","Casablanca",198014,290000,85000
"339","Hombre","Administración Pública y Defensa","Casablanca",382900,450000,NA
"340","Hombre","Enseñanza","Casablanca",579820,250000,150000
"341","Hombre","Servicios Sociales y de Salud","Casablanca",262560,NA,1050000
"342","Hombre","Servicios Comunitarios, Sociales y Personales","Casablanca",196920,NA,2e+05
"343","Hombre","Agricultura, Ganadería, Caza y Silvicultura","Castro",190890,100444,150000
"344","Hombre","Pesca","Castro",218800,220000,280000
"345","Hombre","Industrias Manufactureras","Castro",306320,230000,3e+05
"346","Hombre","Electricidad, Gas y Agua","Castro",191450,280000,330500
"347","Hombre","Construcción","Castro",273500,230000,280000
"348","Hombre","Comercio","Castro",317260,237500,250000
"349","Hombre","Hoteles y Restaurantes","Castro",263450,220000,241000
"350","Hombre","Transporte, Almacenamiento y Comunicaciones","Castro",396850,350000,3e+05
"351","Hombre","Intermediación Financiera","Castro",896400,9e+05,6e+05
"352","Hombre","Actividades Inmobiliarias, Empresariales y de Alquiler","Castro",204578,350000,4e+05
"353","Hombre","Administración Pública y Defensa","Castro",579820,4e+05,630000
"354","Hombre","Enseñanza","Castro",273500,560000,650000
"355","Hombre","Servicios Sociales y de Salud","Castro",593495,190000,690000
"356","Hombre","Servicios Comunitarios, Sociales y Personales","Castro",224270,325000,380000
"357","Hombre","Agricultura, Ganadería, Caza y Silvicultura","Catemu",204578,210000,250000
"358","Hombre","Explotación de Minas y Canteras","Catemu",481360,4e+05,5e+05
"359","Hombre","Industrias Manufactureras","Catemu",331363,210000,5e+05
"360","Hombre","Construcción","Catemu",355550,258642,237739
"361","Hombre","Comercio","Catemu",196920,210000,130000
"362","Hombre","Hoteles y Restaurantes","Catemu",492960,NA,NA
"363","Hombre","Administración Pública y Defensa","Catemu",397509,280000,NA
"364","Hombre","Enseñanza","Catemu",218800,364934,9e+05
"365","Hombre","Servicios Comunitarios, Sociales y Personales","Catemu",269124,2e+06,245000
"366","Hombre","Servicio Doméstico","Catemu",308100,NA,241000
"367","Hombre","Agricultura, Ganadería, Caza y Silvicultura","Cauquenes",154050,205000,228500
"368","Hombre","Explotación de Minas y Canteras","Cauquenes",210048,2e+05,191000
"369","Hombre","Industrias Manufactureras","Cauquenes",188168,225000,280000
"370","Hombre","Construcción","Cauquenes",199108,220000,240000
"371","Hombre","Comercio","Cauquenes",205400,210000,255000
"372","Hombre","Transporte, Almacenamiento y Comunicaciones","Cauquenes",184860,205000,3e+05
"373","Hombre","Actividades Inmobiliarias, Empresariales y de Alquiler","Cauquenes",513500,2e+05,230000
"374","Hombre","Administración Pública y Defensa","Cauquenes",559696,465000,380000
