"","sex","isced","geography_name","geography_id","year","weighted_median"
"42","Hombre","Doctorado","Magallanes",12,2011,6069192.57012888
"43","Hombre","Doctorado","Magallanes",12,2012,1077966.97395147
"44","Hombre","Doctorado","Magallanes",12,2013,2744143.46667538
"45","Hombre","Doctorado","Magallanes",12,2014,1452082.78327414
"46","Hombre","Doctorado","Magallanes",12,2015,1800000
"47","Hombre","Doctorado","Maule",7,2010,1498974.10845139
"48","Hombre","Doctorado","Maule",7,2011,1346378.14408115
"49","Hombre","Doctorado","Maule",7,2012,1619235.00313293
"50","Hombre","Doctorado","Maule",7,2014,1649690.60566285
"51","Hombre","Doctorado","Maule",7,2015,2500000
"52","Hombre","Doctorado","Metropolitana",13,2010,1266131.4268608
"53","Hombre","Doctorado","Metropolitana",13,2011,2500000
"54","Hombre","Doctorado","Metropolitana",13,2012,1638265.38256409
"55","Hombre","Doctorado","Metropolitana",13,2013,1194434.74437751
"56","Hombre","Doctorado","Metropolitana",13,2014,1602813.2493719
"57","Hombre","Doctorado","Metropolitana",13,2015,2245240.2761988
"58","Hombre","Doctorado","O'Higgins",6,2010,1697238.75007575
"59","Hombre","Doctorado","O'Higgins",6,2013,996223.700773242
"60","Hombre","Doctorado","Tarapacá",1,2011,1500000
"61","Hombre","Doctorado","Tarapacá",1,2012,1134887.90811816
"62","Hombre","Doctorado","Tarapacá",1,2013,538884.920128476
"63","Hombre","Doctorado","Tarapacá",1,2014,1000000
"64","Hombre","Doctorado","Tarapacá",1,2015,3002037.30532416
"65","Hombre","Doctorado","Valparaíso",5,2010,1323088.77167754
"66","Hombre","Doctorado","Valparaíso",5,2011,1488401.63594506
"67","Hombre","Doctorado","Valparaíso",5,2012,1737050.84958278
"68","Hombre","Doctorado","Valparaíso",5,2013,1489275.28649149
"69","Hombre","Doctorado","Valparaíso",5,2014,1178312.87066657
"70","Hombre","Doctorado","Valparaíso",5,2015,2440060.36015212
"71","Hombre","Educación preescolar","Antofagasta",2,2010,110000
"72","Hombre","Educación preescolar","Antofagasta",2,2011,158823.546671665
"73","Hombre","Educación preescolar","Araucanía",9,2010,418021.156284868
"74","Hombre","Educación preescolar","Araucanía",9,2011,200000
"75","Hombre","Educación preescolar","Arica y Parinacota",15,2010,404395.380700723
"76","Hombre","Educación preescolar","Arica y Parinacota",15,2011,296252.801757874
"77","Hombre","Educación preescolar","Atacama",3,2010,155322.752519878
"78","Hombre","Educación preescolar","Aysén",11,2011,255097.430006634
"79","Hombre","Educación preescolar","Bíobío",8,2010,28567.6002303745
"80","Hombre","Educación preescolar","Bíobío",8,2011,121480.324803412
"81","Hombre","Educación preescolar","Coquimbo",4,2010,138033.926471065
"82","Hombre","Educación preescolar","Coquimbo",4,2011,43886.7490025502
"83","Hombre","Educación preescolar","Los Lagos",10,2010,60238.6607141821
"84","Hombre","Educación preescolar","Los Lagos",10,2011,182879.643669446
"85","Hombre","Educación preescolar","Los Ríos",14,2010,58421.6397852578
"86","Hombre","Educación preescolar","Los Ríos",14,2011,65314.1584533737
"87","Hombre","Educación preescolar","Magallanes",12,2011,299041.083012127
"88","Hombre","Educación preescolar","Maule",7,2010,27718.7697850362
"89","Hombre","Educación preescolar","Metropolitana",13,2010,187015.912892496
"90","Hombre","Educación preescolar","Metropolitana",13,2011,208850.203198573
"91","Hombre","Educación preescolar","O'Higgins",6,2010,155775.356152941
"92","Hombre","Educación preescolar","O'Higgins",6,2011,207344.861163459
"93","Hombre","Educación preescolar","Tarapacá",1,2011,207871.388266358
"94","Hombre","Educación preescolar","Valparaíso",5,2010,170298.80868929
"95","Hombre","Educación preescolar","Valparaíso",5,2011,89995.7482950741
"96","Hombre","Educación preescolar",NA,NA,2010,53127.6801329623
"97","Hombre","Educación Preescolar","Antofagasta",2,2012,353461.538461538
"98","Hombre","Educación Preescolar","Antofagasta",2,2013,273998.579001945
"99","Hombre","Educación Preescolar","Antofagasta",2,2014,152996.441029145
"100","Hombre","Educación Preescolar","Antofagasta",2,2015,125635.818563456
"101","Hombre","Educación Preescolar","Araucanía",9,2014,191388.846383056
"102","Hombre","Educación Preescolar","Araucanía",9,2015,95974.3320946749
"103","Hombre","Educación Preescolar","Arica y Parinacota",15,2012,80449.6866936968
"104","Hombre","Educación Preescolar","Arica y Parinacota",15,2013,84283.7173877773
"105","Hombre","Educación Preescolar","Arica y Parinacota",15,2014,93982.3738983687
"106","Hombre","Educación Preescolar","Arica y Parinacota",15,2015,78476.4938218314
"107","Hombre","Educación Preescolar","Atacama",3,2012,134281.112800953
"108","Hombre","Educación Preescolar","Atacama",3,2013,206735.807484176
"109","Hombre","Educación Preescolar","Atacama",3,2014,240136.831851364
"110","Hombre","Educación Preescolar","Atacama",3,2015,150000
"111","Hombre","Educación Preescolar","Bíobío",8,2012,48094.1362055304
"112","Hombre","Educación Preescolar","Bíobío",8,2013,42691.4669773813
"113","Hombre","Educación Preescolar","Bíobío",8,2014,133577.03050798
"114","Hombre","Educación Preescolar","Bíobío",8,2015,206910.960554983
"115","Hombre","Educación Preescolar","Coquimbo",4,2012,50910.6250842532
"116","Hombre","Educación Preescolar","Coquimbo",4,2013,195691.727074921
"117","Hombre","Educación Preescolar","Coquimbo",4,2014,228242.176332827
"118","Hombre","Educación Preescolar","Coquimbo",4,2015,230211.710892537
"119","Hombre","Educación Preescolar","Los Lagos",10,2012,159944.893580596
"120","Hombre","Educación Preescolar","Los Lagos",10,2014,167827.596709365
"121","Hombre","Educación Preescolar","Los Lagos",10,2015,20000
"122","Hombre","Educación Preescolar","Los Ríos",14,2012,56314.7806855878
"123","Hombre","Educación Preescolar","Los Ríos",14,2013,198967.204704807
"124","Hombre","Educación Preescolar","Magallanes",12,2014,180000
"125","Hombre","Educación Preescolar","Magallanes",12,2015,350000
"126","Hombre","Educación Preescolar","Maule",7,2012,241082.474226804
"127","Hombre","Educación Preescolar","Maule",7,2013,111814.927417971
"128","Hombre","Educación Preescolar","Maule",7,2014,136927.987969186
"129","Hombre","Educación Preescolar","Maule",7,2015,166676.385367621
"130","Hombre","Educación Preescolar","Metropolitana",13,2012,223328.22647678
"131","Hombre","Educación Preescolar","Metropolitana",13,2013,286291.387993144
"132","Hombre","Educación Preescolar","Metropolitana",13,2014,52135.4304411863
"133","Hombre","Educación Preescolar","Metropolitana",13,2015,300081.183474654
"134","Hombre","Educación Preescolar","O'Higgins",6,2012,112554.115083722
"135","Hombre","Educación Preescolar","O'Higgins",6,2013,134912.573664588
"136","Hombre","Educación Preescolar","O'Higgins",6,2014,235684.908004345
"137","Hombre","Educación Preescolar","O'Higgins",6,2015,138223.319233571
"138","Hombre","Educación Preescolar","Tarapacá",1,2013,280379.575237236
"139","Hombre","Educación Preescolar","Valparaíso",5,2012,195410.730333433
"140","Hombre","Educación Preescolar","Valparaíso",5,2013,204512.598248943
"141","Hombre","Educación Preescolar","Valparaíso",5,2014,171089.576313254
"142","Hombre","Educación Preescolar","Valparaíso",5,2015,212039.340991938
"143","Hombre","Educación primaria (nivel 1)","Antofagasta",2,2010,259502.350154948
"144","Hombre","Educación primaria (nivel 1)","Antofagasta",2,2011,299525.154773108
"145","Hombre","Educación primaria (nivel 1)","Araucanía",9,2010,99931.6072300928
"146","Hombre","Educación primaria (nivel 1)","Araucanía",9,2011,100483.320697498
"147","Hombre","Educación primaria (nivel 1)","Arica y Parinacota",15,2010,170452.714385634
"148","Hombre","Educación primaria (nivel 1)","Arica y Parinacota",15,2011,182044.411018013
"149","Hombre","Educación primaria (nivel 1)","Atacama",3,2010,181976.037714373
"150","Hombre","Educación primaria (nivel 1)","Atacama",3,2011,220965.742535338
"151","Hombre","Educación primaria (nivel 1)","Aysén",11,2010,209950.218677499
"152","Hombre","Educación primaria (nivel 1)","Aysén",11,2011,217492.68197564
"153","Hombre","Educación primaria (nivel 1)","Bíobío",8,2010,150000
"154","Hombre","Educación primaria (nivel 1)","Bíobío",8,2011,167180.947506956
"155","Hombre","Educación primaria (nivel 1)","Coquimbo",4,2010,173826.578570612
"156","Hombre","Educación primaria (nivel 1)","Coquimbo",4,2011,199360.722008085
"157","Hombre","Educación primaria (nivel 1)","Los Lagos",10,2010,153874.466994029
"158","Hombre","Educación primaria (nivel 1)","Los Lagos",10,2011,174540.183522205
"159","Hombre","Educación primaria (nivel 1)","Los Ríos",14,2010,120000
"160","Hombre","Educación primaria (nivel 1)","Los Ríos",14,2011,137901.568907912
"161","Hombre","Educación primaria (nivel 1)","Magallanes",12,2010,266762.239864648
"162","Hombre","Educación primaria (nivel 1)","Magallanes",12,2011,244329.401379256
"163","Hombre","Educación primaria (nivel 1)","Maule",7,2010,150146.79976512
"164","Hombre","Educación primaria (nivel 1)","Maule",7,2011,170821.645185747
"165","Hombre","Educación primaria (nivel 1)","Metropolitana",13,2010,180000
"166","Hombre","Educación primaria (nivel 1)","Metropolitana",13,2011,199360.722008085
"167","Hombre","Educación primaria (nivel 1)","O'Higgins",6,2010,180176.159718144
"168","Hombre","Educación primaria (nivel 1)","O'Higgins",6,2011,205077.857963363
"169","Hombre","Educación primaria (nivel 1)","Tarapacá",1,2010,172000
"170","Hombre","Educación primaria (nivel 1)","Tarapacá",1,2011,195452.489893537
"171","Hombre","Educación primaria (nivel 1)","Valparaíso",5,2010,169904.15855403
"172","Hombre","Educación primaria (nivel 1)","Valparaíso",5,2011,183000
"173","Hombre","Educación primaria (nivel 1)",NA,NA,2010,151677.706597075
"174","Hombre","Educación primaria (nivel 1)",NA,NA,2011,123879.998275127
"175","Hombre","Educación Primaria (nivel 1)","Antofagasta",2,2012,317845.148770803
"176","Hombre","Educación Primaria (nivel 1)","Antofagasta",2,2013,327973.679908006
"177","Hombre","Educación Primaria (nivel 1)","Antofagasta",2,2014,306342.256914611
"178","Hombre","Educación Primaria (nivel 1)","Antofagasta",2,2015,302306.474012592
"179","Hombre","Educación Primaria (nivel 1)","Araucanía",9,2012,110022.938215083
"180","Hombre","Educación Primaria (nivel 1)","Araucanía",9,2013,118853.344849291
"181","Hombre","Educación Primaria (nivel 1)","Araucanía",9,2014,155419.148023508
"182","Hombre","Educación Primaria (nivel 1)","Araucanía",9,2015,159175.583773202
"183","Hombre","Educación Primaria (nivel 1)","Arica y Parinacota",15,2012,165652.745842744
"184","Hombre","Educación Primaria (nivel 1)","Arica y Parinacota",15,2013,200025.487002554
"185","Hombre","Educación Primaria (nivel 1)","Arica y Parinacota",15,2014,200000
"186","Hombre","Educación Primaria (nivel 1)","Arica y Parinacota",15,2015,205396.291429346
"187","Hombre","Educación Primaria (nivel 1)","Atacama",3,2012,251405.270917803
"188","Hombre","Educación Primaria (nivel 1)","Atacama",3,2013,258206.108414713
"189","Hombre","Educación Primaria (nivel 1)","Atacama",3,2014,252263.201104336
"190","Hombre","Educación Primaria (nivel 1)","Atacama",3,2015,276120.517928288
"191","Hombre","Educación Primaria (nivel 1)","Aysén",11,2012,251405.270917803
"192","Hombre","Educación Primaria (nivel 1)","Aysén",11,2013,277927.758122044
"193","Hombre","Educación Primaria (nivel 1)","Aysén",11,2014,279542.369530892
"194","Hombre","Educación Primaria (nivel 1)","Aysén",11,2015,300081.183474654
"195","Hombre","Educación Primaria (nivel 1)","Bíobío",8,2012,180811.855670103
"196","Hombre","Educación Primaria (nivel 1)","Bíobío",8,2013,199244.740154648
"197","Hombre","Educación Primaria (nivel 1)","Bíobío",8,2014,200253.899809753
"198","Hombre","Educación Primaria (nivel 1)","Bíobío",8,2015,205389.529098717
"199","Hombre","Educación Primaria (nivel 1)","Coquimbo",4,2012,200902.06185567
"200","Hombre","Educación Primaria (nivel 1)","Coquimbo",4,2013,210284.681427927
"201","Hombre","Educación Primaria (nivel 1)","Coquimbo",4,2014,249986.686050061
"202","Hombre","Educación Primaria (nivel 1)","Coquimbo",4,2015,240977.906555597
"203","Hombre","Educación Primaria (nivel 1)","Los Lagos",10,2012,180119.889946421
"204","Hombre","Educación Primaria (nivel 1)","Los Lagos",10,2013,199244.740154648
"205","Hombre","Educación Primaria (nivel 1)","Los Lagos",10,2014,210065.775941356
"206","Hombre","Educación Primaria (nivel 1)","Los Lagos",10,2015,240000
"207","Hombre","Educación Primaria (nivel 1)","Los Ríos",14,2012,170955.584224106
"208","Hombre","Educación Primaria (nivel 1)","Los Ríos",14,2013,189623.915078085
"209","Hombre","Educación Primaria (nivel 1)","Los Ríos",14,2014,180946.323867131
"210","Hombre","Educación Primaria (nivel 1)","Los Ríos",14,2015,200000
"211","Hombre","Educación Primaria (nivel 1)","Magallanes",12,2012,324698.270984972
"212","Hombre","Educación Primaria (nivel 1)","Magallanes",12,2013,284433.420618284
"213","Hombre","Educación Primaria (nivel 1)","Magallanes",12,2014,299943.746484155
"214","Hombre","Educación Primaria (nivel 1)","Magallanes",12,2015,307083.762365005
"215","Hombre","Educación Primaria (nivel 1)","Maule",7,2012,192035.159853214
"216","Hombre","Educación Primaria (nivel 1)","Maule",7,2013,210000
"217","Hombre","Educación Primaria (nivel 1)","Maule",7,2014,225000
"218","Hombre","Educación Primaria (nivel 1)","Maule",7,2015,240356.371368042
"219","Hombre","Educación Primaria (nivel 1)","Metropolitana",13,2012,210947.164948454
"220","Hombre","Educación Primaria (nivel 1)","Metropolitana",13,2013,249055.92519331
"221","Hombre","Educación Primaria (nivel 1)","Metropolitana",13,2014,249953.12207013
"222","Hombre","Educación Primaria (nivel 1)","Metropolitana",13,2015,260070.359011367
"223","Hombre","Educación Primaria (nivel 1)","O'Higgins",6,2012,200902.06185567
"224","Hombre","Educación Primaria (nivel 1)","O'Higgins",6,2013,210284.681427927
"225","Hombre","Educación Primaria (nivel 1)","O'Higgins",6,2014,246958.90325127
"226","Hombre","Educación Primaria (nivel 1)","O'Higgins",6,2015,265680.262101146
"227","Hombre","Educación Primaria (nivel 1)","Tarapacá",1,2012,191805.186728432
"228","Hombre","Educación Primaria (nivel 1)","Tarapacá",1,2013,257449.9015052
"229","Hombre","Educación Primaria (nivel 1)","Tarapacá",1,2014,279202.472416296
"230","Hombre","Educación Primaria (nivel 1)","Tarapacá",1,2015,256503.682949154
"231","Hombre","Educación Primaria (nivel 1)","Valparaíso",5,2012,194079.254446025
"232","Hombre","Educación Primaria (nivel 1)","Valparaíso",5,2013,210178.290190989
"233","Hombre","Educación Primaria (nivel 1)","Valparaíso",5,2014,225000
"234","Hombre","Educación Primaria (nivel 1)","Valparaíso",5,2015,250067.652895545
"235","Hombre","Educación Primaria (nivel 1)",NA,NA,2012,150832.216486543
"236","Hombre","Educación primaria (nivel 2)","Antofagasta",2,2010,300293.59953024
"237","Hombre","Educación primaria (nivel 2)","Antofagasta",2,2011,300000
"238","Hombre","Educación primaria (nivel 2)","Araucanía",9,2010,137000
"239","Hombre","Educación primaria (nivel 2)","Araucanía",9,2011,180869.977255496
"240","Hombre","Educación primaria (nivel 2)","Arica y Parinacota",15,2010,180176.159718144
"241","Hombre","Educación primaria (nivel 2)","Arica y Parinacota",15,2011,190026.500204117
"242","Hombre","Educación primaria (nivel 2)","Atacama",3,2010,241271.77607529
"243","Hombre","Educación primaria (nivel 2)","Atacama",3,2011,250000
"244","Hombre","Educación primaria (nivel 2)","Aysén",11,2010,249829.018075232
"245","Hombre","Educación primaria (nivel 2)","Aysén",11,2011,299412.602218648
"246","Hombre","Educación primaria (nivel 2)","Bíobío",8,2010,180176.159718144
"247","Hombre","Educación primaria (nivel 2)","Bíobío",8,2011,200000
"248","Hombre","Educación primaria (nivel 2)","Coquimbo",4,2010,199863.214460186
"249","Hombre","Educación primaria (nivel 2)","Coquimbo",4,2011,229264.830309298
"250","Hombre","Educación primaria (nivel 2)","Los Lagos",10,2010,178722.249531474
"251","Hombre","Educación primaria (nivel 2)","Los Lagos",10,2011,200000
"252","Hombre","Educación primaria (nivel 2)","Los Ríos",14,2010,171896.614156359
"253","Hombre","Educación primaria (nivel 2)","Los Ríos",14,2011,189172.091545305
"254","Hombre","Educación primaria (nivel 2)","Magallanes",12,2010,263256.955903041
"255","Hombre","Educación primaria (nivel 2)","Magallanes",12,2011,207246.463763121
"256","Hombre","Educación primaria (nivel 2)","Maule",7,2010,174880.312652662
"257","Hombre","Educación primaria (nivel 2)","Maule",7,2011,182879.643669446
"258","Hombre","Educación primaria (nivel 2)","Metropolitana",13,2010,207508.795517334
"259","Hombre","Educación primaria (nivel 2)","Metropolitana",13,2011,221421.324253675
"260","Hombre","Educación primaria (nivel 2)","O'Higgins",6,2010,189063.943242674
"261","Hombre","Educación primaria (nivel 2)","O'Higgins",6,2011,209250.908238175
"262","Hombre","Educación primaria (nivel 2)","Tarapacá",1,2010,195042.406205417
"263","Hombre","Educación primaria (nivel 2)","Tarapacá",1,2011,180869.977255496
"264","Hombre","Educación primaria (nivel 2)","Valparaíso",5,2010,175171.26639264
"265","Hombre","Educación primaria (nivel 2)","Valparaíso",5,2011,210424.388783636
"266","Hombre","Educación primaria (nivel 2)",NA,NA,2010,193654.600528905
"267","Hombre","Educación primaria (nivel 2)",NA,NA,2011,398332.458366268
"268","Hombre","Educación Primaria (nivel 2)","Antofagasta",2,2012,391297.717732477
"269","Hombre","Educación Primaria (nivel 2)","Antofagasta",2,2013,453469.001817073
"270","Hombre","Educación Primaria (nivel 2)","Antofagasta",2,2014,424205.210944854
"271","Hombre","Educación Primaria (nivel 2)","Antofagasta",2,2015,300081.183474654
"272","Hombre","Educación Primaria (nivel 2)","Araucanía",9,2012,193788.739868133
"273","Hombre","Educación Primaria (nivel 2)","Araucanía",9,2013,198904.355396444
"274","Hombre","Educación Primaria (nivel 2)","Araucanía",9,2014,200000
"275","Hombre","Educación Primaria (nivel 2)","Araucanía",9,2015,240978.385384617
"276","Hombre","Educación Primaria (nivel 2)","Arica y Parinacota",15,2012,251340.593965262
"277","Hombre","Educación Primaria (nivel 2)","Arica y Parinacota",15,2013,273731.682423071
"278","Hombre","Educación Primaria (nivel 2)","Arica y Parinacota",15,2014,255559.048695229
"279","Hombre","Educación Primaria (nivel 2)","Arica y Parinacota",15,2015,300081.183474654
"280","Hombre","Educación Primaria (nivel 2)","Atacama",3,2012,267698.784958338
"281","Hombre","Educación Primaria (nivel 2)","Atacama",3,2013,298867.110231973
"282","Hombre","Educación Primaria (nivel 2)","Atacama",3,2014,332198.435796683
"283","Hombre","Educación Primaria (nivel 2)","Atacama",3,2015,350081.411811106
"284","Hombre","Educación Primaria (nivel 2)","Aysén",11,2012,300000
"285","Hombre","Educación Primaria (nivel 2)","Aysén",11,2013,299629.799026525
"286","Hombre","Educación Primaria (nivel 2)","Aysén",11,2014,282775.296929386
"287","Hombre","Educación Primaria (nivel 2)","Aysén",11,2015,350094.714053763
"288","Hombre","Educación Primaria (nivel 2)","Bíobío",8,2012,200000
"289","Hombre","Educación Primaria (nivel 2)","Bíobío",8,2013,215291.459557163
"290","Hombre","Educación Primaria (nivel 2)","Bíobío",8,2014,239964.485309906
"291","Hombre","Educación Primaria (nivel 2)","Bíobío",8,2015,280075.77124301
"292","Hombre","Educación Primaria (nivel 2)","Coquimbo",4,2012,230728.933210189
"293","Hombre","Educación Primaria (nivel 2)","Coquimbo",4,2013,250338.906461818
"294","Hombre","Educación Primaria (nivel 2)","Coquimbo",4,2014,260000
"295","Hombre","Educación Primaria (nivel 2)","Coquimbo",4,2015,281910.876541846
"296","Hombre","Educación Primaria (nivel 2)","Los Lagos",10,2012,194084.869148544
"297","Hombre","Educación Primaria (nivel 2)","Los Lagos",10,2013,239565.534457961
"298","Hombre","Educación Primaria (nivel 2)","Los Lagos",10,2014,230000
"299","Hombre","Educación Primaria (nivel 2)","Los Lagos",10,2015,280000
"300","Hombre","Educación Primaria (nivel 2)","Los Ríos",14,2012,212273.295478216
"301","Hombre","Educación Primaria (nivel 2)","Los Ríos",14,2013,220298.237686399
"302","Hombre","Educación Primaria (nivel 2)","Los Ríos",14,2014,242883.011437653
"303","Hombre","Educación Primaria (nivel 2)","Los Ríos",14,2015,250000
"304","Hombre","Educación Primaria (nivel 2)","Magallanes",12,2012,338462.350376029
"305","Hombre","Educación Primaria (nivel 2)","Magallanes",12,2013,351895.095936273
"306","Hombre","Educación Primaria (nivel 2)","Magallanes",12,2014,337025.058173575
"307","Hombre","Educación Primaria (nivel 2)","Magallanes",12,2015,400195.860524793
"308","Hombre","Educación Primaria (nivel 2)","Maule",7,2012,201124.216734242
"309","Hombre","Educación Primaria (nivel 2)","Maule",7,2013,249055.92519331
"310","Hombre","Educación Primaria (nivel 2)","Maule",7,2014,246775.206975468
"311","Hombre","Educación Primaria (nivel 2)","Maule",7,2015,240977.906555597
"312","Hombre","Educación Primaria (nivel 2)","Metropolitana",13,2012,251127.577319588
"313","Hombre","Educación Primaria (nivel 2)","Metropolitana",13,2013,270000
"314","Hombre","Educación Primaria (nivel 2)","Metropolitana",13,2014,302855.249851577
"315","Hombre","Educación Primaria (nivel 2)","Metropolitana",13,2015,301222.383194496
"316","Hombre","Educación Primaria (nivel 2)","O'Higgins",6,2012,213342.388805778
"317","Hombre","Educación Primaria (nivel 2)","O'Higgins",6,2013,249055.92519331
"318","Hombre","Educación Primaria (nivel 2)","O'Higgins",6,2014,256342.130763883
"319","Hombre","Educación Primaria (nivel 2)","O'Higgins",6,2015,261059.398768563
"320","Hombre","Educación Primaria (nivel 2)","Tarapacá",1,2012,269088.912229727
"321","Hombre","Educación Primaria (nivel 2)","Tarapacá",1,2013,249055.92519331
"322","Hombre","Educación Primaria (nivel 2)","Tarapacá",1,2014,302503.882987206
"323","Hombre","Educación Primaria (nivel 2)","Tarapacá",1,2015,303577.813623403
"324","Hombre","Educación Primaria (nivel 2)","Valparaíso",5,2012,200902.06185567
"325","Hombre","Educación Primaria (nivel 2)","Valparaíso",5,2013,249055.92519331
"326","Hombre","Educación Primaria (nivel 2)","Valparaíso",5,2014,259951.246952935
"327","Hombre","Educación Primaria (nivel 2)","Valparaíso",5,2015,293459.783375201
"328","Hombre","Educación Primaria (nivel 2)",NA,NA,2012,129268.822138452
"329","Hombre","Educación secundaria","Antofagasta",2,2010,370050.641054245
"330","Hombre","Educación secundaria","Antofagasta",2,2011,400000
"331","Hombre","Educación secundaria","Araucanía",9,2010,189870.053737176
"332","Hombre","Educación secundaria","Araucanía",9,2011,236016.185316551
"333","Hombre","Educación secundaria","Arica y Parinacota",15,2010,249829.018075232
"334","Hombre","Educación secundaria","Arica y Parinacota",15,2011,249200.902510106
"335","Hombre","Educación secundaria","Atacama",3,2010,308036.012255001
"336","Hombre","Educación secundaria","Atacama",3,2011,331594.958301743
"337","Hombre","Educación secundaria","Aysén",11,2010,338099.795690902
"338","Hombre","Educación secundaria","Aysén",11,2011,346894.956535339
"339","Hombre","Educación secundaria","Bíobío",8,2010,230225.092973184
"340","Hombre","Educación secundaria","Bíobío",8,2011,249200.902510106
"341","Hombre","Educación secundaria","Coquimbo",4,2010,249829.018075232
"342","Hombre","Educación secundaria","Coquimbo",4,2011,279677.762121258
"343","Hombre","Educación secundaria","Los Lagos",10,2010,229842.696629213
"344","Hombre","Educación secundaria","Los Lagos",10,2011,269136.974710915
"345","Hombre","Educación secundaria","Los Ríos",14,2010,193900.825495631
"346","Hombre","Educación secundaria","Los Ríos",14,2011,221088.965338776
"347","Hombre","Educación secundaria","Magallanes",12,2010,330000
"348","Hombre","Educación secundaria","Magallanes",12,2011,350000
"349","Hombre","Educación secundaria","Maule",7,2010,208011.672174907
"350","Hombre","Educación secundaria","Maule",7,2011,209074.802340615
"351","Hombre","Educación secundaria","Metropolitana",13,2010,250000
"352","Hombre","Educación secundaria","Metropolitana",13,2011,279105.010811319
"353","Hombre","Educación secundaria","O'Higgins",6,2010,267533.516131173
"354","Hombre","Educación secundaria","O'Higgins",6,2011,249801.56375906
"355","Hombre","Educación secundaria","Tarapacá",1,2010,300293.59953024
"356","Hombre","Educación secundaria","Tarapacá",1,2011,309009.119112532
"357","Hombre","Educación secundaria","Valparaíso",5,2010,230000
"358","Hombre","Educación secundaria","Valparaíso",5,2011,250000
"359","Hombre","Educación secundaria",NA,NA,2010,143942.240608986
"360","Hombre","Educación secundaria",NA,NA,2011,223296.938139723
"361","Hombre","Educación Secundaria","Antofagasta",2,2012,500000
"362","Hombre","Educación Secundaria","Antofagasta",2,2013,480015.59145917
"363","Hombre","Educación Secundaria","Antofagasta",2,2014,450000
"364","Hombre","Educación Secundaria","Antofagasta",2,2015,502037.30532416
"365","Hombre","Educación Secundaria","Araucanía",9,2012,251405.270917803
"366","Hombre","Educación Secundaria","Araucanía",9,2013,260352.46272029
"367","Hombre","Educación Secundaria","Araucanía",9,2014,299947.698555
"368","Hombre","Educación Secundaria","Araucanía",9,2015,301328.134478188
"369","Hombre","Educación Secundaria","Arica y Parinacota",15,2012,295634.844789432
"370","Hombre","Educación Secundaria","Arica y Parinacota",15,2013,300406.687754181
"371","Hombre","Educación Secundaria","Arica y Parinacota",15,2014,303126.7765776
"372","Hombre","Educación Secundaria","Arica y Parinacota",15,2015,374032.854979121
"373","Hombre","Educación Secundaria","Atacama",3,2012,373289.629687256
