"","sex","icse","geography_name","geography_id","year","ub_weighted_median"
"38","Hombre","Asalariado Sector Privado","Capitán Prat","p113",2011,524319
"39","Hombre","Asalariado Sector Privado","Capitán Prat","p113",2012,670000
"40","Hombre","Asalariado Sector Privado","Capitán Prat","p113",2013,140000
"41","Hombre","Asalariado Sector Privado","Capitán Prat","p113",2014,225000
"42","Hombre","Asalariado Sector Privado","Cardenal Caro","p62",2010,201534
"43","Hombre","Asalariado Sector Privado","Cardenal Caro","p62",2011,219666
"44","Hombre","Asalariado Sector Privado","Cardenal Caro","p62",2012,230007
"45","Hombre","Asalariado Sector Privado","Cardenal Caro","p62",2013,262165
"46","Hombre","Asalariado Sector Privado","Cardenal Caro","p62",2014,300000
"47","Hombre","Asalariado Sector Privado","Cardenal Caro","p62",2015,300081
"48","Hombre","Asalariado Sector Privado","Cauquenes","p72",2010,172090
"49","Hombre","Asalariado Sector Privado","Cauquenes","p72",2011,200782
"50","Hombre","Asalariado Sector Privado","Cauquenes","p72",2012,220000
"51","Hombre","Asalariado Sector Privado","Cauquenes","p72",2013,254735
"52","Hombre","Asalariado Sector Privado","Cauquenes","p72",2014,250621
"53","Hombre","Asalariado Sector Privado","Cauquenes","p72",2015,249785
"54","Hombre","Asalariado Sector Privado","Cautín","p91",2010,220010
"55","Hombre","Asalariado Sector Privado","Cautín","p91",2011,255994
"56","Hombre","Asalariado Sector Privado","Cautín","p91",2012,296406
"57","Hombre","Asalariado Sector Privado","Cautín","p91",2013,286388
"58","Hombre","Asalariado Sector Privado","Cautín","p91",2014,330000
"59","Hombre","Asalariado Sector Privado","Cautín","p91",2015,358719
"60","Hombre","Asalariado Sector Privado","Chacabuco","p133",2010,270000
"61","Hombre","Asalariado Sector Privado","Chacabuco","p133",2011,295412
"62","Hombre","Asalariado Sector Privado","Chacabuco","p133",2012,337559
"63","Hombre","Asalariado Sector Privado","Chacabuco","p133",2013,343728
"64","Hombre","Asalariado Sector Privado","Chacabuco","p133",2014,380000
"65","Hombre","Asalariado Sector Privado","Chacabuco","p133",2015,400854
"66","Hombre","Asalariado Sector Privado","Chañaral","p32",2010,423902
"67","Hombre","Asalariado Sector Privado","Chañaral","p32",2011,548984
"68","Hombre","Asalariado Sector Privado","Chañaral","p32",2012,653654
"69","Hombre","Asalariado Sector Privado","Chañaral","p32",2013,600047
"70","Hombre","Asalariado Sector Privado","Chañaral","p32",2014,586177
"71","Hombre","Asalariado Sector Privado","Chañaral","p32",2015,550000
"72","Hombre","Asalariado Sector Privado","Chiloé","p102",2010,249829
"73","Hombre","Asalariado Sector Privado","Chiloé","p102",2011,260809
"74","Hombre","Asalariado Sector Privado","Chiloé","p102",2012,295274
"75","Hombre","Asalariado Sector Privado","Chiloé","p102",2013,306507
"76","Hombre","Asalariado Sector Privado","Chiloé","p102",2014,316291
"77","Hombre","Asalariado Sector Privado","Chiloé","p102",2015,350095
"78","Hombre","Asalariado Sector Privado","Choapa","p42",2010,359591
"79","Hombre","Asalariado Sector Privado","Choapa","p42",2011,344609
"80","Hombre","Asalariado Sector Privado","Choapa","p42",2012,400000
"81","Hombre","Asalariado Sector Privado","Choapa","p42",2013,400253
"82","Hombre","Asalariado Sector Privado","Choapa","p42",2014,399964
"83","Hombre","Asalariado Sector Privado","Choapa","p42",2015,451834
"84","Hombre","Asalariado Sector Privado","Colchagua","p63",2010,200000
"85","Hombre","Asalariado Sector Privado","Colchagua","p63",2011,230000
"86","Hombre","Asalariado Sector Privado","Colchagua","p63",2012,244317
"87","Hombre","Asalariado Sector Privado","Colchagua","p63",2013,266724
"88","Hombre","Asalariado Sector Privado","Colchagua","p63",2014,296656
"89","Hombre","Asalariado Sector Privado","Colchagua","p63",2015,300030
"90","Hombre","Asalariado Sector Privado","Concepción","p81",2010,260134
"91","Hombre","Asalariado Sector Privado","Concepción","p81",2011,282928
"92","Hombre","Asalariado Sector Privado","Concepción","p81",2012,299827
"93","Hombre","Asalariado Sector Privado","Concepción","p81",2013,328754
"94","Hombre","Asalariado Sector Privado","Concepción","p81",2014,349934
"95","Hombre","Asalariado Sector Privado","Concepción","p81",2015,400000
"96","Hombre","Asalariado Sector Privado","Copiapó","p31",2010,377503
"97","Hombre","Asalariado Sector Privado","Copiapó","p31",2011,439128
"98","Hombre","Asalariado Sector Privado","Copiapó","p31",2012,422361
"99","Hombre","Asalariado Sector Privado","Copiapó","p31",2013,560759
"100","Hombre","Asalariado Sector Privado","Copiapó","p31",2014,550000
"101","Hombre","Asalariado Sector Privado","Copiapó","p31",2015,637587
"102","Hombre","Asalariado Sector Privado","Cordillera","p152",2010,320054
"103","Hombre","Asalariado Sector Privado","Cordillera","p152",2011,314615
"104","Hombre","Asalariado Sector Privado","Cordillera","p152",2012,421355
"105","Hombre","Asalariado Sector Privado","Cordillera","p152",2013,400375
"106","Hombre","Asalariado Sector Privado","Cordillera","p152",2014,488059
"107","Hombre","Asalariado Sector Privado","Cordillera","p152",2015,500135
"108","Hombre","Asalariado Sector Privado","Coyhaique","p111",2010,272451
"109","Hombre","Asalariado Sector Privado","Coyhaique","p111",2011,350000
"110","Hombre","Asalariado Sector Privado","Coyhaique","p111",2012,321172
"111","Hombre","Asalariado Sector Privado","Coyhaique","p111",2013,350474
"112","Hombre","Asalariado Sector Privado","Coyhaique","p111",2014,372078
"113","Hombre","Asalariado Sector Privado","Coyhaique","p111",2015,450015
"114","Hombre","Asalariado Sector Privado","Curicó","p73",2010,200196
"115","Hombre","Asalariado Sector Privado","Curicó","p73",2011,200000
"116","Hombre","Asalariado Sector Privado","Curicó","p73",2012,251128
"117","Hombre","Asalariado Sector Privado","Curicó","p73",2013,289083
"118","Hombre","Asalariado Sector Privado","Curicó","p73",2014,294020
"119","Hombre","Asalariado Sector Privado","Curicó","p73",2015,342669
"120","Hombre","Asalariado Sector Privado","El Loa","p22",2010,472529
"121","Hombre","Asalariado Sector Privado","El Loa","p22",2011,498640
"122","Hombre","Asalariado Sector Privado","El Loa","p22",2012,673911
"123","Hombre","Asalariado Sector Privado","El Loa","p22",2013,721694
"124","Hombre","Asalariado Sector Privado","El Loa","p22",2014,697175
"125","Hombre","Asalariado Sector Privado","El Loa","p22",2015,700189
"126","Hombre","Asalariado Sector Privado","Elqui","p41",2010,306340
"127","Hombre","Asalariado Sector Privado","Elqui","p41",2011,348881
"128","Hombre","Asalariado Sector Privado","Elqui","p41",2012,400250
"129","Hombre","Asalariado Sector Privado","Elqui","p41",2013,405309
"130","Hombre","Asalariado Sector Privado","Elqui","p41",2014,424377
"131","Hombre","Asalariado Sector Privado","Elqui","p41",2015,421734
"132","Hombre","Asalariado Sector Privado","General Carrera","p114",2010,599590
"133","Hombre","Asalariado Sector Privado","General Carrera","p114",2011,609025
"134","Hombre","Asalariado Sector Privado","General Carrera","p114",2012,553092
"135","Hombre","Asalariado Sector Privado","General Carrera","p114",2013,647244
"136","Hombre","Asalariado Sector Privado","General Carrera","p114",2014,606254
"137","Hombre","Asalariado Sector Privado","General Carrera","p114",2015,712893
"138","Hombre","Asalariado Sector Privado","Huasco","p33",2010,297087
"139","Hombre","Asalariado Sector Privado","Huasco","p33",2011,348881
"140","Hombre","Asalariado Sector Privado","Huasco","p33",2012,400000
"141","Hombre","Asalariado Sector Privado","Huasco","p33",2013,394885
"142","Hombre","Asalariado Sector Privado","Huasco","p33",2014,399940
"143","Hombre","Asalariado Sector Privado","Huasco","p33",2015,414803
"144","Hombre","Asalariado Sector Privado","Iquique","p11",2010,379740
"145","Hombre","Asalariado Sector Privado","Iquique","p11",2011,400000
"146","Hombre","Asalariado Sector Privado","Iquique","p11",2012,482698
"147","Hombre","Asalariado Sector Privado","Iquique","p11",2013,500000
"148","Hombre","Asalariado Sector Privado","Iquique","p11",2014,509868
"149","Hombre","Asalariado Sector Privado","Iquique","p11",2015,500135
"150","Hombre","Asalariado Sector Privado","Limarí","p43",2010,227823
"151","Hombre","Asalariado Sector Privado","Limarí","p43",2011,222000
"152","Hombre","Asalariado Sector Privado","Limarí","p43",2012,281263
"153","Hombre","Asalariado Sector Privado","Limarí","p43",2013,309333
"154","Hombre","Asalariado Sector Privado","Limarí","p43",2014,334950
"155","Hombre","Asalariado Sector Privado","Limarí","p43",2015,331500
"156","Hombre","Asalariado Sector Privado","Linares","p74",2010,174880
"157","Hombre","Asalariado Sector Privado","Linares","p74",2011,184713
"158","Hombre","Asalariado Sector Privado","Linares","p74",2012,213981
"159","Hombre","Asalariado Sector Privado","Linares","p74",2013,249926
"160","Hombre","Asalariado Sector Privado","Linares","p74",2014,252606
"161","Hombre","Asalariado Sector Privado","Linares","p74",2015,301704
"162","Hombre","Asalariado Sector Privado","Llanquihue","p101",2010,245832
"163","Hombre","Asalariado Sector Privado","Llanquihue","p101",2011,304464
"164","Hombre","Asalariado Sector Privado","Llanquihue","p101",2012,319614
"165","Hombre","Asalariado Sector Privado","Llanquihue","p101",2013,347629
"166","Hombre","Asalariado Sector Privado","Llanquihue","p101",2014,394065
"167","Hombre","Asalariado Sector Privado","Llanquihue","p101",2015,496198
"168","Hombre","Asalariado Sector Privado","Los Andes","p53",2010,362267
"169","Hombre","Asalariado Sector Privado","Los Andes","p53",2011,359086
"170","Hombre","Asalariado Sector Privado","Los Andes","p53",2012,355290
"171","Hombre","Asalariado Sector Privado","Los Andes","p53",2013,411529
"172","Hombre","Asalariado Sector Privado","Los Andes","p53",2014,429733
"173","Hombre","Asalariado Sector Privado","Los Andes","p53",2015,425640
"174","Hombre","Asalariado Sector Privado","Magallanes","p121",2010,342748
"175","Hombre","Asalariado Sector Privado","Magallanes","p121",2011,360241
"176","Hombre","Asalariado Sector Privado","Magallanes","p121",2012,447286
"177","Hombre","Asalariado Sector Privado","Magallanes","p121",2013,500000
"178","Hombre","Asalariado Sector Privado","Magallanes","p121",2014,450000
"179","Hombre","Asalariado Sector Privado","Magallanes","p121",2015,501197
"180","Hombre","Asalariado Sector Privado","Maipo","p134",2010,249829
"181","Hombre","Asalariado Sector Privado","Maipo","p134",2011,299041
"182","Hombre","Asalariado Sector Privado","Maipo","p134",2012,301353
"183","Hombre","Asalariado Sector Privado","Maipo","p134",2013,361427
"184","Hombre","Asalariado Sector Privado","Maipo","p134",2014,377554
"185","Hombre","Asalariado Sector Privado","Maipo","p134",2015,400000
"186","Hombre","Asalariado Sector Privado","Malleco","p92",2010,197830
"187","Hombre","Asalariado Sector Privado","Malleco","p92",2011,236733
"188","Hombre","Asalariado Sector Privado","Malleco","p92",2012,266753
"189","Hombre","Asalariado Sector Privado","Malleco","p92",2013,279385
"190","Hombre","Asalariado Sector Privado","Malleco","p92",2014,300000
"191","Hombre","Asalariado Sector Privado","Malleco","p92",2015,300765
"192","Hombre","Asalariado Sector Privado","Marga Marga","p58",2010,260254
"193","Hombre","Asalariado Sector Privado","Marga Marga","p58",2011,280285
"194","Hombre","Asalariado Sector Privado","Marga Marga","p58",2012,301537
"195","Hombre","Asalariado Sector Privado","Marga Marga","p58",2013,340461
"196","Hombre","Asalariado Sector Privado","Marga Marga","p58",2014,399925
"197","Hombre","Asalariado Sector Privado","Marga Marga","p58",2015,431375
"198","Hombre","Asalariado Sector Privado","Melipilla","p135",2010,211206
"199","Hombre","Asalariado Sector Privado","Melipilla","p135",2011,251208
"200","Hombre","Asalariado Sector Privado","Melipilla","p135",2012,271518
"201","Hombre","Asalariado Sector Privado","Melipilla","p135",2013,305955
"202","Hombre","Asalariado Sector Privado","Melipilla","p135",2014,327439
"203","Hombre","Asalariado Sector Privado","Melipilla","p135",2015,412173
"204","Hombre","Asalariado Sector Privado","Ñuble","p84",2010,199863
"205","Hombre","Asalariado Sector Privado","Ñuble","p84",2011,249302
"206","Hombre","Asalariado Sector Privado","Ñuble","p84",2012,251718
"207","Hombre","Asalariado Sector Privado","Ñuble","p84",2013,278198
"208","Hombre","Asalariado Sector Privado","Ñuble","p84",2014,279239
"209","Hombre","Asalariado Sector Privado","Ñuble","p84",2015,350095
"210","Hombre","Asalariado Sector Privado","Osorno","p103",2010,227704
"211","Hombre","Asalariado Sector Privado","Osorno","p103",2011,250000
"212","Hombre","Asalariado Sector Privado","Osorno","p103",2012,261002
"213","Hombre","Asalariado Sector Privado","Osorno","p103",2013,309000
"214","Hombre","Asalariado Sector Privado","Osorno","p103",2014,313635
"215","Hombre","Asalariado Sector Privado","Osorno","p103",2015,351426
"216","Hombre","Asalariado Sector Privado","Parinacota","p152",2011,228600
"217","Hombre","Asalariado Sector Privado","Parinacota","p152",2012,251405
"218","Hombre","Asalariado Sector Privado","Parinacota","p152",2013,603000
"219","Hombre","Asalariado Sector Privado","Parinacota","p152",2014,109979
"220","Hombre","Asalariado Sector Privado","Parinacota","p152",2015,520100
"221","Hombre","Asalariado Sector Privado","Petorca","p54",2010,230225
"222","Hombre","Asalariado Sector Privado","Petorca","p54",2011,348079
"223","Hombre","Asalariado Sector Privado","Petorca","p54",2012,346080
"224","Hombre","Asalariado Sector Privado","Petorca","p54",2013,317127
"225","Hombre","Asalariado Sector Privado","Petorca","p54",2014,309347
"226","Hombre","Asalariado Sector Privado","Petorca","p54",2015,357785
"227","Hombre","Asalariado Sector Privado","Quillota","p55",2010,244046
"228","Hombre","Asalariado Sector Privado","Quillota","p55",2011,249178
"229","Hombre","Asalariado Sector Privado","Quillota","p55",2012,295952
"230","Hombre","Asalariado Sector Privado","Quillota","p55",2013,348079
"231","Hombre","Asalariado Sector Privado","Quillota","p55",2014,415946
"232","Hombre","Asalariado Sector Privado","Quillota","p55",2015,390232
"233","Hombre","Asalariado Sector Privado","Ranco","p142",2010,195300
"234","Hombre","Asalariado Sector Privado","Ranco","p142",2011,210655
"235","Hombre","Asalariado Sector Privado","Ranco","p142",2012,301353
"236","Hombre","Asalariado Sector Privado","Ranco","p142",2013,277688
"237","Hombre","Asalariado Sector Privado","Ranco","p142",2014,287712
"238","Hombre","Asalariado Sector Privado","Ranco","p142",2015,371000
"239","Hombre","Asalariado Sector Privado","San Antonio","p56",2010,290000
"240","Hombre","Asalariado Sector Privado","San Antonio","p56",2011,252388
"241","Hombre","Asalariado Sector Privado","San Antonio","p56",2012,282049
"242","Hombre","Asalariado Sector Privado","San Antonio","p56",2013,343000
"243","Hombre","Asalariado Sector Privado","San Antonio","p56",2014,319940
"244","Hombre","Asalariado Sector Privado","San Antonio","p56",2015,404392
"245","Hombre","Asalariado Sector Privado","San Felipe","p57",2010,224226
"246","Hombre","Asalariado Sector Privado","San Felipe","p57",2011,261163
"247","Hombre","Asalariado Sector Privado","San Felipe","p57",2012,304326
"248","Hombre","Asalariado Sector Privado","San Felipe","p57",2013,349324
"249","Hombre","Asalariado Sector Privado","San Felipe","p57",2014,384051
"250","Hombre","Asalariado Sector Privado","San Felipe","p57",2015,375360
"251","Hombre","Asalariado Sector Privado","Santiago","p131",2010,300000
"252","Hombre","Asalariado Sector Privado","Santiago","p131",2011,334757
"253","Hombre","Asalariado Sector Privado","Santiago","p131",2012,381942
"254","Hombre","Asalariado Sector Privado","Santiago","p131",2013,419956
"255","Hombre","Asalariado Sector Privado","Santiago","p131",2014,418531
"256","Hombre","Asalariado Sector Privado","Santiago","p131",2015,451020
"257","Hombre","Asalariado Sector Privado","Talagante","p136",2010,220000
"258","Hombre","Asalariado Sector Privado","Talagante","p136",2011,263182
"259","Hombre","Asalariado Sector Privado","Talagante","p136",2012,301208
"260","Hombre","Asalariado Sector Privado","Talagante","p136",2013,318792
"261","Hombre","Asalariado Sector Privado","Talagante","p136",2014,351863
"262","Hombre","Asalariado Sector Privado","Talagante","p136",2015,400000
"263","Hombre","Asalariado Sector Privado","Talca","p71",2010,220113
"264","Hombre","Asalariado Sector Privado","Talca","p71",2011,219297
"265","Hombre","Asalariado Sector Privado","Talca","p71",2012,270018
"266","Hombre","Asalariado Sector Privado","Talca","p71",2013,323506
"267","Hombre","Asalariado Sector Privado","Talca","p71",2014,299953
"268","Hombre","Asalariado Sector Privado","Talca","p71",2015,307840
"269","Hombre","Asalariado Sector Privado","Tamarugal","p12",2010,328105
"270","Hombre","Asalariado Sector Privado","Tamarugal","p12",2011,437810
"271","Hombre","Asalariado Sector Privado","Tamarugal","p12",2012,528944
"272","Hombre","Asalariado Sector Privado","Tamarugal","p12",2013,420569
"273","Hombre","Asalariado Sector Privado","Tamarugal","p12",2014,454690
"274","Hombre","Asalariado Sector Privado","Tamarugal","p12",2015,450027
"275","Hombre","Asalariado Sector Privado","Tierra del Fuego","p123",2010,502730
"276","Hombre","Asalariado Sector Privado","Tierra del Fuego","p123",2011,339149
"277","Hombre","Asalariado Sector Privado","Tierra del Fuego","p123",2012,600000
"278","Hombre","Asalariado Sector Privado","Tierra del Fuego","p123",2013,1100000
"279","Hombre","Asalariado Sector Privado","Tierra del Fuego","p123",2014,670175
"280","Hombre","Asalariado Sector Privado","Tierra del Fuego","p123",2015,499885
"281","Hombre","Asalariado Sector Privado","Tocopilla","p23",2010,450868
"282","Hombre","Asalariado Sector Privado","Tocopilla","p23",2011,525126
"283","Hombre","Asalariado Sector Privado","Tocopilla","p23",2012,604569
"284","Hombre","Asalariado Sector Privado","Tocopilla","p23",2013,781378
"285","Hombre","Asalariado Sector Privado","Tocopilla","p23",2014,1030236
"286","Hombre","Asalariado Sector Privado","Tocopilla","p23",2015,602445
"287","Hombre","Asalariado Sector Privado","Última Esperanza","p124",2010,350343
"288","Hombre","Asalariado Sector Privado","Última Esperanza","p124",2011,241160
"289","Hombre","Asalariado Sector Privado","Última Esperanza","p124",2012,321712
"290","Hombre","Asalariado Sector Privado","Última Esperanza","p124",2013,386256
"291","Hombre","Asalariado Sector Privado","Última Esperanza","p124",2014,502151
"292","Hombre","Asalariado Sector Privado","Última Esperanza","p124",2015,601417
"293","Hombre","Asalariado Sector Privado","Valdivia","p141",2010,220215
"294","Hombre","Asalariado Sector Privado","Valdivia","p141",2011,250000
"295","Hombre","Asalariado Sector Privado","Valdivia","p141",2012,296504
"296","Hombre","Asalariado Sector Privado","Valdivia","p141",2013,333439
"297","Hombre","Asalariado Sector Privado","Valdivia","p141",2014,330209
"298","Hombre","Asalariado Sector Privado","Valdivia","p141",2015,363941
"299","Hombre","Asalariado Sector Privado","Valparaíso","p51",2010,255921
"300","Hombre","Asalariado Sector Privado","Valparaíso","p51",2011,301450
"301","Hombre","Asalariado Sector Privado","Valparaíso","p51",2012,335032
"302","Hombre","Asalariado Sector Privado","Valparaíso","p51",2013,398545
"303","Hombre","Asalariado Sector Privado","Valparaíso","p51",2014,402198
"304","Hombre","Asalariado Sector Privado","Valparaíso","p51",2015,401630
"305","Hombre","Asalariado Sector Privado",NA,NA,2010,228091
"306","Hombre","Asalariado Sector Privado",NA,NA,2011,345012
"307","Hombre","Asalariado Sector Privado",NA,NA,2012,294057
"308","Hombre","Asalariado Sector Público","Antofagasta","p21",2010,580568
"309","Hombre","Asalariado Sector Público","Antofagasta","p21",2011,865625
"310","Hombre","Asalariado Sector Público","Antofagasta","p21",2012,1116086
"311","Hombre","Asalariado Sector Público","Antofagasta","p21",2013,946413
"312","Hombre","Asalariado Sector Público","Antofagasta","p21",2014,822265
"313","Hombre","Asalariado Sector Público","Antofagasta","p21",2015,720000
"314","Hombre","Asalariado Sector Público","Arauco","p82",2010,355890
"315","Hombre","Asalariado Sector Público","Arauco","p82",2011,409929
"316","Hombre","Asalariado Sector Público","Arauco","p82",2012,445752
"317","Hombre","Asalariado Sector Público","Arauco","p82",2013,414017
"318","Hombre","Asalariado Sector Público","Arauco","p82",2014,490290
"319","Hombre","Asalariado Sector Público","Arauco","p82",2015,433338
"320","Hombre","Asalariado Sector Público","Arica","p151",2010,486984
"321","Hombre","Asalariado Sector Público","Arica","p151",2011,489658
"322","Hombre","Asalariado Sector Público","Arica","p151",2012,605336
"323","Hombre","Asalariado Sector Público","Arica","p151",2013,632962
"324","Hombre","Asalariado Sector Público","Arica","p151",2014,648552
"325","Hombre","Asalariado Sector Público","Arica","p151",2015,701643
"326","Hombre","Asalariado Sector Público","Aysén","p112",2010,820803
"327","Hombre","Asalariado Sector Público","Aysén","p112",2011,1176032
"328","Hombre","Asalariado Sector Público","Aysén","p112",2012,994967
"329","Hombre","Asalariado Sector Público","Aysén","p112",2013,1245280
"330","Hombre","Asalariado Sector Público","Aysén","p112",2014,1045845
"331","Hombre","Asalariado Sector Público","Aysén","p112",2015,1201289
"332","Hombre","Asalariado Sector Público","Bíobío","p83",2010,331250
"333","Hombre","Asalariado Sector Público","Bíobío","p83",2011,653142
"334","Hombre","Asalariado Sector Público","Bíobío","p83",2012,511009
"335","Hombre","Asalariado Sector Público","Bíobío","p83",2013,508766
"336","Hombre","Asalariado Sector Público","Bíobío","p83",2014,825078
"337","Hombre","Asalariado Sector Público","Bíobío","p83",2015,829822
"338","Hombre","Asalariado Sector Público","Cachapoal","p61",2010,807495
"339","Hombre","Asalariado Sector Público","Cachapoal","p61",2011,727106
"340","Hombre","Asalariado Sector Público","Cachapoal","p61",2012,828104
"341","Hombre","Asalariado Sector Público","Cachapoal","p61",2013,786946
"342","Hombre","Asalariado Sector Público","Cachapoal","p61",2014,622785
"343","Hombre","Asalariado Sector Público","Cachapoal","p61",2015,943153
"344","Hombre","Asalariado Sector Público","Capitán Prat","p113",2010,1195618
"345","Hombre","Asalariado Sector Público","Capitán Prat","p113",2011,1182088
"346","Hombre","Asalariado Sector Público","Capitán Prat","p113",2012,1002500
"347","Hombre","Asalariado Sector Público","Capitán Prat","p113",2013,1800000
"348","Hombre","Asalariado Sector Público","Capitán Prat","p113",2014,1600000
"349","Hombre","Asalariado Sector Público","Cardenal Caro","p62",2010,599590
"350","Hombre","Asalariado Sector Público","Cardenal Caro","p62",2011,502235
"351","Hombre","Asalariado Sector Público","Cardenal Caro","p62",2012,600128
"352","Hombre","Asalariado Sector Público","Cardenal Caro","p62",2013,611243
"353","Hombre","Asalariado Sector Público","Cardenal Caro","p62",2014,640439
"354","Hombre","Asalariado Sector Público","Cardenal Caro","p62",2015,537205
"355","Hombre","Asalariado Sector Público","Cauquenes","p72",2010,373930
"356","Hombre","Asalariado Sector Público","Cauquenes","p72",2011,502417
"357","Hombre","Asalariado Sector Público","Cauquenes","p72",2012,456569
"358","Hombre","Asalariado Sector Público","Cauquenes","p72",2013,457560
"359","Hombre","Asalariado Sector Público","Cauquenes","p72",2014,636058
"360","Hombre","Asalariado Sector Público","Cauquenes","p72",2015,499125
"361","Hombre","Asalariado Sector Público","Cautín","p91",2010,613886
"362","Hombre","Asalariado Sector Público","Cautín","p91",2011,686199
"363","Hombre","Asalariado Sector Público","Cautín","p91",2012,824627
"364","Hombre","Asalariado Sector Público","Cautín","p91",2013,793032
"365","Hombre","Asalariado Sector Público","Cautín","p91",2014,1037209
"366","Hombre","Asalariado Sector Público","Cautín","p91",2015,861646
"367","Hombre","Asalariado Sector Público","Chacabuco","p133",2010,626110
"368","Hombre","Asalariado Sector Público","Chacabuco","p133",2011,581830
"369","Hombre","Asalariado Sector Público","Chacabuco","p133",2012,404260
"370","Hombre","Asalariado Sector Público","Chacabuco","p133",2013,520705
"371","Hombre","Asalariado Sector Público","Chacabuco","p133",2014,709018
"372","Hombre","Asalariado Sector Público","Chacabuco","p133",2015,739964
"373","Hombre","Asalariado Sector Público","Chañaral","p32",2010,717339
"374","Hombre","Asalariado Sector Público","Chañaral","p32",2011,1188313
"375","Hombre","Asalariado Sector Público","Chañaral","p32",2012,705355
"376","Hombre","Asalariado Sector Público","Chañaral","p32",2013,1831722
"377","Hombre","Asalariado Sector Público","Chañaral","p32",2014,1237544
"378","Hombre","Asalariado Sector Público","Chañaral","p32",2015,2128908
"379","Hombre","Asalariado Sector Público","Chiloé","p102",2010,724429
"380","Hombre","Asalariado Sector Público","Chiloé","p102",2011,587827
"381","Hombre","Asalariado Sector Público","Chiloé","p102",2012,1000000
"382","Hombre","Asalariado Sector Público","Chiloé","p102",2013,1009750
"383","Hombre","Asalariado Sector Público","Chiloé","p102",2014,1049303
"384","Hombre","Asalariado Sector Público","Chiloé","p102",2015,872530
"385","Hombre","Asalariado Sector Público","Choapa","p42",2010,739494
"386","Hombre","Asalariado Sector Público","Choapa","p42",2011,787744
"387","Hombre","Asalariado Sector Público","Choapa","p42",2012,646442
"388","Hombre","Asalariado Sector Público","Choapa","p42",2013,791079
"389","Hombre","Asalariado Sector Público","Choapa","p42",2014,898529
"390","Hombre","Asalariado Sector Público","Choapa","p42",2015,826353
"391","Hombre","Asalariado Sector Público","Colchagua","p63",2010,600587
"392","Hombre","Asalariado Sector Público","Colchagua","p63",2011,550000
"393","Hombre","Asalariado Sector Público","Colchagua","p63",2012,900000
"394","Hombre","Asalariado Sector Público","Colchagua","p63",2013,800000
"395","Hombre","Asalariado Sector Público","Colchagua","p63",2014,598041
"396","Hombre","Asalariado Sector Público","Colchagua","p63",2015,716214
"397","Hombre","Asalariado Sector Público","Concepción","p81",2010,523176
"398","Hombre","Asalariado Sector Público","Concepción","p81",2011,498402
"399","Hombre","Asalariado Sector Público","Concepción","p81",2012,602725
"400","Hombre","Asalariado Sector Público","Concepción","p81",2013,500000
"401","Hombre","Asalariado Sector Público","Concepción","p81",2014,650000
