"","sex","isced","geography_name","geography_id","year","weighted_mean"
"42","Hombre","Doctorado","Magallanes","12",2011,6069192.57012888
"43","Hombre","Doctorado","Magallanes","12",2012,1747086.67398954
"44","Hombre","Doctorado","Magallanes","12",2013,2744143.46667539
"45","Hombre","Doctorado","Magallanes","12",2014,1452082.78327414
"46","Hombre","Doctorado","Magallanes","12",2015,1800000
"47","Hombre","Doctorado","Maule","7",2010,1498974.10845139
"48","Hombre","Doctorado","Maule","7",2011,1328271.23221784
"49","Hombre","Doctorado","Maule","7",2012,1792993.68578359
"50","Hombre","Doctorado","Maule","7",2014,1649690.60566285
"51","Hombre","Doctorado","Maule","7",2015,2935413.72574184
"52","Hombre","Doctorado","Metropolitana","13",2010,1227779.73504087
"53","Hombre","Doctorado","Metropolitana","13",2011,2405060.74769843
"54","Hombre","Doctorado","Metropolitana","13",2012,2233976.73999731
"55","Hombre","Doctorado","Metropolitana","13",2013,1536949.39279747
"56","Hombre","Doctorado","Metropolitana","13",2014,2195791.94907875
"57","Hombre","Doctorado","Metropolitana","13",2015,2392538.10700626
"58","Hombre","Doctorado","O'Higgins","6",2010,1697238.75007575
"59","Hombre","Doctorado","O'Higgins","6",2013,996223.700773242
"60","Hombre","Doctorado","Tarapacá","1",2011,1500000
"61","Hombre","Doctorado","Tarapacá","1",2012,1167124.12043946
"62","Hombre","Doctorado","Tarapacá","1",2013,538884.920128476
"63","Hombre","Doctorado","Tarapacá","1",2014,1000000
"64","Hombre","Doctorado","Tarapacá","1",2015,3002037.30532416
"65","Hombre","Doctorado","Valparaíso","5",2010,1269600.99189428
"66","Hombre","Doctorado","Valparaíso","5",2011,1374744.70287011
"67","Hombre","Doctorado","Valparaíso","5",2012,1552064.20993981
"68","Hombre","Doctorado","Valparaíso","5",2013,1584876.03749206
"69","Hombre","Doctorado","Valparaíso","5",2014,1372822.30500275
"70","Hombre","Doctorado","Valparaíso","5",2015,3029570.36628331
"71","Hombre","Educación Preescolar","Antofagasta","2",2010,110000
"72","Hombre","Educación Preescolar","Antofagasta","2",2011,158823.546671665
"73","Hombre","Educación Preescolar","Antofagasta","2",2012,353461.538461538
"74","Hombre","Educación Preescolar","Antofagasta","2",2013,273998.579001945
"75","Hombre","Educación Preescolar","Antofagasta","2",2014,148326.069024535
"76","Hombre","Educación Preescolar","Antofagasta","2",2015,125635.818563455
"77","Hombre","Educación Preescolar","Araucanía","9",2010,418021.156284868
"78","Hombre","Educación Preescolar","Araucanía","9",2011,200000
"79","Hombre","Educación Preescolar","Araucanía","9",2014,211365.216935519
"80","Hombre","Educación Preescolar","Araucanía","9",2015,100950.549088696
"81","Hombre","Educación Preescolar","Arica y Parinacota","15",2010,404395.380700723
"82","Hombre","Educación Preescolar","Arica y Parinacota","15",2011,296252.801757874
"83","Hombre","Educación Preescolar","Arica y Parinacota","15",2012,80449.6866936968
"84","Hombre","Educación Preescolar","Arica y Parinacota","15",2013,84283.7173877773
"85","Hombre","Educación Preescolar","Arica y Parinacota","15",2014,93982.3738983687
"86","Hombre","Educación Preescolar","Arica y Parinacota","15",2015,71786.5857739646
"87","Hombre","Educación Preescolar","Atacama","3",2010,165357.299455632
"88","Hombre","Educación Preescolar","Atacama","3",2012,134281.112800953
"89","Hombre","Educación Preescolar","Atacama","3",2013,172785.205070508
"90","Hombre","Educación Preescolar","Atacama","3",2014,240136.831851364
"91","Hombre","Educación Preescolar","Atacama","3",2015,150000
"92","Hombre","Educación Preescolar","Aysén","11",2011,247529.889360042
"93","Hombre","Educación Preescolar","Bíobío","8",2010,27896.8313013442
"94","Hombre","Educación Preescolar","Bíobío","8",2011,124518.472101074
"95","Hombre","Educación Preescolar","Bíobío","8",2012,88878.905296473
"96","Hombre","Educación Preescolar","Bíobío","8",2013,42691.4669773813
"97","Hombre","Educación Preescolar","Bíobío","8",2014,118899.855114596
"98","Hombre","Educación Preescolar","Bíobío","8",2015,179976.103039676
"99","Hombre","Educación Preescolar","Coquimbo","4",2010,138008.678970082
"100","Hombre","Educación Preescolar","Coquimbo","4",2011,46986.2637009082
"101","Hombre","Educación Preescolar","Coquimbo","4",2012,86255.2666579044
"102","Hombre","Educación Preescolar","Coquimbo","4",2013,172808.008927964
"103","Hombre","Educación Preescolar","Coquimbo","4",2014,234785.934592039
"104","Hombre","Educación Preescolar","Coquimbo","4",2015,186251.567414465
"105","Hombre","Educación Preescolar","Los Lagos","10",2010,64991.3460452276
"106","Hombre","Educación Preescolar","Los Lagos","10",2011,182879.643669446
"107","Hombre","Educación Preescolar","Los Lagos","10",2012,156882.908181566
"108","Hombre","Educación Preescolar","Los Lagos","10",2014,186327.764068403
"109","Hombre","Educación Preescolar","Los Lagos","10",2015,20000
"110","Hombre","Educación Preescolar","Los Ríos","14",2010,83538.4257569052
"111","Hombre","Educación Preescolar","Los Ríos","14",2011,65314.1584533737
"112","Hombre","Educación Preescolar","Los Ríos","14",2012,56314.7806855878
"113","Hombre","Educación Preescolar","Los Ríos","14",2013,179263.41296102
"114","Hombre","Educación Preescolar","Magallanes","12",2011,299041.083012127
"115","Hombre","Educación Preescolar","Magallanes","12",2014,180000
"116","Hombre","Educación Preescolar","Magallanes","12",2015,350000
"117","Hombre","Educación Preescolar","Maule","7",2010,39281.4383211985
"118","Hombre","Educación Preescolar","Maule","7",2012,241082.474226804
"119","Hombre","Educación Preescolar","Maule","7",2013,111814.927417971
"120","Hombre","Educación Preescolar","Maule","7",2014,136927.987969186
"121","Hombre","Educación Preescolar","Maule","7",2015,166676.385367621
"122","Hombre","Educación Preescolar","Metropolitana","13",2010,210791.567153507
"123","Hombre","Educación Preescolar","Metropolitana","13",2011,228698.818326455
"124","Hombre","Educación Preescolar","Metropolitana","13",2012,217849.402845934
"125","Hombre","Educación Preescolar","Metropolitana","13",2013,272695.579608689
"126","Hombre","Educación Preescolar","Metropolitana","13",2014,117971.09340743
"127","Hombre","Educación Preescolar","Metropolitana","13",2015,302588.111637435
"128","Hombre","Educación Preescolar","O'Higgins","6",2010,146218.545888683
"129","Hombre","Educación Preescolar","O'Higgins","6",2011,207344.861163459
"130","Hombre","Educación Preescolar","O'Higgins","6",2012,112554.115083722
"131","Hombre","Educación Preescolar","O'Higgins","6",2013,156677.153300036
"132","Hombre","Educación Preescolar","O'Higgins","6",2014,235684.908004345
"133","Hombre","Educación Preescolar","O'Higgins","6",2015,138223.319233571
"134","Hombre","Educación Preescolar","Tarapacá","1",2011,207871.388266358
"135","Hombre","Educación Preescolar","Tarapacá","1",2013,280379.575237236
"136","Hombre","Educación Preescolar","Valparaíso","5",2010,138172.174489411
"137","Hombre","Educación Preescolar","Valparaíso","5",2011,104265.682568581
"138","Hombre","Educación Preescolar","Valparaíso","5",2012,147171.95289771
"139","Hombre","Educación Preescolar","Valparaíso","5",2013,159771.38815248
"140","Hombre","Educación Preescolar","Valparaíso","5",2014,153244.402119326
"141","Hombre","Educación Preescolar","Valparaíso","5",2015,200031.92044688
"142","Hombre","Educación Preescolar",NA,NA,2010,53127.6801329623
"143","Hombre","Educación Primaria (nivel 1)","Antofagasta","2",2010,395876.105369665
"144","Hombre","Educación Primaria (nivel 1)","Antofagasta","2",2011,330812.641341025
"145","Hombre","Educación Primaria (nivel 1)","Antofagasta","2",2012,353904.834099639
"146","Hombre","Educación Primaria (nivel 1)","Antofagasta","2",2013,344942.557046478
"147","Hombre","Educación Primaria (nivel 1)","Antofagasta","2",2014,355455.377443142
"148","Hombre","Educación Primaria (nivel 1)","Antofagasta","2",2015,390863.005223015
"149","Hombre","Educación Primaria (nivel 1)","Araucanía","9",2010,121299.253839754
"150","Hombre","Educación Primaria (nivel 1)","Araucanía","9",2011,130783.551314353
"151","Hombre","Educación Primaria (nivel 1)","Araucanía","9",2012,131498.834205776
"152","Hombre","Educación Primaria (nivel 1)","Araucanía","9",2013,151407.930012383
"153","Hombre","Educación Primaria (nivel 1)","Araucanía","9",2014,174768.052452499
"154","Hombre","Educación Primaria (nivel 1)","Araucanía","9",2015,174468.973920514
"155","Hombre","Educación Primaria (nivel 1)","Arica y Parinacota","15",2010,193046.918645068
"156","Hombre","Educación Primaria (nivel 1)","Arica y Parinacota","15",2011,237991.84227973
"157","Hombre","Educación Primaria (nivel 1)","Arica y Parinacota","15",2012,221115.694698287
"158","Hombre","Educación Primaria (nivel 1)","Arica y Parinacota","15",2013,232189.456744041
"159","Hombre","Educación Primaria (nivel 1)","Arica y Parinacota","15",2014,245699.253032377
"160","Hombre","Educación Primaria (nivel 1)","Arica y Parinacota","15",2015,286139.656030182
"161","Hombre","Educación Primaria (nivel 1)","Atacama","3",2010,260459.549837091
"162","Hombre","Educación Primaria (nivel 1)","Atacama","3",2011,318887.437380244
"163","Hombre","Educación Primaria (nivel 1)","Atacama","3",2012,327226.509272462
"164","Hombre","Educación Primaria (nivel 1)","Atacama","3",2013,340722.039479395
"165","Hombre","Educación Primaria (nivel 1)","Atacama","3",2014,319321.312004618
"166","Hombre","Educación Primaria (nivel 1)","Atacama","3",2015,409213.546378571
"167","Hombre","Educación Primaria (nivel 1)","Aysén","11",2010,235048.194296065
"168","Hombre","Educación Primaria (nivel 1)","Aysén","11",2011,259734.266888224
"169","Hombre","Educación Primaria (nivel 1)","Aysén","11",2012,311908.041251385
"170","Hombre","Educación Primaria (nivel 1)","Aysén","11",2013,309797.382826411
"171","Hombre","Educación Primaria (nivel 1)","Aysén","11",2014,281653.555817475
"172","Hombre","Educación Primaria (nivel 1)","Aysén","11",2015,340811.569911742
"173","Hombre","Educación Primaria (nivel 1)","Bíobío","8",2010,203715.586273097
"174","Hombre","Educación Primaria (nivel 1)","Bíobío","8",2011,181420.970531802
"175","Hombre","Educación Primaria (nivel 1)","Bíobío","8",2012,211011.489921113
"176","Hombre","Educación Primaria (nivel 1)","Bíobío","8",2013,245802.498463887
"177","Hombre","Educación Primaria (nivel 1)","Bíobío","8",2014,214819.286717352
"178","Hombre","Educación Primaria (nivel 1)","Bíobío","8",2015,226983.262245894
"179","Hombre","Educación Primaria (nivel 1)","Coquimbo","4",2010,206861.505034204
"180","Hombre","Educación Primaria (nivel 1)","Coquimbo","4",2011,229603.033524042
"181","Hombre","Educación Primaria (nivel 1)","Coquimbo","4",2012,249436.756693583
"182","Hombre","Educación Primaria (nivel 1)","Coquimbo","4",2013,251518.786446246
"183","Hombre","Educación Primaria (nivel 1)","Coquimbo","4",2014,283516.797358147
"184","Hombre","Educación Primaria (nivel 1)","Coquimbo","4",2015,262923.252510856
"185","Hombre","Educación Primaria (nivel 1)","Los Lagos","10",2010,166223.254575602
"186","Hombre","Educación Primaria (nivel 1)","Los Lagos","10",2011,203266.943682569
"187","Hombre","Educación Primaria (nivel 1)","Los Lagos","10",2012,384730.897650242
"188","Hombre","Educación Primaria (nivel 1)","Los Lagos","10",2013,192136.658585695
"189","Hombre","Educación Primaria (nivel 1)","Los Lagos","10",2014,219768.538836737
"190","Hombre","Educación Primaria (nivel 1)","Los Lagos","10",2015,251531.100541988
"191","Hombre","Educación Primaria (nivel 1)","Los Ríos","14",2010,144336.349261141
"192","Hombre","Educación Primaria (nivel 1)","Los Ríos","14",2011,170147.544063894
"193","Hombre","Educación Primaria (nivel 1)","Los Ríos","14",2012,201777.335297541
"194","Hombre","Educación Primaria (nivel 1)","Los Ríos","14",2013,186134.265167119
"195","Hombre","Educación Primaria (nivel 1)","Los Ríos","14",2014,188584.819139514
"196","Hombre","Educación Primaria (nivel 1)","Los Ríos","14",2015,226953.362302312
"197","Hombre","Educación Primaria (nivel 1)","Magallanes","12",2010,286904.360260096
"198","Hombre","Educación Primaria (nivel 1)","Magallanes","12",2011,245420.867883383
"199","Hombre","Educación Primaria (nivel 1)","Magallanes","12",2012,392922.546878222
"200","Hombre","Educación Primaria (nivel 1)","Magallanes","12",2013,270392.618190801
"201","Hombre","Educación Primaria (nivel 1)","Magallanes","12",2014,437491.333550134
"202","Hombre","Educación Primaria (nivel 1)","Magallanes","12",2015,407990.828959778
"203","Hombre","Educación Primaria (nivel 1)","Maule","7",2010,150120.235848732
"204","Hombre","Educación Primaria (nivel 1)","Maule","7",2011,177117.04904403
"205","Hombre","Educación Primaria (nivel 1)","Maule","7",2012,181638.024750674
"206","Hombre","Educación Primaria (nivel 1)","Maule","7",2013,226048.31307101
"207","Hombre","Educación Primaria (nivel 1)","Maule","7",2014,235022.913563565
"208","Hombre","Educación Primaria (nivel 1)","Maule","7",2015,239624.613489567
"209","Hombre","Educación Primaria (nivel 1)","Metropolitana","13",2010,205197.254290919
"210","Hombre","Educación Primaria (nivel 1)","Metropolitana","13",2011,226155.034954029
"211","Hombre","Educación Primaria (nivel 1)","Metropolitana","13",2012,253325.151266021
"212","Hombre","Educación Primaria (nivel 1)","Metropolitana","13",2013,275994.12532611
"213","Hombre","Educación Primaria (nivel 1)","Metropolitana","13",2014,273817.400583751
"214","Hombre","Educación Primaria (nivel 1)","Metropolitana","13",2015,308333.660971545
"215","Hombre","Educación Primaria (nivel 1)","O'Higgins","6",2010,217271.307215798
"216","Hombre","Educación Primaria (nivel 1)","O'Higgins","6",2011,228544.173831396
"217","Hombre","Educación Primaria (nivel 1)","O'Higgins","6",2012,239207.49551724
"218","Hombre","Educación Primaria (nivel 1)","O'Higgins","6",2013,263197.112640297
"219","Hombre","Educación Primaria (nivel 1)","O'Higgins","6",2014,276981.010374421
"220","Hombre","Educación Primaria (nivel 1)","O'Higgins","6",2015,277648.266965698
"221","Hombre","Educación Primaria (nivel 1)","Tarapacá","1",2010,171949.285264349
"222","Hombre","Educación Primaria (nivel 1)","Tarapacá","1",2011,189227.258342352
"223","Hombre","Educación Primaria (nivel 1)","Tarapacá","1",2012,216693.726336455
"224","Hombre","Educación Primaria (nivel 1)","Tarapacá","1",2013,251567.983620173
"225","Hombre","Educación Primaria (nivel 1)","Tarapacá","1",2014,320141.779515085
"226","Hombre","Educación Primaria (nivel 1)","Tarapacá","1",2015,265068.525806844
"227","Hombre","Educación Primaria (nivel 1)","Valparaíso","5",2010,188242.692305871
"228","Hombre","Educación Primaria (nivel 1)","Valparaíso","5",2011,224054.207449755
"229","Hombre","Educación Primaria (nivel 1)","Valparaíso","5",2012,221752.452480872
"230","Hombre","Educación Primaria (nivel 1)","Valparaíso","5",2013,259474.892583732
"231","Hombre","Educación Primaria (nivel 1)","Valparaíso","5",2014,252025.83634003
"232","Hombre","Educación Primaria (nivel 1)","Valparaíso","5",2015,250766.654962731
"233","Hombre","Educación Primaria (nivel 1)",NA,NA,2010,179498.222084898
"234","Hombre","Educación Primaria (nivel 1)",NA,NA,2011,104954.144701088
"235","Hombre","Educación Primaria (nivel 1)",NA,NA,2012,198071.501407104
"236","Hombre","Educación Primaria (nivel 2)","Antofagasta","2",2010,312590.105775326
"237","Hombre","Educación Primaria (nivel 2)","Antofagasta","2",2011,377875.674027432
"238","Hombre","Educación Primaria (nivel 2)","Antofagasta","2",2012,394468.376091667
"239","Hombre","Educación Primaria (nivel 2)","Antofagasta","2",2013,574548.396873711
"240","Hombre","Educación Primaria (nivel 2)","Antofagasta","2",2014,519462.822148935
"241","Hombre","Educación Primaria (nivel 2)","Antofagasta","2",2015,347149.318967986
"242","Hombre","Educación Primaria (nivel 2)","Araucanía","9",2010,156043.257266777
"243","Hombre","Educación Primaria (nivel 2)","Araucanía","9",2011,217467.444603212
"244","Hombre","Educación Primaria (nivel 2)","Araucanía","9",2012,209974.952818897
"245","Hombre","Educación Primaria (nivel 2)","Araucanía","9",2013,203070.347750284
"246","Hombre","Educación Primaria (nivel 2)","Araucanía","9",2014,217138.837010842
"247","Hombre","Educación Primaria (nivel 2)","Araucanía","9",2015,245164.349895259
"248","Hombre","Educación Primaria (nivel 2)","Arica y Parinacota","15",2010,217349.322393991
"249","Hombre","Educación Primaria (nivel 2)","Arica y Parinacota","15",2011,218301.323878989
"250","Hombre","Educación Primaria (nivel 2)","Arica y Parinacota","15",2012,304011.364557882
"251","Hombre","Educación Primaria (nivel 2)","Arica y Parinacota","15",2013,318465.877339825
"252","Hombre","Educación Primaria (nivel 2)","Arica y Parinacota","15",2014,300279.958356442
"253","Hombre","Educación Primaria (nivel 2)","Arica y Parinacota","15",2015,327129.285342289
"254","Hombre","Educación Primaria (nivel 2)","Atacama","3",2010,291006.058391453
"255","Hombre","Educación Primaria (nivel 2)","Atacama","3",2011,295715.689444449
"256","Hombre","Educación Primaria (nivel 2)","Atacama","3",2012,305944.728453903
"257","Hombre","Educación Primaria (nivel 2)","Atacama","3",2013,345901.116385644
"258","Hombre","Educación Primaria (nivel 2)","Atacama","3",2014,345155.943458515
"259","Hombre","Educación Primaria (nivel 2)","Atacama","3",2015,410828.051337369
"260","Hombre","Educación Primaria (nivel 2)","Aysén","11",2010,313520.472525038
"261","Hombre","Educación Primaria (nivel 2)","Aysén","11",2011,332869.44449153
"262","Hombre","Educación Primaria (nivel 2)","Aysén","11",2012,396200.433614135
"263","Hombre","Educación Primaria (nivel 2)","Aysén","11",2013,331391.099782915
"264","Hombre","Educación Primaria (nivel 2)","Aysén","11",2014,318180.764049285
"265","Hombre","Educación Primaria (nivel 2)","Aysén","11",2015,401133.031975945
"266","Hombre","Educación Primaria (nivel 2)","Bíobío","8",2010,217829.972286493
"267","Hombre","Educación Primaria (nivel 2)","Bíobío","8",2011,247528.524111584
"268","Hombre","Educación Primaria (nivel 2)","Bíobío","8",2012,220904.784911699
"269","Hombre","Educación Primaria (nivel 2)","Bíobío","8",2013,251260.094473882
"270","Hombre","Educación Primaria (nivel 2)","Bíobío","8",2014,264830.767790792
"271","Hombre","Educación Primaria (nivel 2)","Bíobío","8",2015,310484.210383334
"272","Hombre","Educación Primaria (nivel 2)","Coquimbo","4",2010,235318.7717584
"273","Hombre","Educación Primaria (nivel 2)","Coquimbo","4",2011,275504.506410296
"274","Hombre","Educación Primaria (nivel 2)","Coquimbo","4",2012,306016.899088293
"275","Hombre","Educación Primaria (nivel 2)","Coquimbo","4",2013,296642.077408326
"276","Hombre","Educación Primaria (nivel 2)","Coquimbo","4",2014,291212.801009757
"277","Hombre","Educación Primaria (nivel 2)","Coquimbo","4",2015,316433.623168662
"278","Hombre","Educación Primaria (nivel 2)","Los Lagos","10",2010,202453.081238689
"279","Hombre","Educación Primaria (nivel 2)","Los Lagos","10",2011,255706.038146562
"280","Hombre","Educación Primaria (nivel 2)","Los Lagos","10",2012,239322.385278876
"281","Hombre","Educación Primaria (nivel 2)","Los Lagos","10",2013,252264.463537885
"282","Hombre","Educación Primaria (nivel 2)","Los Lagos","10",2014,280543.604573708
"283","Hombre","Educación Primaria (nivel 2)","Los Lagos","10",2015,299752.275498484
"284","Hombre","Educación Primaria (nivel 2)","Los Ríos","14",2010,181408.30119082
"285","Hombre","Educación Primaria (nivel 2)","Los Ríos","14",2011,208461.143690905
"286","Hombre","Educación Primaria (nivel 2)","Los Ríos","14",2012,238256.358338145
"287","Hombre","Educación Primaria (nivel 2)","Los Ríos","14",2013,359000.770195521
"288","Hombre","Educación Primaria (nivel 2)","Los Ríos","14",2014,263627.186764347
"289","Hombre","Educación Primaria (nivel 2)","Los Ríos","14",2015,289404.886887524
"290","Hombre","Educación Primaria (nivel 2)","Magallanes","12",2010,357923.724659299
"291","Hombre","Educación Primaria (nivel 2)","Magallanes","12",2011,291406.718122601
"292","Hombre","Educación Primaria (nivel 2)","Magallanes","12",2012,497297.845663168
"293","Hombre","Educación Primaria (nivel 2)","Magallanes","12",2013,403526.369282794
"294","Hombre","Educación Primaria (nivel 2)","Magallanes","12",2014,383780.378601046
"295","Hombre","Educación Primaria (nivel 2)","Magallanes","12",2015,465570.670237291
"296","Hombre","Educación Primaria (nivel 2)","Maule","7",2010,193209.065811982
"297","Hombre","Educación Primaria (nivel 2)","Maule","7",2011,204782.904810129
"298","Hombre","Educación Primaria (nivel 2)","Maule","7",2012,227186.490845757
"299","Hombre","Educación Primaria (nivel 2)","Maule","7",2013,277394.156411888
"300","Hombre","Educación Primaria (nivel 2)","Maule","7",2014,299230.298810804
"301","Hombre","Educación Primaria (nivel 2)","Maule","7",2015,266862.4482955
"302","Hombre","Educación Primaria (nivel 2)","Metropolitana","13",2010,237666.503754152
"303","Hombre","Educación Primaria (nivel 2)","Metropolitana","13",2011,267835.098963693
"304","Hombre","Educación Primaria (nivel 2)","Metropolitana","13",2012,272533.983014524
"305","Hombre","Educación Primaria (nivel 2)","Metropolitana","13",2013,293493.246521486
"306","Hombre","Educación Primaria (nivel 2)","Metropolitana","13",2014,335975.569670705
"307","Hombre","Educación Primaria (nivel 2)","Metropolitana","13",2015,342569.324003655
"308","Hombre","Educación Primaria (nivel 2)","O'Higgins","6",2010,230149.774690013
"309","Hombre","Educación Primaria (nivel 2)","O'Higgins","6",2011,231011.503007696
"310","Hombre","Educación Primaria (nivel 2)","O'Higgins","6",2012,263736.361351767
"311","Hombre","Educación Primaria (nivel 2)","O'Higgins","6",2013,271093.292657504
"312","Hombre","Educación Primaria (nivel 2)","O'Higgins","6",2014,283546.296087134
"313","Hombre","Educación Primaria (nivel 2)","O'Higgins","6",2015,302565.595444829
"314","Hombre","Educación Primaria (nivel 2)","Tarapacá","1",2010,228476.02593409
"315","Hombre","Educación Primaria (nivel 2)","Tarapacá","1",2011,246166.348318409
"316","Hombre","Educación Primaria (nivel 2)","Tarapacá","1",2012,474897.551621972
"317","Hombre","Educación Primaria (nivel 2)","Tarapacá","1",2013,314114.127817532
"318","Hombre","Educación Primaria (nivel 2)","Tarapacá","1",2014,421991.207038438
"319","Hombre","Educación Primaria (nivel 2)","Tarapacá","1",2015,331765.167169844
"320","Hombre","Educación Primaria (nivel 2)","Valparaíso","5",2010,200261.918861715
"321","Hombre","Educación Primaria (nivel 2)","Valparaíso","5",2011,241103.90423672
"322","Hombre","Educación Primaria (nivel 2)","Valparaíso","5",2012,246237.52677978
"323","Hombre","Educación Primaria (nivel 2)","Valparaíso","5",2013,324255.635356149
"324","Hombre","Educación Primaria (nivel 2)","Valparaíso","5",2014,330013.23406624
"325","Hombre","Educación Primaria (nivel 2)","Valparaíso","5",2015,308111.041214917
"326","Hombre","Educación Primaria (nivel 2)",NA,NA,2010,205155.640333118
"327","Hombre","Educación Primaria (nivel 2)",NA,NA,2011,361177.370120914
"328","Hombre","Educación Primaria (nivel 2)",NA,NA,2012,230053.818518413
"329","Hombre","Educación Secundaria","Antofagasta","2",2010,445473.101995546
"330","Hombre","Educación Secundaria","Antofagasta","2",2011,516925.744012661
"331","Hombre","Educación Secundaria","Antofagasta","2",2012,578256.935414947
"332","Hombre","Educación Secundaria","Antofagasta","2",2013,590441.965549098
"333","Hombre","Educación Secundaria","Antofagasta","2",2014,584359.744022754
"334","Hombre","Educación Secundaria","Antofagasta","2",2015,638462.175829316
"335","Hombre","Educación Secundaria","Araucanía","9",2010,246625.473806586
"336","Hombre","Educación Secundaria","Araucanía","9",2011,305900.652358278
"337","Hombre","Educación Secundaria","Araucanía","9",2012,319825.479805988
"338","Hombre","Educación Secundaria","Araucanía","9",2013,329425.233215218
"339","Hombre","Educación Secundaria","Araucanía","9",2014,368183.437561558
"340","Hombre","Educación Secundaria","Araucanía","9",2015,394442.571460634
"341","Hombre","Educación Secundaria","Arica y Parinacota","15",2010,304173.154377849
"342","Hombre","Educación Secundaria","Arica y Parinacota","15",2011,303306.922326649
"343","Hombre","Educación Secundaria","Arica y Parinacota","15",2012,360158.062605655
"344","Hombre","Educación Secundaria","Arica y Parinacota","15",2013,375522.663738629
"345","Hombre","Educación Secundaria","Arica y Parinacota","15",2014,360189.26371525
"346","Hombre","Educación Secundaria","Arica y Parinacota","15",2015,438105.922004143
"347","Hombre","Educación Secundaria","Atacama","3",2010,421904.353706725
"348","Hombre","Educación Secundaria","Atacama","3",2011,416657.657312043
"349","Hombre","Educación Secundaria","Atacama","3",2012,424521.661601491
"350","Hombre","Educación Secundaria","Atacama","3",2013,480971.574580519
"351","Hombre","Educación Secundaria","Atacama","3",2014,500037.840332925
"352","Hombre","Educación Secundaria","Atacama","3",2015,528982.435778758
"353","Hombre","Educación Secundaria","Aysén","11",2010,466820.210454428
"354","Hombre","Educación Secundaria","Aysén","11",2011,454217.851146859
"355","Hombre","Educación Secundaria","Aysén","11",2012,458452.673276514
"356","Hombre","Educación Secundaria","Aysén","11",2013,506445.995990501
"357","Hombre","Educación Secundaria","Aysén","11",2014,506455.428035337
"358","Hombre","Educación Secundaria","Aysén","11",2015,522468.240982927
"359","Hombre","Educación Secundaria","Bíobío","8",2010,300520.15745823
"360","Hombre","Educación Secundaria","Bíobío","8",2011,311702.575530442
"361","Hombre","Educación Secundaria","Bíobío","8",2012,327223.717317968
"362","Hombre","Educación Secundaria","Bíobío","8",2013,348731.775962782
"363","Hombre","Educación Secundaria","Bíobío","8",2014,376441.066822046
"364","Hombre","Educación Secundaria","Bíobío","8",2015,408322.767750421
"365","Hombre","Educación Secundaria","Coquimbo","4",2010,343141.212007905
"366","Hombre","Educación Secundaria","Coquimbo","4",2011,368511.723217643
