"","sex","isic","geography_name","geography_id","year","lb_weighted_median"
"215","Hombre","15","O'Higgins","6",2012,104469
"216","Hombre","15","Tarapacá","1",2010,40234
"217","Hombre","15","Tarapacá","1",2012,135376
"218","Hombre","15","Valparaíso","5",2010,107032
"219","Hombre","15","Valparaíso","5",2012,161687
"220","Hombre","15",NA,NA,2010,180000
"221","Hombre","15",NA,NA,2012,152760
"222","Hombre","16","Antofagasta","2",2010,71794
"223","Hombre","16","Antofagasta","2",2012,190857
"224","Hombre","16","Araucanía","9",2010,43558
"225","Hombre","16","Araucanía","9",2012,52483
"226","Hombre","16","Arica y Parinacota","15",2010,30029
"227","Hombre","16","Arica y Parinacota","15",2012,30135
"228","Hombre","16","Atacama","3",2010,24316
"229","Hombre","16","Atacama","3",2012,140000
"230","Hombre","16","Aysén","11",2010,20020
"231","Hombre","16","Aysén","11",2012,94699
"232","Hombre","16","Bíobío","8",2010,94935
"233","Hombre","16","Bíobío","8",2012,175822
"234","Hombre","16","Coquimbo","4",2010,72174
"235","Hombre","16","Coquimbo","4",2012,26179
"236","Hombre","16","Los Lagos","10",2010,39973
"237","Hombre","16","Los Lagos","10",2012,50000
"238","Hombre","16","Los Ríos","14",2010,111972
"239","Hombre","16","Los Ríos","14",2012,97124
"240","Hombre","16","Magallanes","12",2010,180000
"241","Hombre","16","Magallanes","12",2012,120541
"242","Hombre","16","Maule","7",2010,76278
"243","Hombre","16","Maule","7",2012,64506
"244","Hombre","16","Metropolitana","13",2010,178996
"245","Hombre","16","Metropolitana","13",2012,233142
"246","Hombre","16","O'Higgins","6",2010,123635
"247","Hombre","16","O'Higgins","6",2012,150000
"248","Hombre","16","Tarapacá","1",2010,137997
"249","Hombre","16","Tarapacá","1",2012,221574
"250","Hombre","16","Valparaíso","5",2010,153659
"251","Hombre","16","Valparaíso","5",2012,200000
"252","Hombre","16",NA,NA,2010,94024
"253","Hombre","16",NA,NA,2012,21000
"254","Hombre","17","Bíobío","8",2010,799453
"255","Hombre","17","Metropolitana","13",2010,200196
"256","Hombre","17","Metropolitana","13",2012,125703
"257","Hombre","17","Tarapacá","1",2010,160000
"258","Hombre","17","Tarapacá","1",2012,1150000
"259","Hombre","2","Antofagasta","2",2010,101272
"260","Hombre","2","Antofagasta","2",2012,128064
"261","Hombre","2","Araucanía","9",2010,166233
"262","Hombre","2","Arica y Parinacota","15",2010,136353
"263","Hombre","2","Arica y Parinacota","15",2012,218514
"264","Hombre","2","Atacama","3",2010,173612
"265","Hombre","2","Atacama","3",2012,166560
"266","Hombre","2","Aysén","11",2010,249960
"267","Hombre","2","Aysén","11",2012,370000
"268","Hombre","2","Bíobío","8",2010,205238
"269","Hombre","2","Bíobío","8",2012,125104
"270","Hombre","2","Coquimbo","4",2010,100044
"271","Hombre","2","Coquimbo","4",2012,103014
"272","Hombre","2","Los Lagos","10",2010,119919
"273","Hombre","2","Los Lagos","10",2012,162776
"274","Hombre","2","Los Ríos","14",2010,160000
"275","Hombre","2","Los Ríos","14",2012,205004
"276","Hombre","2","Magallanes","12",2010,223289
"277","Hombre","2","Magallanes","12",2012,335082
"278","Hombre","2","Maule","7",2010,59959
"279","Hombre","2","Maule","7",2012,100000
"280","Hombre","2","O'Higgins","6",2010,20000
"281","Hombre","2","O'Higgins","6",2012,46646
"282","Hombre","2","Tarapacá","1",2010,185417
"283","Hombre","2","Tarapacá","1",2012,226010
"284","Hombre","2","Valparaíso","5",2010,79945
"285","Hombre","2","Valparaíso","5",2012,70672
"286","Hombre","3","Antofagasta","2",2010,535275
"287","Hombre","3","Antofagasta","2",2012,650000
"288","Hombre","3","Araucanía","9",2010,147236
"289","Hombre","3","Araucanía","9",2012,200000
"290","Hombre","3","Arica y Parinacota","15",2010,461974
"291","Hombre","3","Arica y Parinacota","15",2012,542000
"292","Hombre","3","Atacama","3",2010,374940
"293","Hombre","3","Atacama","3",2012,524607
"294","Hombre","3","Aysén","11",2010,389733
"295","Hombre","3","Aysén","11",2012,401636
"296","Hombre","3","Bíobío","8",2010,354522
"297","Hombre","3","Bíobío","8",2012,356449
"298","Hombre","3","Coquimbo","4",2010,499034
"299","Hombre","3","Coquimbo","4",2012,496196
"300","Hombre","3","Los Lagos","10",2010,220000
"301","Hombre","3","Los Lagos","10",2012,314993
"302","Hombre","3","Los Ríos","14",2010,70915
"303","Hombre","3","Los Ríos","14",2012,30000
"304","Hombre","3","Magallanes","12",2010,398476
"305","Hombre","3","Magallanes","12",2012,350000
"306","Hombre","3","Maule","7",2010,290000
"307","Hombre","3","Maule","7",2012,449839
"308","Hombre","3","Metropolitana","13",2010,359453
"309","Hombre","3","Metropolitana","13",2012,466738
"310","Hombre","3","O'Higgins","6",2010,431654
"311","Hombre","3","O'Higgins","6",2012,501071
"312","Hombre","3","Tarapacá","1",2010,493662
"313","Hombre","3","Tarapacá","1",2012,502721
"314","Hombre","3","Valparaíso","5",2010,425517
"315","Hombre","3","Valparaíso","5",2012,527724
"316","Hombre","3",NA,NA,2010,1165000
"317","Hombre","4","Antofagasta","2",2010,399857
"318","Hombre","4","Antofagasta","2",2012,452030
"319","Hombre","4","Araucanía","9",2010,173609
"320","Hombre","4","Araucanía","9",2012,205709
"321","Hombre","4","Arica y Parinacota","15",2010,200184
"322","Hombre","4","Arica y Parinacota","15",2012,200902
"323","Hombre","4","Atacama","3",2010,300109
"324","Hombre","4","Atacama","3",2012,301686
"325","Hombre","4","Aysén","11",2010,199630
"326","Hombre","4","Aysén","11",2012,247447
"327","Hombre","4","Bíobío","8",2010,249829
"328","Hombre","4","Bíobío","8",2012,277044
"329","Hombre","4","Coquimbo","4",2010,255588
"330","Hombre","4","Coquimbo","4",2012,300000
"331","Hombre","4","Los Lagos","10",2010,200000
"332","Hombre","4","Los Lagos","10",2012,250536
"333","Hombre","4","Los Ríos","14",2010,193307
"334","Hombre","4","Los Ríos","14",2012,301342
"335","Hombre","4","Magallanes","12",2010,282827
"336","Hombre","4","Magallanes","12",2012,330000
"337","Hombre","4","Maule","7",2010,196260
"338","Hombre","4","Maule","7",2012,200808
"339","Hombre","4","Metropolitana","13",2010,250000
"340","Hombre","4","Metropolitana","13",2012,301353
"341","Hombre","4","O'Higgins","6",2010,246452
"342","Hombre","4","O'Higgins","6",2012,261456
"343","Hombre","4","Tarapacá","1",2010,219850
"344","Hombre","4","Tarapacá","1",2012,241349
"345","Hombre","4","Valparaíso","5",2010,206380
"346","Hombre","4","Valparaíso","5",2012,261461
"347","Hombre","4",NA,NA,2010,99379
"348","Hombre","4",NA,NA,2012,150843
"349","Hombre","5","Antofagasta","2",2010,304968
"350","Hombre","5","Antofagasta","2",2012,307095
"351","Hombre","5","Araucanía","9",2010,170000
"352","Hombre","5","Araucanía","9",2012,260913
"353","Hombre","5","Arica y Parinacota","15",2010,219480
"354","Hombre","5","Arica y Parinacota","15",2012,50226
"355","Hombre","5","Atacama","3",2010,224778
"356","Hombre","5","Atacama","3",2012,190434
"357","Hombre","5","Aysén","11",2010,242365
"358","Hombre","5","Aysén","11",2012,251405
"359","Hombre","5","Bíobío","8",2010,229743
"360","Hombre","5","Bíobío","8",2012,206615
"361","Hombre","5","Coquimbo","4",2010,191164
"362","Hombre","5","Coquimbo","4",2012,264946
"363","Hombre","5","Los Lagos","10",2010,170000
"364","Hombre","5","Los Lagos","10",2012,281574
"365","Hombre","5","Los Ríos","14",2010,184518
"366","Hombre","5","Los Ríos","14",2012,237319
"367","Hombre","5","Magallanes","12",2010,172000
"368","Hombre","5","Magallanes","12",2012,502811
"369","Hombre","5","Maule","7",2010,186739
"370","Hombre","5","Maule","7",2012,251128
"371","Hombre","5","Metropolitana","13",2010,243999
"372","Hombre","5","Metropolitana","13",2012,382136
"373","Hombre","5","O'Higgins","6",2010,220215
"374","Hombre","5","O'Higgins","6",2012,210175
"375","Hombre","5","Tarapacá","1",2010,247000
"376","Hombre","5","Tarapacá","1",2012,263382
"377","Hombre","5","Valparaíso","5",2010,258323
"378","Hombre","5","Valparaíso","5",2012,295704
"379","Hombre","5",NA,NA,2010,200196
"380","Hombre","6","Antofagasta","2",2010,250090
"381","Hombre","6","Antofagasta","2",2012,282156
"382","Hombre","6","Araucanía","9",2010,171298
"383","Hombre","6","Araucanía","9",2012,213375
"384","Hombre","6","Arica y Parinacota","15",2010,155462
"385","Hombre","6","Arica y Parinacota","15",2012,180000
"386","Hombre","6","Atacama","3",2010,250000
"387","Hombre","6","Atacama","3",2012,265070
"388","Hombre","6","Aysén","11",2010,220518
"389","Hombre","6","Aysén","11",2012,263406
"390","Hombre","6","Bíobío","8",2010,195306
"391","Hombre","6","Bíobío","8",2012,201124
"392","Hombre","6","Coquimbo","4",2010,199878
"393","Hombre","6","Coquimbo","4",2012,288082
"394","Hombre","6","Los Lagos","10",2010,178561
"395","Hombre","6","Los Lagos","10",2012,201124
"396","Hombre","6","Los Ríos","14",2010,164605
"397","Hombre","6","Los Ríos","14",2012,181012
"398","Hombre","6","Magallanes","12",2010,276282
"399","Hombre","6","Magallanes","12",2012,250000
"400","Hombre","6","Maule","7",2010,195729
"401","Hombre","6","Maule","7",2012,240931
"402","Hombre","6","Metropolitana","13",2010,249829
"403","Hombre","6","Metropolitana","13",2012,301410
"404","Hombre","6","O'Higgins","6",2010,179877
"405","Hombre","6","O'Higgins","6",2012,225243
"406","Hombre","6","Tarapacá","1",2010,250245
"407","Hombre","6","Tarapacá","1",2012,245318
"408","Hombre","6","Valparaíso","5",2010,179877
"409","Hombre","6","Valparaíso","5",2012,218049
"410","Hombre","6",NA,NA,2010,146849
"411","Hombre","6",NA,NA,2012,110853
"412","Hombre","8","Antofagasta","2",2010,202349
"413","Hombre","8","Antofagasta","2",2012,318318
"414","Hombre","8","Araucanía","9",2010,181000
"415","Hombre","8","Araucanía","9",2012,196382
"416","Hombre","8","Arica y Parinacota","15",2010,144877
"417","Hombre","8","Arica y Parinacota","15",2012,111027
"418","Hombre","8","Atacama","3",2010,145000
"419","Hombre","8","Atacama","3",2012,200902
"420","Hombre","8","Aysén","11",2010,166124
"421","Hombre","8","Aysén","11",2012,200786
"422","Hombre","8","Bíobío","8",2010,201375
"423","Hombre","8","Bíobío","8",2012,186804
"424","Hombre","8","Coquimbo","4",2010,206653
"425","Hombre","8","Coquimbo","4",2012,257249
"426","Hombre","8","Los Lagos","10",2010,161219
"427","Hombre","8","Los Lagos","10",2012,186095
"428","Hombre","8","Los Ríos","14",2010,105103
"429","Hombre","8","Los Ríos","14",2012,86408
"430","Hombre","8","Magallanes","12",2010,342291
"431","Hombre","8","Magallanes","12",2012,206544
"432","Hombre","8","Maule","7",2010,174880
"433","Hombre","8","Maule","7",2012,248500
"434","Hombre","8","Metropolitana","13",2010,204760
"435","Hombre","8","Metropolitana","13",2012,281475
"436","Hombre","8","O'Higgins","6",2010,200000
"437","Hombre","8","O'Higgins","6",2012,188848
"438","Hombre","8","Tarapacá","1",2010,193802
"439","Hombre","8","Tarapacá","1",2012,274809
"440","Hombre","8","Valparaíso","5",2010,180176
"441","Hombre","8","Valparaíso","5",2012,184470
"442","Hombre","8",NA,NA,2010,402724
"443","Hombre","8",NA,NA,2012,115635
"444","Hombre","9","Antofagasta","2",2010,299925
"445","Hombre","9","Antofagasta","2",2012,431991
"446","Hombre","9","Araucanía","9",2010,172836
"447","Hombre","9","Araucanía","9",2012,259824
"448","Hombre","9","Arica y Parinacota","15",2010,203802
"449","Hombre","9","Arica y Parinacota","15",2012,270000
"450","Hombre","9","Atacama","3",2010,252150
"451","Hombre","9","Atacama","3",2012,251128
"452","Hombre","9","Aysén","11",2010,220664
"453","Hombre","9","Aysén","11",2012,249626
"454","Hombre","9","Bíobío","8",2010,203822
"455","Hombre","9","Bíobío","8",2012,230950
"456","Hombre","9","Coquimbo","4",2010,209018
"457","Hombre","9","Coquimbo","4",2012,250000
"458","Hombre","9","Los Lagos","10",2010,228662
"459","Hombre","9","Los Lagos","10",2012,220000
"460","Hombre","9","Los Ríos","14",2010,186610
"461","Hombre","9","Los Ríos","14",2012,194653
"462","Hombre","9","Magallanes","12",2010,249842
"463","Hombre","9","Magallanes","12",2012,193456
"464","Hombre","9","Maule","7",2010,191994
"465","Hombre","9","Maule","7",2012,200168
"466","Hombre","9","Metropolitana","13",2010,299795
"467","Hombre","9","Metropolitana","13",2012,367691
"468","Hombre","9","O'Higgins","6",2010,217414
"469","Hombre","9","O'Higgins","6",2012,250000
"470","Hombre","9","Tarapacá","1",2010,230021
"471","Hombre","9","Tarapacá","1",2012,260216
"472","Hombre","9","Valparaíso","5",2010,225493
"473","Hombre","9","Valparaíso","5",2012,250550
"474","Hombre","9",NA,NA,2010,31871
"475","Hombre","9",NA,NA,2012,27429
"476","Hombre","Comercio al por mayor y al por menor;reparación de vehículos automotores, motocicletas, efectos personales y enseres domésticos","Antofagasta","2",2010,227844
"477","Hombre","Comercio al por mayor y al por menor;reparación de vehículos automotores, motocicletas, efectos personales y enseres domésticos","Antofagasta","2",2011,251208
"478","Hombre","Comercio al por mayor y al por menor;reparación de vehículos automotores, motocicletas, efectos personales y enseres domésticos","Antofagasta","2",2012,301058
"479","Hombre","Comercio al por mayor y al por menor;reparación de vehículos automotores, motocicletas, efectos personales y enseres domésticos","Antofagasta","2",2015,300000
"480","Hombre","Comercio al por mayor y al por menor;reparación de vehículos automotores, motocicletas, efectos personales y enseres domésticos","Araucanía","9",2010,155800
"481","Hombre","Comercio al por mayor y al por menor;reparación de vehículos automotores, motocicletas, efectos personales y enseres domésticos","Araucanía","9",2011,179520
"482","Hombre","Comercio al por mayor y al por menor;reparación de vehículos automotores, motocicletas, efectos personales y enseres domésticos","Araucanía","9",2012,182884
"483","Hombre","Comercio al por mayor y al por menor;reparación de vehículos automotores, motocicletas, efectos personales y enseres domésticos","Araucanía","9",2015,243905
"484","Hombre","Comercio al por mayor y al por menor;reparación de vehículos automotores, motocicletas, efectos personales y enseres domésticos","Arica y Parinacota","15",2010,168251
"485","Hombre","Comercio al por mayor y al por menor;reparación de vehículos automotores, motocicletas, efectos personales y enseres domésticos","Arica y Parinacota","15",2011,160578
"486","Hombre","Comercio al por mayor y al por menor;reparación de vehículos automotores, motocicletas, efectos personales y enseres domésticos","Arica y Parinacota","15",2012,181123
"487","Hombre","Comercio al por mayor y al por menor;reparación de vehículos automotores, motocicletas, efectos personales y enseres domésticos","Arica y Parinacota","15",2015,233124
"488","Hombre","Comercio al por mayor y al por menor;reparación de vehículos automotores, motocicletas, efectos personales y enseres domésticos","Atacama","3",2010,170607
"489","Hombre","Comercio al por mayor y al por menor;reparación de vehículos automotores, motocicletas, efectos personales y enseres domésticos","Atacama","3",2011,200000
"490","Hombre","Comercio al por mayor y al por menor;reparación de vehículos automotores, motocicletas, efectos personales y enseres domésticos","Atacama","3",2012,196307
"491","Hombre","Comercio al por mayor y al por menor;reparación de vehículos automotores, motocicletas, efectos personales y enseres domésticos","Atacama","3",2015,300039
"492","Hombre","Comercio al por mayor y al por menor;reparación de vehículos automotores, motocicletas, efectos personales y enseres domésticos","Aysén","11",2010,225445
"493","Hombre","Comercio al por mayor y al por menor;reparación de vehículos automotores, motocicletas, efectos personales y enseres domésticos","Aysén","11",2011,249910
"494","Hombre","Comercio al por mayor y al por menor;reparación de vehículos automotores, motocicletas, efectos personales y enseres domésticos","Aysén","11",2012,250462
"495","Hombre","Comercio al por mayor y al por menor;reparación de vehículos automotores, motocicletas, efectos personales y enseres domésticos","Aysén","11",2015,300081
"496","Hombre","Comercio al por mayor y al por menor;reparación de vehículos automotores, motocicletas, efectos personales y enseres domésticos","Bíobío","8",2010,177704
"497","Hombre","Comercio al por mayor y al por menor;reparación de vehículos automotores, motocicletas, efectos personales y enseres domésticos","Bíobío","8",2011,200000
"498","Hombre","Comercio al por mayor y al por menor;reparación de vehículos automotores, motocicletas, efectos personales y enseres domésticos","Bíobío","8",2012,201124
"499","Hombre","Comercio al por mayor y al por menor;reparación de vehículos automotores, motocicletas, efectos personales y enseres domésticos","Bíobío","8",2015,289173
"500","Hombre","Comercio al por mayor y al por menor;reparación de vehículos automotores, motocicletas, efectos personales y enseres domésticos","Coquimbo","4",2010,179877
"501","Hombre","Comercio al por mayor y al por menor;reparación de vehículos automotores, motocicletas, efectos personales y enseres domésticos","Coquimbo","4",2011,202399
"502","Hombre","Comercio al por mayor y al por menor;reparación de vehículos automotores, motocicletas, efectos personales y enseres domésticos","Coquimbo","4",2012,214793
"503","Hombre","Comercio al por mayor y al por menor;reparación de vehículos automotores, motocicletas, efectos personales y enseres domésticos","Coquimbo","4",2015,261059
"504","Hombre","Comercio al por mayor y al por menor;reparación de vehículos automotores, motocicletas, efectos personales y enseres domésticos","Los Lagos","10",2010,200196
"505","Hombre","Comercio al por mayor y al por menor;reparación de vehículos automotores, motocicletas, efectos personales y enseres domésticos","Los Lagos","10",2011,223408
"506","Hombre","Comercio al por mayor y al por menor;reparación de vehículos automotores, motocicletas, efectos personales y enseres domésticos","Los Lagos","10",2012,200000
"507","Hombre","Comercio al por mayor y al por menor;reparación de vehículos automotores, motocicletas, efectos personales y enseres domésticos","Los Lagos","10",2015,250000
"508","Hombre","Comercio al por mayor y al por menor;reparación de vehículos automotores, motocicletas, efectos personales y enseres domésticos","Los Ríos","14",2010,167612
