"","sex","work_day","geography_name","geography_id","year","ub_weighted_median"
"67","Hombre","Completa","Chañaral","p32",2011,533229
"68","Hombre","Completa","Chañaral","p32",2012,645309
"69","Hombre","Completa","Chañaral","p32",2013,600121
"70","Hombre","Completa","Chañaral","p32",2014,550883
"71","Hombre","Completa","Chañaral","p32",2015,580021
"72","Hombre","Completa","Chiloé","p102",2010,264329
"73","Hombre","Completa","Chiloé","p102",2011,299500
"74","Hombre","Completa","Chiloé","p102",2012,344947
"75","Hombre","Completa","Chiloé","p102",2013,348678
"76","Hombre","Completa","Chiloé","p102",2014,350084
"77","Hombre","Completa","Chiloé","p102",2015,351418
"78","Hombre","Completa","Choapa","p42",2010,299795
"79","Hombre","Completa","Choapa","p42",2011,281353
"80","Hombre","Completa","Choapa","p42",2012,320669
"81","Hombre","Completa","Choapa","p42",2013,364598
"82","Hombre","Completa","Choapa","p42",2014,399925
"83","Hombre","Completa","Choapa","p42",2015,417749
"84","Hombre","Completa","Colchagua","p63",2010,219895
"85","Hombre","Completa","Colchagua","p63",2011,249201
"86","Hombre","Completa","Colchagua","p63",2012,251405
"87","Hombre","Completa","Colchagua","p63",2013,281577
"88","Hombre","Completa","Colchagua","p63",2014,300000
"89","Hombre","Completa","Colchagua","p63",2015,300000
"90","Hombre","Completa","Concepción","p81",2010,299512
"91","Hombre","Completa","Concepción","p81",2011,301450
"92","Hombre","Completa","Concepción","p81",2012,303864
"93","Hombre","Completa","Concepción","p81",2013,349372
"94","Hombre","Completa","Concepción","p81",2014,379013
"95","Hombre","Completa","Concepción","p81",2015,401630
"96","Hombre","Completa","Copiapó","p31",2010,380000
"97","Hombre","Completa","Copiapó","p31",2011,449824
"98","Hombre","Completa","Copiapó","p31",2012,450000
"99","Hombre","Completa","Copiapó","p31",2013,577091
"100","Hombre","Completa","Copiapó","p31",2014,550000
"101","Hombre","Completa","Copiapó","p31",2015,637308
"102","Hombre","Completa","Cordillera","p152",2010,326834
"103","Hombre","Completa","Cordillera","p152",2011,339259
"104","Hombre","Completa","Cordillera","p152",2012,407289
"105","Hombre","Completa","Cordillera","p152",2013,400542
"106","Hombre","Completa","Cordillera","p152",2014,449960
"107","Hombre","Completa","Cordillera","p152",2015,512078
"108","Hombre","Completa","Coyhaique","p111",2010,366176
"109","Hombre","Completa","Coyhaique","p111",2011,401933
"110","Hombre","Completa","Coyhaique","p111",2012,373648
"111","Hombre","Completa","Coyhaique","p111",2013,391136
"112","Hombre","Completa","Coyhaique","p111",2014,421565
"113","Hombre","Completa","Coyhaique","p111",2015,600644
"114","Hombre","Completa","Curicó","p73",2010,220015
"115","Hombre","Completa","Curicó","p73",2011,217078
"116","Hombre","Completa","Curicó","p73",2012,271381
"117","Hombre","Completa","Curicó","p73",2013,300000
"118","Hombre","Completa","Curicó","p73",2014,300000
"119","Hombre","Completa","Curicó","p73",2015,350812
"120","Hombre","Completa","El Loa","p22",2010,545308
"121","Hombre","Completa","El Loa","p22",2011,625535
"122","Hombre","Completa","El Loa","p22",2012,721929
"123","Hombre","Completa","El Loa","p22",2013,967577
"124","Hombre","Completa","El Loa","p22",2014,996860
"125","Hombre","Completa","El Loa","p22",2015,900055
"126","Hombre","Completa","Elqui","p41",2010,300294
"127","Hombre","Completa","Elqui","p41",2011,353226
"128","Hombre","Completa","Elqui","p41",2012,409649
"129","Hombre","Completa","Elqui","p41",2013,417841
"130","Hombre","Completa","Elqui","p41",2014,458499
"131","Hombre","Completa","Elqui","p41",2015,458923
"132","Hombre","Completa","General Carrera","p114",2010,329998
"133","Hombre","Completa","General Carrera","p114",2011,401933
"134","Hombre","Completa","General Carrera","p114",2012,649797
"135","Hombre","Completa","General Carrera","p114",2013,788244
"136","Hombre","Completa","General Carrera","p114",2014,505259
"137","Hombre","Completa","General Carrera","p114",2015,555787
"138","Hombre","Completa","Huasco","p33",2010,299795
"139","Hombre","Completa","Huasco","p33",2011,301450
"140","Hombre","Completa","Huasco","p33",2012,350000
"141","Hombre","Completa","Huasco","p33",2013,324206
"142","Hombre","Completa","Huasco","p33",2014,367032
"143","Hombre","Completa","Huasco","p33",2015,381830
"144","Hombre","Completa","Iquique","p11",2010,392007
"145","Hombre","Completa","Iquique","p11",2011,418817
"146","Hombre","Completa","Iquique","p11",2012,461277
"147","Hombre","Completa","Iquique","p11",2013,500000
"148","Hombre","Completa","Iquique","p11",2014,532762
"149","Hombre","Completa","Iquique","p11",2015,501449
"150","Hombre","Completa","Limarí","p43",2010,219850
"151","Hombre","Completa","Limarí","p43",2011,249201
"152","Hombre","Completa","Limarí","p43",2012,295923
"153","Hombre","Completa","Limarí","p43",2013,300407
"154","Hombre","Completa","Limarí","p43",2014,302308
"155","Hombre","Completa","Limarí","p43",2015,316284
"156","Hombre","Completa","Linares","p74",2010,175000
"157","Hombre","Completa","Linares","p74",2011,182880
"158","Hombre","Completa","Linares","p74",2012,213629
"159","Hombre","Completa","Linares","p74",2013,250178
"160","Hombre","Completa","Linares","p74",2014,266134
"161","Hombre","Completa","Linares","p74",2015,306476
"162","Hombre","Completa","Llanquihue","p101",2010,269815
"163","Hombre","Completa","Llanquihue","p101",2011,349151
"164","Hombre","Completa","Llanquihue","p101",2012,351579
"165","Hombre","Completa","Llanquihue","p101",2013,350000
"166","Hombre","Completa","Llanquihue","p101",2014,401857
"167","Hombre","Completa","Llanquihue","p101",2015,480068
"168","Hombre","Completa","Los Andes","p53",2010,369509
"169","Hombre","Completa","Los Andes","p53",2011,388753
"170","Hombre","Completa","Los Andes","p53",2012,381714
"171","Hombre","Completa","Los Andes","p53",2013,403761
"172","Hombre","Completa","Los Andes","p53",2014,449867
"173","Hombre","Completa","Los Andes","p53",2015,451470
"174","Hombre","Completa","Magallanes","p121",2010,527026
"175","Hombre","Completa","Magallanes","p121",2011,572096
"176","Hombre","Completa","Magallanes","p121",2012,545187
"177","Hombre","Completa","Magallanes","p121",2013,600107
"178","Hombre","Completa","Magallanes","p121",2014,596491
"179","Hombre","Completa","Magallanes","p121",2015,627603
"180","Hombre","Completa","Maipo","p134",2010,250000
"181","Hombre","Completa","Maipo","p134",2011,300000
"182","Hombre","Completa","Maipo","p134",2012,325362
"183","Hombre","Completa","Maipo","p134",2013,384721
"184","Hombre","Completa","Maipo","p134",2014,379929
"185","Hombre","Completa","Maipo","p134",2015,401630
"186","Hombre","Completa","Malleco","p92",2010,201110
"187","Hombre","Completa","Malleco","p92",2011,225556
"188","Hombre","Completa","Malleco","p92",2012,268162
"189","Hombre","Completa","Malleco","p92",2013,270740
"190","Hombre","Completa","Malleco","p92",2014,309050
"191","Hombre","Completa","Malleco","p92",2015,300081
"192","Hombre","Completa","Marga Marga","p58",2010,299799
"193","Hombre","Completa","Marga Marga","p58",2011,303606
"194","Hombre","Completa","Marga Marga","p58",2012,329900
"195","Hombre","Completa","Marga Marga","p58",2013,396905
"196","Hombre","Completa","Marga Marga","p58",2014,447983
"197","Hombre","Completa","Marga Marga","p58",2015,450074
"198","Hombre","Completa","Melipilla","p135",2010,229969
"199","Hombre","Completa","Melipilla","p135",2011,251208
"200","Hombre","Completa","Melipilla","p135",2012,286923
"201","Hombre","Completa","Melipilla","p135",2013,332145
"202","Hombre","Completa","Melipilla","p135",2014,327439
"203","Hombre","Completa","Melipilla","p135",2015,441543
"204","Hombre","Completa","Ñuble","p84",2010,200103
"205","Hombre","Completa","Ñuble","p84",2011,264194
"206","Hombre","Completa","Ñuble","p84",2012,299459
"207","Hombre","Completa","Ñuble","p84",2013,298867
"208","Hombre","Completa","Ñuble","p84",2014,344322
"209","Hombre","Completa","Ñuble","p84",2015,405355
"210","Hombre","Completa","Osorno","p103",2010,229925
"211","Hombre","Completa","Osorno","p103",2011,280285
"212","Hombre","Completa","Osorno","p103",2012,269050
"213","Hombre","Completa","Osorno","p103",2013,320376
"214","Hombre","Completa","Osorno","p103",2014,324924
"215","Hombre","Completa","Osorno","p103",2015,361467
"216","Hombre","Completa","Parinacota","p152",2010,210910
"217","Hombre","Completa","Parinacota","p152",2011,174758
"218","Hombre","Completa","Parinacota","p152",2012,251405
"219","Hombre","Completa","Parinacota","p152",2013,199245
"220","Hombre","Completa","Parinacota","p152",2014,205968
"221","Hombre","Completa","Parinacota","p152",2015,231885
"222","Hombre","Completa","Petorca","p54",2010,279809
"223","Hombre","Completa","Petorca","p54",2011,361222
"224","Hombre","Completa","Petorca","p54",2012,400324
"225","Hombre","Completa","Petorca","p54",2013,348670
"226","Hombre","Completa","Petorca","p54",2014,327734
"227","Hombre","Completa","Petorca","p54",2015,360324
"228","Hombre","Completa","Quillota","p55",2010,249919
"229","Hombre","Completa","Quillota","p55",2011,249620
"230","Hombre","Completa","Quillota","p55",2012,301645
"231","Hombre","Completa","Quillota","p55",2013,309609
"232","Hombre","Completa","Quillota","p55",2014,400036
"233","Hombre","Completa","Quillota","p55",2015,387557
"234","Hombre","Completa","Ranco","p142",2010,211045
"235","Hombre","Completa","Ranco","p142",2011,228162
"236","Hombre","Completa","Ranco","p142",2012,301485
"237","Hombre","Completa","Ranco","p142",2013,299183
"238","Hombre","Completa","Ranco","p142",2014,279919
"239","Hombre","Completa","Ranco","p142",2015,345356
"240","Hombre","Completa","San Antonio","p56",2010,250245
"241","Hombre","Completa","San Antonio","p56",2011,299041
"242","Hombre","Completa","San Antonio","p56",2012,301353
"243","Hombre","Completa","San Antonio","p56",2013,378182
"244","Hombre","Completa","San Antonio","p56",2014,365766
"245","Hombre","Completa","San Antonio","p56",2015,406024
"246","Hombre","Completa","San Felipe","p57",2010,236241
"247","Hombre","Completa","San Felipe","p57",2011,277556
"248","Hombre","Completa","San Felipe","p57",2012,343827
"249","Hombre","Completa","San Felipe","p57",2013,350141
"250","Hombre","Completa","San Felipe","p57",2014,382163
"251","Hombre","Completa","San Felipe","p57",2015,380345
"252","Hombre","Completa","Santiago","p131",2010,320000
"253","Hombre","Completa","Santiago","p131",2011,368606
"254","Hombre","Completa","Santiago","p131",2012,401804
"255","Hombre","Completa","Santiago","p131",2013,458935
"256","Hombre","Completa","Santiago","p131",2014,434482
"257","Hombre","Completa","Santiago","p131",2015,473277
"258","Hombre","Completa","Talagante","p136",2010,241162
"259","Hombre","Completa","Talagante","p136",2011,287060
"260","Hombre","Completa","Talagante","p136",2012,317571
"261","Hombre","Completa","Talagante","p136",2013,350474
"262","Hombre","Completa","Talagante","p136",2014,390461
"263","Hombre","Completa","Talagante","p136",2015,400000
"264","Hombre","Completa","Talca","p71",2010,224047
"265","Hombre","Completa","Talca","p71",2011,249658
"266","Hombre","Completa","Talca","p71",2012,293635
"267","Hombre","Completa","Talca","p71",2013,329643
"268","Hombre","Completa","Talca","p71",2014,351112
"269","Hombre","Completa","Talca","p71",2015,350095
"270","Hombre","Completa","Tamarugal","p12",2010,330824
"271","Hombre","Completa","Tamarugal","p12",2011,299844
"272","Hombre","Completa","Tamarugal","p12",2012,376004
"273","Hombre","Completa","Tamarugal","p12",2013,400000
"274","Hombre","Completa","Tamarugal","p12",2014,421189
"275","Hombre","Completa","Tamarugal","p12",2015,450122
"276","Hombre","Completa","Tierra del Fuego","p123",2010,500000
"277","Hombre","Completa","Tierra del Fuego","p123",2011,370000
"278","Hombre","Completa","Tierra del Fuego","p123",2012,540000
"279","Hombre","Completa","Tierra del Fuego","p123",2013,1150000
"280","Hombre","Completa","Tierra del Fuego","p123",2014,855000
"281","Hombre","Completa","Tierra del Fuego","p123",2015,650477
"282","Hombre","Completa","Tocopilla","p23",2010,467933
"283","Hombre","Completa","Tocopilla","p23",2011,524062
"284","Hombre","Completa","Tocopilla","p23",2012,550000
"285","Hombre","Completa","Tocopilla","p23",2013,663243
"286","Hombre","Completa","Tocopilla","p23",2014,660013
"287","Hombre","Completa","Tocopilla","p23",2015,600000
"288","Hombre","Completa","Última Esperanza","p124",2010,420473
"289","Hombre","Completa","Última Esperanza","p124",2011,349819
"290","Hombre","Completa","Última Esperanza","p124",2012,440227
"291","Hombre","Completa","Última Esperanza","p124",2013,416625
"292","Hombre","Completa","Última Esperanza","p124",2014,510518
"293","Hombre","Completa","Última Esperanza","p124",2015,650386
"294","Hombre","Completa","Valdivia","p141",2010,265136
"295","Hombre","Completa","Valdivia","p141",2011,277286
"296","Hombre","Completa","Valdivia","p141",2012,302047
"297","Hombre","Completa","Valdivia","p141",2013,348678
"298","Hombre","Completa","Valdivia","p141",2014,394727
"299","Hombre","Completa","Valdivia","p141",2015,418488
"300","Hombre","Completa","Valparaíso","p51",2010,280274
"301","Hombre","Completa","Valparaíso","p51",2011,350000
"302","Hombre","Completa","Valparaíso","p51",2012,395076
"303","Hombre","Completa","Valparaíso","p51",2013,436996
"304","Hombre","Completa","Valparaíso","p51",2014,502321
"305","Hombre","Completa","Valparaíso","p51",2015,483495
"306","Hombre","Completa",NA,NA,2010,224755
"307","Hombre","Completa",NA,NA,2011,279284
"308","Hombre","Completa",NA,NA,2012,397812
"309","Hombre","Parcial","Antofagasta","p21",2010,345725
"310","Hombre","Parcial","Antofagasta","p21",2011,460088
"311","Hombre","Parcial","Antofagasta","p21",2012,338009
"312","Hombre","Parcial","Antofagasta","p21",2013,276000
"313","Hombre","Parcial","Antofagasta","p21",2014,349934
"314","Hombre","Parcial","Antofagasta","p21",2015,316845
"315","Hombre","Parcial","Arauco","p82",2010,79992
"316","Hombre","Parcial","Arauco","p82",2011,80000
"317","Hombre","Parcial","Arauco","p82",2012,110817
"318","Hombre","Parcial","Arauco","p82",2013,118606
"319","Hombre","Parcial","Arauco","p82",2014,118194
"320","Hombre","Parcial","Arauco","p82",2015,150627
"321","Hombre","Parcial","Arica","p151",2010,149979
"322","Hombre","Parcial","Arica","p151",2011,139033
"323","Hombre","Parcial","Arica","p151",2012,156864
"324","Hombre","Parcial","Arica","p151",2013,149989
"325","Hombre","Parcial","Arica","p151",2014,180985
"326","Hombre","Parcial","Arica","p151",2015,251019
"327","Hombre","Parcial","Aysén","p112",2010,200196
"328","Hombre","Parcial","Aysén","p112",2011,273263
"329","Hombre","Parcial","Aysén","p112",2012,346939
"330","Hombre","Parcial","Aysén","p112",2013,337038
"331","Hombre","Parcial","Aysén","p112",2014,317725
"332","Hombre","Parcial","Aysén","p112",2015,403545
"333","Hombre","Parcial","Bíobío","p83",2010,100020
"334","Hombre","Parcial","Bíobío","p83",2011,124631
"335","Hombre","Parcial","Bíobío","p83",2012,202005
"336","Hombre","Parcial","Bíobío","p83",2013,149434
"337","Hombre","Parcial","Bíobío","p83",2014,90000
"338","Hombre","Parcial","Bíobío","p83",2015,178066
"339","Hombre","Parcial","Cachapoal","p61",2010,161932
"340","Hombre","Parcial","Cachapoal","p61",2011,180488
"341","Hombre","Parcial","Cachapoal","p61",2012,211289
"342","Hombre","Parcial","Cachapoal","p61",2013,251927
"343","Hombre","Parcial","Cachapoal","p61",2014,304681
"344","Hombre","Parcial","Cachapoal","p61",2015,350062
"345","Hombre","Parcial","Capitán Prat","p113",2010,1269131
"346","Hombre","Parcial","Capitán Prat","p113",2011,335500
"347","Hombre","Parcial","Capitán Prat","p113",2014,300000
"348","Hombre","Parcial","Cardenal Caro","p62",2010,114612
"349","Hombre","Parcial","Cardenal Caro","p62",2011,173694
"350","Hombre","Parcial","Cardenal Caro","p62",2012,200000
"351","Hombre","Parcial","Cardenal Caro","p62",2013,202823
"352","Hombre","Parcial","Cardenal Caro","p62",2014,150441
"353","Hombre","Parcial","Cardenal Caro","p62",2015,300081
"354","Hombre","Parcial","Cauquenes","p72",2010,148865
"355","Hombre","Parcial","Cauquenes","p72",2011,203800
"356","Hombre","Parcial","Cauquenes","p72",2012,295906
"357","Hombre","Parcial","Cauquenes","p72",2013,109254
"358","Hombre","Parcial","Cauquenes","p72",2014,264074
"359","Hombre","Parcial","Cauquenes","p72",2015,197101
"360","Hombre","Parcial","Cautín","p91",2010,91495
"361","Hombre","Parcial","Cautín","p91",2011,100000
"362","Hombre","Parcial","Cautín","p91",2012,121061
"363","Hombre","Parcial","Cautín","p91",2013,119547
"364","Hombre","Parcial","Cautín","p91",2014,166345
"365","Hombre","Parcial","Cautín","p91",2015,129654
"366","Hombre","Parcial","Chacabuco","p133",2010,180176
"367","Hombre","Parcial","Chacabuco","p133",2011,105931
"368","Hombre","Parcial","Chacabuco","p133",2012,210460
"369","Hombre","Parcial","Chacabuco","p133",2013,263926
"370","Hombre","Parcial","Chacabuco","p133",2014,240785
"371","Hombre","Parcial","Chacabuco","p133",2015,157089
"372","Hombre","Parcial","Chañaral","p32",2010,20000
"373","Hombre","Parcial","Chañaral","p32",2011,120000
"374","Hombre","Parcial","Chañaral","p32",2012,350000
"375","Hombre","Parcial","Chañaral","p32",2014,1205570
"376","Hombre","Parcial","Chañaral","p32",2015,277388
"377","Hombre","Parcial","Chiloé","p102",2010,84891
"378","Hombre","Parcial","Chiloé","p102",2011,145331
"379","Hombre","Parcial","Chiloé","p102",2012,140075
"380","Hombre","Parcial","Chiloé","p102",2013,149434
"381","Hombre","Parcial","Chiloé","p102",2014,201453
"382","Hombre","Parcial","Chiloé","p102",2015,200788
"383","Hombre","Parcial","Choapa","p42",2010,160000
"384","Hombre","Parcial","Choapa","p42",2011,136726
"385","Hombre","Parcial","Choapa","p42",2012,197590
"386","Hombre","Parcial","Choapa","p42",2013,148826
"387","Hombre","Parcial","Choapa","p42",2014,180000
"388","Hombre","Parcial","Choapa","p42",2015,290256
"389","Hombre","Parcial","Colchagua","p63",2010,191852
"390","Hombre","Parcial","Colchagua","p63",2011,100000
"391","Hombre","Parcial","Colchagua","p63",2012,241741
"392","Hombre","Parcial","Colchagua","p63",2013,356316
"393","Hombre","Parcial","Colchagua","p63",2014,251161
"394","Hombre","Parcial","Colchagua","p63",2015,200054
"395","Hombre","Parcial","Concepción","p81",2010,131598
"396","Hombre","Parcial","Concepción","p81",2011,100000
"397","Hombre","Parcial","Concepción","p81",2012,109613
"398","Hombre","Parcial","Concepción","p81",2013,149455
"399","Hombre","Parcial","Concepción","p81",2014,166475
"400","Hombre","Parcial","Concepción","p81",2015,120118
"401","Hombre","Parcial","Copiapó","p31",2010,179877
"402","Hombre","Parcial","Copiapó","p31",2011,179013
"403","Hombre","Parcial","Copiapó","p31",2012,200730
"404","Hombre","Parcial","Copiapó","p31",2013,219116
"405","Hombre","Parcial","Copiapó","p31",2014,199962
"406","Hombre","Parcial","Copiapó","p31",2015,240720
"407","Hombre","Parcial","Cordillera","p152",2010,200000
"408","Hombre","Parcial","Cordillera","p152",2011,286077
"409","Hombre","Parcial","Cordillera","p152",2012,420485
"410","Hombre","Parcial","Cordillera","p152",2013,331158
"411","Hombre","Parcial","Cordillera","p152",2014,225000
"412","Hombre","Parcial","Cordillera","p152",2015,216000
"413","Hombre","Parcial","Coyhaique","p111",2010,380637
"414","Hombre","Parcial","Coyhaique","p111",2011,475411
"415","Hombre","Parcial","Coyhaique","p111",2012,372023
"416","Hombre","Parcial","Coyhaique","p111",2013,381294
"417","Hombre","Parcial","Coyhaique","p111",2014,300816
"418","Hombre","Parcial","Coyhaique","p111",2015,400108
"419","Hombre","Parcial","Curicó","p73",2010,137063
"420","Hombre","Parcial","Curicó","p73",2011,180787
"421","Hombre","Parcial","Curicó","p73",2012,200902
"422","Hombre","Parcial","Curicó","p73",2013,238621
"423","Hombre","Parcial","Curicó","p73",2014,234501
"424","Hombre","Parcial","Curicó","p73",2015,251019
"425","Hombre","Parcial","El Loa","p22",2010,185255
"426","Hombre","Parcial","El Loa","p22",2011,250058
"427","Hombre","Parcial","El Loa","p22",2012,371961
"428","Hombre","Parcial","El Loa","p22",2013,500000
"429","Hombre","Parcial","El Loa","p22",2014,386357
"430","Hombre","Parcial","El Loa","p22",2015,395914
"431","Hombre","Parcial","Elqui","p41",2010,201084
"432","Hombre","Parcial","Elqui","p41",2011,189995
"433","Hombre","Parcial","Elqui","p41",2012,234649
"434","Hombre","Parcial","Elqui","p41",2013,180000
"435","Hombre","Parcial","Elqui","p41",2014,227966
"436","Hombre","Parcial","Elqui","p41",2015,224979
"437","Hombre","Parcial","General Carrera","p114",2010,263259
"438","Hombre","Parcial","General Carrera","p114",2011,602900
"439","Hombre","Parcial","General Carrera","p114",2012,724047
"440","Hombre","Parcial","General Carrera","p114",2013,650881
"441","Hombre","Parcial","General Carrera","p114",2014,639968
"442","Hombre","Parcial","General Carrera","p114",2015,677750
"443","Hombre","Parcial","Huasco","p33",2010,300000
"444","Hombre","Parcial","Huasco","p33",2011,843297
"445","Hombre","Parcial","Huasco","p33",2012,211011
"446","Hombre","Parcial","Huasco","p33",2013,199245
"447","Hombre","Parcial","Huasco","p33",2014,384818
"448","Hombre","Parcial","Huasco","p33",2015,150041
"449","Hombre","Parcial","Iquique","p11",2010,243688
"450","Hombre","Parcial","Iquique","p11",2011,200967
"451","Hombre","Parcial","Iquique","p11",2012,298751
"452","Hombre","Parcial","Iquique","p11",2013,254282
"453","Hombre","Parcial","Iquique","p11",2014,197195
"454","Hombre","Parcial","Iquique","p11",2015,300000
"455","Hombre","Parcial","Limarí","p43",2010,235106
"456","Hombre","Parcial","Limarí","p43",2011,205345
"457","Hombre","Parcial","Limarí","p43",2012,144809
"458","Hombre","Parcial","Limarí","p43",2013,215538
"459","Hombre","Parcial","Limarí","p43",2014,196507
"460","Hombre","Parcial","Limarí","p43",2015,150286
"461","Hombre","Parcial","Linares","p74",2010,80812
"462","Hombre","Parcial","Linares","p74",2011,109896
"463","Hombre","Parcial","Linares","p74",2012,81935
"464","Hombre","Parcial","Linares","p74",2013,104218
"465","Hombre","Parcial","Linares","p74",2014,170000
"466","Hombre","Parcial","Linares","p74",2015,143015
"467","Hombre","Parcial","Llanquihue","p101",2010,209286
"468","Hombre","Parcial","Llanquihue","p101",2011,125032
"469","Hombre","Parcial","Llanquihue","p101",2012,177179
"470","Hombre","Parcial","Llanquihue","p101",2013,179663
"471","Hombre","Parcial","Llanquihue","p101",2014,149981
"472","Hombre","Parcial","Llanquihue","p101",2015,172912
"473","Hombre","Parcial","Los Andes","p53",2010,161528
"474","Hombre","Parcial","Los Andes","p53",2011,178657
"475","Hombre","Parcial","Los Andes","p53",2012,197046
"476","Hombre","Parcial","Los Andes","p53",2013,239362
"477","Hombre","Parcial","Los Andes","p53",2014,200400
"478","Hombre","Parcial","Los Andes","p53",2015,247602
"479","Hombre","Parcial","Magallanes","p121",2010,290930
"480","Hombre","Parcial","Magallanes","p121",2011,394848
"481","Hombre","Parcial","Magallanes","p121",2012,259266
"482","Hombre","Parcial","Magallanes","p121",2013,382897
"483","Hombre","Parcial","Magallanes","p121",2014,250509
"484","Hombre","Parcial","Magallanes","p121",2015,600162
"485","Hombre","Parcial","Maipo","p134",2010,200196
"486","Hombre","Parcial","Maipo","p134",2011,128170
"487","Hombre","Parcial","Maipo","p134",2012,170412
"488","Hombre","Parcial","Maipo","p134",2013,250339
"489","Hombre","Parcial","Maipo","p134",2014,202085
"490","Hombre","Parcial","Maipo","p134",2015,178033
"491","Hombre","Parcial","Malleco","p92",2010,79945
"492","Hombre","Parcial","Malleco","p92",2011,79965
"493","Hombre","Parcial","Malleco","p92",2012,100503
"494","Hombre","Parcial","Malleco","p92",2013,137578
"495","Hombre","Parcial","Malleco","p92",2014,142063
"496","Hombre","Parcial","Malleco","p92",2015,100388
"497","Hombre","Parcial","Marga Marga","p58",2010,169884
"498","Hombre","Parcial","Marga Marga","p58",2011,122757
"499","Hombre","Parcial","Marga Marga","p58",2012,182701
"500","Hombre","Parcial","Marga Marga","p58",2013,179245
"501","Hombre","Parcial","Marga Marga","p58",2014,200928
"502","Hombre","Parcial","Marga Marga","p58",2015,225475
"503","Hombre","Parcial","Melipilla","p135",2010,170166
"504","Hombre","Parcial","Melipilla","p135",2011,231970
"505","Hombre","Parcial","Melipilla","p135",2012,200902
"506","Hombre","Parcial","Melipilla","p135",2013,298867
"507","Hombre","Parcial","Melipilla","p135",2014,448726
"508","Hombre","Parcial","Melipilla","p135",2015,350095
"509","Hombre","Parcial","Ñuble","p84",2010,99932
"510","Hombre","Parcial","Ñuble","p84",2011,212382
"511","Hombre","Parcial","Ñuble","p84",2012,195839
