"","sex","company_size","geography_name","geography_id","year","lb_weighted_median"
"84","Hombre","Menos de 5","Colchagua","p63",2010,171941
"85","Hombre","Menos de 5","Colchagua","p63",2011,192570
"86","Hombre","Menos de 5","Colchagua","p63",2012,193006
"87","Hombre","Menos de 5","Colchagua","p63",2013,240061
"88","Hombre","Menos de 5","Colchagua","p63",2014,212982
"89","Hombre","Menos de 5","Colchagua","p63",2015,200000
"90","Hombre","Menos de 5","Concepción","p81",2010,151568
"91","Hombre","Menos de 5","Concepción","p81",2011,150000
"92","Hombre","Menos de 5","Concepción","p81",2012,163376
"93","Hombre","Menos de 5","Concepción","p81",2013,199245
"94","Hombre","Menos de 5","Concepción","p81",2014,199962
"95","Hombre","Menos de 5","Concepción","p81",2015,200000
"96","Hombre","Menos de 5","Copiapó","p31",2010,169538
"97","Hombre","Menos de 5","Copiapó","p31",2011,200871
"98","Hombre","Menos de 5","Copiapó","p31",2012,237692
"99","Hombre","Menos de 5","Copiapó","p31",2013,239052
"100","Hombre","Menos de 5","Copiapó","p31",2014,199962
"101","Hombre","Menos de 5","Copiapó","p31",2015,252621
"102","Hombre","Menos de 5","Cordillera","p152",2010,170859
"103","Hombre","Menos de 5","Cordillera","p152",2011,195718
"104","Hombre","Menos de 5","Cordillera","p152",2012,190100
"105","Hombre","Menos de 5","Cordillera","p152",2013,200257
"106","Hombre","Menos de 5","Cordillera","p152",2014,262710
"107","Hombre","Menos de 5","Cordillera","p152",2015,301140
"108","Hombre","Menos de 5","Coyhaique","p111",2010,246119
"109","Hombre","Menos de 5","Coyhaique","p111",2011,250000
"110","Hombre","Menos de 5","Coyhaique","p111",2012,201042
"111","Hombre","Menos de 5","Coyhaique","p111",2013,220298
"112","Hombre","Menos de 5","Coyhaique","p111",2014,252606
"113","Hombre","Menos de 5","Coyhaique","p111",2015,337606
"114","Hombre","Menos de 5","Curicó","p73",2010,150673
"115","Hombre","Menos de 5","Curicó","p73",2011,180000
"116","Hombre","Menos de 5","Curicó","p73",2012,193000
"117","Hombre","Menos de 5","Curicó","p73",2013,238425
"118","Hombre","Menos de 5","Curicó","p73",2014,233791
"119","Hombre","Menos de 5","Curicó","p73",2015,250686
"120","Hombre","Menos de 5","El Loa","p22",2010,195107
"121","Hombre","Menos de 5","El Loa","p22",2011,213613
"122","Hombre","Menos de 5","El Loa","p22",2012,253237
"123","Hombre","Menos de 5","El Loa","p22",2013,236245
"124","Hombre","Menos de 5","El Loa","p22",2014,289946
"125","Hombre","Menos de 5","El Loa","p22",2015,300980
"126","Hombre","Menos de 5","Elqui","p41",2010,160157
"127","Hombre","Menos de 5","Elqui","p41",2011,200589
"128","Hombre","Menos de 5","Elqui","p41",2012,220195
"129","Hombre","Menos de 5","Elqui","p41",2013,200271
"130","Hombre","Menos de 5","Elqui","p41",2014,252520
"131","Hombre","Menos de 5","Elqui","p41",2015,261059
"132","Hombre","Menos de 5","General Carrera","p114",2010,157483
"133","Hombre","Menos de 5","General Carrera","p114",2011,84903
"134","Hombre","Menos de 5","General Carrera","p114",2012,110618
"135","Hombre","Menos de 5","General Carrera","p114",2013,100136
"136","Hombre","Menos de 5","General Carrera","p114",2014,150023
"137","Hombre","Menos de 5","General Carrera","p114",2015,200815
"138","Hombre","Menos de 5","Huasco","p33",2010,150002
"139","Hombre","Menos de 5","Huasco","p33",2011,150581
"140","Hombre","Menos de 5","Huasco","p33",2012,183023
"141","Hombre","Menos de 5","Huasco","p33",2013,199245
"142","Hombre","Menos de 5","Huasco","p33",2014,200928
"143","Hombre","Menos de 5","Huasco","p33",2015,155419
"144","Hombre","Menos de 5","Iquique","p11",2010,199863
"145","Hombre","Menos de 5","Iquique","p11",2011,199892
"146","Hombre","Menos de 5","Iquique","p11",2012,250439
"147","Hombre","Menos de 5","Iquique","p11",2013,215452
"148","Hombre","Menos de 5","Iquique","p11",2014,299944
"149","Hombre","Menos de 5","Iquique","p11",2015,287788
"150","Hombre","Menos de 5","Limarí","p43",2010,160806
"151","Hombre","Menos de 5","Limarí","p43",2011,180870
"152","Hombre","Menos de 5","Limarí","p43",2012,150677
"153","Hombre","Menos de 5","Limarí","p43",2013,200271
"154","Hombre","Menos de 5","Limarí","p43",2014,199995
"155","Hombre","Menos de 5","Limarí","p43",2015,180532
"156","Hombre","Menos de 5","Linares","p74",2010,100007
"157","Hombre","Menos de 5","Linares","p74",2011,120000
"158","Hombre","Menos de 5","Linares","p74",2012,100340
"159","Hombre","Menos de 5","Linares","p74",2013,149703
"160","Hombre","Menos de 5","Linares","p74",2014,195367
"161","Hombre","Menos de 5","Linares","p74",2015,183773
"162","Hombre","Menos de 5","Llanquihue","p101",2010,187117
"163","Hombre","Menos de 5","Llanquihue","p101",2011,207840
"164","Hombre","Menos de 5","Llanquihue","p101",2012,193821
"165","Hombre","Menos de 5","Llanquihue","p101",2013,199245
"166","Hombre","Menos de 5","Llanquihue","p101",2014,202085
"167","Hombre","Menos de 5","Llanquihue","p101",2015,209892
"168","Hombre","Menos de 5","Los Andes","p53",2010,150070
"169","Hombre","Menos de 5","Los Andes","p53",2011,180384
"170","Hombre","Menos de 5","Los Andes","p53",2012,200902
"171","Hombre","Menos de 5","Los Andes","p53",2013,217691
"172","Hombre","Menos de 5","Los Andes","p53",2014,219978
"173","Hombre","Menos de 5","Los Andes","p53",2015,242064
"174","Hombre","Menos de 5","Magallanes","p121",2010,249829
"175","Hombre","Menos de 5","Magallanes","p121",2011,264446
"176","Hombre","Menos de 5","Magallanes","p121",2012,301353
"177","Hombre","Menos de 5","Magallanes","p121",2013,283754
"178","Hombre","Menos de 5","Magallanes","p121",2014,299944
"179","Hombre","Menos de 5","Magallanes","p121",2015,300055
"180","Hombre","Menos de 5","Maipo","p134",2010,149962
"181","Hombre","Menos de 5","Maipo","p134",2011,180000
"182","Hombre","Menos de 5","Maipo","p134",2012,190000
"183","Hombre","Menos de 5","Maipo","p134",2013,250161
"184","Hombre","Menos de 5","Maipo","p134",2014,200000
"185","Hombre","Menos de 5","Maipo","p134",2015,241065
"186","Hombre","Menos de 5","Malleco","p92",2010,90991
"187","Hombre","Menos de 5","Malleco","p92",2011,84240
"188","Hombre","Menos de 5","Malleco","p92",2012,100252
"189","Hombre","Menos de 5","Malleco","p92",2013,121658
"190","Hombre","Menos de 5","Malleco","p92",2014,143162
"191","Hombre","Menos de 5","Malleco","p92",2015,115786
"192","Hombre","Menos de 5","Marga Marga","p58",2010,164995
"193","Hombre","Menos de 5","Marga Marga","p58",2011,172039
"194","Hombre","Menos de 5","Marga Marga","p58",2012,171844
"195","Hombre","Menos de 5","Marga Marga","p58",2013,210014
"196","Hombre","Menos de 5","Marga Marga","p58",2014,249953
"197","Hombre","Menos de 5","Marga Marga","p58",2015,236913
"198","Hombre","Menos de 5","Melipilla","p135",2010,149904
"199","Hombre","Menos de 5","Melipilla","p135",2011,149748
"200","Hombre","Menos de 5","Melipilla","p135",2012,166834
"201","Hombre","Menos de 5","Melipilla","p135",2013,200000
"202","Hombre","Menos de 5","Melipilla","p135",2014,200682
"203","Hombre","Menos de 5","Melipilla","p135",2015,240031
"204","Hombre","Menos de 5","Ñuble","p84",2010,115437
"205","Hombre","Menos de 5","Ñuble","p84",2011,160480
"206","Hombre","Menos de 5","Ñuble","p84",2012,183016
"207","Hombre","Menos de 5","Ñuble","p84",2013,144961
"208","Hombre","Menos de 5","Ñuble","p84",2014,199962
"209","Hombre","Menos de 5","Ñuble","p84",2015,185683
"210","Hombre","Menos de 5","Osorno","p103",2010,103816
"211","Hombre","Menos de 5","Osorno","p103",2011,120682
"212","Hombre","Menos de 5","Osorno","p103",2012,120675
"213","Hombre","Menos de 5","Osorno","p103",2013,162955
"214","Hombre","Menos de 5","Osorno","p103",2014,179966
"215","Hombre","Menos de 5","Osorno","p103",2015,240055
"216","Hombre","Menos de 5","Parinacota","p152",2010,59323
"217","Hombre","Menos de 5","Parinacota","p152",2011,49020
"218","Hombre","Menos de 5","Parinacota","p152",2012,52795
"219","Hombre","Menos de 5","Parinacota","p152",2013,83179
"220","Hombre","Menos de 5","Parinacota","p152",2014,77921
"221","Hombre","Menos de 5","Parinacota","p152",2015,40000
"222","Hombre","Menos de 5","Petorca","p54",2010,124555
"223","Hombre","Menos de 5","Petorca","p54",2011,179663
"224","Hombre","Menos de 5","Petorca","p54",2012,200056
"225","Hombre","Menos de 5","Petorca","p54",2013,184393
"226","Hombre","Menos de 5","Petorca","p54",2014,202504
"227","Hombre","Menos de 5","Petorca","p54",2015,250068
"228","Hombre","Menos de 5","Quillota","p55",2010,115234
"229","Hombre","Menos de 5","Quillota","p55",2011,149748
"230","Hombre","Menos de 5","Quillota","p55",2012,190957
"231","Hombre","Menos de 5","Quillota","p55",2013,199922
"232","Hombre","Menos de 5","Quillota","p55",2014,204962
"233","Hombre","Menos de 5","Quillota","p55",2015,153355
"234","Hombre","Menos de 5","Ranco","p142",2010,97953
"235","Hombre","Menos de 5","Ranco","p142",2011,80000
"236","Hombre","Menos de 5","Ranco","p142",2012,90406
"237","Hombre","Menos de 5","Ranco","p142",2013,102241
"238","Hombre","Menos de 5","Ranco","p142",2014,181876
"239","Hombre","Menos de 5","Ranco","p142",2015,150598
"240","Hombre","Menos de 5","San Antonio","p56",2010,142953
"241","Hombre","Menos de 5","San Antonio","p56",2011,199361
"242","Hombre","Menos de 5","San Antonio","p56",2012,191461
"243","Hombre","Menos de 5","San Antonio","p56",2013,199956
"244","Hombre","Menos de 5","San Antonio","p56",2014,160272
"245","Hombre","Menos de 5","San Antonio","p56",2015,200815
"246","Hombre","Menos de 5","San Felipe","p57",2010,151107
"247","Hombre","Menos de 5","San Felipe","p57",2011,172780
"248","Hombre","Menos de 5","San Felipe","p57",2012,201008
"249","Hombre","Menos de 5","San Felipe","p57",2013,204579
"250","Hombre","Menos de 5","San Felipe","p57",2014,227345
"251","Hombre","Menos de 5","San Felipe","p57",2015,250068
"252","Hombre","Menos de 5","Santiago","p131",2010,200093
"253","Hombre","Menos de 5","Santiago","p131",2011,200967
"254","Hombre","Menos de 5","Santiago","p131",2012,251405
"255","Hombre","Menos de 5","Santiago","p131",2013,298867
"256","Hombre","Menos de 5","Santiago","p131",2014,299944
"257","Hombre","Menos de 5","Santiago","p131",2015,300980
"258","Hombre","Menos de 5","Talagante","p136",2010,165000
"259","Hombre","Menos de 5","Talagante","p136",2011,175550
"260","Hombre","Menos de 5","Talagante","p136",2012,200902
"261","Hombre","Menos de 5","Talagante","p136",2013,249429
"262","Hombre","Menos de 5","Talagante","p136",2014,241363
"263","Hombre","Menos de 5","Talagante","p136",2015,240978
"264","Hombre","Menos de 5","Talca","p71",2010,150000
"265","Hombre","Menos de 5","Talca","p71",2011,153959
"266","Hombre","Menos de 5","Talca","p71",2012,152574
"267","Hombre","Menos de 5","Talca","p71",2013,185925
"268","Hombre","Menos de 5","Talca","p71",2014,222449
"269","Hombre","Menos de 5","Talca","p71",2015,200591
"270","Hombre","Menos de 5","Tamarugal","p12",2010,113205
"271","Hombre","Menos de 5","Tamarugal","p12",2011,125348
"272","Hombre","Menos de 5","Tamarugal","p12",2012,100451
"273","Hombre","Menos de 5","Tamarugal","p12",2013,157754
"274","Hombre","Menos de 5","Tamarugal","p12",2014,157502
"275","Hombre","Menos de 5","Tamarugal","p12",2015,106324
"276","Hombre","Menos de 5","Tierra del Fuego","p123",2010,200000
"277","Hombre","Menos de 5","Tierra del Fuego","p123",2011,150000
"278","Hombre","Menos de 5","Tierra del Fuego","p123",2012,400000
"279","Hombre","Menos de 5","Tierra del Fuego","p123",2013,570000
"280","Hombre","Menos de 5","Tierra del Fuego","p123",2014,369886
"281","Hombre","Menos de 5","Tierra del Fuego","p123",2015,240000
"282","Hombre","Menos de 5","Tocopilla","p23",2010,100098
"283","Hombre","Menos de 5","Tocopilla","p23",2011,50242
"284","Hombre","Menos de 5","Tocopilla","p23",2012,150843
"285","Hombre","Menos de 5","Tocopilla","p23",2013,40000
"286","Hombre","Menos de 5","Tocopilla","p23",2014,224958
"287","Hombre","Menos de 5","Tocopilla","p23",2015,126639
"288","Hombre","Menos de 5","Última Esperanza","p124",2010,178086
"289","Hombre","Menos de 5","Última Esperanza","p124",2011,155870
"290","Hombre","Menos de 5","Última Esperanza","p124",2012,137040
"291","Hombre","Menos de 5","Última Esperanza","p124",2013,196382
"292","Hombre","Menos de 5","Última Esperanza","p124",2014,202085
"293","Hombre","Menos de 5","Última Esperanza","p124",2015,284856
"294","Hombre","Menos de 5","Valdivia","p141",2010,129990
"295","Hombre","Menos de 5","Valdivia","p141",2011,140677
"296","Hombre","Menos de 5","Valdivia","p141",2012,150756
"297","Hombre","Menos de 5","Valdivia","p141",2013,146136
"298","Hombre","Menos de 5","Valdivia","p141",2014,199983
"299","Hombre","Menos de 5","Valdivia","p141",2015,197403
"300","Hombre","Menos de 5","Valparaíso","p51",2010,149648
"301","Hombre","Menos de 5","Valparaíso","p51",2011,164898
"302","Hombre","Menos de 5","Valparaíso","p51",2012,190407
"303","Hombre","Menos de 5","Valparaíso","p51",2013,209400
"304","Hombre","Menos de 5","Valparaíso","p51",2014,264097
"305","Hombre","Menos de 5","Valparaíso","p51",2015,252096
"306","Hombre","Menos de 5",NA,NA,2010,61572
"307","Hombre","Menos de 5",NA,NA,2011,113453
"308","Hombre","Menos de 5",NA,NA,2012,60106
"309","Hombre","De 5 a 10 personas","Antofagasta","p21",2010,250000
"310","Hombre","De 5 a 10 personas","Antofagasta","p21",2011,295439
"311","Hombre","De 5 a 10 personas","Antofagasta","p21",2012,300000
"312","Hombre","De 5 a 10 personas","Antofagasta","p21",2013,288759
"313","Hombre","De 5 a 10 personas","Antofagasta","p21",2014,295679
"314","Hombre","De 5 a 10 personas","Antofagasta","p21",2015,326178
"315","Hombre","De 5 a 10 personas","Arauco","p82",2010,100084
"316","Hombre","De 5 a 10 personas","Arauco","p82",2011,130303
"317","Hombre","De 5 a 10 personas","Arauco","p82",2012,147179
"318","Hombre","De 5 a 10 personas","Arauco","p82",2013,80220
"319","Hombre","De 5 a 10 personas","Arauco","p82",2014,154072
"320","Hombre","De 5 a 10 personas","Arauco","p82",2015,200054
"321","Hombre","De 5 a 10 personas","Arica","p151",2010,188815
"322","Hombre","De 5 a 10 personas","Arica","p151",2011,175082
"323","Hombre","De 5 a 10 personas","Arica","p151",2012,185142
"324","Hombre","De 5 a 10 personas","Arica","p151",2013,168228
"325","Hombre","De 5 a 10 personas","Arica","p151",2014,182242
"326","Hombre","De 5 a 10 personas","Arica","p151",2015,277643
"327","Hombre","De 5 a 10 personas","Aysén","p112",2010,250888
"328","Hombre","De 5 a 10 personas","Aysén","p112",2011,262326
"329","Hombre","De 5 a 10 personas","Aysén","p112",2012,279829
"330","Hombre","De 5 a 10 personas","Aysén","p112",2013,279085
"331","Hombre","De 5 a 10 personas","Aysén","p112",2014,281304
"332","Hombre","De 5 a 10 personas","Aysén","p112",2015,400000
"333","Hombre","De 5 a 10 personas","Bíobío","p83",2010,167911
"334","Hombre","De 5 a 10 personas","Bíobío","p83",2011,178000
"335","Hombre","De 5 a 10 personas","Bíobío","p83",2012,195400
"336","Hombre","De 5 a 10 personas","Bíobío","p83",2013,175662
"337","Hombre","De 5 a 10 personas","Bíobío","p83",2014,224958
"338","Hombre","De 5 a 10 personas","Bíobío","p83",2015,241627
"339","Hombre","De 5 a 10 personas","Cachapoal","p61",2010,180176
"340","Hombre","De 5 a 10 personas","Cachapoal","p61",2011,189326
"341","Hombre","De 5 a 10 personas","Cachapoal","p61",2012,200000
"342","Hombre","De 5 a 10 personas","Cachapoal","p61",2013,240325
"343","Hombre","De 5 a 10 personas","Cachapoal","p61",2014,230000
"344","Hombre","De 5 a 10 personas","Cachapoal","p61",2015,280060
"345","Hombre","De 5 a 10 personas","Capitán Prat","p113",2010,250245
"346","Hombre","De 5 a 10 personas","Capitán Prat","p113",2012,401804
"347","Hombre","De 5 a 10 personas","Capitán Prat","p113",2013,90000
"348","Hombre","De 5 a 10 personas","Cardenal Caro","p62",2010,182698
"349","Hombre","De 5 a 10 personas","Cardenal Caro","p62",2011,206469
"350","Hombre","De 5 a 10 personas","Cardenal Caro","p62",2012,193417
"351","Hombre","De 5 a 10 personas","Cardenal Caro","p62",2013,209207
"352","Hombre","De 5 a 10 personas","Cardenal Caro","p62",2014,250947
"353","Hombre","De 5 a 10 personas","Cardenal Caro","p62",2015,205015
"354","Hombre","De 5 a 10 personas","Cauquenes","p72",2010,148625
"355","Hombre","De 5 a 10 personas","Cauquenes","p72",2011,159489
"356","Hombre","De 5 a 10 personas","Cauquenes","p72",2012,155268
"357","Hombre","De 5 a 10 personas","Cauquenes","p72",2013,197573
"358","Hombre","De 5 a 10 personas","Cauquenes","p72",2014,179976
"359","Hombre","De 5 a 10 personas","Cauquenes","p72",2015,188741
"360","Hombre","De 5 a 10 personas","Cautín","p91",2010,171019
"361","Hombre","De 5 a 10 personas","Cautín","p91",2011,197288
"362","Hombre","De 5 a 10 personas","Cautín","p91",2012,203604
"363","Hombre","De 5 a 10 personas","Cautín","p91",2013,208458
"364","Hombre","De 5 a 10 personas","Cautín","p91",2014,259397
"365","Hombre","De 5 a 10 personas","Cautín","p91",2015,313614
"366","Hombre","De 5 a 10 personas","Chacabuco","p133",2010,182452
"367","Hombre","De 5 a 10 personas","Chacabuco","p133",2011,182975
"368","Hombre","De 5 a 10 personas","Chacabuco","p133",2012,195564
"369","Hombre","De 5 a 10 personas","Chacabuco","p133",2013,224733
"370","Hombre","De 5 a 10 personas","Chacabuco","p133",2014,227715
"371","Hombre","De 5 a 10 personas","Chacabuco","p133",2015,240000
"372","Hombre","De 5 a 10 personas","Chañaral","p32",2010,100000
"373","Hombre","De 5 a 10 personas","Chañaral","p32",2011,231258
"374","Hombre","De 5 a 10 personas","Chañaral","p32",2012,251405
"375","Hombre","De 5 a 10 personas","Chañaral","p32",2013,315427
"376","Hombre","De 5 a 10 personas","Chañaral","p32",2014,202085
"377","Hombre","De 5 a 10 personas","Chañaral","p32",2015,50204
"378","Hombre","De 5 a 10 personas","Chiloé","p102",2010,158377
"379","Hombre","De 5 a 10 personas","Chiloé","p102",2011,202976
"380","Hombre","De 5 a 10 personas","Chiloé","p102",2012,160000
"381","Hombre","De 5 a 10 personas","Chiloé","p102",2013,247168
"382","Hombre","De 5 a 10 personas","Chiloé","p102",2014,184150
"383","Hombre","De 5 a 10 personas","Chiloé","p102",2015,353285
"384","Hombre","De 5 a 10 personas","Choapa","p42",2010,174866
"385","Hombre","De 5 a 10 personas","Choapa","p42",2011,172488
"386","Hombre","De 5 a 10 personas","Choapa","p42",2012,180997
"387","Hombre","De 5 a 10 personas","Choapa","p42",2013,217991
"388","Hombre","De 5 a 10 personas","Choapa","p42",2014,222293
"389","Hombre","De 5 a 10 personas","Choapa","p42",2015,230206
"390","Hombre","De 5 a 10 personas","Colchagua","p63",2010,180635
"391","Hombre","De 5 a 10 personas","Colchagua","p63",2011,201999
"392","Hombre","De 5 a 10 personas","Colchagua","p63",2012,199813
"393","Hombre","De 5 a 10 personas","Colchagua","p63",2013,210285
"394","Hombre","De 5 a 10 personas","Colchagua","p63",2014,225818
"395","Hombre","De 5 a 10 personas","Colchagua","p63",2015,241681
"396","Hombre","De 5 a 10 personas","Concepción","p81",2010,176715
"397","Hombre","De 5 a 10 personas","Concepción","p81",2011,201235
"398","Hombre","De 5 a 10 personas","Concepción","p81",2012,218565
"399","Hombre","De 5 a 10 personas","Concepción","p81",2013,245842
"400","Hombre","De 5 a 10 personas","Concepción","p81",2014,230404
"401","Hombre","De 5 a 10 personas","Concepción","p81",2015,256000
"402","Hombre","De 5 a 10 personas","Copiapó","p31",2010,194936
"403","Hombre","De 5 a 10 personas","Copiapó","p31",2011,213183
"404","Hombre","De 5 a 10 personas","Copiapó","p31",2012,200300
"405","Hombre","De 5 a 10 personas","Copiapó","p31",2013,280000
"406","Hombre","De 5 a 10 personas","Copiapó","p31",2014,282707
"407","Hombre","De 5 a 10 personas","Copiapó","p31",2015,409508
"408","Hombre","De 5 a 10 personas","Cordillera","p152",2010,220872
"409","Hombre","De 5 a 10 personas","Cordillera","p152",2011,199388
"410","Hombre","De 5 a 10 personas","Cordillera","p152",2012,133567
"411","Hombre","De 5 a 10 personas","Cordillera","p152",2013,300407
"412","Hombre","De 5 a 10 personas","Cordillera","p152",2014,338492
"413","Hombre","De 5 a 10 personas","Cordillera","p152",2015,320942
"414","Hombre","De 5 a 10 personas","Coyhaique","p111",2010,191933
"415","Hombre","De 5 a 10 personas","Coyhaique","p111",2011,238975
"416","Hombre","De 5 a 10 personas","Coyhaique","p111",2012,207588
"417","Hombre","De 5 a 10 personas","Coyhaique","p111",2013,285000
"418","Hombre","De 5 a 10 personas","Coyhaique","p111",2014,219638
"419","Hombre","De 5 a 10 personas","Coyhaique","p111",2015,399068
"420","Hombre","De 5 a 10 personas","Curicó","p73",2010,172471
"421","Hombre","De 5 a 10 personas","Curicó","p73",2011,182000
"422","Hombre","De 5 a 10 personas","Curicó","p73",2012,201124
"423","Hombre","De 5 a 10 personas","Curicó","p73",2013,246333
"424","Hombre","De 5 a 10 personas","Curicó","p73",2014,225000
"425","Hombre","De 5 a 10 personas","Curicó","p73",2015,241347
"426","Hombre","De 5 a 10 personas","El Loa","p22",2010,180000
"427","Hombre","De 5 a 10 personas","El Loa","p22",2011,60000
"428","Hombre","De 5 a 10 personas","El Loa","p22",2012,316421
"429","Hombre","De 5 a 10 personas","El Loa","p22",2013,250339
"430","Hombre","De 5 a 10 personas","El Loa","p22",2014,300000
"431","Hombre","De 5 a 10 personas","El Loa","p22",2015,450122
"432","Hombre","De 5 a 10 personas","Elqui","p41",2010,202246
"433","Hombre","De 5 a 10 personas","Elqui","p41",2011,200967
"434","Hombre","De 5 a 10 personas","Elqui","p41",2012,280830
"435","Hombre","De 5 a 10 personas","Elqui","p41",2013,219648
"436","Hombre","De 5 a 10 personas","Elqui","p41",2014,227345
"437","Hombre","De 5 a 10 personas","Elqui","p41",2015,242785
"438","Hombre","De 5 a 10 personas","General Carrera","p114",2010,250245
"439","Hombre","De 5 a 10 personas","General Carrera","p114",2011,251208
"440","Hombre","De 5 a 10 personas","General Carrera","p114",2012,1126296
"441","Hombre","De 5 a 10 personas","General Carrera","p114",2015,509066
"442","Hombre","De 5 a 10 personas","Huasco","p33",2010,185348
"443","Hombre","De 5 a 10 personas","Huasco","p33",2011,140677
"444","Hombre","De 5 a 10 personas","Huasco","p33",2012,192000
"445","Hombre","De 5 a 10 personas","Huasco","p33",2013,209207
"446","Hombre","De 5 a 10 personas","Huasco","p33",2014,349934
"447","Hombre","De 5 a 10 personas","Huasco","p33",2015,214243
