"","sex","isced","geography_name","geography_id","year","weighted_mean"
"162","Hombre","Educación Preescolar","Concepción","p81",2011,95463.9945800867
"163","Hombre","Educación Preescolar","Concepción","p81",2012,35309.5855736289
"164","Hombre","Educación Preescolar","Concepción","p81",2013,39848.9480309297
"165","Hombre","Educación Preescolar","Concepción","p81",2014,79984.9990624414
"166","Hombre","Educación Preescolar","Concepción","p81",2015,194922.981197105
"167","Hombre","Educación Preescolar","Copiapó","p31",2010,188133.853350067
"168","Hombre","Educación Preescolar","Copiapó","p31",2012,30135.3092783505
"169","Hombre","Educación Preescolar","Copiapó","p31",2013,215401.542948645
"170","Hombre","Educación Preescolar","Copiapó","p31",2014,240136.831851364
"171","Hombre","Educación Preescolar","Copiapó","p31",2015,150000
"172","Hombre","Educación Preescolar","Cordillera","p152",2011,320000
"173","Hombre","Educación Preescolar","Cordillera","p152",2012,265736.792499958
"174","Hombre","Educación Preescolar","Cordillera","p152",2013,298867.110231973
"175","Hombre","Educación Preescolar","Cordillera","p152",2014,58458.5895592834
"176","Hombre","Educación Preescolar","Cordillera","p152",2015,300081.183474654
"177","Hombre","Educación Preescolar","Coyhaique","p111",2011,300000
"178","Hombre","Educación Preescolar","El Loa","p22",2010,110000
"179","Hombre","Educación Preescolar","El Loa","p22",2011,70338.3244882486
"180","Hombre","Educación Preescolar","El Loa","p22",2015,125635.818563455
"181","Hombre","Educación Preescolar","Elqui","p41",2010,119917.928676111
"182","Hombre","Educación Preescolar","Elqui","p41",2011,40261.4014707507
"183","Hombre","Educación Preescolar","Elqui","p41",2012,73089.4117740054
"184","Hombre","Educación Preescolar","Elqui","p41",2013,161130.000896399
"185","Hombre","Educación Preescolar","Elqui","p41",2014,198656.083324099
"186","Hombre","Educación Preescolar","Elqui","p41",2015,236727.424890289
"187","Hombre","Educación Preescolar","Huasco","p33",2010,110000
"188","Hombre","Educación Preescolar","Huasco","p33",2013,30048
"189","Hombre","Educación Preescolar","Iquique","p11",2011,207871.388266358
"190","Hombre","Educación Preescolar","Iquique","p11",2013,280379.575237236
"191","Hombre","Educación Preescolar","Limarí","p43",2010,173000
"192","Hombre","Educación Preescolar","Linares","p74",2010,39281.4383211985
"193","Hombre","Educación Preescolar","Linares","p74",2014,114978.43615226
"194","Hombre","Educación Preescolar","Llanquihue","p101",2010,60058.719906048
"195","Hombre","Educación Preescolar","Llanquihue","p101",2012,163735.180412371
"196","Hombre","Educación Preescolar","Llanquihue","p101",2014,187339.968902834
"197","Hombre","Educación Preescolar","Los Andes","p53",2011,10032
"198","Hombre","Educación Preescolar","Los Andes","p53",2012,196543.5527767
"199","Hombre","Educación Preescolar","Los Andes","p53",2013,209206.977162381
"200","Hombre","Educación Preescolar","Los Andes","p53",2014,279887.057039984
"201","Hombre","Educación Preescolar","Magallanes","p121",2011,299041.083012127
"202","Hombre","Educación Preescolar","Magallanes","p121",2014,180000
"203","Hombre","Educación Preescolar","Magallanes","p121",2015,350000
"204","Hombre","Educación Preescolar","Maipo","p134",2010,179497.608257414
"205","Hombre","Educación Preescolar","Maipo","p134",2011,185939.405705224
"206","Hombre","Educación Preescolar","Maipo","p134",2012,294244.729082196
"207","Hombre","Educación Preescolar","Maipo","p134",2013,135189.38566687
"208","Hombre","Educación Preescolar","Maipo","p134",2014,272302.180592093
"209","Hombre","Educación Preescolar","Malleco","p92",2011,200000
"210","Hombre","Educación Preescolar","Malleco","p92",2014,211365.216935519
"211","Hombre","Educación Preescolar","Malleco","p92",2015,299214.233973199
"212","Hombre","Educación Preescolar","Marga Marga","p58",2010,120293.697416053
"213","Hombre","Educación Preescolar","Marga Marga","p58",2011,233907.639879166
"214","Hombre","Educación Preescolar","Marga Marga","p58",2014,15156.33882888
"215","Hombre","Educación Preescolar","Marga Marga","p58",2015,54524.1849543025
"216","Hombre","Educación Preescolar","Melipilla","p135",2010,500000
"217","Hombre","Educación Preescolar","Melipilla","p135",2012,143962.264150943
"218","Hombre","Educación Preescolar","Melipilla","p135",2014,120271.754803372
"219","Hombre","Educación Preescolar","Melipilla","p135",2015,70018.9428107526
"220","Hombre","Educación Preescolar","Ñuble","p84",2010,32031.3172832256
"221","Hombre","Educación Preescolar","Ñuble","p84",2011,146316.320179268
"222","Hombre","Educación Preescolar","Ñuble","p84",2012,200000
"223","Hombre","Educación Preescolar","Ñuble","p84",2014,181876.06594656
"224","Hombre","Educación Preescolar","Ñuble","p84",2015,162039.343056825
"225","Hombre","Educación Preescolar","Osorno","p103",2010,67442.2940801655
"226","Hombre","Educación Preescolar","Osorno","p103",2012,119513.133318537
"227","Hombre","Educación Preescolar","Osorno","p103",2014,180000
"228","Hombre","Educación Preescolar","Parinacota","p152",2013,199244.740154648
"229","Hombre","Educación Preescolar","Parinacota","p152",2014,93982.3738983687
"230","Hombre","Educación Preescolar","Petorca","p54",2013,35864.0532278367
"231","Hombre","Educación Preescolar","Quillota","p55",2013,230000
"232","Hombre","Educación Preescolar","Quillota","p55",2014,159969.998124883
"233","Hombre","Educación Preescolar","Quillota","p55",2015,130419.678168201
"234","Hombre","Educación Preescolar","Ranco","p142",2010,104571.643374104
"235","Hombre","Educación Preescolar","Ranco","p142",2011,65314.1584533737
"236","Hombre","Educación Preescolar","Ranco","p142",2013,207214.529760834
"237","Hombre","Educación Preescolar","San Antonio","p56",2010,185872.789447973
"238","Hombre","Educación Preescolar","San Antonio","p56",2012,20000
"239","Hombre","Educación Preescolar","San Antonio","p56",2013,167200.036841683
"240","Hombre","Educación Preescolar","San Felipe","p57",2011,119946.283042948
"241","Hombre","Educación Preescolar","San Felipe","p57",2012,136086.357096293
"242","Hombre","Educación Preescolar","San Felipe","p57",2013,206279.258924538
"243","Hombre","Educación Preescolar","San Felipe","p57",2014,237449.30831912
"244","Hombre","Educación Preescolar","Santiago","p131",2010,205200.626345664
"245","Hombre","Educación Preescolar","Santiago","p131",2011,156165.750779648
"246","Hombre","Educación Preescolar","Santiago","p131",2012,136562.076940825
"247","Hombre","Educación Preescolar","Santiago","p131",2013,334090.171328063
"248","Hombre","Educación Preescolar","Santiago","p131",2014,131064.76375981
"249","Hombre","Educación Preescolar","Santiago","p131",2015,385854.942643172
"250","Hombre","Educación Preescolar","Talagante","p136",2010,200195.73302016
"251","Hombre","Educación Preescolar","Talagante","p136",2011,180000
"252","Hombre","Educación Preescolar","Talagante","p136",2013,60973.9739285898
"253","Hombre","Educación Preescolar","Talagante","p136",2014,49990.6244140259
"254","Hombre","Educación Preescolar","Talagante","p136",2015,200054.122316436
"255","Hombre","Educación Preescolar","Talca","p71",2012,241082.474226804
"256","Hombre","Educación Preescolar","Talca","p71",2013,111814.927417971
"257","Hombre","Educación Preescolar","Talca","p71",2015,166676.385367621
"258","Hombre","Educación Preescolar","Tocopilla","p23",2013,210284.681427927
"259","Hombre","Educación Preescolar","Tocopilla","p23",2014,246748.791753483
"260","Hombre","Educación Preescolar","Valdivia","p141",2010,5065.32855607225
"261","Hombre","Educación Preescolar","Valdivia","p141",2012,56314.7806855878
"262","Hombre","Educación Preescolar","Valdivia","p141",2013,169628.99425025
"263","Hombre","Educación Preescolar","Valparaíso","p51",2010,170000
"264","Hombre","Educación Preescolar","Valparaíso","p51",2011,30000
"265","Hombre","Educación Preescolar","Valparaíso","p51",2013,48065.070040669
"266","Hombre","Educación Preescolar","Valparaíso","p51",2014,101042.2588592
"267","Hombre","Educación Preescolar","Valparaíso","p51",2015,230764.917524548
"268","Hombre","Educación Preescolar",NA,NA,2010,53127.6801329623
"269","Hombre","Educación Primaria (nivel 1)","Antofagasta","p21",2010,440704.307051421
"270","Hombre","Educación Primaria (nivel 1)","Antofagasta","p21",2011,362208.423589024
"271","Hombre","Educación Primaria (nivel 1)","Antofagasta","p21",2012,370584.51418206
"272","Hombre","Educación Primaria (nivel 1)","Antofagasta","p21",2013,353781.734159963
"273","Hombre","Educación Primaria (nivel 1)","Antofagasta","p21",2014,349595.598968239
"274","Hombre","Educación Primaria (nivel 1)","Antofagasta","p21",2015,368549.925746445
"275","Hombre","Educación Primaria (nivel 1)","Arauco","p82",2010,185994.140047511
"276","Hombre","Educación Primaria (nivel 1)","Arauco","p82",2011,174747.209392371
"277","Hombre","Educación Primaria (nivel 1)","Arauco","p82",2012,173692.737970544
"278","Hombre","Educación Primaria (nivel 1)","Arauco","p82",2013,182772.460059822
"279","Hombre","Educación Primaria (nivel 1)","Arauco","p82",2014,196199.079159492
"280","Hombre","Educación Primaria (nivel 1)","Arauco","p82",2015,280233.964713259
"281","Hombre","Educación Primaria (nivel 1)","Arica","p151",2010,198740.801066662
"282","Hombre","Educación Primaria (nivel 1)","Arica","p151",2011,245132.210491938
"283","Hombre","Educación Primaria (nivel 1)","Arica","p151",2012,231218.773033364
"284","Hombre","Educación Primaria (nivel 1)","Arica","p151",2013,233716.315067322
"285","Hombre","Educación Primaria (nivel 1)","Arica","p151",2014,250221.205719528
"286","Hombre","Educación Primaria (nivel 1)","Arica","p151",2015,291970.182047723
"287","Hombre","Educación Primaria (nivel 1)","Aysén","p112",2010,257890.197561621
"288","Hombre","Educación Primaria (nivel 1)","Aysén","p112",2011,288650.752021115
"289","Hombre","Educación Primaria (nivel 1)","Aysén","p112",2012,303328.716112194
"290","Hombre","Educación Primaria (nivel 1)","Aysén","p112",2013,371665.352415685
"291","Hombre","Educación Primaria (nivel 1)","Aysén","p112",2014,285923.936902563
"292","Hombre","Educación Primaria (nivel 1)","Aysén","p112",2015,283766.924682163
"293","Hombre","Educación Primaria (nivel 1)","Bíobío","p83",2010,291829.15574411
"294","Hombre","Educación Primaria (nivel 1)","Bíobío","p83",2011,172904.643458236
"295","Hombre","Educación Primaria (nivel 1)","Bíobío","p83",2012,199357.793589074
"296","Hombre","Educación Primaria (nivel 1)","Bíobío","p83",2013,333267.590575346
"297","Hombre","Educación Primaria (nivel 1)","Bíobío","p83",2014,223323.719670227
"298","Hombre","Educación Primaria (nivel 1)","Bíobío","p83",2015,206477.187121451
"299","Hombre","Educación Primaria (nivel 1)","Cachapoal","p61",2010,237689.295281859
"300","Hombre","Educación Primaria (nivel 1)","Cachapoal","p61",2011,226636.555628202
"301","Hombre","Educación Primaria (nivel 1)","Cachapoal","p61",2012,235743.952660603
"302","Hombre","Educación Primaria (nivel 1)","Cachapoal","p61",2013,249018.205567528
"303","Hombre","Educación Primaria (nivel 1)","Cachapoal","p61",2014,286037.163909895
"304","Hombre","Educación Primaria (nivel 1)","Cachapoal","p61",2015,301926.484392939
"305","Hombre","Educación Primaria (nivel 1)","Capitán Prat","p113",2010,281976.214190037
"306","Hombre","Educación Primaria (nivel 1)","Capitán Prat","p113",2011,118307.435644301
"307","Hombre","Educación Primaria (nivel 1)","Cardenal Caro","p62",2010,148901.74433461
"308","Hombre","Educación Primaria (nivel 1)","Cardenal Caro","p62",2011,187776.956825692
"309","Hombre","Educación Primaria (nivel 1)","Cardenal Caro","p62",2012,196176.742483275
"310","Hombre","Educación Primaria (nivel 1)","Cardenal Caro","p62",2013,230598.441019796
"311","Hombre","Educación Primaria (nivel 1)","Cardenal Caro","p62",2014,245992.19256867
"312","Hombre","Educación Primaria (nivel 1)","Cardenal Caro","p62",2015,264193.191815209
"313","Hombre","Educación Primaria (nivel 1)","Cauquenes","p72",2010,146017.128649432
"314","Hombre","Educación Primaria (nivel 1)","Cauquenes","p72",2011,204409.618797455
"315","Hombre","Educación Primaria (nivel 1)","Cauquenes","p72",2012,159073.522096981
"316","Hombre","Educación Primaria (nivel 1)","Cauquenes","p72",2013,214854.378842206
"317","Hombre","Educación Primaria (nivel 1)","Cauquenes","p72",2014,203909.312422847
"318","Hombre","Educación Primaria (nivel 1)","Cauquenes","p72",2015,198106.188146364
"319","Hombre","Educación Primaria (nivel 1)","Cautín","p91",2010,118319.424648898
"320","Hombre","Educación Primaria (nivel 1)","Cautín","p91",2011,127657.371079313
"321","Hombre","Educación Primaria (nivel 1)","Cautín","p91",2012,131337.18161999
"322","Hombre","Educación Primaria (nivel 1)","Cautín","p91",2013,143230.246087367
"323","Hombre","Educación Primaria (nivel 1)","Cautín","p91",2014,167432.816704058
"324","Hombre","Educación Primaria (nivel 1)","Cautín","p91",2015,173011.161141166
"325","Hombre","Educación Primaria (nivel 1)","Chacabuco","p133",2010,206228.060660582
"326","Hombre","Educación Primaria (nivel 1)","Chacabuco","p133",2011,232760.364063073
"327","Hombre","Educación Primaria (nivel 1)","Chacabuco","p133",2012,208307.669317248
"328","Hombre","Educación Primaria (nivel 1)","Chacabuco","p133",2013,249964.308126168
"329","Hombre","Educación Primaria (nivel 1)","Chacabuco","p133",2014,277022.177952696
"330","Hombre","Educación Primaria (nivel 1)","Chacabuco","p133",2015,293749.067220621
"331","Hombre","Educación Primaria (nivel 1)","Chañaral","p32",2010,201697.026618124
"332","Hombre","Educación Primaria (nivel 1)","Chañaral","p32",2011,146484.557264923
"333","Hombre","Educación Primaria (nivel 1)","Chañaral","p32",2012,357366.627606168
"334","Hombre","Educación Primaria (nivel 1)","Chañaral","p32",2013,396541.947987222
"335","Hombre","Educación Primaria (nivel 1)","Chañaral","p32",2014,225233.117744959
"336","Hombre","Educación Primaria (nivel 1)","Chañaral","p32",2015,346813.781354731
"337","Hombre","Educación Primaria (nivel 1)","Chiloé","p102",2010,126283.114878236
"338","Hombre","Educación Primaria (nivel 1)","Chiloé","p102",2011,150603.606278722
"339","Hombre","Educación Primaria (nivel 1)","Chiloé","p102",2012,129800.448783999
"340","Hombre","Educación Primaria (nivel 1)","Chiloé","p102",2013,168554.637499153
"341","Hombre","Educación Primaria (nivel 1)","Chiloé","p102",2014,200183.244119186
"342","Hombre","Educación Primaria (nivel 1)","Chiloé","p102",2015,237196.532854729
"343","Hombre","Educación Primaria (nivel 1)","Choapa","p42",2010,239911.523549934
"344","Hombre","Educación Primaria (nivel 1)","Choapa","p42",2011,168564.08231706
"345","Hombre","Educación Primaria (nivel 1)","Choapa","p42",2012,214723.071853391
"346","Hombre","Educación Primaria (nivel 1)","Choapa","p42",2013,272016.347931249
"347","Hombre","Educación Primaria (nivel 1)","Choapa","p42",2014,283272.89298084
"348","Hombre","Educación Primaria (nivel 1)","Choapa","p42",2015,256171.507340738
"349","Hombre","Educación Primaria (nivel 1)","Colchagua","p63",2010,190642.934146753
"350","Hombre","Educación Primaria (nivel 1)","Colchagua","p63",2011,249014.866753704
"351","Hombre","Educación Primaria (nivel 1)","Colchagua","p63",2012,261315.203517858
"352","Hombre","Educación Primaria (nivel 1)","Colchagua","p63",2013,301463.525834479
"353","Hombre","Educación Primaria (nivel 1)","Colchagua","p63",2014,262371.293860106
"354","Hombre","Educación Primaria (nivel 1)","Colchagua","p63",2015,231457.49778608
"355","Hombre","Educación Primaria (nivel 1)","Concepción","p81",2010,184134.38041239
"356","Hombre","Educación Primaria (nivel 1)","Concepción","p81",2011,199284.764545061
"357","Hombre","Educación Primaria (nivel 1)","Concepción","p81",2012,206274.762364112
"358","Hombre","Educación Primaria (nivel 1)","Concepción","p81",2013,238518.704162121
"359","Hombre","Educación Primaria (nivel 1)","Concepción","p81",2014,227816.613601654
"360","Hombre","Educación Primaria (nivel 1)","Concepción","p81",2015,221299.024342035
"361","Hombre","Educación Primaria (nivel 1)","Copiapó","p31",2010,268068.408597046
"362","Hombre","Educación Primaria (nivel 1)","Copiapó","p31",2011,323490.071466618
"363","Hombre","Educación Primaria (nivel 1)","Copiapó","p31",2012,309454.342193344
"364","Hombre","Educación Primaria (nivel 1)","Copiapó","p31",2013,428527.734531461
"365","Hombre","Educación Primaria (nivel 1)","Copiapó","p31",2014,341590.848768887
"366","Hombre","Educación Primaria (nivel 1)","Copiapó","p31",2015,500985.216847364
"367","Hombre","Educación Primaria (nivel 1)","Cordillera","p152",2010,191605.157250253
"368","Hombre","Educación Primaria (nivel 1)","Cordillera","p152",2011,225197.940744044
"369","Hombre","Educación Primaria (nivel 1)","Cordillera","p152",2012,381914.764883616
"370","Hombre","Educación Primaria (nivel 1)","Cordillera","p152",2013,274094.353631546
"371","Hombre","Educación Primaria (nivel 1)","Cordillera","p152",2014,293910.038606138
"372","Hombre","Educación Primaria (nivel 1)","Cordillera","p152",2015,356536.518445719
"373","Hombre","Educación Primaria (nivel 1)","Coyhaique","p111",2010,226503.278881728
"374","Hombre","Educación Primaria (nivel 1)","Coyhaique","p111",2011,251509.489143907
"375","Hombre","Educación Primaria (nivel 1)","Coyhaique","p111",2012,283931.332356072
"376","Hombre","Educación Primaria (nivel 1)","Coyhaique","p111",2013,271324.620891605
"377","Hombre","Educación Primaria (nivel 1)","Coyhaique","p111",2014,281533.559867906
"378","Hombre","Educación Primaria (nivel 1)","Coyhaique","p111",2015,397830.938698927
"379","Hombre","Educación Primaria (nivel 1)","Curicó","p73",2010,158192.412812157
"380","Hombre","Educación Primaria (nivel 1)","Curicó","p73",2011,172906.573733422
"381","Hombre","Educación Primaria (nivel 1)","Curicó","p73",2012,195273.748810923
"382","Hombre","Educación Primaria (nivel 1)","Curicó","p73",2013,246978.800832441
"383","Hombre","Educación Primaria (nivel 1)","Curicó","p73",2014,248419.561695995
