"","sex","icse","geography_name","geography_id","year","weighted_mean"
"115","Hombre","Asalariado Sector Privado","Curicó","p73",2011,254619.32449921
"116","Hombre","Asalariado Sector Privado","Curicó","p73",2012,303578.621946374
"117","Hombre","Asalariado Sector Privado","Curicó","p73",2013,309639.976687367
"118","Hombre","Asalariado Sector Privado","Curicó","p73",2014,351353.476466589
"119","Hombre","Asalariado Sector Privado","Curicó","p73",2015,438199.6528485
"120","Hombre","Asalariado Sector Privado","El Loa","p22",2010,594436.261116306
"121","Hombre","Asalariado Sector Privado","El Loa","p22",2011,607643.107474271
"122","Hombre","Asalariado Sector Privado","El Loa","p22",2012,739892.523384043
"123","Hombre","Asalariado Sector Privado","El Loa","p22",2013,816785.077740038
"124","Hombre","Asalariado Sector Privado","El Loa","p22",2014,786954.485875145
"125","Hombre","Asalariado Sector Privado","El Loa","p22",2015,835682.278353081
"126","Hombre","Asalariado Sector Privado","Elqui","p41",2010,450970.931674551
"127","Hombre","Asalariado Sector Privado","Elqui","p41",2011,441855.389589363
"128","Hombre","Asalariado Sector Privado","Elqui","p41",2012,502725.73658837
"129","Hombre","Asalariado Sector Privado","Elqui","p41",2013,554392.017423031
"130","Hombre","Asalariado Sector Privado","Elqui","p41",2014,505450.036909912
"131","Hombre","Asalariado Sector Privado","Elqui","p41",2015,516480.773683956
"132","Hombre","Asalariado Sector Privado","General Carrera","p114",2010,383198.756130963
"133","Hombre","Asalariado Sector Privado","General Carrera","p114",2011,390134.99650598
"134","Hombre","Asalariado Sector Privado","General Carrera","p114",2012,462734.7111073
"135","Hombre","Asalariado Sector Privado","General Carrera","p114",2013,649000.824996169
"136","Hombre","Asalariado Sector Privado","General Carrera","p114",2014,483147.772891932
"137","Hombre","Asalariado Sector Privado","General Carrera","p114",2015,526388.532270525
"138","Hombre","Asalariado Sector Privado","Huasco","p33",2010,327778.122869256
"139","Hombre","Asalariado Sector Privado","Huasco","p33",2011,401577.939905579
"140","Hombre","Asalariado Sector Privado","Huasco","p33",2012,413267.283319979
"141","Hombre","Asalariado Sector Privado","Huasco","p33",2013,454050.902892318
"142","Hombre","Asalariado Sector Privado","Huasco","p33",2014,442403.262053579
"143","Hombre","Asalariado Sector Privado","Huasco","p33",2015,478394.614296347
"144","Hombre","Asalariado Sector Privado","Iquique","p11",2010,525446.898756504
"145","Hombre","Asalariado Sector Privado","Iquique","p11",2011,509657.869772172
"146","Hombre","Asalariado Sector Privado","Iquique","p11",2012,592499.331841838
"147","Hombre","Asalariado Sector Privado","Iquique","p11",2013,585985.904966179
"148","Hombre","Asalariado Sector Privado","Iquique","p11",2014,624548.98744793
"149","Hombre","Asalariado Sector Privado","Iquique","p11",2015,661301.702018524
"150","Hombre","Asalariado Sector Privado","Limarí","p43",2010,299998.11574405
"151","Hombre","Asalariado Sector Privado","Limarí","p43",2011,284397.160708693
"152","Hombre","Asalariado Sector Privado","Limarí","p43",2012,335718.339111827
"153","Hombre","Asalariado Sector Privado","Limarí","p43",2013,357749.250238787
"154","Hombre","Asalariado Sector Privado","Limarí","p43",2014,375600.918533783
"155","Hombre","Asalariado Sector Privado","Limarí","p43",2015,358298.252188444
"156","Hombre","Asalariado Sector Privado","Linares","p74",2010,191292.844118181
"157","Hombre","Asalariado Sector Privado","Linares","p74",2011,241701.52472846
"158","Hombre","Asalariado Sector Privado","Linares","p74",2012,273476.765392047
"159","Hombre","Asalariado Sector Privado","Linares","p74",2013,303169.683152909
"160","Hombre","Asalariado Sector Privado","Linares","p74",2014,317008.815843318
"161","Hombre","Asalariado Sector Privado","Linares","p74",2015,369801.94839328
"162","Hombre","Asalariado Sector Privado","Llanquihue","p101",2010,309593.803090156
"163","Hombre","Asalariado Sector Privado","Llanquihue","p101",2011,381604.967109643
"164","Hombre","Asalariado Sector Privado","Llanquihue","p101",2012,395559.356745106
"165","Hombre","Asalariado Sector Privado","Llanquihue","p101",2013,429198.423280216
"166","Hombre","Asalariado Sector Privado","Llanquihue","p101",2014,525074.493511269
"167","Hombre","Asalariado Sector Privado","Llanquihue","p101",2015,643281.31828881
"168","Hombre","Asalariado Sector Privado","Los Andes","p53",2010,494927.492036544
"169","Hombre","Asalariado Sector Privado","Los Andes","p53",2011,453222.914342359
"170","Hombre","Asalariado Sector Privado","Los Andes","p53",2012,451389.251915886
"171","Hombre","Asalariado Sector Privado","Los Andes","p53",2013,457161.520806301
"172","Hombre","Asalariado Sector Privado","Los Andes","p53",2014,505613.578703936
"173","Hombre","Asalariado Sector Privado","Los Andes","p53",2015,502218.09283662
"174","Hombre","Asalariado Sector Privado","Magallanes","p121",2010,588602.577206611
"175","Hombre","Asalariado Sector Privado","Magallanes","p121",2011,655550.207565918
"176","Hombre","Asalariado Sector Privado","Magallanes","p121",2012,600236.023554781
"177","Hombre","Asalariado Sector Privado","Magallanes","p121",2013,632326.795752064
"178","Hombre","Asalariado Sector Privado","Magallanes","p121",2014,547825.139385071
"179","Hombre","Asalariado Sector Privado","Magallanes","p121",2015,654978.088443061
"180","Hombre","Asalariado Sector Privado","Maipo","p134",2010,356672.900992554
"181","Hombre","Asalariado Sector Privado","Maipo","p134",2011,368843.088661974
"182","Hombre","Asalariado Sector Privado","Maipo","p134",2012,382384.83139283
"183","Hombre","Asalariado Sector Privado","Maipo","p134",2013,505633.037423278
"184","Hombre","Asalariado Sector Privado","Maipo","p134",2014,455932.303524377
"185","Hombre","Asalariado Sector Privado","Maipo","p134",2015,494295.876486422
"186","Hombre","Asalariado Sector Privado","Malleco","p92",2010,238026.206543779
"187","Hombre","Asalariado Sector Privado","Malleco","p92",2011,317836.8497042
"188","Hombre","Asalariado Sector Privado","Malleco","p92",2012,338313.722060574
"189","Hombre","Asalariado Sector Privado","Malleco","p92",2013,320160.947783183
"190","Hombre","Asalariado Sector Privado","Malleco","p92",2014,341801.008229857
"191","Hombre","Asalariado Sector Privado","Malleco","p92",2015,343847.15252509
"192","Hombre","Asalariado Sector Privado","Marga Marga","p58",2010,341006.461628525
"193","Hombre","Asalariado Sector Privado","Marga Marga","p58",2011,338161.282446871
"194","Hombre","Asalariado Sector Privado","Marga Marga","p58",2012,376051.403978303
"195","Hombre","Asalariado Sector Privado","Marga Marga","p58",2013,423014.346358801
"196","Hombre","Asalariado Sector Privado","Marga Marga","p58",2014,509336.105071442
"197","Hombre","Asalariado Sector Privado","Marga Marga","p58",2015,486076.958870762
"198","Hombre","Asalariado Sector Privado","Melipilla","p135",2010,309060.488342477
"199","Hombre","Asalariado Sector Privado","Melipilla","p135",2011,297196.146793823
"200","Hombre","Asalariado Sector Privado","Melipilla","p135",2012,320778.078107754
"201","Hombre","Asalariado Sector Privado","Melipilla","p135",2013,318339.522379706
"202","Hombre","Asalariado Sector Privado","Melipilla","p135",2014,442126.704193968
"203","Hombre","Asalariado Sector Privado","Melipilla","p135",2015,418000.108163768
"204","Hombre","Asalariado Sector Privado","Ñuble","p84",2010,233567.85246783
"205","Hombre","Asalariado Sector Privado","Ñuble","p84",2011,288210.181886782
"206","Hombre","Asalariado Sector Privado","Ñuble","p84",2012,327284.77398081
"207","Hombre","Asalariado Sector Privado","Ñuble","p84",2013,316693.920808179
"208","Hombre","Asalariado Sector Privado","Ñuble","p84",2014,366964.590773197
"209","Hombre","Asalariado Sector Privado","Ñuble","p84",2015,425193.78203702
"210","Hombre","Asalariado Sector Privado","Osorno","p103",2010,298976.053763678
"211","Hombre","Asalariado Sector Privado","Osorno","p103",2011,314291.489146878
"212","Hombre","Asalariado Sector Privado","Osorno","p103",2012,351151.654081365
"213","Hombre","Asalariado Sector Privado","Osorno","p103",2013,402352.855402108
"214","Hombre","Asalariado Sector Privado","Osorno","p103",2014,413426.78740685
"215","Hombre","Asalariado Sector Privado","Osorno","p103",2015,407888.233150865
"216","Hombre","Asalariado Sector Privado","Parinacota","p152",2011,174840.978013647
"217","Hombre","Asalariado Sector Privado","Parinacota","p152",2012,232855.718370007
"218","Hombre","Asalariado Sector Privado","Parinacota","p152",2013,281207.352446776
"219","Hombre","Asalariado Sector Privado","Parinacota","p152",2014,109979.373710857
"220","Hombre","Asalariado Sector Privado","Parinacota","p152",2015,191828.028213894
"221","Hombre","Asalariado Sector Privado","Petorca","p54",2010,322510.893118384
"222","Hombre","Asalariado Sector Privado","Petorca","p54",2011,377244.792916746
"223","Hombre","Asalariado Sector Privado","Petorca","p54",2012,398233.18565267
"224","Hombre","Asalariado Sector Privado","Petorca","p54",2013,349834.594712824
"225","Hombre","Asalariado Sector Privado","Petorca","p54",2014,354395.488529442
"226","Hombre","Asalariado Sector Privado","Petorca","p54",2015,461173.775700314
"227","Hombre","Asalariado Sector Privado","Quillota","p55",2010,343090.02026714
"228","Hombre","Asalariado Sector Privado","Quillota","p55",2011,317443.705709563
"229","Hombre","Asalariado Sector Privado","Quillota","p55",2012,410075.784141318
"230","Hombre","Asalariado Sector Privado","Quillota","p55",2013,470120.837986091
"231","Hombre","Asalariado Sector Privado","Quillota","p55",2014,505027.604793959
"232","Hombre","Asalariado Sector Privado","Quillota","p55",2015,452936.983745742
"233","Hombre","Asalariado Sector Privado","Ranco","p142",2010,242269.324596157
"234","Hombre","Asalariado Sector Privado","Ranco","p142",2011,257511.074493075
"235","Hombre","Asalariado Sector Privado","Ranco","p142",2012,348338.790874467
"236","Hombre","Asalariado Sector Privado","Ranco","p142",2013,282309.817507984
"237","Hombre","Asalariado Sector Privado","Ranco","p142",2014,287665.636739183
"238","Hombre","Asalariado Sector Privado","Ranco","p142",2015,360756.587532298
"239","Hombre","Asalariado Sector Privado","San Antonio","p56",2010,297722.807579921
"240","Hombre","Asalariado Sector Privado","San Antonio","p56",2011,302291.085555377
"241","Hombre","Asalariado Sector Privado","San Antonio","p56",2012,351736.263390255
"242","Hombre","Asalariado Sector Privado","San Antonio","p56",2013,361881.491252098
"243","Hombre","Asalariado Sector Privado","San Antonio","p56",2014,343954.141908563
"244","Hombre","Asalariado Sector Privado","San Antonio","p56",2015,422288.500808976
"245","Hombre","Asalariado Sector Privado","San Felipe","p57",2010,278881.548242335
"246","Hombre","Asalariado Sector Privado","San Felipe","p57",2011,293836.550619509
"247","Hombre","Asalariado Sector Privado","San Felipe","p57",2012,370688.365265522
"248","Hombre","Asalariado Sector Privado","San Felipe","p57",2013,379285.786218116
"249","Hombre","Asalariado Sector Privado","San Felipe","p57",2014,417205.352815557
"250","Hombre","Asalariado Sector Privado","San Felipe","p57",2015,415357.226850691
"251","Hombre","Asalariado Sector Privado","Santiago","p131",2010,499465.565371138
"252","Hombre","Asalariado Sector Privado","Santiago","p131",2011,564695.831012368
"253","Hombre","Asalariado Sector Privado","Santiago","p131",2012,621868.773096373
"254","Hombre","Asalariado Sector Privado","Santiago","p131",2013,652945.999620076
"255","Hombre","Asalariado Sector Privado","Santiago","p131",2014,671060.243532357
"256","Hombre","Asalariado Sector Privado","Santiago","p131",2015,696600.843441846
"257","Hombre","Asalariado Sector Privado","Talagante","p136",2010,283495.375300886
"258","Hombre","Asalariado Sector Privado","Talagante","p136",2011,349546.867194047
"259","Hombre","Asalariado Sector Privado","Talagante","p136",2012,374198.07632866
"260","Hombre","Asalariado Sector Privado","Talagante","p136",2013,436549.93171816
"261","Hombre","Asalariado Sector Privado","Talagante","p136",2014,493779.992553904
"262","Hombre","Asalariado Sector Privado","Talagante","p136",2015,565009.046422679
"263","Hombre","Asalariado Sector Privado","Talca","p71",2010,266365.550373615
"264","Hombre","Asalariado Sector Privado","Talca","p71",2011,282242.518321684
"265","Hombre","Asalariado Sector Privado","Talca","p71",2012,339457.129554892
"266","Hombre","Asalariado Sector Privado","Talca","p71",2013,393819.967399616
"267","Hombre","Asalariado Sector Privado","Talca","p71",2014,372344.230679355
"268","Hombre","Asalariado Sector Privado","Talca","p71",2015,440087.4290397
"269","Hombre","Asalariado Sector Privado","Tamarugal","p12",2010,298099.763108807
"270","Hombre","Asalariado Sector Privado","Tamarugal","p12",2011,395953.244049904
"271","Hombre","Asalariado Sector Privado","Tamarugal","p12",2012,498895.210928085
"272","Hombre","Asalariado Sector Privado","Tamarugal","p12",2013,478625.269403334
"273","Hombre","Asalariado Sector Privado","Tamarugal","p12",2014,455511.919165845
"274","Hombre","Asalariado Sector Privado","Tamarugal","p12",2015,472830.720283664
"275","Hombre","Asalariado Sector Privado","Tierra del Fuego","p123",2010,447207.600757371
"276","Hombre","Asalariado Sector Privado","Tierra del Fuego","p123",2011,468888.64589682
"277","Hombre","Asalariado Sector Privado","Tierra del Fuego","p123",2012,621727.272727273
"278","Hombre","Asalariado Sector Privado","Tierra del Fuego","p123",2013,720000
"279","Hombre","Asalariado Sector Privado","Tierra del Fuego","p123",2014,546343.757442682
"280","Hombre","Asalariado Sector Privado","Tierra del Fuego","p123",2015,536547.847287498
"281","Hombre","Asalariado Sector Privado","Tocopilla","p23",2010,448688.776536177
"282","Hombre","Asalariado Sector Privado","Tocopilla","p23",2011,401088.895073158
"283","Hombre","Asalariado Sector Privado","Tocopilla","p23",2012,652154.945519984
"284","Hombre","Asalariado Sector Privado","Tocopilla","p23",2013,640730.708824874
"285","Hombre","Asalariado Sector Privado","Tocopilla","p23",2014,688673.954977202
"286","Hombre","Asalariado Sector Privado","Tocopilla","p23",2015,480239.453084413
"287","Hombre","Asalariado Sector Privado","Última Esperanza","p124",2010,294486.835439285
"288","Hombre","Asalariado Sector Privado","Última Esperanza","p124",2011,227535.03476207
"289","Hombre","Asalariado Sector Privado","Última Esperanza","p124",2012,378019.18777417
"290","Hombre","Asalariado Sector Privado","Última Esperanza","p124",2013,383910.367126368
"291","Hombre","Asalariado Sector Privado","Última Esperanza","p124",2014,464085.017032353
"292","Hombre","Asalariado Sector Privado","Última Esperanza","p124",2015,546037.382574028
"293","Hombre","Asalariado Sector Privado","Valdivia","p141",2010,302270.871778669
"294","Hombre","Asalariado Sector Privado","Valdivia","p141",2011,337427.279703739
"295","Hombre","Asalariado Sector Privado","Valdivia","p141",2012,363735.7770353
"296","Hombre","Asalariado Sector Privado","Valdivia","p141",2013,414181.956996438
"297","Hombre","Asalariado Sector Privado","Valdivia","p141",2014,404333.3604617
"298","Hombre","Asalariado Sector Privado","Valdivia","p141",2015,434825.274565198
"299","Hombre","Asalariado Sector Privado","Valparaíso","p51",2010,371611.678816878
"300","Hombre","Asalariado Sector Privado","Valparaíso","p51",2011,411551.059766679
"301","Hombre","Asalariado Sector Privado","Valparaíso","p51",2012,544356.051417967
"302","Hombre","Asalariado Sector Privado","Valparaíso","p51",2013,531025.2523419
"303","Hombre","Asalariado Sector Privado","Valparaíso","p51",2014,533330.06001972
"304","Hombre","Asalariado Sector Privado","Valparaíso","p51",2015,544613.138775622
"305","Hombre","Asalariado Sector Privado",NA,NA,2010,222163.984852677
"306","Hombre","Asalariado Sector Privado",NA,NA,2011,290450.668755251
"307","Hombre","Asalariado Sector Privado",NA,NA,2012,243376.741337546
"308","Hombre","Asalariado Sector Público","Antofagasta","p21",2010,553531.665504007
"309","Hombre","Asalariado Sector Público","Antofagasta","p21",2011,814474.732680797
"310","Hombre","Asalariado Sector Público","Antofagasta","p21",2012,883092.033458146
"311","Hombre","Asalariado Sector Público","Antofagasta","p21",2013,711855.201279804
"312","Hombre","Asalariado Sector Público","Antofagasta","p21",2014,693036.423297364
"313","Hombre","Asalariado Sector Público","Antofagasta","p21",2015,819757.131353063
"314","Hombre","Asalariado Sector Público","Arauco","p82",2010,442390.229904403
"315","Hombre","Asalariado Sector Público","Arauco","p82",2011,383329.574023945
"316","Hombre","Asalariado Sector Público","Arauco","p82",2012,493531.842357149
"317","Hombre","Asalariado Sector Público","Arauco","p82",2013,437161.556003683
"318","Hombre","Asalariado Sector Público","Arauco","p82",2014,491835.391134758
"319","Hombre","Asalariado Sector Público","Arauco","p82",2015,389441.699613859
"320","Hombre","Asalariado Sector Público","Arica","p151",2010,599107.586540813
"321","Hombre","Asalariado Sector Público","Arica","p151",2011,538909.511378109
"322","Hombre","Asalariado Sector Público","Arica","p151",2012,901558.87307208
"323","Hombre","Asalariado Sector Público","Arica","p151",2013,620910.667240374
"324","Hombre","Asalariado Sector Público","Arica","p151",2014,673780.602297696
"325","Hombre","Asalariado Sector Público","Arica","p151",2015,738127.831559655
"326","Hombre","Asalariado Sector Público","Aysén","p112",2010,959443.115947055
"327","Hombre","Asalariado Sector Público","Aysén","p112",2011,1107644.69110198
"328","Hombre","Asalariado Sector Público","Aysén","p112",2012,945991.101669155
"329","Hombre","Asalariado Sector Público","Aysén","p112",2013,1066094.81020651
"330","Hombre","Asalariado Sector Público","Aysén","p112",2014,780461.35242726
"331","Hombre","Asalariado Sector Público","Aysén","p112",2015,1269512.55271912
"332","Hombre","Asalariado Sector Público","Bíobío","p83",2010,362971.941554803
"333","Hombre","Asalariado Sector Público","Bíobío","p83",2011,539240.426399273
"334","Hombre","Asalariado Sector Público","Bíobío","p83",2012,484838.716442723
"335","Hombre","Asalariado Sector Público","Bíobío","p83",2013,456205.594397003
"336","Hombre","Asalariado Sector Público","Bíobío","p83",2014,681890.291141746
"337","Hombre","Asalariado Sector Público","Bíobío","p83",2015,750531.307453056
"338","Hombre","Asalariado Sector Público","Cachapoal","p61",2010,668752.738981025
"339","Hombre","Asalariado Sector Público","Cachapoal","p61",2011,657255.318696599
"340","Hombre","Asalariado Sector Público","Cachapoal","p61",2012,720737.3886039
"341","Hombre","Asalariado Sector Público","Cachapoal","p61",2013,778435.162883769
"342","Hombre","Asalariado Sector Público","Cachapoal","p61",2014,757857.482937976
"343","Hombre","Asalariado Sector Público","Cachapoal","p61",2015,923473.773575365
"344","Hombre","Asalariado Sector Público","Capitán Prat","p113",2010,1116588.1478332
"345","Hombre","Asalariado Sector Público","Capitán Prat","p113",2011,863371.65017028
"346","Hombre","Asalariado Sector Público","Capitán Prat","p113",2012,659588.224891396
"347","Hombre","Asalariado Sector Público","Capitán Prat","p113",2013,948333.333333333
"348","Hombre","Asalariado Sector Público","Capitán Prat","p113",2014,1036000
"349","Hombre","Asalariado Sector Público","Cardenal Caro","p62",2010,445798.803289399
"350","Hombre","Asalariado Sector Público","Cardenal Caro","p62",2011,492058.67703107
"351","Hombre","Asalariado Sector Público","Cardenal Caro","p62",2012,556735.160923816
"352","Hombre","Asalariado Sector Público","Cardenal Caro","p62",2013,547132.950886824
"353","Hombre","Asalariado Sector Público","Cardenal Caro","p62",2014,600831.004442561
"354","Hombre","Asalariado Sector Público","Cardenal Caro","p62",2015,546933.478560308
"355","Hombre","Asalariado Sector Público","Cauquenes","p72",2010,303635.988465321
"356","Hombre","Asalariado Sector Público","Cauquenes","p72",2011,344263.991473183
"357","Hombre","Asalariado Sector Público","Cauquenes","p72",2012,372486.409082683
"358","Hombre","Asalariado Sector Público","Cauquenes","p72",2013,473511.38091561
"359","Hombre","Asalariado Sector Público","Cauquenes","p72",2014,572275.419426442
