"","sex","isic","geography_name","geography_id","year","weighted_median"
"103","Hombre","Agricultura, ganadería, caza y silvicultura","Coyhaique","p111",2013,212820.994577018
"104","Hombre","Agricultura, ganadería, caza y silvicultura","Coyhaique","p111",2014,262709.87303392
"105","Hombre","Agricultura, ganadería, caza y silvicultura","Coyhaique","p111",2015,350000
"106","Hombre","Agricultura, ganadería, caza y silvicultura","Curicó","p73",2010,171924.325732913
"107","Hombre","Agricultura, ganadería, caza y silvicultura","Curicó","p73",2011,182879.643669446
"108","Hombre","Agricultura, ganadería, caza y silvicultura","Curicó","p73",2012,201425.751774153
"109","Hombre","Agricultura, ganadería, caza y silvicultura","Curicó","p73",2013,228959.167600003
"110","Hombre","Agricultura, ganadería, caza y silvicultura","Curicó","p73",2014,250000
"111","Hombre","Agricultura, ganadería, caza y silvicultura","Curicó","p73",2015,275220.549858826
"112","Hombre","Agricultura, ganadería, caza y silvicultura","El Loa","p22",2010,420019.040264055
"113","Hombre","Agricultura, ganadería, caza y silvicultura","El Loa","p22",2011,105000
"114","Hombre","Agricultura, ganadería, caza y silvicultura","El Loa","p22",2012,220000
"115","Hombre","Agricultura, ganadería, caza y silvicultura","El Loa","p22",2013,220000
"116","Hombre","Agricultura, ganadería, caza y silvicultura","El Loa","p22",2014,404169.0354368
"117","Hombre","Agricultura, ganadería, caza y silvicultura","El Loa","p22",2015,211958.334366742
"118","Hombre","Agricultura, ganadería, caza y silvicultura","Elqui","p41",2010,174880.312652662
"119","Hombre","Agricultura, ganadería, caza y silvicultura","Elqui","p41",2011,186485.54310318
"120","Hombre","Agricultura, ganadería, caza y silvicultura","Elqui","p41",2012,193870.489690722
"121","Hombre","Agricultura, ganadería, caza y silvicultura","Elqui","p41",2013,220000
"122","Hombre","Agricultura, ganadería, caza y silvicultura","Elqui","p41",2014,253993.769377919
"123","Hombre","Agricultura, ganadería, caza y silvicultura","Elqui","p41",2015,250000
"124","Hombre","Agricultura, ganadería, caza y silvicultura","General Carrera","p114",2010,170102.786039977
"125","Hombre","Agricultura, ganadería, caza y silvicultura","General Carrera","p114",2011,100483.320697498
"126","Hombre","Agricultura, ganadería, caza y silvicultura","General Carrera","p114",2012,96869.9617532611
"127","Hombre","Agricultura, ganadería, caza y silvicultura","General Carrera","p114",2013,105513.796342877
"128","Hombre","Agricultura, ganadería, caza y silvicultura","General Carrera","p114",2014,167072.973706011
"129","Hombre","Agricultura, ganadería, caza y silvicultura","General Carrera","p114",2015,311222.300856728
"130","Hombre","Agricultura, ganadería, caza y silvicultura","Huasco","p33",2010,173279.018207415
"131","Hombre","Agricultura, ganadería, caza y silvicultura","Huasco","p33",2011,200966.641394996
"132","Hombre","Agricultura, ganadería, caza y silvicultura","Huasco","p33",2012,193000
"133","Hombre","Agricultura, ganadería, caza y silvicultura","Huasco","p33",2013,210000
"134","Hombre","Agricultura, ganadería, caza y silvicultura","Huasco","p33",2014,223409.041571712
"135","Hombre","Agricultura, ganadería, caza y silvicultura","Huasco","p33",2015,245784.446292761
"136","Hombre","Agricultura, ganadería, caza y silvicultura","Iquique","p11",2010,54909.2631742806
"137","Hombre","Agricultura, ganadería, caza y silvicultura","Iquique","p11",2011,130398.985816007
"138","Hombre","Agricultura, ganadería, caza y silvicultura","Iquique","p11",2012,413939.206441301
"139","Hombre","Agricultura, ganadería, caza y silvicultura","Iquique","p11",2014,243244.607822338
"140","Hombre","Agricultura, ganadería, caza y silvicultura","Iquique","p11",2015,215236.004917506
"141","Hombre","Agricultura, ganadería, caza y silvicultura","Limarí","p43",2010,173104.239610432
"142","Hombre","Agricultura, ganadería, caza y silvicultura","Limarí","p43",2011,181418.257027357
"143","Hombre","Agricultura, ganadería, caza y silvicultura","Limarí","p43",2012,193000
"144","Hombre","Agricultura, ganadería, caza y silvicultura","Limarí","p43",2013,216242.553818486
"145","Hombre","Agricultura, ganadería, caza y silvicultura","Limarí","p43",2014,225000
"146","Hombre","Agricultura, ganadería, caza y silvicultura","Limarí","p43",2015,240757.991379851
"147","Hombre","Agricultura, ganadería, caza y silvicultura","Linares","p74",2010,150000
"148","Hombre","Agricultura, ganadería, caza y silvicultura","Linares","p74",2011,157355.302840079
"149","Hombre","Agricultura, ganadería, caza y silvicultura","Linares","p74",2012,183094.080507462
"150","Hombre","Agricultura, ganadería, caza y silvicultura","Linares","p74",2013,200279.767219372
"151","Hombre","Agricultura, ganadería, caza y silvicultura","Linares","p74",2014,204315.993926638
"152","Hombre","Agricultura, ganadería, caza y silvicultura","Linares","p74",2015,232951.604957212
"153","Hombre","Agricultura, ganadería, caza y silvicultura","Llanquihue","p101",2010,199863.214460186
"154","Hombre","Agricultura, ganadería, caza y silvicultura","Llanquihue","p101",2011,209480.443000504
"155","Hombre","Agricultura, ganadería, caza y silvicultura","Llanquihue","p101",2012,200000
"156","Hombre","Agricultura, ganadería, caza y silvicultura","Llanquihue","p101",2013,213020.829530996
"157","Hombre","Agricultura, ganadería, caza y silvicultura","Llanquihue","p101",2014,199969.475507535
"158","Hombre","Agricultura, ganadería, caza y silvicultura","Llanquihue","p101",2015,200508.565931884
"159","Hombre","Agricultura, ganadería, caza y silvicultura","Los Andes","p53",2010,187365.940130206
"160","Hombre","Agricultura, ganadería, caza y silvicultura","Los Andes","p53",2011,206972.994570509
"161","Hombre","Agricultura, ganadería, caza y silvicultura","Los Andes","p53",2012,200339.201329755
"162","Hombre","Agricultura, ganadería, caza y silvicultura","Los Andes","p53",2013,220445.602936797
"163","Hombre","Agricultura, ganadería, caza y silvicultura","Los Andes","p53",2014,225000
"164","Hombre","Agricultura, ganadería, caza y silvicultura","Los Andes","p53",2015,266382.800415614
"165","Hombre","Agricultura, ganadería, caza y silvicultura","Magallanes","p121",2010,288956.052003618
"166","Hombre","Agricultura, ganadería, caza y silvicultura","Magallanes","p121",2011,272286.758515077
"167","Hombre","Agricultura, ganadería, caza y silvicultura","Magallanes","p121",2012,271984.975180117
"168","Hombre","Agricultura, ganadería, caza y silvicultura","Magallanes","p121",2013,368251.728434028
"169","Hombre","Agricultura, ganadería, caza y silvicultura","Magallanes","p121",2014,376623.116007341
"170","Hombre","Agricultura, ganadería, caza y silvicultura","Magallanes","p121",2015,400844.96673721
"171","Hombre","Agricultura, ganadería, caza y silvicultura","Maipo","p134",2010,180025.786518854
"172","Hombre","Agricultura, ganadería, caza y silvicultura","Maipo","p134",2011,204515.30036175
"173","Hombre","Agricultura, ganadería, caza y silvicultura","Maipo","p134",2012,219737.48260302
"174","Hombre","Agricultura, ganadería, caza y silvicultura","Maipo","p134",2013,247436.075384875
"175","Hombre","Agricultura, ganadería, caza y silvicultura","Maipo","p134",2014,288420.331608205
"176","Hombre","Agricultura, ganadería, caza y silvicultura","Maipo","p134",2015,257802.963004993
"177","Hombre","Agricultura, ganadería, caza y silvicultura","Malleco","p92",2010,140000
"178","Hombre","Agricultura, ganadería, caza y silvicultura","Malleco","p92",2011,176930.432370614
"179","Hombre","Agricultura, ganadería, caza y silvicultura","Malleco","p92",2012,160000
"180","Hombre","Agricultura, ganadería, caza y silvicultura","Malleco","p92",2013,186930.401042549
"181","Hombre","Agricultura, ganadería, caza y silvicultura","Malleco","p92",2014,224960.830689602
"182","Hombre","Agricultura, ganadería, caza y silvicultura","Malleco","p92",2015,193698.157385924
"183","Hombre","Agricultura, ganadería, caza y silvicultura","Marga Marga","p58",2010,170121.456842594
"184","Hombre","Agricultura, ganadería, caza y silvicultura","Marga Marga","p58",2011,183250.310860288
"185","Hombre","Agricultura, ganadería, caza y silvicultura","Marga Marga","p58",2012,244622.69023369
"186","Hombre","Agricultura, ganadería, caza y silvicultura","Marga Marga","p58",2013,240041.548775282
"187","Hombre","Agricultura, ganadería, caza y silvicultura","Marga Marga","p58",2014,288057.135088345
"188","Hombre","Agricultura, ganadería, caza y silvicultura","Marga Marga","p58",2015,250252.845155587
"189","Hombre","Agricultura, ganadería, caza y silvicultura","Melipilla","p135",2010,180051.784724303
"190","Hombre","Agricultura, ganadería, caza y silvicultura","Melipilla","p135",2011,199360.722008085
"191","Hombre","Agricultura, ganadería, caza y silvicultura","Melipilla","p135",2012,200902.06185567
"192","Hombre","Agricultura, ganadería, caza y silvicultura","Melipilla","p135",2013,271015.507931267
"193","Hombre","Agricultura, ganadería, caza y silvicultura","Melipilla","p135",2014,293087.588201505
"194","Hombre","Agricultura, ganadería, caza y silvicultura","Melipilla","p135",2015,300064.357611977
"195","Hombre","Agricultura, ganadería, caza y silvicultura","Ñuble","p84",2010,149897.410845139
"196","Hombre","Agricultura, ganadería, caza y silvicultura","Ñuble","p84",2011,190918.309325246
"197","Hombre","Agricultura, ganadería, caza y silvicultura","Ñuble","p84",2012,198847.570782809
"198","Hombre","Agricultura, ganadería, caza y silvicultura","Ñuble","p84",2013,200000
"199","Hombre","Agricultura, ganadería, caza y silvicultura","Ñuble","p84",2014,241785.478801462
"200","Hombre","Agricultura, ganadería, caza y silvicultura","Ñuble","p84",2015,250269.055736311
"201","Hombre","Agricultura, ganadería, caza y silvicultura","Osorno","p103",2010,190000
"202","Hombre","Agricultura, ganadería, caza y silvicultura","Osorno","p103",2011,200449.099640488
"203","Hombre","Agricultura, ganadería, caza y silvicultura","Osorno","p103",2012,200902.06185567
"204","Hombre","Agricultura, ganadería, caza y silvicultura","Osorno","p103",2013,210000
"205","Hombre","Agricultura, ganadería, caza y silvicultura","Osorno","p103",2014,259965.888901861
"206","Hombre","Agricultura, ganadería, caza y silvicultura","Osorno","p103",2015,323791.697533152
"207","Hombre","Agricultura, ganadería, caza y silvicultura","Parinacota","p152",2010,100283.222475135
"208","Hombre","Agricultura, ganadería, caza y silvicultura","Parinacota","p152",2011,68840.8425464914
"209","Hombre","Agricultura, ganadería, caza y silvicultura","Parinacota","p152",2012,85383.3762886598
"210","Hombre","Agricultura, ganadería, caza y silvicultura","Parinacota","p152",2013,132500
"211","Hombre","Agricultura, ganadería, caza y silvicultura","Parinacota","p152",2014,94982.1863866492
"212","Hombre","Agricultura, ganadería, caza y silvicultura","Parinacota","p152",2015,54348.0365626318
"213","Hombre","Agricultura, ganadería, caza y silvicultura","Petorca","p54",2010,177951.385662169
"214","Hombre","Agricultura, ganadería, caza y silvicultura","Petorca","p54",2011,181130.556550361
"215","Hombre","Agricultura, ganadería, caza y silvicultura","Petorca","p54",2012,232810.82830526
"216","Hombre","Agricultura, ganadería, caza y silvicultura","Petorca","p54",2013,195326.829244206
"217","Hombre","Agricultura, ganadería, caza y silvicultura","Petorca","p54",2014,214991.564964706
"218","Hombre","Agricultura, ganadería, caza y silvicultura","Petorca","p54",2015,268772.576469952
"219","Hombre","Agricultura, ganadería, caza y silvicultura","Quillota","p55",2010,170000
"220","Hombre","Agricultura, ganadería, caza y silvicultura","Quillota","p55",2011,181418.257027357
"221","Hombre","Agricultura, ganadería, caza y silvicultura","Quillota","p55",2012,230000
"222","Hombre","Agricultura, ganadería, caza y silvicultura","Quillota","p55",2013,240207.556461196
"223","Hombre","Agricultura, ganadería, caza y silvicultura","Quillota","p55",2014,260638.831794056
"224","Hombre","Agricultura, ganadería, caza y silvicultura","Quillota","p55",2015,200500.580066943
"225","Hombre","Agricultura, ganadería, caza y silvicultura","Ranco","p142",2010,180511.869239579
"226","Hombre","Agricultura, ganadería, caza y silvicultura","Ranco","p142",2011,181418.257027357
"227","Hombre","Agricultura, ganadería, caza y silvicultura","Ranco","p142",2012,213516.383891052
"228","Hombre","Agricultura, ganadería, caza y silvicultura","Ranco","p142",2013,234346.31058296
"229","Hombre","Agricultura, ganadería, caza y silvicultura","Ranco","p142",2014,224187.941166752
"230","Hombre","Agricultura, ganadería, caza y silvicultura","Ranco","p142",2015,260070.359011367
"231","Hombre","Agricultura, ganadería, caza y silvicultura","San Antonio","p56",2010,140043.196471632
"232","Hombre","Agricultura, ganadería, caza y silvicultura","San Antonio","p56",2011,214730.249919379
"233","Hombre","Agricultura, ganadería, caza y silvicultura","San Antonio","p56",2012,268965.60955893
"234","Hombre","Agricultura, ganadería, caza y silvicultura","San Antonio","p56",2013,232203.593576519
"235","Hombre","Agricultura, ganadería, caza y silvicultura","San Antonio","p56",2014,294740.479282294
"236","Hombre","Agricultura, ganadería, caza y silvicultura","San Antonio","p56",2015,293410.094291114
"237","Hombre","Agricultura, ganadería, caza y silvicultura","San Felipe","p57",2010,193012.345224169
"238","Hombre","Agricultura, ganadería, caza y silvicultura","San Felipe","p57",2011,216098.079103338
"239","Hombre","Agricultura, ganadería, caza y silvicultura","San Felipe","p57",2012,200000
"240","Hombre","Agricultura, ganadería, caza y silvicultura","San Felipe","p57",2013,256142.757680096
"241","Hombre","Agricultura, ganadería, caza y silvicultura","San Felipe","p57",2014,301605.736849509
"242","Hombre","Agricultura, ganadería, caza y silvicultura","San Felipe","p57",2015,300055.468684669
"243","Hombre","Agricultura, ganadería, caza y silvicultura","Santiago","p131",2010,352367.128658114
"244","Hombre","Agricultura, ganadería, caza y silvicultura","Santiago","p131",2011,299777.751385569
"245","Hombre","Agricultura, ganadería, caza y silvicultura","Santiago","p131",2012,230343.982808573
"246","Hombre","Agricultura, ganadería, caza y silvicultura","Santiago","p131",2013,293982.134338739
"247","Hombre","Agricultura, ganadería, caza y silvicultura","Santiago","p131",2014,223252.261116225
"248","Hombre","Agricultura, ganadería, caza y silvicultura","Santiago","p131",2015,363392.965140271
"249","Hombre","Agricultura, ganadería, caza y silvicultura","Talagante","p136",2010,179529.317879254
"250","Hombre","Agricultura, ganadería, caza y silvicultura","Talagante","p136",2011,203317.110027315
"251","Hombre","Agricultura, ganadería, caza y silvicultura","Talagante","p136",2012,221236.638407666
"252","Hombre","Agricultura, ganadería, caza y silvicultura","Talagante","p136",2013,249562.121037648
"253","Hombre","Agricultura, ganadería, caza y silvicultura","Talagante","p136",2014,260079.733072466
"254","Hombre","Agricultura, ganadería, caza y silvicultura","Talagante","p136",2015,250623.33574813
"255","Hombre","Agricultura, ganadería, caza y silvicultura","Talca","p71",2010,175821.488430865
"256","Hombre","Agricultura, ganadería, caza y silvicultura","Talca","p71",2011,180869.977255496
"257","Hombre","Agricultura, ganadería, caza y silvicultura","Talca","p71",2012,199328.678819117
"258","Hombre","Agricultura, ganadería, caza y silvicultura","Talca","p71",2013,217263.007576854
"259","Hombre","Agricultura, ganadería, caza y silvicultura","Talca","p71",2014,225000
"260","Hombre","Agricultura, ganadería, caza y silvicultura","Talca","p71",2015,241051.516329287
"261","Hombre","Agricultura, ganadería, caza y silvicultura","Tamarugal","p12",2010,119998.410511247
"262","Hombre","Agricultura, ganadería, caza y silvicultura","Tamarugal","p12",2011,127081.099695359
"263","Hombre","Agricultura, ganadería, caza y silvicultura","Tamarugal","p12",2012,78910.6715783158
"264","Hombre","Agricultura, ganadería, caza y silvicultura","Tamarugal","p12",2013,149338.134707822
"265","Hombre","Agricultura, ganadería, caza y silvicultura","Tamarugal","p12",2014,208302.351020552
"266","Hombre","Agricultura, ganadería, caza y silvicultura","Tamarugal","p12",2015,100012.755970693
"267","Hombre","Agricultura, ganadería, caza y silvicultura","Tierra del Fuego","p123",2010,260000
"268","Hombre","Agricultura, ganadería, caza y silvicultura","Tierra del Fuego","p123",2011,225000
"269","Hombre","Agricultura, ganadería, caza y silvicultura","Tierra del Fuego","p123",2014,405000
"270","Hombre","Agricultura, ganadería, caza y silvicultura","Tierra del Fuego","p123",2015,355000
"271","Hombre","Agricultura, ganadería, caza y silvicultura","Última Esperanza","p124",2010,399726.428920371
"272","Hombre","Agricultura, ganadería, caza y silvicultura","Última Esperanza","p124",2012,200000
"273","Hombre","Agricultura, ganadería, caza y silvicultura","Última Esperanza","p124",2013,364879.390886321
"274","Hombre","Agricultura, ganadería, caza y silvicultura","Última Esperanza","p124",2014,240852.04017627
"275","Hombre","Agricultura, ganadería, caza y silvicultura","Última Esperanza","p124",2015,265071.712069278
"276","Hombre","Agricultura, ganadería, caza y silvicultura","Valdivia","p141",2010,132529.397733134
"277","Hombre","Agricultura, ganadería, caza y silvicultura","Valdivia","p141",2011,171990.953313037
"278","Hombre","Agricultura, ganadería, caza y silvicultura","Valdivia","p141",2012,201090.177699688
"279","Hombre","Agricultura, ganadería, caza y silvicultura","Valdivia","p141",2013,200056.565733558
"280","Hombre","Agricultura, ganadería, caza y silvicultura","Valdivia","p141",2014,181876.06594656
"281","Hombre","Agricultura, ganadería, caza y silvicultura","Valdivia","p141",2015,263117.592124718
"282","Hombre","Agricultura, ganadería, caza y silvicultura","Valparaíso","p51",2010,80078.293208064
"283","Hombre","Agricultura, ganadería, caza y silvicultura","Valparaíso","p51",2011,181717.004455654
"284","Hombre","Agricultura, ganadería, caza y silvicultura","Valparaíso","p51",2012,190887.126467178
"285","Hombre","Agricultura, ganadería, caza y silvicultura","Valparaíso","p51",2013,182244.501250668
"286","Hombre","Agricultura, ganadería, caza y silvicultura","Valparaíso","p51",2014,335913.702541532
"287","Hombre","Agricultura, ganadería, caza y silvicultura","Valparaíso","p51",2015,385298.495972595
"288","Hombre","Agricultura, ganadería, caza y silvicultura",NA,NA,2010,145412.305221542
"289","Hombre","Agricultura, ganadería, caza y silvicultura",NA,NA,2011,149685.287390128
"290","Hombre","Agricultura, ganadería, caza y silvicultura",NA,NA,2012,66400.1663670874
"291","Hombre","Pesca","Antofagasta","p21",2010,236432.736118583
"292","Hombre","Pesca","Antofagasta","p21",2011,82486.7391618742
"293","Hombre","Pesca","Antofagasta","p21",2012,314437.508235747
"294","Hombre","Pesca","Antofagasta","p21",2013,309684.008850923
"295","Hombre","Pesca","Antofagasta","p21",2014,300000
"296","Hombre","Pesca","Antofagasta","p21",2015,418364.323090978
"297","Hombre","Pesca","Arauco","p82",2010,412051.26246172
"298","Hombre","Pesca","Arauco","p82",2011,71811.8731716658
"299","Hombre","Pesca","Arauco","p82",2012,151089.398511333
"300","Hombre","Pesca","Arauco","p82",2013,70030.018539005
"301","Hombre","Pesca","Arauco","p82",2014,139635.417862168
"302","Hombre","Pesca","Arauco","p82",2015,232913.671601362
"303","Hombre","Pesca","Arica","p151",2010,213150.557970504
"304","Hombre","Pesca","Arica","p151",2011,319775.225891891
"305","Hombre","Pesca","Arica","p151",2012,277939.542854416
