"","sex","isco","geography_name","geography_id","year","ub_weighted_median"
"34","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Bíobío","8",2013,199245
"35","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Bíobío","8",2014,200463
"36","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Bíobío","8",2015,221470
"37","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Coquimbo","4",2010,170166
"38","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Coquimbo","4",2011,200204
"39","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Coquimbo","4",2012,200474
"40","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Coquimbo","4",2013,203240
"41","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Coquimbo","4",2014,260000
"42","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Coquimbo","4",2015,250000
"43","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Los Lagos","10",2010,162640
"44","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Los Lagos","10",2011,200798
"45","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Los Lagos","10",2012,185251
"46","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Los Lagos","10",2013,277272
"47","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Los Lagos","10",2014,202898
"48","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Los Lagos","10",2015,265808
"49","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Los Ríos","14",2010,170000
"50","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Los Ríos","14",2011,183403
"51","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Los Ríos","14",2012,200941
"52","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Los Ríos","14",2013,199245
"53","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Los Ríos","14",2014,200548
"54","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Los Ríos","14",2015,235728
"55","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Magallanes","12",2010,586130
"56","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Magallanes","12",2011,279105
"57","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Magallanes","12",2012,548418
"58","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Magallanes","12",2013,427579
"59","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Magallanes","12",2014,522664
"60","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Magallanes","12",2015,500000
"61","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Maule","7",2010,160000
"62","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Maule","7",2011,170285
"63","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Maule","7",2012,193000
"64","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Maule","7",2013,211401
"65","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Maule","7",2014,232348
"66","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Maule","7",2015,224198
"67","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Metropolitana","13",2010,199863
"68","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Metropolitana","13",2011,200000
"69","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Metropolitana","13",2012,222082
"70","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Metropolitana","13",2013,231759
"71","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Metropolitana","13",2014,279520
"72","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Metropolitana","13",2015,315279
"73","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","O'Higgins","6",2010,263596
"74","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","O'Higgins","6",2011,265250
"75","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","O'Higgins","6",2012,241082
"76","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","O'Higgins","6",2013,275008
"77","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","O'Higgins","6",2014,355210
"78","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","O'Higgins","6",2015,320801
"79","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Tarapacá","1",2010,157579
"80","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Tarapacá","1",2011,201396
"81","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Tarapacá","1",2012,280000
"82","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Tarapacá","1",2013,310048
"83","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Tarapacá","1",2014,302106
"84","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Tarapacá","1",2015,301222
"85","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Valparaíso","5",2010,179887
"86","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Valparaíso","5",2011,181418
"87","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Valparaíso","5",2012,200000
"88","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Valparaíso","5",2013,234922
"89","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Valparaíso","5",2014,237921
"90","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Valparaíso","5",2015,331299
"91","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros",NA,NA,2010,151654
"92","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros",NA,NA,2011,175418
"93","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros",NA,NA,2012,100562
"94","Hombre","Empleados de oficina","Antofagasta","2",2010,564145
"95","Hombre","Empleados de oficina","Antofagasta","2",2011,595919
"96","Hombre","Empleados de oficina","Antofagasta","2",2012,650000
"97","Hombre","Empleados de oficina","Antofagasta","2",2013,691050
"98","Hombre","Empleados de oficina","Antofagasta","2",2014,672941
"99","Hombre","Empleados de oficina","Antofagasta","2",2015,627023
"100","Hombre","Empleados de oficina","Araucanía","9",2010,256918
"101","Hombre","Empleados de oficina","Araucanía","9",2011,357014
"102","Hombre","Empleados de oficina","Araucanía","9",2012,442058
"103","Hombre","Empleados de oficina","Araucanía","9",2013,368548
"104","Hombre","Empleados de oficina","Araucanía","9",2014,486179
"105","Hombre","Empleados de oficina","Araucanía","9",2015,397951
"106","Hombre","Empleados de oficina","Arica y Parinacota","15",2010,409755
"107","Hombre","Empleados de oficina","Arica y Parinacota","15",2011,398721
"108","Hombre","Empleados de oficina","Arica y Parinacota","15",2012,353714
"109","Hombre","Empleados de oficina","Arica y Parinacota","15",2013,498112
"110","Hombre","Empleados de oficina","Arica y Parinacota","15",2014,459742
"111","Hombre","Empleados de oficina","Arica y Parinacota","15",2015,500135
"112","Hombre","Empleados de oficina","Atacama","3",2010,382374
"113","Hombre","Empleados de oficina","Atacama","3",2011,420880
"114","Hombre","Empleados de oficina","Atacama","3",2012,536540
"115","Hombre","Empleados de oficina","Atacama","3",2013,597734
"116","Hombre","Empleados de oficina","Atacama","3",2014,520321
"117","Hombre","Empleados de oficina","Atacama","3",2015,592853
"118","Hombre","Empleados de oficina","Aysén","11",2010,499730
"119","Hombre","Empleados de oficina","Aysén","11",2011,485440
"120","Hombre","Empleados de oficina","Aysén","11",2012,600000
"121","Hombre","Empleados de oficina","Aysén","11",2013,540643
"122","Hombre","Empleados de oficina","Aysén","11",2014,617418
"123","Hombre","Empleados de oficina","Aysén","11",2015,629105
"124","Hombre","Empleados de oficina","Bíobío","8",2010,341751
"125","Hombre","Empleados de oficina","Bíobío","8",2011,335739
"126","Hombre","Empleados de oficina","Bíobío","8",2012,352409
"127","Hombre","Empleados de oficina","Bíobío","8",2013,348678
"128","Hombre","Empleados de oficina","Bíobío","8",2014,400000
"129","Hombre","Empleados de oficina","Bíobío","8",2015,417197
"130","Hombre","Empleados de oficina","Coquimbo","4",2010,294288
"131","Hombre","Empleados de oficina","Coquimbo","4",2011,300170
"132","Hombre","Empleados de oficina","Coquimbo","4",2012,498455
"133","Hombre","Empleados de oficina","Coquimbo","4",2013,390000
"134","Hombre","Empleados de oficina","Coquimbo","4",2014,497212
"135","Hombre","Empleados de oficina","Coquimbo","4",2015,485868
"136","Hombre","Empleados de oficina","Los Lagos","10",2010,340247
"137","Hombre","Empleados de oficina","Los Lagos","10",2011,331004
"138","Hombre","Empleados de oficina","Los Lagos","10",2012,392751
"139","Hombre","Empleados de oficina","Los Lagos","10",2013,494941
"140","Hombre","Empleados de oficina","Los Lagos","10",2014,550000
"141","Hombre","Empleados de oficina","Los Lagos","10",2015,500077
"142","Hombre","Empleados de oficina","Los Ríos","14",2010,357429
"143","Hombre","Empleados de oficina","Los Ríos","14",2011,466699
"144","Hombre","Empleados de oficina","Los Ríos","14",2012,462586
"145","Hombre","Empleados de oficina","Los Ríos","14",2013,387070
"146","Hombre","Empleados de oficina","Los Ríos","14",2014,616475
"147","Hombre","Empleados de oficina","Los Ríos","14",2015,503352
"148","Hombre","Empleados de oficina","Magallanes","12",2010,400186
"149","Hombre","Empleados de oficina","Magallanes","12",2011,936730
"150","Hombre","Empleados de oficina","Magallanes","12",2012,696134
"151","Hombre","Empleados de oficina","Magallanes","12",2013,799296
"152","Hombre","Empleados de oficina","Magallanes","12",2014,623461
"153","Hombre","Empleados de oficina","Magallanes","12",2015,799499
"154","Hombre","Empleados de oficina","Maule","7",2010,253054
"155","Hombre","Empleados de oficina","Maule","7",2011,294624
"156","Hombre","Empleados de oficina","Maule","7",2012,295962
"157","Hombre","Empleados de oficina","Maule","7",2013,306906
"158","Hombre","Empleados de oficina","Maule","7",2014,348049
"159","Hombre","Empleados de oficina","Maule","7",2015,490133
"160","Hombre","Empleados de oficina","Metropolitana","13",2010,300294
"161","Hombre","Empleados de oficina","Metropolitana","13",2011,348881
"162","Hombre","Empleados de oficina","Metropolitana","13",2012,380765
"163","Hombre","Empleados de oficina","Metropolitana","13",2013,400798
"164","Hombre","Empleados de oficina","Metropolitana","13",2014,426485
"165","Hombre","Empleados de oficina","Metropolitana","13",2015,404554
"166","Hombre","Empleados de oficina","O'Higgins","6",2010,463208
"167","Hombre","Empleados de oficina","O'Higgins","6",2011,423000
"168","Hombre","Empleados de oficina","O'Higgins","6",2012,550000
"169","Hombre","Empleados de oficina","O'Higgins","6",2013,455218
"170","Hombre","Empleados de oficina","O'Higgins","6",2014,500956
"171","Hombre","Empleados de oficina","O'Higgins","6",2015,495620
"172","Hombre","Empleados de oficina","Tarapacá","1",2010,345408
"173","Hombre","Empleados de oficina","Tarapacá","1",2011,385090
"174","Hombre","Empleados de oficina","Tarapacá","1",2012,400508
"175","Hombre","Empleados de oficina","Tarapacá","1",2013,501892
"176","Hombre","Empleados de oficina","Tarapacá","1",2014,480951
"177","Hombre","Empleados de oficina","Tarapacá","1",2015,600000
"178","Hombre","Empleados de oficina","Valparaíso","5",2010,345319
"179","Hombre","Empleados de oficina","Valparaíso","5",2011,328000
"180","Hombre","Empleados de oficina","Valparaíso","5",2012,380186
"181","Hombre","Empleados de oficina","Valparaíso","5",2013,428545
"182","Hombre","Empleados de oficina","Valparaíso","5",2014,499906
"183","Hombre","Empleados de oficina","Valparaíso","5",2015,431600
"184","Hombre","Empleados de oficina",NA,NA,2010,285000
"185","Hombre","Empleados de oficina",NA,NA,2012,583260
"186","Hombre","Miembros del poder ejecutivo y de los cuerpos legislativos y personal directivo de la administración pública y de empresas","Antofagasta","2",2010,1860385
"187","Hombre","Miembros del poder ejecutivo y de los cuerpos legislativos y personal directivo de la administración pública y de empresas","Antofagasta","2",2011,3642394
"188","Hombre","Miembros del poder ejecutivo y de los cuerpos legislativos y personal directivo de la administración pública y de empresas","Antofagasta","2",2012,1870455
"189","Hombre","Miembros del poder ejecutivo y de los cuerpos legislativos y personal directivo de la administración pública y de empresas","Antofagasta","2",2013,2703660
"190","Hombre","Miembros del poder ejecutivo y de los cuerpos legislativos y personal directivo de la administración pública y de empresas","Antofagasta","2",2014,1999625
"191","Hombre","Miembros del poder ejecutivo y de los cuerpos legislativos y personal directivo de la administración pública y de empresas","Antofagasta","2",2015,2000000
"192","Hombre","Miembros del poder ejecutivo y de los cuerpos legislativos y personal directivo de la administración pública y de empresas","Araucanía","9",2010,1598906
"193","Hombre","Miembros del poder ejecutivo y de los cuerpos legislativos y personal directivo de la administración pública y de empresas","Araucanía","9",2011,1210633
"194","Hombre","Miembros del poder ejecutivo y de los cuerpos legislativos y personal directivo de la administración pública y de empresas","Araucanía","9",2012,1129448
"195","Hombre","Miembros del poder ejecutivo y de los cuerpos legislativos y personal directivo de la administración pública y de empresas","Araucanía","9",2013,1046197
"196","Hombre","Miembros del poder ejecutivo y de los cuerpos legislativos y personal directivo de la administración pública y de empresas","Araucanía","9",2014,1399737
"197","Hombre","Miembros del poder ejecutivo y de los cuerpos legislativos y personal directivo de la administración pública y de empresas","Araucanía","9",2015,3460000
"198","Hombre","Miembros del poder ejecutivo y de los cuerpos legislativos y personal directivo de la administración pública y de empresas","Arica y Parinacota","15",2010,600000
"199","Hombre","Miembros del poder ejecutivo y de los cuerpos legislativos y personal directivo de la administración pública y de empresas","Arica y Parinacota","15",2011,1116420
"200","Hombre","Miembros del poder ejecutivo y de los cuerpos legislativos y personal directivo de la administración pública y de empresas","Arica y Parinacota","15",2012,1840287
"201","Hombre","Miembros del poder ejecutivo y de los cuerpos legislativos y personal directivo de la administración pública y de empresas","Arica y Parinacota","15",2013,966769
"202","Hombre","Miembros del poder ejecutivo y de los cuerpos legislativos y personal directivo de la administración pública y de empresas","Arica y Parinacota","15",2014,1010423
"203","Hombre","Miembros del poder ejecutivo y de los cuerpos legislativos y personal directivo de la administración pública y de empresas","Arica y Parinacota","15",2015,1500711
"204","Hombre","Miembros del poder ejecutivo y de los cuerpos legislativos y personal directivo de la administración pública y de empresas","Atacama","3",2010,1673854
"205","Hombre","Miembros del poder ejecutivo y de los cuerpos legislativos y personal directivo de la administración pública y de empresas","Atacama","3",2011,3689137
"206","Hombre","Miembros del poder ejecutivo y de los cuerpos legislativos y personal directivo de la administración pública y de empresas","Atacama","3",2012,1584832
"207","Hombre","Miembros del poder ejecutivo y de los cuerpos legislativos y personal directivo de la administración pública y de empresas","Atacama","3",2013,1918794
"208","Hombre","Miembros del poder ejecutivo y de los cuerpos legislativos y personal directivo de la administración pública y de empresas","Atacama","3",2014,2020845
"209","Hombre","Miembros del poder ejecutivo y de los cuerpos legislativos y personal directivo de la administración pública y de empresas","Atacama","3",2015,2400649
"210","Hombre","Miembros del poder ejecutivo y de los cuerpos legislativos y personal directivo de la administración pública y de empresas","Aysén","11",2010,1702344
"211","Hombre","Miembros del poder ejecutivo y de los cuerpos legislativos y personal directivo de la administración pública y de empresas","Aysén","11",2011,1715929
"212","Hombre","Miembros del poder ejecutivo y de los cuerpos legislativos y personal directivo de la administración pública y de empresas","Aysén","11",2012,1547244
"213","Hombre","Miembros del poder ejecutivo y de los cuerpos legislativos y personal directivo de la administración pública y de empresas","Aysén","11",2013,1505851
"214","Hombre","Miembros del poder ejecutivo y de los cuerpos legislativos y personal directivo de la administración pública y de empresas","Aysén","11",2014,2016374
"215","Hombre","Miembros del poder ejecutivo y de los cuerpos legislativos y personal directivo de la administración pública y de empresas","Aysén","11",2015,2800758
"216","Hombre","Miembros del poder ejecutivo y de los cuerpos legislativos y personal directivo de la administración pública y de empresas","Bíobío","8",2010,1011009
"217","Hombre","Miembros del poder ejecutivo y de los cuerpos legislativos y personal directivo de la administración pública y de empresas","Bíobío","8",2011,1495205
"218","Hombre","Miembros del poder ejecutivo y de los cuerpos legislativos y personal directivo de la administración pública y de empresas","Bíobío","8",2012,1423680
"219","Hombre","Miembros del poder ejecutivo y de los cuerpos legislativos y personal directivo de la administración pública y de empresas","Bíobío","8",2013,2002711
"220","Hombre","Miembros del poder ejecutivo y de los cuerpos legislativos y personal directivo de la administración pública y de empresas","Bíobío","8",2014,1586494
"221","Hombre","Miembros del poder ejecutivo y de los cuerpos legislativos y personal directivo de la administración pública y de empresas","Bíobío","8",2015,1952476
"222","Hombre","Miembros del poder ejecutivo y de los cuerpos legislativos y personal directivo de la administración pública y de empresas","Coquimbo","4",2010,1006453
"223","Hombre","Miembros del poder ejecutivo y de los cuerpos legislativos y personal directivo de la administración pública y de empresas","Coquimbo","4",2011,1000000
"224","Hombre","Miembros del poder ejecutivo y de los cuerpos legislativos y personal directivo de la administración pública y de empresas","Coquimbo","4",2012,1113022
"225","Hombre","Miembros del poder ejecutivo y de los cuerpos legislativos y personal directivo de la administración pública y de empresas","Coquimbo","4",2013,1884287
"226","Hombre","Miembros del poder ejecutivo y de los cuerpos legislativos y personal directivo de la administración pública y de empresas","Coquimbo","4",2014,4041690
"227","Hombre","Miembros del poder ejecutivo y de los cuerpos legislativos y personal directivo de la administración pública y de empresas","Coquimbo","4",2015,3154358
"228","Hombre","Miembros del poder ejecutivo y de los cuerpos legislativos y personal directivo de la administración pública y de empresas","Los Lagos","10",2010,1000979
"229","Hombre","Miembros del poder ejecutivo y de los cuerpos legislativos y personal directivo de la administración pública y de empresas","Los Lagos","10",2011,1406766
"230","Hombre","Miembros del poder ejecutivo y de los cuerpos legislativos y personal directivo de la administración pública y de empresas","Los Lagos","10",2012,2190072
"231","Hombre","Miembros del poder ejecutivo y de los cuerpos legislativos y personal directivo de la administración pública y de empresas","Los Lagos","10",2013,1600283
"232","Hombre","Miembros del poder ejecutivo y de los cuerpos legislativos y personal directivo de la administración pública y de empresas","Los Lagos","10",2014,2993091
"233","Hombre","Miembros del poder ejecutivo y de los cuerpos legislativos y personal directivo de la administración pública y de empresas","Los Lagos","10",2015,2071622
"234","Hombre","Miembros del poder ejecutivo y de los cuerpos legislativos y personal directivo de la administración pública y de empresas","Los Ríos","14",2010,1007912
"235","Hombre","Miembros del poder ejecutivo y de los cuerpos legislativos y personal directivo de la administración pública y de empresas","Los Ríos","14",2011,1417371
"236","Hombre","Miembros del poder ejecutivo y de los cuerpos legislativos y personal directivo de la administración pública y de empresas","Los Ríos","14",2012,1592202
"237","Hombre","Miembros del poder ejecutivo y de los cuerpos legislativos y personal directivo de la administración pública y de empresas","Los Ríos","14",2013,1200000
"238","Hombre","Miembros del poder ejecutivo y de los cuerpos legislativos y personal directivo de la administración pública y de empresas","Los Ríos","14",2014,1865708
"239","Hombre","Miembros del poder ejecutivo y de los cuerpos legislativos y personal directivo de la administración pública y de empresas","Los Ríos","14",2015,2881250
"240","Hombre","Miembros del poder ejecutivo y de los cuerpos legislativos y personal directivo de la administración pública y de empresas","Magallanes","12",2010,1584898
"241","Hombre","Miembros del poder ejecutivo y de los cuerpos legislativos y personal directivo de la administración pública y de empresas","Magallanes","12",2011,2972502
"242","Hombre","Miembros del poder ejecutivo y de los cuerpos legislativos y personal directivo de la administración pública y de empresas","Magallanes","12",2012,2500000
"243","Hombre","Miembros del poder ejecutivo y de los cuerpos legislativos y personal directivo de la administración pública y de empresas","Magallanes","12",2013,2685012
"244","Hombre","Miembros del poder ejecutivo y de los cuerpos legislativos y personal directivo de la administración pública y de empresas","Magallanes","12",2014,1775162
"245","Hombre","Miembros del poder ejecutivo y de los cuerpos legislativos y personal directivo de la administración pública y de empresas","Magallanes","12",2015,4589927
"246","Hombre","Miembros del poder ejecutivo y de los cuerpos legislativos y personal directivo de la administración pública y de empresas","Maule","7",2010,1219171
"247","Hombre","Miembros del poder ejecutivo y de los cuerpos legislativos y personal directivo de la administración pública y de empresas","Maule","7",2011,1196164
"248","Hombre","Miembros del poder ejecutivo y de los cuerpos legislativos y personal directivo de la administración pública y de empresas","Maule","7",2012,1206745
"249","Hombre","Miembros del poder ejecutivo y de los cuerpos legislativos y personal directivo de la administración pública y de empresas","Maule","7",2013,1539642
"250","Hombre","Miembros del poder ejecutivo y de los cuerpos legislativos y personal directivo de la administración pública y de empresas","Maule","7",2014,903770
"251","Hombre","Miembros del poder ejecutivo y de los cuerpos legislativos y personal directivo de la administración pública y de empresas","Maule","7",2015,2124077
"252","Hombre","Miembros del poder ejecutivo y de los cuerpos legislativos y personal directivo de la administración pública y de empresas","Metropolitana","13",2010,1499513
"253","Hombre","Miembros del poder ejecutivo y de los cuerpos legislativos y personal directivo de la administración pública y de empresas","Metropolitana","13",2011,1500000
"254","Hombre","Miembros del poder ejecutivo y de los cuerpos legislativos y personal directivo de la administración pública y de empresas","Metropolitana","13",2012,2000000
"255","Hombre","Miembros del poder ejecutivo y de los cuerpos legislativos y personal directivo de la administración pública y de empresas","Metropolitana","13",2013,1725947
"256","Hombre","Miembros del poder ejecutivo y de los cuerpos legislativos y personal directivo de la administración pública y de empresas","Metropolitana","13",2014,1999625
"257","Hombre","Miembros del poder ejecutivo y de los cuerpos legislativos y personal directivo de la administración pública y de empresas","Metropolitana","13",2015,2500000
"258","Hombre","Miembros del poder ejecutivo y de los cuerpos legislativos y personal directivo de la administración pública y de empresas","O'Higgins","6",2010,1248395
"259","Hombre","Miembros del poder ejecutivo y de los cuerpos legislativos y personal directivo de la administración pública y de empresas","O'Higgins","6",2011,1239628
"260","Hombre","Miembros del poder ejecutivo y de los cuerpos legislativos y personal directivo de la administración pública y de empresas","O'Higgins","6",2012,900000
"261","Hombre","Miembros del poder ejecutivo y de los cuerpos legislativos y personal directivo de la administración pública y de empresas","O'Higgins","6",2013,1008178
"262","Hombre","Miembros del poder ejecutivo y de los cuerpos legislativos y personal directivo de la administración pública y de empresas","O'Higgins","6",2014,1500000
"263","Hombre","Miembros del poder ejecutivo y de los cuerpos legislativos y personal directivo de la administración pública y de empresas","O'Higgins","6",2015,1523213
"264","Hombre","Miembros del poder ejecutivo y de los cuerpos legislativos y personal directivo de la administración pública y de empresas","Tarapacá","1",2010,1694642
"265","Hombre","Miembros del poder ejecutivo y de los cuerpos legislativos y personal directivo de la administración pública y de empresas","Tarapacá","1",2011,896878
"266","Hombre","Miembros del poder ejecutivo y de los cuerpos legislativos y personal directivo de la administración pública y de empresas","Tarapacá","1",2012,1201257
"267","Hombre","Miembros del poder ejecutivo y de los cuerpos legislativos y personal directivo de la administración pública y de empresas","Tarapacá","1",2013,2477919
"268","Hombre","Miembros del poder ejecutivo y de los cuerpos legislativos y personal directivo de la administración pública y de empresas","Tarapacá","1",2014,1999625
"269","Hombre","Miembros del poder ejecutivo y de los cuerpos legislativos y personal directivo de la administración pública y de empresas","Tarapacá","1",2015,2085637
"270","Hombre","Miembros del poder ejecutivo y de los cuerpos legislativos y personal directivo de la administración pública y de empresas","Valparaíso","5",2010,1470527
"271","Hombre","Miembros del poder ejecutivo y de los cuerpos legislativos y personal directivo de la administración pública y de empresas","Valparaíso","5",2011,1476198
"272","Hombre","Miembros del poder ejecutivo y de los cuerpos legislativos y personal directivo de la administración pública y de empresas","Valparaíso","5",2012,1810118
"273","Hombre","Miembros del poder ejecutivo y de los cuerpos legislativos y personal directivo de la administración pública y de empresas","Valparaíso","5",2013,1501421
"274","Hombre","Miembros del poder ejecutivo y de los cuerpos legislativos y personal directivo de la administración pública y de empresas","Valparaíso","5",2014,1447150
"275","Hombre","Miembros del poder ejecutivo y de los cuerpos legislativos y personal directivo de la administración pública y de empresas","Valparaíso","5",2015,1500043
"276","Hombre","Miembros del poder ejecutivo y de los cuerpos legislativos y personal directivo de la administración pública y de empresas",NA,NA,2010,249829
"277","Hombre","Miembros del poder ejecutivo y de los cuerpos legislativos y personal directivo de la administración pública y de empresas",NA,NA,2012,716675
"278","Hombre","Oficiales, operarios y artesanos de artes mecánicas y de otros oficios","Antofagasta","2",2010,395106
"279","Hombre","Oficiales, operarios y artesanos de artes mecánicas y de otros oficios","Antofagasta","2",2011,497134
"280","Hombre","Oficiales, operarios y artesanos de artes mecánicas y de otros oficios","Antofagasta","2",2012,500000
"281","Hombre","Oficiales, operarios y artesanos de artes mecánicas y de otros oficios","Antofagasta","2",2013,598924
"282","Hombre","Oficiales, operarios y artesanos de artes mecánicas y de otros oficios","Antofagasta","2",2014,554995
"283","Hombre","Oficiales, operarios y artesanos de artes mecánicas y de otros oficios","Antofagasta","2",2015,600000
