"","sex","isco","geography_name","geography_id","year","lb_weighted_median"
"51","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Los Ríos",14,2012,139874
"52","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Los Ríos",14,2013,110989
"53","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Los Ríos",14,2014,120592
"54","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Los Ríos",14,2015,150041
"55","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Magallanes",12,2010,184794
"56","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Magallanes",12,2011,182655
"57","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Magallanes",12,2012,193000
"58","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Magallanes",12,2013,194266
"59","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Magallanes",12,2014,318052
"60","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Magallanes",12,2015,355199
"61","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Maule",7,2010,99925
"62","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Maule",7,2011,112125
"63","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Maule",7,2012,120405
"64","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Maule",7,2013,128615
"65","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Maule",7,2014,151440
"66","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Maule",7,2015,174126
"67","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Metropolitana",13,2010,149970
"68","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Metropolitana",13,2011,176437
"69","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Metropolitana",13,2012,193870
"70","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Metropolitana",13,2013,200271
"71","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Metropolitana",13,2014,202085
"72","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Metropolitana",13,2015,250000
"73","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","O'Higgins",6,2010,171882
"74","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","O'Higgins",6,2011,200000
"75","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","O'Higgins",6,2012,173486
"76","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","O'Higgins",6,2013,204516
"77","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","O'Higgins",6,2014,248026
"78","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","O'Higgins",6,2015,192897
"79","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Tarapacá",1,2010,70975
"80","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Tarapacá",1,2011,111769
"81","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Tarapacá",1,2012,96514
"82","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Tarapacá",1,2013,130176
"83","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Tarapacá",1,2014,151563
"84","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Tarapacá",1,2015,120000
"85","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Valparaíso",5,2010,140129
"86","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Valparaíso",5,2011,156180
"87","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Valparaíso",5,2012,150321
"88","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Valparaíso",5,2013,172080
"89","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Valparaíso",5,2014,199962
"90","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Valparaíso",5,2015,200774
"91","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros",NA,NA,2010,45044
"92","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros",NA,NA,2011,75652
"93","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros",NA,NA,2012,19061
"94","Hombre","Empleados de oficina","Antofagasta",2,2010,350000
"95","Hombre","Empleados de oficina","Antofagasta",2,2011,370239
"96","Hombre","Empleados de oficina","Antofagasta",2,2012,442884
"97","Hombre","Empleados de oficina","Antofagasta",2,2013,398489
"98","Hombre","Empleados de oficina","Antofagasta",2,2014,433132
"99","Hombre","Empleados de oficina","Antofagasta",2,2015,369464
"100","Hombre","Empleados de oficina","Araucanía",9,2010,189014
"101","Hombre","Empleados de oficina","Araucanía",9,2011,206051
"102","Hombre","Empleados de oficina","Araucanía",9,2012,264348
"103","Hombre","Empleados de oficina","Araucanía",9,2013,237977
"104","Hombre","Empleados de oficina","Araucanía",9,2014,239955
"105","Hombre","Empleados de oficina","Araucanía",9,2015,261071
"106","Hombre","Empleados de oficina","Arica y Parinacota",15,2010,237054
"107","Hombre","Empleados de oficina","Arica y Parinacota",15,2011,249201
"108","Hombre","Empleados de oficina","Arica y Parinacota",15,2012,280000
"109","Hombre","Empleados de oficina","Arica y Parinacota",15,2013,368965
"110","Hombre","Empleados de oficina","Arica y Parinacota",15,2014,299968
"111","Hombre","Empleados de oficina","Arica y Parinacota",15,2015,360137
"112","Hombre","Empleados de oficina","Atacama",3,2010,236101
"113","Hombre","Empleados de oficina","Atacama",3,2011,296202
"114","Hombre","Empleados de oficina","Atacama",3,2012,404109
"115","Hombre","Empleados de oficina","Atacama",3,2013,299765
"116","Hombre","Empleados de oficina","Atacama",3,2014,293961
"117","Hombre","Empleados de oficina","Atacama",3,2015,356262
"118","Hombre","Empleados de oficina","Aysén",11,2010,277224
"119","Hombre","Empleados de oficina","Aysén",11,2011,254503
"120","Hombre","Empleados de oficina","Aysén",11,2012,340784
"121","Hombre","Empleados de oficina","Aysén",11,2013,261409
"122","Hombre","Empleados de oficina","Aysén",11,2014,350065
"123","Hombre","Empleados de oficina","Aysén",11,2015,351426
"124","Hombre","Empleados de oficina","Bíobío",8,2010,240235
"125","Hombre","Empleados de oficina","Bíobío",8,2011,251208
"126","Hombre","Empleados de oficina","Bíobío",8,2012,284015
"127","Hombre","Empleados de oficina","Bíobío",8,2013,283653
"128","Hombre","Empleados de oficina","Bíobío",8,2014,299944
"129","Hombre","Empleados de oficina","Bíobío",8,2015,350000
"130","Hombre","Empleados de oficina","Coquimbo",4,2010,220013
"131","Hombre","Empleados de oficina","Coquimbo",4,2011,200893
"132","Hombre","Empleados de oficina","Coquimbo",4,2012,348157
"133","Hombre","Empleados de oficina","Coquimbo",4,2013,287663
"134","Hombre","Empleados de oficina","Coquimbo",4,2014,322188
"135","Hombre","Empleados de oficina","Coquimbo",4,2015,275000
"136","Hombre","Empleados de oficina","Los Lagos",10,2010,200090
"137","Hombre","Empleados de oficina","Los Lagos",10,2011,219297
"138","Hombre","Empleados de oficina","Los Lagos",10,2012,254750
"139","Hombre","Empleados de oficina","Los Lagos",10,2013,304066
"140","Hombre","Empleados de oficina","Los Lagos",10,2014,353425
"141","Hombre","Empleados de oficina","Los Lagos",10,2015,300000
"142","Hombre","Empleados de oficina","Los Ríos",14,2010,211303
"143","Hombre","Empleados de oficina","Los Ríos",14,2011,279425
"144","Hombre","Empleados de oficina","Los Ríos",14,2012,351676
"145","Hombre","Empleados de oficina","Los Ríos",14,2013,279892
"146","Hombre","Empleados de oficina","Los Ríos",14,2014,302722
"147","Hombre","Empleados de oficina","Los Ríos",14,2015,349275
"148","Hombre","Empleados de oficina","Magallanes",12,2010,243878
"149","Hombre","Empleados de oficina","Magallanes",12,2011,346134
"150","Hombre","Empleados de oficina","Magallanes",12,2012,298934
"151","Hombre","Empleados de oficina","Magallanes",12,2013,355560
"152","Hombre","Empleados de oficina","Magallanes",12,2014,402378
"153","Hombre","Empleados de oficina","Magallanes",12,2015,398601
"154","Hombre","Empleados de oficina","Maule",7,2010,200029
"155","Hombre","Empleados de oficina","Maule",7,2011,199893
"156","Hombre","Empleados de oficina","Maule",7,2012,248877
"157","Hombre","Empleados de oficina","Maule",7,2013,250000
"158","Hombre","Empleados de oficina","Maule",7,2014,261211
"159","Hombre","Empleados de oficina","Maule",7,2015,300081
"160","Hombre","Empleados de oficina","Metropolitana",13,2010,250245
"161","Hombre","Empleados de oficina","Metropolitana",13,2011,299395
"162","Hombre","Empleados de oficina","Metropolitana",13,2012,316421
"163","Hombre","Empleados de oficina","Metropolitana",13,2013,350000
"164","Hombre","Empleados de oficina","Metropolitana",13,2014,389927
"165","Hombre","Empleados de oficina","Metropolitana",13,2015,351426
"166","Hombre","Empleados de oficina","O'Higgins",6,2010,307938
"167","Hombre","Empleados de oficina","O'Higgins",6,2011,263449
"168","Hombre","Empleados de oficina","O'Higgins",6,2012,280000
"169","Hombre","Empleados de oficina","O'Higgins",6,2013,324250
"170","Hombre","Empleados de oficina","O'Higgins",6,2014,359861
"171","Hombre","Empleados de oficina","O'Higgins",6,2015,350095
"172","Hombre","Empleados de oficina","Tarapacá",1,2010,249829
"173","Hombre","Empleados de oficina","Tarapacá",1,2011,221063
"174","Hombre","Empleados de oficina","Tarapacá",1,2012,275130
"175","Hombre","Empleados de oficina","Tarapacá",1,2013,307066
"176","Hombre","Empleados de oficina","Tarapacá",1,2014,299953
"177","Hombre","Empleados de oficina","Tarapacá",1,2015,300081
"178","Hombre","Empleados de oficina","Valparaíso",5,2010,250000
"179","Hombre","Empleados de oficina","Valparaíso",5,2011,234451
"180","Hombre","Empleados de oficina","Valparaíso",5,2012,294322
"181","Hombre","Empleados de oficina","Valparaíso",5,2013,350000
"182","Hombre","Empleados de oficina","Valparaíso",5,2014,383270
"183","Hombre","Empleados de oficina","Valparaíso",5,2015,343919
"184","Hombre","Empleados de oficina",NA,NA,2010,285000
"185","Hombre","Empleados de oficina",NA,NA,2012,464772
"186","Hombre","Miembros del poder ejecutivo y de los cuerpos legislativos y personal directivo de la adm. pública y de empresas","Antofagasta",2,2011,1162755
"187","Hombre","Miembros del poder ejecutivo y de los cuerpos legislativos y personal directivo de la adm. pública y de empresas","Araucanía",9,2011,462341
"188","Hombre","Miembros del poder ejecutivo y de los cuerpos legislativos y personal directivo de la adm. pública y de empresas","Arica y Parinacota",15,2011,678803
"189","Hombre","Miembros del poder ejecutivo y de los cuerpos legislativos y personal directivo de la adm. pública y de empresas","Atacama",3,2011,908263
"190","Hombre","Miembros del poder ejecutivo y de los cuerpos legislativos y personal directivo de la adm. pública y de empresas","Aysén",11,2011,700000
"191","Hombre","Miembros del poder ejecutivo y de los cuerpos legislativos y personal directivo de la adm. pública y de empresas","Bíobío",8,2011,619200
"192","Hombre","Miembros del poder ejecutivo y de los cuerpos legislativos y personal directivo de la adm. pública y de empresas","Coquimbo",4,2011,394269
"193","Hombre","Miembros del poder ejecutivo y de los cuerpos legislativos y personal directivo de la adm. pública y de empresas","Los Lagos",10,2011,785091
"194","Hombre","Miembros del poder ejecutivo y de los cuerpos legislativos y personal directivo de la adm. pública y de empresas","Los Ríos",14,2011,300350
"195","Hombre","Miembros del poder ejecutivo y de los cuerpos legislativos y personal directivo de la adm. pública y de empresas","Magallanes",12,2011,830629
"196","Hombre","Miembros del poder ejecutivo y de los cuerpos legislativos y personal directivo de la adm. pública y de empresas","Maule",7,2011,750000
"197","Hombre","Miembros del poder ejecutivo y de los cuerpos legislativos y personal directivo de la adm. pública y de empresas","Metropolitana",13,2011,1004833
"198","Hombre","Miembros del poder ejecutivo y de los cuerpos legislativos y personal directivo de la adm. pública y de empresas","O'Higgins",6,2011,464920
"199","Hombre","Miembros del poder ejecutivo y de los cuerpos legislativos y personal directivo de la adm. pública y de empresas","Tarapacá",1,2011,501579
"200","Hombre","Miembros del poder ejecutivo y de los cuerpos legislativos y personal directivo de la adm. pública y de empresas","Valparaíso",5,2011,697763
"201","Hombre","Miembros del poder ejecutivo y de los cuerpos legislativos y personal directivo de la administración pública y de empr","Antofagasta",2,2012,698864
"202","Hombre","Miembros del poder ejecutivo y de los cuerpos legislativos y personal directivo de la administración pública y de empr","Antofagasta",2,2013,796448
"203","Hombre","Miembros del poder ejecutivo y de los cuerpos legislativos y personal directivo de la administración pública y de empr","Antofagasta",2,2014,677587
"204","Hombre","Miembros del poder ejecutivo y de los cuerpos legislativos y personal directivo de la administración pública y de empr","Antofagasta",2,2015,912657
"205","Hombre","Miembros del poder ejecutivo y de los cuerpos legislativos y personal directivo de la administración pública y de empr","Araucanía",9,2012,300000
"206","Hombre","Miembros del poder ejecutivo y de los cuerpos legislativos y personal directivo de la administración pública y de empr","Araucanía",9,2013,475155
"207","Hombre","Miembros del poder ejecutivo y de los cuerpos legislativos y personal directivo de la administración pública y de empr","Araucanía",9,2014,642277
"208","Hombre","Miembros del poder ejecutivo y de los cuerpos legislativos y personal directivo de la administración pública y de empr","Araucanía",9,2015,401518
"209","Hombre","Miembros del poder ejecutivo y de los cuerpos legislativos y personal directivo de la administración pública y de empr","Arica y Parinacota",15,2012,703737
"210","Hombre","Miembros del poder ejecutivo y de los cuerpos legislativos y personal directivo de la administración pública y de empr","Arica y Parinacota",15,2013,300000
"211","Hombre","Miembros del poder ejecutivo y de los cuerpos legislativos y personal directivo de la administración pública y de empr","Arica y Parinacota",15,2014,300061
"212","Hombre","Miembros del poder ejecutivo y de los cuerpos legislativos y personal directivo de la administración pública y de empr","Arica y Parinacota",15,2015,640000
"213","Hombre","Miembros del poder ejecutivo y de los cuerpos legislativos y personal directivo de la administración pública y de empr","Atacama",3,2012,500000
"214","Hombre","Miembros del poder ejecutivo y de los cuerpos legislativos y personal directivo de la administración pública y de empr","Atacama",3,2013,587566
"215","Hombre","Miembros del poder ejecutivo y de los cuerpos legislativos y personal directivo de la administración pública y de empr","Atacama",3,2014,502321
"216","Hombre","Miembros del poder ejecutivo y de los cuerpos legislativos y personal directivo de la administración pública y de empr","Atacama",3,2015,690510
"217","Hombre","Miembros del poder ejecutivo y de los cuerpos legislativos y personal directivo de la administración pública y de empr","Aysén",11,2012,443567
"218","Hombre","Miembros del poder ejecutivo y de los cuerpos legislativos y personal directivo de la administración pública y de empr","Aysén",11,2013,591163
"219","Hombre","Miembros del poder ejecutivo y de los cuerpos legislativos y personal directivo de la administración pública y de empr","Aysén",11,2014,399925
"220","Hombre","Miembros del poder ejecutivo y de los cuerpos legislativos y personal directivo de la administración pública y de empr","Aysén",11,2015,637345
"221","Hombre","Miembros del poder ejecutivo y de los cuerpos legislativos y personal directivo de la administración pública y de empr","Bíobío",8,2012,700920
"222","Hombre","Miembros del poder ejecutivo y de los cuerpos legislativos y personal directivo de la administración pública y de empr","Bíobío",8,2013,980000
"223","Hombre","Miembros del poder ejecutivo y de los cuerpos legislativos y personal directivo de la administración pública y de empr","Bíobío",8,2014,600000
"224","Hombre","Miembros del poder ejecutivo y de los cuerpos legislativos y personal directivo de la administración pública y de empr","Bíobío",8,2015,838315
"225","Hombre","Miembros del poder ejecutivo y de los cuerpos legislativos y personal directivo de la administración pública y de empr","Coquimbo",4,2012,401994
"226","Hombre","Miembros del poder ejecutivo y de los cuerpos legislativos y personal directivo de la administración pública y de empr","Coquimbo",4,2013,499009
"227","Hombre","Miembros del poder ejecutivo y de los cuerpos legislativos y personal directivo de la administración pública y de empr","Coquimbo",4,2014,706013
"228","Hombre","Miembros del poder ejecutivo y de los cuerpos legislativos y personal directivo de la administración pública y de empr","Coquimbo",4,2015,800216
"229","Hombre","Miembros del poder ejecutivo y de los cuerpos legislativos y personal directivo de la administración pública y de empr","Los Lagos",10,2012,822690
"230","Hombre","Miembros del poder ejecutivo y de los cuerpos legislativos y personal directivo de la administración pública y de empr","Los Lagos",10,2013,1180787
"231","Hombre","Miembros del poder ejecutivo y de los cuerpos legislativos y personal directivo de la administración pública y de empr","Los Lagos",10,2014,1159774
"232","Hombre","Miembros del poder ejecutivo y de los cuerpos legislativos y personal directivo de la administración pública y de empr","Los Lagos",10,2015,501898
"233","Hombre","Miembros del poder ejecutivo y de los cuerpos legislativos y personal directivo de la administración pública y de empr","Los Ríos",14,2012,807462
"234","Hombre","Miembros del poder ejecutivo y de los cuerpos legislativos y personal directivo de la administración pública y de empr","Los Ríos",14,2013,537961
"235","Hombre","Miembros del poder ejecutivo y de los cuerpos legislativos y personal directivo de la administración pública y de empr","Los Ríos",14,2014,480000
"236","Hombre","Miembros del poder ejecutivo y de los cuerpos legislativos y personal directivo de la administración pública y de empr","Los Ríos",14,2015,501898
"237","Hombre","Miembros del poder ejecutivo y de los cuerpos legislativos y personal directivo de la administración pública y de empr","Magallanes",12,2012,1178111
"238","Hombre","Miembros del poder ejecutivo y de los cuerpos legislativos y personal directivo de la administración pública y de empr","Magallanes",12,2013,598560
"239","Hombre","Miembros del poder ejecutivo y de los cuerpos legislativos y personal directivo de la administración pública y de empr","Magallanes",12,2014,1050000
"240","Hombre","Miembros del poder ejecutivo y de los cuerpos legislativos y personal directivo de la administración pública y de empr","Magallanes",12,2015,1295100
"241","Hombre","Miembros del poder ejecutivo y de los cuerpos legislativos y personal directivo de la administración pública y de empr","Maule",7,2012,351579
"242","Hombre","Miembros del poder ejecutivo y de los cuerpos legislativos y personal directivo de la administración pública y de empr","Maule",7,2013,694096
"243","Hombre","Miembros del poder ejecutivo y de los cuerpos legislativos y personal directivo de la administración pública y de empr","Maule",7,2014,619448
"244","Hombre","Miembros del poder ejecutivo y de los cuerpos legislativos y personal directivo de la administración pública y de empr","Maule",7,2015,861205
"245","Hombre","Miembros del poder ejecutivo y de los cuerpos legislativos y personal directivo de la administración pública y de empr","Metropolitana",13,2012,1005621
"246","Hombre","Miembros del poder ejecutivo y de los cuerpos legislativos y personal directivo de la administración pública y de empr","Metropolitana",13,2013,1034247
"247","Hombre","Miembros del poder ejecutivo y de los cuerpos legislativos y personal directivo de la administración pública y de empr","Metropolitana",13,2014,1302766
"248","Hombre","Miembros del poder ejecutivo y de los cuerpos legislativos y personal directivo de la administración pública y de empr","Metropolitana",13,2015,1500277
"249","Hombre","Miembros del poder ejecutivo y de los cuerpos legislativos y personal directivo de la administración pública y de empr","O'Higgins",6,2012,296792
"250","Hombre","Miembros del poder ejecutivo y de los cuerpos legislativos y personal directivo de la administración pública y de empr","O'Higgins",6,2013,492075
"251","Hombre","Miembros del poder ejecutivo y de los cuerpos legislativos y personal directivo de la administración pública y de empr","O'Higgins",6,2014,512367
"252","Hombre","Miembros del poder ejecutivo y de los cuerpos legislativos y personal directivo de la administración pública y de empr","O'Higgins",6,2015,599656
"253","Hombre","Miembros del poder ejecutivo y de los cuerpos legislativos y personal directivo de la administración pública y de empr","Tarapacá",1,2012,427137
"254","Hombre","Miembros del poder ejecutivo y de los cuerpos legislativos y personal directivo de la administración pública y de empr","Tarapacá",1,2013,806632
"255","Hombre","Miembros del poder ejecutivo y de los cuerpos legislativos y personal directivo de la administración pública y de empr","Tarapacá",1,2014,1014536
"256","Hombre","Miembros del poder ejecutivo y de los cuerpos legislativos y personal directivo de la administración pública y de empr","Tarapacá",1,2015,1004075
"257","Hombre","Miembros del poder ejecutivo y de los cuerpos legislativos y personal directivo de la administración pública y de empr","Valparaíso",5,2012,835807
"258","Hombre","Miembros del poder ejecutivo y de los cuerpos legislativos y personal directivo de la administración pública y de empr","Valparaíso",5,2013,1000090
"259","Hombre","Miembros del poder ejecutivo y de los cuerpos legislativos y personal directivo de la administración pública y de empr","Valparaíso",5,2014,676271
"260","Hombre","Miembros del poder ejecutivo y de los cuerpos legislativos y personal directivo de la administración pública y de empr","Valparaíso",5,2015,630000
"261","Hombre","Miembros del poder ejecutivo y de los cuerpos legislativos y personal directivo de la administración pública y de empr",NA,NA,2012,716675
"262","Hombre","Miembros del poder ejecutivo y de los cuerpos legislativos y personal directivo de la administración publica y de empres","Antofagasta",2,2010,608902
"263","Hombre","Miembros del poder ejecutivo y de los cuerpos legislativos y personal directivo de la administración publica y de empres","Araucanía",9,2010,399726
"264","Hombre","Miembros del poder ejecutivo y de los cuerpos legislativos y personal directivo de la administración publica y de empres","Arica y Parinacota",15,2010,324778
"265","Hombre","Miembros del poder ejecutivo y de los cuerpos legislativos y personal directivo de la administración publica y de empres","Atacama",3,2010,279809
"266","Hombre","Miembros del poder ejecutivo y de los cuerpos legislativos y personal directivo de la administración publica y de empres","Aysén",11,2010,422588
"267","Hombre","Miembros del poder ejecutivo y de los cuerpos legislativos y personal directivo de la administración publica y de empres","Bíobío",8,2010,641644
"268","Hombre","Miembros del poder ejecutivo y de los cuerpos legislativos y personal directivo de la administración publica y de empres","Coquimbo",4,2010,415600
"269","Hombre","Miembros del poder ejecutivo y de los cuerpos legislativos y personal directivo de la administración publica y de empres","Los Lagos",10,2010,600866
"270","Hombre","Miembros del poder ejecutivo y de los cuerpos legislativos y personal directivo de la administración publica y de empres","Los Ríos",14,2010,722289
"271","Hombre","Miembros del poder ejecutivo y de los cuerpos legislativos y personal directivo de la administración publica y de empres","Magallanes",12,2010,419660
"272","Hombre","Miembros del poder ejecutivo y de los cuerpos legislativos y personal directivo de la administración publica y de empres","Maule",7,2010,509306
"273","Hombre","Miembros del poder ejecutivo y de los cuerpos legislativos y personal directivo de la administración publica y de empres","Metropolitana",13,2010,999641
"274","Hombre","Miembros del poder ejecutivo y de los cuerpos legislativos y personal directivo de la administración publica y de empres","O'Higgins",6,2010,500000
"275","Hombre","Miembros del poder ejecutivo y de los cuerpos legislativos y personal directivo de la administración publica y de empres","Tarapacá",1,2010,811786
"276","Hombre","Miembros del poder ejecutivo y de los cuerpos legislativos y personal directivo de la administración publica y de empres","Valparaíso",5,2010,755874
"277","Hombre","Miembros del poder ejecutivo y de los cuerpos legislativos y personal directivo de la administración publica y de empres",NA,NA,2010,249829
"278","Hombre","Oficiales, operarios y artesanos de artes mecánicas y de otros oficios","Antofagasta",2,2010,349761
"279","Hombre","Oficiales, operarios y artesanos de artes mecánicas y de otros oficios","Antofagasta",2,2011,388753
"280","Hombre","Oficiales, operarios y artesanos de artes mecánicas y de otros oficios","Antofagasta",2,2012,406168
"281","Hombre","Oficiales, operarios y artesanos de artes mecánicas y de otros oficios","Antofagasta",2,2013,450000
"282","Hombre","Oficiales, operarios y artesanos de artes mecánicas y de otros oficios","Antofagasta",2,2014,473588
"283","Hombre","Oficiales, operarios y artesanos de artes mecánicas y de otros oficios","Antofagasta",2,2015,500000
"284","Hombre","Oficiales, operarios y artesanos de artes mecánicas y de otros oficios","Araucanía",9,2010,135841
"285","Hombre","Oficiales, operarios y artesanos de artes mecánicas y de otros oficios","Araucanía",9,2011,199361
