"","geography_level","geography_name","geography_id","sex","isced","year","weighted_mean","weighted_median","ci_weighted_mean","ci_weighted_median"
"40","country","País","country","Mujer","Doctorado",2012,1130922.50496315,1183179.21186505,"[880297, 1489629]","[732191, 1323187]"
"41","country","País","country","Mujer","Doctorado",2013,963476.237465681,944041.557943556,"[603847, 1264141]","[450000, 1474060]"
"42","country","País","country","Mujer","Doctorado",2014,1322422.35519763,999895.83596022,"[836817, 1818714]","[393871, 1304433]"
"43","country","País","country","Mujer","Doctorado",2015,1533501.51487,1402378.62359042,"[1202269, 2010637]","[1000000, 1998605]"
"44","country","País","country","Mujer","Educación preescolar",2010,56781.3007991249,52864.6485809002,"[30313, 112428]","[20220, 97433]"
"45","country","País","country","Mujer","Educación preescolar",2011,88418.1047418193,79744.288803234,"[56364, 133259]","[60543, 99680]"
"46","country","País","country","Mujer","Educación Preescolar",2012,233452.377479191,288891.846895882,"[103956, 538518]","[40908, 294144]"
"47","country","País","country","Mujer","Educación primaria (nivel 1)",2010,124157.447886006,100000,"[114571, 140063]","[84551, 113127]"
"48","country","País","country","Mujer","Educación primaria (nivel 1)",2011,129521.663973625,100422.5641717,"[121709, 136417]","[96071, 108339]"
"49","country","País","country","Mujer","Educación Primaria (nivel 1)",2012,139765.190284966,113776.311968193,"[132002, 151322]","[100451, 130000]"
"50","country","País","country","Mujer","Educación primaria (nivel 2)",2010,135122.467388693,130000,"[129031, 141885]","[120056, 137330]"
"51","country","País","country","Mujer","Educación primaria (nivel 2)",2011,151097.515008812,149506.452360361,"[142736, 159560]","[137578, 152654]"
"52","country","País","country","Mujer","Educación Primaria (nivel 2)",2012,160875.369590993,152583.294999247,"[152126, 174826]","[140478, 160815]"
"53","country","País","country","Mujer","Educación secundaria",2010,204195.679218769,174880.312652662,"[196199, 209879]","[172168, 179544]"
"54","country","País","country","Mujer","Educación secundaria",2011,221206.395307931,190000,"[215029, 228021]","[185848, 199361]"
"55","country","País","country","Mujer","Educación Secundaria",2012,244660.872489328,205341.059347865,"[236864, 253012]","[200902, 211180]"
"56","country","País","country","Mujer","Educación Técnica (Educación Superior no Universitaria)",2010,348586.46072498,279808.50024426,"[330470, 372642]","[259899, 299934]"
"57","country","País","country","Mujer","Educación Técnica (Educación Superior no Universitaria)",2011,370743.544384312,299041.083012127,"[354124, 396032]","[284598, 301450]"
"58","country","País","country","Mujer","Educación Técnica (Educación Superior no Universitaria)",2012,395181.012779245,301686.325101363,"[373354, 422073]","[300643, 310000]"
"59","country","País","country","Mujer","Educación universitaria",2010,578303.774772134,450440.39929536,"[545624, 617833]","[430039, 499658]"
"60","country","País","country","Mujer","Educación universitaria",2011,590991.79516912,494721.419783684,"[557496, 628668]","[459058, 500000]"
"61","country","País","country","Mujer","Educación Universitaria",2012,648195.550128431,502255.154639175,"[616578, 693364]","[500000, 516581]"
"62","country","País","country","Mujer","Nivel ignorado",2010,207908.939713656,195517.432570225,"[171351, 251214]","[175123, 220417]"
"63","country","País","country","Mujer","Nivel ignorado",2011,540067.162133066,271857.036346402,"[305392, 857337]","[232430, 305336]"
"64","country","País","country","Mujer","Nivel ignorado",2012,307484.791159968,250000,"[209825, 461543]","[172624, 331855]"
"65","country","País","country","Mujer","Nivel ignorado",2013,526536.761378078,350000,"[318278, 1067508]","[222800, 400542]"
"66","country","País","country","Mujer","Nivel ignorado",2014,273911.670250985,274187.562579618,"[171041, 499121]","[125034, 314676]"
"67","country","País","country","Mujer","Nivel ignorado",2015,489824.361089202,408035.897050663,"[323415, 826427]","[291154, 1000000]"
"68","country","País","country","Mujer","Nunca estudió",2010,76773.8279254551,50001.1764082261,"[60726, 100302]","[40000, 69477]"
"69","country","País","country","Mujer","Nunca estudió",2011,93276.5299903671,61415.3380322565,"[77472, 110455]","[50242, 100000]"
"70","country","País","country","Mujer","Nunca Estudió",2012,107149.856211397,80360.824742268,"[90526, 128499]","[45000, 100000]"
"71","country","País","country","Mujer","Postítulo y Maestría",2012,1182563.89056952,1002687.41719462,"[1011093, 1502443]","[804497, 1200000]"
"72","country","País","country","Mujer","Postitulos y maestria",2010,1038447.16355906,691021.823930183,"[873543, 1235648]","[600587, 999316]"
"73","country","País","country","Mujer","Postitulos y maestria",2011,897781.020315093,600000,"[751377, 1083216]","[565721, 781000]"
"74","country","País","country","Mujer","Postítulos y Maestría",2013,992502.747897502,796978.960618594,"[883243, 1144574]","[694960, 952399]"
