"","sex","isic","geography_name","geography_id","year","lb_weighted_median"
"177","Hombre","Agricultura, ganadería, caza y silvicultura","Chépica",40,2010,131754
"178","Hombre","Agricultura, ganadería, caza y silvicultura","Chépica",40,2011,164888
"179","Hombre","Agricultura, ganadería, caza y silvicultura","Chépica",40,2012,100562
"180","Hombre","Agricultura, ganadería, caza y silvicultura","Chépica",40,2013,109681
"181","Hombre","Agricultura, ganadería, caza y silvicultura","Chépica",40,2014,194135
"182","Hombre","Agricultura, ganadería, caza y silvicultura","Chépica",40,2015,50000
"183","Hombre","Agricultura, ganadería, caza y silvicultura","Chiguayante",41,2010,50049
"184","Hombre","Agricultura, ganadería, caza y silvicultura","Chiguayante",41,2011,224281
"185","Hombre","Agricultura, ganadería, caza y silvicultura","Chiguayante",41,2013,199245
"186","Hombre","Agricultura, ganadería, caza y silvicultura","Chiguayante",41,2014,266753
"187","Hombre","Agricultura, ganadería, caza y silvicultura","Chiguayante",41,2015,5001
"188","Hombre","Agricultura, ganadería, caza y silvicultura","Chile Chico",42,2010,30029
"189","Hombre","Agricultura, ganadería, caza y silvicultura","Chile Chico",42,2012,110618
"190","Hombre","Agricultura, ganadería, caza y silvicultura","Chile Chico",42,2013,100136
"191","Hombre","Agricultura, ganadería, caza y silvicultura","Chile Chico",42,2014,149972
"192","Hombre","Agricultura, ganadería, caza y silvicultura","Chile Chico",42,2015,180733
"193","Hombre","Agricultura, ganadería, caza y silvicultura","Chillán",43,2010,38281
"194","Hombre","Agricultura, ganadería, caza y silvicultura","Chillán",43,2011,113589
"195","Hombre","Agricultura, ganadería, caza y silvicultura","Chillán",43,2012,116641
"196","Hombre","Agricultura, ganadería, caza y silvicultura","Chillán",43,2013,44748
"197","Hombre","Agricultura, ganadería, caza y silvicultura","Chillán",43,2014,195232
"198","Hombre","Agricultura, ganadería, caza y silvicultura","Chillán",43,2015,168996
"199","Hombre","Agricultura, ganadería, caza y silvicultura","Chillán Viejo",44,2010,170000
"200","Hombre","Agricultura, ganadería, caza y silvicultura","Chillán Viejo",44,2011,151873
"201","Hombre","Agricultura, ganadería, caza y silvicultura","Chillán Viejo",44,2012,42802
"202","Hombre","Agricultura, ganadería, caza y silvicultura","Chillán Viejo",44,2013,30041
"203","Hombre","Agricultura, ganadería, caza y silvicultura","Chillán Viejo",44,2014,271131
"204","Hombre","Agricultura, ganadería, caza y silvicultura","Chillán Viejo",44,2015,24006
"205","Hombre","Agricultura, ganadería, caza y silvicultura","Chimbarongo",45,2010,179966
"206","Hombre","Agricultura, ganadería, caza y silvicultura","Chimbarongo",45,2011,181418
"207","Hombre","Agricultura, ganadería, caza y silvicultura","Chimbarongo",45,2012,165050
"208","Hombre","Agricultura, ganadería, caza y silvicultura","Chimbarongo",45,2013,209207
"209","Hombre","Agricultura, ganadería, caza y silvicultura","Chimbarongo",45,2014,224958
"210","Hombre","Agricultura, ganadería, caza y silvicultura","Chimbarongo",45,2015,241065
"211","Hombre","Agricultura, ganadería, caza y silvicultura","Chonchi",47,2010,30029
"212","Hombre","Agricultura, ganadería, caza y silvicultura","Chonchi",47,2011,59345
"213","Hombre","Agricultura, ganadería, caza y silvicultura","Chonchi",47,2012,28693
"214","Hombre","Agricultura, ganadería, caza y silvicultura","Chonchi",47,2013,50010
"215","Hombre","Agricultura, ganadería, caza y silvicultura","Chonchi",47,2014,82716
"216","Hombre","Agricultura, ganadería, caza y silvicultura","Chonchi",47,2015,80000
"217","Hombre","Agricultura, ganadería, caza y silvicultura","Cisnes",48,2010,80000
"218","Hombre","Agricultura, ganadería, caza y silvicultura","Cisnes",48,2011,135088
"219","Hombre","Agricultura, ganadería, caza y silvicultura","Cisnes",48,2012,192084
"220","Hombre","Agricultura, ganadería, caza y silvicultura","Cisnes",48,2013,220298
"221","Hombre","Agricultura, ganadería, caza y silvicultura","Cisnes",48,2014,250000
"222","Hombre","Agricultura, ganadería, caza y silvicultura","Cisnes",48,2015,128035
"223","Hombre","Agricultura, ganadería, caza y silvicultura","Cochrane",51,2010,129770
"224","Hombre","Agricultura, ganadería, caza y silvicultura","Cochrane",51,2011,133000
"225","Hombre","Agricultura, ganadería, caza y silvicultura","Cochrane",51,2012,63284
"226","Hombre","Agricultura, ganadería, caza y silvicultura","Codegua",52,2010,177996
"227","Hombre","Agricultura, ganadería, caza y silvicultura","Codegua",52,2011,199011
"228","Hombre","Agricultura, ganadería, caza y silvicultura","Codegua",52,2012,189289
"229","Hombre","Agricultura, ganadería, caza y silvicultura","Codegua",52,2013,178743
"230","Hombre","Agricultura, ganadería, caza y silvicultura","Codegua",52,2014,215000
"231","Hombre","Agricultura, ganadería, caza y silvicultura","Codegua",52,2015,81808
"232","Hombre","Agricultura, ganadería, caza y silvicultura","Coelemu",53,2010,35268
"233","Hombre","Agricultura, ganadería, caza y silvicultura","Coelemu",53,2011,79744
"234","Hombre","Agricultura, ganadería, caza y silvicultura","Coelemu",53,2012,155096
"235","Hombre","Agricultura, ganadería, caza y silvicultura","Coelemu",53,2013,210188
"236","Hombre","Agricultura, ganadería, caza y silvicultura","Coelemu",53,2014,56817
"237","Hombre","Agricultura, ganadería, caza y silvicultura","Coelemu",53,2015,162423
"238","Hombre","Agricultura, ganadería, caza y silvicultura","Coihueco",55,2010,150047
"239","Hombre","Agricultura, ganadería, caza y silvicultura","Coihueco",55,2011,178864
"240","Hombre","Agricultura, ganadería, caza y silvicultura","Coihueco",55,2012,166037
"241","Hombre","Agricultura, ganadería, caza y silvicultura","Coihueco",55,2013,190358
"242","Hombre","Agricultura, ganadería, caza y silvicultura","Coihueco",55,2014,146771
"243","Hombre","Agricultura, ganadería, caza y silvicultura","Coihueco",55,2015,229614
"244","Hombre","Agricultura, ganadería, caza y silvicultura","Colbún",57,2010,149897
"245","Hombre","Agricultura, ganadería, caza y silvicultura","Colbún",57,2011,95128
"246","Hombre","Agricultura, ganadería, caza y silvicultura","Colbún",57,2012,60271
"247","Hombre","Agricultura, ganadería, caza y silvicultura","Colbún",57,2013,84114
"248","Hombre","Agricultura, ganadería, caza y silvicultura","Colbún",57,2014,40000
"249","Hombre","Agricultura, ganadería, caza y silvicultura","Colbún",57,2015,95588
"250","Hombre","Agricultura, ganadería, caza y silvicultura","Colina",59,2010,175000
"251","Hombre","Agricultura, ganadería, caza y silvicultura","Colina",59,2011,161407
"252","Hombre","Agricultura, ganadería, caza y silvicultura","Colina",59,2012,168944
"253","Hombre","Agricultura, ganadería, caza y silvicultura","Colina",59,2013,168778
"254","Hombre","Agricultura, ganadería, caza y silvicultura","Colina",59,2014,225000
"255","Hombre","Agricultura, ganadería, caza y silvicultura","Colina",59,2015,221351
"256","Hombre","Agricultura, ganadería, caza y silvicultura","Collipulli",60,2010,40842
"257","Hombre","Agricultura, ganadería, caza y silvicultura","Collipulli",60,2011,137000
"258","Hombre","Agricultura, ganadería, caza y silvicultura","Collipulli",60,2012,136533
"259","Hombre","Agricultura, ganadería, caza y silvicultura","Collipulli",60,2013,103914
"260","Hombre","Agricultura, ganadería, caza y silvicultura","Collipulli",60,2014,144688
"261","Hombre","Agricultura, ganadería, caza y silvicultura","Collipulli",60,2015,120000
"262","Hombre","Agricultura, ganadería, caza y silvicultura","Coltauco",61,2014,254100
"263","Hombre","Agricultura, ganadería, caza y silvicultura","Coltauco",61,2015,150000
"264","Hombre","Agricultura, ganadería, caza y silvicultura","Combarbalá",62,2010,90915
"265","Hombre","Agricultura, ganadería, caza y silvicultura","Combarbalá",62,2011,16000
"266","Hombre","Agricultura, ganadería, caza y silvicultura","Combarbalá",62,2012,26656
"267","Hombre","Agricultura, ganadería, caza y silvicultura","Combarbalá",62,2013,163899
"268","Hombre","Agricultura, ganadería, caza y silvicultura","Combarbalá",62,2014,127485
"269","Hombre","Agricultura, ganadería, caza y silvicultura","Combarbalá",62,2015,150041
"270","Hombre","Agricultura, ganadería, caza y silvicultura","Concepción",64,2010,196192
"271","Hombre","Agricultura, ganadería, caza y silvicultura","Concepción",64,2011,146815
"272","Hombre","Agricultura, ganadería, caza y silvicultura","Concepción",64,2012,113007
"273","Hombre","Agricultura, ganadería, caza y silvicultura","Concepción",64,2013,120533
"274","Hombre","Agricultura, ganadería, caza y silvicultura","Concepción",64,2014,102801
"275","Hombre","Agricultura, ganadería, caza y silvicultura","Concepción",64,2015,128487
"276","Hombre","Agricultura, ganadería, caza y silvicultura","Conchalí",65,2010,209856
"277","Hombre","Agricultura, ganadería, caza y silvicultura","Conchalí",65,2012,10056
"278","Hombre","Agricultura, ganadería, caza y silvicultura","Conchalí",65,2013,115253
"279","Hombre","Agricultura, ganadería, caza y silvicultura","Conchalí",65,2014,79985
"280","Hombre","Agricultura, ganadería, caza y silvicultura","Conchalí",65,2015,35143
"281","Hombre","Agricultura, ganadería, caza y silvicultura","Concón",63,2010,350343
"282","Hombre","Agricultura, ganadería, caza y silvicultura","Concón",63,2011,432078
"283","Hombre","Agricultura, ganadería, caza y silvicultura","Concón",63,2012,30000
"284","Hombre","Agricultura, ganadería, caza y silvicultura","Concón",63,2013,90000
"285","Hombre","Agricultura, ganadería, caza y silvicultura","Concón",63,2014,1535842
"286","Hombre","Agricultura, ganadería, caza y silvicultura","Concón",63,2015,2721042
"287","Hombre","Agricultura, ganadería, caza y silvicultura","Constitución",66,2010,171882
"288","Hombre","Agricultura, ganadería, caza y silvicultura","Constitución",66,2011,178321
"289","Hombre","Agricultura, ganadería, caza y silvicultura","Constitución",66,2012,120541
"290","Hombre","Agricultura, ganadería, caza y silvicultura","Constitución",66,2013,206430
"291","Hombre","Agricultura, ganadería, caza y silvicultura","Constitución",66,2014,93568
"292","Hombre","Agricultura, ganadería, caza y silvicultura","Constitución",66,2015,193586
"293","Hombre","Agricultura, ganadería, caza y silvicultura","Copiapó",68,2010,169884
"294","Hombre","Agricultura, ganadería, caza y silvicultura","Copiapó",68,2011,145874
"295","Hombre","Agricultura, ganadería, caza y silvicultura","Copiapó",68,2012,251128
"296","Hombre","Agricultura, ganadería, caza y silvicultura","Copiapó",68,2013,259909
"297","Hombre","Agricultura, ganadería, caza y silvicultura","Copiapó",68,2014,199962
"298","Hombre","Agricultura, ganadería, caza y silvicultura","Copiapó",68,2015,242324
"299","Hombre","Agricultura, ganadería, caza y silvicultura","Coquimbo",69,2010,160157
"300","Hombre","Agricultura, ganadería, caza y silvicultura","Coquimbo",69,2011,161239
"301","Hombre","Agricultura, ganadería, caza y silvicultura","Coquimbo",69,2012,150703
"302","Hombre","Agricultura, ganadería, caza y silvicultura","Coquimbo",69,2013,179620
"303","Hombre","Agricultura, ganadería, caza y silvicultura","Coquimbo",69,2014,234984
"304","Hombre","Agricultura, ganadería, caza y silvicultura","Coquimbo",69,2015,221267
"305","Hombre","Agricultura, ganadería, caza y silvicultura","Coronel",70,2010,65064
"306","Hombre","Agricultura, ganadería, caza y silvicultura","Coronel",70,2011,151765
"307","Hombre","Agricultura, ganadería, caza y silvicultura","Coronel",70,2012,202107
"308","Hombre","Agricultura, ganadería, caza y silvicultura","Coronel",70,2013,15020
"309","Hombre","Agricultura, ganadería, caza y silvicultura","Coronel",70,2014,20208
"310","Hombre","Agricultura, ganadería, caza y silvicultura","Coronel",70,2015,50000
"311","Hombre","Agricultura, ganadería, caza y silvicultura","Corral",71,2012,80361
"312","Hombre","Agricultura, ganadería, caza y silvicultura","Corral",71,2013,70000
"313","Hombre","Agricultura, ganadería, caza y silvicultura","Corral",71,2014,1200000
"314","Hombre","Agricultura, ganadería, caza y silvicultura","Coyhaique",54,2010,210752
"315","Hombre","Agricultura, ganadería, caza y silvicultura","Coyhaique",54,2011,177819
"316","Hombre","Agricultura, ganadería, caza y silvicultura","Coyhaique",54,2012,160934
"317","Hombre","Agricultura, ganadería, caza y silvicultura","Coyhaique",54,2013,199245
"318","Hombre","Agricultura, ganadería, caza y silvicultura","Coyhaique",54,2014,188965
"319","Hombre","Agricultura, ganadería, caza y silvicultura","Coyhaique",54,2015,277680
"320","Hombre","Agricultura, ganadería, caza y silvicultura","Cunco",72,2011,60030
"321","Hombre","Agricultura, ganadería, caza y silvicultura","Cunco",72,2012,68334
"322","Hombre","Agricultura, ganadería, caza y silvicultura","Cunco",72,2013,45823
"323","Hombre","Agricultura, ganadería, caza y silvicultura","Cunco",72,2014,64624
"324","Hombre","Agricultura, ganadería, caza y silvicultura","Cunco",72,2015,150569
"325","Hombre","Agricultura, ganadería, caza y silvicultura","Curacautín",73,2010,88118
"326","Hombre","Agricultura, ganadería, caza y silvicultura","Curacautín",73,2011,50000
"327","Hombre","Agricultura, ganadería, caza y silvicultura","Curacautín",73,2012,44247
"328","Hombre","Agricultura, ganadería, caza y silvicultura","Curacautín",73,2013,111998
"329","Hombre","Agricultura, ganadería, caza y silvicultura","Curacautín",73,2014,136905
"330","Hombre","Agricultura, ganadería, caza y silvicultura","Curacautín",73,2015,100323
"331","Hombre","Agricultura, ganadería, caza y silvicultura","Curacaví",74,2010,150000
"332","Hombre","Agricultura, ganadería, caza y silvicultura","Curacaví",74,2011,60000
"333","Hombre","Agricultura, ganadería, caza y silvicultura","Curacaví",74,2012,200000
