"","sex","work_day","geography_name","geography_id","year","ub_weighted_median"
"115","Hombre","Completa","Calera de Tango","23",2010,1031759
"116","Hombre","Completa","Calera de Tango","23",2011,1406766
"117","Hombre","Completa","Calera de Tango","23",2012,886794
"118","Hombre","Completa","Calera de Tango","23",2013,801085
"119","Hombre","Completa","Calera de Tango","23",2014,808338
"120","Hombre","Completa","Calera de Tango","23",2015,679005
"121","Hombre","Completa","Calle Larga","24",2010,260105
"122","Hombre","Completa","Calle Larga","24",2011,315867
"123","Hombre","Completa","Calle Larga","24",2012,308996
"124","Hombre","Completa","Calle Larga","24",2013,424896
"125","Hombre","Completa","Calle Larga","24",2014,353306
"126","Hombre","Completa","Calle Larga","24",2015,454478
"127","Hombre","Completa","Camarones","25",2010,299010
"128","Hombre","Completa","Camarones","25",2011,291635
"129","Hombre","Completa","Camarones","25",2012,170000
"130","Hombre","Completa","Camarones","25",2013,185251
"131","Hombre","Completa","Canela","27",2010,430000
"132","Hombre","Completa","Canela","27",2011,398721
"133","Hombre","Completa","Canela","27",2012,399346
"134","Hombre","Completa","Canela","27",2013,600813
"135","Hombre","Completa","Canela","27",2014,424683
"136","Hombre","Completa","Canela","27",2015,548475
"137","Hombre","Completa","Cañete","28",2010,259822
"138","Hombre","Completa","Cañete","28",2011,215766
"139","Hombre","Completa","Cañete","28",2012,200902
"140","Hombre","Completa","Cañete","28",2013,254286
"141","Hombre","Completa","Cañete","28",2014,227345
"142","Hombre","Completa","Cañete","28",2015,300081
"143","Hombre","Completa","Carahue","29",2010,143704
"144","Hombre","Completa","Carahue","29",2011,120000
"145","Hombre","Completa","Carahue","29",2012,154352
"146","Hombre","Completa","Carahue","29",2013,206766
"147","Hombre","Completa","Carahue","29",2014,222885
"148","Hombre","Completa","Carahue","29",2015,211722
"149","Hombre","Completa","Cartagena","30",2010,219019
"150","Hombre","Completa","Cartagena","30",2011,377539
"151","Hombre","Completa","Cartagena","30",2012,301353
"152","Hombre","Completa","Cartagena","30",2013,398489
"153","Hombre","Completa","Cartagena","30",2014,329938
"154","Hombre","Completa","Cartagena","30",2015,510138
"155","Hombre","Completa","Casablanca","31",2010,699521
"156","Hombre","Completa","Casablanca","31",2011,687794
"157","Hombre","Completa","Casablanca","31",2012,477142
"158","Hombre","Completa","Casablanca","31",2014,424377
"159","Hombre","Completa","Casablanca","31",2015,565482
"160","Hombre","Completa","Castro","32",2010,250000
"161","Hombre","Completa","Castro","32",2011,353158
"162","Hombre","Completa","Castro","32",2012,510650
"163","Hombre","Completa","Castro","32",2013,434517
"164","Hombre","Completa","Castro","32",2014,366424
"165","Hombre","Completa","Castro","32",2015,386084
"166","Hombre","Completa","Catemu","33",2010,255040
"167","Hombre","Completa","Catemu","33",2011,297649
"168","Hombre","Completa","Catemu","33",2012,435017
"169","Hombre","Completa","Catemu","33",2013,398489
"170","Hombre","Completa","Catemu","33",2014,521229
"171","Hombre","Completa","Catemu","33",2015,426055
"172","Hombre","Completa","Cauquenes","34",2010,179942
"173","Hombre","Completa","Cauquenes","34",2011,204345
"174","Hombre","Completa","Cauquenes","34",2012,233740
"175","Hombre","Completa","Cauquenes","34",2013,249056
"176","Hombre","Completa","Cauquenes","34",2014,254301
"177","Hombre","Completa","Cauquenes","34",2015,291338
"178","Hombre","Completa","Cerrillos","35",2010,300000
"179","Hombre","Completa","Cerrillos","35",2011,563873
"180","Hombre","Completa","Cerrillos","35",2012,652932
"181","Hombre","Completa","Cerrillos","35",2013,697357
"182","Hombre","Completa","Cerrillos","35",2014,505126
"183","Hombre","Completa","Cerrillos","35",2015,542519
"184","Hombre","Completa","Cerro Navia","36",2010,272658
"185","Hombre","Completa","Cerro Navia","36",2011,301343
"186","Hombre","Completa","Cerro Navia","36",2012,327667
"187","Hombre","Completa","Cerro Navia","36",2013,354816
"188","Hombre","Completa","Cerro Navia","36",2014,400787
"189","Hombre","Completa","Cerro Navia","36",2015,401630
"190","Hombre","Completa","Chañaral","39",2010,319822
"191","Hombre","Completa","Chañaral","39",2011,633611
"192","Hombre","Completa","Chañaral","39",2012,631623
"193","Hombre","Completa","Chañaral","39",2013,640469
"194","Hombre","Completa","Chañaral","39",2014,574228
"195","Hombre","Completa","Chañaral","39",2015,799642
"196","Hombre","Completa","Chanco","38",2010,160244
"197","Hombre","Completa","Chanco","38",2011,231112
"198","Hombre","Completa","Chanco","38",2012,235208
"199","Hombre","Completa","Chanco","38",2013,315123
"200","Hombre","Completa","Chanco","38",2014,303127
"201","Hombre","Completa","Chanco","38",2015,301222
"202","Hombre","Completa","Chépica","40",2010,290845
"203","Hombre","Completa","Chépica","40",2011,251208
"204","Hombre","Completa","Chépica","40",2012,251405
"205","Hombre","Completa","Chépica","40",2013,333755
"206","Hombre","Completa","Chépica","40",2014,394814
"207","Hombre","Completa","Chépica","40",2015,570792
"208","Hombre","Completa","Chiguayante","41",2010,325318
"209","Hombre","Completa","Chiguayante","41",2011,314365
"210","Hombre","Completa","Chiguayante","41",2012,341207
"211","Hombre","Completa","Chiguayante","41",2013,374206
"212","Hombre","Completa","Chiguayante","41",2014,430966
"213","Hombre","Completa","Chiguayante","41",2015,451164
"214","Hombre","Completa","Chile Chico","42",2010,350343
"215","Hombre","Completa","Chile Chico","42",2011,663190
"216","Hombre","Completa","Chile Chico","42",2012,1810118
"217","Hombre","Completa","Chile Chico","42",2013,1715511
"218","Hombre","Completa","Chile Chico","42",2014,606254
"219","Hombre","Completa","Chile Chico","42",2015,699996
"220","Hombre","Completa","Chillán","43",2010,279927
"221","Hombre","Completa","Chillán","43",2011,314872
"222","Hombre","Completa","Chillán","43",2012,411495
"223","Hombre","Completa","Chillán","43",2013,399295
"224","Hombre","Completa","Chillán","43",2014,400818
"225","Hombre","Completa","Chillán","43",2015,434672
"226","Hombre","Completa","Chillán Viejo","44",2010,258173
"227","Hombre","Completa","Chillán Viejo","44",2011,272383
"228","Hombre","Completa","Chillán Viejo","44",2012,284331
"229","Hombre","Completa","Chillán Viejo","44",2013,315289
"230","Hombre","Completa","Chillán Viejo","44",2014,299970
"231","Hombre","Completa","Chillán Viejo","44",2015,569559
"232","Hombre","Completa","Chimbarongo","45",2010,237586
"233","Hombre","Completa","Chimbarongo","45",2011,263561
"234","Hombre","Completa","Chimbarongo","45",2012,241291
"235","Hombre","Completa","Chimbarongo","45",2013,294059
"236","Hombre","Completa","Chimbarongo","45",2014,300000
"237","Hombre","Completa","Chimbarongo","45",2015,312385
"238","Hombre","Completa","Chonchi","47",2010,264934
"239","Hombre","Completa","Chonchi","47",2011,247297
"240","Hombre","Completa","Chonchi","47",2012,200000
"241","Hombre","Completa","Chonchi","47",2013,336359
"242","Hombre","Completa","Chonchi","47",2014,408242
"243","Hombre","Completa","Chonchi","47",2015,489741
"244","Hombre","Completa","Cisnes","48",2010,399843
"245","Hombre","Completa","Cisnes","48",2011,378785
"246","Hombre","Completa","Cisnes","48",2012,527834
"247","Hombre","Completa","Cisnes","48",2013,489818
"248","Hombre","Completa","Cisnes","48",2014,748489
"249","Hombre","Completa","Cisnes","48",2015,717222
"250","Hombre","Completa","Cochrane","51",2010,699846
"251","Hombre","Completa","Cochrane","51",2011,817104
"252","Hombre","Completa","Cochrane","51",2012,673470
"253","Hombre","Completa","Cochrane","51",2013,515000
"254","Hombre","Completa","Cochrane","51",2014,1200000
"255","Hombre","Completa","Codegua","52",2010,360000
"256","Hombre","Completa","Codegua","52",2011,318374
"257","Hombre","Completa","Codegua","52",2012,314824
"258","Hombre","Completa","Codegua","52",2013,408084
"259","Hombre","Completa","Codegua","52",2014,392999
"260","Hombre","Completa","Codegua","52",2015,345130
"261","Hombre","Completa","Coelemu","53",2010,426200
"262","Hombre","Completa","Coelemu","53",2011,303720
"263","Hombre","Completa","Coelemu","53",2012,291973
"264","Hombre","Completa","Coelemu","53",2013,333051
"265","Hombre","Completa","Coelemu","53",2014,486022
"266","Hombre","Completa","Coelemu","53",2015,658160
"267","Hombre","Completa","Coihueco","55",2010,200560
"268","Hombre","Completa","Coihueco","55",2011,252549
"269","Hombre","Completa","Coihueco","55",2012,301459
"270","Hombre","Completa","Coihueco","55",2013,321959
"271","Hombre","Completa","Coihueco","55",2014,339387
"272","Hombre","Completa","Coihueco","55",2015,547443
"273","Hombre","Completa","Colbún","57",2010,188218
"274","Hombre","Completa","Colbún","57",2011,289942
"275","Hombre","Completa","Colbún","57",2012,322571
"276","Hombre","Completa","Colbún","57",2013,487332
"277","Hombre","Completa","Colbún","57",2014,600000
"278","Hombre","Completa","Colbún","57",2015,500000
"279","Hombre","Completa","Colina","59",2010,299903
"280","Hombre","Completa","Colina","59",2011,344855
"281","Hombre","Completa","Colina","59",2012,380141
"282","Hombre","Completa","Colina","59",2013,400285
"283","Hombre","Completa","Colina","59",2014,399659
"284","Hombre","Completa","Colina","59",2015,438778
"285","Hombre","Completa","Collipulli","60",2010,290728
"286","Hombre","Completa","Collipulli","60",2011,261488
"287","Hombre","Completa","Collipulli","60",2012,317675
"288","Hombre","Completa","Collipulli","60",2013,239381
"289","Hombre","Completa","Collipulli","60",2014,232956
"290","Hombre","Completa","Collipulli","60",2015,312084
"291","Hombre","Completa","Combarbalá","62",2010,196547
"292","Hombre","Completa","Combarbalá","62",2011,280861
"293","Hombre","Completa","Combarbalá","62",2012,298423
"294","Hombre","Completa","Combarbalá","62",2013,278970
"295","Hombre","Completa","Combarbalá","62",2014,299944
"296","Hombre","Completa","Combarbalá","62",2015,370694
"297","Hombre","Completa","Concepción","64",2010,300294
"298","Hombre","Completa","Concepción","64",2011,362883
"299","Hombre","Completa","Concepción","64",2012,372024
"300","Hombre","Completa","Concepción","64",2013,387575
"301","Hombre","Completa","Concepción","64",2014,362028
"302","Hombre","Completa","Concepción","64",2015,426627
"303","Hombre","Completa","Conchalí","65",2010,265371
"304","Hombre","Completa","Conchalí","65",2011,391239
"305","Hombre","Completa","Conchalí","65",2012,301528
"306","Hombre","Completa","Conchalí","65",2013,380515
"307","Hombre","Completa","Conchalí","65",2014,400480
"308","Hombre","Completa","Conchalí","65",2015,451834
"309","Hombre","Completa","Concón","63",2010,636500
"310","Hombre","Completa","Concón","63",2011,452432
"311","Hombre","Completa","Concón","63",2012,942049
"312","Hombre","Completa","Concón","63",2013,701096
"313","Hombre","Completa","Concón","63",2014,887884
"314","Hombre","Completa","Concón","63",2015,834353
"315","Hombre","Completa","Constitución","66",2010,341125
"316","Hombre","Completa","Constitución","66",2011,288667
"317","Hombre","Completa","Constitución","66",2012,346063
"318","Hombre","Completa","Constitución","66",2013,356152
"319","Hombre","Completa","Constitución","66",2014,353943
"320","Hombre","Completa","Constitución","66",2015,361121
"321","Hombre","Completa","Copiapó","68",2010,390382
"322","Hombre","Completa","Copiapó","68",2011,471942
"323","Hombre","Completa","Copiapó","68",2012,454304
"324","Hombre","Completa","Copiapó","68",2013,597734
"325","Hombre","Completa","Copiapó","68",2014,565159
"326","Hombre","Completa","Copiapó","68",2015,650000
"327","Hombre","Completa","Coquimbo","69",2010,306736
"328","Hombre","Completa","Coquimbo","69",2011,315373
"329","Hombre","Completa","Coquimbo","69",2012,421907
"330","Hombre","Completa","Coquimbo","69",2013,400000
"331","Hombre","Completa","Coquimbo","69",2014,474623
"332","Hombre","Completa","Coquimbo","69",2015,500135
"333","Hombre","Completa","Coronel","70",2010,299369
"334","Hombre","Completa","Coronel","70",2011,300825
"335","Hombre","Completa","Coronel","70",2012,300710
"336","Hombre","Completa","Coronel","70",2013,350000
"337","Hombre","Completa","Coronel","70",2014,365641
"338","Hombre","Completa","Coronel","70",2015,370752
"339","Hombre","Completa","Corral","71",2010,267625
"340","Hombre","Completa","Corral","71",2011,295192
"341","Hombre","Completa","Corral","71",2012,375952
"342","Hombre","Completa","Corral","71",2013,600000
"343","Hombre","Completa","Corral","71",2014,378962
"344","Hombre","Completa","Corral","71",2015,663275
"345","Hombre","Completa","Coyhaique","54",2010,366176
"346","Hombre","Completa","Coyhaique","54",2011,401933
"347","Hombre","Completa","Coyhaique","54",2012,393233
"348","Hombre","Completa","Coyhaique","54",2013,400000
"349","Hombre","Completa","Coyhaique","54",2014,432313
"350","Hombre","Completa","Coyhaique","54",2015,631751
"351","Hombre","Completa","Curacautín","73",2010,235200
"352","Hombre","Completa","Curacautín","73",2011,240000
"353","Hombre","Completa","Curacautín","73",2012,373477
"354","Hombre","Completa","Curacautín","73",2013,276792
"355","Hombre","Completa","Curacautín","73",2014,347243
"356","Hombre","Completa","Curacautín","73",2015,445398
"357","Hombre","Completa","Curacaví","74",2010,291000
"358","Hombre","Completa","Curacaví","74",2011,310500
"359","Hombre","Completa","Curacaví","74",2012,380000
"360","Hombre","Completa","Curaco de Vélez","75",2010,700000
"361","Hombre","Completa","Curaco de Vélez","75",2011,470000
"362","Hombre","Completa","Curaco de Vélez","75",2012,500000
"363","Hombre","Completa","Curaco de Vélez","75",2013,551221
"364","Hombre","Completa","Curaco de Vélez","75",2014,450399
"365","Hombre","Completa","Curaco de Vélez","75",2015,460270
"366","Hombre","Completa","Curanilahue","76",2010,320313
"367","Hombre","Completa","Curanilahue","76",2011,298044
"368","Hombre","Completa","Curanilahue","76",2012,300000
"369","Hombre","Completa","Curanilahue","76",2013,407283
"370","Hombre","Completa","Curanilahue","76",2014,387186
"371","Hombre","Completa","Curanilahue","76",2015,399257
"372","Hombre","Completa","Curarrehue","77",2010,229843
"373","Hombre","Completa","Curarrehue","77",2011,394933
"374","Hombre","Completa","Curarrehue","77",2012,90159
"375","Hombre","Completa","Curarrehue","77",2013,252979
"376","Hombre","Completa","Curarrehue","77",2014,644879
"377","Hombre","Completa","Curarrehue","77",2015,491400
"378","Hombre","Completa","Curicó","79",2010,256711
"379","Hombre","Completa","Curicó","79",2011,255837
"380","Hombre","Completa","Curicó","79",2012,300923
"381","Hombre","Completa","Curicó","79",2013,324111
"382","Hombre","Completa","Curicó","79",2014,300857
"383","Hombre","Completa","Curicó","79",2015,403097
"384","Hombre","Completa","Dalcahue","80",2010,278895
"385","Hombre","Completa","Dalcahue","80",2011,236500
"386","Hombre","Completa","Dalcahue","80",2012,210000
"387","Hombre","Completa","Dalcahue","80",2013,482500
"388","Hombre","Completa","Dalcahue","80",2014,437250
"389","Hombre","Completa","Dalcahue","80",2015,277862
"390","Hombre","Completa","Diego de Almagro","81",2010,479717
"391","Hombre","Completa","Diego de Almagro","81",2011,587444
"392","Hombre","Completa","Diego de Almagro","81",2012,656266
"393","Hombre","Completa","Diego de Almagro","81",2013,598568
"394","Hombre","Completa","Diego de Almagro","81",2014,586436
"395","Hombre","Completa","Diego de Almagro","81",2015,533727
"396","Hombre","Completa","Doñihue","82",2010,603587
"397","Hombre","Completa","Doñihue","82",2011,301450
"398","Hombre","Completa","Doñihue","82",2012,671755
"399","Hombre","Completa","Doñihue","82",2013,560759
"400","Hombre","Completa","Doñihue","82",2014,505211
"401","Hombre","Completa","Doñihue","82",2015,920736
"402","Hombre","Completa","El Bosque","83",2010,299795
"403","Hombre","Completa","El Bosque","83",2011,316973
"404","Hombre","Completa","El Bosque","83",2012,350026
"405","Hombre","Completa","El Bosque","83",2013,368343
"406","Hombre","Completa","El Bosque","83",2014,399926
"407","Hombre","Completa","El Bosque","83",2015,400056
"408","Hombre","Completa","El Monte","85",2010,222217
"409","Hombre","Completa","El Monte","85",2011,268673
"410","Hombre","Completa","El Monte","85",2012,275331
"411","Hombre","Completa","El Monte","85",2013,321533
"412","Hombre","Completa","El Monte","85",2014,350166
"413","Hombre","Completa","El Monte","85",2015,386063
"414","Hombre","Completa","El Quisco","86",2010,370362
"415","Hombre","Completa","El Quisco","86",2011,331595
"416","Hombre","Completa","El Quisco","86",2012,1605977
"417","Hombre","Completa","El Quisco","86",2013,525544
"418","Hombre","Completa","El Quisco","86",2014,505211
"419","Hombre","Completa","El Quisco","86",2015,481956
"420","Hombre","Completa","El Tabo","87",2010,450000
"421","Hombre","Completa","El Tabo","87",2011,445000
"422","Hombre","Completa","El Tabo","87",2012,562500
"423","Hombre","Completa","El Tabo","87",2013,499000
"424","Hombre","Completa","El Tabo","87",2014,307000
"425","Hombre","Completa","El Tabo","87",2015,607875
"426","Hombre","Completa","Empedrado","88",2010,199863
"427","Hombre","Completa","Empedrado","88",2011,498402
"428","Hombre","Completa","Empedrado","88",2012,234051
"429","Hombre","Completa","Empedrado","88",2013,344558
"430","Hombre","Completa","Empedrado","88",2014,399925
"431","Hombre","Completa","Empedrado","88",2015,1079042
"432","Hombre","Completa","Estación Central","90",2010,329616
"433","Hombre","Completa","Estación Central","90",2011,361295
"434","Hombre","Completa","Estación Central","90",2012,351967
"435","Hombre","Completa","Estación Central","90",2013,402689
"436","Hombre","Completa","Estación Central","90",2014,500699
"437","Hombre","Completa","Estación Central","90",2015,488330
"438","Hombre","Completa","Florida","91",2010,251118
"439","Hombre","Completa","Florida","91",2011,253092
"440","Hombre","Completa","Florida","91",2012,266490
"441","Hombre","Completa","Florida","91",2013,339446
"442","Hombre","Completa","Florida","91",2014,285325
"443","Hombre","Completa","Florida","91",2015,375524
"444","Hombre","Completa","Freire","92",2010,192703
"445","Hombre","Completa","Freire","92",2011,182000
"446","Hombre","Completa","Freire","92",2012,217721
"447","Hombre","Completa","Freire","92",2013,279972
"448","Hombre","Completa","Freire","92",2014,281069
"449","Hombre","Completa","Freire","92",2015,392152
"450","Hombre","Completa","Freirina","93",2010,428320
"451","Hombre","Completa","Freirina","93",2011,410000
"452","Hombre","Completa","Freirina","93",2012,480000
"453","Hombre","Completa","Freirina","93",2013,352625
"454","Hombre","Completa","Freirina","93",2014,440000
"455","Hombre","Completa","Freirina","93",2015,300000
"456","Hombre","Completa","Fresia","94",2010,199863
"457","Hombre","Completa","Fresia","94",2011,272562
"458","Hombre","Completa","Fresia","94",2012,221696
"459","Hombre","Completa","Fresia","94",2013,300407
"460","Hombre","Completa","Fresia","94",2014,208147
"461","Hombre","Completa","Fresia","94",2015,327253
"462","Hombre","Completa","Frutillar","95",2010,249841
"463","Hombre","Completa","Frutillar","95",2011,382200
"464","Hombre","Completa","Frutillar","95",2012,600000
"465","Hombre","Completa","Frutillar","95",2013,280380
"466","Hombre","Completa","Frutillar","95",2014,279796
"467","Hombre","Completa","Frutillar","95",2015,405064
"468","Hombre","Completa","Futrono","97",2010,286804
"469","Hombre","Completa","Futrono","97",2011,304025
"470","Hombre","Completa","Futrono","97",2012,572571
"471","Hombre","Completa","Galvarino","98",2010,170203
"472","Hombre","Completa","Galvarino","98",2011,130000
"473","Hombre","Completa","Galvarino","98",2012,451083
"474","Hombre","Completa","Galvarino","98",2013,255000
"475","Hombre","Completa","Galvarino","98",2014,236586
"476","Hombre","Completa","Galvarino","98",2015,245122
"477","Hombre","Completa","General Lagos","99",2010,686671
"478","Hombre","Completa","General Lagos","99",2013,603000
"479","Hombre","Completa","General Lagos","99",2014,200333
"480","Hombre","Completa","General Lagos","99",2015,351827
"481","Hombre","Completa","Gorbea","100",2010,329774
"482","Hombre","Completa","Gorbea","100",2011,368817
"483","Hombre","Completa","Gorbea","100",2012,240572
"484","Hombre","Completa","Gorbea","100",2013,276500
"485","Hombre","Completa","Gorbea","100",2014,399925
"486","Hombre","Completa","Gorbea","100",2015,612811
"487","Hombre","Completa","Graneros","101",2010,350343
"488","Hombre","Completa","Graneros","101",2011,329190
"489","Hombre","Completa","Graneros","101",2012,412305
"490","Hombre","Completa","Graneros","101",2013,383030
"491","Hombre","Completa","Graneros","101",2014,450124
"492","Hombre","Completa","Graneros","101",2015,495244
"493","Hombre","Completa","Hijuelas","103",2010,199863
"494","Hombre","Completa","Hijuelas","103",2011,249331
"495","Hombre","Completa","Hijuelas","103",2012,396158
"496","Hombre","Completa","Hijuelas","103",2013,313343
"497","Hombre","Completa","Hijuelas","103",2014,399925
"498","Hombre","Completa","Hijuelas","103",2015,362385
"499","Hombre","Completa","Hualañé","105",2010,228664
"500","Hombre","Completa","Hualañé","105",2011,189078
"501","Hombre","Completa","Hualañé","105",2012,251405
"502","Hombre","Completa","Hualañé","105",2013,344109
"503","Hombre","Completa","Hualañé","105",2014,353648
"504","Hombre","Completa","Hualañé","105",2015,341794
"505","Hombre","Completa","Hualpén","106",2010,348341
"506","Hombre","Completa","Hualpén","106",2011,340606
"507","Hombre","Completa","Hualpén","106",2012,412914
"508","Hombre","Completa","Hualpén","106",2013,445780
"509","Hombre","Completa","Hualpén","106",2014,459910
"510","Hombre","Completa","Hualpén","106",2015,588431
"511","Hombre","Completa","Hualqui","107",2010,408863
"512","Hombre","Completa","Hualqui","107",2011,340588
"513","Hombre","Completa","Hualqui","107",2012,281401
"514","Hombre","Completa","Hualqui","107",2013,318384
"515","Hombre","Completa","Hualqui","107",2014,399965
"516","Hombre","Completa","Hualqui","107",2015,443781
"517","Hombre","Completa","Huara","108",2010,157215
"518","Hombre","Completa","Huara","108",2011,215343
"519","Hombre","Completa","Huara","108",2012,205925
"520","Hombre","Completa","Huara","108",2013,348678
"521","Hombre","Completa","Huara","108",2014,505211
"522","Hombre","Completa","Huara","108",2015,707873
"523","Hombre","Completa","Huasco","109",2010,348629
"524","Hombre","Completa","Huasco","109",2011,301450
"525","Hombre","Completa","Huasco","109",2012,437406
"526","Hombre","Completa","Huasco","109",2013,400327
"527","Hombre","Completa","Huasco","109",2014,399998
"528","Hombre","Completa","Huasco","109",2015,570135
"529","Hombre","Completa","Huechuraba","110",2010,353662
"530","Hombre","Completa","Huechuraba","110",2011,454432
"531","Hombre","Completa","Huechuraba","110",2012,452529
"532","Hombre","Completa","Huechuraba","110",2013,490664
"533","Hombre","Completa","Huechuraba","110",2014,645616
"534","Hombre","Completa","Huechuraba","110",2015,598391
"535","Hombre","Completa","Illapel","111",2010,297737
"536","Hombre","Completa","Illapel","111",2011,299041
"537","Hombre","Completa","Illapel","111",2012,301353
"538","Hombre","Completa","Illapel","111",2013,398489
