"","geography_level","geography_name","geography_id","sex","icse","year","weighted_mean","weighted_median","ci_weighted_mean","ci_weighted_median"
"28","country","País","country","Hombre","Personal de Servicio Doméstico Puertas Adentro",2013,214934.703988501,209415.202648718,"[70384, 301821]","[74953, 320003]"
"29","country","País","country","Hombre","Personal de Servicio Doméstico Puertas Adentro",2015,549412.992512492,508289.789307006,"[375298, 726715]","[327809, 754204]"
"30","country","País","country","Hombre","Personal de Servicio Doméstico Puertas Afuera",2010,175342.331525989,169951.062503284,"[147717, 211726]","[133808, 198987]"
"31","country","País","country","Hombre","Personal de Servicio Doméstico Puertas Afuera",2011,184540.055366041,179536.746023181,"[165936, 201449]","[166211, 182000]"
"32","country","País","country","Hombre","Personal de Servicio Doméstico Puertas Afuera",2012,179085.103235584,195790.158359546,"[155192, 203384]","[150000, 210378]"
"33","country","País","country","Hombre","Personal de Servicio Doméstico Puertas Afuera",2013,220603.240776991,232879.589442213,"[178067, 264857]","[180000, 252826]"
"34","country","País","country","Hombre","Personal de Servicio Doméstico Puertas Afuera",2014,242944.862734194,243685.757418218,"[215979, 287930]","[220096, 281648]"
"35","country","País","country","Hombre","Personal de Servicio Doméstico Puertas Afuera",2015,268914.091712497,279703.876064167,"[232592, 320826]","[240978, 302479]"
"36","country","País","country","Mujer","Asalariado Sector Privado",2010,313014.245230743,209856.375183195,"[300890, 324603]","[200196, 213698]"
"37","country","País","country","Mujer","Asalariado Sector Privado",2011,340961.837276495,239232.866409702,"[329797, 353764]","[231112, 242980]"
"38","country","País","country","Mujer","Asalariado Sector Privado",2012,380779.230751099,261325.83216923,"[366043, 391619]","[251688, 270670]"
"39","country","País","country","Mujer","Asalariado Sector Privado",2013,393067.038026539,280000,"[382586, 407502]","[275177, 283964]"
"40","country","País","country","Mujer","Asalariado Sector Privado",2014,423751.446358331,303126.7765776,"[410745, 440704]","[300000, 308956]"
"41","country","País","country","Mujer","Asalariado Sector Privado",2015,442065.894080571,320000,"[427821, 456444]","[305445, 326324]"
"42","country","País","country","Mujer","Asalariado Sector Público",2010,441673.392395692,330000,"[423528, 461713]","[300294, 350000]"
"43","country","País","country","Mujer","Asalariado Sector Público",2011,462214.242669509,360743.942997886,"[437261, 480293]","[348881, 394579]"
"44","country","País","country","Mujer","Asalariado Sector Público",2012,517719.989653553,398508.323255771,"[496432, 544548]","[367546, 401804]"
"45","country","País","country","Mujer","Asalariado Sector Público",2013,583566.221545956,448300.665347959,"[559076, 616110]","[407948, 498112]"
"46","country","País","country","Mujer","Asalariado Sector Público",2014,599176.77840824,429588.148523094,"[573756, 627218]","[407461, 450000]"
"47","country","País","country","Mujer","Asalariado Sector Público",2015,653643.874571721,500000,"[623269, 683933]","[478361, 501134]"
"48","country","País","country","Mujer","Cuenta Propia",2010,158769.312218665,80000,"[146376, 180305]","[72000, 87881]"
"49","country","País","country","Mujer","Cuenta Propia",2011,158409.197159831,80386.6565579984,"[148607, 169892]","[77651, 92962]"
"50","country","País","country","Mujer","Cuenta Propia",2012,173289.937080994,85260.848853337,"[160315, 185809]","[80361, 100000]"
"51","country","País","country","Mujer","Cuenta Propia",2013,171102.015929552,100000,"[157873, 183568]","[90122, 100071]"
"52","country","País","country","Mujer","Cuenta Propia",2014,198945.719620376,120000,"[186825, 209186]","[110078, 121251]"
"53","country","País","country","Mujer","Cuenta Propia",2015,203602.425033386,115765.171784734,"[189227, 220685]","[104424, 120441]"
"54","country","País","country","Mujer","Empleador",2010,636248.729509298,340000,"[514078, 799371]","[300000, 402666]"
"55","country","País","country","Mujer","Empleador",2011,776485.881880968,449338.385229124,"[583532, 1234405]","[353263, 518695]"
"56","country","País","country","Mujer","Empleador",2012,856830.654647645,501177.750941847,"[705866, 1173817]","[401439, 531739]"
"57","country","País","country","Mujer","Empleador",2013,751273.366808941,547923.035425283,"[645698, 864304]","[478802, 597734]"
"58","country","País","country","Mujer","Empleador",2014,863969.567188184,534287.625277463,"[764948, 1069625]","[499951, 602960]"
"59","country","País","country","Mujer","Empleador",2015,846251.628805487,502037.30532416,"[741316, 947452]","[476417, 600066]"
"60","country","País","country","Mujer","Personal de Servicio Doméstico Puertas Adentro",2010,216611.369166329,220000,"[202644, 233315]","[200196, 249829]"
"61","country","País","country","Mujer","Personal de Servicio Doméstico Puertas Adentro",2011,247840.659994883,251208.301743745,"[229200, 267915]","[249201, 271305]"
"62","country","País","country","Mujer","Personal de Servicio Doméstico Puertas Adentro",2012,242961.569260853,241082.474226804,"[224146, 257652]","[214982, 270562]"
"63","country","País","country","Mujer","Personal de Servicio Doméstico Puertas Adentro",2013,314968.08808363,330447.356529599,"[297096, 332692]","[300000, 348678]"
"64","country","País","country","Mujer","Personal de Servicio Doméstico Puertas Adentro",2014,325344.960434218,336063.802475593,"[294459, 356849]","[288454, 375213]"
"65","country","País","country","Mujer","Personal de Servicio Doméstico Puertas Adentro",2015,327568.372172137,302839.785924043,"[292121, 370319]","[255822, 400907]"
"66","country","País","country","Mujer","Personal de Servicio Doméstico Puertas Afuera",2010,123971.140374196,119917.928676111,"[117266, 128939]","[100098, 120000]"
"67","country","País","country","Mujer","Personal de Servicio Doméstico Puertas Afuera",2011,132769.746717436,120000,"[127334, 139401]","[114847, 133337]"
"68","country","País","country","Mujer","Personal de Servicio Doméstico Puertas Afuera",2012,151271.138696882,150000,"[145385, 158404]","[133044, 155800]"
"69","country","País","country","Mujer","Personal de Servicio Doméstico Puertas Afuera",2013,160280.668346556,157000,"[153042, 167301]","[149434, 166408]"
"70","country","País","country","Mujer","Personal de Servicio Doméstico Puertas Afuera",2014,170323.179725103,169968.123007688,"[165462, 177393]","[159970, 179984]"
"71","country","País","country","Mujer","Personal de Servicio Doméstico Puertas Afuera",2015,205151.681772981,200054.122316436,"[196273, 215090]","[195000, 217345]"
