"","sex","isic","geography_name","geography_id","year","weighted_mean"
"168","Hombre","10","Santiago","p131",2012,1179797.85108938
"169","Hombre","10","Talagante","p136",2010,680130.650625843
"170","Hombre","10","Talagante","p136",2012,857162.918360331
"171","Hombre","10","Talca","p71",2012,595027.624309393
"172","Hombre","10","Última Esperanza","p124",2010,1199179.28676111
"173","Hombre","10","Valdivia","p141",2010,1009380.401192
"174","Hombre","10","Valdivia","p141",2012,464524.79814676
"175","Hombre","10","Valparaíso","p51",2010,641214.251812656
"176","Hombre","10","Valparaíso","p51",2012,1657187.70463095
"177","Hombre","11","Antofagasta","p21",2010,538128.113426684
"178","Hombre","11","Antofagasta","p21",2012,692607.71323498
"179","Hombre","11","Arauco","p82",2010,396951.562028566
"180","Hombre","11","Arauco","p82",2012,350441.140406365
"181","Hombre","11","Arica","p151",2010,444332.756758489
"182","Hombre","11","Arica","p151",2012,345494.314255443
"183","Hombre","11","Aysén","p112",2010,1741438.3672406
"184","Hombre","11","Aysén","p112",2012,314234.202701104
"185","Hombre","11","Bíobío","p83",2010,330850.43969616
"186","Hombre","11","Bíobío","p83",2012,694366.62213819
"187","Hombre","11","Cachapoal","p61",2010,370796.149827592
"188","Hombre","11","Cachapoal","p61",2012,428900.199792065
"189","Hombre","11","Cardenal Caro","p62",2010,278224.236780223
"190","Hombre","11","Cardenal Caro","p62",2012,1767176.19492872
"191","Hombre","11","Cauquenes","p72",2010,171882.36443576
"192","Hombre","11","Cauquenes","p72",2012,757699.759349838
"193","Hombre","11","Cautín","p91",2010,360543.727455668
"194","Hombre","11","Cautín","p91",2012,389591.018997979
"195","Hombre","11","Chacabuco","p133",2010,904154.294028831
"196","Hombre","11","Chacabuco","p133",2012,2129824.27672167
"197","Hombre","11","Chañaral","p32",2012,381267.518293439
"198","Hombre","11","Chiloé","p102",2010,251703.800861716
"199","Hombre","11","Chiloé","p102",2012,954441.145992218
"200","Hombre","11","Choapa","p42",2010,425817.75857321
"201","Hombre","11","Choapa","p42",2012,406502.319300911
"202","Hombre","11","Colchagua","p63",2010,824885.361307423
"203","Hombre","11","Colchagua","p63",2012,700193.261042625
"204","Hombre","11","Concepción","p81",2010,481520.934720695
"205","Hombre","11","Concepción","p81",2012,501272.041621431
"206","Hombre","11","Copiapó","p31",2010,518887.823465571
"207","Hombre","11","Copiapó","p31",2012,504755.998290638
"208","Hombre","11","Cordillera","p152",2010,525145.282727093
"209","Hombre","11","Cordillera","p152",2012,718332.45787585
"210","Hombre","11","Coyhaique","p111",2010,874658.428800949
"211","Hombre","11","Coyhaique","p111",2012,430161.704145284
"212","Hombre","11","Curicó","p73",2010,482857.818193137
"213","Hombre","11","Curicó","p73",2012,401778.947442507
"214","Hombre","11","El Loa","p22",2010,357351.174355001
"215","Hombre","11","El Loa","p22",2012,623458.768919478
"216","Hombre","11","Elqui","p41",2010,651803.138048414
"217","Hombre","11","Elqui","p41",2012,711118.549675801
"218","Hombre","11","General Carrera","p114",2012,724047.180243271
"219","Hombre","11","Huasco","p33",2010,571101.238662537
"220","Hombre","11","Huasco","p33",2012,210000
"221","Hombre","11","Iquique","p11",2010,562303.613019435
"222","Hombre","11","Iquique","p11",2012,603651.078877268
"223","Hombre","11","Limarí","p43",2010,329002.32028957
"224","Hombre","11","Limarí","p43",2012,359219.363529278
"225","Hombre","11","Linares","p74",2010,226373.626000807
"226","Hombre","11","Linares","p74",2012,617471.570306116
"227","Hombre","11","Llanquihue","p101",2010,435046.926868477
"228","Hombre","11","Llanquihue","p101",2012,577281.496090378
"229","Hombre","11","Los Andes","p53",2010,504110.740365148
"230","Hombre","11","Los Andes","p53",2012,469098.867163323
"231","Hombre","11","Magallanes","p121",2010,507816.006656579
"232","Hombre","11","Magallanes","p121",2012,630296.135510966
"233","Hombre","11","Maipo","p134",2010,671725.614513042
"234","Hombre","11","Maipo","p134",2012,1208812.55185702
"235","Hombre","11","Malleco","p92",2010,201436.615662847
"236","Hombre","11","Malleco","p92",2012,573075.905141363
"237","Hombre","11","Marga Marga","p58",2010,584461.720365336
"238","Hombre","11","Marga Marga","p58",2012,454459.018995328
"239","Hombre","11","Melipilla","p135",2010,2334337.90500594
"240","Hombre","11","Melipilla","p135",2012,404669.865961378
"241","Hombre","11","Ñuble","p84",2010,306966.201372075
"242","Hombre","11","Ñuble","p84",2012,564947.067372344
"243","Hombre","11","Osorno","p103",2010,517547.175199916
"244","Hombre","11","Osorno","p103",2012,1028891.12440821
"245","Hombre","11","Petorca","p54",2010,522299.046853761
"246","Hombre","11","Petorca","p54",2012,670473.366955428
"247","Hombre","11","Quillota","p55",2010,282573.941798783
"248","Hombre","11","Quillota","p55",2012,534515.478416814
"249","Hombre","11","San Antonio","p56",2010,308748.200564778
"250","Hombre","11","San Antonio","p56",2012,506694.11034822
"251","Hombre","11","San Felipe","p57",2010,219785.049150862
"252","Hombre","11","San Felipe","p57",2012,603750.694532605
"253","Hombre","11","Santiago","p131",2010,992534.469212011
"254","Hombre","11","Santiago","p131",2012,995464.08531129
"255","Hombre","11","Talagante","p136",2010,600970.969658564
"256","Hombre","11","Talagante","p136",2012,919845.868473318
"257","Hombre","11","Talca","p71",2010,338427.198785447
"258","Hombre","11","Talca","p71",2012,514405.630263415
"259","Hombre","11","Tamarugal","p12",2010,200000
"260","Hombre","11","Tamarugal","p12",2012,254649.238722365
"261","Hombre","11","Última Esperanza","p124",2010,506111.725798469
"262","Hombre","11","Valdivia","p141",2010,677324.172053482
"263","Hombre","11","Valdivia","p141",2012,747309.200100721
"264","Hombre","11","Valparaíso","p51",2010,566966.672703255
"265","Hombre","11","Valparaíso","p51",2012,620875.277209738
"266","Hombre","11",NA,NA,2010,486603.944244139
"267","Hombre","11",NA,NA,2012,211070.77902776
"268","Hombre","12","Antofagasta","p21",2010,560495.174577227
"269","Hombre","12","Antofagasta","p21",2012,823666.116920733
"270","Hombre","12","Arauco","p82",2010,308767.529926522
"271","Hombre","12","Arauco","p82",2012,362239.196484878
"272","Hombre","12","Arica","p151",2010,490911.734631412
"273","Hombre","12","Arica","p151",2012,838833.13273375
"274","Hombre","12","Aysén","p112",2010,912055.439465505
"275","Hombre","12","Aysén","p112",2012,786276.1893298
"276","Hombre","12","Bíobío","p83",2010,353725.057313179
"277","Hombre","12","Bíobío","p83",2012,408204.318797805
"278","Hombre","12","Cachapoal","p61",2010,427262.74133552
"279","Hombre","12","Cachapoal","p61",2012,599524.070772696
"280","Hombre","12","Capitán Prat","p113",2010,1354874.64786047
"281","Hombre","12","Capitán Prat","p113",2012,705650.171296682
"282","Hombre","12","Cardenal Caro","p62",2010,299317.651246149
"283","Hombre","12","Cardenal Caro","p62",2012,625852.025936163
"284","Hombre","12","Cauquenes","p72",2010,297403.672688582
"285","Hombre","12","Cauquenes","p72",2012,349143.144605001
"286","Hombre","12","Cautín","p91",2010,521670.763840668
"287","Hombre","12","Cautín","p91",2012,686914.282803929
"288","Hombre","12","Chacabuco","p133",2010,469434.872179394
"289","Hombre","12","Chacabuco","p133",2012,277998.879454201
"290","Hombre","12","Chañaral","p32",2010,503300.744264362
"291","Hombre","12","Chañaral","p32",2012,767099.274343247
"292","Hombre","12","Chiloé","p102",2010,585160.113072408
"293","Hombre","12","Chiloé","p102",2012,814970.772468761
"294","Hombre","12","Choapa","p42",2010,850535.284483148
"295","Hombre","12","Choapa","p42",2012,520216.666773418
"296","Hombre","12","Colchagua","p63",2010,607654.822313715
"297","Hombre","12","Colchagua","p63",2012,637397.552371135
"298","Hombre","12","Concepción","p81",2010,376636.078507599
"299","Hombre","12","Concepción","p81",2012,505477.758364121
"300","Hombre","12","Copiapó","p31",2010,559221.409655683
"301","Hombre","12","Copiapó","p31",2012,546896.085951809
"302","Hombre","12","Cordillera","p152",2010,650369.949631883
"303","Hombre","12","Cordillera","p152",2012,542379.202601039
"304","Hombre","12","Coyhaique","p111",2010,761855.303788322
"305","Hombre","12","Coyhaique","p111",2012,877887.216578364
"306","Hombre","12","Curicó","p73",2010,260165.716365593
"307","Hombre","12","Curicó","p73",2012,609371.855849401
"308","Hombre","12","El Loa","p22",2010,1965374.4288942
"309","Hombre","12","El Loa","p22",2012,693990.092988034
"310","Hombre","12","Elqui","p41",2010,590390.066568361
"311","Hombre","12","Elqui","p41",2012,663131.034599864
"312","Hombre","12","General Carrera","p114",2010,175847.906323196
"313","Hombre","12","General Carrera","p114",2012,1126295.61371176
"314","Hombre","12","Huasco","p33",2010,577616.207334925
"315","Hombre","12","Huasco","p33",2012,726825.32898291
"316","Hombre","12","Iquique","p11",2010,568169.199739539
"317","Hombre","12","Iquique","p11",2012,807499.649040874
"318","Hombre","12","Limarí","p43",2010,459976.239218681
"319","Hombre","12","Limarí","p43",2012,518624.783905983
"320","Hombre","12","Linares","p74",2010,590495.06673629
"321","Hombre","12","Linares","p74",2012,447947.802358301
"322","Hombre","12","Llanquihue","p101",2010,597793.475501765
"323","Hombre","12","Llanquihue","p101",2012,749613.302893474
"324","Hombre","12","Los Andes","p53",2010,540660.237541128
"325","Hombre","12","Los Andes","p53",2012,467776.829712818
"326","Hombre","12","Magallanes","p121",2010,1133345.62428213
"327","Hombre","12","Magallanes","p121",2012,1163511.23987147
"328","Hombre","12","Maipo","p134",2010,801124.538547779
"329","Hombre","12","Maipo","p134",2012,356430.646320859
"330","Hombre","12","Malleco","p92",2010,467007.047976571
"331","Hombre","12","Malleco","p92",2012,560477.39876792
"332","Hombre","12","Marga Marga","p58",2010,638603.721298441
"333","Hombre","12","Marga Marga","p58",2012,717494.153703774
"334","Hombre","12","Melipilla","p135",2010,262301.393357811
"335","Hombre","12","Melipilla","p135",2012,377681.598359363
"336","Hombre","12","Ñuble","p84",2010,378276.962218026
"337","Hombre","12","Ñuble","p84",2012,571460.699721244
"338","Hombre","12","Osorno","p103",2010,619855.865882538
"339","Hombre","12","Osorno","p103",2012,580851.189624854
"340","Hombre","12","Parinacota","p152",2010,261452.585144695
"341","Hombre","12","Parinacota","p152",2012,128577.319587629
"342","Hombre","12","Petorca","p54",2010,715471.111970833
"343","Hombre","12","Petorca","p54",2012,665314.384283758
"344","Hombre","12","Quillota","p55",2010,511399.001059497
"345","Hombre","12","Quillota","p55",2012,488691.61879026
"346","Hombre","12","Ranco","p142",2010,262602.521470258
"347","Hombre","12","Ranco","p142",2012,503312.12048556
"348","Hombre","12","San Antonio","p56",2010,431842.872086102
"349","Hombre","12","San Antonio","p56",2012,692902.8819916
"350","Hombre","12","San Felipe","p57",2010,308494.875420005
"351","Hombre","12","San Felipe","p57",2012,519779.874020488
"352","Hombre","12","Santiago","p131",2010,679548.797804913
"353","Hombre","12","Santiago","p131",2012,772265.073896434
"354","Hombre","12","Talagante","p136",2010,411730.495113824
"355","Hombre","12","Talagante","p136",2012,647138.917765726
"356","Hombre","12","Talca","p71",2010,511908.673680537
"357","Hombre","12","Talca","p71",2012,553171.581137498
"358","Hombre","12","Tamarugal","p12",2010,585164.825503112
"359","Hombre","12","Tamarugal","p12",2012,469929.813320802
"360","Hombre","12","Tierra del Fuego","p123",2010,337523.795788867
"361","Hombre","12","Tocopilla","p23",2010,899384.465070835
"362","Hombre","12","Tocopilla","p23",2012,66297.6804123711
"363","Hombre","12","Última Esperanza","p124",2010,568560.721406408
"364","Hombre","12","Última Esperanza","p124",2012,557224.1370673
"365","Hombre","12","Valdivia","p141",2010,366084.286112494
"366","Hombre","12","Valdivia","p141",2012,548572.586907558
"367","Hombre","12","Valparaíso","p51",2010,495317.349172775
"368","Hombre","12","Valparaíso","p51",2012,1051036.38672749
"369","Hombre","12",NA,NA,2010,493212.095965305
"370","Hombre","12",NA,NA,2012,833414.7588685
"371","Hombre","13","Antofagasta","p21",2010,606711.352674925
"372","Hombre","13","Antofagasta","p21",2012,771455.753167025
"373","Hombre","13","Arauco","p82",2010,505711.440159732
"374","Hombre","13","Arauco","p82",2012,503512.603446272
"375","Hombre","13","Arica","p151",2010,459713.056605859
"376","Hombre","13","Arica","p151",2012,1014683.38291947
"377","Hombre","13","Aysén","p112",2010,563986.8722714
"378","Hombre","13","Aysén","p112",2012,1094865.68269531
"379","Hombre","13","Bíobío","p83",2010,362572.400407707
"380","Hombre","13","Bíobío","p83",2012,645602.520499079
"381","Hombre","13","Cachapoal","p61",2010,632782.037506736
"382","Hombre","13","Cachapoal","p61",2012,388986.842513896
"383","Hombre","13","Capitán Prat","p113",2010,1151439.86957437
"384","Hombre","13","Capitán Prat","p113",2012,512000
"385","Hombre","13","Cardenal Caro","p62",2010,679493.26183158
"386","Hombre","13","Cardenal Caro","p62",2012,414030.44862697
"387","Hombre","13","Cauquenes","p72",2010,269055.748321401
"388","Hombre","13","Cauquenes","p72",2012,374526.102565292
"389","Hombre","13","Cautín","p91",2010,569372.486639701
"390","Hombre","13","Cautín","p91",2012,590282.30797996
"391","Hombre","13","Chacabuco","p133",2010,394498.389937466
"392","Hombre","13","Chacabuco","p133",2012,447939.375321206
"393","Hombre","13","Chañaral","p32",2010,458602.743607651
"394","Hombre","13","Chañaral","p32",2012,683132.94951615
"395","Hombre","13","Chiloé","p102",2010,453423.35148013
"396","Hombre","13","Chiloé","p102",2012,519930.573504229
"397","Hombre","13","Choapa","p42",2010,407703.074864552
"398","Hombre","13","Choapa","p42",2012,401593.665330843
"399","Hombre","13","Colchagua","p63",2010,424590.163292995
"400","Hombre","13","Colchagua","p63",2012,563607.91636769
"401","Hombre","13","Concepción","p81",2010,547603.352977261
"402","Hombre","13","Concepción","p81",2012,436053.13036097
"403","Hombre","13","Copiapó","p31",2010,465150.604190406
"404","Hombre","13","Copiapó","p31",2012,570661.185067552
"405","Hombre","13","Cordillera","p152",2010,475637.988976043
"406","Hombre","13","Cordillera","p152",2012,522335.997950869
"407","Hombre","13","Coyhaique","p111",2010,674466.167002216
"408","Hombre","13","Coyhaique","p111",2012,646307.391487867
"409","Hombre","13","Curicó","p73",2010,383185.606803615
"410","Hombre","13","Curicó","p73",2012,507518.334176907
"411","Hombre","13","El Loa","p22",2010,540054.597158035
"412","Hombre","13","El Loa","p22",2012,988079.941620029
"413","Hombre","13","Elqui","p41",2010,468315.890268003
"414","Hombre","13","Elqui","p41",2012,633802.061342152
"415","Hombre","13","Huasco","p33",2010,540018.640128769
"416","Hombre","13","Huasco","p33",2012,492754.43292231
"417","Hombre","13","Iquique","p11",2010,515814.620415732
"418","Hombre","13","Iquique","p11",2012,546312.450985207
"419","Hombre","13","Limarí","p43",2010,443951.174077882
"420","Hombre","13","Limarí","p43",2012,543385.203296438
"421","Hombre","13","Linares","p74",2010,465119.79998188
"422","Hombre","13","Linares","p74",2012,323328.805365914
"423","Hombre","13","Llanquihue","p101",2010,407252.46153
"424","Hombre","13","Llanquihue","p101",2012,559147.362504383
"425","Hombre","13","Los Andes","p53",2010,571707.911006324
"426","Hombre","13","Los Andes","p53",2012,434438.553507127
"427","Hombre","13","Magallanes","p121",2010,575309.401686678
"428","Hombre","13","Magallanes","p121",2012,494213.508251487
"429","Hombre","13","Maipo","p134",2010,401672.78457722
"430","Hombre","13","Maipo","p134",2012,468218.231361471
"431","Hombre","13","Malleco","p92",2010,382894.954026296
"432","Hombre","13","Malleco","p92",2012,483915.737841168
"433","Hombre","13","Marga Marga","p58",2010,420544.416747771
"434","Hombre","13","Marga Marga","p58",2012,573346.151106942
"435","Hombre","13","Melipilla","p135",2010,362413.841400776
"436","Hombre","13","Melipilla","p135",2012,311121.091225902
"437","Hombre","13","Ñuble","p84",2010,575726.731652328
"438","Hombre","13","Ñuble","p84",2012,562990.977256925
"439","Hombre","13","Osorno","p103",2010,498950.722458333
"440","Hombre","13","Osorno","p103",2012,849944.546150826
"441","Hombre","13","Parinacota","p152",2010,293798.925256473
"442","Hombre","13","Petorca","p54",2010,199863.214460186
"443","Hombre","13","Petorca","p54",2012,464209.505146862
"444","Hombre","13","Quillota","p55",2010,323744.866287239
"445","Hombre","13","Quillota","p55",2012,458095.620018395
"446","Hombre","13","Ranco","p142",2010,342770.278517425
"447","Hombre","13","Ranco","p142",2012,516662.591578499
"448","Hombre","13","San Antonio","p56",2010,463063.486376681
"449","Hombre","13","San Antonio","p56",2012,521462.265002836
"450","Hombre","13","San Felipe","p57",2010,336314.392102518
"451","Hombre","13","San Felipe","p57",2012,651771.056908158
"452","Hombre","13","Santiago","p131",2010,580461.651359668
"453","Hombre","13","Santiago","p131",2012,597755.638891408
"454","Hombre","13","Talagante","p136",2010,469267.07291152
"455","Hombre","13","Talagante","p136",2012,289054.744968962
"456","Hombre","13","Talca","p71",2010,568796.432164036
"457","Hombre","13","Talca","p71",2012,617100.114061121
"458","Hombre","13","Tamarugal","p12",2010,346733.776551744
"459","Hombre","13","Tamarugal","p12",2012,397514.700864008
"460","Hombre","13","Última Esperanza","p124",2010,838688.5376199
"461","Hombre","13","Última Esperanza","p124",2012,748580.734884942
"462","Hombre","13","Valdivia","p141",2010,354797.425199287
"463","Hombre","13","Valdivia","p141",2012,434718.280694166
"464","Hombre","13","Valparaíso","p51",2010,769123.142077891
"465","Hombre","13","Valparaíso","p51",2012,544198.753508777
"466","Hombre","13",NA,NA,2010,438827.629227866
"467","Hombre","13",NA,NA,2012,372203.215843691
"468","Hombre","14","Antofagasta","p21",2010,606652.134497797
"469","Hombre","14","Antofagasta","p21",2012,1157309.68741194
"470","Hombre","14","Arauco","p82",2010,1089082.17196047
"471","Hombre","14","Arauco","p82",2012,364259.313426925
"472","Hombre","14","Arica","p151",2010,831833.097791561
"473","Hombre","14","Arica","p151",2012,342566.33356454
"474","Hombre","14","Aysén","p112",2010,1559323.0182722
"475","Hombre","14","Aysén","p112",2012,1881085.26717657
"476","Hombre","14","Bíobío","p83",2010,447071.291700195
"477","Hombre","14","Bíobío","p83",2012,697422.309631951
"478","Hombre","14","Cachapoal","p61",2010,808643.862708146
"479","Hombre","14","Cachapoal","p61",2012,1344403.03276193
"480","Hombre","14","Capitán Prat","p113",2010,700135.203327145
"481","Hombre","14","Cardenal Caro","p62",2010,218922.963312897
"482","Hombre","14","Cardenal Caro","p62",2012,491245.899373386
"483","Hombre","14","Cauquenes","p72",2010,240428.289329727
