"","sex","isic","geography_name","geography_id","year","weighted_median"
"29","Hombre","Agricultura, ganadería, caza y silvicultura","Aysén",11,2014,262709.87303392
"30","Hombre","Agricultura, ganadería, caza y silvicultura","Aysén",11,2015,300081.183474654
"31","Hombre","Agricultura, ganadería, caza y silvicultura","Bíobío",8,2010,164226.779145437
"32","Hombre","Agricultura, ganadería, caza y silvicultura","Bíobío",8,2011,188091.67078682
"33","Hombre","Agricultura, ganadería, caza y silvicultura","Bíobío",8,2012,200902.06185567
"34","Hombre","Agricultura, ganadería, caza y silvicultura","Bíobío",8,2013,209206.977162381
"35","Hombre","Agricultura, ganadería, caza y silvicultura","Bíobío",8,2014,224957.809863117
"36","Hombre","Agricultura, ganadería, caza y silvicultura","Bíobío",8,2015,250000
"37","Hombre","Agricultura, ganadería, caza y silvicultura","Coquimbo",4,2010,172000
"38","Hombre","Agricultura, ganadería, caza y silvicultura","Coquimbo",4,2011,181418.257027357
"39","Hombre","Agricultura, ganadería, caza y silvicultura","Coquimbo",4,2012,193000
"40","Hombre","Agricultura, ganadería, caza y silvicultura","Coquimbo",4,2013,210000
"41","Hombre","Agricultura, ganadería, caza y silvicultura","Coquimbo",4,2014,227345.0824332
"42","Hombre","Agricultura, ganadería, caza y silvicultura","Coquimbo",4,2015,241426.810340062
"43","Hombre","Agricultura, ganadería, caza y silvicultura","Los Lagos",10,2010,179876.893014167
"44","Hombre","Agricultura, ganadería, caza y silvicultura","Los Lagos",10,2011,194321.162039565
"45","Hombre","Agricultura, ganadería, caza y silvicultura","Los Lagos",10,2012,185596.304555073
"46","Hombre","Agricultura, ganadería, caza y silvicultura","Los Lagos",10,2013,200298.104332003
"47","Hombre","Agricultura, ganadería, caza y silvicultura","Los Lagos",10,2014,202084.5177184
"48","Hombre","Agricultura, ganadería, caza y silvicultura","Los Lagos",10,2015,241065.217391305
"49","Hombre","Agricultura, ganadería, caza y silvicultura","Los Ríos",14,2010,171882.36443576
"50","Hombre","Agricultura, ganadería, caza y silvicultura","Los Ríos",14,2011,180869.977255496
"51","Hombre","Agricultura, ganadería, caza y silvicultura","Los Ríos",14,2012,211107.928130852
"52","Hombre","Agricultura, ganadería, caza y silvicultura","Los Ríos",14,2013,210284.681427927
"53","Hombre","Agricultura, ganadería, caza y silvicultura","Los Ríos",14,2014,219958.747421714
"54","Hombre","Agricultura, ganadería, caza y silvicultura","Los Ríos",14,2015,260070.359011367
"55","Hombre","Agricultura, ganadería, caza y silvicultura","Magallanes",12,2010,312462.36988182
"56","Hombre","Agricultura, ganadería, caza y silvicultura","Magallanes",12,2011,272286.758515077
"57","Hombre","Agricultura, ganadería, caza y silvicultura","Magallanes",12,2012,229894.053535329
"58","Hombre","Agricultura, ganadería, caza y silvicultura","Magallanes",12,2013,374510.153501924
"59","Hombre","Agricultura, ganadería, caza y silvicultura","Magallanes",12,2014,362665.563490022
"60","Hombre","Agricultura, ganadería, caza y silvicultura","Magallanes",12,2015,359121.747082401
"61","Hombre","Agricultura, ganadería, caza y silvicultura","Maule",7,2010,169883.732291158
"62","Hombre","Agricultura, ganadería, caza y silvicultura","Maule",7,2011,180000
"63","Hombre","Agricultura, ganadería, caza y silvicultura","Maule",7,2012,193870.489690722
"64","Hombre","Agricultura, ganadería, caza y silvicultura","Maule",7,2013,210000
"65","Hombre","Agricultura, ganadería, caza y silvicultura","Maule",7,2014,225000
"66","Hombre","Agricultura, ganadería, caza y silvicultura","Maule",7,2015,241000
"67","Hombre","Agricultura, ganadería, caza y silvicultura","Metropolitana",13,2010,193459.950658159
"68","Hombre","Agricultura, ganadería, caza y silvicultura","Metropolitana",13,2011,200966.641394996
"69","Hombre","Agricultura, ganadería, caza y silvicultura","Metropolitana",13,2012,211189.953350924
"70","Hombre","Agricultura, ganadería, caza y silvicultura","Metropolitana",13,2013,261785.494370144
"71","Hombre","Agricultura, ganadería, caza y silvicultura","Metropolitana",13,2014,264114.990950339
"72","Hombre","Agricultura, ganadería, caza y silvicultura","Metropolitana",13,2015,297552.115424499
"73","Hombre","Agricultura, ganadería, caza y silvicultura","O'Higgins",6,2010,180176.159718144
"74","Hombre","Agricultura, ganadería, caza y silvicultura","O'Higgins",6,2011,200000
"75","Hombre","Agricultura, ganadería, caza y silvicultura","O'Higgins",6,2012,200484.233018829
"76","Hombre","Agricultura, ganadería, caza y silvicultura","O'Higgins",6,2013,220266.605220423
"77","Hombre","Agricultura, ganadería, caza y silvicultura","O'Higgins",6,2014,252266.747770468
"78","Hombre","Agricultura, ganadería, caza y silvicultura","O'Higgins",6,2015,250067.652895545
"79","Hombre","Agricultura, ganadería, caza y silvicultura","Tarapacá",1,2010,116645.957650007
"80","Hombre","Agricultura, ganadería, caza y silvicultura","Tarapacá",1,2011,128362.572662027
"81","Hombre","Agricultura, ganadería, caza y silvicultura","Tarapacá",1,2012,100000
"82","Hombre","Agricultura, ganadería, caza y silvicultura","Tarapacá",1,2013,149338.134707822
"83","Hombre","Agricultura, ganadería, caza y silvicultura","Tarapacá",1,2014,207787.689660024
"84","Hombre","Agricultura, ganadería, caza y silvicultura","Tarapacá",1,2015,101274.593148142
"85","Hombre","Agricultura, ganadería, caza y silvicultura","Valparaíso",5,2010,171882.36443576
"86","Hombre","Agricultura, ganadería, caza y silvicultura","Valparaíso",5,2011,188236.585104299
"87","Hombre","Agricultura, ganadería, caza y silvicultura","Valparaíso",5,2012,210000
"88","Hombre","Agricultura, ganadería, caza y silvicultura","Valparaíso",5,2013,229131.451177846
"89","Hombre","Agricultura, ganadería, caza y silvicultura","Valparaíso",5,2014,274478.699708308
"90","Hombre","Agricultura, ganadería, caza y silvicultura","Valparaíso",5,2015,264453.847048036
"91","Hombre","Agricultura, ganadería, caza y silvicultura",NA,NA,2010,145412.305221542
"92","Hombre","Agricultura, ganadería, caza y silvicultura",NA,NA,2011,149685.287390128
"93","Hombre","Agricultura, ganadería, caza y silvicultura",NA,NA,2012,66400.1663670874
"94","Hombre","Pesca","Antofagasta",2,2010,195553.846811528
"95","Hombre","Pesca","Antofagasta",2,2011,82486.7391618742
"96","Hombre","Pesca","Antofagasta",2,2012,314437.508235747
"97","Hombre","Pesca","Antofagasta",2,2013,260409.538549872
"98","Hombre","Pesca","Antofagasta",2,2014,304081.170369142
"99","Hombre","Pesca","Antofagasta",2,2015,408085.094296532
"100","Hombre","Pesca","Araucanía",9,2010,238150.498354798
"101","Hombre","Pesca","Araucanía",9,2011,228327.905033069
"102","Hombre","Pesca","Araucanía",9,2013,518036.324402086
"103","Hombre","Pesca","Araucanía",9,2015,220835.002417707
"104","Hombre","Pesca","Arica y Parinacota",15,2010,213150.557970504
"105","Hombre","Pesca","Arica y Parinacota",15,2011,319775.225891891
"106","Hombre","Pesca","Arica y Parinacota",15,2012,277939.542854416
"107","Hombre","Pesca","Arica y Parinacota",15,2013,423830.980536441
"108","Hombre","Pesca","Arica y Parinacota",15,2014,297253.619324198
"109","Hombre","Pesca","Arica y Parinacota",15,2015,483999.415761702
"110","Hombre","Pesca","Atacama",3,2010,220084.813473973
"111","Hombre","Pesca","Atacama",3,2011,180039.715192746
"112","Hombre","Pesca","Atacama",3,2012,200268.482746399
"113","Hombre","Pesca","Atacama",3,2013,200124.629400727
"114","Hombre","Pesca","Atacama",3,2014,303126.7765776
"115","Hombre","Pesca","Atacama",3,2015,164514.653754603
"116","Hombre","Pesca","Aysén",11,2010,282141.809170675
"117","Hombre","Pesca","Aysén",11,2011,318977.155212936
"118","Hombre","Pesca","Aysén",11,2012,430661.987084278
"119","Hombre","Pesca","Aysén",11,2013,393790.248747657
"120","Hombre","Pesca","Aysén",11,2014,599903.895147074
"121","Hombre","Pesca","Aysén",11,2015,426941.998401594
"122","Hombre","Pesca","Bíobío",8,2010,302683.519355847
"123","Hombre","Pesca","Bíobío",8,2011,299160.245703542
"124","Hombre","Pesca","Bíobío",8,2012,195302.561745409
"125","Hombre","Pesca","Bíobío",8,2013,169525.158828549
"126","Hombre","Pesca","Bíobío",8,2014,217723.420406738
"127","Hombre","Pesca","Bíobío",8,2015,368149.835590663
"128","Hombre","Pesca","Coquimbo",4,2010,157911.598403739
"129","Hombre","Pesca","Coquimbo",4,2011,159802.940368183
"130","Hombre","Pesca","Coquimbo",4,2012,200620.311479761
"131","Hombre","Pesca","Coquimbo",4,2013,192401.650382507
"132","Hombre","Pesca","Coquimbo",4,2014,296613.335554401
"133","Hombre","Pesca","Coquimbo",4,2015,210412.581376908
"134","Hombre","Pesca","Los Lagos",10,2010,170196.278355989
"135","Hombre","Pesca","Los Lagos",10,2011,201167.190650082
"136","Hombre","Pesca","Los Lagos",10,2012,195625.798247688
"137","Hombre","Pesca","Los Lagos",10,2013,200271.125169454
"138","Hombre","Pesca","Los Lagos",10,2014,261538.96562651
"139","Hombre","Pesca","Los Lagos",10,2015,300081.183474654
"140","Hombre","Pesca","Los Ríos",14,2010,211587.131806295
"141","Hombre","Pesca","Los Ríos",14,2011,200413.566764863
"142","Hombre","Pesca","Los Ríos",14,2012,226442.306026849
"143","Hombre","Pesca","Los Ríos",14,2013,179508.832410021
"144","Hombre","Pesca","Los Ríos",14,2014,200000
"145","Hombre","Pesca","Los Ríos",14,2015,283031.176126003
"146","Hombre","Pesca","Magallanes",12,2010,419130.637726562
"147","Hombre","Pesca","Magallanes",12,2011,280862.706303912
"148","Hombre","Pesca","Magallanes",12,2012,464370.612653137
"149","Hombre","Pesca","Magallanes",12,2013,419200.145633959
"150","Hombre","Pesca","Magallanes",12,2014,507171.407448483
"151","Hombre","Pesca","Magallanes",12,2015,500000
"152","Hombre","Pesca","Maule",7,2010,107280.077817511
"153","Hombre","Pesca","Maule",7,2011,160000
"154","Hombre","Pesca","Maule",7,2012,111891.205388731
"155","Hombre","Pesca","Maule",7,2013,221762.29955175
"156","Hombre","Pesca","Maule",7,2014,202153.77238543
"157","Hombre","Pesca","Maule",7,2015,206504.318316373
"158","Hombre","Pesca","Metropolitana",13,2014,2647307.18211104
"159","Hombre","Pesca","Metropolitana",13,2015,4255469.01484971
"160","Hombre","Pesca","O'Higgins",6,2010,70200.6792000883
"161","Hombre","Pesca","O'Higgins",6,2011,118388.594585939
"162","Hombre","Pesca","O'Higgins",6,2012,182359.41235992
"163","Hombre","Pesca","O'Higgins",6,2013,219169.214170113
"164","Hombre","Pesca","O'Higgins",6,2014,805000
"165","Hombre","Pesca","O'Higgins",6,2015,300000
"166","Hombre","Pesca","Tarapacá",1,2010,328506.439911121
"167","Hombre","Pesca","Tarapacá",1,2011,296998.227474181
"168","Hombre","Pesca","Tarapacá",1,2012,433715.11338086
"169","Hombre","Pesca","Tarapacá",1,2013,337463.016539423
"170","Hombre","Pesca","Tarapacá",1,2014,511006.701918303
"171","Hombre","Pesca","Tarapacá",1,2015,251018.65266208
"172","Hombre","Pesca","Valparaíso",5,2010,183921.577959307
"173","Hombre","Pesca","Valparaíso",5,2011,155399.49157998
"174","Hombre","Pesca","Valparaíso",5,2012,150000
"175","Hombre","Pesca","Valparaíso",5,2013,230153.19968255
"176","Hombre","Pesca","Valparaíso",5,2014,182100.670557338
"177","Hombre","Pesca","Valparaíso",5,2015,331264.050141146
"178","Hombre","Explotación de minas y canteras","Antofagasta",2,2010,599860.996128319
"179","Hombre","Explotación de minas y canteras","Antofagasta",2,2011,629105.060044354
"180","Hombre","Explotación de minas y canteras","Antofagasta",2,2012,703157.216494845
"181","Hombre","Explotación de minas y canteras","Antofagasta",2,2013,900323.873561234
"182","Hombre","Explotación de minas y canteras","Antofagasta",2,2014,890390.420914161
"183","Hombre","Explotación de minas y canteras","Antofagasta",2,2015,900000
"184","Hombre","Explotación de minas y canteras","Araucanía",9,2010,719435.348618124
"185","Hombre","Explotación de minas y canteras","Araucanía",9,2011,170273.740712453
"186","Hombre","Explotación de minas y canteras","Araucanía",9,2012,260092.191517473
"187","Hombre","Explotación de minas y canteras","Araucanía",9,2013,493430.575670555
"188","Hombre","Explotación de minas y canteras","Araucanía",9,2014,452130.597285192
"189","Hombre","Explotación de minas y canteras","Araucanía",9,2015,974409.548574627
"190","Hombre","Explotación de minas y canteras","Arica y Parinacota",15,2010,533541.098666633
"191","Hombre","Explotación de minas y canteras","Arica y Parinacota",15,2011,446239.998548614
"192","Hombre","Explotación de minas y canteras","Arica y Parinacota",15,2012,556563.323038832
"193","Hombre","Explotación de minas y canteras","Arica y Parinacota",15,2013,505141.133090925
"194","Hombre","Explotación de minas y canteras","Arica y Parinacota",15,2014,548916.881624369
"195","Hombre","Explotación de minas y canteras","Arica y Parinacota",15,2015,602444.766388992
"196","Hombre","Explotación de minas y canteras","Atacama",3,2010,432908.732579208
"197","Hombre","Explotación de minas y canteras","Atacama",3,2011,553314.630448813
"198","Hombre","Explotación de minas y canteras","Atacama",3,2012,554954.945588004
"199","Hombre","Explotación de minas y canteras","Atacama",3,2013,647545.405502607
"200","Hombre","Explotación de minas y canteras","Atacama",3,2014,649964.424162671
"201","Hombre","Explotación de minas y canteras","Atacama",3,2015,700355.05609659
"202","Hombre","Explotación de minas y canteras","Aysén",11,2010,596354.546111813
"203","Hombre","Explotación de minas y canteras","Aysén",11,2011,577879.942711018
"204","Hombre","Explotación de minas y canteras","Aysén",11,2012,465488.596902055
"205","Hombre","Explotación de minas y canteras","Aysén",11,2013,642040.672565804
"206","Hombre","Explotación de minas y canteras","Aysén",11,2014,599887.492968311
"207","Hombre","Explotación de minas y canteras","Aysén",11,2015,628263.999797883
"208","Hombre","Explotación de minas y canteras","Bíobío",8,2010,491591.545495064
"209","Hombre","Explotación de minas y canteras","Bíobío",8,2011,348004.411648517
"210","Hombre","Explotación de minas y canteras","Bíobío",8,2012,462432.96120597
"211","Hombre","Explotación de minas y canteras","Bíobío",8,2013,602959.905596175
"212","Hombre","Explotación de minas y canteras","Bíobío",8,2014,600000
"213","Hombre","Explotación de minas y canteras","Bíobío",8,2015,680171.778617412
"214","Hombre","Explotación de minas y canteras","Coquimbo",4,2010,531784.191623977
"215","Hombre","Explotación de minas y canteras","Coquimbo",4,2011,498401.805020212
"216","Hombre","Explotación de minas y canteras","Coquimbo",4,2012,512511.897204024
"217","Hombre","Explotación de minas y canteras","Coquimbo",4,2013,549042.576646907
"218","Hombre","Explotación de minas y canteras","Coquimbo",4,2014,500000
"219","Hombre","Explotación de minas y canteras","Coquimbo",4,2015,652648.496921408
"220","Hombre","Explotación de minas y canteras","Los Lagos",10,2010,951977.355447517
"221","Hombre","Explotación de minas y canteras","Los Lagos",10,2011,332709.071861334
"222","Hombre","Explotación de minas y canteras","Los Lagos",10,2012,646338.762691278
"223","Hombre","Explotación de minas y canteras","Los Lagos",10,2013,1377790.48393715
"224","Hombre","Explotación de minas y canteras","Los Lagos",10,2014,872498.78767733
"225","Hombre","Explotación de minas y canteras","Los Lagos",10,2015,750202.958686635
"226","Hombre","Explotación de minas y canteras","Los Ríos",14,2010,75457.2998925057
"227","Hombre","Explotación de minas y canteras","Los Ríos",14,2011,259068.355205644
"228","Hombre","Explotación de minas y canteras","Los Ríos",14,2012,131652.238246368
"229","Hombre","Explotación de minas y canteras","Los Ríos",14,2013,443134.493741777
"230","Hombre","Explotación de minas y canteras","Los Ríos",14,2014,443986.426743429
"231","Hombre","Explotación de minas y canteras","Los Ríos",14,2015,498330.673657556
"232","Hombre","Explotación de minas y canteras","Magallanes",12,2010,599850.596678271
"233","Hombre","Explotación de minas y canteras","Magallanes",12,2011,640670.743093701
"234","Hombre","Explotación de minas y canteras","Magallanes",12,2012,581781.310543321
"235","Hombre","Explotación de minas y canteras","Magallanes",12,2013,688014.028247129
"236","Hombre","Explotación de minas y canteras","Magallanes",12,2014,667611.622106844
"237","Hombre","Explotación de minas y canteras","Magallanes",12,2015,740440.038174885
"238","Hombre","Explotación de minas y canteras","Maule",7,2010,459294.094281653
"239","Hombre","Explotación de minas y canteras","Maule",7,2011,427468.885776138
"240","Hombre","Explotación de minas y canteras","Maule",7,2012,600771.47712966
"241","Hombre","Explotación de minas y canteras","Maule",7,2013,608320.062404731
"242","Hombre","Explotación de minas y canteras","Maule",7,2014,600956.775618445
"243","Hombre","Explotación de minas y canteras","Maule",7,2015,529541.443275193
"244","Hombre","Explotación de minas y canteras","Metropolitana",13,2010,662596.172746958
"245","Hombre","Explotación de minas y canteras","Metropolitana",13,2011,540244.83797189
"246","Hombre","Explotación de minas y canteras","Metropolitana",13,2012,697422.111676849
"247","Hombre","Explotación de minas y canteras","Metropolitana",13,2013,803480.85312954
"248","Hombre","Explotación de minas y canteras","Metropolitana",13,2014,829102.073337391
"249","Hombre","Explotación de minas y canteras","Metropolitana",13,2015,1000000
"250","Hombre","Explotación de minas y canteras","O'Higgins",6,2010,549623.83976551
"251","Hombre","Explotación de minas y canteras","O'Higgins",6,2011,507920.51736924
"252","Hombre","Explotación de minas y canteras","O'Higgins",6,2012,601432.267687255
"253","Hombre","Explotación de minas y canteras","O'Higgins",6,2013,641034.414473341
"254","Hombre","Explotación de minas y canteras","O'Higgins",6,2014,599887.492968311
"255","Hombre","Explotación de minas y canteras","O'Higgins",6,2015,721240.621066687
"256","Hombre","Explotación de minas y canteras","Tarapacá",1,2010,540791.335914292
"257","Hombre","Explotación de minas y canteras","Tarapacá",1,2011,574221.6458627
"258","Hombre","Explotación de minas y canteras","Tarapacá",1,2012,553091.596019166
"259","Hombre","Explotación de minas y canteras","Tarapacá",1,2013,741798.778534655
"260","Hombre","Explotación de minas y canteras","Tarapacá",1,2014,683914.019029248
"261","Hombre","Explotación de minas y canteras","Tarapacá",1,2015,691383.691366984
"262","Hombre","Explotación de minas y canteras","Valparaíso",5,2010,470459.972597376
"263","Hombre","Explotación de minas y canteras","Valparaíso",5,2011,498401.805020212
"264","Hombre","Explotación de minas y canteras","Valparaíso",5,2012,603372.650202726
"265","Hombre","Explotación de minas y canteras","Valparaíso",5,2013,597734.220463945
"266","Hombre","Explotación de minas y canteras","Valparaíso",5,2014,699868.741796363
"267","Hombre","Explotación de minas y canteras","Valparaíso",5,2015,600162.366949308
"268","Hombre","Explotación de minas y canteras",NA,NA,2010,1165000
"269","Hombre","Explotación de minas y canteras",NA,NA,2011,965254.036516615
"270","Hombre","Industrias manufactureras","Antofagasta",2,2010,500000
"271","Hombre","Industrias manufactureras","Antofagasta",2,2011,439724.413129021
"272","Hombre","Industrias manufactureras","Antofagasta",2,2012,493987.7995535
"273","Hombre","Industrias manufactureras","Antofagasta",2,2013,500677.812923635
"274","Hombre","Industrias manufactureras","Antofagasta",2,2014,478517.725599894
"275","Hombre","Industrias manufactureras","Antofagasta",2,2015,448882.60125085
"276","Hombre","Industrias manufactureras","Araucanía",9,2010,199863.214460186
"277","Hombre","Industrias manufactureras","Araucanía",9,2011,250790.875690747
"278","Hombre","Industrias manufactureras","Araucanía",9,2012,231443.211680228
"279","Hombre","Industrias manufactureras","Araucanía",9,2013,249055.92519331
"280","Hombre","Industrias manufactureras","Araucanía",9,2014,293142.881183703
"281","Hombre","Industrias manufactureras","Araucanía",9,2015,321181.31125971
"282","Hombre","Industrias manufactureras","Arica y Parinacota",15,2010,243092.411563302
"283","Hombre","Industrias manufactureras","Arica y Parinacota",15,2011,220455.173669997
"284","Hombre","Industrias manufactureras","Arica y Parinacota",15,2012,320475.832801892
"285","Hombre","Industrias manufactureras","Arica y Parinacota",15,2013,300243.860217367
"286","Hombre","Industrias manufactureras","Arica y Parinacota",15,2014,303126.7765776
"287","Hombre","Industrias manufactureras","Arica y Parinacota",15,2015,350574.518509286
"288","Hombre","Industrias manufactureras","Atacama",3,2010,348418.636022841
"289","Hombre","Industrias manufactureras","Atacama",3,2011,318768.165648138
"290","Hombre","Industrias manufactureras","Atacama",3,2012,409147.048421301
"291","Hombre","Industrias manufactureras","Atacama",3,2013,400542.250338908
"292","Hombre","Industrias manufactureras","Atacama",3,2014,449915.619726233
"293","Hombre","Industrias manufactureras","Atacama",3,2015,551969.393358459
"294","Hombre","Industrias manufactureras","Aysén",11,2010,232736.140478194
"295","Hombre","Industrias manufactureras","Aysén",11,2011,300073.892192743
"296","Hombre","Industrias manufactureras","Aysén",11,2012,281573.903427939
"297","Hombre","Industrias manufactureras","Aysén",11,2013,318519.363850744
"298","Hombre","Industrias manufactureras","Aysén",11,2014,300000
"299","Hombre","Industrias manufactureras","Aysén",11,2015,436878.977496517
"300","Hombre","Industrias manufactureras","Bíobío",8,2010,264128.182802947
"301","Hombre","Industrias manufactureras","Bíobío",8,2011,297053.977362235
"302","Hombre","Industrias manufactureras","Bíobío",8,2012,299675.082934021
"303","Hombre","Industrias manufactureras","Bíobío",8,2013,325349.415110591
"304","Hombre","Industrias manufactureras","Bíobío",8,2014,339168.94561978
"305","Hombre","Industrias manufactureras","Bíobío",8,2015,381556.913916164
"306","Hombre","Industrias manufactureras","Coquimbo",4,2010,300000
"307","Hombre","Industrias manufactureras","Coquimbo",4,2011,250000
"308","Hombre","Industrias manufactureras","Coquimbo",4,2012,347108.127684159
"309","Hombre","Industrias manufactureras","Coquimbo",4,2013,319862.526170563
"310","Hombre","Industrias manufactureras","Coquimbo",4,2014,299877.64836569
"311","Hombre","Industrias manufactureras","Coquimbo",4,2015,300081.183474654
"312","Hombre","Industrias manufactureras","Los Lagos",10,2010,238122.757649819
"313","Hombre","Industrias manufactureras","Los Lagos",10,2011,249200.902510106
"314","Hombre","Industrias manufactureras","Los Lagos",10,2012,280000
"315","Hombre","Industrias manufactureras","Los Lagos",10,2013,338847.800881211
"316","Hombre","Industrias manufactureras","Los Lagos",10,2014,319966.70497859
"317","Hombre","Industrias manufactureras","Los Lagos",10,2015,360097.420169585
"318","Hombre","Industrias manufactureras","Los Ríos",14,2010,242474.897457184
"319","Hombre","Industrias manufactureras","Los Ríos",14,2011,263136.975860002
"320","Hombre","Industrias manufactureras","Los Ríos",14,2012,379648.463439439
"321","Hombre","Industrias manufactureras","Los Ríos",14,2013,291452.592918306
"322","Hombre","Industrias manufactureras","Los Ríos",14,2014,296399.035197651
"323","Hombre","Industrias manufactureras","Los Ríos",14,2015,313894.216801968
"324","Hombre","Industrias manufactureras","Magallanes",12,2010,435146.156411891
"325","Hombre","Industrias manufactureras","Magallanes",12,2011,373088.303419843
"326","Hombre","Industrias manufactureras","Magallanes",12,2012,480312.298568699
"327","Hombre","Industrias manufactureras","Magallanes",12,2013,548756.026157403
"328","Hombre","Industrias manufactureras","Magallanes",12,2014,400000
"329","Hombre","Industrias manufactureras","Magallanes",12,2015,401502.215318156
"330","Hombre","Industrias manufactureras","Maule",7,2010,218414.399269977
"331","Hombre","Industrias manufactureras","Maule",7,2011,214023.102695799
"332","Hombre","Industrias manufactureras","Maule",7,2012,220992.268041237
"333","Hombre","Industrias manufactureras","Maule",7,2013,298867.110231973
"334","Hombre","Industrias manufactureras","Maule",7,2014,269841.937793972
"335","Hombre","Industrias manufactureras","Maule",7,2015,300081.183474654
"336","Hombre","Industrias manufactureras","Metropolitana",13,2010,270000
"337","Hombre","Industrias manufactureras","Metropolitana",13,2011,300000
"338","Hombre","Industrias manufactureras","Metropolitana",13,2012,321798.746774787
"339","Hombre","Industrias manufactureras","Metropolitana",13,2013,368602.7692861
"340","Hombre","Industrias manufactureras","Metropolitana",13,2014,380000
"341","Hombre","Industrias manufactureras","Metropolitana",13,2015,420113.656864516
"342","Hombre","Industrias manufactureras","O'Higgins",6,2010,299794.821690278
"343","Hombre","Industrias manufactureras","O'Higgins",6,2011,301196.618806761
"344","Hombre","Industrias manufactureras","O'Higgins",6,2012,295338.294724089
"345","Hombre","Industrias manufactureras","O'Higgins",6,2013,348678.295270635
"346","Hombre","Industrias manufactureras","O'Higgins",6,2014,360000
"347","Hombre","Industrias manufactureras","O'Higgins",6,2015,408181.85997002
"348","Hombre","Industrias manufactureras","Tarapacá",1,2010,303303.858051198
"349","Hombre","Industrias manufactureras","Tarapacá",1,2011,398721.44401617
"350","Hombre","Industrias manufactureras","Tarapacá",1,2012,353593.721953203
"351","Hombre","Industrias manufactureras","Tarapacá",1,2013,349281.674129513
"352","Hombre","Industrias manufactureras","Tarapacá",1,2014,499906.244140259
"353","Hombre","Industrias manufactureras","Tarapacá",1,2015,401629.844259328
"354","Hombre","Industrias manufactureras","Valparaíso",5,2010,250244.6662752
"355","Hombre","Industrias manufactureras","Valparaíso",5,2011,301449.962092494
"356","Hombre","Industrias manufactureras","Valparaíso",5,2012,294713.02279551
"357","Hombre","Industrias manufactureras","Valparaíso",5,2013,338873.657732546
"358","Hombre","Industrias manufactureras","Valparaíso",5,2014,392647.368749535
"359","Hombre","Industrias manufactureras","Valparaíso",5,2015,370514.234758242
"360","Hombre","Industrias manufactureras",NA,NA,2010,100097.86651008
"361","Hombre","Industrias manufactureras",NA,NA,2011,223167.816372146
"362","Hombre","Industrias manufactureras",NA,NA,2012,347631.502459793
"363","Hombre","Suministro de electricidad, gas y agua","Antofagasta",2,2010,449142.241175562
"364","Hombre","Suministro de electricidad, gas y agua","Antofagasta",2,2011,365189.668924307
"365","Hombre","Suministro de electricidad, gas y agua","Antofagasta",2,2012,568683.307408148
"366","Hombre","Suministro de electricidad, gas y agua","Antofagasta",2,2013,396719.773473489
