"","sex","isco","geography_name","geography_id","year","lb_weighted_median"
"34","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Cachapoal","p61",2013,199245
"35","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Cachapoal","p61",2014,250000
"36","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Cachapoal","p61",2015,195461
"37","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Capitán Prat","p113",2010,125000
"38","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Capitán Prat","p113",2011,133000
"39","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Capitán Prat","p113",2012,63284
"40","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Cardenal Caro","p62",2010,100058
"41","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Cardenal Caro","p62",2011,150000
"42","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Cardenal Caro","p62",2012,180098
"43","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Cardenal Caro","p62",2013,150297
"44","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Cardenal Caro","p62",2014,177414
"45","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Cardenal Caro","p62",2015,246000
"46","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Cauquenes","p72",2010,49298
"47","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Cauquenes","p72",2011,99778
"48","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Cauquenes","p72",2012,114396
"49","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Cauquenes","p72",2013,110149
"50","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Cauquenes","p72",2014,113412
"51","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Cauquenes","p72",2015,150108
"52","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Cautín","p91",2010,60059
"53","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Cautín","p91",2011,60239
"54","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Cautín","p91",2012,64463
"55","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Cautín","p91",2013,59628
"56","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Cautín","p91",2014,83682
"57","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Cautín","p91",2015,88434
"58","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Chacabuco","p133",2010,149897
"59","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Chacabuco","p133",2011,128881
"60","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Chacabuco","p133",2012,199103
"61","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Chacabuco","p133",2013,176721
"62","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Chacabuco","p133",2014,179966
"63","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Chacabuco","p133",2015,198908
"64","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Chañaral","p32",2010,122916
"65","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Chañaral","p32",2012,90243
"66","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Chañaral","p32",2014,101042
"67","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Chiloé","p102",2010,68154
"68","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Chiloé","p102",2011,100000
"69","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Chiloé","p102",2012,98306
"70","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Chiloé","p102",2013,122962
"71","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Chiloé","p102",2014,180407
"72","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Chiloé","p102",2015,200000
"73","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Choapa","p42",2010,115150
"74","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Choapa","p42",2011,94696
"75","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Choapa","p42",2012,80000
"76","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Choapa","p42",2013,114958
"77","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Choapa","p42",2014,150642
"78","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Choapa","p42",2015,118762
"79","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Colchagua","p63",2010,120000
"80","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Colchagua","p63",2011,182899
"81","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Colchagua","p63",2012,100367
"82","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Colchagua","p63",2013,210000
"83","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Colchagua","p63",2014,102561
"84","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Colchagua","p63",2015,89130
"85","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Concepción","p81",2010,103150
"86","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Concepción","p81",2011,149839
"87","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Concepción","p81",2012,150677
"88","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Concepción","p81",2013,130668
"89","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Concepción","p81",2014,119676
"90","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Concepción","p81",2015,150483
"91","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Copiapó","p31",2010,114759
"92","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Copiapó","p31",2011,140000
"93","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Copiapó","p31",2012,100520
"94","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Copiapó","p31",2013,230000
"95","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Copiapó","p31",2014,217765
"96","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Copiapó","p31",2015,230062
"97","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Cordillera","p152",2010,20020
"98","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Cordillera","p152",2011,40000
"99","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Cordillera","p152",2012,152657
"100","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Cordillera","p152",2013,82507
"101","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Cordillera","p152",2014,200000
"102","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Cordillera","p152",2015,300000
"103","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Coyhaique","p111",2010,198702
"104","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Coyhaique","p111",2011,182130
"105","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Coyhaique","p111",2012,165728
"106","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Coyhaique","p111",2013,188037
"107","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Coyhaique","p111",2014,227345
"108","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Coyhaique","p111",2015,262825
"109","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Curicó","p73",2010,150000
"110","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Curicó","p73",2011,163279
"111","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Curicó","p73",2012,169852
"112","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Curicó","p73",2013,212876
"113","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Curicó","p73",2014,166395
"114","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Curicó","p73",2015,195309
"115","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","El Loa","p22",2010,220000
"116","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","El Loa","p22",2011,105000
"117","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","El Loa","p22",2012,220000
"118","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","El Loa","p22",2014,170712
"119","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","El Loa","p22",2015,200815
"120","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Elqui","p41",2010,110108
"121","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Elqui","p41",2011,120580
"122","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Elqui","p41",2012,109391
"123","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Elqui","p41",2013,163793
"124","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Elqui","p41",2014,187500
"125","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Elqui","p41",2015,242059
"126","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","General Carrera","p114",2010,170166
"127","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","General Carrera","p114",2011,100483
"128","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","General Carrera","p114",2012,70393
"129","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","General Carrera","p114",2013,100136
"130","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","General Carrera","p114",2014,64032
"131","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","General Carrera","p114",2015,103278
"132","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Huasco","p33",2010,93000
"133","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Huasco","p33",2011,140417
"134","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Huasco","p33",2012,93895
"135","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Huasco","p33",2013,150000
"136","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Huasco","p33",2014,78970
"137","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Huasco","p33",2015,80269
"138","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Iquique","p11",2010,49966
"139","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Iquique","p11",2011,183093
"140","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Iquique","p11",2012,230067
"141","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Iquique","p11",2013,201731
"142","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Iquique","p11",2014,251902
"143","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Iquique","p11",2015,229925
"144","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Limarí","p43",2010,102222
"145","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Limarí","p43",2011,167106
"146","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Limarí","p43",2012,125422
"147","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Limarí","p43",2013,131699
"148","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Limarí","p43",2014,143540
"149","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Limarí","p43",2015,150047
"150","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Linares","p74",2010,80881
"151","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Linares","p74",2011,79083
"152","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Linares","p74",2012,80301
"153","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Linares","p74",2013,59355
"154","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Linares","p74",2014,99354
"155","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Linares","p74",2015,77626
"156","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Llanquihue","p101",2010,164678
"157","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Llanquihue","p101",2011,173967
"158","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Llanquihue","p101",2012,128800
"159","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Llanquihue","p101",2013,200224
"160","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Llanquihue","p101",2014,133108
"161","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Llanquihue","p101",2015,195180
"162","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Los Andes","p53",2010,126633
"163","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Los Andes","p53",2011,81475
"164","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Los Andes","p53",2012,75338
"165","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Los Andes","p53",2013,67048
"166","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Los Andes","p53",2014,102933
"167","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Los Andes","p53",2015,226761
"168","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Magallanes","p121",2010,184862
"169","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Magallanes","p121",2011,181418
"170","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Magallanes","p121",2012,188974
"171","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Magallanes","p121",2013,137758
"172","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Magallanes","p121",2014,193964
"173","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Magallanes","p121",2015,250068
"174","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Maipo","p134",2010,39973
"175","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Maipo","p134",2011,57839
"176","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Maipo","p134",2012,40000
"177","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Maipo","p134",2013,207860
"178","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Maipo","p134",2014,190393
"179","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Maipo","p134",2015,234941
"180","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Malleco","p92",2010,70779
"181","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Malleco","p92",2011,59435
"182","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Malleco","p92",2012,70091
"183","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Malleco","p92",2013,84265
"184","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Malleco","p92",2014,84414
"185","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Malleco","p92",2015,90266
"186","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Marga Marga","p58",2010,140137
"187","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Marga Marga","p58",2011,113687
"188","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Marga Marga","p58",2012,140787
"189","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Marga Marga","p58",2013,90758
"190","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Marga Marga","p58",2014,100464
"191","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Marga Marga","p58",2015,200054
"192","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Melipilla","p135",2010,147762
"193","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Melipilla","p135",2011,105306
"194","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Melipilla","p135",2012,174722
"195","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Melipilla","p135",2013,179320
"196","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Melipilla","p135",2014,244954
"197","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Melipilla","p135",2015,195263
"198","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Ñuble","p84",2010,84669
"199","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Ñuble","p84",2011,121620
"200","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Ñuble","p84",2012,166893
"201","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Ñuble","p84",2013,52279
"202","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Ñuble","p84",2014,127257
"203","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Ñuble","p84",2015,181849
"204","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Osorno","p103",2010,99394
"205","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Osorno","p103",2011,119616
"206","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Osorno","p103",2012,110145
"207","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Osorno","p103",2013,141217
"208","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Osorno","p103",2014,149993
"209","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Osorno","p103",2015,200687
"210","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Parinacota","p152",2010,60260
"211","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Parinacota","p152",2011,47352
"212","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Parinacota","p152",2012,52795
"213","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Parinacota","p152",2013,71150
"214","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Parinacota","p152",2014,77921
"215","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Parinacota","p152",2015,40000
"216","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Petorca","p54",2010,79863
"217","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Petorca","p54",2011,63118
"218","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Petorca","p54",2012,158151
"219","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Petorca","p54",2013,29884
"220","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Petorca","p54",2014,108899
"221","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Petorca","p54",2015,200000
"222","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Quillota","p55",2010,100098
"223","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Quillota","p55",2011,153612
"224","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Quillota","p55",2012,193870
"225","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Quillota","p55",2013,60000
"226","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Quillota","p55",2014,109460
"227","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Quillota","p55",2015,100323
"228","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Ranco","p142",2010,127081
"229","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Ranco","p142",2011,69776
"230","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Ranco","p142",2012,163035
"231","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Ranco","p142",2013,187645
"232","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Ranco","p142",2014,181159
"233","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Ranco","p142",2015,160043
"234","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","San Antonio","p56",2010,59959
"235","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","San Antonio","p56",2011,119169
"236","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","San Antonio","p56",2012,80450
"237","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","San Antonio","p56",2013,15000
"238","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","San Antonio","p56",2014,101042
"239","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","San Antonio","p56",2015,31233
"240","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","San Felipe","p57",2010,163117
"241","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","San Felipe","p57",2011,95797
"242","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","San Felipe","p57",2012,100276
"243","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","San Felipe","p57",2013,213603
"244","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","San Felipe","p57",2014,195099
"245","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","San Felipe","p57",2015,100380
"246","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Santiago","p131",2010,149990
"247","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Santiago","p131",2011,174918
"248","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Santiago","p131",2012,193000
"249","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Santiago","p131",2013,149434
"250","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Santiago","p131",2014,194425
"251","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Santiago","p131",2015,205835
"252","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Talagante","p136",2010,101410
"253","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Talagante","p136",2011,120580
"254","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Talagante","p136",2012,188516
"255","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Talagante","p136",2013,192808
"256","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Talagante","p136",2014,161668
"257","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Talagante","p136",2015,190309
"258","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Talca","p71",2010,70001
"259","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Talca","p71",2011,106238
"260","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Talca","p71",2012,100159
"261","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Talca","p71",2013,81665
"262","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Talca","p71",2014,95622
"263","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Talca","p71",2015,183113
"264","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Tamarugal","p12",2010,84914
"265","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Tamarugal","p12",2011,83556
"266","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Tamarugal","p12",2012,49898
"267","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Tamarugal","p12",2013,102781
"268","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Tamarugal","p12",2014,151563
"269","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Tamarugal","p12",2015,93605
"270","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Tierra del Fuego","p123",2010,280000
"271","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Tierra del Fuego","p123",2011,150000
"272","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Tierra del Fuego","p123",2013,800000
"273","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Tierra del Fuego","p123",2014,390000
"274","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Tierra del Fuego","p123",2015,240000
"275","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Tocopilla","p23",2010,200196
"276","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Tocopilla","p23",2013,55075
"277","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Tocopilla","p23",2014,535524
"278","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Tocopilla","p23",2015,300081
"279","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Última Esperanza","p124",2010,230000
