"","sex","isco","geography_name","geography_id","year","weighted_median"
"44","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Arauco","11",2011,134190.92655647
"45","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Arauco","11",2012,80414.5493681816
"46","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Arauco","11",2013,128245.21770978
"47","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Arauco","11",2014,194273.316068443
"48","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Arauco","11",2015,284076.853689339
"49","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Arica","12",2010,211941.46164693
"50","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Arica","12",2011,210263.525417181
"51","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Arica","12",2012,219627.615034573
"52","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Arica","12",2013,300406.687754181
"53","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Arica","12",2014,300000
"54","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Arica","12",2015,406288.775161349
"55","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Aysén","13",2010,223954.294035619
"56","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Aysén","13",2011,252477.749480652
"57","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Aysén","13",2012,372515.985370626
"58","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Aysén","13",2013,300298.254677349
"59","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Aysén","13",2014,331300.33943448
"60","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Aysén","13",2015,301997.560074277
"61","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Buin","14",2010,171401.977799629
"62","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Buin","14",2011,100145.081086403
"63","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Buin","14",2012,155145.444411529
"64","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Buin","14",2013,202992.927785427
"65","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Buin","14",2014,144222.05208809
"66","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Bulnes","15",2010,238566.248189469
"67","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Bulnes","15",2011,257624.310022644
"68","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Bulnes","15",2012,219072.248061677
"69","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Bulnes","15",2013,234632.392003174
"70","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Bulnes","15",2014,222979.738476418
"71","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Bulnes","15",2015,220790.296319923
"72","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Cabildo","16",2010,209204.541006067
"73","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Cabildo","16",2011,231111.637604246
"74","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Cabildo","16",2012,251405.270917803
"75","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Cabildo","16",2013,206279.258924538
"76","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Cabildo","16",2014,359932.495780987
"77","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Cabildo","16",2015,265071.712069278
"78","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Cabrero","18",2010,575606.057645335
"79","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Cabrero","18",2012,200902.06185567
"80","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Cabrero","18",2013,214348.390965535
"81","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Cabrero","18",2014,203505.852817827
"82","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Cabrero","18",2015,24006.4946779723
"83","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Calama","19",2010,250244.6662752
"84","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Calama","19",2011,105000
"85","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Calama","19",2012,220000
"86","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Calama","19",2014,429429.6001516
"87","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Calama","19",2015,340934.334134828
"88","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Calbuco","20",2010,269877.175159726
"89","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Calbuco","20",2011,185701.212237514
"90","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Calbuco","20",2012,115646.424622189
"91","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Calbuco","20",2013,295173.355772184
"92","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Calbuco","20",2014,145701.231115485
"93","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Calbuco","20",2015,183957.811304805
"94","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Caldera","21",2010,169959.544533793
"95","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Caldera","21",2011,388753.407915766
"96","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Caldera","21",2012,198651.220404566
"97","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Caldera","21",2013,269352.496945795
"98","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Caldera","21",2014,328195.660173451
"99","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Caldera","21",2015,414614.630319229
"100","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Calera","22",2010,170532.57522965
"101","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Calera","22",2011,181418.257027357
"102","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Calera","22",2012,213648.011012514
"103","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Calera","22",2013,240325.841129577
"104","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Calera","22",2014,222292.96949024
"105","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Calera","22",2015,1352309.64327347
"106","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Calera de Tango","23",2013,567434.687754182
"107","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Calera de Tango","23",2014,414273.26132272
"108","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Calle Larga","24",2010,189870.053737176
"109","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Calle Larga","24",2011,164104.107300802
"110","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Calle Larga","24",2012,220829.614227519
"111","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Calle Larga","24",2013,204283.127069321
"112","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Calle Larga","24",2014,239799.560235583
"113","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Calle Larga","24",2015,309454.388913879
"114","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Camarones","25",2010,151477.223254368
"115","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Camarones","25",2011,84051.3781512334
"116","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Camarones","25",2012,81541.8035884972
"117","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Camarones","25",2013,50067.7812923635
"118","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Canela","27",2010,143804.240140086
"119","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Canela","27",2011,76970.9882751143
"120","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Canela","27",2012,51910.0678837313
"121","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Canela","27",2013,60041.0532351841
"122","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Canela","27",2014,73810.6032437543
"123","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Canela","27",2015,125429.770929064
"124","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Cañete","28",2010,85212.9350957495
"125","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Cañete","28",2011,89880.6530603266
"126","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Cañete","28",2012,150777.258687224
"127","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Cañete","28",2013,116125.233028516
"128","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Cañete","28",2014,83956.3925206355
"129","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Cañete","28",2015,153961.437994664
"130","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Carahue","29",2010,80000
"131","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Carahue","29",2011,64426.8520805204
"132","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Carahue","29",2012,82158.471263559
"133","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Carahue","29",2013,74474.3189377318
"134","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Carahue","29",2014,101858.689832986
"135","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Carahue","29",2015,88703.1313368678
"136","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Cartagena","30",2010,88665.9203187181
"137","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Casablanca","31",2014,262709.87303392
"138","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Castro","32",2010,89775.5568574784
"139","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Castro","32",2011,158725.796067049
"140","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Castro","32",2012,77860.3565428269
"141","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Castro","32",2013,603756.078117352
"142","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Castro","32",2014,179563.438150561
"143","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Castro","32",2015,231641.925184002
"144","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Catemu","33",2010,305038.135704299
"145","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Catemu","33",2011,203981.141015921
"146","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Catemu","33",2012,215414.902173571
"147","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Catemu","33",2013,275372.797107999
"148","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Catemu","33",2014,313439.22656095
"149","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Catemu","33",2015,194709.324902346
"150","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Cauquenes","34",2010,75916.0940294316
"151","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Cauquenes","34",2011,122416.81475535
"152","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Cauquenes","34",2012,194386.636416259
"153","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Cauquenes","34",2013,202470.287227929
"154","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Cauquenes","34",2014,167920.864252327
"155","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Cauquenes","34",2015,227979.718426362
"156","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Cerrillos","35",2013,250000
"157","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Cerrillos","35",2014,80833.80708736
"158","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Cerro Navia","36",2010,199863.214460186
"159","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Cerro Navia","36",2011,184257.441145482
"160","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Cerro Navia","36",2012,193000
"161","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Cerro Navia","36",2014,121250.71063104
"162","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Chañaral","39",2010,299794.821690278
"163","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Chañaral","39",2012,266195.231958763
"164","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Chañaral","39",2014,142318.597950279
"165","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Chanco","38",2010,71408.6113258148
"166","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Chanco","38",2011,111889.579256122
"167","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Chanco","38",2012,100905.06311232
"168","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Chanco","38",2013,120168.890286721
"169","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Chanco","38",2014,121024.860629846
"170","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Chanco","38",2015,214293.465736446
"171","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Chépica","40",2010,119719.658245063
"172","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Chépica","40",2011,180634.662417661
"173","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Chépica","40",2012,100488.261488159
"174","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Chépica","40",2013,128912
"175","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Chépica","40",2014,225863.302186831
"176","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Chépica","40",2015,48950.5263157895
"177","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Chiguayante","41",2010,115778.844818341
"178","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Chiguayante","41",2011,117614.708932594
"179","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Chiguayante","41",2012,186705.547418062
"180","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Chiguayante","41",2014,202084.5177184
"181","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Chiguayante","41",2015,60016.2366949308
"182","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Chile Chico","42",2010,180796.910109405
"183","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Chile Chico","42",2011,301449.962092494
"184","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Chile Chico","42",2012,110618.319203833
"185","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Chile Chico","42",2013,105513.796342877
"186","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Chile Chico","42",2014,151563.3882888
"187","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Chillán","43",2010,93805.303572463
"188","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Chillán","43",2011,131511.626207079
"189","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Chillán","43",2012,196032.892691232
"190","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Chillán","43",2013,57268.6356959415
"191","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Chillán","43",2014,326538.168382734
"192","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Chillán","43",2015,228194.825838666
"193","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Chillán Viejo","44",2010,170000
"194","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Chillán Viejo","44",2011,169362.101313321
"195","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Chillán Viejo","44",2012,90505.897530409
"196","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Chillán Viejo","44",2013,230955.598039556
"197","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Chillán Viejo","44",2014,268151.421371119
"198","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Chillán Viejo","44",2015,232551.683933158
"199","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Chimbarongo","45",2010,380669.001017593
"200","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Chimbarongo","45",2011,597731.519942265
"201","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Chimbarongo","45",2012,188173.788659794
"202","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Chimbarongo","45",2013,292711.507873712
"203","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Chimbarongo","45",2014,472751.106921933
"204","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Chimbarongo","45",2015,205906.345789733
"205","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Chonchi","47",2010,117983.481713574
"206","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Chonchi","47",2011,100000
"207","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Chonchi","47",2012,132741.9830446
"208","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Chonchi","47",2013,220997.323677582
"209","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Chonchi","47",2014,139380.481433103
"210","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Chonchi","47",2015,224926.735849206
"211","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Cisnes","48",2010,214679.795738243
"212","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Cisnes","48",2011,249124.963105844
"213","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Cisnes","48",2012,351433.378398899
"214","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Cisnes","48",2013,279351.909202151
"215","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Cisnes","48",2014,785290.724643963
"216","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Cisnes","48",2015,241349.317945108
"217","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Cochrane","51",2010,204753.052687318
"218","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Cochrane","51",2011,133000
"219","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Cochrane","51",2012,266697.487113402
"220","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Codegua","52",2010,279273.047563123
"221","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Codegua","52",2011,409291.482798703
"222","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Codegua","52",2012,126011.288343558
"223","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Codegua","52",2013,212540.633615278
"224","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Codegua","52",2014,285567.124583077
"225","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Codegua","52",2015,83605.2045255984
"226","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Coelemu","53",2010,83725.8235758108
"227","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Coelemu","53",2011,129584.469305255
"228","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Coelemu","53",2012,526657.95711722
"229","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Coelemu","53",2013,306145.11888724
"230","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Coelemu","53",2014,38325.8121132571
"231","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Coelemu","53",2015,301138.639660509
"232","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Coihueco","55",2010,301600
"233","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Coihueco","55",2011,24674.7237114788
"234","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Coihueco","55",2012,241349.06008109
"235","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Coihueco","55",2013,151207.754179847
"236","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Coihueco","55",2014,133803.074794817
"237","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Coihueco","55",2015,286161.264034771
"238","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Colbún","57",2010,174880.312652662
"239","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Colbún","57",2011,172677.21577381
"240","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Colbún","57",2012,216381
"241","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Colbún","57",2013,84113.8725711707
"242","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Colbún","57",2014,166700
"243","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Colbún","57",2015,83271.1167919632
"244","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Colina","59",2010,199909.721841756
"245","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Colina","59",2011,177390.616885331
"246","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Colina","59",2012,218153.558869575
"247","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Colina","59",2013,260057.387336811
"248","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Colina","59",2014,340595.381478155
"249","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Colina","59",2015,229842.48968633
"250","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Collipulli","60",2010,29979.4821690278
"251","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Collipulli","60",2011,111262.670339966
"252","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Collipulli","60",2012,131274.361138259
"253","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Collipulli","60",2013,150051.834266328
"254","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Collipulli","60",2014,181876.06594656
"255","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Collipulli","60",2015,50068.6772746907
"256","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Combarbalá","62",2010,97493.478198566
"257","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Combarbalá","62",2011,77129.9031978729
"258","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Combarbalá","62",2012,31638.4971425725
"259","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Combarbalá","62",2013,166306.658088535
"260","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Combarbalá","62",2014,127737.96020408
"261","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Combarbalá","62",2015,150072.744061989
"262","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Concepción","64",2010,99931.6072300928
"263","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Concepción","64",2011,200362.527800336
"264","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Concepción","64",2012,111811.269110517
