"","sex","isced","geography_name","geography_id","year","lb_weighted_median"
"62","Hombre","Doctorado","Los Andes","p53",2012,1104961
"63","Hombre","Doctorado","Los Andes","p53",2013,996224
"64","Hombre","Doctorado","Magallanes","p121",2010,800783
"65","Hombre","Doctorado","Magallanes","p121",2011,6069193
"66","Hombre","Doctorado","Magallanes","p121",2012,1004510
"67","Hombre","Doctorado","Magallanes","p121",2013,2092070
"68","Hombre","Doctorado","Magallanes","p121",2014,1400000
"69","Hombre","Doctorado","Magallanes","p121",2015,1800000
"70","Hombre","Doctorado","Maipo","p134",2010,1630000
"71","Hombre","Doctorado","Maipo","p134",2014,1427929
"72","Hombre","Doctorado","Maipo","p134",2015,950257
"73","Hombre","Doctorado","Malleco","p92",2013,161388
"74","Hombre","Doctorado","Marga Marga","p58",2012,452030
"75","Hombre","Doctorado","Marga Marga","p58",2013,398489
"76","Hombre","Doctorado","Marga Marga","p58",2014,1000000
"77","Hombre","Doctorado","Marga Marga","p58",2015,2000000
"78","Hombre","Doctorado","Melipilla","p135",2014,599887
"79","Hombre","Doctorado","Melipilla","p135",2015,350095
"80","Hombre","Doctorado","Ñuble","p84",2012,5008835
"81","Hombre","Doctorado","Ñuble","p84",2014,1000000
"82","Hombre","Doctorado","Ñuble","p84",2015,1336563
"83","Hombre","Doctorado","Osorno","p103",2010,1000000
"84","Hombre","Doctorado","Osorno","p103",2011,1000000
"85","Hombre","Doctorado","Osorno","p103",2012,1200000
"86","Hombre","Doctorado","Osorno","p103",2013,815893
"87","Hombre","Doctorado","Osorno","p103",2014,1456019
"88","Hombre","Doctorado","Osorno","p103",2015,600162
"89","Hombre","Doctorado","Petorca","p54",2014,858859
"90","Hombre","Doctorado","Quillota","p55",2012,700000
"91","Hombre","Doctorado","Quillota","p55",2013,800000
"92","Hombre","Doctorado","Quillota","p55",2014,2000000
"93","Hombre","Doctorado","Quillota","p55",2015,720000
"94","Hombre","Doctorado","San Felipe","p57",2013,1394713
"95","Hombre","Doctorado","San Felipe","p57",2014,549897
"96","Hombre","Doctorado","San Felipe","p57",2015,600162
"97","Hombre","Doctorado","Santiago","p131",2010,788601
"98","Hombre","Doctorado","Santiago","p131",2011,1979010
"99","Hombre","Doctorado","Santiago","p131",2012,1304417
"100","Hombre","Doctorado","Santiago","p131",2013,705589
"101","Hombre","Doctorado","Santiago","p131",2014,1499719
"102","Hombre","Doctorado","Santiago","p131",2015,951842
"103","Hombre","Doctorado","Talca","p71",2010,1498974
"104","Hombre","Doctorado","Talca","p71",2011,622997
"105","Hombre","Doctorado","Talca","p71",2012,1206745
"106","Hombre","Doctorado","Talca","p71",2014,1299756
"107","Hombre","Doctorado","Talca","p71",2015,1500406
"108","Hombre","Doctorado","Tamarugal","p12",2012,80000
"109","Hombre","Doctorado","Tamarugal","p12",2013,325000
"110","Hombre","Doctorado","Valdivia","p141",2010,1301272
"111","Hombre","Doctorado","Valdivia","p141",2011,647922
"112","Hombre","Doctorado","Valdivia","p141",2012,663205
"113","Hombre","Doctorado","Valdivia","p141",2013,692581
"114","Hombre","Doctorado","Valdivia","p141",2014,641618
"115","Hombre","Doctorado","Valdivia","p141",2015,190051
"116","Hombre","Doctorado","Valparaíso","p51",2010,727670
"117","Hombre","Doctorado","Valparaíso","p51",2011,502417
"118","Hombre","Doctorado","Valparaíso","p51",2012,1106183
"119","Hombre","Doctorado","Valparaíso","p51",2013,1000000
"120","Hombre","Doctorado","Valparaíso","p51",2014,800000
"121","Hombre","Doctorado","Valparaíso","p51",2015,2052076
"122","Hombre","Educación preescolar","Antofagasta","p21",2011,250000
"123","Hombre","Educación preescolar","Arica","p151",2010,404395
"124","Hombre","Educación preescolar","Arica","p151",2011,120580
"125","Hombre","Educación preescolar","Aysén","p112",2011,100483
"126","Hombre","Educación preescolar","Cachapoal","p61",2010,120000
"127","Hombre","Educación preescolar","Cachapoal","p61",2011,211015
"128","Hombre","Educación preescolar","Cardenal Caro","p62",2011,200000
"129","Hombre","Educación preescolar","Cautín","p91",2010,234031
"130","Hombre","Educación preescolar","Chacabuco","p133",2010,370000
"131","Hombre","Educación preescolar","Chiloé","p102",2010,62761
"132","Hombre","Educación preescolar","Chiloé","p102",2011,182880
"133","Hombre","Educación preescolar","Choapa","p42",2010,59959
"134","Hombre","Educación preescolar","Choapa","p42",2011,100483
"135","Hombre","Educación preescolar","Colchagua","p63",2010,175171
"136","Hombre","Educación preescolar","Concepción","p81",2010,14034
"137","Hombre","Educación preescolar","Concepción","p81",2011,29904
"138","Hombre","Educación preescolar","Copiapó","p31",2010,131847
"139","Hombre","Educación preescolar","Cordillera","p152",2011,320000
"140","Hombre","Educación preescolar","Coyhaique","p111",2011,300000
"141","Hombre","Educación preescolar","El Loa","p22",2010,110000
"142","Hombre","Educación preescolar","El Loa","p22",2011,70338
"143","Hombre","Educación preescolar","Elqui","p41",2010,119918
"144","Hombre","Educación preescolar","Elqui","p41",2011,30145
"145","Hombre","Educación preescolar","Huasco","p33",2010,110000
"146","Hombre","Educación preescolar","Iquique","p11",2011,150000
"147","Hombre","Educación preescolar","Limarí","p43",2010,173000
"148","Hombre","Educación preescolar","Linares","p74",2010,16176
"149","Hombre","Educación preescolar","Llanquihue","p101",2010,60059
"150","Hombre","Educación preescolar","Los Andes","p53",2011,10032
"151","Hombre","Educación preescolar","Magallanes","p121",2011,299041
"152","Hombre","Educación preescolar","Maipo","p134",2010,130027
"153","Hombre","Educación preescolar","Maipo","p134",2011,185894
"154","Hombre","Educación preescolar","Malleco","p92",2011,200000
"155","Hombre","Educación preescolar","Marga Marga","p58",2010,39973
"156","Hombre","Educación preescolar","Marga Marga","p58",2011,220000
"157","Hombre","Educación preescolar","Melipilla","p135",2010,500000
"158","Hombre","Educación preescolar","Ñuble","p84",2010,32031
"159","Hombre","Educación preescolar","Ñuble","p84",2011,120000
"160","Hombre","Educación preescolar","Osorno","p103",2010,20000
"161","Hombre","Educación preescolar","Ranco","p142",2010,7995
"162","Hombre","Educación preescolar","Ranco","p142",2011,65314
"163","Hombre","Educación preescolar","San Antonio","p56",2010,185873
"164","Hombre","Educación preescolar","San Felipe","p57",2011,15000
"165","Hombre","Educación preescolar","Santiago","p131",2010,160157
"166","Hombre","Educación preescolar","Santiago","p131",2011,60093
"167","Hombre","Educación preescolar","Talagante","p136",2010,200196
"168","Hombre","Educación preescolar","Talagante","p136",2011,180000
"169","Hombre","Educación preescolar","Valdivia","p141",2010,5065
"170","Hombre","Educación preescolar","Valparaíso","p51",2010,170000
"171","Hombre","Educación preescolar","Valparaíso","p51",2011,30000
"172","Hombre","Educación preescolar",NA,NA,2010,40039
"173","Hombre","Educación Preescolar","Antofagasta","p21",2012,290000
"174","Hombre","Educación Preescolar","Antofagasta","p21",2013,300000
"175","Hombre","Educación Preescolar","Antofagasta","p21",2014,80834
"176","Hombre","Educación Preescolar","Arauco","p82",2012,193870
"177","Hombre","Educación Preescolar","Arauco","p82",2013,44560
"178","Hombre","Educación Preescolar","Arauco","p82",2014,5052
"179","Hombre","Educación Preescolar","Arica","p151",2012,80450
"180","Hombre","Educación Preescolar","Arica","p151",2013,60000
"181","Hombre","Educación Preescolar","Arica","p151",2015,30000
"182","Hombre","Educación Preescolar","Bíobío","p83",2012,48270
"183","Hombre","Educación Preescolar","Cachapoal","p61",2012,100562
"184","Hombre","Educación Preescolar","Cachapoal","p61",2013,80108
"185","Hombre","Educación Preescolar","Cachapoal","p61",2015,80022
"186","Hombre","Educación Preescolar","Cauquenes","p72",2014,199962
"187","Hombre","Educación Preescolar","Cautín","p91",2015,10003
"188","Hombre","Educación Preescolar","Chacabuco","p133",2014,199962
"189","Hombre","Educación Preescolar","Chacabuco","p133",2015,75020
"190","Hombre","Educación Preescolar","Chañaral","p32",2012,200000
"191","Hombre","Educación Preescolar","Chiloé","p102",2015,20000
"192","Hombre","Educación Preescolar","Choapa","p42",2012,60337
"193","Hombre","Educación Preescolar","Choapa","p42",2013,71940
"194","Hombre","Educación Preescolar","Choapa","p42",2014,264000
"195","Hombre","Educación Preescolar","Choapa","p42",2015,30008
"196","Hombre","Educación Preescolar","Colchagua","p63",2014,219959
"197","Hombre","Educación Preescolar","Colchagua","p63",2015,380343
"198","Hombre","Educación Preescolar","Concepción","p81",2012,12067
"199","Hombre","Educación Preescolar","Concepción","p81",2013,39849
"200","Hombre","Educación Preescolar","Concepción","p81",2014,79985
"201","Hombre","Educación Preescolar","Concepción","p81",2015,30000
"202","Hombre","Educación Preescolar","Copiapó","p31",2012,30135
"203","Hombre","Educación Preescolar","Copiapó","p31",2013,99622
"204","Hombre","Educación Preescolar","Copiapó","p31",2014,212189
"205","Hombre","Educación Preescolar","Copiapó","p31",2015,150000
"206","Hombre","Educación Preescolar","Cordillera","p152",2012,34263
"207","Hombre","Educación Preescolar","Cordillera","p152",2013,298867
"208","Hombre","Educación Preescolar","Cordillera","p152",2014,19996
"209","Hombre","Educación Preescolar","Cordillera","p152",2015,300081
"210","Hombre","Educación Preescolar","El Loa","p22",2015,60194
"211","Hombre","Educación Preescolar","Elqui","p41",2012,30169
"212","Hombre","Educación Preescolar","Elqui","p41",2013,119547
"213","Hombre","Educación Preescolar","Elqui","p41",2014,197032
"214","Hombre","Educación Preescolar","Elqui","p41",2015,222957
"215","Hombre","Educación Preescolar","Huasco","p33",2013,30048
"216","Hombre","Educación Preescolar","Iquique","p11",2013,280380
"217","Hombre","Educación Preescolar","Linares","p74",2014,114978
"218","Hombre","Educación Preescolar","Llanquihue","p101",2012,163735
"219","Hombre","Educación Preescolar","Llanquihue","p101",2014,118000
"220","Hombre","Educación Preescolar","Los Andes","p53",2012,193870
"221","Hombre","Educación Preescolar","Los Andes","p53",2013,209207
"222","Hombre","Educación Preescolar","Los Andes","p53",2014,279887
"223","Hombre","Educación Preescolar","Magallanes","p121",2014,180000
"224","Hombre","Educación Preescolar","Magallanes","p121",2015,350000
"225","Hombre","Educación Preescolar","Maipo","p134",2012,294245
"226","Hombre","Educación Preescolar","Maipo","p134",2013,5007
"227","Hombre","Educación Preescolar","Maipo","p134",2014,239043
"228","Hombre","Educación Preescolar","Malleco","p92",2014,20099
"229","Hombre","Educación Preescolar","Malleco","p92",2015,299214
"230","Hombre","Educación Preescolar","Marga Marga","p58",2014,15156
"231","Hombre","Educación Preescolar","Marga Marga","p58",2015,50190
"232","Hombre","Educación Preescolar","Melipilla","p135",2012,80000
"233","Hombre","Educación Preescolar","Melipilla","p135",2014,99981
"234","Hombre","Educación Preescolar","Melipilla","p135",2015,70019
"235","Hombre","Educación Preescolar","Ñuble","p84",2012,200000
"236","Hombre","Educación Preescolar","Ñuble","p84",2014,181876
"237","Hombre","Educación Preescolar","Ñuble","p84",2015,96310
"238","Hombre","Educación Preescolar","Osorno","p103",2012,87489
"239","Hombre","Educación Preescolar","Osorno","p103",2014,180000
"240","Hombre","Educación Preescolar","Parinacota","p152",2013,199245
"241","Hombre","Educación Preescolar","Parinacota","p152",2014,93982
"242","Hombre","Educación Preescolar","Petorca","p54",2013,35864
"243","Hombre","Educación Preescolar","Quillota","p55",2013,230000
"244","Hombre","Educación Preescolar","Quillota","p55",2014,159970
"245","Hombre","Educación Preescolar","Quillota","p55",2015,130420
"246","Hombre","Educación Preescolar","Ranco","p142",2013,207215
"247","Hombre","Educación Preescolar","San Antonio","p56",2012,20000
"248","Hombre","Educación Preescolar","San Antonio","p56",2013,81221
"249","Hombre","Educación Preescolar","San Felipe","p57",2012,40000
"250","Hombre","Educación Preescolar","San Felipe","p57",2013,206279
"251","Hombre","Educación Preescolar","San Felipe","p57",2014,237449
"252","Hombre","Educación Preescolar","Santiago","p131",2012,36202
"253","Hombre","Educación Preescolar","Santiago","p131",2013,233969
"254","Hombre","Educación Preescolar","Santiago","p131",2014,29994
"255","Hombre","Educación Preescolar","Santiago","p131",2015,300000
"256","Hombre","Educación Preescolar","Talagante","p136",2013,23909
"257","Hombre","Educación Preescolar","Talagante","p136",2014,49991
"258","Hombre","Educación Preescolar","Talagante","p136",2015,200054
"259","Hombre","Educación Preescolar","Talca","p71",2012,241082
"260","Hombre","Educación Preescolar","Talca","p71",2013,60000
"261","Hombre","Educación Preescolar","Talca","p71",2015,166676
"262","Hombre","Educación Preescolar","Tocopilla","p23",2013,210285
"263","Hombre","Educación Preescolar","Tocopilla","p23",2014,230000
"264","Hombre","Educación Preescolar","Valdivia","p141",2012,56315
"265","Hombre","Educación Preescolar","Valdivia","p141",2013,115156
"266","Hombre","Educación Preescolar","Valparaíso","p51",2013,48065
"267","Hombre","Educación Preescolar","Valparaíso","p51",2014,101042
"268","Hombre","Educación Preescolar","Valparaíso","p51",2015,180049
"269","Hombre","Educación primaria (nivel 1)","Antofagasta","p21",2010,230225
"270","Hombre","Educación primaria (nivel 1)","Antofagasta","p21",2011,221373
"271","Hombre","Educación primaria (nivel 1)","Arauco","p82",2010,121849
"272","Hombre","Educación primaria (nivel 1)","Arauco","p82",2011,103347
"273","Hombre","Educación primaria (nivel 1)","Arica","p151",2010,150000
"274","Hombre","Educación primaria (nivel 1)","Arica","p151",2011,156941
"275","Hombre","Educación primaria (nivel 1)","Aysén","p112",2010,150386
"276","Hombre","Educación primaria (nivel 1)","Aysén","p112",2011,188582
"277","Hombre","Educación primaria (nivel 1)","Bíobío","p83",2010,111042
"278","Hombre","Educación primaria (nivel 1)","Bíobío","p83",2011,122560
"279","Hombre","Educación primaria (nivel 1)","Cachapoal","p61",2010,179742
"280","Hombre","Educación primaria (nivel 1)","Cachapoal","p61",2011,192878
"281","Hombre","Educación primaria (nivel 1)","Capitán Prat","p113",2010,170000
"282","Hombre","Educación primaria (nivel 1)","Capitán Prat","p113",2011,25121
"283","Hombre","Educación primaria (nivel 1)","Cardenal Caro","p62",2010,135789
"284","Hombre","Educación primaria (nivel 1)","Cardenal Caro","p62",2011,157357
"285","Hombre","Educación primaria (nivel 1)","Cauquenes","p72",2010,120117
"286","Hombre","Educación primaria (nivel 1)","Cauquenes","p72",2011,146777
"287","Hombre","Educación primaria (nivel 1)","Cautín","p91",2010,79947
"288","Hombre","Educación primaria (nivel 1)","Cautín","p91",2011,65463
"289","Hombre","Educación primaria (nivel 1)","Chacabuco","p133",2010,149897
"290","Hombre","Educación primaria (nivel 1)","Chacabuco","p133",2011,200967
"291","Hombre","Educación primaria (nivel 1)","Chañaral","p32",2010,88984
"292","Hombre","Educación primaria (nivel 1)","Chañaral","p32",2011,26372
"293","Hombre","Educación primaria (nivel 1)","Chiloé","p102",2010,70069
"294","Hombre","Educación primaria (nivel 1)","Chiloé","p102",2011,99680
"295","Hombre","Educación primaria (nivel 1)","Choapa","p42",2010,120056
"296","Hombre","Educación primaria (nivel 1)","Choapa","p42",2011,123000
"297","Hombre","Educación primaria (nivel 1)","Colchagua","p63",2010,159891
"298","Hombre","Educación primaria (nivel 1)","Colchagua","p63",2011,182687
"299","Hombre","Educación primaria (nivel 1)","Concepción","p81",2010,149761
"300","Hombre","Educación primaria (nivel 1)","Concepción","p81",2011,172838
"301","Hombre","Educación primaria (nivel 1)","Copiapó","p31",2010,150033
"302","Hombre","Educación primaria (nivel 1)","Copiapó","p31",2011,200000
"303","Hombre","Educación primaria (nivel 1)","Cordillera","p152",2010,165045
"304","Hombre","Educación primaria (nivel 1)","Cordillera","p152",2011,198500
"305","Hombre","Educación primaria (nivel 1)","Coyhaique","p111",2010,189870
"306","Hombre","Educación primaria (nivel 1)","Coyhaique","p111",2011,171121
"307","Hombre","Educación primaria (nivel 1)","Curicó","p73",2010,150147
"308","Hombre","Educación primaria (nivel 1)","Curicó","p73",2011,164944
"309","Hombre","Educación primaria (nivel 1)","El Loa","p22",2010,228066
"310","Hombre","Educación primaria (nivel 1)","El Loa","p22",2011,204345
"311","Hombre","Educación primaria (nivel 1)","Elqui","p41",2010,154567
"312","Hombre","Educación primaria (nivel 1)","Elqui","p41",2011,199361
"313","Hombre","Educación primaria (nivel 1)","General Carrera","p114",2010,30029
"314","Hombre","Educación primaria (nivel 1)","General Carrera","p114",2011,20097
"315","Hombre","Educación primaria (nivel 1)","Huasco","p33",2010,151829
"316","Hombre","Educación primaria (nivel 1)","Huasco","p33",2011,180460
"317","Hombre","Educación primaria (nivel 1)","Iquique","p11",2010,161303
"318","Hombre","Educación primaria (nivel 1)","Iquique","p11",2011,180870
"319","Hombre","Educación primaria (nivel 1)","Limarí","p43",2010,155359
"320","Hombre","Educación primaria (nivel 1)","Limarí","p43",2011,180000
"321","Hombre","Educación primaria (nivel 1)","Linares","p74",2010,109286
"322","Hombre","Educación primaria (nivel 1)","Linares","p74",2011,140677
"323","Hombre","Educación primaria (nivel 1)","Llanquihue","p101",2010,169939
"324","Hombre","Educación primaria (nivel 1)","Llanquihue","p101",2011,151895
"325","Hombre","Educación primaria (nivel 1)","Los Andes","p53",2010,160534
"326","Hombre","Educación primaria (nivel 1)","Los Andes","p53",2011,199086
"327","Hombre","Educación primaria (nivel 1)","Magallanes","p121",2010,217715
"328","Hombre","Educación primaria (nivel 1)","Magallanes","p121",2011,197695
"329","Hombre","Educación primaria (nivel 1)","Maipo","p134",2010,139904
"330","Hombre","Educación primaria (nivel 1)","Maipo","p134",2011,184409
"331","Hombre","Educación primaria (nivel 1)","Malleco","p92",2010,89938
"332","Hombre","Educación primaria (nivel 1)","Malleco","p92",2011,87126
"333","Hombre","Educación primaria (nivel 1)","Marga Marga","p58",2010,150096
"334","Hombre","Educación primaria (nivel 1)","Marga Marga","p58",2011,140677
"335","Hombre","Educación primaria (nivel 1)","Melipilla","p135",2010,153580
"336","Hombre","Educación primaria (nivel 1)","Melipilla","p135",2011,119723
"337","Hombre","Educación primaria (nivel 1)","Ñuble","p84",2010,130117
"338","Hombre","Educación primaria (nivel 1)","Ñuble","p84",2011,142574
"339","Hombre","Educación primaria (nivel 1)","Osorno","p103",2010,80078
"340","Hombre","Educación primaria (nivel 1)","Osorno","p103",2011,145600
"341","Hombre","Educación primaria (nivel 1)","Parinacota","p152",2010,77534
"342","Hombre","Educación primaria (nivel 1)","Parinacota","p152",2011,51213
"343","Hombre","Educación primaria (nivel 1)","Petorca","p54",2010,93679
"344","Hombre","Educación primaria (nivel 1)","Petorca","p54",2011,106770
"345","Hombre","Educación primaria (nivel 1)","Quillota","p55",2010,129293
"346","Hombre","Educación primaria (nivel 1)","Quillota","p55",2011,141726
"347","Hombre","Educación primaria (nivel 1)","Ranco","p142",2010,84925
"348","Hombre","Educación primaria (nivel 1)","Ranco","p142",2011,66537
"349","Hombre","Educación primaria (nivel 1)","San Antonio","p56",2010,100005
"350","Hombre","Educación primaria (nivel 1)","San Antonio","p56",2011,150425
"351","Hombre","Educación primaria (nivel 1)","San Felipe","p57",2010,172168
"352","Hombre","Educación primaria (nivel 1)","San Felipe","p57",2011,157916
"353","Hombre","Educación primaria (nivel 1)","Santiago","p131",2010,175016
"354","Hombre","Educación primaria (nivel 1)","Santiago","p131",2011,180000
"355","Hombre","Educación primaria (nivel 1)","Talagante","p136",2010,159549
"356","Hombre","Educación primaria (nivel 1)","Talagante","p136",2011,180000
"357","Hombre","Educación primaria (nivel 1)","Talca","p71",2010,137915
"358","Hombre","Educación primaria (nivel 1)","Talca","p71",2011,163110
"359","Hombre","Educación primaria (nivel 1)","Tamarugal","p12",2010,70069
"360","Hombre","Educación primaria (nivel 1)","Tamarugal","p12",2011,76085
"361","Hombre","Educación primaria (nivel 1)","Tierra del Fuego","p123",2010,200000
"362","Hombre","Educación primaria (nivel 1)","Tierra del Fuego","p123",2011,150000
"363","Hombre","Educación primaria (nivel 1)","Tocopilla","p23",2010,100098
"364","Hombre","Educación primaria (nivel 1)","Última Esperanza","p124",2010,121841
"365","Hombre","Educación primaria (nivel 1)","Última Esperanza","p124",2011,180000
"366","Hombre","Educación primaria (nivel 1)","Valdivia","p141",2010,90000
"367","Hombre","Educación primaria (nivel 1)","Valdivia","p141",2011,97398
"368","Hombre","Educación primaria (nivel 1)","Valparaíso","p51",2010,137110
"369","Hombre","Educación primaria (nivel 1)","Valparaíso","p51",2011,179956
"370","Hombre","Educación primaria (nivel 1)",NA,NA,2010,59048
"371","Hombre","Educación primaria (nivel 1)",NA,NA,2011,24920
"372","Hombre","Educación Primaria (nivel 1)","Antofagasta","p21",2012,271075
"373","Hombre","Educación Primaria (nivel 1)","Antofagasta","p21",2013,252816
"374","Hombre","Educación Primaria (nivel 1)","Antofagasta","p21",2014,215153
"375","Hombre","Educación Primaria (nivel 1)","Antofagasta","p21",2015,231940
"376","Hombre","Educación Primaria (nivel 1)","Arauco","p82",2012,130209
"377","Hombre","Educación Primaria (nivel 1)","Arauco","p82",2013,141957
"378","Hombre","Educación Primaria (nivel 1)","Arauco","p82",2014,150000
"379","Hombre","Educación Primaria (nivel 1)","Arauco","p82",2015,200054
"380","Hombre","Educación Primaria (nivel 1)","Arica","p151",2012,151641
"381","Hombre","Educación Primaria (nivel 1)","Arica","p151",2013,154915
"382","Hombre","Educación Primaria (nivel 1)","Arica","p151",2014,188800
"383","Hombre","Educación Primaria (nivel 1)","Arica","p151",2015,198882
"384","Hombre","Educación Primaria (nivel 1)","Aysén","p112",2012,218343
"385","Hombre","Educación Primaria (nivel 1)","Aysén","p112",2013,202633
"386","Hombre","Educación Primaria (nivel 1)","Aysén","p112",2014,233222
"387","Hombre","Educación Primaria (nivel 1)","Aysén","p112",2015,134374
"388","Hombre","Educación Primaria (nivel 1)","Bíobío","p83",2012,161158
"389","Hombre","Educación Primaria (nivel 1)","Bíobío","p83",2013,169945
"390","Hombre","Educación Primaria (nivel 1)","Bíobío","p83",2014,139279
"391","Hombre","Educación Primaria (nivel 1)","Bíobío","p83",2015,184800
"392","Hombre","Educación Primaria (nivel 1)","Cachapoal","p61",2012,193868
"393","Hombre","Educación Primaria (nivel 1)","Cachapoal","p61",2013,209207
"394","Hombre","Educación Primaria (nivel 1)","Cachapoal","p61",2014,228482
"395","Hombre","Educación Primaria (nivel 1)","Cachapoal","p61",2015,249030
"396","Hombre","Educación Primaria (nivel 1)","Cardenal Caro","p62",2012,157708
"397","Hombre","Educación Primaria (nivel 1)","Cardenal Caro","p62",2013,199245
"398","Hombre","Educación Primaria (nivel 1)","Cardenal Caro","p62",2014,225000
"399","Hombre","Educación Primaria (nivel 1)","Cardenal Caro","p62",2015,245323
"400","Hombre","Educación Primaria (nivel 1)","Cauquenes","p72",2012,110735
"401","Hombre","Educación Primaria (nivel 1)","Cauquenes","p72",2013,184370
"402","Hombre","Educación Primaria (nivel 1)","Cauquenes","p72",2014,154736
"403","Hombre","Educación Primaria (nivel 1)","Cauquenes","p72",2015,168135
"404","Hombre","Educación Primaria (nivel 1)","Cautín","p91",2012,61875
"405","Hombre","Educación Primaria (nivel 1)","Cautín","p91",2013,68936
"406","Hombre","Educación Primaria (nivel 1)","Cautín","p91",2014,102128
"407","Hombre","Educación Primaria (nivel 1)","Cautín","p91",2015,109500
"408","Hombre","Educación Primaria (nivel 1)","Chacabuco","p133",2012,160899
"409","Hombre","Educación Primaria (nivel 1)","Chacabuco","p133",2013,209587
"410","Hombre","Educación Primaria (nivel 1)","Chacabuco","p133",2014,224995
"411","Hombre","Educación Primaria (nivel 1)","Chacabuco","p133",2015,200798
"412","Hombre","Educación Primaria (nivel 1)","Chañaral","p32",2012,117518
"413","Hombre","Educación Primaria (nivel 1)","Chañaral","p32",2013,220501
"414","Hombre","Educación Primaria (nivel 1)","Chañaral","p32",2014,144327
"415","Hombre","Educación Primaria (nivel 1)","Chañaral","p32",2015,210597
"416","Hombre","Educación Primaria (nivel 1)","Chiloé","p102",2012,80361
"417","Hombre","Educación Primaria (nivel 1)","Chiloé","p102",2013,128762
"418","Hombre","Educación Primaria (nivel 1)","Chiloé","p102",2014,172870
"419","Hombre","Educación Primaria (nivel 1)","Chiloé","p102",2015,200204
"420","Hombre","Educación Primaria (nivel 1)","Choapa","p42",2012,90461
"421","Hombre","Educación Primaria (nivel 1)","Choapa","p42",2013,153539
"422","Hombre","Educación Primaria (nivel 1)","Choapa","p42",2014,168295
"423","Hombre","Educación Primaria (nivel 1)","Choapa","p42",2015,189631
