"","sex","isced","geography_name","geography_id","year","lb_weighted_median"
"90","Hombre","Doctorado","Ñuñoa",186,2015,1750664
"91","Hombre","Doctorado","Osorno",191,2010,1000000
"92","Hombre","Doctorado","Osorno",191,2011,1000000
"93","Hombre","Doctorado","Osorno",191,2012,1200000
"94","Hombre","Doctorado","Osorno",191,2013,886407
"95","Hombre","Doctorado","Osorno",191,2014,1499719
"96","Hombre","Doctorado","Osorno",191,2015,600162
"97","Hombre","Doctorado","Padre Las Casas",194,2012,543035
"98","Hombre","Doctorado","Papudo",202,2014,858859
"99","Hombre","Doctorado","Peñalolén",212,2011,1040000
"100","Hombre","Doctorado","Peñalolén",212,2015,4001082
"101","Hombre","Doctorado","Pica",217,2012,80000
"102","Hombre","Doctorado","Pica",217,2013,325000
"103","Hombre","Doctorado","Providencia",228,2010,700000
"104","Hombre","Doctorado","Providencia",228,2011,1000000
"105","Hombre","Doctorado","Providencia",228,2012,1700000
"106","Hombre","Doctorado","Providencia",228,2013,751017
"107","Hombre","Doctorado","Providencia",228,2014,986099
"108","Hombre","Doctorado","Providencia",228,2015,360491
"109","Hombre","Doctorado","Pudahuel",231,2014,969818
"110","Hombre","Doctorado","Pudahuel",231,2015,600162
"111","Hombre","Doctorado","Puente Alto",232,2011,703383
"112","Hombre","Doctorado","Puente Alto",232,2012,950241
"113","Hombre","Doctorado","Puente Alto",232,2013,862194
"114","Hombre","Doctorado","Puente Alto",232,2014,980000
"115","Hombre","Doctorado","Puerto Montt",233,2015,552241
"116","Hombre","Doctorado","Punta Arenas",238,2010,800783
"117","Hombre","Doctorado","Punta Arenas",238,2011,6069193
"118","Hombre","Doctorado","Punta Arenas",238,2012,1004510
"119","Hombre","Doctorado","Punta Arenas",238,2013,2092070
"120","Hombre","Doctorado","Punta Arenas",238,2014,1400000
"121","Hombre","Doctorado","Punta Arenas",238,2015,1800000
"122","Hombre","Doctorado","Quilicura",249,2015,1700460
"123","Hombre","Doctorado","Quillota",252,2012,700000
"124","Hombre","Doctorado","Quillota",252,2013,800000
"125","Hombre","Doctorado","Quillota",252,2014,2000000
"126","Hombre","Doctorado","Quillota",252,2015,720000
"127","Hombre","Doctorado","Quilpué",253,2012,452030
"128","Hombre","Doctorado","Quilpué",253,2013,398489
"129","Hombre","Doctorado","Quilpué",253,2014,1000000
"130","Hombre","Doctorado","Quilpué",253,2015,2000000
"131","Hombre","Doctorado","Rancagua",259,2010,1331302
"132","Hombre","Doctorado","Rancagua",259,2013,996224
"133","Hombre","Doctorado","Recoleta",262,2015,2850771
"134","Hombre","Doctorado","Rinconada",268,2012,1104961
"135","Hombre","Doctorado","Rinconada",268,2013,996224
"136","Hombre","Doctorado","Río Negro",273,2012,1746764
"137","Hombre","Doctorado","Río Negro",273,2013,1191613
"138","Hombre","Doctorado","Río Negro",273,2014,1456019
"139","Hombre","Doctorado","San Bernardo",280,2014,1427929
"140","Hombre","Doctorado","San Bernardo",280,2015,950257
"141","Hombre","Doctorado","San Felipe",285,2013,1394713
"142","Hombre","Doctorado","San Felipe",285,2014,549897
"143","Hombre","Doctorado","San Felipe",285,2015,600162
"144","Hombre","Doctorado","San Pedro de la Paz",298,2011,1256042
"145","Hombre","Doctorado","San Pedro de la Paz",298,2012,904059
"146","Hombre","Doctorado","San Pedro de la Paz",298,2013,199245
"147","Hombre","Doctorado","San Pedro de la Paz",298,2014,1798552
"148","Hombre","Doctorado","San Pedro de la Paz",298,2015,1000271
"149","Hombre","Doctorado","Santiago",307,2010,807590
"150","Hombre","Doctorado","Santiago",307,2013,400000
"151","Hombre","Doctorado","Santiago",307,2014,1600000
"152","Hombre","Doctorado","Santiago",307,2015,600000
"153","Hombre","Doctorado","Talca",311,2010,1498974
"154","Hombre","Doctorado","Talca",311,2011,622997
"155","Hombre","Doctorado","Talca",311,2012,1206745
"156","Hombre","Doctorado","Talca",311,2014,1299756
"157","Hombre","Doctorado","Talca",311,2015,1500406
"158","Hombre","Doctorado","Talcahuano",312,2010,361952
"159","Hombre","Doctorado","Temuco",314,2010,2252202
"160","Hombre","Doctorado","Temuco",314,2012,1317364
"161","Hombre","Doctorado","Temuco",314,2013,2228016
"162","Hombre","Doctorado","Temuco",314,2014,1699681
"163","Hombre","Doctorado","Temuco",314,2015,1596479
"164","Hombre","Doctorado","Valdivia",329,2010,1301272
"165","Hombre","Doctorado","Valdivia",329,2011,647922
"166","Hombre","Doctorado","Valdivia",329,2012,663205
"167","Hombre","Doctorado","Valdivia",329,2013,692581
"168","Hombre","Doctorado","Valdivia",329,2014,641618
"169","Hombre","Doctorado","Valdivia",329,2015,190051
"170","Hombre","Doctorado","Valparaíso",331,2010,1400000
"171","Hombre","Doctorado","Valparaíso",331,2011,318977
"172","Hombre","Doctorado","Valparaíso",331,2012,1106183
"173","Hombre","Doctorado","Valparaíso",331,2014,110000
"174","Hombre","Doctorado","Villa Alemana",337,2014,1499719
"175","Hombre","Doctorado","Viña del Mar",339,2010,639286
"176","Hombre","Doctorado","Viña del Mar",339,2011,502417
"177","Hombre","Doctorado","Viña del Mar",339,2012,1269744
"178","Hombre","Doctorado","Viña del Mar",339,2013,1000000
"179","Hombre","Doctorado","Viña del Mar",339,2014,879002
"180","Hombre","Doctorado","Viña del Mar",339,2015,2253192
"181","Hombre","Doctorado","Vitacura",340,2012,380000
"182","Hombre","Doctorado","Vitacura",340,2013,800000
"183","Hombre","Doctorado","Vitacura",340,2014,2499531
"184","Hombre","Doctorado","Vitacura",340,2015,1427948
"185","Hombre","Educación preescolar","Angol",8,2011,200000
"186","Hombre","Educación preescolar","Antofagasta",9,2011,250000
"187","Hombre","Educación preescolar","Arica",12,2010,404395
"188","Hombre","Educación preescolar","Arica",12,2011,398919
"189","Hombre","Educación preescolar","Aysén",13,2011,100483
"190","Hombre","Educación preescolar","Bulnes",15,2011,120000
"191","Hombre","Educación preescolar","Calama",19,2010,110000
"192","Hombre","Educación preescolar","Calama",19,2011,70338
"193","Hombre","Educación preescolar","Calera de Tango",23,2011,185894
"194","Hombre","Educación preescolar","Camarones",25,2011,120580
"195","Hombre","Educación preescolar","Catemu",33,2011,199361
"196","Hombre","Educación preescolar","Chillán",43,2011,182880
"197","Hombre","Educación preescolar","Chillán Viejo",44,2010,32031
"198","Hombre","Educación preescolar","Concepción",64,2011,100483
"199","Hombre","Educación preescolar","Copiapó",68,2010,131847
"200","Hombre","Educación preescolar","Coquimbo",69,2010,119918
"201","Hombre","Educación preescolar","Coquimbo",69,2011,30145
"202","Hombre","Educación preescolar","Coronel",70,2011,124600
"203","Hombre","Educación preescolar","Coyhaique",54,2011,300000
"204","Hombre","Educación preescolar","El Bosque",83,2011,149521
"205","Hombre","Educación preescolar","Estación Central",90,2011,180870
"206","Hombre","Educación preescolar","Gorbea",100,2010,489665
"207","Hombre","Educación preescolar","Illapel",111,2010,59959
"208","Hombre","Educación preescolar","Illapel",111,2011,100483
"209","Hombre","Educación preescolar","Iquique",113,2011,150000
"210","Hombre","Educación preescolar","La Cisterna",117,2010,160157
"211","Hombre","Educación preescolar","La Cisterna",117,2011,180870
"212","Hombre","Educación preescolar","La Florida",120,2011,30145
"213","Hombre","Educación preescolar","La Unión",127,2010,7995
"214","Hombre","Educación preescolar","La Unión",127,2011,65314
"215","Hombre","Educación preescolar","Linares",139,2010,20020
"216","Hombre","Educación preescolar","Lo Espejo",144,2011,30145
"217","Hombre","Educación preescolar","Longaví",148,2010,16176
"218","Hombre","Educación preescolar","Los Andes",151,2011,10032
"219","Hombre","Educación preescolar","Lota",157,2011,24116
"220","Hombre","Educación preescolar","Machalí",159,2010,120000
"221","Hombre","Educación preescolar","Melipilla",172,2010,500000
"222","Hombre","Educación preescolar","Olmué",190,2011,250000
"223","Hombre","Educación preescolar","Osorno",191,2010,20000
"224","Hombre","Educación preescolar","Ovalle",192,2010,173000
"225","Hombre","Educación preescolar","Padre Las Casas",194,2010,200000
"226","Hombre","Educación preescolar","Palmilla",199,2010,175171
"227","Hombre","Educación preescolar","Pedro Aguirre Cerda",205,2011,214313
"228","Hombre","Educación preescolar","Peñaflor",211,2010,200196
"229","Hombre","Educación preescolar","Peñaflor",211,2011,180000
"230","Hombre","Educación preescolar","Peumo",216,2010,174880
"231","Hombre","Educación preescolar","Pichilemu",219,2011,200000
"232","Hombre","Educación preescolar","Puente Alto",232,2011,320000
"233","Hombre","Educación preescolar","Puerto Montt",233,2010,60059
"234","Hombre","Educación preescolar","Punta Arenas",238,2011,299041
"235","Hombre","Educación preescolar","Quellón",246,2010,62761
"236","Hombre","Educación preescolar","Quellón",246,2011,182880
"237","Hombre","Educación preescolar","Quilicura",249,2011,219297
"238","Hombre","Educación preescolar","Quilpué",253,2010,39973
"239","Hombre","Educación preescolar","Quilpué",253,2011,220000
"240","Hombre","Educación preescolar","Quinta de Tilcoco",255,2011,211015
"241","Hombre","Educación preescolar","San Antonio",279,2010,185873
"242","Hombre","Educación preescolar","San Bernardo",280,2010,130027
"243","Hombre","Educación preescolar","San Bernardo",280,2011,186000
"244","Hombre","Educación preescolar","San Felipe",285,2011,15000
"245","Hombre","Educación preescolar","San Juan de la Costa",292,2010,139904
"246","Hombre","Educación preescolar","San Pablo",295,2010,180000
"247","Hombre","Educación preescolar","Talcahuano",312,2010,12012
"248","Hombre","Educación preescolar","Tiltil",318,2010,370000
"249","Hombre","Educación preescolar","Tomé",323,2010,31978
"250","Hombre","Educación preescolar","Valdivia",329,2010,5065
"251","Hombre","Educación preescolar","Vallenar",330,2010,110000
"252","Hombre","Educación preescolar","Valparaíso",331,2010,170000
"253","Hombre","Educación preescolar","Valparaíso",331,2011,30000
"254","Hombre","Educación preescolar","Villa Alemana",337,2010,220215
"255","Hombre","Educación preescolar","Villarica",NA,2010,40039
"256","Hombre","Educación Preescolar","Alto Hospicio",5,2013,280380
"257","Hombre","Educación Preescolar","Angol",8,2014,20099
"258","Hombre","Educación Preescolar","Antofagasta",9,2012,290000
"259","Hombre","Educación Preescolar","Antofagasta",9,2013,300000
"260","Hombre","Educación Preescolar","Antofagasta",9,2014,80834
"261","Hombre","Educación Preescolar","Arica",12,2013,60000
"262","Hombre","Educación Preescolar","Arica",12,2015,30000
"263","Hombre","Educación Preescolar","Calama",19,2015,60194
"264","Hombre","Educación Preescolar","Calera",22,2015,130420
"265","Hombre","Educación Preescolar","Camarones",25,2012,80450
"266","Hombre","Educación Preescolar","Cauquenes",34,2014,199962
"267","Hombre","Educación Preescolar","Cerro Navia",36,2013,35000
"268","Hombre","Educación Preescolar","Cerro Navia",36,2015,416250
"269","Hombre","Educación Preescolar","Chiguayante",41,2015,30000
"270","Hombre","Educación Preescolar","Chillán",43,2012,200000
"271","Hombre","Educación Preescolar","Chillán",43,2014,181876
"272","Hombre","Educación Preescolar","Chillán",43,2015,96310
"273","Hombre","Educación Preescolar","Chimbarongo",45,2014,219959
"274","Hombre","Educación Preescolar","Chimbarongo",45,2015,380343
"275","Hombre","Educación Preescolar","Codegua",52,2015,80022
"276","Hombre","Educación Preescolar","Coihueco",55,2015,200054
"277","Hombre","Educación Preescolar","Colina",59,2014,199962
"278","Hombre","Educación Preescolar","Colina",59,2015,75020
"279","Hombre","Educación Preescolar","Concepción",64,2012,30135
"280","Hombre","Educación Preescolar","Constitución",66,2015,166676
"281","Hombre","Educación Preescolar","Copiapó",68,2012,30135
"282","Hombre","Educación Preescolar","Copiapó",68,2013,99622
"283","Hombre","Educación Preescolar","Copiapó",68,2014,212189
"284","Hombre","Educación Preescolar","Copiapó",68,2015,150000
"285","Hombre","Educación Preescolar","Coquimbo",69,2012,30169
"286","Hombre","Educación Preescolar","Coquimbo",69,2013,119547
"287","Hombre","Educación Preescolar","Coquimbo",69,2014,197032
"288","Hombre","Educación Preescolar","Coquimbo",69,2015,220896
"289","Hombre","Educación Preescolar","Coronel",70,2013,39849
"290","Hombre","Educación Preescolar","Curanilahue",76,2012,193870
"291","Hombre","Educación Preescolar","Curanilahue",76,2014,5052
"292","Hombre","Educación Preescolar","Dalcahue",80,2015,20000
"293","Hombre","Educación Preescolar","Diego de Almagro",81,2012,200000
"294","Hombre","Educación Preescolar","El Bosque",83,2013,372588
"295","Hombre","Educación Preescolar","El Monte",85,2013,23909
"296","Hombre","Educación Preescolar","Illapel",111,2012,60337
"297","Hombre","Educación Preescolar","Illapel",111,2013,60081
"298","Hombre","Educación Preescolar","Isla de Maipo",114,2014,49991
"299","Hombre","Educación Preescolar","Isla de Maipo",114,2015,200054
"300","Hombre","Educación Preescolar","La Ligua",123,2013,35864
"301","Hombre","Educación Preescolar","La Pintana",124,2015,300000
"302","Hombre","Educación Preescolar","La Serena",126,2015,241065
"303","Hombre","Educación Preescolar","La Unión",127,2013,207215
"304","Hombre","Educación Preescolar","Las Condes",134,2015,443120
"305","Hombre","Educación Preescolar","Lebu",136,2013,44560
"306","Hombre","Educación Preescolar","Llanquihue",141,2012,163735
"307","Hombre","Educación Preescolar","Lo Prado",145,2014,349934
"308","Hombre","Educación Preescolar","Los Andes",151,2012,193870
"309","Hombre","Educación Preescolar","Los Andes",151,2013,209207
"310","Hombre","Educación Preescolar","Los Andes",151,2014,279887
"311","Hombre","Educación Preescolar","Los Ángeles",152,2012,48270
"312","Hombre","Educación Preescolar","Los Vilos",156,2012,180812
"313","Hombre","Educación Preescolar","Los Vilos",156,2013,205000
"314","Hombre","Educación Preescolar","Los Vilos",156,2015,30008
"315","Hombre","Educación Preescolar","Maipú",162,2014,29994
"316","Hombre","Educación Preescolar","Melipilla",172,2012,80000
"317","Hombre","Educación Preescolar","Melipilla",172,2014,99981
"318","Hombre","Educación Preescolar","Melipilla",172,2015,70019
"319","Hombre","Educación Preescolar","Olmué",190,2015,60196
"320","Hombre","Educación Preescolar","Osorno",191,2012,87489
"321","Hombre","Educación Preescolar","Padre Hurtado",193,2013,199245
"322","Hombre","Educación Preescolar","Paillaco",196,2013,115156
"323","Hombre","Educación Preescolar","Pedro Aguirre Cerda",205,2012,190000
"324","Hombre","Educación Preescolar","Peñalolén",212,2012,36202
"325","Hombre","Educación Preescolar","Peñalolén",212,2013,240325
"326","Hombre","Educación Preescolar","Penco",210,2014,79985
"327","Hombre","Educación Preescolar","Pudahuel",231,2013,483168
"328","Hombre","Educación Preescolar","Pudahuel",231,2015,320300
"329","Hombre","Educación Preescolar","Puente Alto",232,2012,290000
"330","Hombre","Educación Preescolar","Puente Alto",232,2013,298867
"331","Hombre","Educación Preescolar","Puente Alto",232,2014,19996
"332","Hombre","Educación Preescolar","Puente Alto",232,2015,300081
"333","Hombre","Educación Preescolar","Puerto Montt",233,2014,118000
"334","Hombre","Educación Preescolar","Punta Arenas",238,2014,180000
"335","Hombre","Educación Preescolar","Punta Arenas",238,2015,350000
"336","Hombre","Educación Preescolar","Putre",243,2013,199245
"337","Hombre","Educación Preescolar","Putre",243,2014,93982
"338","Hombre","Educación Preescolar","Quillota",252,2013,230000
"339","Hombre","Educación Preescolar","Quillota",252,2014,159970
"340","Hombre","Educación Preescolar","Quilpué",253,2014,15156
"341","Hombre","Educación Preescolar","Quilpué",253,2015,50190
"342","Hombre","Educación Preescolar","Quinta de Tilcoco",255,2012,100562
"343","Hombre","Educación Preescolar","Quinta de Tilcoco",255,2013,80108
"344","Hombre","Educación Preescolar","Rancagua",259,2013,250000
"345","Hombre","Educación Preescolar","Recoleta",262,2013,360000
"346","Hombre","Educación Preescolar","Requínoa",266,2012,120000
"347","Hombre","Educación Preescolar","Requínoa",266,2013,110000
"348","Hombre","Educación Preescolar","Río Negro",273,2012,140787
"349","Hombre","Educación Preescolar","Salamanca",278,2013,215000
"350","Hombre","Educación Preescolar","Salamanca",278,2014,264000
"351","Hombre","Educación Preescolar","San Antonio",279,2012,20000
"352","Hombre","Educación Preescolar","San Antonio",279,2013,81221
"353","Hombre","Educación Preescolar","San Bernardo",280,2012,294245
"354","Hombre","Educación Preescolar","San Bernardo",280,2013,5007
"355","Hombre","Educación Preescolar","San Bernardo",280,2014,239043
"356","Hombre","Educación Preescolar","San Felipe",285,2012,40000
"357","Hombre","Educación Preescolar","San Felipe",285,2013,206279
"358","Hombre","Educación Preescolar","San Felipe",285,2014,237449
"359","Hombre","Educación Preescolar","San Fernando",286,2014,249953
"360","Hombre","Educación Preescolar","San Javier",289,2014,114978
"361","Hombre","Educación Preescolar","San José de Maipo",291,2012,10000
"362","Hombre","Educación Preescolar","San Pablo",295,2014,180000
"363","Hombre","Educación Preescolar","Santiago",307,2012,191068
"364","Hombre","Educación Preescolar","Talca",311,2012,241082
"365","Hombre","Educación Preescolar","Talca",311,2013,60000
"366","Hombre","Educación Preescolar","Talcahuano",312,2012,12067
"367","Hombre","Educación Preescolar","Temuco",314,2015,10003
"368","Hombre","Educación Preescolar","Tiltil",318,2015,240000
"369","Hombre","Educación Preescolar","Tocopilla",321,2013,210285
"370","Hombre","Educación Preescolar","Tocopilla",321,2014,230000
"371","Hombre","Educación Preescolar","Tomé",323,2015,256000
"372","Hombre","Educación Preescolar","Valdivia",329,2012,56315
"373","Hombre","Educación Preescolar","Valdivia",329,2013,200271
"374","Hombre","Educación Preescolar","Vallenar",330,2013,30048
"375","Hombre","Educación Preescolar","Valparaíso",331,2013,48065
"376","Hombre","Educación Preescolar","Valparaíso",331,2014,101042
"377","Hombre","Educación Preescolar","Victoria",333,2014,348596
"378","Hombre","Educación Preescolar","Victoria",333,2015,299214
"379","Hombre","Educación Preescolar","Viña del Mar",339,2015,180049
"380","Hombre","Educación primaria (nivel 1)","Algarrobo",1,2010,152210
"381","Hombre","Educación primaria (nivel 1)","Algarrobo",1,2011,518092
"382","Hombre","Educación primaria (nivel 1)","Alhué",2,2011,100483
"383","Hombre","Educación primaria (nivel 1)","Alto del Carmen",4,2010,134601
"384","Hombre","Educación primaria (nivel 1)","Alto del Carmen",4,2011,180000
"385","Hombre","Educación primaria (nivel 1)","Alto Hospicio",5,2010,115654
"386","Hombre","Educación primaria (nivel 1)","Alto Hospicio",5,2011,151887
"387","Hombre","Educación primaria (nivel 1)","Ancud",6,2010,83080
"388","Hombre","Educación primaria (nivel 1)","Ancud",6,2011,72787
"389","Hombre","Educación primaria (nivel 1)","Andacollo",7,2010,139904
"390","Hombre","Educación primaria (nivel 1)","Andacollo",7,2011,174441
"391","Hombre","Educación primaria (nivel 1)","Angol",8,2010,60000
"392","Hombre","Educación primaria (nivel 1)","Angol",8,2011,155234
"393","Hombre","Educación primaria (nivel 1)","Antofagasta",9,2010,230225
"394","Hombre","Educación primaria (nivel 1)","Antofagasta",9,2011,289073
"395","Hombre","Educación primaria (nivel 1)","Antuco",10,2010,37142
"396","Hombre","Educación primaria (nivel 1)","Antuco",10,2011,50000
"397","Hombre","Educación primaria (nivel 1)","Arauco",11,2010,101219
"398","Hombre","Educación primaria (nivel 1)","Arauco",11,2011,149521
"399","Hombre","Educación primaria (nivel 1)","Arica",12,2010,139000
"400","Hombre","Educación primaria (nivel 1)","Arica",12,2011,150928
"401","Hombre","Educación primaria (nivel 1)","Aysén",13,2010,135989
"402","Hombre","Educación primaria (nivel 1)","Aysén",13,2011,171450
"403","Hombre","Educación primaria (nivel 1)","Buin",14,2010,142790
"404","Hombre","Educación primaria (nivel 1)","Buin",14,2011,184409
"405","Hombre","Educación primaria (nivel 1)","Bulnes",15,2010,107605
"406","Hombre","Educación primaria (nivel 1)","Bulnes",15,2011,85189
"407","Hombre","Educación primaria (nivel 1)","Cabildo",16,2010,40039
"408","Hombre","Educación primaria (nivel 1)","Cabildo",16,2011,181153
"409","Hombre","Educación primaria (nivel 1)","Cabrero",18,2010,164510
"410","Hombre","Educación primaria (nivel 1)","Cabrero",18,2011,164330
"411","Hombre","Educación primaria (nivel 1)","Calama",19,2010,250245
"412","Hombre","Educación primaria (nivel 1)","Calama",19,2011,204345
"413","Hombre","Educación primaria (nivel 1)","Calbuco",20,2010,136361
"414","Hombre","Educación primaria (nivel 1)","Calbuco",20,2011,123030
"415","Hombre","Educación primaria (nivel 1)","Caldera",21,2010,150147
"416","Hombre","Educación primaria (nivel 1)","Caldera",21,2011,230000
"417","Hombre","Educación primaria (nivel 1)","Calera",22,2010,156640
"418","Hombre","Educación primaria (nivel 1)","Calera",22,2011,60290
"419","Hombre","Educación primaria (nivel 1)","Calera de Tango",23,2010,140137
"420","Hombre","Educación primaria (nivel 1)","Calera de Tango",23,2011,226087
"421","Hombre","Educación primaria (nivel 1)","Calle Larga",24,2010,150147
"422","Hombre","Educación primaria (nivel 1)","Calle Larga",24,2011,193183
"423","Hombre","Educación primaria (nivel 1)","Camarones",25,2010,55054
"424","Hombre","Educación primaria (nivel 1)","Camarones",25,2011,58462
"425","Hombre","Educación primaria (nivel 1)","Camiña",26,2011,30145
"426","Hombre","Educación primaria (nivel 1)","Canela",27,2010,79269
"427","Hombre","Educación primaria (nivel 1)","Canela",27,2011,30034
"428","Hombre","Educación primaria (nivel 1)","Cañete",28,2010,89657
"429","Hombre","Educación primaria (nivel 1)","Cañete",28,2011,73172
"430","Hombre","Educación primaria (nivel 1)","Carahue",29,2010,60606
"431","Hombre","Educación primaria (nivel 1)","Carahue",29,2011,51525
"432","Hombre","Educación primaria (nivel 1)","Cartagena",30,2010,59959
"433","Hombre","Educación primaria (nivel 1)","Cartagena",30,2011,119616
"434","Hombre","Educación primaria (nivel 1)","Casablanca",31,2010,229843
"435","Hombre","Educación primaria (nivel 1)","Casablanca",31,2011,181418
"436","Hombre","Educación primaria (nivel 1)","Castro",32,2010,68559
"437","Hombre","Educación primaria (nivel 1)","Castro",32,2011,60290
"438","Hombre","Educación primaria (nivel 1)","Catemu",33,2010,138953
"439","Hombre","Educación primaria (nivel 1)","Catemu",33,2011,149630
"440","Hombre","Educación primaria (nivel 1)","Cauquenes",34,2010,130327
"441","Hombre","Educación primaria (nivel 1)","Cauquenes",34,2011,146530
"442","Hombre","Educación primaria (nivel 1)","Cerrillos",35,2010,120000
"443","Hombre","Educación primaria (nivel 1)","Cerrillos",35,2011,90000
"444","Hombre","Educación primaria (nivel 1)","Cerro Navia",36,2010,80078
"445","Hombre","Educación primaria (nivel 1)","Cerro Navia",36,2011,101550
"446","Hombre","Educación primaria (nivel 1)","Chañaral",39,2010,81303
"447","Hombre","Educación primaria (nivel 1)","Chañaral",39,2011,119616
"448","Hombre","Educación primaria (nivel 1)","Chanco",38,2010,27619
"449","Hombre","Educación primaria (nivel 1)","Chanco",38,2011,100517
"450","Hombre","Educación primaria (nivel 1)","Chépica",40,2010,100000
"451","Hombre","Educación primaria (nivel 1)","Chépica",40,2011,153818
"452","Hombre","Educación primaria (nivel 1)","Chiguayante",41,2010,69952
"453","Hombre","Educación primaria (nivel 1)","Chiguayante",41,2011,135657
