"","sex","icse","geography_name","geography_id","year","weighted_median"
"130","Hombre","Asalariado Sector Privado","Elqui","p41",2014,399924.995312207
"131","Hombre","Asalariado Sector Privado","Elqui","p41",2015,400000
"132","Hombre","Asalariado Sector Privado","General Carrera","p114",2010,249829.018075232
"133","Hombre","Asalariado Sector Privado","General Carrera","p114",2011,370249.519551175
"134","Hombre","Asalariado Sector Privado","General Carrera","p114",2012,482698.120162181
"135","Hombre","Asalariado Sector Privado","General Carrera","p114",2013,499217.311140811
"136","Hombre","Asalariado Sector Privado","General Carrera","p114",2014,398940.706139013
"137","Hombre","Asalariado Sector Privado","General Carrera","p114",2015,438007.839293552
"138","Hombre","Asalariado Sector Privado","Huasco","p33",2010,242517.362555516
"139","Hombre","Asalariado Sector Privado","Huasco","p33",2011,308131.086897817
"140","Hombre","Asalariado Sector Privado","Huasco","p33",2012,301686.325101363
"141","Hombre","Asalariado Sector Privado","Huasco","p33",2013,348678.295270635
"142","Hombre","Asalariado Sector Privado","Huasco","p33",2014,369951.494857444
"143","Hombre","Asalariado Sector Privado","Huasco","p33",2015,381150.084022533
"144","Hombre","Asalariado Sector Privado","Iquique","p11",2010,349141.184915385
"145","Hombre","Asalariado Sector Privado","Iquique","p11",2011,362800.215541304
"146","Hombre","Asalariado Sector Privado","Iquique","p11",2012,427364.425482795
"147","Hombre","Asalariado Sector Privado","Iquique","p11",2013,450000
"148","Hombre","Asalariado Sector Privado","Iquique","p11",2014,500000
"149","Hombre","Asalariado Sector Privado","Iquique","p11",2015,451833.574791744
"150","Hombre","Asalariado Sector Privado","Limarí","p43",2010,210205.519671168
"151","Hombre","Asalariado Sector Privado","Limarí","p43",2011,200000
"152","Hombre","Asalariado Sector Privado","Limarí","p43",2012,251347.613345598
"153","Hombre","Asalariado Sector Privado","Limarí","p43",2013,298867.110231973
"154","Hombre","Asalariado Sector Privado","Limarí","p43",2014,303126.7765776
"155","Hombre","Asalariado Sector Privado","Limarí","p43",2015,300081.183474654
"156","Hombre","Asalariado Sector Privado","Linares","p74",2010,170000
"157","Hombre","Asalariado Sector Privado","Linares","p74",2011,180869.977255496
"158","Hombre","Asalariado Sector Privado","Linares","p74",2012,201124.216734242
"159","Hombre","Asalariado Sector Privado","Linares","p74",2013,229131.451177846
"160","Hombre","Asalariado Sector Privado","Linares","p74",2014,242501.42126208
"161","Hombre","Asalariado Sector Privado","Linares","p74",2015,300000
"162","Hombre","Asalariado Sector Privado","Llanquihue","p101",2010,230834.41320957
"163","Hombre","Asalariado Sector Privado","Llanquihue","p101",2011,289943.123034892
"164","Hombre","Asalariado Sector Privado","Llanquihue","p101",2012,300000
"165","Hombre","Asalariado Sector Privado","Llanquihue","p101",2013,300000
"166","Hombre","Asalariado Sector Privado","Llanquihue","p101",2014,350000
"167","Hombre","Asalariado Sector Privado","Llanquihue","p101",2015,443829.411666792
"168","Hombre","Asalariado Sector Privado","Los Andes","p53",2010,350000
"169","Hombre","Asalariado Sector Privado","Los Andes","p53",2011,321446.695266709
"170","Hombre","Asalariado Sector Privado","Los Andes","p53",2012,350000
"171","Hombre","Asalariado Sector Privado","Los Andes","p53",2013,380013.356075498
"172","Hombre","Asalariado Sector Privado","Los Andes","p53",2014,399924.995312207
"173","Hombre","Asalariado Sector Privado","Los Andes","p53",2015,400015.294267887
"174","Hombre","Asalariado Sector Privado","Magallanes","p121",2010,300000
"175","Hombre","Asalariado Sector Privado","Magallanes","p121",2011,348881.263514149
"176","Hombre","Asalariado Sector Privado","Magallanes","p121",2012,351924.051160731
"177","Hombre","Asalariado Sector Privado","Magallanes","p121",2013,436403.029991621
"178","Hombre","Asalariado Sector Privado","Magallanes","p121",2014,400000
"179","Hombre","Asalariado Sector Privado","Magallanes","p121",2015,437611.357867969
"180","Hombre","Asalariado Sector Privado","Maipo","p134",2010,228060.519552788
"181","Hombre","Asalariado Sector Privado","Maipo","p134",2011,269727.7270852
"182","Hombre","Asalariado Sector Privado","Maipo","p134",2012,298111.482670963
"183","Hombre","Asalariado Sector Privado","Maipo","p134",2013,328753.82125517
"184","Hombre","Asalariado Sector Privado","Maipo","p134",2014,350000
"185","Hombre","Asalariado Sector Privado","Maipo","p134",2015,370045.507876986
"186","Hombre","Asalariado Sector Privado","Malleco","p92",2010,180436.907286303
"187","Hombre","Asalariado Sector Privado","Malleco","p92",2011,208443.881860902
"188","Hombre","Asalariado Sector Privado","Malleco","p92",2012,235923.818252431
"189","Hombre","Asalariado Sector Privado","Malleco","p92",2013,259373.195700468
"190","Hombre","Asalariado Sector Privado","Malleco","p92",2014,282386.076050301
"191","Hombre","Asalariado Sector Privado","Malleco","p92",2015,282500
"192","Hombre","Asalariado Sector Privado","Marga Marga","p58",2010,237546.32226392
"193","Hombre","Asalariado Sector Privado","Marga Marga","p58",2011,242418.543740749
"194","Hombre","Asalariado Sector Privado","Marga Marga","p58",2012,282179.349861957
"195","Hombre","Asalariado Sector Privado","Marga Marga","p58",2013,300406.687754181
"196","Hombre","Asalariado Sector Privado","Marga Marga","p58",2014,360144.100326261
"197","Hombre","Asalariado Sector Privado","Marga Marga","p58",2015,381548.352046362
"198","Hombre","Asalariado Sector Privado","Melipilla","p135",2010,193558.159122767
"199","Hombre","Asalariado Sector Privado","Melipilla","p135",2011,234866.399908869
"200","Hombre","Asalariado Sector Privado","Melipilla","p135",2012,236059.922680412
"201","Hombre","Asalariado Sector Privado","Melipilla","p135",2013,264998.380205608
"202","Hombre","Asalariado Sector Privado","Melipilla","p135",2014,299972.61463449
"203","Hombre","Asalariado Sector Privado","Melipilla","p135",2015,350094.714053763
"204","Hombre","Asalariado Sector Privado","Ñuble","p84",2010,180176.159718144
"205","Hombre","Asalariado Sector Privado","Ñuble","p84",2011,220000
"206","Hombre","Asalariado Sector Privado","Ñuble","p84",2012,238488.521441066
"207","Hombre","Asalariado Sector Privado","Ñuble","p84",2013,250000
"208","Hombre","Asalariado Sector Privado","Ñuble","p84",2014,252605.647148
"209","Hombre","Asalariado Sector Privado","Ñuble","p84",2015,320127.51271458
"210","Hombre","Asalariado Sector Privado","Osorno","p103",2010,219849.535906204
"211","Hombre","Asalariado Sector Privado","Osorno","p103",2011,227473.079727051
"212","Hombre","Asalariado Sector Privado","Osorno","p103",2012,250000
"213","Hombre","Asalariado Sector Privado","Osorno","p103",2013,285386.353366472
"214","Hombre","Asalariado Sector Privado","Osorno","p103",2014,303126.7765776
"215","Hombre","Asalariado Sector Privado","Osorno","p103",2015,350000
"216","Hombre","Asalariado Sector Privado","Parinacota","p152",2011,148212.89802881
"217","Hombre","Asalariado Sector Privado","Parinacota","p152",2012,251405.270917803
"218","Hombre","Asalariado Sector Privado","Parinacota","p152",2013,144782.981710182
"219","Hombre","Asalariado Sector Privado","Parinacota","p152",2014,109979.373710857
"220","Hombre","Asalariado Sector Privado","Parinacota","p152",2015,160543.43315894
"221","Hombre","Asalariado Sector Privado","Petorca","p54",2010,200195.73302016
"222","Hombre","Asalariado Sector Privado","Petorca","p54",2011,255191.796814814
"223","Hombre","Asalariado Sector Privado","Petorca","p54",2012,264184.817622904
"224","Hombre","Asalariado Sector Privado","Petorca","p54",2013,291578.778789125
"225","Hombre","Asalariado Sector Privado","Petorca","p54",2014,299943.746484155
"226","Hombre","Asalariado Sector Privado","Petorca","p54",2015,309716.935920424
"227","Hombre","Asalariado Sector Privado","Quillota","p55",2010,200195.73302016
"228","Hombre","Asalariado Sector Privado","Quillota","p55",2011,211464.330064927
"229","Hombre","Asalariado Sector Privado","Quillota","p55",2012,272762.706369002
"230","Hombre","Asalariado Sector Privado","Quillota","p55",2013,298867.110231973
"231","Hombre","Asalariado Sector Privado","Quillota","p55",2014,363669.823071162
"232","Hombre","Asalariado Sector Privado","Quillota","p55",2015,340000
"233","Hombre","Asalariado Sector Privado","Ranco","p142",2010,180452.95934111
"234","Hombre","Asalariado Sector Privado","Ranco","p142",2011,195978.656882532
"235","Hombre","Asalariado Sector Privado","Ranco","p142",2012,257428.484558177
"236","Hombre","Asalariado Sector Privado","Ranco","p142",2013,249055.92519331
"237","Hombre","Asalariado Sector Privado","Ranco","p142",2014,249777.585137714
"238","Hombre","Asalariado Sector Privado","Ranco","p142",2015,314769.997765247
"239","Hombre","Asalariado Sector Privado","San Antonio","p56",2010,240000
"240","Hombre","Asalariado Sector Privado","San Antonio","p56",2011,240000
"241","Hombre","Asalariado Sector Privado","San Antonio","p56",2012,251127.577319588
"242","Hombre","Asalariado Sector Privado","San Antonio","p56",2013,284680.9346828
"243","Hombre","Asalariado Sector Privado","San Antonio","p56",2014,302726.430104392
"244","Hombre","Asalariado Sector Privado","San Antonio","p56",2015,361466.859833395
"245","Hombre","Asalariado Sector Privado","San Felipe","p57",2010,211018.921735099
"246","Hombre","Asalariado Sector Privado","San Felipe","p57",2011,249200.902510106
"247","Hombre","Asalariado Sector Privado","San Felipe","p57",2012,271257.143057181
"248","Hombre","Asalariado Sector Privado","San Felipe","p57",2013,313376.467730798
"249","Hombre","Asalariado Sector Privado","San Felipe","p57",2014,353647.9060072
"250","Hombre","Asalariado Sector Privado","San Felipe","p57",2015,350094.714053763
"251","Hombre","Asalariado Sector Privado","Santiago","p131",2010,299794.821690278
"252","Hombre","Asalariado Sector Privado","Santiago","p131",2011,321154.023011574
"253","Hombre","Asalariado Sector Privado","Santiago","p131",2012,356035.418409603
"254","Hombre","Asalariado Sector Privado","Santiago","p131",2013,400542.250338908
"255","Hombre","Asalariado Sector Privado","Santiago","p131",2014,400000
"256","Hombre","Asalariado Sector Privado","Santiago","p131",2015,430000
"257","Hombre","Asalariado Sector Privado","Talagante","p136",2010,200195.73302016
"258","Hombre","Asalariado Sector Privado","Talagante","p136",2011,249200.902510106
"259","Hombre","Asalariado Sector Privado","Talagante","p136",2012,281573.903427939
"260","Hombre","Asalariado Sector Privado","Talagante","p136",2013,300000
"261","Hombre","Asalariado Sector Privado","Talagante","p136",2014,333794.939677443
"262","Hombre","Asalariado Sector Privado","Talagante","p136",2015,372234.347168856
"263","Hombre","Asalariado Sector Privado","Talca","p71",2010,200195.73302016
"264","Hombre","Asalariado Sector Privado","Talca","p71",2011,200966.641394996
"265","Hombre","Asalariado Sector Privado","Talca","p71",2012,241672.268475014
"266","Hombre","Asalariado Sector Privado","Talca","p71",2013,299246.656469565
"267","Hombre","Asalariado Sector Privado","Talca","p71",2014,280000
"268","Hombre","Asalariado Sector Privado","Talca","p71",2015,300000
"269","Hombre","Asalariado Sector Privado","Tamarugal","p12",2010,204777.59699146
"270","Hombre","Asalariado Sector Privado","Tamarugal","p12",2011,348969.074883744
"271","Hombre","Asalariado Sector Privado","Tamarugal","p12",2012,402248.433468484
"272","Hombre","Asalariado Sector Privado","Tamarugal","p12",2013,348965.536209809
"273","Hombre","Asalariado Sector Privado","Tamarugal","p12",2014,401817.611356047
"274","Hombre","Asalariado Sector Privado","Tamarugal","p12",2015,389071.282186763
"275","Hombre","Asalariado Sector Privado","Tierra del Fuego","p123",2010,446698.627151885
"276","Hombre","Asalariado Sector Privado","Tierra del Fuego","p123",2011,248599.902771026
"277","Hombre","Asalariado Sector Privado","Tierra del Fuego","p123",2012,400000
"278","Hombre","Asalariado Sector Privado","Tierra del Fuego","p123",2013,800000
"279","Hombre","Asalariado Sector Privado","Tierra del Fuego","p123",2014,441822.154376009
"280","Hombre","Asalariado Sector Privado","Tierra del Fuego","p123",2015,379878.885445583
"281","Hombre","Asalariado Sector Privado","Tocopilla","p23",2010,399765.683699017
"282","Hombre","Asalariado Sector Privado","Tocopilla","p23",2011,342180.952380952
"283","Hombre","Asalariado Sector Privado","Tocopilla","p23",2012,500302.975340554
"284","Hombre","Asalariado Sector Privado","Tocopilla","p23",2013,493546.448022453
"285","Hombre","Asalariado Sector Privado","Tocopilla","p23",2014,522458.455001288
"286","Hombre","Asalariado Sector Privado","Tocopilla","p23",2015,486110.026201909
"287","Hombre","Asalariado Sector Privado","Última Esperanza","p124",2010,229845.937467831
"288","Hombre","Asalariado Sector Privado","Última Esperanza","p124",2011,200644.027535189
"289","Hombre","Asalariado Sector Privado","Última Esperanza","p124",2012,279538.293196684
"290","Hombre","Asalariado Sector Privado","Última Esperanza","p124",2013,311766.754127605
"291","Hombre","Asalariado Sector Privado","Última Esperanza","p124",2014,416134.65217407
"292","Hombre","Asalariado Sector Privado","Última Esperanza","p124",2015,459123.689362224
"293","Hombre","Asalariado Sector Privado","Valdivia","p141",2010,200000
"294","Hombre","Asalariado Sector Privado","Valdivia","p141",2011,236943.353114856
"295","Hombre","Asalariado Sector Privado","Valdivia","p141",2012,275644.2293283
"296","Hombre","Asalariado Sector Privado","Valdivia","p141",2013,298867.110231973
"297","Hombre","Asalariado Sector Privado","Valdivia","p141",2014,303544.098081596
"298","Hombre","Asalariado Sector Privado","Valdivia","p141",2015,341411.775776385
"299","Hombre","Asalariado Sector Privado","Valparaíso","p51",2010,238835.675282699
"300","Hombre","Asalariado Sector Privado","Valparaíso","p51",2011,289073.046911723
"301","Hombre","Asalariado Sector Privado","Valparaíso","p51",2012,300000
"302","Hombre","Asalariado Sector Privado","Valparaíso","p51",2013,350000
"303","Hombre","Asalariado Sector Privado","Valparaíso","p51",2014,369942.096818964
"304","Hombre","Asalariado Sector Privado","Valparaíso","p51",2015,400000
"305","Hombre","Asalariado Sector Privado",NA,NA,2010,179927.486886372
"306","Hombre","Asalariado Sector Privado",NA,NA,2011,221222.21565047
"307","Hombre","Asalariado Sector Privado",NA,NA,2012,200774.364852749
"308","Hombre","Asalariado Sector Público","Antofagasta","p21",2010,419689.966682445
"309","Hombre","Asalariado Sector Público","Antofagasta","p21",2011,502416.60348749
"310","Hombre","Asalariado Sector Público","Antofagasta","p21",2012,804361.73023541
"311","Hombre","Asalariado Sector Público","Antofagasta","p21",2013,600000
"312","Hombre","Asalariado Sector Público","Antofagasta","p21",2014,588510.340087235
"313","Hombre","Asalariado Sector Público","Antofagasta","p21",2015,600862.577476044
"314","Hombre","Asalariado Sector Público","Arauco","p82",2010,269756.263852293
"315","Hombre","Asalariado Sector Público","Arauco","p82",2011,222020.513672157
"316","Hombre","Asalariado Sector Público","Arauco","p82",2012,275158.282495615
"317","Hombre","Asalariado Sector Público","Arauco","p82",2013,294203.98296028
"318","Hombre","Asalariado Sector Público","Arauco","p82",2014,386564.646524699
"319","Hombre","Asalariado Sector Público","Arauco","p82",2015,311234.452671896
"320","Hombre","Asalariado Sector Público","Arica","p151",2010,420411.039342336
"321","Hombre","Asalariado Sector Público","Arica","p151",2011,447351.05389415
"322","Hombre","Asalariado Sector Público","Arica","p151",2012,488402.864959056
"323","Hombre","Asalariado Sector Público","Arica","p151",2013,597734.220463945
"324","Hombre","Asalariado Sector Público","Arica","p151",2014,589271.316804506
"325","Hombre","Asalariado Sector Público","Arica","p151",2015,600162.366949308
"326","Hombre","Asalariado Sector Público","Aysén","p112",2010,640937.636994086
"327","Hombre","Asalariado Sector Público","Aysén","p112",2011,899544.724605438
"328","Hombre","Asalariado Sector Público","Aysén","p112",2012,820814.925744893
"329","Hombre","Asalariado Sector Público","Aysén","p112",2013,899796.006524192
"330","Hombre","Asalariado Sector Público","Aysén","p112",2014,628250.840789442
"331","Hombre","Asalariado Sector Público","Aysén","p112",2015,936861.848208901
"332","Hombre","Asalariado Sector Público","Bíobío","p83",2010,230052.094308222
"333","Hombre","Asalariado Sector Público","Bíobío","p83",2011,399218.438674332
"334","Hombre","Asalariado Sector Público","Bíobío","p83",2012,479050.10739492
"335","Hombre","Asalariado Sector Público","Bíobío","p83",2013,314935.594107632
"336","Hombre","Asalariado Sector Público","Bíobío","p83",2014,619736.515436848
"337","Hombre","Asalariado Sector Público","Bíobío","p83",2015,591599.93200814
"338","Hombre","Asalariado Sector Público","Cachapoal","p61",2010,679145.027580737
"339","Hombre","Asalariado Sector Público","Cachapoal","p61",2011,510164.547730377
"340","Hombre","Asalariado Sector Público","Cachapoal","p61",2012,522200.655596587
"341","Hombre","Asalariado Sector Público","Cachapoal","p61",2013,562758.070598378
"342","Hombre","Asalariado Sector Público","Cachapoal","p61",2014,499906.244140259
"343","Hombre","Asalariado Sector Público","Cachapoal","p61",2015,731402.081512188
"344","Hombre","Asalariado Sector Público","Capitán Prat","p113",2010,843320.945214263
"345","Hombre","Asalariado Sector Público","Capitán Prat","p113",2011,877147.318704988
"346","Hombre","Asalariado Sector Público","Capitán Prat","p113",2012,690000
"347","Hombre","Asalariado Sector Público","Capitán Prat","p113",2013,530000
"348","Hombre","Asalariado Sector Público","Capitán Prat","p113",2014,923000
"349","Hombre","Asalariado Sector Público","Cardenal Caro","p62",2010,358694.963735519
"350","Hombre","Asalariado Sector Público","Cardenal Caro","p62",2011,410721.375333866
"351","Hombre","Asalariado Sector Público","Cardenal Caro","p62",2012,502167.275125043
"352","Hombre","Asalariado Sector Público","Cardenal Caro","p62",2013,344601.841592153
"353","Hombre","Asalariado Sector Público","Cardenal Caro","p62",2014,500000
"354","Hombre","Asalariado Sector Público","Cardenal Caro","p62",2015,426956.410710332
"355","Hombre","Asalariado Sector Público","Cauquenes","p72",2010,219917.635606981
"356","Hombre","Asalariado Sector Público","Cauquenes","p72",2011,200000
"357","Hombre","Asalariado Sector Público","Cauquenes","p72",2012,324340.724175017
"358","Hombre","Asalariado Sector Público","Cauquenes","p72",2013,394244.851373989
"359","Hombre","Asalariado Sector Público","Cauquenes","p72",2014,411140.382610246
"360","Hombre","Asalariado Sector Público","Cauquenes","p72",2015,351385.470849173
"361","Hombre","Asalariado Sector Público","Cautín","p91",2010,514261.407647124
"362","Hombre","Asalariado Sector Público","Cautín","p91",2011,581587.566240096
"363","Hombre","Asalariado Sector Público","Cautín","p91",2012,619726.282662757
"364","Hombre","Asalariado Sector Público","Cautín","p91",2013,600456.744669081
"365","Hombre","Asalariado Sector Público","Cautín","p91",2014,686788.942145529
