"","sex","geography_name","geography_id","year","lb_weighted_median"
"143","Hombre","Carahue","29",2010,67180
"144","Hombre","Carahue","29",2011,60120
"145","Hombre","Carahue","29",2012,64465
"146","Hombre","Carahue","29",2013,74480
"147","Hombre","Carahue","29",2014,94189
"148","Hombre","Carahue","29",2015,92682
"149","Hombre","Cartagena","30",2010,151287
"150","Hombre","Cartagena","30",2011,178428
"151","Hombre","Cartagena","30",2012,198265
"152","Hombre","Cartagena","30",2013,199245
"153","Hombre","Cartagena","30",2014,79985
"154","Hombre","Cartagena","30",2015,240065
"155","Hombre","Casablanca","31",2010,219850
"156","Hombre","Casablanca","31",2011,185206
"157","Hombre","Casablanca","31",2012,120541
"158","Hombre","Casablanca","31",2014,194380
"159","Hombre","Casablanca","31",2015,321304
"160","Hombre","Castro","32",2010,146700
"161","Hombre","Castro","32",2011,219297
"162","Hombre","Castro","32",2012,222373
"163","Hombre","Castro","32",2013,250339
"164","Hombre","Castro","32",2014,248730
"165","Hombre","Castro","32",2015,274763
"166","Hombre","Catemu","33",2010,177845
"167","Hombre","Catemu","33",2011,229265
"168","Hombre","Catemu","33",2012,271421
"169","Hombre","Catemu","33",2013,301747
"170","Hombre","Catemu","33",2014,301471
"171","Hombre","Catemu","33",2015,300332
"172","Hombre","Cauquenes","34",2010,150028
"173","Hombre","Cauquenes","34",2011,179470
"174","Hombre","Cauquenes","34",2012,193870
"175","Hombre","Cauquenes","34",2013,209207
"176","Hombre","Cauquenes","34",2014,219086
"177","Hombre","Cauquenes","34",2015,215929
"178","Hombre","Cerrillos","35",2010,199863
"179","Hombre","Cerrillos","35",2011,250000
"180","Hombre","Cerrillos","35",2012,277899
"181","Hombre","Cerrillos","35",2013,298913
"182","Hombre","Cerrillos","35",2014,276687
"183","Hombre","Cerrillos","35",2015,292500
"184","Hombre","Cerro Navia","36",2010,199863
"185","Hombre","Cerro Navia","36",2011,240749
"186","Hombre","Cerro Navia","36",2012,251259
"187","Hombre","Cerro Navia","36",2013,257203
"188","Hombre","Cerro Navia","36",2014,303127
"189","Hombre","Cerro Navia","36",2015,302438
"190","Hombre","Chañaral","39",2010,272076
"191","Hombre","Chañaral","39",2011,265924
"192","Hombre","Chañaral","39",2012,280494
"193","Hombre","Chañaral","39",2013,350474
"194","Hombre","Chañaral","39",2014,208392
"195","Hombre","Chañaral","39",2015,386894
"196","Hombre","Chanco","38",2010,100098
"197","Hombre","Chanco","38",2011,151310
"198","Hombre","Chanco","38",2012,199787
"199","Hombre","Chanco","38",2013,210285
"200","Hombre","Chanco","38",2014,192526
"201","Hombre","Chanco","38",2015,241732
"202","Hombre","Chépica","40",2010,172518
"203","Hombre","Chépica","40",2011,171108
"204","Hombre","Chépica","40",2012,180000
"205","Hombre","Chépica","40",2013,100136
"206","Hombre","Chépica","40",2014,206165
"207","Hombre","Chépica","40",2015,116846
"208","Hombre","Chiguayante","41",2010,213629
"209","Hombre","Chiguayante","41",2011,217340
"210","Hombre","Chiguayante","41",2012,247335
"211","Hombre","Chiguayante","41",2013,298867
"212","Hombre","Chiguayante","41",2014,269640
"213","Hombre","Chiguayante","41",2015,297058
"214","Hombre","Chile Chico","42",2010,160157
"215","Hombre","Chile Chico","42",2011,262324
"216","Hombre","Chile Chico","42",2012,382136
"217","Hombre","Chile Chico","42",2013,298867
"218","Hombre","Chile Chico","42",2014,233439
"219","Hombre","Chile Chico","42",2015,250747
"220","Hombre","Chillán","43",2010,200000
"221","Hombre","Chillán","43",2011,251208
"222","Hombre","Chillán","43",2012,248641
"223","Hombre","Chillán","43",2013,270049
"224","Hombre","Chillán","43",2014,270857
"225","Hombre","Chillán","43",2015,301139
"226","Hombre","Chillán Viejo","44",2010,200140
"227","Hombre","Chillán Viejo","44",2011,180000
"228","Hombre","Chillán Viejo","44",2012,210483
"229","Hombre","Chillán Viejo","44",2013,223224
"230","Hombre","Chillán Viejo","44",2014,249970
"231","Hombre","Chillán Viejo","44",2015,263366
"232","Hombre","Chimbarongo","45",2010,179877
"233","Hombre","Chimbarongo","45",2011,187028
"234","Hombre","Chimbarongo","45",2012,193870
"235","Hombre","Chimbarongo","45",2013,223522
"236","Hombre","Chimbarongo","45",2014,257828
"237","Hombre","Chimbarongo","45",2015,250032
"238","Hombre","Chonchi","47",2010,111396
"239","Hombre","Chonchi","47",2011,146158
"240","Hombre","Chonchi","47",2012,131302
"241","Hombre","Chonchi","47",2013,180000
"242","Hombre","Chonchi","47",2014,211098
"243","Hombre","Chonchi","47",2015,240000
"244","Hombre","Cisnes","48",2010,249829
"245","Hombre","Cisnes","48",2011,270845
"246","Hombre","Cisnes","48",2012,301636
"247","Hombre","Cisnes","48",2013,282979
"248","Hombre","Cisnes","48",2014,368665
"249","Hombre","Cisnes","48",2015,400108
"250","Hombre","Cochrane","51",2010,250133
"251","Hombre","Cochrane","51",2011,241564
"252","Hombre","Cochrane","51",2012,350000
"253","Hombre","Cochrane","51",2013,166125
"254","Hombre","Cochrane","51",2014,147500
"255","Hombre","Codegua","52",2010,180000
"256","Hombre","Codegua","52",2011,212666
"257","Hombre","Codegua","52",2012,205314
"258","Hombre","Codegua","52",2013,284570
"259","Hombre","Codegua","52",2014,291599
"260","Hombre","Codegua","52",2015,249552
"261","Hombre","Coelemu","53",2010,113922
"262","Hombre","Coelemu","53",2011,152735
"263","Hombre","Coelemu","53",2012,162614
"264","Hombre","Coelemu","53",2013,200764
"265","Hombre","Coelemu","53",2014,192667
"266","Hombre","Coelemu","53",2015,260101
"267","Hombre","Coihueco","55",2010,151525
"268","Hombre","Coihueco","55",2011,188140
"269","Hombre","Coihueco","55",2012,203213
"270","Hombre","Coihueco","55",2013,200160
"271","Hombre","Coihueco","55",2014,221958
"272","Hombre","Coihueco","55",2015,218015
"273","Hombre","Colbún","57",2010,157760
"274","Hombre","Colbún","57",2011,181418
"275","Hombre","Colbún","57",2012,200226
"276","Hombre","Colbún","57",2013,200012
"277","Hombre","Colbún","57",2014,250119
"278","Hombre","Colbún","57",2015,284142
"279","Hombre","Colina","59",2010,219665
"280","Hombre","Colina","59",2011,251208
"281","Hombre","Colina","59",2012,281574
"282","Hombre","Colina","59",2013,300000
"283","Hombre","Colina","59",2014,323335
"284","Hombre","Colina","59",2015,350095
"285","Hombre","Collipulli","60",2010,148567
"286","Hombre","Collipulli","60",2011,180833
"287","Hombre","Collipulli","60",2012,152626
"288","Hombre","Collipulli","60",2013,163000
"289","Hombre","Collipulli","60",2014,181725
"290","Hombre","Collipulli","60",2015,145927
"291","Hombre","Combarbalá","62",2010,149897
"292","Hombre","Combarbalá","62",2011,161121
"293","Hombre","Combarbalá","62",2012,189591
"294","Hombre","Combarbalá","62",2013,210000
"295","Hombre","Combarbalá","62",2014,209961
"296","Hombre","Combarbalá","62",2015,219105
"297","Hombre","Concepción","64",2010,220878
"298","Hombre","Concepción","64",2011,268793
"299","Hombre","Concepción","64",2012,256910
"300","Hombre","Concepción","64",2013,300367
"301","Hombre","Concepción","64",2014,299944
"302","Hombre","Concepción","64",2015,344850
"303","Hombre","Conchalí","65",2010,197064
"304","Hombre","Conchalí","65",2011,251208
"305","Hombre","Conchalí","65",2012,255810
"306","Hombre","Conchalí","65",2013,265341
"307","Hombre","Conchalí","65",2014,300000
"308","Hombre","Conchalí","65",2015,380000
"309","Hombre","Concón","63",2010,205499
"310","Hombre","Concón","63",2011,299041
"311","Hombre","Concón","63",2012,396732
"312","Hombre","Concón","63",2013,398489
"313","Hombre","Concón","63",2014,490530
"314","Hombre","Concón","63",2015,376453
"315","Hombre","Constitución","66",2010,215410
"316","Hombre","Constitución","66",2011,199361
"317","Hombre","Constitución","66",2012,225679
"318","Hombre","Constitución","66",2013,210000
"319","Hombre","Constitución","66",2014,243399
"320","Hombre","Constitución","66",2015,242141
"321","Hombre","Copiapó","68",2010,305443
"322","Hombre","Copiapó","68",2011,338085
"323","Hombre","Copiapó","68",2012,361564
"324","Hombre","Copiapó","68",2013,429135
"325","Hombre","Copiapó","68",2014,402955
"326","Hombre","Copiapó","68",2015,451234
"327","Hombre","Coquimbo","69",2010,236305
"328","Hombre","Coquimbo","69",2011,240000
"329","Hombre","Coquimbo","69",2012,300643
"330","Hombre","Coquimbo","69",2013,286081
"331","Hombre","Coquimbo","69",2014,326694
"332","Hombre","Coquimbo","69",2015,361674
"333","Hombre","Coronel","70",2010,239659
"334","Hombre","Coronel","70",2011,221198
"335","Hombre","Coronel","70",2012,227938
"336","Hombre","Coronel","70",2013,270876
"337","Hombre","Coronel","70",2014,280000
"338","Hombre","Coronel","70",2015,294120
"339","Hombre","Corral","71",2010,160000
"340","Hombre","Corral","71",2011,180000
"341","Hombre","Corral","71",2012,200000
"342","Hombre","Corral","71",2013,211189
"343","Hombre","Corral","71",2014,210000
"344","Hombre","Corral","71",2015,165600
"345","Hombre","Coyhaique","54",2010,279809
"346","Hombre","Coyhaique","54",2011,299041
"347","Hombre","Coyhaique","54",2012,300000
"348","Hombre","Coyhaique","54",2013,318602
"349","Hombre","Coyhaique","54",2014,349934
"350","Hombre","Coyhaique","54",2015,431646
"351","Hombre","Curacautín","73",2010,156196
"352","Hombre","Curacautín","73",2011,121468
"353","Hombre","Curacautín","73",2012,185276
"354","Hombre","Curacautín","73",2013,180098
"355","Hombre","Curacautín","73",2014,134973
"356","Hombre","Curacautín","73",2015,236887
"357","Hombre","Curacaví","74",2010,190000
"358","Hombre","Curacaví","74",2011,180000
"359","Hombre","Curacaví","74",2012,202000
"360","Hombre","Curaco de Vélez","75",2010,124642
"361","Hombre","Curaco de Vélez","75",2011,154432
"362","Hombre","Curaco de Vélez","75",2012,157035
"363","Hombre","Curaco de Vélez","75",2013,209207
"364","Hombre","Curaco de Vélez","75",2014,179988
"365","Hombre","Curaco de Vélez","75",2015,200000
"366","Hombre","Curanilahue","76",2010,204341
"367","Hombre","Curanilahue","76",2011,201230
"368","Hombre","Curanilahue","76",2012,201140
"369","Hombre","Curanilahue","76",2013,202885
"370","Hombre","Curanilahue","76",2014,260477
"371","Hombre","Curanilahue","76",2015,280782
"372","Hombre","Curarrehue","77",2010,30330
"373","Hombre","Curarrehue","77",2011,41795
"374","Hombre","Curarrehue","77",2012,50226
"375","Hombre","Curarrehue","77",2013,100944
"376","Hombre","Curarrehue","77",2014,32525
"377","Hombre","Curarrehue","77",2015,30008
"378","Hombre","Curicó","79",2010,200000
"379","Hombre","Curicó","79",2011,200967
"380","Hombre","Curicó","79",2012,231201
"381","Hombre","Curicó","79",2013,250026
"382","Hombre","Curicó","79",2014,259951
"383","Hombre","Curicó","79",2015,334475
"384","Hombre","Dalcahue","80",2010,47442
"385","Hombre","Dalcahue","80",2011,143438
"386","Hombre","Dalcahue","80",2012,50000
"387","Hombre","Dalcahue","80",2013,110000
"388","Hombre","Dalcahue","80",2014,100493
"389","Hombre","Dalcahue","80",2015,200000
"390","Hombre","Diego de Almagro","81",2010,327992
"391","Hombre","Diego de Almagro","81",2011,340000
"392","Hombre","Diego de Almagro","81",2012,334250
"393","Hombre","Diego de Almagro","81",2013,351464
"394","Hombre","Diego de Almagro","81",2014,439905
"395","Hombre","Diego de Almagro","81",2015,350020
"396","Hombre","Doñihue","82",2010,159891
"397","Hombre","Doñihue","82",2011,100483
"398","Hombre","Doñihue","82",2012,150843
"399","Hombre","Doñihue","82",2013,162595
"400","Hombre","Doñihue","82",2014,202085
"401","Hombre","Doñihue","82",2015,215876
"402","Hombre","El Bosque","83",2010,203455
"403","Hombre","El Bosque","83",2011,220204
"404","Hombre","El Bosque","83",2012,271218
"405","Hombre","El Bosque","83",2013,278943
"406","Hombre","El Bosque","83",2014,336056
"407","Hombre","El Bosque","83",2015,300081
"408","Hombre","El Monte","85",2010,171592
"409","Hombre","El Monte","85",2011,176790
"410","Hombre","El Monte","85",2012,212581
"411","Hombre","El Monte","85",2013,220298
"412","Hombre","El Monte","85",2014,256597
"413","Hombre","El Monte","85",2015,300081
"414","Hombre","El Quisco","86",2010,127249
"415","Hombre","El Quisco","86",2011,200967
"416","Hombre","El Quisco","86",2012,150843
"417","Hombre","El Quisco","86",2013,150203
"418","Hombre","El Quisco","86",2014,181876
"419","Hombre","El Quisco","86",2015,200815
"420","Hombre","El Tabo","87",2010,157302
"421","Hombre","El Tabo","87",2011,170000
"422","Hombre","El Tabo","87",2012,190000
"423","Hombre","El Tabo","87",2013,122500
"424","Hombre","El Tabo","87",2014,140000
"425","Hombre","El Tabo","87",2015,220000
"426","Hombre","Empedrado","88",2010,140657
"427","Hombre","Empedrado","88",2011,89214
"428","Hombre","Empedrado","88",2012,177786
"429","Hombre","Empedrado","88",2013,209207
"430","Hombre","Empedrado","88",2014,99981
"431","Hombre","Empedrado","88",2015,215058
"432","Hombre","Estación Central","90",2010,200196
"433","Hombre","Estación Central","90",2011,234381
"434","Hombre","Estación Central","90",2012,262014
"435","Hombre","Estación Central","90",2013,300407
"436","Hombre","Estación Central","90",2014,309874
"437","Hombre","Estación Central","90",2015,320966
"438","Hombre","Florida","91",2010,170075
"439","Hombre","Florida","91",2011,173335
"440","Hombre","Florida","91",2012,190270
"441","Hombre","Florida","91",2013,208236
"442","Hombre","Florida","91",2014,205356
"443","Hombre","Florida","91",2015,225164
"444","Hombre","Freire","92",2010,100454
"445","Hombre","Freire","92",2011,153304
"446","Hombre","Freire","92",2012,175714
"447","Hombre","Freire","92",2013,163605
"448","Hombre","Freire","92",2014,186017
"449","Hombre","Freire","92",2015,204744
"450","Hombre","Freirina","93",2010,198000
"451","Hombre","Freirina","93",2011,194750
"452","Hombre","Freirina","93",2012,200000
"453","Hombre","Freirina","93",2013,230000
"454","Hombre","Freirina","93",2014,200987
"455","Hombre","Freirina","93",2015,125408
"456","Hombre","Fresia","94",2010,135399
"457","Hombre","Fresia","94",2011,153624
"458","Hombre","Fresia","94",2012,112625
"459","Hombre","Fresia","94",2013,170389
"460","Hombre","Fresia","94",2014,95990
"461","Hombre","Fresia","94",2015,145398
"462","Hombre","Frutillar","95",2010,190604
"463","Hombre","Frutillar","95",2011,182208
"464","Hombre","Frutillar","95",2012,227049
"465","Hombre","Frutillar","95",2013,72098
"466","Hombre","Frutillar","95",2014,200960
"467","Hombre","Frutillar","95",2015,251018
"468","Hombre","Futrono","97",2010,170883
"469","Hombre","Futrono","97",2011,52831
"470","Hombre","Futrono","97",2012,185834
"471","Hombre","Galvarino","98",2010,53300
"472","Hombre","Galvarino","98",2011,15045
"473","Hombre","Galvarino","98",2012,11694
"474","Hombre","Galvarino","98",2013,90000
"475","Hombre","Galvarino","98",2014,43786
"476","Hombre","Galvarino","98",2015,104208
"477","Hombre","General Lagos","99",2010,40039
"478","Hombre","General Lagos","99",2013,111062
"479","Hombre","General Lagos","99",2014,60951
"480","Hombre","General Lagos","99",2015,40000
"481","Hombre","Gorbea","100",2010,39557
"482","Hombre","Gorbea","100",2011,50975
"483","Hombre","Gorbea","100",2012,110496
"484","Hombre","Gorbea","100",2013,214188
"485","Hombre","Gorbea","100",2014,100464
"486","Hombre","Gorbea","100",2015,290078
"487","Hombre","Graneros","101",2010,194810
"488","Hombre","Graneros","101",2011,240000
"489","Hombre","Graneros","101",2012,239438
"490","Hombre","Graneros","101",2013,213577
"491","Hombre","Graneros","101",2014,262157
"492","Hombre","Graneros","101",2015,324910
"493","Hombre","Hijuelas","103",2010,164887
"494","Hombre","Hijuelas","103",2011,154835
"495","Hombre","Hijuelas","103",2012,160826
"496","Hombre","Hijuelas","103",2013,199245
"497","Hombre","Hijuelas","103",2014,216200
"498","Hombre","Hijuelas","103",2015,147959
"499","Hombre","Hualañé","105",2010,100098
"500","Hombre","Hualañé","105",2011,148018
"501","Hombre","Hualañé","105",2012,177441
"502","Hombre","Hualañé","105",2013,240325
"503","Hombre","Hualañé","105",2014,222293
"504","Hombre","Hualañé","105",2015,181174
"505","Hombre","Hualpén","106",2010,200000
"506","Hombre","Hualpén","106",2011,200336
"507","Hombre","Hualpén","106",2012,285031
"508","Hombre","Hualpén","106",2013,252134
"509","Hombre","Hualpén","106",2014,274320
"510","Hombre","Hualpén","106",2015,250033
"511","Hombre","Hualqui","107",2010,140904
"512","Hombre","Hualqui","107",2011,181160
"513","Hombre","Hualqui","107",2012,163803
"514","Hombre","Hualqui","107",2013,102526
"515","Hombre","Hualqui","107",2014,202085
"516","Hombre","Hualqui","107",2015,300081
"517","Hombre","Huara","108",2010,95451
"518","Hombre","Huara","108",2011,118070
"519","Hombre","Huara","108",2012,70316
"520","Hombre","Huara","108",2013,59773
"521","Hombre","Huara","108",2014,202085
"522","Hombre","Huara","108",2015,361467
"523","Hombre","Huasco","109",2010,240235
"524","Hombre","Huasco","109",2011,226921
"525","Hombre","Huasco","109",2012,250000
"526","Hombre","Huasco","109",2013,210285
"527","Hombre","Huasco","109",2014,299368
"528","Hombre","Huasco","109",2015,363947
"529","Hombre","Huechuraba","110",2010,219371
"530","Hombre","Huechuraba","110",2011,199361
"531","Hombre","Huechuraba","110",2012,273189
"532","Hombre","Huechuraba","110",2013,279445
"533","Hombre","Huechuraba","110",2014,299944
"534","Hombre","Huechuraba","110",2015,350095
"535","Hombre","Illapel","111",2010,180000
"536","Hombre","Illapel","111",2011,180000
"537","Hombre","Illapel","111",2012,203384
"538","Hombre","Illapel","111",2013,244408
"539","Hombre","Illapel","111",2014,300000
"540","Hombre","Illapel","111",2015,350002
"541","Hombre","Independencia","112",2010,249044
"542","Hombre","Independencia","112",2011,281353
"543","Hombre","Independencia","112",2012,224254
"544","Hombre","Independencia","112",2013,317464
"545","Hombre","Independencia","112",2014,339928
"546","Hombre","Independencia","112",2015,288833
"547","Hombre","Iquique","113",2010,300895
"548","Hombre","Iquique","113",2011,348881
"549","Hombre","Iquique","113",2012,402248
"550","Hombre","Iquique","113",2013,400000
"551","Hombre","Iquique","113",2014,500000
"552","Hombre","Iquique","113",2015,450000
"553","Hombre","Isla de Maipo","114",2010,171947
"554","Hombre","Isla de Maipo","114",2011,186356
"555","Hombre","Isla de Maipo","114",2012,213000
"556","Hombre","Isla de Maipo","114",2013,249604
"557","Hombre","Isla de Maipo","114",2014,273159
"558","Hombre","Isla de Maipo","114",2015,290910
"559","Hombre","La Cisterna","117",2010,330117
"560","Hombre","La Cisterna","117",2011,257537
"561","Hombre","La Cisterna","117",2012,235470
"562","Hombre","La Cisterna","117",2013,352076
"563","Hombre","La Cisterna","117",2014,352306
"564","Hombre","La Cisterna","117",2015,243894
"565","Hombre","La Cruz","118",2010,203387
"566","Hombre","La Cruz","118",2011,200000
"567","Hombre","La Cruz","118",2012,280117
"568","Hombre","La Cruz","118",2013,271934
"569","Hombre","La Cruz","118",2014,308179
"570","Hombre","La Cruz","118",2015,301091
"571","Hombre","La Estrella","119",2010,194949
"572","Hombre","La Estrella","119",2011,188141
"573","Hombre","La Estrella","119",2012,203178
"574","Hombre","La Estrella","119",2013,242189
"575","Hombre","La Estrella","119",2014,235376
"576","Hombre","La Estrella","119",2015,276143
"577","Hombre","La Florida","120",2010,261000
"578","Hombre","La Florida","120",2011,300000
"579","Hombre","La Florida","120",2012,344741
"580","Hombre","La Florida","120",2013,447253
"581","Hombre","La Florida","120",2014,449916
"582","Hombre","La Florida","120",2015,447370
"583","Hombre","La Granja","121",2010,188765
"584","Hombre","La Granja","121",2011,199235
"585","Hombre","La Granja","121",2012,195445
"586","Hombre","La Granja","121",2013,295226
"587","Hombre","La Granja","121",2014,303492
"588","Hombre","La Granja","121",2015,300081
"589","Hombre","La Higuera","122",2010,148091
"590","Hombre","La Higuera","122",2011,195534
"591","Hombre","La Higuera","122",2012,188397
"592","Hombre","La Higuera","122",2013,61127
"593","Hombre","La Higuera","122",2014,245949
"594","Hombre","La Higuera","122",2015,176857
"595","Hombre","La Ligua","123",2010,171882
"596","Hombre","La Ligua","123",2011,200509
"597","Hombre","La Ligua","123",2012,211180
"598","Hombre","La Ligua","123",2013,237417
"599","Hombre","La Ligua","123",2014,249975
"600","Hombre","La Ligua","123",2015,284688
"601","Hombre","La Pintana","124",2010,199961
"602","Hombre","La Pintana","124",2011,200525
"603","Hombre","La Pintana","124",2012,255445
"604","Hombre","La Pintana","124",2013,250000
"605","Hombre","La Pintana","124",2014,252793
"606","Hombre","La Pintana","124",2015,300000
"607","Hombre","La Reina","125",2010,663977
"608","Hombre","La Reina","125",2011,511631
"609","Hombre","La Reina","125",2012,538408
"610","Hombre","La Reina","125",2013,635398
"611","Hombre","La Reina","125",2014,424027
"612","Hombre","La Reina","125",2015,655801
"613","Hombre","La Serena","126",2010,250000
"614","Hombre","La Serena","126",2011,299041
"615","Hombre","La Serena","126",2012,351763
"616","Hombre","La Serena","126",2013,348201
"617","Hombre","La Serena","126",2014,353051
"618","Hombre","La Serena","126",2015,383828
"619","Hombre","La Unión","127",2010,171882
"620","Hombre","La Unión","127",2011,152327
"621","Hombre","La Unión","127",2012,201117
"622","Hombre","La Unión","127",2013,193841
"623","Hombre","La Unión","127",2014,221232
"624","Hombre","La Unión","127",2015,239473
"625","Hombre","Laja","131",2010,190000
"626","Hombre","Laja","131",2011,181286
"627","Hombre","Laja","131",2012,190000
"628","Hombre","Laja","131",2013,218545
"629","Hombre","Laja","131",2014,382392
"630","Hombre","Laja","131",2015,234012
"631","Hombre","Lampa","346",2010,223143
"632","Hombre","Lampa","346",2011,193494
"633","Hombre","Lampa","346",2012,200058
"634","Hombre","Lampa","346",2013,229131
"635","Hombre","Lampa","346",2014,276524
"636","Hombre","Lampa","346",2015,257642
"637","Hombre","Lanco","132",2010,60059
"638","Hombre","Lanco","132",2011,100483
"639","Hombre","Lanco","132",2012,9176
