"","sex","icse","geography_name","geography_id","year","lb_weighted_median"
"41","Hombre","Asalariado Sector Privado","Capitán Prat","p113",2014,60000
"42","Hombre","Asalariado Sector Privado","Cardenal Caro","p62",2010,180000
"43","Hombre","Asalariado Sector Privado","Cardenal Caro","p62",2011,199361
"44","Hombre","Asalariado Sector Privado","Cardenal Caro","p62",2012,205886
"45","Hombre","Asalariado Sector Privado","Cardenal Caro","p62",2013,239094
"46","Hombre","Asalariado Sector Privado","Cardenal Caro","p62",2014,253445
"47","Hombre","Asalariado Sector Privado","Cardenal Caro","p62",2015,260016
"48","Hombre","Asalariado Sector Privado","Cauquenes","p72",2010,150147
"49","Hombre","Asalariado Sector Privado","Cauquenes","p72",2011,179121
"50","Hombre","Asalariado Sector Privado","Cauquenes","p72",2012,196096
"51","Hombre","Asalariado Sector Privado","Cauquenes","p72",2013,210000
"52","Hombre","Asalariado Sector Privado","Cauquenes","p72",2014,220186
"53","Hombre","Asalariado Sector Privado","Cauquenes","p72",2015,220044
"54","Hombre","Asalariado Sector Privado","Cautín","p91",2010,197193
"55","Hombre","Asalariado Sector Privado","Cautín","p91",2011,214966
"56","Hombre","Asalariado Sector Privado","Cautín","p91",2012,250000
"57","Hombre","Asalariado Sector Privado","Cautín","p91",2013,243826
"58","Hombre","Asalariado Sector Privado","Cautín","p91",2014,264972
"59","Hombre","Asalariado Sector Privado","Cautín","p91",2015,301106
"60","Hombre","Asalariado Sector Privado","Chacabuco","p133",2010,227442
"61","Hombre","Asalariado Sector Privado","Chacabuco","p133",2011,240208
"62","Hombre","Asalariado Sector Privado","Chacabuco","p133",2012,269986
"63","Hombre","Asalariado Sector Privado","Chacabuco","p133",2013,278943
"64","Hombre","Asalariado Sector Privado","Chacabuco","p133",2014,323335
"65","Hombre","Asalariado Sector Privado","Chacabuco","p133",2015,349675
"66","Hombre","Asalariado Sector Privado","Chañaral","p32",2010,281219
"67","Hombre","Asalariado Sector Privado","Chañaral","p32",2011,391885
"68","Hombre","Asalariado Sector Privado","Chañaral","p32",2012,350755
"69","Hombre","Asalariado Sector Privado","Chañaral","p32",2013,357334
"70","Hombre","Asalariado Sector Privado","Chañaral","p32",2014,413348
"71","Hombre","Asalariado Sector Privado","Chañaral","p32",2015,362174
"72","Hombre","Asalariado Sector Privado","Chiloé","p102",2010,185907
"73","Hombre","Asalariado Sector Privado","Chiloé","p102",2011,218500
"74","Hombre","Asalariado Sector Privado","Chiloé","p102",2012,207698
"75","Hombre","Asalariado Sector Privado","Chiloé","p102",2013,272757
"76","Hombre","Asalariado Sector Privado","Chiloé","p102",2014,255160
"77","Hombre","Asalariado Sector Privado","Chiloé","p102",2015,283246
"78","Hombre","Asalariado Sector Privado","Choapa","p42",2010,252879
"79","Hombre","Asalariado Sector Privado","Choapa","p42",2011,259169
"80","Hombre","Asalariado Sector Privado","Choapa","p42",2012,283954
"81","Hombre","Asalariado Sector Privado","Choapa","p42",2013,310275
"82","Hombre","Asalariado Sector Privado","Choapa","p42",2014,323335
"83","Hombre","Asalariado Sector Privado","Choapa","p42",2015,326073
"84","Hombre","Asalariado Sector Privado","Colchagua","p63",2010,183365
"85","Hombre","Asalariado Sector Privado","Colchagua","p63",2011,200000
"86","Hombre","Asalariado Sector Privado","Colchagua","p63",2012,212491
"87","Hombre","Asalariado Sector Privado","Colchagua","p63",2013,243584
"88","Hombre","Asalariado Sector Privado","Colchagua","p63",2014,255005
"89","Hombre","Asalariado Sector Privado","Colchagua","p63",2015,276000
"90","Hombre","Asalariado Sector Privado","Concepción","p81",2010,231547
"91","Hombre","Asalariado Sector Privado","Concepción","p81",2011,250000
"92","Hombre","Asalariado Sector Privado","Concepción","p81",2012,260796
"93","Hombre","Asalariado Sector Privado","Concepción","p81",2013,300000
"94","Hombre","Asalariado Sector Privado","Concepción","p81",2014,300000
"95","Hombre","Asalariado Sector Privado","Concepción","p81",2015,350095
"96","Hombre","Asalariado Sector Privado","Copiapó","p31",2010,320000
"97","Hombre","Asalariado Sector Privado","Copiapó","p31",2011,325250
"98","Hombre","Asalariado Sector Privado","Copiapó","p31",2012,363640
"99","Hombre","Asalariado Sector Privado","Copiapó","p31",2013,441075
"100","Hombre","Asalariado Sector Privado","Copiapó","p31",2014,446136
"101","Hombre","Asalariado Sector Privado","Copiapó","p31",2015,450058
"102","Hombre","Asalariado Sector Privado","Cordillera","p152",2010,260028
"103","Hombre","Asalariado Sector Privado","Cordillera","p152",2011,251208
"104","Hombre","Asalariado Sector Privado","Cordillera","p152",2012,335944
"105","Hombre","Asalariado Sector Privado","Cordillera","p152",2013,333458
"106","Hombre","Asalariado Sector Privado","Cordillera","p152",2014,399961
"107","Hombre","Asalariado Sector Privado","Cordillera","p152",2015,420114
"108","Hombre","Asalariado Sector Privado","Coyhaique","p111",2010,221301
"109","Hombre","Asalariado Sector Privado","Coyhaique","p111",2011,259649
"110","Hombre","Asalariado Sector Privado","Coyhaique","p111",2012,251405
"111","Hombre","Asalariado Sector Privado","Coyhaique","p111",2013,285000
"112","Hombre","Asalariado Sector Privado","Coyhaique","p111",2014,295944
"113","Hombre","Asalariado Sector Privado","Coyhaique","p111",2015,361045
"114","Hombre","Asalariado Sector Privado","Curicó","p73",2010,181042
"115","Hombre","Asalariado Sector Privado","Curicó","p73",2011,183886
"116","Hombre","Asalariado Sector Privado","Curicó","p73",2012,218061
"117","Hombre","Asalariado Sector Privado","Curicó","p73",2013,247748
"118","Hombre","Asalariado Sector Privado","Curicó","p73",2014,250000
"119","Hombre","Asalariado Sector Privado","Curicó","p73",2015,300000
"120","Hombre","Asalariado Sector Privado","El Loa","p22",2010,375627
"121","Hombre","Asalariado Sector Privado","El Loa","p22",2011,400000
"122","Hombre","Asalariado Sector Privado","El Loa","p22",2012,540000
"123","Hombre","Asalariado Sector Privado","El Loa","p22",2013,599999
"124","Hombre","Asalariado Sector Privado","El Loa","p22",2014,500215
"125","Hombre","Asalariado Sector Privado","El Loa","p22",2015,524820
"126","Hombre","Asalariado Sector Privado","Elqui","p41",2010,249829
"127","Hombre","Asalariado Sector Privado","Elqui","p41",2011,250000
"128","Hombre","Asalariado Sector Privado","Elqui","p41",2012,331205
"129","Hombre","Asalariado Sector Privado","Elqui","p41",2013,343002
"130","Hombre","Asalariado Sector Privado","Elqui","p41",2014,353648
"131","Hombre","Asalariado Sector Privado","Elqui","p41",2015,350692
"132","Hombre","Asalariado Sector Privado","General Carrera","p114",2010,182016
"133","Hombre","Asalariado Sector Privado","General Carrera","p114",2011,251208
"134","Hombre","Asalariado Sector Privado","General Carrera","p114",2012,382136
"135","Hombre","Asalariado Sector Privado","General Carrera","p114",2013,388647
"136","Hombre","Asalariado Sector Privado","General Carrera","p114",2014,302287
"137","Hombre","Asalariado Sector Privado","General Carrera","p114",2015,342031
"138","Hombre","Asalariado Sector Privado","Huasco","p33",2010,206147
"139","Hombre","Asalariado Sector Privado","Huasco","p33",2011,271140
"140","Hombre","Asalariado Sector Privado","Huasco","p33",2012,260000
"141","Hombre","Asalariado Sector Privado","Huasco","p33",2013,300000
"142","Hombre","Asalariado Sector Privado","Huasco","p33",2014,325177
"143","Hombre","Asalariado Sector Privado","Huasco","p33",2015,344676
"144","Hombre","Asalariado Sector Privado","Iquique","p11",2010,299795
"145","Hombre","Asalariado Sector Privado","Iquique","p11",2011,320605
"146","Hombre","Asalariado Sector Privado","Iquique","p11",2012,351967
"147","Hombre","Asalariado Sector Privado","Iquique","p11",2013,400165
"148","Hombre","Asalariado Sector Privado","Iquique","p11",2014,482376
"149","Hombre","Asalariado Sector Privado","Iquique","p11",2015,408984
"150","Hombre","Asalariado Sector Privado","Limarí","p43",2010,200081
"151","Hombre","Asalariado Sector Privado","Limarí","p43",2011,188315
"152","Hombre","Asalariado Sector Privado","Limarí","p43",2012,240590
"153","Hombre","Asalariado Sector Privado","Limarí","p43",2013,280455
"154","Hombre","Asalariado Sector Privado","Limarí","p43",2014,293023
"155","Hombre","Asalariado Sector Privado","Limarí","p43",2015,287825
"156","Hombre","Asalariado Sector Privado","Linares","p74",2010,164941
"157","Hombre","Asalariado Sector Privado","Linares","p74",2011,179425
"158","Hombre","Asalariado Sector Privado","Linares","p74",2012,198478
"159","Hombre","Asalariado Sector Privado","Linares","p74",2013,210000
"160","Hombre","Asalariado Sector Privado","Linares","p74",2014,227345
"161","Hombre","Asalariado Sector Privado","Linares","p74",2015,266672
"162","Hombre","Asalariado Sector Privado","Llanquihue","p101",2010,215234
"163","Hombre","Asalariado Sector Privado","Llanquihue","p101",2011,249580
"164","Hombre","Asalariado Sector Privado","Llanquihue","p101",2012,269506
"165","Hombre","Asalariado Sector Privado","Llanquihue","p101",2013,294231
"166","Hombre","Asalariado Sector Privado","Llanquihue","p101",2014,304173
"167","Hombre","Asalariado Sector Privado","Llanquihue","p101",2015,387630
"168","Hombre","Asalariado Sector Privado","Los Andes","p53",2010,299795
"169","Hombre","Asalariado Sector Privado","Los Andes","p53",2011,298753
"170","Hombre","Asalariado Sector Privado","Los Andes","p53",2012,314921
"171","Hombre","Asalariado Sector Privado","Los Andes","p53",2013,346020
"172","Hombre","Asalariado Sector Privado","Los Andes","p53",2014,350000
"173","Hombre","Asalariado Sector Privado","Los Andes","p53",2015,351426
"174","Hombre","Asalariado Sector Privado","Magallanes","p121",2010,276280
"175","Hombre","Asalariado Sector Privado","Magallanes","p121",2011,300000
"176","Hombre","Asalariado Sector Privado","Magallanes","p121",2012,301353
"177","Hombre","Asalariado Sector Privado","Magallanes","p121",2013,377466
"178","Hombre","Asalariado Sector Privado","Magallanes","p121",2014,367511
"179","Hombre","Asalariado Sector Privado","Magallanes","p121",2015,381077
"180","Hombre","Asalariado Sector Privado","Maipo","p134",2010,206885
"181","Hombre","Asalariado Sector Privado","Maipo","p134",2011,249580
"182","Hombre","Asalariado Sector Privado","Maipo","p134",2012,270811
"183","Hombre","Asalariado Sector Privado","Maipo","p134",2013,300000
"184","Hombre","Asalariado Sector Privado","Maipo","p134",2014,323157
"185","Hombre","Asalariado Sector Privado","Maipo","p134",2015,346259
"186","Hombre","Asalariado Sector Privado","Malleco","p92",2010,175000
"187","Hombre","Asalariado Sector Privado","Malleco","p92",2011,199361
"188","Hombre","Asalariado Sector Privado","Malleco","p92",2012,219995
"189","Hombre","Asalariado Sector Privado","Malleco","p92",2013,239094
"190","Hombre","Asalariado Sector Privado","Malleco","p92",2014,251238
"191","Hombre","Asalariado Sector Privado","Malleco","p92",2015,259582
"192","Hombre","Asalariado Sector Privado","Marga Marga","p58",2010,203571
"193","Hombre","Asalariado Sector Privado","Marga Marga","p58",2011,219297
"194","Hombre","Asalariado Sector Privado","Marga Marga","p58",2012,251128
"195","Hombre","Asalariado Sector Privado","Marga Marga","p58",2013,288960
"196","Hombre","Asalariado Sector Privado","Marga Marga","p58",2014,333439
"197","Hombre","Asalariado Sector Privado","Marga Marga","p58",2015,350000
"198","Hombre","Asalariado Sector Privado","Melipilla","p135",2010,179877
"199","Hombre","Asalariado Sector Privado","Melipilla","p135",2011,200000
"200","Hombre","Asalariado Sector Privado","Melipilla","p135",2012,211187
"201","Hombre","Asalariado Sector Privado","Melipilla","p135",2013,229131
"202","Hombre","Asalariado Sector Privado","Melipilla","p135",2014,263669
"203","Hombre","Asalariado Sector Privado","Melipilla","p135",2015,300081
"204","Hombre","Asalariado Sector Privado","Ñuble","p84",2010,171898
"205","Hombre","Asalariado Sector Privado","Ñuble","p84",2011,200000
"206","Hombre","Asalariado Sector Privado","Ñuble","p84",2012,203904
"207","Hombre","Asalariado Sector Privado","Ñuble","p84",2013,221457
"208","Hombre","Asalariado Sector Privado","Ñuble","p84",2014,239976
"209","Hombre","Asalariado Sector Privado","Ñuble","p84",2015,291498
"210","Hombre","Asalariado Sector Privado","Osorno","p103",2010,200196
"211","Hombre","Asalariado Sector Privado","Osorno","p103",2011,214967
"212","Hombre","Asalariado Sector Privado","Osorno","p103",2012,233985
"213","Hombre","Asalariado Sector Privado","Osorno","p103",2013,271242
"214","Hombre","Asalariado Sector Privado","Osorno","p103",2014,296466
"215","Hombre","Asalariado Sector Privado","Osorno","p103",2015,307807
"216","Hombre","Asalariado Sector Privado","Parinacota","p152",2011,147710
"217","Hombre","Asalariado Sector Privado","Parinacota","p152",2012,208140
"218","Hombre","Asalariado Sector Privado","Parinacota","p152",2013,89660
"219","Hombre","Asalariado Sector Privado","Parinacota","p152",2014,109979
"220","Hombre","Asalariado Sector Privado","Parinacota","p152",2015,20000
"221","Hombre","Asalariado Sector Privado","Petorca","p54",2010,180000
"222","Hombre","Asalariado Sector Privado","Petorca","p54",2011,231112
"223","Hombre","Asalariado Sector Privado","Petorca","p54",2012,242207
"224","Hombre","Asalariado Sector Privado","Petorca","p54",2013,250224
"225","Hombre","Asalariado Sector Privado","Petorca","p54",2014,249966
"226","Hombre","Asalariado Sector Privado","Petorca","p54",2015,300000
"227","Hombre","Asalariado Sector Privado","Quillota","p55",2010,176136
"228","Hombre","Asalariado Sector Privado","Quillota","p55",2011,199361
"229","Hombre","Asalariado Sector Privado","Quillota","p55",2012,241320
"230","Hombre","Asalariado Sector Privado","Quillota","p55",2013,280855
"231","Hombre","Asalariado Sector Privado","Quillota","p55",2014,331147
"232","Hombre","Asalariado Sector Privado","Quillota","p55",2015,295080
"233","Hombre","Asalariado Sector Privado","Ranco","p142",2010,172000
"234","Hombre","Asalariado Sector Privado","Ranco","p142",2011,181738
"235","Hombre","Asalariado Sector Privado","Ranco","p142",2012,221575
"236","Hombre","Asalariado Sector Privado","Ranco","p142",2013,230195
"237","Hombre","Asalariado Sector Privado","Ranco","p142",2014,224976
"238","Hombre","Asalariado Sector Privado","Ranco","p142",2015,290104
"239","Hombre","Asalariado Sector Privado","San Antonio","p56",2010,212795
"240","Hombre","Asalariado Sector Privado","San Antonio","p56",2011,202088
"241","Hombre","Asalariado Sector Privado","San Antonio","p56",2012,217991
"242","Hombre","Asalariado Sector Privado","San Antonio","p56",2013,250000
"243","Hombre","Asalariado Sector Privado","San Antonio","p56",2014,284002
"244","Hombre","Asalariado Sector Privado","San Antonio","p56",2015,345810
"245","Hombre","Asalariado Sector Privado","San Felipe","p57",2010,200196
"246","Hombre","Asalariado Sector Privado","San Felipe","p57",2011,238648
"247","Hombre","Asalariado Sector Privado","San Felipe","p57",2012,250601
"248","Hombre","Asalariado Sector Privado","San Felipe","p57",2013,298696
"249","Hombre","Asalariado Sector Privado","San Felipe","p57",2014,319415
"250","Hombre","Asalariado Sector Privado","San Felipe","p57",2015,303386
"251","Hombre","Asalariado Sector Privado","Santiago","p131",2010,280000
"252","Hombre","Asalariado Sector Privado","Santiago","p131",2011,301450
"253","Hombre","Asalariado Sector Privado","Santiago","p131",2012,350000
"254","Hombre","Asalariado Sector Privado","Santiago","p131",2013,398489
"255","Hombre","Asalariado Sector Privado","Santiago","p131",2014,396848
"256","Hombre","Asalariado Sector Privado","Santiago","p131",2015,401630
"257","Hombre","Asalariado Sector Privado","Talagante","p136",2010,199863
"258","Hombre","Asalariado Sector Privado","Talagante","p136",2011,236620
"259","Hombre","Asalariado Sector Privado","Talagante","p136",2012,270888
"260","Hombre","Asalariado Sector Privado","Talagante","p136",2013,270366
"261","Hombre","Asalariado Sector Privado","Talagante","p136",2014,309673
"262","Hombre","Asalariado Sector Privado","Talagante","p136",2015,350095
"263","Hombre","Asalariado Sector Privado","Talca","p71",2010,199510
"264","Hombre","Asalariado Sector Privado","Talca","p71",2011,199361
"265","Hombre","Asalariado Sector Privado","Talca","p71",2012,225250
"266","Hombre","Asalariado Sector Privado","Talca","p71",2013,272921
"267","Hombre","Asalariado Sector Privado","Talca","p71",2014,250000
"268","Hombre","Asalariado Sector Privado","Talca","p71",2015,273962
"269","Hombre","Asalariado Sector Privado","Tamarugal","p12",2010,150147
"270","Hombre","Asalariado Sector Privado","Tamarugal","p12",2011,265650
"271","Hombre","Asalariado Sector Privado","Tamarugal","p12",2012,332861
"272","Hombre","Asalariado Sector Privado","Tamarugal","p12",2013,298867
"273","Hombre","Asalariado Sector Privado","Tamarugal","p12",2014,363752
"274","Hombre","Asalariado Sector Privado","Tamarugal","p12",2015,301222
"275","Hombre","Asalariado Sector Privado","Tierra del Fuego","p123",2010,280649
"276","Hombre","Asalariado Sector Privado","Tierra del Fuego","p123",2011,185000
"277","Hombre","Asalariado Sector Privado","Tierra del Fuego","p123",2012,290000
"278","Hombre","Asalariado Sector Privado","Tierra del Fuego","p123",2013,250000
"279","Hombre","Asalariado Sector Privado","Tierra del Fuego","p123",2014,335597
"280","Hombre","Asalariado Sector Privado","Tierra del Fuego","p123",2015,350000
"281","Hombre","Asalariado Sector Privado","Tocopilla","p23",2010,299982
"282","Hombre","Asalariado Sector Privado","Tocopilla","p23",2011,250601
"283","Hombre","Asalariado Sector Privado","Tocopilla","p23",2012,354645
"284","Hombre","Asalariado Sector Privado","Tocopilla","p23",2013,398489
"285","Hombre","Asalariado Sector Privado","Tocopilla","p23",2014,350000
"286","Hombre","Asalariado Sector Privado","Tocopilla","p23",2015,350000
"287","Hombre","Asalariado Sector Privado","Última Esperanza","p124",2010,190459
"288","Hombre","Asalariado Sector Privado","Última Esperanza","p124",2011,186899
"289","Hombre","Asalariado Sector Privado","Última Esperanza","p124",2012,250000
"290","Hombre","Asalariado Sector Privado","Última Esperanza","p124",2013,280380
"291","Hombre","Asalariado Sector Privado","Última Esperanza","p124",2014,302212
"292","Hombre","Asalariado Sector Privado","Última Esperanza","p124",2015,374726
"293","Hombre","Asalariado Sector Privado","Valdivia","p141",2010,185065
"294","Hombre","Asalariado Sector Privado","Valdivia","p141",2011,221626
"295","Hombre","Asalariado Sector Privado","Valdivia","p141",2012,250280
"296","Hombre","Asalariado Sector Privado","Valdivia","p141",2013,274775
"297","Hombre","Asalariado Sector Privado","Valdivia","p141",2014,279294
"298","Hombre","Asalariado Sector Privado","Valdivia","p141",2015,300650
"299","Hombre","Asalariado Sector Privado","Valparaíso","p51",2010,219051
"300","Hombre","Asalariado Sector Privado","Valparaíso","p51",2011,262126
"301","Hombre","Asalariado Sector Privado","Valparaíso","p51",2012,274500
"302","Hombre","Asalariado Sector Privado","Valparaíso","p51",2013,315921
"303","Hombre","Asalariado Sector Privado","Valparaíso","p51",2014,338740
"304","Hombre","Asalariado Sector Privado","Valparaíso","p51",2015,365779
"305","Hombre","Asalariado Sector Privado",NA,NA,2010,138872
"306","Hombre","Asalariado Sector Privado",NA,NA,2011,181600
"307","Hombre","Asalariado Sector Privado",NA,NA,2012,156102
"308","Hombre","Asalariado Sector Público","Antofagasta","p21",2010,346920
"309","Hombre","Asalariado Sector Público","Antofagasta","p21",2011,365587
"310","Hombre","Asalariado Sector Público","Antofagasta","p21",2012,411620
"311","Hombre","Asalariado Sector Público","Antofagasta","p21",2013,494560
"312","Hombre","Asalariado Sector Público","Antofagasta","p21",2014,423750
"313","Hombre","Asalariado Sector Público","Antofagasta","p21",2015,547494
"314","Hombre","Asalariado Sector Público","Arauco","p82",2010,199999
"315","Hombre","Asalariado Sector Público","Arauco","p82",2011,179566
"316","Hombre","Asalariado Sector Público","Arauco","p82",2012,196222
"317","Hombre","Asalariado Sector Público","Arauco","p82",2013,227712
"318","Hombre","Asalariado Sector Público","Arauco","p82",2014,226769
"319","Hombre","Asalariado Sector Público","Arauco","p82",2015,236962
"320","Hombre","Asalariado Sector Público","Arica","p151",2010,358046
"321","Hombre","Asalariado Sector Público","Arica","p151",2011,384833
"322","Hombre","Asalariado Sector Público","Arica","p151",2012,407229
"323","Hombre","Asalariado Sector Público","Arica","p151",2013,498471
"324","Hombre","Asalariado Sector Público","Arica","p151",2014,424917
"325","Hombre","Asalariado Sector Público","Arica","p151",2015,524306
"326","Hombre","Asalariado Sector Público","Aysén","p112",2010,527613
"327","Hombre","Asalariado Sector Público","Aysén","p112",2011,730205
"328","Hombre","Asalariado Sector Público","Aysén","p112",2012,699776
"329","Hombre","Asalariado Sector Público","Aysén","p112",2013,718614
"330","Hombre","Asalariado Sector Público","Aysén","p112",2014,449992
"331","Hombre","Asalariado Sector Público","Aysén","p112",2015,676154
"332","Hombre","Asalariado Sector Público","Bíobío","p83",2010,185349
"333","Hombre","Asalariado Sector Público","Bíobío","p83",2011,251208
"334","Hombre","Asalariado Sector Público","Bíobío","p83",2012,273726
"335","Hombre","Asalariado Sector Público","Bíobío","p83",2013,260352
"336","Hombre","Asalariado Sector Público","Bíobío","p83",2014,450826
"337","Hombre","Asalariado Sector Público","Bíobío","p83",2015,350095
"338","Hombre","Asalariado Sector Público","Cachapoal","p61",2010,431663
"339","Hombre","Asalariado Sector Público","Cachapoal","p61",2011,432000
"340","Hombre","Asalariado Sector Público","Cachapoal","p61",2012,348367
"341","Hombre","Asalariado Sector Público","Cachapoal","p61",2013,420961
"342","Hombre","Asalariado Sector Público","Cachapoal","p61",2014,370000
"343","Hombre","Asalariado Sector Público","Cachapoal","p61",2015,501039
"344","Hombre","Asalariado Sector Público","Capitán Prat","p113",2010,642380
"345","Hombre","Asalariado Sector Público","Capitán Prat","p113",2011,445521
"346","Hombre","Asalariado Sector Público","Capitán Prat","p113",2012,455401
"347","Hombre","Asalariado Sector Público","Capitán Prat","p113",2013,515000
"348","Hombre","Asalariado Sector Público","Capitán Prat","p113",2014,585000
"349","Hombre","Asalariado Sector Público","Cardenal Caro","p62",2010,254297
"350","Hombre","Asalariado Sector Público","Cardenal Caro","p62",2011,199361
"351","Hombre","Asalariado Sector Público","Cardenal Caro","p62",2012,328372
"352","Hombre","Asalariado Sector Público","Cardenal Caro","p62",2013,270000
"353","Hombre","Asalariado Sector Público","Cardenal Caro","p62",2014,399925
"354","Hombre","Asalariado Sector Público","Cardenal Caro","p62",2015,354543
"355","Hombre","Asalariado Sector Público","Cauquenes","p72",2010,149056
"356","Hombre","Asalariado Sector Público","Cauquenes","p72",2011,178395
"357","Hombre","Asalariado Sector Público","Cauquenes","p72",2012,249747
"358","Hombre","Asalariado Sector Público","Cauquenes","p72",2013,315396
"359","Hombre","Asalariado Sector Público","Cauquenes","p72",2014,328868
"360","Hombre","Asalariado Sector Público","Cauquenes","p72",2015,279979
"361","Hombre","Asalariado Sector Público","Cautín","p91",2010,363656
"362","Hombre","Asalariado Sector Público","Cautín","p91",2011,388944
"363","Hombre","Asalariado Sector Público","Cautín","p91",2012,583996
"364","Hombre","Asalariado Sector Público","Cautín","p91",2013,421619
"365","Hombre","Asalariado Sector Público","Cautín","p91",2014,503378
"366","Hombre","Asalariado Sector Público","Cautín","p91",2015,429976
"367","Hombre","Asalariado Sector Público","Chacabuco","p133",2010,318112
"368","Hombre","Asalariado Sector Público","Chacabuco","p133",2011,234596
"369","Hombre","Asalariado Sector Público","Chacabuco","p133",2012,195523
"370","Hombre","Asalariado Sector Público","Chacabuco","p133",2013,418790
"371","Hombre","Asalariado Sector Público","Chacabuco","p133",2014,308325
"372","Hombre","Asalariado Sector Público","Chacabuco","p133",2015,404122
"373","Hombre","Asalariado Sector Público","Chañaral","p32",2010,383634
"374","Hombre","Asalariado Sector Público","Chañaral","p32",2011,318977
"375","Hombre","Asalariado Sector Público","Chañaral","p32",2012,288499
"376","Hombre","Asalariado Sector Público","Chañaral","p32",2013,420737
"377","Hombre","Asalariado Sector Público","Chañaral","p32",2014,201640
"378","Hombre","Asalariado Sector Público","Chañaral","p32",2015,572323
"379","Hombre","Asalariado Sector Público","Chiloé","p102",2010,248265
"380","Hombre","Asalariado Sector Público","Chiloé","p102",2011,307131
"381","Hombre","Asalariado Sector Público","Chiloé","p102",2012,385620
"382","Hombre","Asalariado Sector Público","Chiloé","p102",2013,348678
"383","Hombre","Asalariado Sector Público","Chiloé","p102",2014,654971
"384","Hombre","Asalariado Sector Público","Chiloé","p102",2015,500135
"385","Hombre","Asalariado Sector Público","Choapa","p42",2010,268827
"386","Hombre","Asalariado Sector Público","Choapa","p42",2011,221832
"387","Hombre","Asalariado Sector Público","Choapa","p42",2012,301686
"388","Hombre","Asalariado Sector Público","Choapa","p42",2013,498112
"389","Hombre","Asalariado Sector Público","Choapa","p42",2014,393991
"390","Hombre","Asalariado Sector Público","Choapa","p42",2015,360700
"391","Hombre","Asalariado Sector Público","Colchagua","p63",2010,283176
"392","Hombre","Asalariado Sector Público","Colchagua","p63",2011,385886
"393","Hombre","Asalariado Sector Público","Colchagua","p63",2012,478821
"394","Hombre","Asalariado Sector Público","Colchagua","p63",2013,355865
"395","Hombre","Asalariado Sector Público","Colchagua","p63",2014,393121
"396","Hombre","Asalariado Sector Público","Colchagua","p63",2015,421750
"397","Hombre","Asalariado Sector Público","Concepción","p81",2010,354633
"398","Hombre","Asalariado Sector Público","Concepción","p81",2011,386005
"399","Hombre","Asalariado Sector Público","Concepción","p81",2012,386860
"400","Hombre","Asalariado Sector Público","Concepción","p81",2013,370502
"401","Hombre","Asalariado Sector Público","Concepción","p81",2014,452212
