"","sex","isco","geography_name","geography_id","year","lb_weighted_median"
"26","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Andacollo","7",2015,12049
"27","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Angol","8",2010,80000
"28","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Angol","8",2011,67960
"29","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Angol","8",2012,70594
"30","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Angol","8",2013,83911
"31","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Angol","8",2014,75314
"32","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Angol","8",2015,73500
"33","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Antofagasta","9",2012,163568
"34","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Antofagasta","9",2013,69736
"35","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Antofagasta","9",2014,60000
"36","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Antofagasta","9",2015,330016
"37","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Antuco","10",2010,37142
"38","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Antuco","10",2011,41708
"39","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Antuco","10",2012,10045
"40","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Antuco","10",2013,50000
"41","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Antuco","10",2014,99981
"42","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Antuco","10",2015,60016
"43","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Arauco","11",2010,20000
"44","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Arauco","11",2011,30145
"45","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Arauco","11",2012,29024
"46","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Arauco","11",2013,99622
"47","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Arauco","11",2014,43452
"48","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Arauco","11",2015,100027
"49","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Arica","12",2010,166808
"50","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Arica","12",2011,174540
"51","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Arica","12",2012,199482
"52","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Arica","12",2013,246333
"53","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Arica","12",2014,259356
"54","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Arica","12",2015,331760
"55","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Aysén","13",2010,99932
"56","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Aysén","13",2011,176997
"57","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Aysén","13",2012,300000
"58","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Aysén","13",2013,179320
"59","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Aysén","13",2014,101192
"60","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Aysén","13",2015,209181
"61","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Buin","14",2010,39973
"62","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Buin","14",2011,64133
"63","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Buin","14",2012,40000
"64","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Buin","14",2013,200271
"65","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Buin","14",2014,99981
"66","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Bulnes","15",2010,238566
"67","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Bulnes","15",2011,151873
"68","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Bulnes","15",2012,114905
"69","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Bulnes","15",2013,88453
"70","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Bulnes","15",2014,95069
"71","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Bulnes","15",2015,165651
"72","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Cabildo","16",2010,40039
"73","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Cabildo","16",2011,211015
"74","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Cabildo","16",2012,251405
"75","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Cabildo","16",2013,206279
"76","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Cabildo","16",2014,359932
"77","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Cabildo","16",2015,265072
"78","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Cabrero","18",2010,575606
"79","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Cabrero","18",2012,200902
"80","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Cabrero","18",2013,199245
"81","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Cabrero","18",2014,159970
"82","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Cabrero","18",2015,24006
"83","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Calama","19",2010,250245
"84","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Calama","19",2011,105000
"85","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Calama","19",2012,220000
"86","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Calama","19",2014,170712
"87","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Calama","19",2015,200815
"88","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Calbuco","20",2010,105309
"89","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Calbuco","20",2011,129584
"90","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Calbuco","20",2012,80450
"91","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Calbuco","20",2013,95946
"92","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Calbuco","20",2014,56871
"93","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Calbuco","20",2015,110370
"94","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Caldera","21",2010,80000
"95","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Caldera","21",2011,239233
"96","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Caldera","21",2012,118800
"97","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Caldera","21",2013,210000
"98","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Caldera","21",2014,216829
"99","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Caldera","21",2015,260070
"100","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Calera","22",2010,99932
"101","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Calera","22",2011,164635
"102","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Calera","22",2012,193870
"103","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Calera","22",2013,120000
"104","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Calera","22",2014,222293
"105","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Calera","22",2015,300000
"106","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Calera de Tango","23",2013,333785
"107","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Calera de Tango","23",2014,202085
"108","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Calle Larga","24",2010,189870
"109","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Calle Larga","24",2011,116137
"110","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Calle Larga","24",2012,63298
"111","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Calle Larga","24",2013,19924
"112","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Calle Larga","24",2014,184150
"113","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Calle Larga","24",2015,230937
"114","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Camarones","25",2010,69393
"115","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Camarones","25",2011,77493
"116","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Camarones","25",2012,59608
"117","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Camarones","25",2013,32044
"118","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Canela","27",2010,77091
"119","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Canela","27",2011,58564
"120","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Canela","27",2012,19981
"121","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Canela","27",2013,35862
"122","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Canela","27",2014,16743
"123","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Canela","27",2015,68056
"124","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Cañete","28",2010,60302
"125","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Cañete","28",2011,65067
"126","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Cañete","28",2012,100451
"127","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Cañete","28",2013,90000
"128","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Cañete","28",2014,62306
"129","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Cañete","28",2015,100011
"130","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Carahue","29",2010,60735
"131","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Carahue","29",2011,52516
"132","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Carahue","29",2012,63883
"133","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Carahue","29",2013,42034
"134","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Carahue","29",2014,62957
"135","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Carahue","29",2015,51347
"136","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Cartagena","30",2010,27983
"137","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Casablanca","31",2014,262710
"138","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Castro","32",2010,74545
"139","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Castro","32",2011,80062
"140","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Castro","32",2012,41766
"141","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Castro","32",2013,95775
"142","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Castro","32",2014,87775
"143","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Castro","32",2015,199152
"144","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Catemu","33",2010,126842
"145","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Catemu","33",2011,70188
"146","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Catemu","33",2012,8045
"147","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Catemu","33",2013,200271
"148","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Catemu","33",2014,211036
"149","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Catemu","33",2015,86729
"150","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Cauquenes","34",2010,40121
"151","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Cauquenes","34",2011,90435
"152","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Cauquenes","34",2012,119602
"153","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Cauquenes","34",2013,93550
"154","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Cauquenes","34",2014,103933
"155","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Cauquenes","34",2015,165000
"156","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Cerrillos","35",2013,250000
"157","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Cerrillos","35",2014,80834
"158","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Cerro Navia","36",2010,199863
"159","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Cerro Navia","36",2011,181418
"160","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Cerro Navia","36",2012,160899
"161","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Cerro Navia","36",2014,121251
"162","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Chañaral","39",2010,122916
"163","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Chañaral","39",2012,90243
"164","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Chañaral","39",2014,101042
"165","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Chanco","38",2010,27744
"166","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Chanco","38",2011,42477
"167","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Chanco","38",2012,53938
"168","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Chanco","38",2013,60087
"169","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Chanco","38",2014,102362
"170","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Chanco","38",2015,126934
"171","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Chépica","40",2010,61100
"172","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Chépica","40",2011,81502
"173","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Chépica","40",2012,80789
"174","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Chépica","40",2013,92282
"175","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Chépica","40",2014,100000
"176","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Chépica","40",2015,30000
"177","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Chiguayante","41",2010,50000
"178","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Chiguayante","41",2011,80387
"179","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Chiguayante","41",2012,80192
"180","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Chiguayante","41",2014,202085
"181","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Chiguayante","41",2015,5001
"182","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Chile Chico","42",2010,121421
"183","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Chile Chico","42",2011,301450
"184","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Chile Chico","42",2012,110618
"185","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Chile Chico","42",2013,100136
"186","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Chile Chico","42",2014,151563
"187","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Chillán","43",2010,21332
"188","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Chillán","43",2011,45069
"189","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Chillán","43",2012,90392
"190","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Chillán","43",2013,37472
"191","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Chillán","43",2014,147328
"192","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Chillán","43",2015,152000
"193","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Chillán Viejo","44",2010,170000
"194","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Chillán Viejo","44",2011,40000
"195","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Chillán Viejo","44",2012,28126
"196","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Chillán Viejo","44",2013,30041
"197","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Chillán Viejo","44",2014,212535
"198","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Chillán Viejo","44",2015,46135
"199","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Chimbarongo","45",2010,141139
"200","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Chimbarongo","45",2011,173739
"201","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Chimbarongo","45",2012,116523
"202","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Chimbarongo","45",2013,125245
"203","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Chimbarongo","45",2014,139477
"204","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Chimbarongo","45",2015,83022
"205","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Chonchi","47",2010,50001
"206","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Chonchi","47",2011,60128
"207","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Chonchi","47",2012,56250
"208","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Chonchi","47",2013,39652
"209","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Chonchi","47",2014,103645
"210","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Chonchi","47",2015,180261
"211","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Cisnes","48",2010,183387
"212","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Cisnes","48",2011,183922
"213","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Cisnes","48",2012,249857
"214","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Cisnes","48",2013,164142
"215","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Cisnes","48",2014,261951
"216","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Cisnes","48",2015,128035
"217","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Cochrane","51",2010,125000
"218","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Cochrane","51",2011,133000
"219","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Cochrane","51",2012,63284
"220","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Codegua","52",2010,154894
"221","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Codegua","52",2011,125375
"222","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Codegua","52",2012,96169
"223","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Codegua","52",2013,20027
"224","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Codegua","52",2014,50521
"225","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Codegua","52",2015,83605
"226","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Coelemu","53",2010,35268
"227","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Coelemu","53",2011,129584
"228","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Coelemu","53",2012,35158
"229","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Coelemu","53",2013,59773
"230","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Coelemu","53",2014,29994
"231","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Coelemu","53",2015,100027
"232","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Coihueco","55",2010,301600
"233","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Coihueco","55",2011,24417
"234","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Coihueco","55",2012,231293
"235","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Coihueco","55",2013,25040
"236","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Coihueco","55",2014,25105
"237","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Coihueco","55",2015,35143
"238","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Colbún","57",2010,174880
"239","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Colbún","57",2011,33099
"240","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Colbún","57",2012,216381
"241","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Colbún","57",2013,84114
"242","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Colbún","57",2014,166700
"243","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Colbún","57",2015,83271
"244","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Colina","59",2010,130127
"245","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Colina","59",2011,114184
"246","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Colina","59",2012,200483
"247","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Colina","59",2013,170000
"248","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Colina","59",2014,228566
"249","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Colina","59",2015,166843
"250","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Collipulli","60",2010,9993
"251","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Collipulli","60",2011,41712
"252","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Collipulli","60",2012,54350
"253","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Collipulli","60",2013,30219
"254","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Collipulli","60",2014,42195
"255","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Collipulli","60",2015,32659
"256","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Combarbalá","62",2010,75784
"257","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Combarbalá","62",2011,16000
"258","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Combarbalá","62",2012,25113
"259","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Combarbalá","62",2013,115904
"260","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Combarbalá","62",2014,99981
"261","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Combarbalá","62",2015,105124
"262","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Concepción","64",2010,52053
"263","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Concepción","64",2011,18939
"264","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Concepción","64",2012,82342
"265","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Concepción","64",2013,159396
"266","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Concepción","64",2014,40168
"267","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Concepción","64",2015,142583
"268","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Conchalí","65",2010,300000
"269","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Conchalí","65",2012,10056
"270","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Conchalí","65",2013,62993
"271","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Conchalí","65",2014,79985
"272","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Conchalí","65",2015,35143
"273","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Concón","63",2010,50049
"274","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Concón","63",2011,452175
"275","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Concón","63",2012,125732
"276","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Concón","63",2013,124209
"277","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Concón","63",2015,200054
"278","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Constitución","66",2011,99680
"279","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Constitución","66",2012,85789
"280","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Constitución","66",2013,64598
"281","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Constitución","66",2014,75782
"282","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Constitución","66",2015,126034
"283","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Copiapó","68",2010,210206
"284","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Copiapó","68",2011,140000
"285","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Copiapó","68",2012,98667
"286","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Copiapó","68",2013,230670
