"","sex","company_size","geography_name","geography_id","year","ub_weighted_median"
"38","Hombre","Menos de 5","Capitán Prat","p113",2011,405746
"39","Hombre","Menos de 5","Capitán Prat","p113",2012,608076
"40","Hombre","Menos de 5","Capitán Prat","p113",2013,400000
"41","Hombre","Menos de 5","Capitán Prat","p113",2014,800000
"42","Hombre","Menos de 5","Cardenal Caro","p62",2010,169928
"43","Hombre","Menos de 5","Cardenal Caro","p62",2011,200000
"44","Hombre","Menos de 5","Cardenal Caro","p62",2012,201077
"45","Hombre","Menos de 5","Cardenal Caro","p62",2013,229630
"46","Hombre","Menos de 5","Cardenal Caro","p62",2014,277271
"47","Hombre","Menos de 5","Cardenal Caro","p62",2015,300672
"48","Hombre","Menos de 5","Cauquenes","p72",2010,151627
"49","Hombre","Menos de 5","Cauquenes","p72",2011,181418
"50","Hombre","Menos de 5","Cauquenes","p72",2012,200018
"51","Hombre","Menos de 5","Cauquenes","p72",2013,220157
"52","Hombre","Menos de 5","Cauquenes","p72",2014,219990
"53","Hombre","Menos de 5","Cauquenes","p72",2015,219626
"54","Hombre","Menos de 5","Cautín","p91",2010,130375
"55","Hombre","Menos de 5","Cautín","p91",2011,186632
"56","Hombre","Menos de 5","Cautín","p91",2012,168944
"57","Hombre","Menos de 5","Cautín","p91",2013,194263
"58","Hombre","Menos de 5","Cautín","p91",2014,216104
"59","Hombre","Menos de 5","Cautín","p91",2015,221801
"60","Hombre","Menos de 5","Chacabuco","p133",2010,234308
"61","Hombre","Menos de 5","Chacabuco","p133",2011,269031
"62","Hombre","Menos de 5","Chacabuco","p133",2012,273583
"63","Hombre","Menos de 5","Chacabuco","p133",2013,249056
"64","Hombre","Menos de 5","Chacabuco","p133",2014,303127
"65","Hombre","Menos de 5","Chacabuco","p133",2015,254604
"66","Hombre","Menos de 5","Chañaral","p32",2010,299795
"67","Hombre","Menos de 5","Chañaral","p32",2011,250000
"68","Hombre","Menos de 5","Chañaral","p32",2012,430979
"69","Hombre","Menos de 5","Chañaral","p32",2013,359714
"70","Hombre","Menos de 5","Chañaral","p32",2014,426725
"71","Hombre","Menos de 5","Chañaral","p32",2015,359084
"72","Hombre","Menos de 5","Chiloé","p102",2010,119961
"73","Hombre","Menos de 5","Chiloé","p102",2011,167632
"74","Hombre","Menos de 5","Chiloé","p102",2012,200000
"75","Hombre","Menos de 5","Chiloé","p102",2013,187416
"76","Hombre","Menos de 5","Chiloé","p102",2014,230000
"77","Hombre","Menos de 5","Chiloé","p102",2015,250068
"78","Hombre","Menos de 5","Choapa","p42",2010,180000
"79","Hombre","Menos de 5","Choapa","p42",2011,179675
"80","Hombre","Menos de 5","Choapa","p42",2012,200902
"81","Hombre","Menos de 5","Choapa","p42",2013,250339
"82","Hombre","Menos de 5","Choapa","p42",2014,279947
"83","Hombre","Menos de 5","Choapa","p42",2015,249860
"84","Hombre","Menos de 5","Colchagua","p63",2010,199886
"85","Hombre","Menos de 5","Colchagua","p63",2011,223284
"86","Hombre","Menos de 5","Colchagua","p63",2012,250000
"87","Hombre","Menos de 5","Colchagua","p63",2013,286598
"88","Hombre","Menos de 5","Colchagua","p63",2014,299944
"89","Hombre","Menos de 5","Colchagua","p63",2015,250120
"90","Hombre","Menos de 5","Concepción","p81",2010,199442
"91","Hombre","Menos de 5","Concepción","p81",2011,185787
"92","Hombre","Menos de 5","Concepción","p81",2012,200902
"93","Hombre","Menos de 5","Concepción","p81",2013,229131
"94","Hombre","Menos de 5","Concepción","p81",2014,227345
"95","Hombre","Menos de 5","Concepción","p81",2015,240538
"96","Hombre","Menos de 5","Copiapó","p31",2010,293834
"97","Hombre","Menos de 5","Copiapó","p31",2011,299041
"98","Hombre","Menos de 5","Copiapó","p31",2012,303676
"99","Hombre","Menos de 5","Copiapó","p31",2013,400000
"100","Hombre","Menos de 5","Copiapó","p31",2014,301728
"101","Hombre","Menos de 5","Copiapó","p31",2015,400057
"102","Hombre","Menos de 5","Cordillera","p152",2010,248601
"103","Hombre","Menos de 5","Cordillera","p152",2011,249882
"104","Hombre","Menos de 5","Cordillera","p152",2012,301372
"105","Hombre","Menos de 5","Cordillera","p152",2013,308482
"106","Hombre","Menos de 5","Cordillera","p152",2014,352857
"107","Hombre","Menos de 5","Cordillera","p152",2015,441583
"108","Hombre","Menos de 5","Coyhaique","p111",2010,292632
"109","Hombre","Menos de 5","Coyhaique","p111",2011,299607
"110","Hombre","Menos de 5","Coyhaique","p111",2012,281853
"111","Hombre","Menos de 5","Coyhaique","p111",2013,291629
"112","Hombre","Menos de 5","Coyhaique","p111",2014,300000
"113","Hombre","Menos de 5","Coyhaique","p111",2015,450000
"114","Hombre","Menos de 5","Curicó","p73",2010,200196
"115","Hombre","Menos de 5","Curicó","p73",2011,200000
"116","Hombre","Menos de 5","Curicó","p73",2012,217824
"117","Hombre","Menos de 5","Curicó","p73",2013,297211
"118","Hombre","Menos de 5","Curicó","p73",2014,293440
"119","Hombre","Menos de 5","Curicó","p73",2015,319020
"120","Hombre","Menos de 5","El Loa","p22",2010,328869
"121","Hombre","Menos de 5","El Loa","p22",2011,300000
"122","Hombre","Menos de 5","El Loa","p22",2012,382401
"123","Hombre","Menos de 5","El Loa","p22",2013,384544
"124","Hombre","Menos de 5","El Loa","p22",2014,454690
"125","Hombre","Menos de 5","El Loa","p22",2015,531024
"126","Hombre","Menos de 5","Elqui","p41",2010,210682
"127","Hombre","Menos de 5","Elqui","p41",2011,255594
"128","Hombre","Menos de 5","Elqui","p41",2012,311494
"129","Hombre","Menos de 5","Elqui","p41",2013,298867
"130","Hombre","Menos de 5","Elqui","p41",2014,303016
"131","Hombre","Menos de 5","Elqui","p41",2015,301222
"132","Hombre","Menos de 5","General Carrera","p114",2010,259822
"133","Hombre","Menos de 5","General Carrera","p114",2011,448089
"134","Hombre","Menos de 5","General Carrera","p114",2012,724047
"135","Hombre","Menos de 5","General Carrera","p114",2013,590034
"136","Hombre","Menos de 5","General Carrera","p114",2014,314738
"137","Hombre","Menos de 5","General Carrera","p114",2015,321304
"138","Hombre","Menos de 5","Huasco","p33",2010,180010
"139","Hombre","Menos de 5","Huasco","p33",2011,209005
"140","Hombre","Menos de 5","Huasco","p33",2012,211180
"141","Hombre","Menos de 5","Huasco","p33",2013,209623
"142","Hombre","Menos de 5","Huasco","p33",2014,251983
"143","Hombre","Menos de 5","Huasco","p33",2015,245829
"144","Hombre","Menos de 5","Iquique","p11",2010,290284
"145","Hombre","Menos de 5","Iquique","p11",2011,249201
"146","Hombre","Menos de 5","Iquique","p11",2012,301353
"147","Hombre","Menos de 5","Iquique","p11",2013,298867
"148","Hombre","Menos de 5","Iquique","p11",2014,392836
"149","Hombre","Menos de 5","Iquique","p11",2015,351186
"150","Hombre","Menos de 5","Limarí","p43",2010,200000
"151","Hombre","Menos de 5","Limarí","p43",2011,209170
"152","Hombre","Menos de 5","Limarí","p43",2012,200000
"153","Hombre","Menos de 5","Limarí","p43",2013,251609
"154","Hombre","Menos de 5","Limarí","p43",2014,232890
"155","Hombre","Menos de 5","Limarí","p43",2015,240000
"156","Hombre","Menos de 5","Linares","p74",2010,146476
"157","Hombre","Menos de 5","Linares","p74",2011,165643
"158","Hombre","Menos de 5","Linares","p74",2012,150713
"159","Hombre","Menos de 5","Linares","p74",2013,200000
"160","Hombre","Menos de 5","Linares","p74",2014,223542
"161","Hombre","Menos de 5","Linares","p74",2015,240074
"162","Hombre","Menos de 5","Llanquihue","p101",2010,237086
"163","Hombre","Menos de 5","Llanquihue","p101",2011,271305
"164","Hombre","Menos de 5","Llanquihue","p101",2012,224287
"165","Hombre","Menos de 5","Llanquihue","p101",2013,250208
"166","Hombre","Menos de 5","Llanquihue","p101",2014,301264
"167","Hombre","Menos de 5","Llanquihue","p101",2015,305631
"168","Hombre","Menos de 5","Los Andes","p53",2010,199935
"169","Hombre","Menos de 5","Los Andes","p53",2011,235435
"170","Hombre","Menos de 5","Los Andes","p53",2012,290324
"171","Hombre","Menos de 5","Los Andes","p53",2013,300105
"172","Hombre","Menos de 5","Los Andes","p53",2014,287095
"173","Hombre","Menos de 5","Los Andes","p53",2015,301222
"174","Hombre","Menos de 5","Magallanes","p121",2010,299831
"175","Hombre","Menos de 5","Magallanes","p121",2011,310000
"176","Hombre","Menos de 5","Magallanes","p121",2012,417316
"177","Hombre","Menos de 5","Magallanes","p121",2013,398734
"178","Hombre","Menos de 5","Magallanes","p121",2014,384685
"179","Hombre","Menos de 5","Magallanes","p121",2015,401336
"180","Hombre","Menos de 5","Maipo","p134",2010,200196
"181","Hombre","Menos de 5","Maipo","p134",2011,261074
"182","Hombre","Menos de 5","Maipo","p134",2012,259830
"183","Hombre","Menos de 5","Maipo","p134",2013,313721
"184","Hombre","Menos de 5","Maipo","p134",2014,307400
"185","Hombre","Menos de 5","Maipo","p134",2015,382795
"186","Hombre","Menos de 5","Malleco","p92",2010,129164
"187","Hombre","Menos de 5","Malleco","p92",2011,137625
"188","Hombre","Menos de 5","Malleco","p92",2012,150265
"189","Hombre","Menos de 5","Malleco","p92",2013,173606
"190","Hombre","Menos de 5","Malleco","p92",2014,211657
"191","Hombre","Menos de 5","Malleco","p92",2015,171094
"192","Hombre","Menos de 5","Marga Marga","p58",2010,205268
"193","Hombre","Menos de 5","Marga Marga","p58",2011,221804
"194","Hombre","Menos de 5","Marga Marga","p58",2012,201124
"195","Hombre","Menos de 5","Marga Marga","p58",2013,300407
"196","Hombre","Menos de 5","Marga Marga","p58",2014,353648
"197","Hombre","Menos de 5","Marga Marga","p58",2015,300000
"198","Hombre","Menos de 5","Melipilla","p135",2010,199863
"199","Hombre","Menos de 5","Melipilla","p135",2011,212435
"200","Hombre","Menos de 5","Melipilla","p135",2012,253810
"201","Hombre","Menos de 5","Melipilla","p135",2013,300576
"202","Hombre","Menos de 5","Melipilla","p135",2014,303042
"203","Hombre","Menos de 5","Melipilla","p135",2015,335792
"204","Hombre","Menos de 5","Ñuble","p84",2010,157961
"205","Hombre","Menos de 5","Ñuble","p84",2011,199361
"206","Hombre","Menos de 5","Ñuble","p84",2012,201124
"207","Hombre","Menos de 5","Ñuble","p84",2013,200000
"208","Hombre","Menos de 5","Ñuble","p84",2014,252606
"209","Hombre","Menos de 5","Ñuble","p84",2015,250040
"210","Hombre","Menos de 5","Osorno","p103",2010,150147
"211","Hombre","Menos de 5","Osorno","p103",2011,190386
"212","Hombre","Menos de 5","Osorno","p103",2012,180120
"213","Hombre","Menos de 5","Osorno","p103",2013,209207
"214","Hombre","Menos de 5","Osorno","p103",2014,226110
"215","Hombre","Menos de 5","Osorno","p103",2015,297862
"216","Hombre","Menos de 5","Parinacota","p152",2010,181177
"217","Hombre","Menos de 5","Parinacota","p152",2011,212956
"218","Hombre","Menos de 5","Parinacota","p152",2012,110598
"219","Hombre","Menos de 5","Parinacota","p152",2013,199245
"220","Hombre","Menos de 5","Parinacota","p152",2014,149972
"221","Hombre","Menos de 5","Parinacota","p152",2015,240653
"222","Hombre","Menos de 5","Petorca","p54",2010,199884
"223","Hombre","Menos de 5","Petorca","p54",2011,299212
"224","Hombre","Menos de 5","Petorca","p54",2012,252399
"225","Hombre","Menos de 5","Petorca","p54",2013,249056
"226","Hombre","Menos de 5","Petorca","p54",2014,300000
"227","Hombre","Menos de 5","Petorca","p54",2015,301139
"228","Hombre","Menos de 5","Quillota","p55",2010,180037
"229","Hombre","Menos de 5","Quillota","p55",2011,200000
"230","Hombre","Menos de 5","Quillota","p55",2012,250342
"231","Hombre","Menos de 5","Quillota","p55",2013,249056
"232","Hombre","Menos de 5","Quillota","p55",2014,299944
"233","Hombre","Menos de 5","Quillota","p55",2015,267947
"234","Hombre","Menos de 5","Ranco","p142",2010,199145
"235","Hombre","Menos de 5","Ranco","p142",2011,188501
"236","Hombre","Menos de 5","Ranco","p142",2012,201124
"237","Hombre","Menos de 5","Ranco","p142",2013,229870
"238","Hombre","Menos de 5","Ranco","p142",2014,232838
"239","Hombre","Menos de 5","Ranco","p142",2015,206064
"240","Hombre","Menos de 5","San Antonio","p56",2010,202613
"241","Hombre","Menos de 5","San Antonio","p56",2011,251208
"242","Hombre","Menos de 5","San Antonio","p56",2012,278453
"243","Hombre","Menos de 5","San Antonio","p56",2013,298867
"244","Hombre","Menos de 5","San Antonio","p56",2014,275000
"245","Hombre","Menos de 5","San Antonio","p56",2015,331345
"246","Hombre","Menos de 5","San Felipe","p57",2010,199868
"247","Hombre","Menos de 5","San Felipe","p57",2011,200967
"248","Hombre","Menos de 5","San Felipe","p57",2012,251607
"249","Hombre","Menos de 5","San Felipe","p57",2013,299082
"250","Hombre","Menos de 5","San Felipe","p57",2014,301480
"251","Hombre","Menos de 5","San Felipe","p57",2015,300089
"252","Hombre","Menos de 5","Santiago","p131",2010,265153
"253","Hombre","Menos de 5","Santiago","p131",2011,251208
"254","Hombre","Menos de 5","Santiago","p131",2012,301353
"255","Hombre","Menos de 5","Santiago","p131",2013,329643
"256","Hombre","Menos de 5","Santiago","p131",2014,308195
"257","Hombre","Menos de 5","Santiago","p131",2015,350095
"258","Hombre","Menos de 5","Talagante","p136",2010,208726
"259","Hombre","Menos de 5","Talagante","p136",2011,224242
"260","Hombre","Menos de 5","Talagante","p136",2012,281574
"261","Hombre","Menos de 5","Talagante","p136",2013,299505
"262","Hombre","Menos de 5","Talagante","p136",2014,303127
"263","Hombre","Menos de 5","Talagante","p136",2015,300456
"264","Hombre","Menos de 5","Talca","p71",2010,193275
"265","Hombre","Menos de 5","Talca","p71",2011,199361
"266","Hombre","Menos de 5","Talca","p71",2012,251128
"267","Hombre","Menos de 5","Talca","p71",2013,227555
"268","Hombre","Menos de 5","Talca","p71",2014,281255
"269","Hombre","Menos de 5","Talca","p71",2015,250932
"270","Hombre","Menos de 5","Tamarugal","p12",2010,155927
"271","Hombre","Menos de 5","Tamarugal","p12",2011,187904
"272","Hombre","Menos de 5","Tamarugal","p12",2012,199570
"273","Hombre","Menos de 5","Tamarugal","p12",2013,276921
"274","Hombre","Menos de 5","Tamarugal","p12",2014,288527
"275","Hombre","Menos de 5","Tamarugal","p12",2015,240465
"276","Hombre","Menos de 5","Tierra del Fuego","p123",2010,1000000
"277","Hombre","Menos de 5","Tierra del Fuego","p123",2011,1000000
"278","Hombre","Menos de 5","Tierra del Fuego","p123",2012,400000
"279","Hombre","Menos de 5","Tierra del Fuego","p123",2013,570000
"280","Hombre","Menos de 5","Tierra del Fuego","p123",2014,640000
"281","Hombre","Menos de 5","Tierra del Fuego","p123",2015,450000
"282","Hombre","Menos de 5","Tocopilla","p23",2010,400391
"283","Hombre","Menos de 5","Tocopilla","p23",2011,410000
"284","Hombre","Menos de 5","Tocopilla","p23",2012,658407
"285","Hombre","Menos de 5","Tocopilla","p23",2013,475962
"286","Hombre","Menos de 5","Tocopilla","p23",2014,583338
"287","Hombre","Menos de 5","Tocopilla","p23",2015,346409
"288","Hombre","Menos de 5","Última Esperanza","p124",2010,300142
"289","Hombre","Menos de 5","Última Esperanza","p124",2011,303653
"290","Hombre","Menos de 5","Última Esperanza","p124",2012,402248
"291","Hombre","Menos de 5","Última Esperanza","p124",2013,353718
"292","Hombre","Menos de 5","Última Esperanza","p124",2014,449916
"293","Hombre","Menos de 5","Última Esperanza","p124",2015,494366
"294","Hombre","Menos de 5","Valdivia","p141",2010,171882
"295","Hombre","Menos de 5","Valdivia","p141",2011,187822
"296","Hombre","Menos de 5","Valdivia","p141",2012,200902
"297","Hombre","Menos de 5","Valdivia","p141",2013,200271
"298","Hombre","Menos de 5","Valdivia","p141",2014,262519
"299","Hombre","Menos de 5","Valdivia","p141",2015,250985
"300","Hombre","Menos de 5","Valparaíso","p51",2010,200144
"301","Hombre","Menos de 5","Valparaíso","p51",2011,244277
"302","Hombre","Menos de 5","Valparaíso","p51",2012,241000
"303","Hombre","Menos de 5","Valparaíso","p51",2013,315250
"304","Hombre","Menos de 5","Valparaíso","p51",2014,386643
"305","Hombre","Menos de 5","Valparaíso","p51",2015,318128
"306","Hombre","Menos de 5",NA,NA,2010,148263
"307","Hombre","Menos de 5",NA,NA,2011,391978
"308","Hombre","Menos de 5",NA,NA,2012,154135
"309","Hombre","De 5 a 10 personas","Antofagasta","p21",2010,591967
"310","Hombre","De 5 a 10 personas","Antofagasta","p21",2011,470000
"311","Hombre","De 5 a 10 personas","Antofagasta","p21",2012,474766
"312","Hombre","De 5 a 10 personas","Antofagasta","p21",2013,500678
"313","Hombre","De 5 a 10 personas","Antofagasta","p21",2014,618726
"314","Hombre","De 5 a 10 personas","Antofagasta","p21",2015,600162
"315","Hombre","De 5 a 10 personas","Arauco","p82",2010,287738
"316","Hombre","De 5 a 10 personas","Arauco","p82",2011,201853
"317","Hombre","De 5 a 10 personas","Arauco","p82",2012,230000
"318","Hombre","De 5 a 10 personas","Arauco","p82",2013,208091
"319","Hombre","De 5 a 10 personas","Arauco","p82",2014,345000
"320","Hombre","De 5 a 10 personas","Arauco","p82",2015,384899
"321","Hombre","De 5 a 10 personas","Arica","p151",2010,231776
"322","Hombre","De 5 a 10 personas","Arica","p151",2011,319683
"323","Hombre","De 5 a 10 personas","Arica","p151",2012,308000
"324","Hombre","De 5 a 10 personas","Arica","p151",2013,280896
"325","Hombre","De 5 a 10 personas","Arica","p151",2014,250932
"326","Hombre","De 5 a 10 personas","Arica","p151",2015,349257
"327","Hombre","De 5 a 10 personas","Aysén","p112",2010,478058
"328","Hombre","De 5 a 10 personas","Aysén","p112",2011,937910
"329","Hombre","De 5 a 10 personas","Aysén","p112",2012,578702
"330","Hombre","De 5 a 10 personas","Aysén","p112",2013,683095
"331","Hombre","De 5 a 10 personas","Aysén","p112",2014,917374
"332","Hombre","De 5 a 10 personas","Aysén","p112",2015,786656
"333","Hombre","De 5 a 10 personas","Bíobío","p83",2010,225262
"334","Hombre","De 5 a 10 personas","Bíobío","p83",2011,230252
"335","Hombre","De 5 a 10 personas","Bíobío","p83",2012,250000
"336","Hombre","De 5 a 10 personas","Bíobío","p83",2013,210000
"337","Hombre","De 5 a 10 personas","Bíobío","p83",2014,399925
"338","Hombre","De 5 a 10 personas","Bíobío","p83",2015,288000
"339","Hombre","De 5 a 10 personas","Cachapoal","p61",2010,433416
"340","Hombre","De 5 a 10 personas","Cachapoal","p61",2011,272221
"341","Hombre","De 5 a 10 personas","Cachapoal","p61",2012,271518
"342","Hombre","De 5 a 10 personas","Cachapoal","p61",2013,300214
"343","Hombre","De 5 a 10 personas","Cachapoal","p61",2014,297389
"344","Hombre","De 5 a 10 personas","Cachapoal","p61",2015,395734
"345","Hombre","De 5 a 10 personas","Capitán Prat","p113",2010,250245
"346","Hombre","De 5 a 10 personas","Capitán Prat","p113",2012,703157
"347","Hombre","De 5 a 10 personas","Capitán Prat","p113",2013,90000
"348","Hombre","De 5 a 10 personas","Cardenal Caro","p62",2010,260916
"349","Hombre","De 5 a 10 personas","Cardenal Caro","p62",2011,255169
"350","Hombre","De 5 a 10 personas","Cardenal Caro","p62",2012,269107
"351","Hombre","De 5 a 10 personas","Cardenal Caro","p62",2013,251327
"352","Hombre","De 5 a 10 personas","Cardenal Caro","p62",2014,356695
"353","Hombre","De 5 a 10 personas","Cardenal Caro","p62",2015,300206
"354","Hombre","De 5 a 10 personas","Cauquenes","p72",2010,172153
"355","Hombre","De 5 a 10 personas","Cauquenes","p72",2011,213000
"356","Hombre","De 5 a 10 personas","Cauquenes","p72",2012,200902
"357","Hombre","De 5 a 10 personas","Cauquenes","p72",2013,247007
"358","Hombre","De 5 a 10 personas","Cauquenes","p72",2014,480965
"359","Hombre","De 5 a 10 personas","Cauquenes","p72",2015,307505
"360","Hombre","De 5 a 10 personas","Cautín","p91",2010,201392
"361","Hombre","De 5 a 10 personas","Cautín","p91",2011,480981
"362","Hombre","De 5 a 10 personas","Cautín","p91",2012,654005
"363","Hombre","De 5 a 10 personas","Cautín","p91",2013,350449
"364","Hombre","De 5 a 10 personas","Cautín","p91",2014,367686
"365","Hombre","De 5 a 10 personas","Cautín","p91",2015,545000
"366","Hombre","De 5 a 10 personas","Chacabuco","p133",2010,233495
"367","Hombre","De 5 a 10 personas","Chacabuco","p133",2011,502417
"368","Hombre","De 5 a 10 personas","Chacabuco","p133",2012,365536
"369","Hombre","De 5 a 10 personas","Chacabuco","p133",2013,399327
"370","Hombre","De 5 a 10 personas","Chacabuco","p133",2014,339936
"371","Hombre","De 5 a 10 personas","Chacabuco","p133",2015,522119
"372","Hombre","De 5 a 10 personas","Chañaral","p32",2010,910891
"373","Hombre","De 5 a 10 personas","Chañaral","p32",2011,231258
"374","Hombre","De 5 a 10 personas","Chañaral","p32",2012,251405
"375","Hombre","De 5 a 10 personas","Chañaral","p32",2013,5006778
"376","Hombre","De 5 a 10 personas","Chañaral","p32",2014,202085
"377","Hombre","De 5 a 10 personas","Chañaral","p32",2015,450122
"378","Hombre","De 5 a 10 personas","Chiloé","p102",2010,349761
"379","Hombre","De 5 a 10 personas","Chiloé","p102",2011,261510
"380","Hombre","De 5 a 10 personas","Chiloé","p102",2012,251405
"381","Hombre","De 5 a 10 personas","Chiloé","p102",2013,280000
"382","Hombre","De 5 a 10 personas","Chiloé","p102",2014,730128
"383","Hombre","De 5 a 10 personas","Chiloé","p102",2015,506469
"384","Hombre","De 5 a 10 personas","Choapa","p42",2010,299795
"385","Hombre","De 5 a 10 personas","Choapa","p42",2011,266714
"386","Hombre","De 5 a 10 personas","Choapa","p42",2012,296433
"387","Hombre","De 5 a 10 personas","Choapa","p42",2013,331454
"388","Hombre","De 5 a 10 personas","Choapa","p42",2014,356394
"389","Hombre","De 5 a 10 personas","Choapa","p42",2015,602911
"390","Hombre","De 5 a 10 personas","Colchagua","p63",2010,217244
"391","Hombre","De 5 a 10 personas","Colchagua","p63",2011,285814
"392","Hombre","De 5 a 10 personas","Colchagua","p63",2012,284133
"393","Hombre","De 5 a 10 personas","Colchagua","p63",2013,358986
"394","Hombre","De 5 a 10 personas","Colchagua","p63",2014,290896
"395","Hombre","De 5 a 10 personas","Colchagua","p63",2015,298958
"396","Hombre","De 5 a 10 personas","Concepción","p81",2010,231340
"397","Hombre","De 5 a 10 personas","Concepción","p81",2011,299545
"398","Hombre","De 5 a 10 personas","Concepción","p81",2012,310000
"399","Hombre","De 5 a 10 personas","Concepción","p81",2013,300754
"400","Hombre","De 5 a 10 personas","Concepción","p81",2014,304294
"401","Hombre","De 5 a 10 personas","Concepción","p81",2015,391582
"402","Hombre","De 5 a 10 personas","Copiapó","p31",2010,518295
"403","Hombre","De 5 a 10 personas","Copiapó","p31",2011,360772
"404","Hombre","De 5 a 10 personas","Copiapó","p31",2012,457933
"405","Hombre","De 5 a 10 personas","Copiapó","p31",2013,767092
"406","Hombre","De 5 a 10 personas","Copiapó","p31",2014,974875
"407","Hombre","De 5 a 10 personas","Copiapó","p31",2015,803736
"408","Hombre","De 5 a 10 personas","Cordillera","p152",2010,400000
"409","Hombre","De 5 a 10 personas","Cordillera","p152",2011,394718
"410","Hombre","De 5 a 10 personas","Cordillera","p152",2012,1000000
"411","Hombre","De 5 a 10 personas","Cordillera","p152",2013,600000
"412","Hombre","De 5 a 10 personas","Cordillera","p152",2014,505867
"413","Hombre","De 5 a 10 personas","Cordillera","p152",2015,700020
"414","Hombre","De 5 a 10 personas","Coyhaique","p111",2010,264964
"415","Hombre","De 5 a 10 personas","Coyhaique","p111",2011,356175
"416","Hombre","De 5 a 10 personas","Coyhaique","p111",2012,364205
"417","Hombre","De 5 a 10 personas","Coyhaique","p111",2013,511660
"418","Hombre","De 5 a 10 personas","Coyhaique","p111",2014,375235
"419","Hombre","De 5 a 10 personas","Coyhaique","p111",2015,1325159
"420","Hombre","De 5 a 10 personas","Curicó","p73",2010,250245
"421","Hombre","De 5 a 10 personas","Curicó","p73",2011,218388
"422","Hombre","De 5 a 10 personas","Curicó","p73",2012,262377
"423","Hombre","De 5 a 10 personas","Curicó","p73",2013,327271
"424","Hombre","De 5 a 10 personas","Curicó","p73",2014,279940
"425","Hombre","De 5 a 10 personas","Curicó","p73",2015,289136
"426","Hombre","De 5 a 10 personas","El Loa","p22",2010,999316
"427","Hombre","De 5 a 10 personas","El Loa","p22",2011,320000
"428","Hombre","De 5 a 10 personas","El Loa","p22",2012,1587126
"429","Hombre","De 5 a 10 personas","El Loa","p22",2013,897609
"430","Hombre","De 5 a 10 personas","El Loa","p22",2014,549897
"431","Hombre","De 5 a 10 personas","El Loa","p22",2015,1602965
"432","Hombre","De 5 a 10 personas","Elqui","p41",2010,390000
"433","Hombre","De 5 a 10 personas","Elqui","p41",2011,300000
"434","Hombre","De 5 a 10 personas","Elqui","p41",2012,351967
"435","Hombre","De 5 a 10 personas","Elqui","p41",2013,400000
"436","Hombre","De 5 a 10 personas","Elqui","p41",2014,424941
"437","Hombre","De 5 a 10 personas","Elqui","p41",2015,425119
"438","Hombre","De 5 a 10 personas","General Carrera","p114",2010,250245
"439","Hombre","De 5 a 10 personas","General Carrera","p114",2011,251208
"440","Hombre","De 5 a 10 personas","General Carrera","p114",2012,1126296
"441","Hombre","De 5 a 10 personas","General Carrera","p114",2015,813300
"442","Hombre","De 5 a 10 personas","Huasco","p33",2010,299795
"443","Hombre","De 5 a 10 personas","Huasco","p33",2011,206453
"444","Hombre","De 5 a 10 personas","Huasco","p33",2012,251405
"445","Hombre","De 5 a 10 personas","Huasco","p33",2013,612276
"446","Hombre","De 5 a 10 personas","Huasco","p33",2014,450000
"447","Hombre","De 5 a 10 personas","Huasco","p33",2015,340092
