"","geography_level","geography_name","geography_id","sex","isic","year","weighted_mean","weighted_median","ci_weighted_mean","ci_weighted_median"
"24","country","País","country","Hombre","Industrias manufactureras",2015,583623.730733754,400000,"[545407, 637708]","[385104, 401630]"
"25","country","País","country","Hombre","Suministro de electricidad, gas y agua",2010,405969.078746497,297913.148248844,"[351084, 485255]","[250245, 342335]"
"26","country","País","country","Hombre","Suministro de electricidad, gas y agua",2011,526252.849347547,349233.633034632,"[447440, 625040]","[302673, 385869]"
"27","country","País","country","Hombre","Suministro de electricidad, gas y agua",2012,570665.047602039,400000,"[475485, 673487]","[318713, 468114]"
"28","country","País","country","Hombre","Suministro de electricidad, gas y agua",2013,632196.416321816,377808.287856362,"[549264, 740341]","[325667, 459059]"
"29","country","País","country","Hombre","Suministro de electricidad, gas y agua",2014,675247.842363329,427520.061294552,"[583256, 825671]","[394638, 507350]"
"30","country","País","country","Hombre","Suministro de electricidad, gas y agua",2015,699570.654325161,502037.30532416,"[586392, 960016]","[431523, 600000]"
"31","country","País","country","Hombre","Construcción",2010,353736.380650899,234350.877870688,"[325536, 380511]","[219850, 249829]"
"32","country","País","country","Hombre","Construcción",2011,421885.654766076,251208.301743745,"[383192, 480140]","[250000, 275400]"
"33","country","País","country","Hombre","Construcción",2012,425099.482304609,300000,"[394305, 460001]","[281411, 301353]"
"34","country","País","country","Hombre","Construcción",2013,447847.873476809,300000,"[422928, 478935]","[298867, 300407]"
"35","country","País","country","Hombre","Construcción",2014,484753.71694451,349090.586850466,"[459596, 519906]","[313939, 350000]"
"36","country","País","country","Hombre","Construcción",2015,502676.792802524,351426.113726912,"[472417, 543958]","[350095, 377673]"
"37","country","País","country","Hombre","Comercio al por mayor y al por menor; reparación de vehículos automotores, motocicletas, efectos personales y enseres do",2010,357161.965612004,209856.375183195,"[333200, 388659]","[200196, 219850]"
"38","country","País","country","Hombre","Comercio al por mayor y al por menor; reparación de vehículos automotores, motocicletas, efectos personales y enseres do",2011,380356.726947504,249185.836149823,"[362497, 409595]","[236104, 249201]"
"39","country","País","country","Hombre","Hoteles y restaurantes",2010,414166.836280478,250000,"[331811, 527389]","[217271, 275149]"
"40","country","País","country","Hombre","Hoteles y restaurantes",2011,393049.494292509,273233.06844881,"[343954, 470885]","[240894, 300000]"
"41","country","País","country","Hombre","Hoteles y restaurantes",2012,514278.980582473,301686.325101363,"[412646, 689088]","[260557, 342869]"
"42","country","País","country","Hombre","Hoteles y restaurantes",2013,373664.249242907,290483.385181539,"[330202, 438757]","[259252, 304829]"
"43","country","País","country","Hombre","Hoteles y restaurantes",2014,440290.25873711,299990.901791468,"[382414, 509214]","[287724, 322978]"
"44","country","País","country","Hombre","Hoteles y restaurantes",2015,542727.823483941,352242.413365216,"[456533, 664517]","[316841, 400000]"
"45","country","País","country","Hombre","Transporte, almacenamiento y comunicaciones",2010,378369.87538134,289801.660967269,"[359752, 402587]","[270264, 299795]"
"46","country","País","country","Hombre","Transporte, almacenamiento y comunicaciones",2011,440580.88700486,300000,"[404035, 482550]","[299041, 301450]"
"47","country","País","country","Hombre","Transporte, almacenamiento y comunicaciones",2012,510327.3891193,321443.298969072,"[469599, 568678]","[301511, 350004]"
"48","country","País","country","Hombre","Transporte, almacenamiento y comunicaciones",2013,524755.133305134,350474.469046545,"[493026, 567279]","[348678, 389052]"
"49","country","País","country","Hombre","Transporte, almacenamiento y comunicaciones",2014,488488.583004257,370000,"[456794, 513272]","[350000, 399925]"
"50","country","País","country","Hombre","Transporte, almacenamiento y comunicaciones",2015,560284.151741267,400108.244632872,"[522103, 629913]","[394708, 401630]"
"51","country","País","country","Hombre","Intermediación financiera",2010,985897.380808986,799452.857840742,"[840828, 1162523]","[500489, 900000]"
"52","country","País","country","Hombre","Intermediación financiera",2011,1006357.52588214,602899.924184988,"[829844, 1193970]","[537256, 742334]"
"53","country","País","country","Hombre","Intermediación financiera",2012,1122464.73237689,652931.701030928,"[939187, 1342075]","[514160, 795566]"
"54","country","País","country","Hombre","Intermediación financiera",2013,1147363.89674874,723788.111911899,"[1002745, 1299447]","[610353, 800000]"
"55","country","País","country","Hombre","Intermediación financiera",2014,1231620.58752537,760483.902461605,"[1064937, 1433735]","[608127, 900000]"
"56","country","País","country","Hombre","Intermediación financiera",2015,1129649.57182597,805633.573890054,"[974819, 1306275]","[702847, 965750]"
"57","country","País","country","Hombre","Actividades inmobiliarias, empresariales y de alquiler",2010,754941.066326867,380000,"[663970, 846991]","[330927, 400206]"
"58","country","País","country","Hombre","Actividades inmobiliarias, empresariales y de alquiler",2011,757313.769955813,381023.377764437,"[682470, 879456]","[336373, 401933]"
"59","country","País","country","Hombre","Actividades inmobiliarias, empresariales y de alquiler",2012,829770.812980752,452029.639175258,"[742206, 906249]","[400857, 502255]"
"60","country","País","country","Hombre","Actividades inmobiliarias, empresariales y de alquiler",2013,818214.217872506,498111.850386621,"[747995, 897120]","[420212, 500000]"
"61","country","País","country","Hombre","Actividades inmobiliarias, empresariales y de alquiler",2014,831237.305260712,500000,"[776040, 908083]","[454690, 554517]"
"62","country","País","country","Hombre","Actividades inmobiliarias, empresariales y de alquiler",2015,827515.580179915,542253.158702898,"[767248, 924613]","[500135, 600000]"
"63","country","País","country","Hombre","Administración pública y defensa; planes de seguridad social de afiliación obligatoria",2010,585281.559443306,410365.806629702,"[542379, 642429]","[399726, 444621]"
"64","country","País","country","Hombre","Administración pública y defensa; planes de seguridad social de afiliación obligatoria",2011,621433.180933655,438655.408699251,"[570648, 676305]","[398721, 479094]"
"65","country","País","country","Hombre","Administración pública y defensa; planes de seguridad social de afiliación obligatoria",2012,677775.906643809,500000,"[632275, 720952]","[454968, 532970]"
"66","country","País","country","Hombre","Administración pública y defensa; planes de seguridad social de afiliación obligatoria",2013,730677.265371848,520347.509446509,"[685660, 781987]","[500678, 565731]"
"67","country","País","country","Hombre","Administración pública y defensa; planes de seguridad social de afiliación obligatoria",2014,775319.296617519,569893.118319895,"[727698, 818706]","[528428, 599947]"
"68","country","País","country","Hombre","Administración pública y defensa; planes de seguridad social de afiliación obligatoria",2015,838272.684185455,602444.766388992,"[787715, 888985]","[600000, 657920]"
"69","country","País","country","Hombre","Enseñanza",2010,535160.959856248,399726.428920371,"[499833, 583272]","[379784, 471595]"
"70","country","País","country","Hombre","Enseñanza",2011,545552.568281029,422794.603596765,"[504825, 588447]","[400000, 458443]"
"71","country","País","country","Hombre","Enseñanza",2012,568079.525787942,468570.803762131,"[524018, 618207]","[419137, 502255]"
"72","country","País","country","Hombre","Enseñanza",2013,583809.858472298,447395.392837893,"[542383, 633082]","[400000, 498112]"
"73","country","País","country","Hombre","Enseñanza",2014,655683.224307709,500068.205753804,"[606490, 689182]","[453371, 546378]"
"74","country","País","country","Hombre","Enseñanza",2015,700687.73112904,562281.781963059,"[655215, 767492]","[503546, 600162]"
"75","country","País","country","Hombre","Servicios sociales y de salud",2010,785544.8250505,400391.46604032,"[678822, 891842]","[372455, 496880]"
"76","country","País","country","Hombre","Servicios sociales y de salud",2011,777134.927789838,448561.624518191,"[683376, 948449]","[400000, 548398]"
"77","country","País","country","Hombre","Servicios sociales y de salud",2012,871610.400756186,476689.207738441,"[730819, 1012673]","[447678, 514176]"
"78","country","País","country","Hombre","Servicios sociales y de salud",2013,811154.954454926,465496.530759513,"[717041, 933934]","[411151, 540990]"
"79","country","País","country","Hombre","Servicios sociales y de salud",2014,963008.503523889,502504.809287378,"[855043, 1119908]","[447646, 603283]"
"80","country","País","country","Hombre","Servicios sociales y de salud",2015,1126189.22793497,600162.366949308,"[1027281, 1272380]","[511520, 795352]"
"81","country","País","country","Hombre","Otras actividades de servicios comunitarios, sociales y personales",2010,315517.030982069,247980.917151573,"[260212, 405926]","[199863, 299085]"
"82","country","País","country","Hombre","Otras actividades de servicios comunitarios, sociales y personales",2011,332146.065241481,210415.541675761,"[278101, 413208]","[199986, 242040]"
"83","country","País","country","Hombre","Otras actividades de servicios comunitarios, sociales y personales",2012,337638.472288064,241082.474226804,"[302749, 396481]","[201124, 277625]"
"84","country","País","country","Hombre","Otras actividades de servicios comunitarios, sociales y personales",2013,435003.108805093,298867.110231973,"[387385, 494990]","[250339, 310000]"
"85","country","País","country","Hombre","Otras actividades de servicios comunitarios, sociales y personales",2014,425419.406326155,303126.7765776,"[381523, 482930]","[299944, 351610]"
"86","country","País","country","Hombre","Otras actividades de servicios comunitarios, sociales y personales",2015,428694.665151564,296435.122337762,"[368457, 494864]","[255869, 345294]"
"87","country","País","country","Hombre","Hogares privados con servicio doméstico",2010,168909.012456287,169883.732291158,"[153657, 185015]","[150147, 179877]"
"88","country","País","country","Hombre","Hogares privados con servicio doméstico",2011,201369.786765723,194150.746943054,"[187496, 217364]","[180197, 200000]"
"89","country","País","country","Hombre","Hogares privados con servicio doméstico",2012,222593.987377321,225000.054241596,"[207654, 237679]","[209408, 241059]"
"90","country","País","country","Hombre","Hogares privados con servicio doméstico",2013,237859.793535818,220000,"[213649, 264002]","[210285, 249056]"
"91","country","País","country","Hombre","Hogares privados con servicio doméstico",2014,272675.009244971,259989.263478535,"[257362, 289220]","[250327, 293023]"
"92","country","País","country","Hombre","Hogares privados con servicio doméstico",2015,299657.399583858,300000,"[282203, 324041]","[270454, 301222]"
"93","country","País","country","Hombre","Organizaciones y organos extraterritoriales",2010,668480.308334761,363397.537821271,"[214712, 1302954]","[160000, 1998632]"
"94","country","País","country","Hombre","Organizaciones y organos extraterritoriales",2011,852813.140707189,936343.701879752,"[484771, 1132095]","[533159, 1200000]"
"95","country","País","country","Hombre","Comercio al por mayor y al por menor; reparación de vehículos automotores, motocicletas, efectos personales y enseres ",2012,447092.429553831,279353.791993081,"[420397, 484204]","[260557, 291580]"
"96","country","País","country","Hombre","Comercio al por mayor y al por menor; reparación de vehículos automotores, motocicletas, efectos personales y enseres ",2013,498898.956148155,300000,"[463059, 544513]","[298867, 300407]"
"97","country","País","country","Hombre","Comercio al por mayor y al por menor; reparación de vehículos automotores, motocicletas, efectos personales y enseres ",2014,467549.440394922,303126.7765776,"[441076, 496269]","[301393, 313231]"
"98","country","País","country","Hombre","Comercio al por mayor y al por menor; reparación de vehículos automotores, motocicletas, efectos personales y enseres ",2015,489813.393366158,320086.595706298,"[459224, 519260]","[301222, 338532]"
"99","country","País","country","Hombre","Organizaciones y órganos extraterritoriales",2012,686990.956659014,727351.522125772,"[320446, 1006290]","[182431, 1150000]"
"100","country","País","country","Hombre","Organizaciones y órganos extraterritoriales",2013,762528.173188328,566495.472103896,"[363962, 1849450]","[250000, 2278837]"
"101","country","País","country","Hombre","Organizaciones y órganos extraterritoriales",2014,459006.768554417,459006.768554417,"[454690, 500895]","[454690, 500895]"
"102","country","País","country","Hombre","Organizaciones y órganos extraterritoriales",2015,1420469.2105693,1420469.2105693,"[1200325, 1800000]","[1200325, 1800000]"
"103","country","País","country","Mujer","Agricultura, ganadería, caza y silvicultura",2010,210440.663411661,149897.410845139,"[176689, 265626]","[136332, 157615]"
"104","country","País","country","Mujer","Agricultura, ganadería, caza y silvicultura",2011,182822.720314834,150000,"[163671, 208183]","[145000, 160701]"
"105","country","País","country","Mujer","Agricultura, ganadería, caza y silvicultura",2012,176051.907987916,150676.546391753,"[164066, 195407]","[130102, 166358]"
"106","country","País","country","Mujer","Agricultura, ganadería, caza y silvicultura",2013,213604.095597088,190069.724780035,"[191693, 238769]","[167332, 200000]"
"107","country","País","country","Mujer","Agricultura, ganadería, caza y silvicultura",2014,256974.008123089,219958.747421714,"[232926, 289968]","[200551, 225000]"
"108","country","País","country","Mujer","Agricultura, ganadería, caza y silvicultura",2015,249590.640476297,210000,"[228855, 269965]","[200054, 234629]"
"109","country","País","country","Mujer","Pesca",2010,161758.782941067,120117.439812096,"[114598, 211366]","[59959, 197000]"
"110","country","País","country","Mujer","Pesca",2011,187786.216400029,159291.55927728,"[135076, 241628]","[102755, 180870]"
"111","country","País","country","Mujer","Pesca",2012,241591.940923601,104580.524994322,"[135841, 376245]","[44247, 275251]"
"112","country","País","country","Mujer","Pesca",2013,386869.25208826,298867.110231973,"[263796, 584370]","[143456, 713597]"
"113","country","País","country","Mujer","Pesca",2014,284876.716003268,226182.422895288,"[202411, 382214]","[192919, 265423]"
"114","country","País","country","Mujer","Pesca",2015,317407.762965113,286249.464125661,"[239703, 438154]","[225000, 398889]"
"115","country","País","country","Mujer","Explotación de minas y canteras",2010,676454.543470706,361820.536943315,"[517740, 853380]","[274500, 509494]"
"116","country","País","country","Mujer","Explotación de minas y canteras",2011,709170.078143598,378785.371815361,"[574467, 887148]","[347551, 521968]"
"117","country","País","country","Mujer","Explotación de minas y canteras",2012,812113.130459515,444832.492075747,"[669901, 1000946]","[362824, 602067]"
"118","country","País","country","Mujer","Explotación de minas y canteras",2013,577060.119947103,420623.882233195,"[502761, 691835]","[365495, 498112]"
"119","country","País","country","Mujer","Explotación de minas y canteras",2014,757128.550878979,463380.442877898,"[626845, 950340]","[410882, 611960]"
"120","country","País","country","Mujer","Explotación de minas y canteras",2015,1042605.54104064,600162.366949308,"[796163, 1370537]","[417208, 851818]"
"121","country","País","country","Mujer","Industrias manufactureras",2010,225627.210774028,171882.36443576,"[200930, 255474]","[155967, 175171]"
"122","country","País","country","Mujer","Industrias manufactureras",2011,258538.94661707,194479.802426943,"[238065, 290122]","[182880, 200967]"
"123","country","País","country","Mujer","Industrias manufactureras",2012,314397.551362619,206714.566346479,"[279166, 369674]","[200000, 223440]"
"124","country","País","country","Mujer","Industrias manufactureras",2013,287216.776642453,220000,"[260893, 319239]","[209207, 239740]"
"125","country","País","country","Mujer","Industrias manufactureras",2014,289037.894646108,234953.819984322,"[267865, 314148]","[224958, 251239]"
"126","country","País","country","Mujer","Industrias manufactureras",2015,315710.640527591,250000,"[291844, 350163]","[240031, 271100]"
"127","country","País","country","Mujer","Suministro de electricidad, gas y agua",2010,325589.882954492,250231.623920093,"[251195, 466827]","[180176, 332590]"
"128","country","País","country","Mujer","Suministro de electricidad, gas y agua",2011,529616.578087514,300221.639707548,"[375222, 720961]","[249264, 398721]"
"129","country","País","country","Mujer","Suministro de electricidad, gas y agua",2012,448435.115631272,299485.867314862,"[307939, 702799]","[221051, 316796]"
"130","country","País","country","Mujer","Suministro de electricidad, gas y agua",2013,385828.212989176,278942.636216508,"[281359, 553185]","[250298, 331480]"
"131","country","País","country","Mujer","Suministro de electricidad, gas y agua",2014,360784.041358012,294045.788261314,"[310518, 439342]","[252606, 337768]"
"132","country","País","country","Mujer","Suministro de electricidad, gas y agua",2015,428137.203700329,280000,"[325433, 593186]","[240475, 331494]"
"133","country","País","country","Mujer","Construcción",2010,432415.257642294,279808.50024426,"[351009, 522463]","[211682, 302058]"
"134","country","País","country","Mujer","Construcción",2011,425899.062630557,299041.083012127,"[309380, 631855]","[200967, 359835]"
"135","country","País","country","Mujer","Construcción",2012,422985.733350276,270568.614216299,"[343099, 517940]","[251405, 301601]"
"136","country","País","country","Mujer","Construcción",2013,508993.178326391,338816.546190334,"[428602, 629394]","[299313, 411953]"
"137","country","País","country","Mujer","Construcción",2014,509238.31749203,327378.075221062,"[432354, 618006]","[323335, 399117]"
"138","country","País","country","Mujer","Construcción",2015,541202.233411942,400000,"[464636, 625896]","[300623, 412608]"
"139","country","País","country","Mujer","Comercio al por mayor y al por menor; reparación de vehículos automotores, motocicletas, efectos personales y enseres do",2010,216655.372133827,167163.437071834,"[203159, 232985]","[154894, 171882]"
"140","country","País","country","Mujer","Comercio al por mayor y al por menor; reparación de vehículos automotores, motocicletas, efectos personales y enseres do",2011,234037.069241489,181418.257027357,"[221011, 248240]","[178677, 184409]"
"141","country","País","country","Mujer","Hoteles y restaurantes",2010,226048.879001017,180000,"[207510, 252041]","[174941, 187453]"
"142","country","País","country","Mujer","Hoteles y restaurantes",2011,247571.34442846,193320.705565402,"[228951, 269527]","[182569, 200000]"
"143","country","País","country","Mujer","Hoteles y restaurantes",2012,282874.243941907,224984.883814902,"[257309, 350541]","[204152, 250000]"
"144","country","País","country","Mujer","Hoteles y restaurantes",2013,278210.179892585,220298.237686399,"[260664, 301666]","[210000, 237779]"
"145","country","País","country","Mujer","Hoteles y restaurantes",2014,317014.149545543,249953.12207013,"[287923, 347244]","[234223, 257675]"
"146","country","País","country","Mujer","Hoteles y restaurantes",2015,309481.99726227,272678.307115884,"[285006, 344671]","[251019, 291182]"
"147","country","País","country","Mujer","Transporte, almacenamiento y comunicaciones",2010,382872.658711195,240000,"[321542, 502566]","[208104, 259987]"
"148","country","País","country","Mujer","Transporte, almacenamiento y comunicaciones",2011,355117.30075527,279105.010811319,"[326064, 390808]","[250616, 301450]"
"149","country","País","country","Mujer","Transporte, almacenamiento y comunicaciones",2012,424778.961044989,292954.950946276,"[374445, 474550]","[253750, 331855]"
"150","country","País","country","Mujer","Transporte, almacenamiento y comunicaciones",2013,433027.39173281,300000,"[380044, 485493]","[260021, 350000]"
"151","country","País","country","Mujer","Transporte, almacenamiento y comunicaciones",2014,448138.508654636,300000,"[402012, 527850]","[273465, 334928]"
"152","country","País","country","Mujer","Transporte, almacenamiento y comunicaciones",2015,406109.421762306,300081.183474654,"[358369, 452617]","[293309, 311032]"
"153","country","País","country","Mujer","Intermediación financiera",2010,590680.237258163,431367.203633097,"[518006, 716034]","[365800, 501091]"
"154","country","País","country","Mujer","Intermediación financiera",2011,675485.784498231,483842.302535346,"[583649, 774157]","[418093, 581018]"
"155","country","País","country","Mujer","Intermediación financiera",2012,834010.255221192,602706.18556701,"[732756, 969807]","[483556, 735212]"
"156","country","País","country","Mujer","Intermediación financiera",2013,738913.391743636,569694.204362969,"[656147, 844616]","[515364, 600813]"
"157","country","País","country","Mujer","Intermediación financiera",2014,743630.46028372,587530.146123108,"[674396, 840379]","[499906, 664647]"
"158","country","País","country","Mujer","Intermediación financiera",2015,801919.798990042,600162.366949308,"[703216, 949547]","[549157, 700189]"
"159","country","País","country","Mujer","Actividades inmobiliarias, empresariales y de alquiler",2010,393077.354807758,230225.092973184,"[351513, 437063]","[214786, 257075]"
"160","country","País","country","Mujer","Actividades inmobiliarias, empresariales y de alquiler",2011,476604.452739997,300000,"[398451, 691141]","[251208, 314242]"
"161","country","País","country","Mujer","Actividades inmobiliarias, empresariales y de alquiler",2012,473764.534146011,301353.092783505,"[407272, 551849]","[278423, 311743]"
"162","country","País","country","Mujer","Actividades inmobiliarias, empresariales y de alquiler",2013,508731.15866015,320433.800271126,"[460326, 554320]","[300000, 350000]"
"163","country","País","country","Mujer","Actividades inmobiliarias, empresariales y de alquiler",2014,559262.415141074,353647.9060072,"[502459, 633444]","[346202, 393379]"
"164","country","País","country","Mujer","Actividades inmobiliarias, empresariales y de alquiler",2015,546731.483272949,361833.071581117,"[491538, 610794]","[340173, 400057]"
"165","country","País","country","Mujer","Administración pública y defensa; planes de seguridad social de afiliación obligatoria",2010,457936.441831654,345251.191945406,"[414453, 508052]","[300000, 397166]"
"166","country","País","country","Mujer","Administración pública y defensa; planes de seguridad social de afiliación obligatoria",2011,472158.285406813,371473.674635244,"[436275, 512054]","[335540, 401933]"
"167","country","País","country","Mujer","Administración pública y defensa; planes de seguridad social de afiliación obligatoria",2012,569939.870334261,401804.12371134,"[531224, 615457]","[397265, 454397]"
"168","country","País","country","Mujer","Administración pública y defensa; planes de seguridad social de afiliación obligatoria",2013,668817.072329236,498763.796794828,"[626041, 712567]","[460983, 547837]"
"169","country","País","country","Mujer","Administración pública y defensa; planes de seguridad social de afiliación obligatoria",2014,667317.580981512,464794.39075232,"[614976, 722781]","[401980, 505211]"
"170","country","País","country","Mujer","Administración pública y defensa; planes de seguridad social de afiliación obligatoria",2015,719815.583176296,547116.113586724,"[664712, 782164]","[500064, 600147]"
"171","country","País","country","Mujer","Enseñanza",2010,388549.101271089,299794.821690278,"[367444, 409451]","[279809, 300294]"
"172","country","País","country","Mujer","Enseñanza",2011,399013.896734171,318977.155212936,"[380914, 412370]","[300000, 348881]"
"173","country","País","country","Mujer","Enseñanza",2012,437711.920853084,346365.407958811,"[410880, 472345]","[311097, 353035]"
"174","country","País","country","Mujer","Enseñanza",2013,442456.465269346,366196.398577632,"[425069, 465120]","[344364, 380506]"
"175","country","País","country","Mujer","Enseñanza",2014,487124.712837693,399924.995312207,"[467970, 511687]","[374651, 404169]"
"176","country","País","country","Mujer","Enseñanza",2015,520315.351286003,401629.844259328,"[501295, 538822]","[400000, 440993]"
"177","country","País","country","Mujer","Servicios sociales y de salud",2010,418029.335133665,299794.821690278,"[390572, 457863]","[281257, 302403]"
"178","country","País","country","Mujer","Servicios sociales y de salud",2011,423201.748027204,301449.962092494,"[399844, 452949]","[300000, 326571]"
"179","country","País","country","Mujer","Servicios sociales y de salud",2012,484360.747676548,344906.427612395,"[446924, 517083]","[318540, 357409]"
"180","country","País","country","Mujer","Servicios sociales y de salud",2013,515136.607932105,350474.469046545,"[487880, 550501]","[348678, 378540]"
"181","country","País","country","Mujer","Servicios sociales y de salud",2014,561868.875864911,384599.470948895,"[529556, 616183]","[369885, 404169]"
"182","country","País","country","Mujer","Servicios sociales y de salud",2015,593481.748306279,410000,"[555642, 630232]","[400051, 437141]"
"183","country","País","country","Mujer","Otras actividades de servicios comunitarios, sociales y personales",2010,255119.621812959,180000,"[221797, 295330]","[159943, 200182]"
"184","country","País","country","Mujer","Otras actividades de servicios comunitarios, sociales y personales",2011,276216.046973401,189723.512306316,"[242519, 318748]","[174441, 200000]"
"185","country","País","country","Mujer","Otras actividades de servicios comunitarios, sociales y personales",2012,277666.621343135,212992.675034043,"[247569, 318595]","[200902, 241349]"
"186","country","País","country","Mujer","Otras actividades de servicios comunitarios, sociales y personales",2013,315790.157905334,206813.132199306,"[276023, 367031]","[200000, 249602]"
"187","country","País","country","Mujer","Otras actividades de servicios comunitarios, sociales y personales",2014,320023.519447079,219958.747421714,"[286890, 377923]","[195209, 249978]"
"188","country","País","country","Mujer","Otras actividades de servicios comunitarios, sociales y personales",2015,361603.476331508,250067.652895545,"[304091, 407261]","[219000, 278129]"
"189","country","País","country","Mujer","Hogares privados con servicio doméstico",2010,133996.762577232,120000,"[128231, 140843]","[111091, 127643]"
"190","country","País","country","Mujer","Hogares privados con servicio doméstico",2011,143104.636973594,120579.984836998,"[137828, 149094]","[120000, 140677]"
"191","country","País","country","Mujer","Hogares privados con servicio doméstico",2012,152289.06475101,144888.524841536,"[146812, 156819]","[130731, 150843]"
"192","country","País","country","Mujer","Hogares privados con servicio doméstico",2013,172203.130106502,159395.792123719,"[165489, 180442]","[150097, 168329]"
"193","country","País","country","Mujer","Hogares privados con servicio doméstico",2014,180943.274869424,170000,"[174872, 188297]","[159984, 180000]"
"194","country","País","country","Mujer","Hogares privados con servicio doméstico",2015,200020.707515565,200000,"[191158, 207076]","[180049, 200054]"
"195","country","País","country","Mujer","Organizaciones y organos extraterritoriales",2010,953986.699937164,365529.740436422,"[304155, 2048667]","[179877, 2997948]"
"196","country","País","country","Mujer","Organizaciones y organos extraterritoriales",2011,713435.298626471,590312.532249582,"[400379, 1001763]","[425427, 1293310]"
"197","country","País","country","Mujer","Comercio al por mayor y al por menor; reparación de vehículos automotores, motocicletas, efectos personales y enseres ",2012,259674.21966632,195356.395382007,"[241722, 281589]","[191511, 200000]"
"198","country","País","country","Mujer","Comercio al por mayor y al por menor; reparación de vehículos automotores, motocicletas, efectos personales y enseres ",2013,266995.220624296,202248.082937721,"[251642, 287063]","[200000, 210000]"
"199","country","País","country","Mujer","Comercio al por mayor y al por menor; reparación de vehículos automotores, motocicletas, efectos personales y enseres ",2014,287879.318599975,225000,"[274194, 304077]","[223559, 229676]"
"200","country","País","country","Mujer","Comercio al por mayor y al por menor; reparación de vehículos automotores, motocicletas, efectos personales y enseres ",2015,298200.820315293,245111.741609823,"[283552, 320074]","[241000, 250918]"
"201","country","País","country","Mujer","Organizaciones y órganos extraterritoriales",2012,623558.126657475,335288.341234295,"[194186, 1215966]","[78400, 1605673]"
"202","country","País","country","Mujer","Organizaciones y órganos extraterritoriales",2013,517248.916323733,542204.921028689,"[285163, 741829]","[200271, 851152]"
"203","country","País","country","Mujer","Organizaciones y órganos extraterritoriales",2014,836065.586811159,718512.653348327,"[596190, 1086810]","[535524, 992461]"
"204","country","País","country","Mujer","Organizaciones y órganos extraterritoriales",2015,1434061.46201835,900186.598430106,"[626362, 3675509]","[400108, 1400379]"
