"","sex","isco","geography_name","geography_id","year","ub_weighted_median"
"21","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Aysén","p112",2012,449829
"22","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Aysén","p112",2013,336799
"23","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Aysén","p112",2014,1505530
"24","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Aysén","p112",2015,398859
"25","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Bíobío","p83",2010,299221
"26","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Bíobío","p83",2011,150725
"27","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Bíobío","p83",2012,220000
"28","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Bíobío","p83",2013,220000
"29","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Bíobío","p83",2014,222293
"30","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Bíobío","p83",2015,158043
"31","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Cachapoal","p61",2010,293004
"32","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Cachapoal","p61",2011,301335
"33","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Cachapoal","p61",2012,325750
"34","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Cachapoal","p61",2013,259683
"35","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Cachapoal","p61",2014,372861
"36","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Cachapoal","p61",2015,430256
"37","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Capitán Prat","p113",2010,280000
"38","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Capitán Prat","p113",2011,133000
"39","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Capitán Prat","p113",2012,470111
"40","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Cardenal Caro","p62",2010,150624
"41","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Cardenal Caro","p62",2011,199914
"42","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Cardenal Caro","p62",2012,217491
"43","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Cardenal Caro","p62",2013,249904
"44","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Cardenal Caro","p62",2014,283396
"45","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Cardenal Caro","p62",2015,305443
"46","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Cauquenes","p72",2010,116018
"47","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Cauquenes","p72",2011,155853
"48","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Cauquenes","p72",2012,200353
"49","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Cauquenes","p72",2013,209207
"50","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Cauquenes","p72",2014,195469
"51","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Cauquenes","p72",2015,237771
"52","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Cautín","p91",2010,82532
"53","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Cautín","p91",2011,83024
"54","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Cautín","p91",2012,114749
"55","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Cautín","p91",2013,112000
"56","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Cautín","p91",2014,150504
"57","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Cautín","p91",2015,153785
"58","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Chacabuco","p133",2010,208482
"59","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Chacabuco","p133",2011,272243
"60","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Chacabuco","p133",2012,279505
"61","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Chacabuco","p133",2013,361956
"62","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Chacabuco","p133",2014,430000
"63","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Chacabuco","p133",2015,451834
"64","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Chañaral","p32",2010,299795
"65","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Chañaral","p32",2012,1005621
"66","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Chañaral","p32",2014,179966
"67","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Chiloé","p102",2010,118513
"68","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Chiloé","p102",2011,170429
"69","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Chiloé","p102",2012,177804
"70","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Chiloé","p102",2013,566104
"71","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Chiloé","p102",2014,265000
"72","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Chiloé","p102",2015,250310
"73","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Choapa","p42",2010,180000
"74","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Choapa","p42",2011,158886
"75","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Choapa","p42",2012,131745
"76","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Choapa","p42",2013,160000
"77","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Choapa","p42",2014,289946
"78","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Choapa","p42",2015,238293
"79","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Colchagua","p63",2010,261533
"80","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Colchagua","p63",2011,257049
"81","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Colchagua","p63",2012,253666
"82","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Colchagua","p63",2013,380515
"83","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Colchagua","p63",2014,602785
"84","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Colchagua","p63",2015,207323
"85","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Concepción","p81",2010,161082
"86","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Concepción","p81",2011,228003
"87","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Concepción","p81",2012,196369
"88","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Concepción","p81",2013,209828
"89","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Concepción","p81",2014,208712
"90","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Concepción","p81",2015,247071
"91","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Copiapó","p31",2010,413432
"92","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Copiapó","p31",2011,538274
"93","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Copiapó","p31",2012,201124
"94","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Copiapó","p31",2013,398489
"95","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Copiapó","p31",2014,375205
"96","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Copiapó","p31",2015,539146
"97","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Cordillera","p152",2010,214182
"98","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Cordillera","p152",2011,253857
"99","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Cordillera","p152",2012,321443
"100","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Cordillera","p152",2013,291088
"101","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Cordillera","p152",2014,725000
"102","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Cordillera","p152",2015,600000
"103","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Coyhaique","p111",2010,319781
"104","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Coyhaique","p111",2011,348636
"105","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Coyhaique","p111",2012,291119
"106","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Coyhaique","p111",2013,288486
"107","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Coyhaique","p111",2014,315704
"108","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Coyhaique","p111",2015,400000
"109","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Curicó","p73",2010,206040
"110","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Curicó","p73",2011,200539
"111","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Curicó","p73",2012,296654
"112","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Curicó","p73",2013,296439
"113","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Curicó","p73",2014,418856
"114","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Curicó","p73",2015,308333
"115","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","El Loa","p22",2010,527386
"116","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","El Loa","p22",2011,320000
"117","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","El Loa","p22",2012,220000
"118","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","El Loa","p22",2014,702932
"119","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","El Loa","p22",2015,622526
"120","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Elqui","p41",2010,170166
"121","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Elqui","p41",2011,249201
"122","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Elqui","p41",2012,217244
"123","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Elqui","p41",2013,226029
"124","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Elqui","p41",2014,432336
"125","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Elqui","p41",2015,351492
"126","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","General Carrera","p114",2010,286411
"127","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","General Carrera","p114",2011,301450
"128","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","General Carrera","p114",2012,110618
"129","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","General Carrera","p114",2013,109585
"130","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","General Carrera","p114",2014,376382
"131","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","General Carrera","p114",2015,542200
"132","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Huasco","p33",2010,306739
"133","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Huasco","p33",2011,200830
"134","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Huasco","p33",2012,206068
"135","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Huasco","p33",2013,260000
"136","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Huasco","p33",2014,271332
"137","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Huasco","p33",2015,372490
"138","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Iquique","p11",2010,384889
"139","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Iquique","p11",2011,338311
"140","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Iquique","p11",2012,481866
"141","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Iquique","p11",2013,360000
"142","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Iquique","p11",2014,2030887
"143","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Iquique","p11",2015,301222
"144","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Limarí","p43",2010,178416
"145","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Limarí","p43",2011,219192
"146","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Limarí","p43",2012,221237
"147","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Limarí","p43",2013,240325
"148","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Limarí","p43",2014,253065
"149","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Limarí","p43",2015,237043
"150","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Linares","p74",2010,169647
"151","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Linares","p74",2011,108957
"152","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Linares","p74",2012,133638
"153","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Linares","p74",2013,165421
"154","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Linares","p74",2014,221326
"155","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Linares","p74",2015,201637
"156","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Llanquihue","p101",2010,209260
"157","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Llanquihue","p101",2011,249376
"158","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Llanquihue","p101",2012,210000
"159","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Llanquihue","p101",2013,298867
"160","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Llanquihue","p101",2014,200000
"161","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Llanquihue","p101",2015,310470
"162","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Los Andes","p53",2010,241962
"163","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Los Andes","p53",2011,255975
"164","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Los Andes","p53",2012,209561
"165","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Los Andes","p53",2013,264358
"166","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Los Andes","p53",2014,201929
"167","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Los Andes","p53",2015,400108
"168","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Magallanes","p121",2010,699521
"169","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Magallanes","p121",2011,279849
"170","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Magallanes","p121",2012,485601
"171","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Magallanes","p121",2013,420736
"172","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Magallanes","p121",2014,521632
"173","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Magallanes","p121",2015,500018
"174","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Maipo","p134",2010,197602
"175","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Maipo","p134",2011,200141
"176","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Maipo","p134",2012,281574
"177","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Maipo","p134",2013,333785
"178","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Maipo","p134",2014,241067
"179","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Maipo","p134",2015,340329
"180","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Malleco","p92",2010,101240
"181","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Malleco","p92",2011,102056
"182","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Malleco","p92",2012,110195
"183","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Malleco","p92",2013,150244
"184","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Malleco","p92",2014,195621
"185","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Malleco","p92",2015,120443
"186","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Marga Marga","p58",2010,180176
"187","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Marga Marga","p58",2011,179425
"188","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Marga Marga","p58",2012,207994
"189","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Marga Marga","p58",2013,530539
"190","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Marga Marga","p58",2014,399925
"191","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Marga Marga","p58",2015,451834
"192","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Melipilla","p135",2010,169000
"193","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Melipilla","p135",2011,324243
"194","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Melipilla","p135",2012,362762
"195","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Melipilla","p135",2013,498485
"196","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Melipilla","p135",2014,817571
"197","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Melipilla","p135",2015,600162
"198","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Ñuble","p84",2010,145114
"199","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Ñuble","p84",2011,199400
"200","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Ñuble","p84",2012,335207
"201","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Ñuble","p84",2013,244374
"202","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Ñuble","p84",2014,279947
"203","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Ñuble","p84",2015,279232
"204","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Osorno","p103",2010,139904
"205","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Osorno","p103",2011,182086
"206","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Osorno","p103",2012,193259
"207","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Osorno","p103",2013,200255
"208","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Osorno","p103",2014,236493
"209","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Osorno","p103",2015,303027
"210","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Parinacota","p152",2010,183905
"211","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Parinacota","p152",2011,125604
"212","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Parinacota","p152",2012,114376
"213","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Parinacota","p152",2013,245000
"214","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Parinacota","p152",2014,194575
"215","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Parinacota","p152",2015,202862
"216","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Petorca","p54",2010,251246
"217","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Petorca","p54",2011,209318
"218","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Petorca","p54",2012,281263
"219","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Petorca","p54",2013,190000
"220","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Petorca","p54",2014,289053
"221","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Petorca","p54",2015,321304
"222","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Quillota","p55",2010,287774
"223","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Quillota","p55",2011,202597
"224","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Quillota","p55",2012,274231
"225","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Quillota","p55",2013,249056
"226","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Quillota","p55",2014,299944
"227","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Quillota","p55",2015,423334
"228","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Ranco","p142",2010,247337
"229","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Ranco","p142",2011,199361
"230","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Ranco","p142",2012,201124
"231","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Ranco","p142",2013,282794
"232","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Ranco","p142",2014,231088
"233","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Ranco","p142",2015,243080
"234","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","San Antonio","p56",2010,202613
"235","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","San Antonio","p56",2011,331595
"236","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","San Antonio","p56",2012,205412
"237","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","San Antonio","p56",2013,230000
"238","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","San Antonio","p56",2014,247383
"239","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","San Antonio","p56",2015,766341
"240","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","San Felipe","p57",2010,202609
"241","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","San Felipe","p57",2011,201806
"242","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","San Felipe","p57",2012,281263
"243","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","San Felipe","p57",2013,428711
"244","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","San Felipe","p57",2014,445388
"245","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","San Felipe","p57",2015,385767
"246","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Santiago","p131",2010,223973
"247","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Santiago","p131",2011,200000
"248","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Santiago","p131",2012,226265
"249","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Santiago","p131",2013,223154
"250","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Santiago","p131",2014,253699
"251","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Santiago","p131",2015,567302
"252","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Talagante","p136",2010,222217
"253","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Talagante","p136",2011,205643
"254","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Talagante","p136",2012,351967
"255","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Talagante","p136",2013,505685
"256","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Talagante","p136",2014,579713
"257","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Talagante","p136",2015,292478
"258","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Talca","p71",2010,180176
"259","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Talca","p71",2011,246245
"260","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Talca","p71",2012,244201
"261","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Talca","p71",2013,305633
"262","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Talca","p71",2014,249953
"263","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Talca","p71",2015,378623
"264","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Tamarugal","p12",2010,156949
"265","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Tamarugal","p12",2011,151886
"266","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Tamarugal","p12",2012,103801
"267","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Tamarugal","p12",2013,300407
"268","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Tamarugal","p12",2014,288718
"269","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Tamarugal","p12",2015,131741
"270","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Tierra del Fuego","p123",2010,280000
"271","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Tierra del Fuego","p123",2011,185000
"272","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Tierra del Fuego","p123",2013,800000
"273","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Tierra del Fuego","p123",2014,1763000
"274","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Tierra del Fuego","p123",2015,1210000
"275","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Tocopilla","p23",2010,220215
"276","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Tocopilla","p23",2013,260352
"277","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Tocopilla","p23",2014,535524
"278","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Tocopilla","p23",2015,411671
"279","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Última Esperanza","p124",2010,399726
