"","sex","isced","geography_name","geography_id","year","ub_weighted_median"
"212","Hombre","Educación Primaria (nivel 1)","Magallanes",12,2013,335454
"213","Hombre","Educación Primaria (nivel 1)","Magallanes",12,2014,391963
"214","Hombre","Educación Primaria (nivel 1)","Magallanes",12,2015,392033
"215","Hombre","Educación Primaria (nivel 1)","Maule",7,2012,193870
"216","Hombre","Educación Primaria (nivel 1)","Maule",7,2013,219265
"217","Hombre","Educación Primaria (nivel 1)","Maule",7,2014,243760
"218","Hombre","Educación Primaria (nivel 1)","Maule",7,2015,250000
"219","Hombre","Educación Primaria (nivel 1)","Metropolitana",13,2012,236311
"220","Hombre","Educación Primaria (nivel 1)","Metropolitana",13,2013,250339
"221","Hombre","Educación Primaria (nivel 1)","Metropolitana",13,2014,279947
"222","Hombre","Educación Primaria (nivel 1)","Metropolitana",13,2015,300000
"223","Hombre","Educación Primaria (nivel 1)","O'Higgins",6,2012,210092
"224","Hombre","Educación Primaria (nivel 1)","O'Higgins",6,2013,247954
"225","Hombre","Educación Primaria (nivel 1)","O'Higgins",6,2014,262710
"226","Hombre","Educación Primaria (nivel 1)","O'Higgins",6,2015,300000
"227","Hombre","Educación Primaria (nivel 1)","Tarapacá",1,2012,241082
"228","Hombre","Educación Primaria (nivel 1)","Tarapacá",1,2013,300407
"229","Hombre","Educación Primaria (nivel 1)","Tarapacá",1,2014,369044
"230","Hombre","Educación Primaria (nivel 1)","Tarapacá",1,2015,346042
"231","Hombre","Educación Primaria (nivel 1)","Valparaíso",5,2012,200902
"232","Hombre","Educación Primaria (nivel 1)","Valparaíso",5,2013,230942
"233","Hombre","Educación Primaria (nivel 1)","Valparaíso",5,2014,253144
"234","Hombre","Educación Primaria (nivel 1)","Valparaíso",5,2015,271100
"235","Hombre","Educación Primaria (nivel 1)",NA,NA,2012,391759
"236","Hombre","Educación primaria (nivel 2)","Antofagasta",2,2010,389986
"237","Hombre","Educación primaria (nivel 2)","Antofagasta",2,2011,494872
"238","Hombre","Educación primaria (nivel 2)","Araucanía",9,2010,160000
"239","Hombre","Educación primaria (nivel 2)","Araucanía",9,2011,199637
"240","Hombre","Educación primaria (nivel 2)","Arica y Parinacota",15,2010,204592
"241","Hombre","Educación primaria (nivel 2)","Arica y Parinacota",15,2011,232022
"242","Hombre","Educación primaria (nivel 2)","Atacama",3,2010,299795
"243","Hombre","Educación primaria (nivel 2)","Atacama",3,2011,290780
"244","Hombre","Educación primaria (nivel 2)","Aysén",11,2010,270448
"245","Hombre","Educación primaria (nivel 2)","Aysén",11,2011,328789
"246","Hombre","Educación primaria (nivel 2)","Bíobío",8,2010,196487
"247","Hombre","Educación primaria (nivel 2)","Bíobío",8,2011,205634
"248","Hombre","Educación primaria (nivel 2)","Coquimbo",4,2010,211367
"249","Hombre","Educación primaria (nivel 2)","Coquimbo",4,2011,250000
"250","Hombre","Educación primaria (nivel 2)","Los Lagos",10,2010,189911
"251","Hombre","Educación primaria (nivel 2)","Los Lagos",10,2011,222605
"252","Hombre","Educación primaria (nivel 2)","Los Ríos",14,2010,199871
"253","Hombre","Educación primaria (nivel 2)","Los Ríos",14,2011,214365
"254","Hombre","Educación primaria (nivel 2)","Magallanes",12,2010,394575
"255","Hombre","Educación primaria (nivel 2)","Magallanes",12,2011,299041
"256","Hombre","Educación primaria (nivel 2)","Maule",7,2010,179768
"257","Hombre","Educación primaria (nivel 2)","Maule",7,2011,199409
"258","Hombre","Educación primaria (nivel 2)","Metropolitana",13,2010,241621
"259","Hombre","Educación primaria (nivel 2)","Metropolitana",13,2011,239233
"260","Hombre","Educación primaria (nivel 2)","O'Higgins",6,2010,200180
"261","Hombre","Educación primaria (nivel 2)","O'Higgins",6,2011,235391
"262","Hombre","Educación primaria (nivel 2)","Tarapacá",1,2010,227150
"263","Hombre","Educación primaria (nivel 2)","Tarapacá",1,2011,276415
"264","Hombre","Educación primaria (nivel 2)","Valparaíso",5,2010,180176
"265","Hombre","Educación primaria (nivel 2)","Valparaíso",5,2011,229265
"266","Hombre","Educación primaria (nivel 2)",NA,NA,2010,240235
"267","Hombre","Educación primaria (nivel 2)",NA,NA,2011,532169
"268","Hombre","Educación Primaria (nivel 2)","Antofagasta",2,2012,476025
"269","Hombre","Educación Primaria (nivel 2)","Antofagasta",2,2013,623460
"270","Hombre","Educación Primaria (nivel 2)","Antofagasta",2,2014,595587
"271","Hombre","Educación Primaria (nivel 2)","Antofagasta",2,2015,471392
"272","Hombre","Educación Primaria (nivel 2)","Araucanía",9,2012,200902
"273","Hombre","Educación Primaria (nivel 2)","Araucanía",9,2013,224811
"274","Hombre","Educación Primaria (nivel 2)","Araucanía",9,2014,220000
"275","Hombre","Educación Primaria (nivel 2)","Araucanía",9,2015,251695
"276","Hombre","Educación Primaria (nivel 2)","Arica y Parinacota",15,2012,275904
"277","Hombre","Educación Primaria (nivel 2)","Arica y Parinacota",15,2013,305236
"278","Hombre","Educación Primaria (nivel 2)","Arica y Parinacota",15,2014,300419
"279","Hombre","Educación Primaria (nivel 2)","Arica y Parinacota",15,2015,344991
"280","Hombre","Educación Primaria (nivel 2)","Atacama",3,2012,311398
"281","Hombre","Educación Primaria (nivel 2)","Atacama",3,2013,349919
"282","Hombre","Educación Primaria (nivel 2)","Atacama",3,2014,379929
"283","Hombre","Educación Primaria (nivel 2)","Atacama",3,2015,395000
"284","Hombre","Educación Primaria (nivel 2)","Aysén",11,2012,329919
"285","Hombre","Educación Primaria (nivel 2)","Aysén",11,2013,346020
"286","Hombre","Educación Primaria (nivel 2)","Aysén",11,2014,299944
"287","Hombre","Educación Primaria (nivel 2)","Aysén",11,2015,400063
"288","Hombre","Educación Primaria (nivel 2)","Bíobío",8,2012,203993
"289","Hombre","Educación Primaria (nivel 2)","Bíobío",8,2013,227643
"290","Hombre","Educación Primaria (nivel 2)","Bíobío",8,2014,252267
"291","Hombre","Educación Primaria (nivel 2)","Bíobío",8,2015,300000
"292","Hombre","Educación Primaria (nivel 2)","Coquimbo",4,2012,260995
"293","Hombre","Educación Primaria (nivel 2)","Coquimbo",4,2013,298867
"294","Hombre","Educación Primaria (nivel 2)","Coquimbo",4,2014,281403
"295","Hombre","Educación Primaria (nivel 2)","Coquimbo",4,2015,300680
"296","Hombre","Educación Primaria (nivel 2)","Los Lagos",10,2012,202739
"297","Hombre","Educación Primaria (nivel 2)","Los Lagos",10,2013,250339
"298","Hombre","Educación Primaria (nivel 2)","Los Lagos",10,2014,259951
"299","Hombre","Educación Primaria (nivel 2)","Los Lagos",10,2015,301222
"300","Hombre","Educación Primaria (nivel 2)","Los Ríos",14,2012,241082
"301","Hombre","Educación Primaria (nivel 2)","Los Ríos",14,2013,255644
"302","Hombre","Educación Primaria (nivel 2)","Los Ríos",14,2014,286025
"303","Hombre","Educación Primaria (nivel 2)","Los Ríos",14,2015,295189
"304","Hombre","Educación Primaria (nivel 2)","Magallanes",12,2012,389534
"305","Hombre","Educación Primaria (nivel 2)","Magallanes",12,2013,439670
"306","Hombre","Educación Primaria (nivel 2)","Magallanes",12,2014,400057
"307","Hombre","Educación Primaria (nivel 2)","Magallanes",12,2015,518265
"308","Hombre","Educación Primaria (nivel 2)","Maule",7,2012,213629
"309","Hombre","Educación Primaria (nivel 2)","Maule",7,2013,259018
"310","Hombre","Educación Primaria (nivel 2)","Maule",7,2014,261572
"311","Hombre","Educación Primaria (nivel 2)","Maule",7,2015,241947
"312","Hombre","Educación Primaria (nivel 2)","Metropolitana",13,2012,271375
"313","Hombre","Educación Primaria (nivel 2)","Metropolitana",13,2013,288905
"314","Hombre","Educación Primaria (nivel 2)","Metropolitana",13,2014,333439
"315","Hombre","Educación Primaria (nivel 2)","Metropolitana",13,2015,326005
"316","Hombre","Educación Primaria (nivel 2)","O'Higgins",6,2012,230000
"317","Hombre","Educación Primaria (nivel 2)","O'Higgins",6,2013,267803
"318","Hombre","Educación Primaria (nivel 2)","O'Higgins",6,2014,269949
"319","Hombre","Educación Primaria (nivel 2)","O'Higgins",6,2015,300040
"320","Hombre","Educación Primaria (nivel 2)","Tarapacá",1,2012,417874
"321","Hombre","Educación Primaria (nivel 2)","Tarapacá",1,2013,300214
"322","Hombre","Educación Primaria (nivel 2)","Tarapacá",1,2014,450000
"323","Hombre","Educación Primaria (nivel 2)","Tarapacá",1,2015,352681
"324","Hombre","Educación Primaria (nivel 2)","Valparaíso",5,2012,220457
"325","Hombre","Educación Primaria (nivel 2)","Valparaíso",5,2013,265803
"326","Hombre","Educación Primaria (nivel 2)","Valparaíso",5,2014,300000
"327","Hombre","Educación Primaria (nivel 2)","Valparaíso",5,2015,301222
"328","Hombre","Educación Primaria (nivel 2)",NA,NA,2012,463833
"329","Hombre","Educación secundaria","Antofagasta",2,2010,399726
"330","Hombre","Educación secundaria","Antofagasta",2,2011,448980
"331","Hombre","Educación secundaria","Araucanía",9,2010,200195
"332","Hombre","Educación secundaria","Araucanía",9,2011,250000
"333","Hombre","Educación secundaria","Arica y Parinacota",15,2010,250392
"334","Hombre","Educación secundaria","Arica y Parinacota",15,2011,260460
"335","Hombre","Educación secundaria","Atacama",3,2010,339136
"336","Hombre","Educación secundaria","Atacama",3,2011,350025
"337","Hombre","Educación secundaria","Aysén",11,2010,355598
"338","Hombre","Educación secundaria","Aysén",11,2011,374534
"339","Hombre","Educación secundaria","Bíobío",8,2010,247650
"340","Hombre","Educación secundaria","Bíobío",8,2011,253589
"341","Hombre","Educación secundaria","Coquimbo",4,2010,258697
"342","Hombre","Educación secundaria","Coquimbo",4,2011,299041
"343","Hombre","Educación secundaria","Los Lagos",10,2010,249829
"344","Hombre","Educación secundaria","Los Lagos",10,2011,299041
"345","Hombre","Educación secundaria","Los Ríos",14,2010,200196
"346","Hombre","Educación secundaria","Los Ríos",14,2011,248155
"347","Hombre","Educación secundaria","Magallanes",12,2010,351081
"348","Hombre","Educación secundaria","Magallanes",12,2011,397209
"349","Hombre","Educación secundaria","Maule",7,2010,230948
"350","Hombre","Educación secundaria","Maule",7,2011,223188
"351","Hombre","Educación secundaria","Metropolitana",13,2010,252950
"352","Hombre","Educación secundaria","Metropolitana",13,2011,291243
"353","Hombre","Educación secundaria","O'Higgins",6,2010,287168
"354","Hombre","Educación secundaria","O'Higgins",6,2011,253000
"355","Hombre","Educación secundaria","Tarapacá",1,2010,312703
"356","Hombre","Educación secundaria","Tarapacá",1,2011,386313
"357","Hombre","Educación secundaria","Valparaíso",5,2010,250000
"358","Hombre","Educación secundaria","Valparaíso",5,2011,261396
"359","Hombre","Educación secundaria",NA,NA,2010,249829
"360","Hombre","Educación secundaria",NA,NA,2011,298344
"361","Hombre","Educación Secundaria","Antofagasta",2,2012,503292
"362","Hombre","Educación Secundaria","Antofagasta",2,2013,500678
"363","Hombre","Educación Secundaria","Antofagasta",2,2014,499906
"364","Hombre","Educación Secundaria","Antofagasta",2,2015,600000
"365","Hombre","Educación Secundaria","Araucanía",9,2012,280646
"366","Hombre","Educación Secundaria","Araucanía",9,2013,295861
"367","Hombre","Educación Secundaria","Araucanía",9,2014,318149
"368","Hombre","Educación Secundaria","Araucanía",9,2015,350000
"369","Hombre","Educación Secundaria","Arica y Parinacota",15,2012,303152
"370","Hombre","Educación Secundaria","Arica y Parinacota",15,2013,339657
"371","Hombre","Educación Secundaria","Arica y Parinacota",15,2014,349934
"372","Hombre","Educación Secundaria","Arica y Parinacota",15,2015,400106
"373","Hombre","Educación Secundaria","Atacama",3,2012,401804
"374","Hombre","Educación Secundaria","Atacama",3,2013,449114
"375","Hombre","Educación Secundaria","Atacama",3,2014,462554
"376","Hombre","Educación Secundaria","Atacama",3,2015,460953
"377","Hombre","Educación Secundaria","Aysén",11,2012,402104
"378","Hombre","Educación Secundaria","Aysén",11,2013,418893
"379","Hombre","Educación Secundaria","Aysén",11,2014,424716
"380","Hombre","Educación Secundaria","Aysén",11,2015,477363
"381","Hombre","Educación Secundaria","Bíobío",8,2012,281387
"382","Hombre","Educación Secundaria","Bíobío",8,2013,300000
"383","Hombre","Educación Secundaria","Bíobío",8,2014,334375
"384","Hombre","Educación Secundaria","Bíobío",8,2015,360777
"385","Hombre","Educación Secundaria","Coquimbo",4,2012,375197
"386","Hombre","Educación Secundaria","Coquimbo",4,2013,352147
"387","Hombre","Educación Secundaria","Coquimbo",4,2014,399925
"388","Hombre","Educación Secundaria","Coquimbo",4,2015,400108
"389","Hombre","Educación Secundaria","Los Lagos",10,2012,301528
"390","Hombre","Educación Secundaria","Los Lagos",10,2013,304918
"391","Hombre","Educación Secundaria","Los Lagos",10,2014,317905
"392","Hombre","Educación Secundaria","Los Lagos",10,2015,351328
"393","Hombre","Educación Secundaria","Los Ríos",14,2012,295689
"394","Hombre","Educación Secundaria","Los Ríos",14,2013,300545
"395","Hombre","Educación Secundaria","Los Ríos",14,2014,343544
"396","Hombre","Educación Secundaria","Los Ríos",14,2015,380824
"397","Hombre","Educación Secundaria","Magallanes",12,2012,402438
"398","Hombre","Educación Secundaria","Magallanes",12,2013,450000
"399","Hombre","Educación Secundaria","Magallanes",12,2014,468455
"400","Hombre","Educación Secundaria","Magallanes",12,2015,500133
"401","Hombre","Educación Secundaria","Maule",7,2012,257969
"402","Hombre","Educación Secundaria","Maule",7,2013,300000
"403","Hombre","Educación Secundaria","Maule",7,2014,300000
"404","Hombre","Educación Secundaria","Maule",7,2015,345836
"405","Hombre","Educación Secundaria","Metropolitana",13,2012,321621
"406","Hombre","Educación Secundaria","Metropolitana",13,2013,361268
"407","Hombre","Educación Secundaria","Metropolitana",13,2014,372663
"408","Hombre","Educación Secundaria","Metropolitana",13,2015,400057
"409","Hombre","Educación Secundaria","O'Higgins",6,2012,294719
"410","Hombre","Educación Secundaria","O'Higgins",6,2013,315350
"411","Hombre","Educación Secundaria","O'Higgins",6,2014,336626
"412","Hombre","Educación Secundaria","O'Higgins",6,2015,350095
"413","Hombre","Educación Secundaria","Tarapacá",1,2012,380308
"414","Hombre","Educación Secundaria","Tarapacá",1,2013,430279
"415","Hombre","Educación Secundaria","Tarapacá",1,2014,499906
