"","sex","isco","geography_name","geography_id","year","weighted_median"
"49","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Cauquenes","p72",2013,176365.457662983
"50","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Cauquenes","p72",2014,154137.058745673
"51","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Cauquenes","p72",2015,191476.340769952
"52","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Cautín","p91",2010,70016.9278530353
"53","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Cautín","p91",2011,65339.8768405824
"54","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Cautín","p91",2012,86054.804971241
"55","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Cautín","p91",2013,73952.3800525132
"56","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Cautín","p91",2014,107301.018770517
"57","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Cautín","p91",2015,115991.956190928
"58","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Chacabuco","p133",2010,199410.749054434
"59","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Chacabuco","p133",2011,199360.722008085
"60","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Chacabuco","p133",2012,214082.79914784
"61","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Chacabuco","p133",2013,251816.074904339
"62","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Chacabuco","p133",2014,315395.862355646
"63","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Chacabuco","p133",2015,220151.011904478
"64","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Chañaral","p32",2010,299794.821690278
"65","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Chañaral","p32",2012,266195.231958763
"66","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Chañaral","p32",2014,142318.597950279
"67","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Chiloé","p102",2010,80078.293208064
"68","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Chiloé","p102",2011,151087.044332913
"69","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Chiloé","p102",2012,138959.432055913
"70","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Chiloé","p102",2013,214059.693962195
"71","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Chiloé","p102",2014,215548.816816945
"72","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Chiloé","p102",2015,220887.309238613
"73","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Choapa","p42",2010,130127.226463104
"74","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Choapa","p42",2011,128462.759736943
"75","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Choapa","p42",2012,101916.307559739
"76","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Choapa","p42",2013,140170.53422337
"77","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Choapa","p42",2014,206400.796861972
"78","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Choapa","p42",2015,150611.191597248
"79","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Colchagua","p63",2010,180901.507804131
"80","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Colchagua","p63",2011,200000
"81","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Colchagua","p63",2012,140069.08321706
"82","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Colchagua","p63",2013,297643.399908509
"83","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Colchagua","p63",2014,298252.507883384
"84","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Colchagua","p63",2015,150913.766560547
"85","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Concepción","p81",2010,130058.413792173
"86","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Concepción","p81",2011,182064.132031137
"87","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Concepción","p81",2012,190856.958762886
"88","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Concepción","p81",2013,196691.567909658
"89","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Concepción","p81",2014,149995.206690847
"90","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Concepción","p81",2015,196837.471948465
"91","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Copiapó","p31",2010,206584.348345638
"92","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Copiapó","p31",2011,207894.043493032
"93","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Copiapó","p31",2012,200177.554355175
"94","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Copiapó","p31",2013,300406.687754181
"95","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Copiapó","p31",2014,294983.735614221
"96","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Copiapó","p31",2015,264107.151432265
"97","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Cordillera","p152",2010,150350.626420193
"98","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Cordillera","p152",2011,181461.991181972
"99","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Cordillera","p152",2012,196713.150249476
"100","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Cordillera","p152",2013,206665.502432361
"101","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Cordillera","p152",2014,231474.634397111
"102","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Cordillera","p152",2015,318959.623009514
"103","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Coyhaique","p111",2010,277981.795580943
"104","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Coyhaique","p111",2011,237091.878413801
"105","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Coyhaique","p111",2012,225451.410896509
"106","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Coyhaique","p111",2013,223507.452806634
"107","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Coyhaique","p111",2014,266128.885123122
"108","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Coyhaique","p111",2015,330579.639468383
"109","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Curicó","p73",2010,160090.940119981
"110","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Curicó","p73",2011,182879.643669446
"111","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Curicó","p73",2012,219236.729012883
"112","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Curicó","p73",2013,229023.150608402
"113","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Curicó","p73",2014,296316.254393425
"114","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Curicó","p73",2015,240642.948529042
"115","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","El Loa","p22",2010,406459.561232627
"116","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","El Loa","p22",2011,254739.45842459
"117","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","El Loa","p22",2012,220000
"118","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","El Loa","p22",2014,429429.6001516
"119","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","El Loa","p22",2015,340934.334134828
"120","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Elqui","p41",2010,152997.440463987
"121","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Elqui","p41",2011,180623.392320997
"122","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Elqui","p41",2012,161334.575372084
"123","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Elqui","p41",2013,200000
"124","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Elqui","p41",2014,259162.111054985
"125","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Elqui","p41",2015,262984.799488376
"126","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","General Carrera","p114",2010,188247.710421661
"127","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","General Carrera","p114",2011,245372.505032641
"128","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","General Carrera","p114",2012,96869.9617532611
"129","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","General Carrera","p114",2013,105513.796342877
"130","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","General Carrera","p114",2014,192439.111361281
"131","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","General Carrera","p114",2015,212209.713452565
"132","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Huasco","p33",2010,152421.786316518
"133","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Huasco","p33",2011,158034.500537852
"134","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Huasco","p33",2012,163891.367305043
"135","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Huasco","p33",2013,200271.125169454
"136","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Huasco","p33",2014,154775.66246244
"137","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Huasco","p33",2015,215794.031456575
"138","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Iquique","p11",2010,170948.8349011
"139","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Iquique","p11",2011,242530.130553862
"140","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Iquique","p11",2012,401852.687409799
"141","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Iquique","p11",2013,314767.630448424
"142","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Iquique","p11",2014,515642.537444741
"143","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Iquique","p11",2015,301222.383194496
"144","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Limarí","p43",2010,150146.79976512
"145","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Limarí","p43",2011,182357.152084224
"146","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Limarí","p43",2012,169077.700048802
"147","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Limarí","p43",2013,167922.600031853
"148","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Limarí","p43",2014,204975.08161852
"149","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Limarí","p43",2015,198751.004507271
"150","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Linares","p74",2010,100097.86651008
"151","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Linares","p74",2011,84896.4088081606
"152","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Linares","p74",2012,101356.677915244
"153","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Linares","p74",2013,85682.1300358748
"154","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Linares","p74",2014,151563.3882888
"155","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Linares","p74",2015,145056.103974486
"156","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Llanquihue","p101",2010,180176.159718144
"157","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Llanquihue","p101",2011,199432.106887288
"158","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Llanquihue","p101",2012,187207.00453624
"159","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Llanquihue","p101",2013,239978.614068626
"160","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Llanquihue","p101",2014,180798.492425845
"161","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Llanquihue","p101",2015,258333.647453837
"162","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Los Andes","p53",2010,162660.913290864
"163","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Los Andes","p53",2011,170252.756253256
"164","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Los Andes","p53",2012,153655.391226111
"165","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Los Andes","p53",2013,209297.135069276
"166","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Los Andes","p53",2014,127995.350637467
"167","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Los Andes","p53",2015,308219.165708419
"168","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Magallanes","p121",2010,367921.597002166
"169","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Magallanes","p121",2011,224184.733038401
"170","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Magallanes","p121",2012,358314.092452487
"171","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Magallanes","p121",2013,284230.863739414
"172","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Magallanes","p121",2014,349934.370898181
"173","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Magallanes","p121",2015,393424.340536856
"174","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Maipo","p134",2010,127817.045604957
"175","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Maipo","p134",2011,100870.28523249
"176","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Maipo","p134",2012,196950.945343626
"177","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Maipo","p134",2013,241921.324610007
"178","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Maipo","p134",2014,199250.575721229
"179","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Maipo","p134",2015,259009.773368299
"180","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Malleco","p92",2010,82985.9812391353
"181","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Malleco","p92",2011,86463.7587882374
"182","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Malleco","p92",2012,90221.7285049119
"183","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Malleco","p92",2013,120087.357821392
"184","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Malleco","p92",2014,120252.241484308
"185","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Malleco","p92",2015,100322.829360155
"186","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Marga Marga","p58",2010,163816.30986694
"187","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Marga Marga","p58",2011,148585.288924333
"188","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Marga Marga","p58",2012,181853.195663353
"189","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Marga Marga","p58",2013,220713.062270287
"190","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Marga Marga","p58",2014,200470.21614597
"191","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Marga Marga","p58",2015,273738.086417384
"192","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Melipilla","p135",2010,154437.610348632
"193","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Melipilla","p135",2011,218790.412088948
"194","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Melipilla","p135",2012,200948.087036715
"195","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Melipilla","p135",2013,292263.95387079
"196","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Melipilla","p135",2014,306929.275381144
"197","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Melipilla","p135",2015,267912.848740019
"198","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Ñuble","p84",2010,100061.12273899
"199","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Ñuble","p84",2011,156426.988657302
"200","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Ñuble","p84",2012,231068.236874401
"201","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Ñuble","p84",2013,182168.726809157
"202","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Ñuble","p84",2014,229399.308005764
"203","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Ñuble","p84",2015,226666.294526083
"204","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Osorno","p103",2010,115279.559819694
"205","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Osorno","p103",2011,143494.73155339
"206","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Osorno","p103",2012,143107.967396279
"207","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Osorno","p103",2013,169623.356525118
"208","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Osorno","p103",2014,200815.930176015
"209","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Osorno","p103",2015,241012.295233907
"210","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Parinacota","p152",2010,96310.5119578888
"211","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Parinacota","p152",2011,69885.2097191224
"212","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Parinacota","p152",2012,102460.051546392
"213","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Parinacota","p152",2013,116093.75
"214","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Parinacota","p152",2014,94982.1863866492
"215","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Parinacota","p152",2015,58797.4407161904
"216","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Petorca","p54",2010,195928.85701
"217","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Petorca","p54",2011,145310.904556182
"218","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Petorca","p54",2012,250872.811869859
"219","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Petorca","p54",2013,109025.150147455
"220","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Petorca","p54",2014,240166.191460255
"221","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Petorca","p54",2015,255152.139346462
"222","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Quillota","p55",2010,165214.769980491
"223","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Quillota","p55",2011,181418.257027357
"224","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Quillota","p55",2012,220453.716247101
"225","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Quillota","p55",2013,204204.217324071
"226","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Quillota","p55",2014,206084.347130754
"227","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Quillota","p55",2015,133853.651595779
"228","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Ranco","p142",2010,186180.458491957
"229","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Ranco","p142",2011,121833.796180744
"230","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Ranco","p142",2012,200902.06185567
"231","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Ranco","p142",2013,216095.830103372
"232","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Ranco","p142",2014,200547.623945016
"233","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Ranco","p142",2015,205356.074881376
"234","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","San Antonio","p56",2010,148690.750415087
"235","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","San Antonio","p56",2011,164303.891046839
"236","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","San Antonio","p56",2012,150442.542840005
"237","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","San Antonio","p56",2013,50975.0286103657
"238","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","San Antonio","p56",2014,193391.077106561
"239","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","San Antonio","p56",2015,334369.661161418
"240","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","San Felipe","p57",2010,179378.919384649
"241","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","San Felipe","p57",2011,183374.737334118
"242","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","San Felipe","p57",2012,200679.070246228
"243","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","San Felipe","p57",2013,303929.021754017
"244","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","San Felipe","p57",2014,301805.669098771
"245","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","San Felipe","p57",2015,201579.544248154
"246","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Santiago","p131",2010,197219.117083001
"247","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Santiago","p131",2011,182000
"248","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Santiago","p131",2012,200935.188469456
"249","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Santiago","p131",2013,200161.097053481
"250","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Santiago","p131",2014,225564.471024508
"251","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Santiago","p131",2015,303816.457041828
"252","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Talagante","p136",2010,176843.598735544
"253","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Talagante","p136",2011,165145.261794311
"254","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Talagante","p136",2012,213438.413276774
"255","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Talagante","p136",2013,250344.228121181
"256","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Talagante","p136",2014,228282.969511249
"257","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Talagante","p136",2015,241000
"258","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Talca","p71",2010,160041.976248517
"259","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Talca","p71",2011,170762.575007887
"260","Hombre","Agricultores y trabajadores calificados agropecuarios y pesqueros","Talca","p71",2012,196948.344233381
