"","sex","work_day","geography_name","geography_id","year","ub_weighted_median"
"97","Hombre","Parcial","Antofagasta","2",2013,283915
"98","Hombre","Parcial","Antofagasta","2",2014,336640
"99","Hombre","Parcial","Antofagasta","2",2015,301019
"100","Hombre","Parcial","Araucanía","9",2010,85218
"101","Hombre","Parcial","Araucanía","9",2011,99848
"102","Hombre","Parcial","Araucanía","9",2012,103711
"103","Hombre","Parcial","Araucanía","9",2013,120378
"104","Hombre","Parcial","Araucanía","9",2014,160000
"105","Hombre","Parcial","Araucanía","9",2015,120452
"106","Hombre","Parcial","Arica y Parinacota","15",2010,149919
"107","Hombre","Parcial","Arica y Parinacota","15",2011,148083
"108","Hombre","Parcial","Arica y Parinacota","15",2012,150355
"109","Hombre","Parcial","Arica y Parinacota","15",2013,150107
"110","Hombre","Parcial","Arica y Parinacota","15",2014,180000
"111","Hombre","Parcial","Arica y Parinacota","15",2015,251019
"112","Hombre","Parcial","Atacama","3",2010,180151
"113","Hombre","Parcial","Atacama","3",2011,142182
"114","Hombre","Parcial","Atacama","3",2012,200185
"115","Hombre","Parcial","Atacama","3",2013,200284
"116","Hombre","Parcial","Atacama","3",2014,206019
"117","Hombre","Parcial","Atacama","3",2015,150611
"118","Hombre","Parcial","Aysén","11",2010,271739
"119","Hombre","Parcial","Aysén","11",2011,291240
"120","Hombre","Parcial","Aysén","11",2012,320482
"121","Hombre","Parcial","Aysén","11",2013,370266
"122","Hombre","Parcial","Aysén","11",2014,300000
"123","Hombre","Parcial","Aysén","11",2015,350903
"124","Hombre","Parcial","Bíobío","8",2010,99956
"125","Hombre","Parcial","Bíobío","8",2011,100000
"126","Hombre","Parcial","Bíobío","8",2012,130000
"127","Hombre","Parcial","Bíobío","8",2013,149434
"128","Hombre","Parcial","Bíobío","8",2014,149990
"129","Hombre","Parcial","Bíobío","8",2015,130035
"130","Hombre","Parcial","Coquimbo","4",2010,155679
"131","Hombre","Parcial","Coquimbo","4",2011,159796
"132","Hombre","Parcial","Coquimbo","4",2012,200902
"133","Hombre","Parcial","Coquimbo","4",2013,167439
"134","Hombre","Parcial","Coquimbo","4",2014,202085
"135","Hombre","Parcial","Coquimbo","4",2015,200000
"136","Hombre","Parcial","Los Lagos","10",2010,99932
"137","Hombre","Parcial","Los Lagos","10",2011,114694
"138","Hombre","Parcial","Los Lagos","10",2012,138003
"139","Hombre","Parcial","Los Lagos","10",2013,130000
"140","Hombre","Parcial","Los Lagos","10",2014,150000
"141","Hombre","Parcial","Los Lagos","10",2015,180171
"142","Hombre","Parcial","Los Ríos","14",2010,91430
"143","Hombre","Parcial","Los Ríos","14",2011,99680
"144","Hombre","Parcial","Los Ríos","14",2012,160909
"145","Hombre","Parcial","Los Ríos","14",2013,135433
"146","Hombre","Parcial","Los Ríos","14",2014,125987
"147","Hombre","Parcial","Los Ríos","14",2015,150611
"148","Hombre","Parcial","Magallanes","12",2010,285875
"149","Hombre","Parcial","Magallanes","12",2011,398721
"150","Hombre","Parcial","Magallanes","12",2012,258809
"151","Hombre","Parcial","Magallanes","12",2013,380515
"152","Hombre","Parcial","Magallanes","12",2014,252385
"153","Hombre","Parcial","Magallanes","12",2015,600039
"154","Hombre","Parcial","Maule","7",2010,149595
"155","Hombre","Parcial","Maule","7",2011,119868
"156","Hombre","Parcial","Maule","7",2012,100126
"157","Hombre","Parcial","Maule","7",2013,150900
"158","Hombre","Parcial","Maule","7",2014,151563
"159","Hombre","Parcial","Maule","7",2015,150484
"160","Hombre","Parcial","Metropolitana","13",2010,179877
"161","Hombre","Parcial","Metropolitana","13",2011,150725
"162","Hombre","Parcial","Metropolitana","13",2012,200902
"163","Hombre","Parcial","Metropolitana","13",2013,199245
"164","Hombre","Parcial","Metropolitana","13",2014,202085
"165","Hombre","Parcial","Metropolitana","13",2015,200815
"166","Hombre","Parcial","O'Higgins","6",2010,153483
"167","Hombre","Parcial","O'Higgins","6",2011,140802
"168","Hombre","Parcial","O'Higgins","6",2012,200379
"169","Hombre","Parcial","O'Higgins","6",2013,207982
"170","Hombre","Parcial","O'Higgins","6",2014,253786
"171","Hombre","Parcial","O'Higgins","6",2015,300081
"172","Hombre","Parcial","Tarapacá","1",2010,199863
"173","Hombre","Parcial","Tarapacá","1",2011,199696
"174","Hombre","Parcial","Tarapacá","1",2012,251405
"175","Hombre","Parcial","Tarapacá","1",2013,211288
"176","Hombre","Parcial","Tarapacá","1",2014,202085
"177","Hombre","Parcial","Tarapacá","1",2015,297396
"178","Hombre","Parcial","Valparaíso","5",2010,149959
"179","Hombre","Parcial","Valparaíso","5",2011,137644
"180","Hombre","Parcial","Valparaíso","5",2012,148967
"181","Hombre","Parcial","Valparaíso","5",2013,161322
"182","Hombre","Parcial","Valparaíso","5",2014,200000
"183","Hombre","Parcial","Valparaíso","5",2015,232501
"184","Hombre","Parcial",NA,NA,2010,100098
"185","Hombre","Parcial",NA,NA,2011,320000
"186","Hombre","Parcial",NA,NA,2012,75768
"187","Mujer","Completa","Antofagasta","2",2010,300000
"188","Mujer","Completa","Antofagasta","2",2011,301450
"189","Mujer","Completa","Antofagasta","2",2012,383969
"190","Mujer","Completa","Antofagasta","2",2013,400000
"191","Mujer","Completa","Antofagasta","2",2014,446735
"192","Mujer","Completa","Antofagasta","2",2015,486249
"193","Mujer","Completa","Araucanía","9",2010,221227
"194","Mujer","Completa","Araucanía","9",2011,221675
"195","Mujer","Completa","Araucanía","9",2012,283363
"196","Mujer","Completa","Araucanía","9",2013,287724
"197","Mujer","Completa","Araucanía","9",2014,302460
"198","Mujer","Completa","Araucanía","9",2015,336190
"199","Mujer","Completa","Arica y Parinacota","15",2010,215373
"200","Mujer","Completa","Arica y Parinacota","15",2011,217557
"201","Mujer","Completa","Arica y Parinacota","15",2012,240437
"202","Mujer","Completa","Arica y Parinacota","15",2013,287389
"203","Mujer","Completa","Arica y Parinacota","15",2014,312824
"204","Mujer","Completa","Arica y Parinacota","15",2015,308637
"205","Mujer","Completa","Atacama","3",2010,263165
"206","Mujer","Completa","Atacama","3",2011,250634
"207","Mujer","Completa","Atacama","3",2012,300000
"208","Mujer","Completa","Atacama","3",2013,338716
"209","Mujer","Completa","Atacama","3",2014,321889
"210","Mujer","Completa","Atacama","3",2015,400057
"211","Mujer","Completa","Aysén","11",2010,299930
"212","Mujer","Completa","Aysén","11",2011,307507
"213","Mujer","Completa","Aysén","11",2012,296127
"214","Mujer","Completa","Aysén","11",2013,335358
"215","Mujer","Completa","Aysén","11",2014,380104
"216","Mujer","Completa","Aysén","11",2015,441975
"217","Mujer","Completa","Bíobío","8",2010,201247
"218","Mujer","Completa","Bíobío","8",2011,219297
"219","Mujer","Completa","Bíobío","8",2012,241845
"220","Mujer","Completa","Bíobío","8",2013,268800
"221","Mujer","Completa","Bíobío","8",2014,291561
"222","Mujer","Completa","Bíobío","8",2015,301222
"223","Mujer","Completa","Coquimbo","4",2010,229754
"224","Mujer","Completa","Coquimbo","4",2011,226339
"225","Mujer","Completa","Coquimbo","4",2012,267596
"226","Mujer","Completa","Coquimbo","4",2013,265359
"227","Mujer","Completa","Coquimbo","4",2014,331242
"228","Mujer","Completa","Coquimbo","4",2015,330996
"229","Mujer","Completa","Los Lagos","10",2010,216300
"230","Mujer","Completa","Los Lagos","10",2011,284338
"231","Mujer","Completa","Los Lagos","10",2012,300000
"232","Mujer","Completa","Los Lagos","10",2013,300000
"233","Mujer","Completa","Los Lagos","10",2014,312670
"234","Mujer","Completa","Los Lagos","10",2015,340296
"235","Mujer","Completa","Los Ríos","14",2010,219000
"236","Mujer","Completa","Los Ríos","14",2011,237959
"237","Mujer","Completa","Los Ríos","14",2012,301474
"238","Mujer","Completa","Los Ríos","14",2013,299010
"239","Mujer","Completa","Los Ríos","14",2014,304943
"240","Mujer","Completa","Los Ríos","14",2015,354032
"241","Mujer","Completa","Magallanes","12",2010,300000
"242","Mujer","Completa","Magallanes","12",2011,324489
"243","Mujer","Completa","Magallanes","12",2012,451236
"244","Mujer","Completa","Magallanes","12",2013,556820
"245","Mujer","Completa","Magallanes","12",2014,450000
"246","Mujer","Completa","Magallanes","12",2015,500135
"247","Mujer","Completa","Maule","7",2010,181680
"248","Mujer","Completa","Maule","7",2011,199361
"249","Mujer","Completa","Maule","7",2012,220174
"250","Mujer","Completa","Maule","7",2013,249056
"251","Mujer","Completa","Maule","7",2014,250000
"252","Mujer","Completa","Maule","7",2015,292800
"253","Mujer","Completa","Metropolitana","13",2010,250000
"254","Mujer","Completa","Metropolitana","13",2011,281353
"255","Mujer","Completa","Metropolitana","13",2012,301686
"256","Mujer","Completa","Metropolitana","13",2013,340566
"257","Mujer","Completa","Metropolitana","13",2014,350000
"258","Mujer","Completa","Metropolitana","13",2015,371676
"259","Mujer","Completa","O'Higgins","6",2010,219949
"260","Mujer","Completa","O'Higgins","6",2011,249620
"261","Mujer","Completa","O'Higgins","6",2012,251128
"262","Mujer","Completa","O'Higgins","6",2013,274694
"263","Mujer","Completa","O'Higgins","6",2014,299944
"264","Mujer","Completa","O'Higgins","6",2015,300081
"265","Mujer","Completa","Tarapacá","1",2010,275782
"266","Mujer","Completa","Tarapacá","1",2011,302018
"267","Mujer","Completa","Tarapacá","1",2012,301686
"268","Mujer","Completa","Tarapacá","1",2013,350000
"269","Mujer","Completa","Tarapacá","1",2014,382045
"270","Mujer","Completa","Tarapacá","1",2015,381548
"271","Mujer","Completa","Valparaíso","5",2010,200879
"272","Mujer","Completa","Valparaíso","5",2011,220558
"273","Mujer","Completa","Valparaíso","5",2012,251405
"274","Mujer","Completa","Valparaíso","5",2013,287831
"275","Mujer","Completa","Valparaíso","5",2014,319153
"276","Mujer","Completa","Valparaíso","5",2015,342212
"277","Mujer","Completa",NA,NA,2010,180810
"278","Mujer","Completa",NA,NA,2011,124592
"279","Mujer","Completa",NA,NA,2012,310673
"280","Mujer","Parcial","Antofagasta","2",2010,100000
"281","Mujer","Parcial","Antofagasta","2",2011,151559
"282","Mujer","Parcial","Antofagasta","2",2012,150843
"283","Mujer","Parcial","Antofagasta","2",2013,193569
"284","Mujer","Parcial","Antofagasta","2",2014,200074
"285","Mujer","Parcial","Antofagasta","2",2015,209501
"286","Mujer","Parcial","Araucanía","9",2010,62666
"287","Mujer","Parcial","Araucanía","9",2011,59926
"288","Mujer","Parcial","Araucanía","9",2012,60000
"289","Mujer","Parcial","Araucanía","9",2013,86000
"290","Mujer","Parcial","Araucanía","9",2014,108728
"291","Mujer","Parcial","Araucanía","9",2015,90367
"292","Mujer","Parcial","Arica y Parinacota","15",2010,91546
"293","Mujer","Parcial","Arica y Parinacota","15",2011,79793
"294","Mujer","Parcial","Arica y Parinacota","15",2012,98356
"295","Mujer","Parcial","Arica y Parinacota","15",2013,98835
"296","Mujer","Parcial","Arica y Parinacota","15",2014,115783
"297","Mujer","Parcial","Arica y Parinacota","15",2015,142176
"298","Mujer","Parcial","Atacama","3",2010,95000
"299","Mujer","Parcial","Atacama","3",2011,114545
"300","Mujer","Parcial","Atacama","3",2012,120142
"301","Mujer","Parcial","Atacama","3",2013,115507
"302","Mujer","Parcial","Atacama","3",2014,150429
"303","Mujer","Parcial","Atacama","3",2015,135907
"304","Mujer","Parcial","Aysén","11",2010,119956
"305","Mujer","Parcial","Aysén","11",2011,137580
"306","Mujer","Parcial","Aysén","11",2012,150000
"307","Mujer","Parcial","Aysén","11",2013,149299
"308","Mujer","Parcial","Aysén","11",2014,126280
"309","Mujer","Parcial","Aysén","11",2015,154962
"310","Mujer","Parcial","Bíobío","8",2010,70069
"311","Mujer","Parcial","Bíobío","8",2011,60130
"312","Mujer","Parcial","Bíobío","8",2012,80000
"313","Mujer","Parcial","Bíobío","8",2013,89703
"314","Mujer","Parcial","Bíobío","8",2014,100662
"315","Mujer","Parcial","Bíobío","8",2015,111274
"316","Mujer","Parcial","Coquimbo","4",2010,79963
"317","Mujer","Parcial","Coquimbo","4",2011,80387
"318","Mujer","Parcial","Coquimbo","4",2012,89355
"319","Mujer","Parcial","Coquimbo","4",2013,103113
"320","Mujer","Parcial","Coquimbo","4",2014,131355
"321","Mujer","Parcial","Coquimbo","4",2015,120000
"322","Mujer","Parcial","Los Lagos","10",2010,69984
"323","Mujer","Parcial","Los Lagos","10",2011,87220
"324","Mujer","Parcial","Los Lagos","10",2012,79472
"325","Mujer","Parcial","Los Lagos","10",2013,99622
"326","Mujer","Parcial","Los Lagos","10",2014,130525
"327","Mujer","Parcial","Los Lagos","10",2015,110740
"328","Mujer","Parcial","Los Ríos","14",2010,60421
"329","Mujer","Parcial","Los Ríos","14",2011,60239
"330","Mujer","Parcial","Los Ríos","14",2012,99548
"331","Mujer","Parcial","Los Ríos","14",2013,99622
"332","Mujer","Parcial","Los Ríos","14",2014,80834
"333","Mujer","Parcial","Los Ríos","14",2015,100107
"334","Mujer","Parcial","Magallanes","12",2010,172702
"335","Mujer","Parcial","Magallanes","12",2011,173753
"336","Mujer","Parcial","Magallanes","12",2012,191549
"337","Mujer","Parcial","Magallanes","12",2013,236059
"338","Mujer","Parcial","Magallanes","12",2014,237724
"339","Mujer","Parcial","Magallanes","12",2015,297370
"340","Mujer","Parcial","Maule","7",2010,72074
"341","Mujer","Parcial","Maule","7",2011,70338
"342","Mujer","Parcial","Maule","7",2012,60089
"343","Mujer","Parcial","Maule","7",2013,120085
"344","Mujer","Parcial","Maule","7",2014,84984
"345","Mujer","Parcial","Maule","7",2015,118431
"346","Mujer","Parcial","Metropolitana","13",2010,100000
"347","Mujer","Parcial","Metropolitana","13",2011,120000
"348","Mujer","Parcial","Metropolitana","13",2012,120541
"349","Mujer","Parcial","Metropolitana","13",2013,120085
"350","Mujer","Parcial","Metropolitana","13",2014,149972
"351","Mujer","Parcial","Metropolitana","13",2015,144000
"352","Mujer","Parcial","O'Higgins","6",2010,101158
"353","Mujer","Parcial","O'Higgins","6",2011,82151
"354","Mujer","Parcial","O'Higgins","6",2012,120000
"355","Mujer","Parcial","O'Higgins","6",2013,120085
"356","Mujer","Parcial","O'Higgins","6",2014,150440
"357","Mujer","Parcial","O'Higgins","6",2015,126814
"358","Mujer","Parcial","Tarapacá","1",2010,140137
"359","Mujer","Parcial","Tarapacá","1",2011,128308
"360","Mujer","Parcial","Tarapacá","1",2012,124571
"361","Mujer","Parcial","Tarapacá","1",2013,149434
"362","Mujer","Parcial","Tarapacá","1",2014,156643
"363","Mujer","Parcial","Tarapacá","1",2015,160017
"364","Mujer","Parcial","Valparaíso","5",2010,80031
"365","Mujer","Parcial","Valparaíso","5",2011,82396
"366","Mujer","Parcial","Valparaíso","5",2012,100562
"367","Mujer","Parcial","Valparaíso","5",2013,116027
"368","Mujer","Parcial","Valparaíso","5",2014,113163
"369","Mujer","Parcial","Valparaíso","5",2015,135368
"370","Mujer","Parcial",NA,NA,2010,56460
"371","Mujer","Parcial",NA,NA,2011,59368
"372","Mujer","Parcial",NA,NA,2012,88015
