"","sex","isco","geography_name","geography_id","year","weighted_mean"
"102","Hombre","Empleados de oficina","Araucanía",9,2012,388379.546444975
"103","Hombre","Empleados de oficina","Araucanía",9,2013,349875.705721522
"104","Hombre","Empleados de oficina","Araucanía",9,2014,369020.048662887
"105","Hombre","Empleados de oficina","Araucanía",9,2015,381297.566051115
"106","Hombre","Empleados de oficina","Arica y Parinacota",15,2010,385058.521255431
"107","Hombre","Empleados de oficina","Arica y Parinacota",15,2011,337069.698446416
"108","Hombre","Empleados de oficina","Arica y Parinacota",15,2012,316321.4441382
"109","Hombre","Empleados de oficina","Arica y Parinacota",15,2013,482927.757745571
"110","Hombre","Empleados de oficina","Arica y Parinacota",15,2014,444838.151948346
"111","Hombre","Empleados de oficina","Arica y Parinacota",15,2015,504188.643116247
"112","Hombre","Empleados de oficina","Atacama",3,2010,348887.572717149
"113","Hombre","Empleados de oficina","Atacama",3,2011,433682.248808559
"114","Hombre","Empleados de oficina","Atacama",3,2012,506845.174106293
"115","Hombre","Empleados de oficina","Atacama",3,2013,491047.981261957
"116","Hombre","Empleados de oficina","Atacama",3,2014,445777.748877834
"117","Hombre","Empleados de oficina","Atacama",3,2015,646544.748667953
"118","Hombre","Empleados de oficina","Aysén",11,2010,473700.267208337
"119","Hombre","Empleados de oficina","Aysén",11,2011,415323.997619291
"120","Hombre","Empleados de oficina","Aysén",11,2012,497320.249042413
"121","Hombre","Empleados de oficina","Aysén",11,2013,478834.108699891
"122","Hombre","Empleados de oficina","Aysén",11,2014,567174.11801635
"123","Hombre","Empleados de oficina","Aysén",11,2015,624964.765213271
"124","Hombre","Empleados de oficina","Bíobío",8,2010,360423.731295882
"125","Hombre","Empleados de oficina","Bíobío",8,2011,320902.19730996
"126","Hombre","Empleados de oficina","Bíobío",8,2012,373464.626542968
"127","Hombre","Empleados de oficina","Bíobío",8,2013,335437.397756679
"128","Hombre","Empleados de oficina","Bíobío",8,2014,374063.690056191
"129","Hombre","Empleados de oficina","Bíobío",8,2015,443433.01495217
"130","Hombre","Empleados de oficina","Coquimbo",4,2010,317473.745315979
"131","Hombre","Empleados de oficina","Coquimbo",4,2011,332107.165427189
"132","Hombre","Empleados de oficina","Coquimbo",4,2012,470307.768959837
"133","Hombre","Empleados de oficina","Coquimbo",4,2013,398719.038389292
"134","Hombre","Empleados de oficina","Coquimbo",4,2014,434380.846433304
"135","Hombre","Empleados de oficina","Coquimbo",4,2015,426018.104330925
"136","Hombre","Empleados de oficina","Los Lagos",10,2010,413287.615111763
"137","Hombre","Empleados de oficina","Los Lagos",10,2011,340702.905417747
"138","Hombre","Empleados de oficina","Los Lagos",10,2012,395598.08825579
"139","Hombre","Empleados de oficina","Los Lagos",10,2013,489146.412901373
"140","Hombre","Empleados de oficina","Los Lagos",10,2014,518955.425962209
"141","Hombre","Empleados de oficina","Los Lagos",10,2015,480652.50367441
"142","Hombre","Empleados de oficina","Los Ríos",14,2010,288937.117885539
"143","Hombre","Empleados de oficina","Los Ríos",14,2011,432984.960109842
"144","Hombre","Empleados de oficina","Los Ríos",14,2012,410792.49946436
"145","Hombre","Empleados de oficina","Los Ríos",14,2013,343654.176307782
"146","Hombre","Empleados de oficina","Los Ríos",14,2014,482323.855992153
"147","Hombre","Empleados de oficina","Los Ríos",14,2015,452266.587597641
"148","Hombre","Empleados de oficina","Magallanes",12,2010,455297.899783222
"149","Hombre","Empleados de oficina","Magallanes",12,2011,935960.565124357
"150","Hombre","Empleados de oficina","Magallanes",12,2012,837753.0666387
"151","Hombre","Empleados de oficina","Magallanes",12,2013,631475.207870588
"152","Hombre","Empleados de oficina","Magallanes",12,2014,664231.248574139
"153","Hombre","Empleados de oficina","Magallanes",12,2015,622357.077634812
"154","Hombre","Empleados de oficina","Maule",7,2010,294088.661563952
"155","Hombre","Empleados de oficina","Maule",7,2011,286735.52483198
"156","Hombre","Empleados de oficina","Maule",7,2012,315560.544839404
"157","Hombre","Empleados de oficina","Maule",7,2013,321630.133820176
"158","Hombre","Empleados de oficina","Maule",7,2014,357164.29047251
"159","Hombre","Empleados de oficina","Maule",7,2015,481750.542389416
"160","Hombre","Empleados de oficina","Metropolitana",13,2010,346446.730381294
"161","Hombre","Empleados de oficina","Metropolitana",13,2011,422057.89770138
"162","Hombre","Empleados de oficina","Metropolitana",13,2012,397292.497812226
"163","Hombre","Empleados de oficina","Metropolitana",13,2013,462290.458170453
"164","Hombre","Empleados de oficina","Metropolitana",13,2014,478849.28080235
"165","Hombre","Empleados de oficina","Metropolitana",13,2015,460615.473882366
"166","Hombre","Empleados de oficina","O'Higgins",6,2010,439180.589184228
"167","Hombre","Empleados de oficina","O'Higgins",6,2011,362214.757896659
"168","Hombre","Empleados de oficina","O'Higgins",6,2012,473847.608401608
"169","Hombre","Empleados de oficina","O'Higgins",6,2013,542940.466199075
"170","Hombre","Empleados de oficina","O'Higgins",6,2014,471789.939803338
"171","Hombre","Empleados de oficina","O'Higgins",6,2015,459122.492368157
"172","Hombre","Empleados de oficina","Tarapacá",1,2010,352165.590963876
"173","Hombre","Empleados de oficina","Tarapacá",1,2011,364987.658914707
"174","Hombre","Empleados de oficina","Tarapacá",1,2012,422155.525342599
"175","Hombre","Empleados de oficina","Tarapacá",1,2013,568586.929665034
"176","Hombre","Empleados de oficina","Tarapacá",1,2014,455145.922946748
"177","Hombre","Empleados de oficina","Tarapacá",1,2015,485233.416982268
"178","Hombre","Empleados de oficina","Valparaíso",5,2010,352235.103313945
"179","Hombre","Empleados de oficina","Valparaíso",5,2011,364659.541723265
"180","Hombre","Empleados de oficina","Valparaíso",5,2012,413242.416975741
"181","Hombre","Empleados de oficina","Valparaíso",5,2013,447003.778854526
"182","Hombre","Empleados de oficina","Valparaíso",5,2014,506334.701076988
"183","Hombre","Empleados de oficina","Valparaíso",5,2015,483522.874205383
"184","Hombre","Empleados de oficina",NA,NA,2010,285000
"185","Hombre","Empleados de oficina",NA,NA,2012,560472.489647496
"186","Hombre","Miembros del poder ejecutivo y de los cuerpos legislativos y personal directivo de la adm. pública y de empresas","Antofagasta",2,2011,2352291.91201803
"187","Hombre","Miembros del poder ejecutivo y de los cuerpos legislativos y personal directivo de la adm. pública y de empresas","Araucanía",9,2011,964225.49931208
"188","Hombre","Miembros del poder ejecutivo y de los cuerpos legislativos y personal directivo de la adm. pública y de empresas","Arica y Parinacota",15,2011,1163417.43845964
"189","Hombre","Miembros del poder ejecutivo y de los cuerpos legislativos y personal directivo de la adm. pública y de empresas","Atacama",3,2011,3237543.23584607
"190","Hombre","Miembros del poder ejecutivo y de los cuerpos legislativos y personal directivo de la adm. pública y de empresas","Aysén",11,2011,1280269.34860574
"191","Hombre","Miembros del poder ejecutivo y de los cuerpos legislativos y personal directivo de la adm. pública y de empresas","Bíobío",8,2011,1072282.40357235
"192","Hombre","Miembros del poder ejecutivo y de los cuerpos legislativos y personal directivo de la adm. pública y de empresas","Coquimbo",4,2011,770148.567847721
"193","Hombre","Miembros del poder ejecutivo y de los cuerpos legislativos y personal directivo de la adm. pública y de empresas","Los Lagos",10,2011,1112554.1662125
"194","Hombre","Miembros del poder ejecutivo y de los cuerpos legislativos y personal directivo de la adm. pública y de empresas","Los Ríos",14,2011,890211.211088445
"195","Hombre","Miembros del poder ejecutivo y de los cuerpos legislativos y personal directivo de la adm. pública y de empresas","Magallanes",12,2011,2430245.63132893
"196","Hombre","Miembros del poder ejecutivo y de los cuerpos legislativos y personal directivo de la adm. pública y de empresas","Maule",7,2011,1492860.66503062
"197","Hombre","Miembros del poder ejecutivo y de los cuerpos legislativos y personal directivo de la adm. pública y de empresas","Metropolitana",13,2011,1901663.72782116
"198","Hombre","Miembros del poder ejecutivo y de los cuerpos legislativos y personal directivo de la adm. pública y de empresas","O'Higgins",6,2011,2115865.64118777
"199","Hombre","Miembros del poder ejecutivo y de los cuerpos legislativos y personal directivo de la adm. pública y de empresas","Tarapacá",1,2011,1304500.21196548
"200","Hombre","Miembros del poder ejecutivo y de los cuerpos legislativos y personal directivo de la adm. pública y de empresas","Valparaíso",5,2011,1891350.3268011
"201","Hombre","Miembros del poder ejecutivo y de los cuerpos legislativos y personal directivo de la administración pública y de empr","Antofagasta",2,2012,1416455.31126333
"202","Hombre","Miembros del poder ejecutivo y de los cuerpos legislativos y personal directivo de la administración pública y de empr","Antofagasta",2,2013,1954383.63834459
"203","Hombre","Miembros del poder ejecutivo y de los cuerpos legislativos y personal directivo de la administración pública y de empr","Antofagasta",2,2014,1356456.49619984
"204","Hombre","Miembros del poder ejecutivo y de los cuerpos legislativos y personal directivo de la administración pública y de empr","Antofagasta",2,2015,1531852.93266634
"205","Hombre","Miembros del poder ejecutivo y de los cuerpos legislativos y personal directivo de la administración pública y de empr","Araucanía",9,2012,1307202.34823666
"206","Hombre","Miembros del poder ejecutivo y de los cuerpos legislativos y personal directivo de la administración pública y de empr","Araucanía",9,2013,1151942.80778317
"207","Hombre","Miembros del poder ejecutivo y de los cuerpos legislativos y personal directivo de la administración pública y de empr","Araucanía",9,2014,1046429.65871641
"208","Hombre","Miembros del poder ejecutivo y de los cuerpos legislativos y personal directivo de la administración pública y de empr","Araucanía",9,2015,1458022.92288548
"209","Hombre","Miembros del poder ejecutivo y de los cuerpos legislativos y personal directivo de la administración pública y de empr","Arica y Parinacota",15,2012,1709486.63573636
"210","Hombre","Miembros del poder ejecutivo y de los cuerpos legislativos y personal directivo de la administración pública y de empr","Arica y Parinacota",15,2013,706886.988724711
"211","Hombre","Miembros del poder ejecutivo y de los cuerpos legislativos y personal directivo de la administración pública y de empr","Arica y Parinacota",15,2014,761635.878100582
"212","Hombre","Miembros del poder ejecutivo y de los cuerpos legislativos y personal directivo de la administración pública y de empr","Arica y Parinacota",15,2015,1077193.29597992
"213","Hombre","Miembros del poder ejecutivo y de los cuerpos legislativos y personal directivo de la administración pública y de empr","Atacama",3,2012,1271967.12735146
"214","Hombre","Miembros del poder ejecutivo y de los cuerpos legislativos y personal directivo de la administración pública y de empr","Atacama",3,2013,1284943.2359866
"215","Hombre","Miembros del poder ejecutivo y de los cuerpos legislativos y personal directivo de la administración pública y de empr","Atacama",3,2014,1469026.51202907
"216","Hombre","Miembros del poder ejecutivo y de los cuerpos legislativos y personal directivo de la administración pública y de empr","Atacama",3,2015,1767219.37306655
"217","Hombre","Miembros del poder ejecutivo y de los cuerpos legislativos y personal directivo de la administración pública y de empr","Aysén",11,2012,1047349.24974353
"218","Hombre","Miembros del poder ejecutivo y de los cuerpos legislativos y personal directivo de la administración pública y de empr","Aysén",11,2013,1049324.15768165
"219","Hombre","Miembros del poder ejecutivo y de los cuerpos legislativos y personal directivo de la administración pública y de empr","Aysén",11,2014,1029550.47098285
"220","Hombre","Miembros del poder ejecutivo y de los cuerpos legislativos y personal directivo de la administración pública y de empr","Aysén",11,2015,1929131.51774805
"221","Hombre","Miembros del poder ejecutivo y de los cuerpos legislativos y personal directivo de la administración pública y de empr","Bíobío",8,2012,1338039.66329638
"222","Hombre","Miembros del poder ejecutivo y de los cuerpos legislativos y personal directivo de la administración pública y de empr","Bíobío",8,2013,1908722.64164539
"223","Hombre","Miembros del poder ejecutivo y de los cuerpos legislativos y personal directivo de la administración pública y de empr","Bíobío",8,2014,1211119.06831676
"224","Hombre","Miembros del poder ejecutivo y de los cuerpos legislativos y personal directivo de la administración pública y de empr","Bíobío",8,2015,1629940.34045838
"225","Hombre","Miembros del poder ejecutivo y de los cuerpos legislativos y personal directivo de la administración pública y de empr","Coquimbo",4,2012,1197174.43660123
"226","Hombre","Miembros del poder ejecutivo y de los cuerpos legislativos y personal directivo de la administración pública y de empr","Coquimbo",4,2013,1081912.42001919
"227","Hombre","Miembros del poder ejecutivo y de los cuerpos legislativos y personal directivo de la administración pública y de empr","Coquimbo",4,2014,1846465.88441039
"228","Hombre","Miembros del poder ejecutivo y de los cuerpos legislativos y personal directivo de la administración pública y de empr","Coquimbo",4,2015,1664435.29832189
"229","Hombre","Miembros del poder ejecutivo y de los cuerpos legislativos y personal directivo de la administración pública y de empr","Los Lagos",10,2012,1832522.710829
"230","Hombre","Miembros del poder ejecutivo y de los cuerpos legislativos y personal directivo de la administración pública y de empr","Los Lagos",10,2013,1563200.27916172
"231","Hombre","Miembros del poder ejecutivo y de los cuerpos legislativos y personal directivo de la administración pública y de empr","Los Lagos",10,2014,2644269.04592438
"232","Hombre","Miembros del poder ejecutivo y de los cuerpos legislativos y personal directivo de la administración pública y de empr","Los Lagos",10,2015,2917529.06875529
"233","Hombre","Miembros del poder ejecutivo y de los cuerpos legislativos y personal directivo de la administración pública y de empr","Los Ríos",14,2012,1441972.02160326
"234","Hombre","Miembros del poder ejecutivo y de los cuerpos legislativos y personal directivo de la administración pública y de empr","Los Ríos",14,2013,839982.025779696
"235","Hombre","Miembros del poder ejecutivo y de los cuerpos legislativos y personal directivo de la administración pública y de empr","Los Ríos",14,2014,1165807.60066306
"236","Hombre","Miembros del poder ejecutivo y de los cuerpos legislativos y personal directivo de la administración pública y de empr","Los Ríos",14,2015,1570129.96396499
"237","Hombre","Miembros del poder ejecutivo y de los cuerpos legislativos y personal directivo de la administración pública y de empr","Magallanes",12,2012,1812825.07022613
"238","Hombre","Miembros del poder ejecutivo y de los cuerpos legislativos y personal directivo de la administración pública y de empr","Magallanes",12,2013,2041095.20304015
"239","Hombre","Miembros del poder ejecutivo y de los cuerpos legislativos y personal directivo de la administración pública y de empr","Magallanes",12,2014,1566275.83796753
"240","Hombre","Miembros del poder ejecutivo y de los cuerpos legislativos y personal directivo de la administración pública y de empr","Magallanes",12,2015,2931069.0972859
"241","Hombre","Miembros del poder ejecutivo y de los cuerpos legislativos y personal directivo de la administración pública y de empr","Maule",7,2012,882073.274491432
"242","Hombre","Miembros del poder ejecutivo y de los cuerpos legislativos y personal directivo de la administración pública y de empr","Maule",7,2013,1302097.8219355
"243","Hombre","Miembros del poder ejecutivo y de los cuerpos legislativos y personal directivo de la administración pública y de empr","Maule",7,2014,951841.548928384
"244","Hombre","Miembros del poder ejecutivo y de los cuerpos legislativos y personal directivo de la administración pública y de empr","Maule",7,2015,1649330.17564009
"245","Hombre","Miembros del poder ejecutivo y de los cuerpos legislativos y personal directivo de la administración pública y de empr","Metropolitana",13,2012,1938860.02736081
"246","Hombre","Miembros del poder ejecutivo y de los cuerpos legislativos y personal directivo de la administración pública y de empr","Metropolitana",13,2013,2028365.12220504
"247","Hombre","Miembros del poder ejecutivo y de los cuerpos legislativos y personal directivo de la administración pública y de empr","Metropolitana",13,2014,2035199.28124498
"248","Hombre","Miembros del poder ejecutivo y de los cuerpos legislativos y personal directivo de la administración pública y de empr","Metropolitana",13,2015,2300794.96866535
"249","Hombre","Miembros del poder ejecutivo y de los cuerpos legislativos y personal directivo de la administración pública y de empr","O'Higgins",6,2012,799949.069428666
"250","Hombre","Miembros del poder ejecutivo y de los cuerpos legislativos y personal directivo de la administración pública y de empr","O'Higgins",6,2013,1413851.84437838
"251","Hombre","Miembros del poder ejecutivo y de los cuerpos legislativos y personal directivo de la administración pública y de empr","O'Higgins",6,2014,938794.740521845
"252","Hombre","Miembros del poder ejecutivo y de los cuerpos legislativos y personal directivo de la administración pública y de empr","O'Higgins",6,2015,1172685.01919911
"253","Hombre","Miembros del poder ejecutivo y de los cuerpos legislativos y personal directivo de la administración pública y de empr","Tarapacá",1,2012,1063127.68057566
"254","Hombre","Miembros del poder ejecutivo y de los cuerpos legislativos y personal directivo de la administración pública y de empr","Tarapacá",1,2013,2117442.03640014
"255","Hombre","Miembros del poder ejecutivo y de los cuerpos legislativos y personal directivo de la administración pública y de empr","Tarapacá",1,2014,1682660.64408391
"256","Hombre","Miembros del poder ejecutivo y de los cuerpos legislativos y personal directivo de la administración pública y de empr","Tarapacá",1,2015,2853563.30595975
"257","Hombre","Miembros del poder ejecutivo y de los cuerpos legislativos y personal directivo de la administración pública y de empr","Valparaíso",5,2012,1694283.50612469
"258","Hombre","Miembros del poder ejecutivo y de los cuerpos legislativos y personal directivo de la administración pública y de empr","Valparaíso",5,2013,1476209.41082353
"259","Hombre","Miembros del poder ejecutivo y de los cuerpos legislativos y personal directivo de la administración pública y de empr","Valparaíso",5,2014,1346820.23863765
"260","Hombre","Miembros del poder ejecutivo y de los cuerpos legislativos y personal directivo de la administración pública y de empr","Valparaíso",5,2015,1466771.05929475
"261","Hombre","Miembros del poder ejecutivo y de los cuerpos legislativos y personal directivo de la administración pública y de empr",NA,NA,2012,716675
"262","Hombre","Miembros del poder ejecutivo y de los cuerpos legislativos y personal directivo de la administración publica y de empres","Antofagasta",2,2010,1397511.02483977
"263","Hombre","Miembros del poder ejecutivo y de los cuerpos legislativos y personal directivo de la administración publica y de empres","Araucanía",9,2010,1845537.79936258
"264","Hombre","Miembros del poder ejecutivo y de los cuerpos legislativos y personal directivo de la administración publica y de empres","Arica y Parinacota",15,2010,554023.566977395
"265","Hombre","Miembros del poder ejecutivo y de los cuerpos legislativos y personal directivo de la administración publica y de empres","Atacama",3,2010,911794.627672176
"266","Hombre","Miembros del poder ejecutivo y de los cuerpos legislativos y personal directivo de la administración publica y de empres","Aysén",11,2010,2018564.91261415
"267","Hombre","Miembros del poder ejecutivo y de los cuerpos legislativos y personal directivo de la administración publica y de empres","Bíobío",8,2010,1106704.34797449
