"","sex","icse","geography_name","geography_id","year","weighted_mean"
"38","Hombre","Asalariado Sector Privado","Araucanía",9,2013,376035.770785182
"39","Hombre","Asalariado Sector Privado","Araucanía",9,2014,369592.725115825
"40","Hombre","Asalariado Sector Privado","Araucanía",9,2015,425052.636283865
"41","Hombre","Asalariado Sector Privado","Arica y Parinacota",15,2012,422137.734878225
"42","Hombre","Asalariado Sector Privado","Arica y Parinacota",15,2013,390707.463992477
"43","Hombre","Asalariado Sector Privado","Arica y Parinacota",15,2014,420893.401655435
"44","Hombre","Asalariado Sector Privado","Arica y Parinacota",15,2015,462787.651907955
"45","Hombre","Asalariado Sector Privado","Atacama",3,2012,474782.759160302
"46","Hombre","Asalariado Sector Privado","Atacama",3,2013,580642.052863025
"47","Hombre","Asalariado Sector Privado","Atacama",3,2014,586720.451840802
"48","Hombre","Asalariado Sector Privado","Atacama",3,2015,635006.882913998
"49","Hombre","Asalariado Sector Privado","Aysén",11,2012,411407.824591337
"50","Hombre","Asalariado Sector Privado","Aysén",11,2013,405953.878175978
"51","Hombre","Asalariado Sector Privado","Aysén",11,2014,527019.029988656
"52","Hombre","Asalariado Sector Privado","Aysén",11,2015,533735.260369976
"53","Hombre","Asalariado Sector Privado","Bíobío",8,2012,348426.285851396
"54","Hombre","Asalariado Sector Privado","Bíobío",8,2013,380135.095026597
"55","Hombre","Asalariado Sector Privado","Bíobío",8,2014,407002.673817317
"56","Hombre","Asalariado Sector Privado","Bíobío",8,2015,445905.930787119
"57","Hombre","Asalariado Sector Privado","Coquimbo",4,2012,456392.34782599
"58","Hombre","Asalariado Sector Privado","Coquimbo",4,2013,499735.440881911
"59","Hombre","Asalariado Sector Privado","Coquimbo",4,2014,470237.000592827
"60","Hombre","Asalariado Sector Privado","Coquimbo",4,2015,480197.435287927
"61","Hombre","Asalariado Sector Privado","Los Lagos",10,2012,382903.366383821
"62","Hombre","Asalariado Sector Privado","Los Lagos",10,2013,408059.147280484
"63","Hombre","Asalariado Sector Privado","Los Lagos",10,2014,469731.927812785
"64","Hombre","Asalariado Sector Privado","Los Lagos",10,2015,523416.506762362
"65","Hombre","Asalariado Sector Privado","Los Ríos",14,2012,360064.476911857
"66","Hombre","Asalariado Sector Privado","Los Ríos",14,2013,387124.467511593
"67","Hombre","Asalariado Sector Privado","Los Ríos",14,2014,379282.929813819
"68","Hombre","Asalariado Sector Privado","Los Ríos",14,2015,420476.314565691
"69","Hombre","Asalariado Sector Privado","Magallanes",12,2012,581984.964565503
"70","Hombre","Asalariado Sector Privado","Magallanes",12,2013,594480.680974397
"71","Hombre","Asalariado Sector Privado","Magallanes",12,2014,535597.720283939
"72","Hombre","Asalariado Sector Privado","Magallanes",12,2015,632802.058521854
"73","Hombre","Asalariado Sector Privado","Maule",7,2012,307674.543315867
"74","Hombre","Asalariado Sector Privado","Maule",7,2013,340132.039231649
"75","Hombre","Asalariado Sector Privado","Maule",7,2014,349461.880211949
"76","Hombre","Asalariado Sector Privado","Maule",7,2015,418613.68713203
"77","Hombre","Asalariado Sector Privado","Metropolitana",13,2012,580611.121337658
"78","Hombre","Asalariado Sector Privado","Metropolitana",13,2013,610264.090700522
"79","Hombre","Asalariado Sector Privado","Metropolitana",13,2014,627710.377901107
"80","Hombre","Asalariado Sector Privado","Metropolitana",13,2015,655742.235969022
"81","Hombre","Asalariado Sector Privado","O'Higgins",6,2012,347407.242228961
"82","Hombre","Asalariado Sector Privado","O'Higgins",6,2013,368522.287782436
"83","Hombre","Asalariado Sector Privado","O'Higgins",6,2014,377640.275584496
"84","Hombre","Asalariado Sector Privado","O'Higgins",6,2015,422496.841940116
"85","Hombre","Asalariado Sector Privado","Tarapacá",1,2012,581100.19067312
"86","Hombre","Asalariado Sector Privado","Tarapacá",1,2013,572459.540095268
"87","Hombre","Asalariado Sector Privado","Tarapacá",1,2014,601669.026564864
"88","Hombre","Asalariado Sector Privado","Tarapacá",1,2015,640134.493989134
"89","Hombre","Asalariado Sector Privado","Valparaíso",5,2012,444893.103628508
"90","Hombre","Asalariado Sector Privado","Valparaíso",5,2013,457843.164145181
"91","Hombre","Asalariado Sector Privado","Valparaíso",5,2014,487032.983389568
"92","Hombre","Asalariado Sector Privado","Valparaíso",5,2015,491744.374999701
"93","Hombre","Asalariado Sector Privado",NA,NA,2012,243376.741337546
"94","Hombre","Asalariado sector público","Antofagasta",2,2010,875113.293196807
"95","Hombre","Asalariado sector público","Antofagasta",2,2011,1073423.95331626
"96","Hombre","Asalariado sector público","Araucanía",9,2010,575736.832323786
"97","Hombre","Asalariado sector público","Araucanía",9,2011,650923.378905358
"98","Hombre","Asalariado sector público","Arica y Parinacota",15,2010,590460.91387417
"99","Hombre","Asalariado sector público","Arica y Parinacota",15,2011,537265.461679351
"100","Hombre","Asalariado sector público","Atacama",3,2010,572477.666601548
"101","Hombre","Asalariado sector público","Atacama",3,2011,485680.335401337
"102","Hombre","Asalariado sector público","Aysén",11,2010,849983.866031629
"103","Hombre","Asalariado sector público","Aysén",11,2011,1048310.2685967
"104","Hombre","Asalariado sector público","Bíobío",8,2010,473686.964844361
"105","Hombre","Asalariado sector público","Bíobío",8,2011,627246.313886812
"106","Hombre","Asalariado sector público","Coquimbo",4,2010,568861.806397372
"107","Hombre","Asalariado sector público","Coquimbo",4,2011,630413.20674692
"108","Hombre","Asalariado sector público","Los Lagos",10,2010,567935.441674164
"109","Hombre","Asalariado sector público","Los Lagos",10,2011,576050.827833357
"110","Hombre","Asalariado sector público","Los Ríos",14,2010,437205.887703062
"111","Hombre","Asalariado sector público","Los Ríos",14,2011,545033.743111732
"112","Hombre","Asalariado sector público","Magallanes",12,2010,1174420.96807055
"113","Hombre","Asalariado sector público","Magallanes",12,2011,1124895.25986871
"114","Hombre","Asalariado sector público","Maule",7,2010,502716.898550662
"115","Hombre","Asalariado sector público","Maule",7,2011,551428.116087901
"116","Hombre","Asalariado sector público","Metropolitana",13,2010,686167.510574874
"117","Hombre","Asalariado sector público","Metropolitana",13,2011,757042.103206701
"118","Hombre","Asalariado sector público","O'Higgins",6,2010,636454.906700483
"119","Hombre","Asalariado sector público","O'Higgins",6,2011,627575.479810031
"120","Hombre","Asalariado sector público","Tarapacá",1,2010,592798.229567865
"121","Hombre","Asalariado sector público","Tarapacá",1,2011,693324.618040412
"122","Hombre","Asalariado sector público","Valparaíso",5,2010,576825.729841943
"123","Hombre","Asalariado sector público","Valparaíso",5,2011,713252.685837911
"124","Hombre","Asalariado sector público",NA,NA,2010,204442.306533653
"125","Hombre","Asalariado sector público",NA,NA,2011,214805.591201563
"126","Hombre","Asalariado Sector Público","Antofagasta",2,2012,1010518.42581442
"127","Hombre","Asalariado Sector Público","Antofagasta",2,2013,1334399.25981461
"128","Hombre","Asalariado Sector Público","Antofagasta",2,2014,1142572.35160281
"129","Hombre","Asalariado Sector Público","Antofagasta",2,2015,1116362.44798201
"130","Hombre","Asalariado Sector Público","Araucanía",9,2012,635764.586455507
"131","Hombre","Asalariado Sector Público","Araucanía",9,2013,618167.42975721
"132","Hombre","Asalariado Sector Público","Araucanía",9,2014,850059.825887643
"133","Hombre","Asalariado Sector Público","Araucanía",9,2015,923002.943289119
"134","Hombre","Asalariado Sector Público","Arica y Parinacota",15,2012,895318.703386028
"135","Hombre","Asalariado Sector Público","Arica y Parinacota",15,2013,619326.779057062
"136","Hombre","Asalariado Sector Público","Arica y Parinacota",15,2014,673780.602297696
"137","Hombre","Asalariado Sector Público","Arica y Parinacota",15,2015,737771.787337935
"138","Hombre","Asalariado Sector Público","Atacama",3,2012,640094.177198288
"139","Hombre","Asalariado Sector Público","Atacama",3,2013,801968.513788961
"140","Hombre","Asalariado Sector Público","Atacama",3,2014,823736.169615298
"141","Hombre","Asalariado Sector Público","Atacama",3,2015,824164.396042575
"142","Hombre","Asalariado Sector Público","Aysén",11,2012,847697.911608305
"143","Hombre","Asalariado Sector Público","Aysén",11,2013,1049933.31557719
"144","Hombre","Asalariado Sector Público","Aysén",11,2014,958255.625299011
"145","Hombre","Asalariado Sector Público","Aysén",11,2015,1223371.32639722
"146","Hombre","Asalariado Sector Público","Bíobío",8,2012,623860.234674708
"147","Hombre","Asalariado Sector Público","Bíobío",8,2013,574557.73265383
"148","Hombre","Asalariado Sector Público","Bíobío",8,2014,787443.966144676
"149","Hombre","Asalariado Sector Público","Bíobío",8,2015,873586.817952756
"150","Hombre","Asalariado Sector Público","Coquimbo",4,2012,713770.640188211
"151","Hombre","Asalariado Sector Público","Coquimbo",4,2013,713176.142628904
"152","Hombre","Asalariado Sector Público","Coquimbo",4,2014,774923.785171346
"153","Hombre","Asalariado Sector Público","Coquimbo",4,2015,702260.902073662
"154","Hombre","Asalariado Sector Público","Los Lagos",10,2012,718262.573059299
"155","Hombre","Asalariado Sector Público","Los Lagos",10,2013,739832.633585622
"156","Hombre","Asalariado Sector Público","Los Lagos",10,2014,770014.801605728
"157","Hombre","Asalariado Sector Público","Los Lagos",10,2015,841399.322281047
"158","Hombre","Asalariado Sector Público","Los Ríos",14,2012,643049.68984382
"159","Hombre","Asalariado Sector Público","Los Ríos",14,2013,647532.197816974
"160","Hombre","Asalariado Sector Público","Los Ríos",14,2014,737599.960657077
"161","Hombre","Asalariado Sector Público","Los Ríos",14,2015,807698.776654083
"162","Hombre","Asalariado Sector Público","Magallanes",12,2012,1038351.16016621
"163","Hombre","Asalariado Sector Público","Magallanes",12,2013,1203604.12455832
"164","Hombre","Asalariado Sector Público","Magallanes",12,2014,1191263.94699061
"165","Hombre","Asalariado Sector Público","Magallanes",12,2015,1405309.10701303
"166","Hombre","Asalariado Sector Público","Maule",7,2012,495298.078875764
"167","Hombre","Asalariado Sector Público","Maule",7,2013,572582.701079219
"168","Hombre","Asalariado Sector Público","Maule",7,2014,587555.673368007
"169","Hombre","Asalariado Sector Público","Maule",7,2015,731635.719407865
"170","Hombre","Asalariado Sector Público","Metropolitana",13,2012,669200.34844286
"171","Hombre","Asalariado Sector Público","Metropolitana",13,2013,847211.083804471
"172","Hombre","Asalariado Sector Público","Metropolitana",13,2014,826776.805223895
"173","Hombre","Asalariado Sector Público","Metropolitana",13,2015,1026341.71586187
"174","Hombre","Asalariado Sector Público","O'Higgins",6,2012,706175.963930264
"175","Hombre","Asalariado Sector Público","O'Higgins",6,2013,740698.344534849
"176","Hombre","Asalariado Sector Público","O'Higgins",6,2014,694957.753783462
"177","Hombre","Asalariado Sector Público","O'Higgins",6,2015,834399.765803659
"178","Hombre","Asalariado Sector Público","Tarapacá",1,2012,717500.39669776
"179","Hombre","Asalariado Sector Público","Tarapacá",1,2013,971194.548756495
"180","Hombre","Asalariado Sector Público","Tarapacá",1,2014,787067.895529296
"181","Hombre","Asalariado Sector Público","Tarapacá",1,2015,1017381.05615612
"182","Hombre","Asalariado Sector Público","Valparaíso",5,2012,832643.782738453
"183","Hombre","Asalariado Sector Público","Valparaíso",5,2013,907910.004135984
"184","Hombre","Asalariado Sector Público","Valparaíso",5,2014,948006.358361217
"185","Hombre","Asalariado Sector Público","Valparaíso",5,2015,934408.618560979
"186","Hombre","Asalariado Sector Público",NA,NA,2012,855610.363095794
"187","Hombre","Cuenta propia","Antofagasta",2,2010,318001.04277857
"188","Hombre","Cuenta propia","Antofagasta",2,2011,333755.631784744
"189","Hombre","Cuenta propia","Araucanía",9,2010,123036.498352438
"190","Hombre","Cuenta propia","Araucanía",9,2011,174214.795324936
"191","Hombre","Cuenta propia","Arica y Parinacota",15,2010,197102.478486688
"192","Hombre","Cuenta propia","Arica y Parinacota",15,2011,206656.162605792
"193","Hombre","Cuenta propia","Atacama",3,2010,266711.963693302
"194","Hombre","Cuenta propia","Atacama",3,2011,272447.925264041
"195","Hombre","Cuenta propia","Aysén",11,2010,313631.20584647
"196","Hombre","Cuenta propia","Aysén",11,2011,298918.425376159
"197","Hombre","Cuenta propia","Bíobío",8,2010,203000.51825274
"198","Hombre","Cuenta propia","Bíobío",8,2011,224402.036376422
"199","Hombre","Cuenta propia","Coquimbo",4,2010,229153.939642648
"200","Hombre","Cuenta propia","Coquimbo",4,2011,283850.100718205
"201","Hombre","Cuenta propia","Los Lagos",10,2010,224384.978290798
"202","Hombre","Cuenta propia","Los Lagos",10,2011,254126.175738165
"203","Hombre","Cuenta propia","Los Ríos",14,2010,225771.730309526
"204","Hombre","Cuenta propia","Los Ríos",14,2011,200370.110112765
"205","Hombre","Cuenta propia","Magallanes",12,2010,332843.229951972
"206","Hombre","Cuenta propia","Magallanes",12,2011,399327.251776287
"207","Hombre","Cuenta propia","Maule",7,2010,173915.981346253
"208","Hombre","Cuenta propia","Maule",7,2011,223425.443780076
"209","Hombre","Cuenta propia","Metropolitana",13,2010,343702.062202232
"210","Hombre","Cuenta propia","Metropolitana",13,2011,352837.214288126
"211","Hombre","Cuenta propia","O'Higgins",6,2010,222676.540125768
"212","Hombre","Cuenta propia","O'Higgins",6,2011,263741.563729871
"213","Hombre","Cuenta propia","Tarapacá",1,2010,242402.668011488
"214","Hombre","Cuenta propia","Tarapacá",1,2011,227175.506986816
"215","Hombre","Cuenta propia","Valparaíso",5,2010,235267.468755004
"216","Hombre","Cuenta propia","Valparaíso",5,2011,260322.658861937
"217","Hombre","Cuenta propia",NA,NA,2010,175032.330332022
"218","Hombre","Cuenta propia",NA,NA,2011,287651.368497157
"219","Hombre","Cuenta Propia","Antofagasta",2,2012,389549.598008107
"220","Hombre","Cuenta Propia","Antofagasta",2,2013,356301.537562885
"221","Hombre","Cuenta Propia","Antofagasta",2,2014,474399.330696359
"222","Hombre","Cuenta Propia","Antofagasta",2,2015,562249.7022326
"223","Hombre","Cuenta Propia","Araucanía",9,2012,166328.687398678
"224","Hombre","Cuenta Propia","Araucanía",9,2013,178704.928349967
"225","Hombre","Cuenta Propia","Araucanía",9,2014,249488.678457417
"226","Hombre","Cuenta Propia","Araucanía",9,2015,190454.178924698
"227","Hombre","Cuenta Propia","Arica y Parinacota",15,2012,282823.071066867
"228","Hombre","Cuenta Propia","Arica y Parinacota",15,2013,301855.627304468
"229","Hombre","Cuenta Propia","Arica y Parinacota",15,2014,291128.885414422
"230","Hombre","Cuenta Propia","Arica y Parinacota",15,2015,325617.332910697
"231","Hombre","Cuenta Propia","Atacama",3,2012,276868.855682859
"232","Hombre","Cuenta Propia","Atacama",3,2013,402778.67299191
"233","Hombre","Cuenta Propia","Atacama",3,2014,305820.390545371
"234","Hombre","Cuenta Propia","Atacama",3,2015,385487.007072679
"235","Hombre","Cuenta Propia","Aysén",11,2012,332979.018703925
"236","Hombre","Cuenta Propia","Aysén",11,2013,300529.309236065
"237","Hombre","Cuenta Propia","Aysén",11,2014,323165.698802868
"238","Hombre","Cuenta Propia","Aysén",11,2015,436752.967625405
"239","Hombre","Cuenta Propia","Bíobío",8,2012,251094.095655217
"240","Hombre","Cuenta Propia","Bíobío",8,2013,229469.692068394
"241","Hombre","Cuenta Propia","Bíobío",8,2014,238760.170137362
"242","Hombre","Cuenta Propia","Bíobío",8,2015,280118.064964609
"243","Hombre","Cuenta Propia","Coquimbo",4,2012,250201.058787562
"244","Hombre","Cuenta Propia","Coquimbo",4,2013,263286.253301052
"245","Hombre","Cuenta Propia","Coquimbo",4,2014,292314.938006471
"246","Hombre","Cuenta Propia","Coquimbo",4,2015,321412.714629608
"247","Hombre","Cuenta Propia","Los Lagos",10,2012,211807.799906724
"248","Hombre","Cuenta Propia","Los Lagos",10,2013,231582.843074754
"249","Hombre","Cuenta Propia","Los Lagos",10,2014,296626.519656828
"250","Hombre","Cuenta Propia","Los Lagos",10,2015,321337.305753016
"251","Hombre","Cuenta Propia","Los Ríos",14,2012,213778.936796604
"252","Hombre","Cuenta Propia","Los Ríos",14,2013,266586.77889416
"253","Hombre","Cuenta Propia","Los Ríos",14,2014,268939.194508838
"254","Hombre","Cuenta Propia","Los Ríos",14,2015,256182.017951942
"255","Hombre","Cuenta Propia","Magallanes",12,2012,335819.242133244
"256","Hombre","Cuenta Propia","Magallanes",12,2013,392834.856396662
"257","Hombre","Cuenta Propia","Magallanes",12,2014,337294.84301595
"258","Hombre","Cuenta Propia","Magallanes",12,2015,455478.407662591
"259","Hombre","Cuenta Propia","Maule",7,2012,204431.819098252
"260","Hombre","Cuenta Propia","Maule",7,2013,223235.305015945
"261","Hombre","Cuenta Propia","Maule",7,2014,241316.054263322
"262","Hombre","Cuenta Propia","Maule",7,2015,283119.973922052
"263","Hombre","Cuenta Propia","Metropolitana",13,2012,403791.669982734
"264","Hombre","Cuenta Propia","Metropolitana",13,2013,409969.855780263
"265","Hombre","Cuenta Propia","Metropolitana",13,2014,397553.929405479
"266","Hombre","Cuenta Propia","Metropolitana",13,2015,407299.994185433
"267","Hombre","Cuenta Propia","O'Higgins",6,2012,241655.668455709
"268","Hombre","Cuenta Propia","O'Higgins",6,2013,267483.625158078
"269","Hombre","Cuenta Propia","O'Higgins",6,2014,355467.963861177
"270","Hombre","Cuenta Propia","O'Higgins",6,2015,352481.695012283
"271","Hombre","Cuenta Propia","Tarapacá",1,2012,297227.820124234
"272","Hombre","Cuenta Propia","Tarapacá",1,2013,271938.525294361
"273","Hombre","Cuenta Propia","Tarapacá",1,2014,331917.602213647
"274","Hombre","Cuenta Propia","Tarapacá",1,2015,323751.602120695
"275","Hombre","Cuenta Propia","Valparaíso",5,2012,258990.598374673
"276","Hombre","Cuenta Propia","Valparaíso",5,2013,310342.359335348
"277","Hombre","Cuenta Propia","Valparaíso",5,2014,356101.939942841
"278","Hombre","Cuenta Propia","Valparaíso",5,2015,306046.191302932
"279","Hombre","Cuenta Propia",NA,NA,2012,182175.639447292
"280","Hombre","Empleador","Antofagasta",2,2010,1004107.97668553
"281","Hombre","Empleador","Antofagasta",2,2011,1020215.21447731
"282","Hombre","Empleador","Antofagasta",2,2012,976907.204023389
"283","Hombre","Empleador","Antofagasta",2,2013,1080208.20514898
"284","Hombre","Empleador","Antofagasta",2,2014,1185330.9980796
"285","Hombre","Empleador","Antofagasta",2,2015,1175210.11102536
"286","Hombre","Empleador","Araucanía",9,2010,674580.915701449
"287","Hombre","Empleador","Araucanía",9,2011,815877.145102396
"288","Hombre","Empleador","Araucanía",9,2012,591419.271654879
"289","Hombre","Empleador","Araucanía",9,2013,735914.053775339
"290","Hombre","Empleador","Araucanía",9,2014,822665.624648851
"291","Hombre","Empleador","Araucanía",9,2015,711004.957981299
"292","Hombre","Empleador","Arica y Parinacota",15,2010,588123.707839389
"293","Hombre","Empleador","Arica y Parinacota",15,2011,818088.597570721
"294","Hombre","Empleador","Arica y Parinacota",15,2012,839648.702927488
"295","Hombre","Empleador","Arica y Parinacota",15,2013,644836.824076456
"296","Hombre","Empleador","Arica y Parinacota",15,2014,593270.935594836
"297","Hombre","Empleador","Arica y Parinacota",15,2015,629203.545617255
"298","Hombre","Empleador","Atacama",3,2010,1076848.65539596
"299","Hombre","Empleador","Atacama",3,2011,1541824.34255752
"300","Hombre","Empleador","Atacama",3,2012,1041321.27087819
"301","Hombre","Empleador","Atacama",3,2013,713423.352153603
"302","Hombre","Empleador","Atacama",3,2014,838849.979218614
"303","Hombre","Empleador","Atacama",3,2015,1235088.97435124
"304","Hombre","Empleador","Aysén",11,2010,1307274.03790201
"305","Hombre","Empleador","Aysén",11,2011,976964.427439652
"306","Hombre","Empleador","Aysén",11,2012,1034926.79762011
"307","Hombre","Empleador","Aysén",11,2013,863068.427533212
"308","Hombre","Empleador","Aysén",11,2014,838209.108479037
"309","Hombre","Empleador","Aysén",11,2015,1119009.38327527
"310","Hombre","Empleador","Bíobío",8,2010,682483.822926835
"311","Hombre","Empleador","Bíobío",8,2011,938550.988519078
"312","Hombre","Empleador","Bíobío",8,2012,983418.364139672
"313","Hombre","Empleador","Bíobío",8,2013,1194260.11821387
"314","Hombre","Empleador","Bíobío",8,2014,900479.078615345
"315","Hombre","Empleador","Bíobío",8,2015,1084732.74043683
"316","Hombre","Empleador","Coquimbo",4,2010,755193.327843399
"317","Hombre","Empleador","Coquimbo",4,2011,706044.796227233
"318","Hombre","Empleador","Coquimbo",4,2012,667876.359319731
"319","Hombre","Empleador","Coquimbo",4,2013,845275.69103201
"320","Hombre","Empleador","Coquimbo",4,2014,1031654.19625271
"321","Hombre","Empleador","Coquimbo",4,2015,1649378.35206406
"322","Hombre","Empleador","Los Lagos",10,2010,646282.887614437
"323","Hombre","Empleador","Los Lagos",10,2011,919627.378084171
"324","Hombre","Empleador","Los Lagos",10,2012,1639466.63090873
"325","Hombre","Empleador","Los Lagos",10,2013,1110618.24215864
"326","Hombre","Empleador","Los Lagos",10,2014,1455190.23450366
"327","Hombre","Empleador","Los Lagos",10,2015,1731677.30741095
"328","Hombre","Empleador","Los Ríos",14,2010,690978.959066319
"329","Hombre","Empleador","Los Ríos",14,2011,650543.408955428
"330","Hombre","Empleador","Los Ríos",14,2012,1186103.68091483
"331","Hombre","Empleador","Los Ríos",14,2013,636485.196451892
"332","Hombre","Empleador","Los Ríos",14,2014,671694.091176027
"333","Hombre","Empleador","Los Ríos",14,2015,869068.718051639
"334","Hombre","Empleador","Magallanes",12,2010,1356712.02647471
"335","Hombre","Empleador","Magallanes",12,2011,1320117.17035666
"336","Hombre","Empleador","Magallanes",12,2012,1063222.5284681
"337","Hombre","Empleador","Magallanes",12,2013,1573630.31261222
"338","Hombre","Empleador","Magallanes",12,2014,1349853.32608707
"339","Hombre","Empleador","Magallanes",12,2015,1475587.48310163
"340","Hombre","Empleador","Maule",7,2010,483569.458674992
"341","Hombre","Empleador","Maule",7,2011,807299.138976439
"342","Hombre","Empleador","Maule",7,2012,490765.528879711
"343","Hombre","Empleador","Maule",7,2013,722018.512845048
"344","Hombre","Empleador","Maule",7,2014,864371.014009172
"345","Hombre","Empleador","Maule",7,2015,871955.460385581
"346","Hombre","Empleador","Metropolitana",13,2010,1236518.70180697
"347","Hombre","Empleador","Metropolitana",13,2011,1218778.70344817
"348","Hombre","Empleador","Metropolitana",13,2012,1405258.89672194
"349","Hombre","Empleador","Metropolitana",13,2013,1398900.32297053
"350","Hombre","Empleador","Metropolitana",13,2014,1247011.46562368
"351","Hombre","Empleador","Metropolitana",13,2015,1509744.06276864
"352","Hombre","Empleador","O'Higgins",6,2010,768955.722256016
"353","Hombre","Empleador","O'Higgins",6,2011,982383.805937229
"354","Hombre","Empleador","O'Higgins",6,2012,908238.354827828
"355","Hombre","Empleador","O'Higgins",6,2013,897206.018240796
"356","Hombre","Empleador","O'Higgins",6,2014,715346.374218371
"357","Hombre","Empleador","O'Higgins",6,2015,755447.754167887
"358","Hombre","Empleador","Tarapacá",1,2010,898382.903217015
"359","Hombre","Empleador","Tarapacá",1,2011,825019.286380127
"360","Hombre","Empleador","Tarapacá",1,2012,940726.467264968
"361","Hombre","Empleador","Tarapacá",1,2013,1681559.73367232
"362","Hombre","Empleador","Tarapacá",1,2014,1564928.57697998
"363","Hombre","Empleador","Tarapacá",1,2015,1726314.44656498
"364","Hombre","Empleador","Valparaíso",5,2010,754622.502468484
"365","Hombre","Empleador","Valparaíso",5,2011,1170899.10013062
"366","Hombre","Empleador","Valparaíso",5,2012,920532.161122037
"367","Hombre","Empleador","Valparaíso",5,2013,1088303.72349566
"368","Hombre","Empleador","Valparaíso",5,2014,1090501.07626716
"369","Hombre","Empleador","Valparaíso",5,2015,1238269.87826909
"370","Hombre","Empleador",NA,NA,2010,316962.67410101
"371","Hombre","Empleador",NA,NA,2011,215974.115508759
"372","Hombre","Empleador",NA,NA,2012,873157.073483993
"373","Hombre","Personal de servicio doméstico puertas adentro","Atacama",3,2011,160000
"374","Hombre","Personal de servicio doméstico puertas adentro","Magallanes",12,2010,198000
"375","Hombre","Personal de servicio doméstico puertas adentro","Metropolitana",13,2010,316540.117878945
"376","Hombre","Personal de servicio doméstico puertas adentro","Metropolitana",13,2011,310663.085514046
"377","Hombre","Personal de servicio doméstico puertas adentro","O'Higgins",6,2010,200195.73302016
"378","Hombre","Personal de servicio doméstico puertas adentro","Valparaíso",5,2010,106339.679147502
"379","Hombre","Personal de servicio doméstico puertas adentro","Valparaíso",5,2011,243702.087404093
"380","Hombre","Personal de Servicio Doméstico Puertas Adentro","Arica y Parinacota",15,2013,40054.2250338908
"381","Hombre","Personal de Servicio Doméstico Puertas Adentro","Atacama",3,2013,175000
"382","Hombre","Personal de Servicio Doméstico Puertas Adentro","Bíobío",8,2012,301353.092783505
"383","Hombre","Personal de Servicio Doméstico Puertas Adentro","Los Lagos",10,2013,30000
"384","Hombre","Personal de Servicio Doméstico Puertas Adentro","Los Lagos",10,2015,332348.696124594
"385","Hombre","Personal de Servicio Doméstico Puertas Adentro","Los Ríos",14,2013,142089.132212476
"386","Hombre","Personal de Servicio Doméstico Puertas Adentro","Magallanes",12,2012,331700.951439715
"387","Hombre","Personal de Servicio Doméstico Puertas Adentro","Maule",7,2015,286135.295278526
"388","Hombre","Personal de Servicio Doméstico Puertas Adentro","Metropolitana",13,2012,224791.363057761
