"","sex","isic","geography_name","geography_id","year","ub_weighted_median"
"107","Hombre","10","Cachapoal","p61",2010,1000000
"108","Hombre","10","Cachapoal","p61",2012,2500000
"109","Hombre","10","Cardenal Caro","p62",2010,1000979
"110","Hombre","10","Cardenal Caro","p62",2012,1148653
"111","Hombre","10","Cauquenes","p72",2012,603373
"112","Hombre","10","Cautín","p91",2010,1201174
"113","Hombre","10","Cautín","p91",2012,4695550
"114","Hombre","10","Chacabuco","p133",2010,4304208
"115","Hombre","10","Chacabuco","p133",2012,5028105
"116","Hombre","10","Chiloé","p102",2010,599590
"117","Hombre","10","Chiloé","p102",2012,1707668
"118","Hombre","10","Choapa","p42",2010,839378
"119","Hombre","10","Colchagua","p63",2010,290284
"120","Hombre","10","Colchagua","p63",2012,973418
"121","Hombre","10","Concepción","p81",2010,1798769
"122","Hombre","10","Concepción","p81",2012,799483
"123","Hombre","10","Copiapó","p31",2010,700000
"124","Hombre","10","Copiapó","p31",2012,1722749
"125","Hombre","10","Cordillera","p152",2010,1029491
"126","Hombre","10","Cordillera","p152",2012,1106183
"127","Hombre","10","Coyhaique","p111",2010,977331
"128","Hombre","10","Coyhaique","p111",2012,1014801
"129","Hombre","10","Curicó","p73",2010,290284
"130","Hombre","10","Curicó","p73",2012,754216
"131","Hombre","10","El Loa","p22",2012,343922
"132","Hombre","10","Elqui","p41",2010,482005
"133","Hombre","10","Elqui","p41",2012,905059
"134","Hombre","10","Huasco","p33",2010,599590
"135","Hombre","10","Huasco","p33",2012,250000
"136","Hombre","10","Iquique","p11",2010,1571784
"137","Hombre","10","Iquique","p11",2012,1261754
"138","Hombre","10","Limarí","p43",2012,452529
"139","Hombre","10","Linares","p74",2010,999316
"140","Hombre","10","Linares","p74",2012,1810118
"141","Hombre","10","Llanquihue","p101",2010,800783
"142","Hombre","10","Llanquihue","p101",2012,1196907
"143","Hombre","10","Los Andes","p53",2010,1861092
"144","Hombre","10","Los Andes","p53",2012,763428
"145","Hombre","10","Magallanes","p121",2010,2498290
"146","Hombre","10","Magallanes","p121",2012,2464478
"147","Hombre","10","Maipo","p134",2010,800783
"148","Hombre","10","Maipo","p134",2012,532979
"149","Hombre","10","Malleco","p92",2010,640000
"150","Hombre","10","Malleco","p92",2012,500000
"151","Hombre","10","Marga Marga","p58",2010,299795
"152","Hombre","10","Marga Marga","p58",2012,1095914
"153","Hombre","10","Melipilla","p135",2010,500489
"154","Hombre","10","Melipilla","p135",2012,629207
"155","Hombre","10","Ñuble","p84",2010,818522
"156","Hombre","10","Ñuble","p84",2012,1213785
"157","Hombre","10","Osorno","p103",2010,589670
"158","Hombre","10","Osorno","p103",2012,502811
"159","Hombre","10","Petorca","p54",2010,1084060
"160","Hombre","10","Petorca","p54",2012,1106183
"161","Hombre","10","Quillota","p55",2010,2009161
"162","Hombre","10","Quillota","p55",2012,1528120
"163","Hombre","10","San Antonio","p56",2010,300000
"164","Hombre","10","San Antonio","p56",2012,2715177
"165","Hombre","10","San Felipe","p57",2010,700000
"166","Hombre","10","San Felipe","p57",2012,350000
"167","Hombre","10","Santiago","p131",2010,988218
"168","Hombre","10","Santiago","p131",2012,900000
"169","Hombre","10","Talagante","p136",2010,948567
"170","Hombre","10","Talagante","p136",2012,1775289
"171","Hombre","10","Talca","p71",2012,1500000
"172","Hombre","10","Última Esperanza","p124",2010,1199179
"173","Hombre","10","Valdivia","p141",2010,1810362
"174","Hombre","10","Valdivia","p141",2012,612318
"175","Hombre","10","Valparaíso","p51",2010,939859
"176","Hombre","10","Valparaíso","p51",2012,4341040
"177","Hombre","11","Antofagasta","p21",2010,500489
"178","Hombre","11","Antofagasta","p21",2012,836615
"179","Hombre","11","Arauco","p82",2010,440622
"180","Hombre","11","Arauco","p82",2012,650000
"181","Hombre","11","Arica","p151",2010,424630
"182","Hombre","11","Arica","p151",2012,381714
"183","Hombre","11","Aysén","p112",2010,3103034
"184","Hombre","11","Aysén","p112",2012,463964
"185","Hombre","11","Bíobío","p83",2010,581142
"186","Hombre","11","Bíobío","p83",2012,1241124
"187","Hombre","11","Cachapoal","p61",2010,463959
"188","Hombre","11","Cachapoal","p61",2012,435011
"189","Hombre","11","Cardenal Caro","p62",2010,500000
"190","Hombre","11","Cardenal Caro","p62",2012,1508432
"191","Hombre","11","Cauquenes","p72",2010,171882
"192","Hombre","11","Cauquenes","p72",2012,902108
"193","Hombre","11","Cautín","p91",2010,450236
"194","Hombre","11","Cautín","p91",2012,502255
"195","Hombre","11","Chacabuco","p133",2010,1800000
"196","Hombre","11","Chacabuco","p133",2012,3246054
"197","Hombre","11","Chañaral","p32",2012,450000
"198","Hombre","11","Chiloé","p102",2010,349761
"199","Hombre","11","Chiloé","p102",2012,3483747
"200","Hombre","11","Choapa","p42",2010,700000
"201","Hombre","11","Choapa","p42",2012,645478
"202","Hombre","11","Colchagua","p63",2010,887928
"203","Hombre","11","Colchagua","p63",2012,1005621
"204","Hombre","11","Concepción","p81",2010,500000
"205","Hombre","11","Concepción","p81",2012,447468
"206","Hombre","11","Copiapó","p31",2010,1031008
"207","Hombre","11","Copiapó","p31",2012,600000
"208","Hombre","11","Cordillera","p152",2010,800783
"209","Hombre","11","Cordillera","p152",2012,904059
"210","Hombre","11","Coyhaique","p111",2010,1501468
"211","Hombre","11","Coyhaique","p111",2012,663499
"212","Hombre","11","Curicó","p73",2010,311962
"213","Hombre","11","Curicó","p73",2012,380887
"214","Hombre","11","El Loa","p22",2010,500489
"215","Hombre","11","El Loa","p22",2012,796504
"216","Hombre","11","Elqui","p41",2010,880861
"217","Hombre","11","Elqui","p41",2012,763746
"218","Hombre","11","General Carrera","p114",2012,724047
"219","Hombre","11","Huasco","p33",2010,989120
"220","Hombre","11","Huasco","p33",2012,210000
"221","Hombre","11","Iquique","p11",2010,583567
"222","Hombre","11","Iquique","p11",2012,502547
"223","Hombre","11","Limarí","p43",2010,500489
"224","Hombre","11","Limarí","p43",2012,602706
"225","Hombre","11","Linares","p74",2010,340077
"226","Hombre","11","Linares","p74",2012,631054
"227","Hombre","11","Llanquihue","p101",2010,445447
"228","Hombre","11","Llanquihue","p101",2012,860063
"229","Hombre","11","Los Andes","p53",2010,832048
"230","Hombre","11","Los Andes","p53",2012,536117
"231","Hombre","11","Magallanes","p121",2010,971114
"232","Hombre","11","Magallanes","p121",2012,712901
"233","Hombre","11","Maipo","p134",2010,921996
"234","Hombre","11","Maipo","p134",2012,783121
"235","Hombre","11","Malleco","p92",2010,400391
"236","Hombre","11","Malleco","p92",2012,990506
"237","Hombre","11","Marga Marga","p58",2010,607839
"238","Hombre","11","Marga Marga","p58",2012,501787
"239","Hombre","11","Melipilla","p135",2010,1093427
"240","Hombre","11","Melipilla","p135",2012,381714
"241","Hombre","11","Ñuble","p84",2010,350000
"242","Hombre","11","Ñuble","p84",2012,641711
"243","Hombre","11","Osorno","p103",2010,678696
"244","Hombre","11","Osorno","p103",2012,1968043
"245","Hombre","11","Petorca","p54",2010,1041018
"246","Hombre","11","Petorca","p54",2012,1508432
"247","Hombre","11","Quillota","p55",2010,250000
"248","Hombre","11","Quillota","p55",2012,500000
"249","Hombre","11","San Antonio","p56",2010,350343
"250","Hombre","11","San Antonio","p56",2012,625000
"251","Hombre","11","San Felipe","p57",2010,240000
"252","Hombre","11","San Felipe","p57",2012,976124
"253","Hombre","11","Santiago","p131",2010,552318
"254","Hombre","11","Santiago","p131",2012,802123
"255","Hombre","11","Talagante","p136",2010,500000
"256","Hombre","11","Talagante","p136",2012,1005330
"257","Hombre","11","Talca","p71",2010,299971
"258","Hombre","11","Talca","p71",2012,579602
"259","Hombre","11","Tamarugal","p12",2010,200000
"260","Hombre","11","Tamarugal","p12",2012,431939
"261","Hombre","11","Última Esperanza","p124",2010,700685
"262","Hombre","11","Valdivia","p141",2010,572372
"263","Hombre","11","Valdivia","p141",2012,1205565
"264","Hombre","11","Valparaíso","p51",2010,497518
"265","Hombre","11","Valparaíso","p51",2012,678044
"266","Hombre","11",NA,NA,2010,800783
"267","Hombre","11",NA,NA,2012,768509
"268","Hombre","12","Antofagasta","p21",2010,713028
"269","Hombre","12","Antofagasta","p21",2012,887701
"270","Hombre","12","Arauco","p82",2010,232050
"271","Hombre","12","Arauco","p82",2012,249571
"272","Hombre","12","Arica","p151",2010,490609
"273","Hombre","12","Arica","p151",2012,635750
"274","Hombre","12","Aysén","p112",2010,874373
"275","Hombre","12","Aysén","p112",2012,881256
"276","Hombre","12","Bíobío","p83",2010,320000
"277","Hombre","12","Bíobío","p83",2012,568244
"278","Hombre","12","Cachapoal","p61",2010,460697
"279","Hombre","12","Cachapoal","p61",2012,521132
"280","Hombre","12","Capitán Prat","p113",2010,3997264
"281","Hombre","12","Capitán Prat","p113",2012,1002500
"282","Hombre","12","Cardenal Caro","p62",2010,378762
"283","Hombre","12","Cardenal Caro","p62",2012,807023
"284","Hombre","12","Cauquenes","p72",2010,478017
"285","Hombre","12","Cauquenes","p72",2012,449037
"286","Hombre","12","Cautín","p91",2010,597908
"287","Hombre","12","Cautín","p91",2012,872379
"288","Hombre","12","Chacabuco","p133",2010,673470
"289","Hombre","12","Chacabuco","p133",2012,350000
"290","Hombre","12","Chañaral","p32",2010,755353
"291","Hombre","12","Chañaral","p32",2012,2061523
"292","Hombre","12","Chiloé","p102",2010,954056
"293","Hombre","12","Chiloé","p102",2012,1000000
"294","Hombre","12","Choapa","p42",2010,1874385
"295","Hombre","12","Choapa","p42",2012,783995
"296","Hombre","12","Colchagua","p63",2010,818626
"297","Hombre","12","Colchagua","p63",2012,937239
"298","Hombre","12","Concepción","p81",2010,463880
"299","Hombre","12","Concepción","p81",2012,434553
"300","Hombre","12","Copiapó","p31",2010,692335
"301","Hombre","12","Copiapó","p31",2012,541937
"302","Hombre","12","Cordillera","p152",2010,860842
"303","Hombre","12","Cordillera","p152",2012,753347
"304","Hombre","12","Coyhaique","p111",2010,852626
"305","Hombre","12","Coyhaique","p111",2012,948334
"306","Hombre","12","Curicó","p73",2010,304129
"307","Hombre","12","Curicó","p73",2012,803245
"308","Hombre","12","El Loa","p22",2010,3051096
"309","Hombre","12","El Loa","p22",2012,1203499
"310","Hombre","12","Elqui","p41",2010,700685
"311","Hombre","12","Elqui","p41",2012,743730
"312","Hombre","12","General Carrera","p114",2010,190186
"313","Hombre","12","General Carrera","p114",2012,1126296
"314","Hombre","12","Huasco","p33",2010,867873
"315","Hombre","12","Huasco","p33",2012,1102013
"316","Hombre","12","Iquique","p11",2010,667747
"317","Hombre","12","Iquique","p11",2012,930000
"318","Hombre","12","Limarí","p43",2010,700000
"319","Hombre","12","Limarí","p43",2012,624000
"320","Hombre","12","Linares","p74",2010,656583
"321","Hombre","12","Linares","p74",2012,502255
"322","Hombre","12","Llanquihue","p101",2010,534172
"323","Hombre","12","Llanquihue","p101",2012,725250
"324","Hombre","12","Los Andes","p53",2010,525473
"325","Hombre","12","Los Andes","p53",2012,487955
"326","Hombre","12","Magallanes","p121",2010,1268491
"327","Hombre","12","Magallanes","p121",2012,1200000
"328","Hombre","12","Maipo","p134",2010,1171624
"329","Hombre","12","Maipo","p134",2012,532390
"330","Hombre","12","Malleco","p92",2010,545991
"331","Hombre","12","Malleco","p92",2012,767550
"332","Hombre","12","Marga Marga","p58",2010,699268
"333","Hombre","12","Marga Marga","p58",2012,880505
"334","Hombre","12","Melipilla","p135",2010,300000
"335","Hombre","12","Melipilla","p135",2012,460000
"336","Hombre","12","Ñuble","p84",2010,424387
"337","Hombre","12","Ñuble","p84",2012,733794
"338","Hombre","12","Osorno","p103",2010,880397
"339","Hombre","12","Osorno","p103",2012,592520
"340","Hombre","12","Parinacota","p152",2010,433663
"341","Hombre","12","Parinacota","p152",2012,130586
"342","Hombre","12","Petorca","p54",2010,1130437
"343","Hombre","12","Petorca","p54",2012,891417
"344","Hombre","12","Quillota","p55",2010,634000
"345","Hombre","12","Quillota","p55",2012,509447
"346","Hombre","12","Ranco","p142",2010,316408
"347","Hombre","12","Ranco","p142",2012,854275
"348","Hombre","12","San Antonio","p56",2010,600587
"349","Hombre","12","San Antonio","p56",2012,932183
"350","Hombre","12","San Felipe","p57",2010,359754
"351","Hombre","12","San Felipe","p57",2012,655672
"352","Hombre","12","Santiago","p131",2010,590753
"353","Hombre","12","Santiago","p131",2012,629395
"354","Hombre","12","Talagante","p136",2010,306036
"355","Hombre","12","Talagante","p136",2012,963131
"356","Hombre","12","Talca","p71",2010,608022
"357","Hombre","12","Talca","p71",2012,996074
"358","Hombre","12","Tamarugal","p12",2010,1000979
"359","Hombre","12","Tamarugal","p12",2012,588995
"360","Hombre","12","Tierra del Fuego","p123",2010,510000
"361","Hombre","12","Tocopilla","p23",2010,899384
"362","Hombre","12","Tocopilla","p23",2012,66298
"363","Hombre","12","Última Esperanza","p124",2010,909378
"364","Hombre","12","Última Esperanza","p124",2012,580199
"365","Hombre","12","Valdivia","p141",2010,390582
"366","Hombre","12","Valdivia","p141",2012,613600
"367","Hombre","12","Valparaíso","p51",2010,499950
"368","Hombre","12","Valparaíso","p51",2012,1200154
"369","Hombre","12",NA,NA,2010,580568
"370","Hombre","12",NA,NA,2012,1513283
"371","Hombre","13","Antofagasta","p21",2010,799453
"372","Hombre","13","Antofagasta","p21",2012,1205412
"373","Hombre","13","Arauco","p82",2010,633943
"374","Hombre","13","Arauco","p82",2012,703157
"375","Hombre","13","Arica","p151",2010,618137
"376","Hombre","13","Arica","p151",2012,888885
"377","Hombre","13","Aysén","p112",2010,799453
"378","Hombre","13","Aysén","p112",2012,1500915
"379","Hombre","13","Bíobío","p83",2010,374292
"380","Hombre","13","Bíobío","p83",2012,900000
"381","Hombre","13","Cachapoal","p61",2010,984516
"382","Hombre","13","Cachapoal","p61",2012,567548
"383","Hombre","13","Capitán Prat","p113",2010,1199179
"384","Hombre","13","Capitán Prat","p113",2012,512000
"385","Hombre","13","Cardenal Caro","p62",2010,900881
"386","Hombre","13","Cardenal Caro","p62",2012,502255
"387","Hombre","13","Cauquenes","p72",2010,376952
"388","Hombre","13","Cauquenes","p72",2012,502811
"389","Hombre","13","Cautín","p91",2010,799453
"390","Hombre","13","Cautín","p91",2012,815437
"391","Hombre","13","Chacabuco","p133",2010,586081
"392","Hombre","13","Chacabuco","p133",2012,803608
"393","Hombre","13","Chañaral","p32",2010,549624
"394","Hombre","13","Chañaral","p32",2012,1246970
"395","Hombre","13","Chiloé","p102",2010,702126
"396","Hombre","13","Chiloé","p102",2012,898677
"397","Hombre","13","Choapa","p42",2010,569610
"398","Hombre","13","Choapa","p42",2012,642887
"399","Hombre","13","Colchagua","p63",2010,596210
"400","Hombre","13","Colchagua","p63",2012,900000
"401","Hombre","13","Concepción","p81",2010,629569
"402","Hombre","13","Concepción","p81",2012,447499
"403","Hombre","13","Copiapó","p31",2010,560500
"404","Hombre","13","Copiapó","p31",2012,573204
"405","Hombre","13","Cordillera","p152",2010,830812
"406","Hombre","13","Cordillera","p152",2012,703157
"407","Hombre","13","Coyhaique","p111",2010,912422
"408","Hombre","13","Coyhaique","p111",2012,919596
"409","Hombre","13","Curicó","p73",2010,760987
"410","Hombre","13","Curicó","p73",2012,663270
"411","Hombre","13","El Loa","p22",2010,869734
"412","Hombre","13","El Loa","p22",2012,1305863
"413","Hombre","13","Elqui","p41",2010,550538
"414","Hombre","13","Elqui","p41",2012,770149
"415","Hombre","13","Huasco","p33",2010,919408
"416","Hombre","13","Huasco","p33",2012,809525
"417","Hombre","13","Iquique","p11",2010,687735
"418","Hombre","13","Iquique","p11",2012,669217
"419","Hombre","13","Limarí","p43",2010,712506
"420","Hombre","13","Limarí","p43",2012,779244
"421","Hombre","13","Linares","p74",2010,539829
"422","Hombre","13","Linares","p74",2012,376750
"423","Hombre","13","Llanquihue","p101",2010,549705
"424","Hombre","13","Llanquihue","p101",2012,732078
"425","Hombre","13","Los Andes","p53",2010,797224
"426","Hombre","13","Los Andes","p53",2012,586938
"427","Hombre","13","Magallanes","p121",2010,677098
"428","Hombre","13","Magallanes","p121",2012,828312
"429","Hombre","13","Maipo","p134",2010,400000
"430","Hombre","13","Maipo","p134",2012,720000
"431","Hombre","13","Malleco","p92",2010,585573
"432","Hombre","13","Malleco","p92",2012,553092
"433","Hombre","13","Marga Marga","p58",2010,516325
"434","Hombre","13","Marga Marga","p58",2012,700000
"435","Hombre","13","Melipilla","p135",2010,500193
"436","Hombre","13","Melipilla","p135",2012,400000
"437","Hombre","13","Ñuble","p84",2010,657778
"438","Hombre","13","Ñuble","p84",2012,503013
"439","Hombre","13","Osorno","p103",2010,694060
"440","Hombre","13","Osorno","p103",2012,1307307
"441","Hombre","13","Parinacota","p152",2010,293799
"442","Hombre","13","Petorca","p54",2010,199863
"443","Hombre","13","Petorca","p54",2012,603373
"444","Hombre","13","Quillota","p55",2010,424782
"445","Hombre","13","Quillota","p55",2012,665183
"446","Hombre","13","Ranco","p142",2010,502656
"447","Hombre","13","Ranco","p142",2012,724047
"448","Hombre","13","San Antonio","p56",2010,1013066
"449","Hombre","13","San Antonio","p56",2012,729231
"450","Hombre","13","San Felipe","p57",2010,291000
"451","Hombre","13","San Felipe","p57",2012,956759
"452","Hombre","13","Santiago","p131",2010,548864
"453","Hombre","13","Santiago","p131",2012,541547
"454","Hombre","13","Talagante","p136",2010,850832
"455","Hombre","13","Talagante","p136",2012,450146
"456","Hombre","13","Talca","p71",2010,717825
"457","Hombre","13","Talca","p71",2012,800000
"458","Hombre","13","Tamarugal","p12",2010,527405
"459","Hombre","13","Tamarugal","p12",2012,834665
"460","Hombre","13","Última Esperanza","p124",2010,1300000
"461","Hombre","13","Última Esperanza","p124",2012,1040818
"462","Hombre","13","Valdivia","p141",2010,395715
"463","Hombre","13","Valdivia","p141",2012,554192
"464","Hombre","13","Valparaíso","p51",2010,800726
"465","Hombre","13","Valparaíso","p51",2012,598077
"466","Hombre","13",NA,NA,2010,1353292
"467","Hombre","13",NA,NA,2012,680805
"468","Hombre","14","Antofagasta","p21",2010,3347095
"469","Hombre","14","Antofagasta","p21",2012,2495862
"470","Hombre","14","Arauco","p82",2010,2340649
"471","Hombre","14","Arauco","p82",2012,484017
"472","Hombre","14","Arica","p151",2010,540449
"473","Hombre","14","Arica","p151",2012,350000
"474","Hombre","14","Aysén","p112",2010,3670285
"475","Hombre","14","Aysén","p112",2012,2300000
"476","Hombre","14","Bíobío","p83",2010,1069268
"477","Hombre","14","Bíobío","p83",2012,960045
"478","Hombre","14","Cachapoal","p61",2010,1199179
"479","Hombre","14","Cachapoal","p61",2012,4022484
"480","Hombre","14","Capitán Prat","p113",2010,852000
"481","Hombre","14","Cardenal Caro","p62",2010,344837
"482","Hombre","14","Cardenal Caro","p62",2012,502811
"483","Hombre","14","Cauquenes","p72",2010,312451
"484","Hombre","14","Cauquenes","p72",2012,481692
"485","Hombre","14","Cautín","p91",2010,614125
"486","Hombre","14","Cautín","p91",2012,840301
"487","Hombre","14","Chacabuco","p133",2010,2175550
"488","Hombre","14","Chacabuco","p133",2012,502811
"489","Hombre","14","Chañaral","p32",2012,653654
"490","Hombre","14","Chiloé","p102",2010,450000
"491","Hombre","14","Chiloé","p102",2012,740000
"492","Hombre","14","Choapa","p42",2010,275000
"493","Hombre","14","Choapa","p42",2012,597142
"494","Hombre","14","Colchagua","p63",2010,1800000
"495","Hombre","14","Colchagua","p63",2012,1001600
"496","Hombre","14","Concepción","p81",2010,343544
"497","Hombre","14","Concepción","p81",2012,480364
"498","Hombre","14","Copiapó","p31",2010,3816872
"499","Hombre","14","Copiapó","p31",2012,1081000
"500","Hombre","14","Cordillera","p152",2010,402455
"501","Hombre","14","Cordillera","p152",2012,1257818
"502","Hombre","14","Coyhaique","p111",2010,1107456
"503","Hombre","14","Coyhaique","p111",2012,804497
"504","Hombre","14","Curicó","p73",2010,349761
"505","Hombre","14","Curicó","p73",2012,626502
"506","Hombre","14","El Loa","p22",2010,1853919
"507","Hombre","14","El Loa","p22",2012,700144
"508","Hombre","14","Elqui","p41",2010,603435
"509","Hombre","14","Elqui","p41",2012,2753625
"510","Hombre","14","General Carrera","p114",2010,499658
"511","Hombre","14","Huasco","p33",2010,600000
"512","Hombre","14","Huasco","p33",2012,495950
"513","Hombre","14","Iquique","p11",2010,1079724
"514","Hombre","14","Iquique","p11",2012,986020
"515","Hombre","14","Limarí","p43",2010,682167
"516","Hombre","14","Limarí","p43",2012,1895603
"517","Hombre","14","Linares","p74",2010,799453
"518","Hombre","14","Linares","p74",2012,300000
"519","Hombre","14","Llanquihue","p101",2010,1364636
"520","Hombre","14","Llanquihue","p101",2012,1000000
"521","Hombre","14","Los Andes","p53",2010,1160531
"522","Hombre","14","Los Andes","p53",2012,1062915
"523","Hombre","14","Magallanes","p121",2010,4000000
"524","Hombre","14","Magallanes","p121",2012,3716688
"525","Hombre","14","Maipo","p134",2010,400000
"526","Hombre","14","Maipo","p134",2012,400000
"527","Hombre","14","Malleco","p92",2010,782000
"528","Hombre","14","Malleco","p92",2012,918134
"529","Hombre","14","Marga Marga","p58",2010,829120
"530","Hombre","14","Marga Marga","p58",2012,854778
"531","Hombre","14","Melipilla","p135",2010,868455
"532","Hombre","14","Melipilla","p135",2012,800000
"533","Hombre","14","Ñuble","p84",2010,380372
"534","Hombre","14","Ñuble","p84",2012,1005621
"535","Hombre","14","Osorno","p103",2010,456991
"536","Hombre","14","Osorno","p103",2012,441351
"537","Hombre","14","Petorca","p54",2010,477467
"538","Hombre","14","Petorca","p54",2012,441985
"539","Hombre","14","Quillota","p55",2010,333715
"540","Hombre","14","Quillota","p55",2012,5893892
"541","Hombre","14","Ranco","p142",2010,750734
"542","Hombre","14","Ranco","p142",2012,512300
"543","Hombre","14","San Antonio","p56",2010,1200000
"544","Hombre","14","San Antonio","p56",2012,925430
"545","Hombre","14","San Felipe","p57",2010,1531497
"546","Hombre","14","San Felipe","p57",2012,854099
"547","Hombre","14","Santiago","p131",2010,843766
"548","Hombre","14","Santiago","p131",2012,773707
"549","Hombre","14","Talagante","p136",2010,2300000
"550","Hombre","14","Talagante","p136",2012,3515786
"551","Hombre","14","Talca","p71",2010,622820
"552","Hombre","14","Talca","p71",2012,1205412
"553","Hombre","14","Tamarugal","p12",2010,419713
"554","Hombre","14","Tamarugal","p12",2012,190000
"555","Hombre","14","Tocopilla","p23",2010,1798769
"556","Hombre","14","Última Esperanza","p124",2010,699521
"557","Hombre","14","Última Esperanza","p124",2012,411849
"558","Hombre","14","Valdivia","p141",2010,390000
