region_id,region_name,comuna_datachile_id,comuna_customs_id,comuna_tax_office_id,comuna_name
8,Bío Bío,185,8409,8110,Ñiquén
8,Bío Bío,182,8408,8105,Ninhue
8,Bío Bío,181,8307,8406,Negrete
8,Bío Bío,177,8306,8405,Nacimiento
8,Bío Bío,176,8305,8407,Mulchén
8,Bío Bío,157,8106,8208,Lota
8,Bío Bío,152,8301,8401,Los Ángeles
8,Bío Bío,150,8206,8304,Los Álamos
8,Bío Bío,136,8201,8303,Lebu
8,Bío Bío,131,8304,8403,Laja
8,Bío Bío,107,8105,8203,Hualqui
8,Bío Bío,106,8112,8212,Hualpén
8,Bío Bío,91,8104,8204,Florida
8,Bío Bío,84,8407,8118,El Carmen
8,Bío Bío,76,8205,8302,Curanilahue
8,Bío Bío,70,8102,8207,Coronel
8,Bío Bío,67,8204,8306,Contulmo
8,Bío Bío,64,8101,8201,Concepción
8,Bío Bío,55,8405,8103,Coihueco
8,Bío Bío,53,8404,8120,Coelemu
8,Bío Bío,49,8403,8107,Cobquecura
8,Bío Bío,44,8406,8121,Chillán Viejo
8,Bío Bío,43,8401,8101,Chillán
8,Bío Bío,41,8103,8211,Chiguayante
8,Bío Bío,28,8203,8305,Cañete
8,Bío Bío,18,8303,8410,Cabrero
8,Bío Bío,15,8402,8113,Bulnes
8,Bío Bío,11,8202,8301,Arauco
8,Bío Bío,10,8302,8413,Antuco
8,Bío Bío,3,8314,8414,Alto Bío Bío
9,Araucanía,338,9120,9215,Villarrica
9,Araucanía,335,9119,9202,Vilcún
9,Araucanía,333,9211,9109,Victoria
9,Araucanía,326,9210,9107,Traiguén
9,Araucanía,322,9118,9213,Toltén
9,Araucanía,316,9117,9219,Teodoro Schmidt
9,Araucanía,314,9101,9201,Temuco
9,Araucanía,276,9116,9210,Saavedra
9,Araucanía,263,9209,9104,Renaico
9,Araucanía,240,9208,9102,Purén
9,Araucanía,230,9115,9216,Pucón
9,Araucanía,222,9114,9211,Pitrufquén
9,Araucanía,214,9113,9206,Perquenco
9,Araucanía,194,9112,9220,Padre Las Casas
9,Araucanía,184,9111,9208,Nueva Imperial
9,Araucanía,171,9110,9217,Melipeuco
9,Araucanía,158,9207,9108,Lumaco
9,Araucanía,155,9206,9103,Los Sauces
9,Araucanía,149,9205,9111,Lonquimay
9,Araucanía,147,9109,9214,Loncoche
9,Araucanía,135,9108,9205,Lautaro
9,Araucanía,100,9107,9212,Gorbea
9,Araucanía,98,9106,9207,Galvarino
9,Araucanía,92,9105,9203,Freire
9,Araucanía,89,9204,9106,Ercilla
9,Araucanía,77,9104,9218,Curarrehue
9,Araucanía,73,9203,9110,Curacautín
9,Araucanía,72,9103,9204,Cunco
9,Araucanía,60,9202,9105,Collipulli
9,Araucanía,46,9121,9221,Cholchol
9,Araucanía,29,9102,9209,Carahue
9,Araucanía,8,9201,9101,Angol
10,Los Lagos,295,10307,10202,San Pablo
10,Los Lagos,292,10306,10207,San Juan de la Costa
10,Los Lagos,273,10305,10205,Río Negro
10,Los Lagos,254,10210,10415,Quinchao
10,Los Lagos,247,10209,10407,Quemchi
10,Los Lagos,246,10208,10404,Quellón
10,Los Lagos,245,10207,10403,Queilén
10,Los Lagos,244,10304,10204,Puyehue
10,Los Lagos,241,10303,10206,Purranque
10,Los Lagos,239,10206,10405,Puqueldón
10,Los Lagos,235,10109,10303,Puerto Varas
10,Los Lagos,234,10302,10203,Puerto Octay
10,Los Lagos,233,10101,10301,Puerto Montt
10,Los Lagos,198,10404,10504,Palena
10,Los Lagos,191,10301,10201,Osorno
10,Los Lagos,169,10108,10307,Maullín
10,Los Lagos,154,10106,10308,Los Muermos
10,Los Lagos,141,10107,10306,Llanquihue
10,Los Lagos,104,10403,10502,Hualaihué
10,Los Lagos,96,10402,10503,Futaleufú
10,Los Lagos,95,10105,10305,Frutillar
10,Los Lagos,94,10104,10304,Fresia
10,Los Lagos,80,10205,10408,Dalcahue
10,Los Lagos,75,10204,10410,Curaco de Vélez
10,Los Lagos,50,10103,10302,Cochamó
10,Los Lagos,47,10203,10402,Chonchi
10,Los Lagos,37,10401,10501,Chaitén
10,Los Lagos,32,10201,10401,Castro
10,Los Lagos,20,10102,10309,Calbuco
10,Los Lagos,6,10202,10406,Ancud
11,Aysén,325,11303,11303,Tortel
11,Aysén,272,11402,11203,Río Ibáñez
11,Aysén,187,11302,11302,O'Higgins
11,Aysén,129,11102,11402,Lago Verde
11,Aysén,102,11203,11104,Guaitecas
11,Aysén,54,11101,11401,Coihaique
11,Aysén,51,11301,11301,Cochrane
11,Aysén,48,11202,11102,Cisnes
11,Aysén,42,11401,11201,Chile Chico
11,Aysén,13,11201,11101,Aysén
12,Magallanes,345,12202,NA,Antartica
12,Magallanes,324,12402,12103,Torres del Paine
12,Magallanes,319,12303,12304,Timaukel
12,Magallanes,287,12104,12204,San Gregorio
12,Magallanes,274,12103,12202,Río Verde
12,Magallanes,238,12101,12205,Punta Arenas
12,Magallanes,227,12302,12302,Primavera
12,Magallanes,225,12301,12301,Porvenir
12,Magallanes,179,12401,12101,Natales
12,Magallanes,130,12102,12206,Laguna Blanca
12,Magallanes,17,12201,12401,Cabo de Hornos
13,Región Metropolitana Santiago,348,NA,13135,Santiago Sur
13,Región Metropolitana Santiago,347,NA,13134,Santiago Oeste
13,Región Metropolitana Santiago,346,NA,14202,Lampa
13,Región Metropolitana Santiago,340,13132,15160,Vitacura
13,Región Metropolitana Santiago,318,13303,14203,Til-Til
13,Región Metropolitana Santiago,310,13601,14501,Talagante
13,Región Metropolitana Santiago,307,13101,13101,Santiago
13,Región Metropolitana Santiago,300,13131,16153,San Ramón
13,Región Metropolitana Santiago,296,13505,14604,San Pedro
13,Región Metropolitana Santiago,293,13130,16106,San Miguel
13,Región Metropolitana Santiago,291,13203,16303,San José de Maipo
13,Región Metropolitana Santiago,290,13129,16163,San Joaquín
13,Región Metropolitana Santiago,280,13401,16401,San Bernardo
13,Región Metropolitana Santiago,264,13128,14113,Renca
13,Región Metropolitana Santiago,262,13127,13159,Recoleta
13,Región Metropolitana Santiago,256,13126,14107,Quinta Normal
13,Región Metropolitana Santiago,249,13125,14114,Quilicura
13,Región Metropolitana Santiago,232,13201,16301,Puente Alto
13,Región Metropolitana Santiago,231,13124,14111,Pudahuel
13,Región Metropolitana Santiago,228,13123,15103,Providencia
13,Región Metropolitana Santiago,221,13202,16302,Pirque
13,Región Metropolitana Santiago,212,13122,15152,Peñalolén
13,Región Metropolitana Santiago,211,13605,14504,Peñaflor
13,Región Metropolitana Santiago,205,13121,16162,Pedro Aguirre Cerda
13,Región Metropolitana Santiago,197,13404,16404,Paine
13,Región Metropolitana Santiago,193,13604,14505,Padre Hurtado
13,Región Metropolitana Santiago,186,13120,15105,Ñuñoa
13,Región Metropolitana Santiago,172,13501,14601,Melipilla
13,Región Metropolitana Santiago,166,13504,14602,María Pinto
13,Región Metropolitana Santiago,162,13119,14109,Maipú
13,Región Metropolitana Santiago,160,13118,15151,Macul
13,Región Metropolitana Santiago,145,13117,14155,Lo Prado
13,Región Metropolitana Santiago,144,13116,16164,Lo Espejo
13,Región Metropolitana Santiago,143,13115,15161,Lo Barnechea
13,Región Metropolitana Santiago,134,13114,15108,Las Condes
13,Región Metropolitana Santiago,125,13113,15132,La Reina
13,Región Metropolitana Santiago,124,13112,16154,La Pintana
13,Región Metropolitana Santiago,121,13111,16131,La Granja
13,Región Metropolitana Santiago,120,13110,15128,La Florida
13,Región Metropolitana Santiago,117,13109,16110,La Cisterna
13,Región Metropolitana Santiago,114,13603,14502,Isla de Maipo
13,Región Metropolitana Santiago,112,13108,13167,Independencia
13,Región Metropolitana Santiago,110,13107,14158,Huechuraba
13,Región Metropolitana Santiago,90,13106,14157,Estación Central
13,Región Metropolitana Santiago,85,13602,14503,El Monte
13,Región Metropolitana Santiago,83,13105,16165,El Bosque
13,Región Metropolitana Santiago,74,13503,14603,Curacaví
13,Región Metropolitana Santiago,65,13104,14127,Conchalí
13,Región Metropolitana Santiago,59,13301,14201,Colina
13,Región Metropolitana Santiago,36,13103,14156,Cerro Navia
13,Región Metropolitana Santiago,35,13102,14166,Cerrillos
13,Región Metropolitana Santiago,23,13403,16402,Calera de Tango
13,Región Metropolitana Santiago,14,13402,16403,Buin
13,Región Metropolitana Santiago,2,13502,14605,Alhué
14,Los Ríos,329,14101,10101,Valdivia
14,Los Ríos,269,14204,10111,Río Bueno
14,Los Ríos,200,14108,10108,Panguipulli
14,Los Ríos,196,14107,10110,Paillaco
14,Los Ríos,167,14106,10102,Mariquina
14,Los Ríos,161,14105,10107,Máfil
14,Los Ríos,153,14104,10104,Los Lagos
14,Los Ríos,132,14103,10103,Lanco
14,Los Ríos,128,14203,10112,Lago Ranco
14,Los Ríos,127,14201,10109,La Unión
14,Los Ríos,97,14202,10105,Futrono
14,Los Ríos,71,14102,10106,Corral
15,Arica y Parinacota,243,15201,1301,Putre
15,Arica y Parinacota,99,15202,1302,General Lagos
15,Arica y Parinacota,25,15102,1106,Camarones
15,Arica y Parinacota,12,15101,1101,Arica
